waterschap;res_gebied;naamgeving;med_uur;gj_exwko;gj_zomer;gj_metwko;opmerking;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
De Stichtse Rijnlanden;U10/U16;Noordweg;120.0;3390.81;4010.4;7401.21;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0355;;;;GM0355;;;;GM0355;;;False;False;False;52.08951826026299;5.21437630586351;WarmteAtlas:TEA_assets_met_wko;;;
De Stichtse Rijnlanden;U10/U16;Phillips van Bourgondielaan;98.5;2783.29;3290.4;6073.69;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0355;;;;GM0355;;;;GM0355;;;False;False;False;52.081909931775975;5.220444876524626;WarmteAtlas:TEA_assets_met_wko;;;
De Stichtse Rijnlanden;U10/U16;IJsselstein;81.0;4577.6;2707.2;7284.8;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0353;;;;GM0353;;;;GM0353;;;False;False;False;52.02417135195531;5.044028698440119;WarmteAtlas:TEA_assets_met_wko;;;
De Stichtse Rijnlanden;Midden-Holland;AWTG Bodegraven Willem de Zwijgerstraat;42.0;2373.57;1404.0;3777.57;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1901;2411.0;;;GM1901;2411.0;;;GM1901;2411.0;;False;False;False;52.089283035168386;4.751022146529897;WarmteAtlas:TEA_assets_met_wko;;;
De Stichtse Rijnlanden;Midden-Holland;AWTG Bodegraven Willem de Zwijgerstraat;42.0;2373.57;1404.0;3777.57;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1901;2411.0;;;GM1901;2411.0;;;GM1901;2411.0;;False;False;False;52.089283035168386;4.751022146529897;WarmteAtlas:TEA_assets_met_wko;;;
De Stichtse Rijnlanden;Midden-Holland;Waarder;7.0;193.84;237.6;431.44;Minimale waarde < 20 m3/uur;;GM1901;;;;GM1901;;;;GM1901;;;False;False;False;52.0593475847975;4.825086721014142;WarmteAtlas:TEA_assets_met_wko;;;
De Stichtse Rijnlanden;Midden-Holland;Driebruggen;8.5;235.37;280.8;516.17;Minimale waarde < 20 m3/uur;;GM1901;;;;GM1901;;;;GM1901;;;False;False;False;52.046056478599006;4.805976699773077;WarmteAtlas:TEA_assets_met_wko;;;
De Stichtse Rijnlanden;Midden-Holland;Nieuwerbrug;8.0;221.53;266.39;487.93;Minimale waarde < 20 m3/uur;;GM1901;2415.0;;;GM1901;2415.0;;;GM1901;2415.0;;False;False;False;52.07526342558819;4.8198551473907125;WarmteAtlas:TEA_assets_met_wko;;;
HHS van Delfland;Rotterdam-Den Haag;Rg De Lier;274.0;15484.72;9165.6;24650.32;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1783;2678.0;;;GM1783;2678.0;;;GM1783;2678.0;;False;False;False;51.97234784941632;4.254845889279859;WarmteAtlas:TEA_assets_met_wko;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Honselersdijk;94.0;5312.27;3146.4;8458.67;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1783;2675.0;;;GM1783;2675.0;;;GM1783;2675.0;;False;False;False;52.00683447768542;4.226163118815708;WarmteAtlas:TEA_assets_met_wko;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Maasdijk;54.0;3051.73;1807.2;4858.93;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1783;2676.0;;;GM1783;2676.0;;;GM1783;2676.0;;False;False;False;51.96186844073305;4.214734303505989;WarmteAtlas:TEA_assets_met_wko;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Naaldwijk;312.666666667;17669.91;10454.4;28124.31;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1783;2671.0;;;GM1783;2671.0;;;GM1783;2671.0;;False;False;False;51.99867774210651;4.211586822007482;WarmteAtlas:TEA_assets_met_wko;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Monster;204.166666667;11538.19;6825.6;18363.79;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1783;2681.0;;;GM1783;2681.0;;;GM1783;2681.0;;False;False;False;52.03447763636525;4.18316933001529;WarmteAtlas:TEA_assets_met_wko;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Heenweg;15.3333333333;424.6;511.2;935.8;Minimale waarde < 20 m3/uur;;GM1783;2691.0;;;GM1783;2691.0;;;GM1783;2691.0;;False;False;False;51.98363292434636;4.182555158315768;WarmteAtlas:TEA_assets_met_wko;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Groeneweg;14.0;387.68;468.0;855.68;Minimale waarde < 20 m3/uur;;GM1783;2691.0;;;GM1783;2691.0;;;GM1783;2691.0;;False;False;False;51.981376811910316;4.196859312499902;WarmteAtlas:TEA_assets_met_wko;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Staelduinen;103.333333333;5839.73;3456.0;9295.73;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1783;2691.0;;;GM1783;2691.0;;;GM1783;2691.0;;False;False;False;51.96632632423877;4.190311181174679;WarmteAtlas:TEA_assets_met_wko;;;
HHS van Delfland;Rotterdam-Den Haag;Rg s-Gravenzande;683.333333333;38617.62;22852.8;61470.42;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1783;2691.0;;;GM1783;2691.0;;;GM1783;2691.0;;False;False;False;51.99253199879586;4.169264922540502;WarmteAtlas:TEA_assets_met_wko;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Naaldwijk Zuid;76.6666666667;4332.7;2563.19;6895.9;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1783;2671.0;;;GM1783;2671.0;;;GM1783;2671.0;;False;False;False;51.98624133400265;4.2076132288021695;WarmteAtlas:TEA_assets_met_wko;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Molenweide/ Rg Maasland;346.0;19553.7;11570.4;31124.1;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1842;3155.0;;;GM1842;3155.0;;;GM1842;3155.0;;False;False;False;51.940450005707206;4.26945641885436;WarmteAtlas:TEA_assets_met_wko;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Lookwatering;29.1666666667;403.83;972.0;1375.83;Minimale waarde < 20 m3/uur;;GM1842;2635.0;;;GM1842;2635.0;;;GM1842;2635.0;;False;False;False;52.009912990424276;4.318485076952841;WarmteAtlas:TEA_assets_met_wko;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Berkel;212.5;12009.14;7106.4;19115.54;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1621;2652.0;;;GM1621;2652.0;;;GM1621;2652.0;;False;False;False;51.98605454817508;4.462037533920077;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Diemen R3;140.833333333;7958.99;4708.8;12667.79;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0384;1112.0;;;GM0384;1112.0;;;GM0384;1112.0;;False;False;False;52.32987855744503;4.949549376068545;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Diependaalselaan Hilversum;168.75;9536.67;5644.8;15181.47;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0402;1215.0;;;GM0402;1215.0;;;GM0402;1215.0;;False;False;False;52.214174085084494;5.150297869793468;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Engel de Ruyter Breukelen;59.0416666667;1668.32;1972.8;3641.12;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.16904819719908;4.998547519309079;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Binnenweg Loenersloot;2.125;29.42;72.0;101.42;Minimale waarde < 20 m3/uur;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.22602299725392;5.001343693319901;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Slotlaan Loenersloot;2.125;29.42;72.0;101.42;Minimale waarde < 20 m3/uur;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.228877670541294;5.0002797478550844;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Klokjeslaan Maarssen;10.125;572.2;338.4;910.6;Minimale waarde < 20 m3/uur;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.14940452883035;5.043310734153871;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Oude Dijk Tienhoven;10.3333333333;583.97;345.6;929.57;Minimale waarde < 20 m3/uur;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.15307348066395;5.0763786497051475;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Ruwielstraat  Nieuwer ter Aa;3.70833333333;102.68;122.4;225.08;Minimale waarde < 20 m3/uur;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.19233402732212;4.981906201967635;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Keizer Ottolaan Loenen;20.875;578.06;698.4;1276.46;Minimale waarde < 20 m3/uur;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.209488272484485;5.016322190117285;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Floraweg Vreeland;7.20833333333;199.61;237.6;437.21;Minimale waarde < 20 m3/uur;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.23147325570859;5.031113574333251;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Garstenstraat Nigtevecht;7.04166666667;194.99;237.6;432.59;Minimale waarde < 20 m3/uur;;GM1904;1393.0;;;GM1904;1393.0;;;GM1904;1393.0;;False;False;False;52.2769056544309;5.027760834725928;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Industrieweg Mijdrecht;28.4583333333;394.02;950.4;1344.42;Minimale waarde < 20 m3/uur;;GM0736;;;;GM0736;;;;GM0736;;;False;False;False;52.20656367631522;4.8863038689535;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Burgemeester Fernhoutlaan Wilnis;25.9166666667;717.67;864.0;1581.67;Minimale waarde < 20 m3/uur;;GM0736;;;;GM0736;;;;GM0736;;;False;False;False;52.199541513520195;4.8964025100195405;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Reigerstraat Vinkeveen;67.2083333333;3798.18;2246.4;6044.58;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0736;;;;GM0736;;;;GM0736;;;False;False;False;52.211717120973255;4.926877198121225;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Diamant Mijdrecht;56.9166666667;3216.56;1900.8;5117.36;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0736;;;;GM0736;;;;GM0736;;;False;False;False;52.21429452492035;4.8617518972958695;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;De Bruinlaan Amstelhoek;3.625;100.38;122.4;222.78;Minimale waarde < 20 m3/uur;;GM0736;1427.0;;;GM0736;1427.0;;;GM0736;1427.0;;False;False;False;52.230220149117535;4.835875254892279;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Zand- en Jaagpad Baambrugge;6.5;179.99;216.0;395.99;Minimale waarde < 20 m3/uur;;GM0736;1396.0;;;GM0736;1396.0;;;GM0736;1396.0;;False;False;False;52.24835416921322;4.989376953681377;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Angsteloord Abcoude;83.3333333333;4709.46;2786.4;7495.86;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0736;1391.0;;;GM0736;1391.0;;;GM0736;1391.0;;False;False;False;52.267878363183726;4.979577525902711;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Zuiderzeeland;Flevoland;Larserbos;3.20833333333;88.84;108.0;196.84;Minimale waarde < 20 m3/uur;;GM0995;;;;GM0995;;;;GM0995;;;False;False;False;52.44947174021849;5.570026824358107;WarmteAtlas:TEA_assets_met_wko;;;
Waterschap Zuiderzeeland;Flevoland;Warande;90.2916666667;5102.7;3016.8;8119.5;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0995;;;;GM0995;;;;GM0995;;;False;False;False;52.49311230738743;5.473331497983091;WarmteAtlas:TEA_assets_met_wko;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Bijdorp/Rg Schiedam;1316.0;74371.89;44006.41;18378.29;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0606;3119.0;;;GM0606;3119.0;;;GM0606;3119.0;;False;False;False;51.92424378598063;4.3811759092294045;WarmteAtlas:TEA_assets_met_wko;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Nootdorp;79.1666666667;4473.99;2649.6;7123.59;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1926;2631.0;;;GM1926;2631.0;;;GM1926;2631.0;;False;False;False;52.04736422694627;4.403919301102159;WarmteAtlas:TEA_assets_met_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;RG Schoonhoven Gemeente;0.0;0.0;0.0;0.0;Geen debiet data beschikbaar;;GM1931;2871.0;;;GM1931;2871.0;;;GM1931;2871.0;;False;False;False;51.943535895214325;4.847412878625335;WarmteAtlas:TEA_assets_met_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Lekkerkerk;116.791666667;6600.31;3902.4;10502.71;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1931;2941.0;;;GM1931;2941.0;;;GM1931;2941.0;;False;False;False;51.89422723472315;4.674226376213868;WarmteAtlas:TEA_assets_met_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Krimpen aan de Lek;89.5416666667;5060.32;2995.2;8055.52;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1931;2931.0;;;GM1931;2931.0;;;GM1931;2931.0;;False;False;False;51.895158279595485;4.628067832816463;WarmteAtlas:TEA_assets_met_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Schoonhoven;173.0;9776.85;5781.6;15558.45;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1931;2871.0;;;GM1931;2871.0;;;GM1931;2871.0;;False;False;False;51.94353811729892;4.847391763208762;WarmteAtlas:TEA_assets_met_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Beijersche;4.875;134.99;165.6;300.59;Minimale waarde < 20 m3/uur;;GM1931;2821.0;;;GM1931;2821.0;;;GM1931;2821.0;;False;False;False;51.98222678706578;4.715997639195474;WarmteAtlas:TEA_assets_met_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Clausstraat;13.4166666667;371.52;446.4;817.92;Minimale waarde < 20 m3/uur;;GM1931;2825.0;;;GM1931;2825.0;;;GM1931;2825.0;;False;False;False;51.946872148007294;4.705771074617623;WarmteAtlas:TEA_assets_met_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Gouderak;28.125;778.82;943.2;1722.02;Minimale waarde < 20 m3/uur;;GM1931;2831.0;;;GM1931;2831.0;;;GM1931;2831.0;;False;False;False;51.984451809990844;4.6751235756902645;WarmteAtlas:TEA_assets_met_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Ouderkerk a/d IJssel;59.0;3334.3;1972.8;5307.1;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1931;2935.0;;;GM1931;2935.0;;;GM1931;2935.0;;False;False;False;51.93373460175396;4.641622117778925;WarmteAtlas:TEA_assets_met_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Opweg;4.83333333333;66.92;158.4;225.32;Minimale waarde < 20 m3/uur;;GM1931;2825.0;;;GM1931;2825.0;;;GM1931;2825.0;;False;False;False;51.94366891655781;4.7180847475831325;WarmteAtlas:TEA_assets_met_wko;;;
Schieland en de Krimpenerwaard;Rotterdam-Den Haag;Rioolgemaal Bergschenhoek;207.208333333;11710.08;6926.4;18636.48;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1621;2661.0;;;GM1621;2661.0;;;GM1621;2661.0;;False;False;False;51.982405204760184;4.504380607332974;WarmteAtlas:TEA_assets_met_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Distripark;11.7916666667;326.53;396.0;722.53;Minimale waarde < 20 m3/uur;;GM0627;2742.0;;;GM0627;2742.0;;;GM0627;2742.0;;False;False;False;52.01894681142272;4.634951785931087;WarmteAtlas:TEA_assets_met_wko;;;
Schieland en de Krimpenerwaard;Rotterdam-Den Haag;AWTG Rokkeveen;0.0;0.0;0.0;0.0;Geen debiet data beschikbaar;;GM0637;2712.0;;;GM0637;2712.0;;;GM0637;2712.0;;False;False;False;52.04665160916401;4.503607640083199;WarmteAtlas:TEA_assets_met_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Zevenhuizen;384.0;21701.22;12837.6;34538.82;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1892;2761.0;;;GM1892;2761.0;;;GM1892;2761.0;;False;False;False;52.00696279700362;4.586524756751012;WarmteAtlas:TEA_assets_met_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Moerkapelle;52.25;2952.83;1749.6;4702.43;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1892;2751.0;;;GM1892;2751.0;;;GM1892;2751.0;;False;False;False;52.04287059184712;4.568054726496554;WarmteAtlas:TEA_assets_met_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Emmahof;158.583333333;8962.11;5306.4;14268.51;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1892;2911.0;;;GM1892;2911.0;;;GM1892;2911.0;;False;False;False;51.9623010891474;4.613154459623641;WarmteAtlas:TEA_assets_met_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Zuidplas;118.666666667;3353.14;3967.2;7320.34;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1892;2914.0;;;GM1892;2914.0;;;GM1892;2914.0;;False;False;False;51.97171338962252;4.616253246371413;WarmteAtlas:TEA_assets_met_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Vijf Boeken;6.33333333333;87.69;208.8;296.49;Minimale waarde < 20 m3/uur;;GM1892;2911.0;;;GM1892;2911.0;;;GM1892;2911.0;;False;False;False;51.968428810245136;4.627860505493484;WarmteAtlas:TEA_assets_met_wko;;;
Vallei en Veluwe;U10/U16;Overberg;19.1666666667;530.75;640.79;1171.55;Minimale waarde < 20 m3/uur;;GM1581;;;;GM1581;;;;GM1581;;;False;False;False;52.03901191914584;5.503052811021449;WarmteAtlas:TEA_assets_met_wko;;;
Vallei en Veluwe;U10/U16;Maarsbergen;9.375;259.6;316.8;576.4;Minimale waarde < 20 m3/uur;;GM1581;;;;GM1581;;;;GM1581;;;False;False;False;52.06130300117795;5.404469976845558;WarmteAtlas:TEA_assets_met_wko;;;
Vallei en Veluwe;U10/U16;Soesterberg;1.0;0.0;0.0;0.0;Minimale waarde < 20 m3/uur;;GM0355;;;;GM0355;;;;GM0355;;;False;False;False;52.10747947779515;5.289096826972356;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Zwarteweg Bussum;69.0416666667;3901.79;2311.19;6212.99;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1942;1405.0;;;GM1942;1405.0;;;GM1942;1405.0;;False;False;False;52.28060377531816;5.150676941420003;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Hooftlaan Bussum;230.083333333;13002.83;7696.8;20699.63;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1942;1401.0;;;GM1942;1401.0;;;GM1942;1401.0;;False;False;False;52.28379337605226;5.164010586731429;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Verlengde Fortlaan Naarden;299.166666667;16906.98;10000.79;26907.78;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1942;1412.0;;;GM1942;1412.0;;;GM1942;1412.0;;False;False;False;52.28591926972793;5.143657962915909;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Kocherplantsoen Muiderberg;12.9166666667;357.68;432.0;789.68;Minimale waarde < 20 m3/uur;;GM1942;1399.0;;;GM1942;1399.0;;;GM1942;1399.0;;False;False;False;52.322698164943894;5.115294361902522;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;RG Buitendijke;12.9166666667;357.68;432.0;789.68;Minimale waarde < 20 m3/uur;;GM1942;1399.0;;;GM1942;1399.0;;;GM1942;1399.0;;False;False;False;52.32464028842186;5.123584782435034;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Korte Muiderweg Weesp;32.4166666667;897.67;1087.2;1984.87;Minimale waarde < 20 m3/uur;;GM1942;1398.0;;;GM1942;1398.0;;;GM1942;1398.0;;False;False;False;52.326206737877754;5.063095545727081;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;RG Mariahoeve;8.79166666667;243.45;295.2;538.65;Minimale waarde < 20 m3/uur;;GM1942;1398.0;;;GM1942;1398.0;;;GM1942;1398.0;;False;False;False;52.32660395612853;5.0752208814356745;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;RG Zuid-West;3.33333333333;92.3;108.0;200.3;Minimale waarde < 20 m3/uur;;GM1942;1398.0;;;GM1942;1398.0;;;GM1942;1398.0;;False;False;False;52.329164764403814;5.062830443181199;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;RG Vesting Oost;8.79166666667;243.45;295.2;538.65;Minimale waarde < 20 m3/uur;;GM1942;1398.0;;;GM1942;1398.0;;;GM1942;1398.0;;False;False;False;52.32933292623034;5.069457105582045;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;RG Vesting West;3.33333333333;92.3;108.0;200.3;Minimale waarde < 20 m3/uur;;GM1942;1398.0;;;GM1942;1398.0;;;GM1942;1398.0;;False;False;False;52.33089129181705;5.066885519577427;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;RG Noord-West;3.20833333333;88.84;108.0;196.84;Minimale waarde < 20 m3/uur;;GM1942;1398.0;;;GM1942;1398.0;;;GM1942;1398.0;;False;False;False;52.33441251985807;5.067394613065177;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Ellermansstraat;29.125;806.51;972.0;1778.51;Minimale waarde < 20 m3/uur;;GM0437;1114.0;;;GM0437;1114.0;;;GM0437;1114.0;;False;False;False;52.32831102505644;4.9302726697047845;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;van Marwijk Kooystraat;111.083333333;6277.71;3715.2;9992.91;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0437;1114.0;;;GM0437;1114.0;;;GM0437;1114.0;;False;False;False;52.332857368601616;4.9254958872102215;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Boostergemaal Zuid Marwijk Kooystraat Amsterdam;654.166666667;36969.31;21873.6;58842.91;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0437;1114.0;;;GM0437;1114.0;;;GM0437;1114.0;;False;False;False;52.33326021204113;4.923682718900608;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Rading Loosdrecht;75.8333333333;4285.61;2534.4;6820.01;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1696;1231.0;;;GM1696;1231.0;;;GM1696;1231.0;;False;False;False;52.20871255631981;5.138681255237961;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;De Kwakel Kortenhoef;53.75;3037.6;1800.0;4837.6;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1696;1241.0;;;GM1696;1241.0;;;GM1696;1241.0;;False;False;False;52.241998811763224;5.108349448781136;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Meerlaan Nederhorst den Berg;26.25;726.9;878.4;1605.3;Minimale waarde < 20 m3/uur;;GM1696;1394.0;;;GM1696;1394.0;;;GM1696;1394.0;;False;False;False;52.251951544562495;5.0508662676863265;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Buhrmanlaan Ankeveen;4.375;121.15;144.0;265.15;Minimale waarde < 20 m3/uur;;GM1696;1244.0;;;GM1696;1244.0;;;GM1696;1244.0;;False;False;False;52.263227054944096;5.100423660322868;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Snodenhoekpark;11.4583333333;317.3;381.6;698.9;Minimale waarde < 20 m3/uur;;GM0363;1107.0;;;GM0363;1107.0;;;GM0363;1107.0;;False;False;False;52.29102158755361;4.975045859349301;WarmteAtlas:TEA_assets_met_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Wethouder Abrahamspad;16.0833333333;445.37;540.0;985.37;Minimale waarde < 20 m3/uur;;GM0363;1107.0;;;GM0363;1107.0;;;GM0363;1107.0;;False;False;False;52.29166923558453;4.990442053845692;WarmteAtlas:TEA_assets_met_wko;;;
