codering;jaar;solar_woningen_kwp;solar_woningen_count
BU19000909;2022;51.0;10.0
BU19001000;2022;96.0;23.0
BU19001001;2022;510.0;135.0
BU19001002;2022;297.0;62.0
BU19001003;2022;n.a.;n.a.
BU19001007;2022;n.a.;n.a.
BU19001008;2022;202.0;29.0
BU19001100;2022;674.0;188.0
BU19001101;2022;362.0;94.0
BU19001108;2022;0.0;0.0
BU19001109;2022;31.0;4.0
BU19001200;2022;841.0;228.0
BU19001201;2022;151.0;48.0
BU19001202;2022;n.a.;n.a.
BU19001203;2022;0.0;0.0
BU19001204;2022;n.a.;n.a.
BU19001208;2022;0.0;0.0
BU19001209;2022;34.0;4.0
BU19001300;2022;1099.0;319.0
BU19001301;2022;230.0;64.0
BU19001302;2022;325.0;71.0
BU19001303;2022;533.0;133.0
BU19001306;2022;110.0;23.0
BU19001307;2022;29.0;10.0
BU19001308;2022;74.0;13.0
BU19001309;2022;127.0;18.0
BU19001400;2022;147.0;38.0
BU19001401;2022;154.0;39.0
BU19001402;2022;49.0;9.0
BU19001403;2022;55.0;8.0
BU19001404;2022;152.0;41.0
BU19001405;2022;26.0;7.0
BU19001406;2022;75.0;15.0
BU19001407;2022;53.0;8.0
BU19001408;2022;103.0;9.0
BU19001409;2022;50.0;7.0
BU19001500;2022;109.0;25.0
BU19001501;2022;161.0;41.0
BU19001502;2022;50.0;9.0
BU19001503;2022;0.0;0.0
BU19001509;2022;14.0;5.0
BU19001600;2022;254.0;61.0
BU19001601;2022;32.0;10.0
BU19001602;2022;32.0;8.0
BU19001603;2022;206.0;53.0
BU19001604;2022;275.0;64.0
BU19001606;2022;109.0;17.0
BU19001607;2022;87.0;17.0
BU19001608;2022;90.0;13.0
BU19001700;2022;1894.0;592.0
BU19001709;2022;138.0;28.0
BU19001800;2022;85.0;20.0
BU19001801;2022;54.0;7.0
BU19001802;2022;34.0;5.0
BU19001803;2022;119.0;25.0
BU19001804;2022;120.0;22.0
BU19001808;2022;66.0;5.0
BU19001809;2022;0.0;0.0
BU19001900;2022;373.0;100.0
BU19001901;2022;97.0;22.0
BU19001902;2022;253.0;51.0
BU19001903;2022;316.0;66.0
BU19001904;2022;47.0;13.0
BU19002001;2022;1497.0;360.0
BU19002002;2022;398.0;110.0
BU19002003;2022;31.0;7.0
BU19002004;2022;131.0;32.0
BU19002005;2022;82.0;17.0
BU19002006;2022;75.0;10.0
BU19002007;2022;62.0;14.0
BU19002008;2022;177.0;34.0
BU19002009;2022;139.0;20.0
BU19002010;2022;83.0;14.0
BU19002011;2022;19.0;5.0
BU19002012;2022;134.0;25.0
BU19002013;2022;69.0;16.0
BU19002014;2022;11.0;3.0
BU19002015;2022;52.0;13.0
BU19002016;2022;195.0;48.0
BU19002017;2022;171.0;43.0
BU19002018;2022;185.0;51.0
BU19002019;2022;169.0;10.0
BU07150101;2022;5752.0;1864.0
BU07150201;2022;704.0;138.0
BU07150301;2022;1013.0;288.0
BU07150401;2022;330.0;53.0
BU07150501;2022;1711.0;548.0
BU07150601;2022;553.0;95.0
BU07150701;2022;1236.0;344.0
BU07150801;2022;503.0;100.0
BU07150901;2022;196.0;35.0
BU07151001;2022;54.0;15.0
BU07151101;2022;1385.0;390.0
BU07151201;2022;264.0;47.0
BU07151301;2022;2102.0;718.0
BU07151401;2022;323.0;96.0
BU07151501;2022;1287.0;392.0
BU07151601;2022;58.0;12.0
BU07151701;2022;127.0;34.0
BU07151801;2022;n.a.;n.a.
BU07151901;2022;44.0;7.0
BU07152001;2022;814.0;243.0
BU07152101;2022;660.0;210.0
BU07152102;2022;752.0;218.0
BU07152103;2022;979.0;426.0
BU07152104;2022;1242.0;344.0
BU07152105;2022;472.0;175.0
BU07152201;2022;46.0;4.0
BU07152202;2022;95.0;6.0
BU07152203;2022;n.a.;n.a.
BU07152204;2022;n.a.;n.a.
BU07152301;2022;798.0;223.0
BU07152302;2022;114.0;23.0
BU07152303;2022;722.0;268.0
BU07152304;2022;837.0;254.0
BU07152305;2022;2253.0;603.0
BU07152401;2022;4380.0;1074.0
BU07152501;2022;1767.0;502.0
BU07152601;2022;52.0;6.0
BU07152701;2022;1130.0;374.0
BU07152801;2022;683.0;153.0
BU07152901;2022;537.0;174.0
BU07153001;2022;283.0;44.0
BU00930000;2022;n.a.;n.a.
BU00930002;2022;n.a.;n.a.
BU00930110;2022;371.0;90.0
BU00930111;2022;n.a.;n.a.
BU00930112;2022;n.a.;n.a.
BU00930213;2022;83.0;14.0
BU00930214;2022;66.0;17.0
BU00930215;2022;0.0;0.0
BU00930316;2022;n.a.;n.a.
BU00930317;2022;n.a.;n.a.
BU00930418;2022;0.0;0.0
BU00930419;2022;194.0;48.0
BU00930420;2022;13.0;4.0
BU00930521;2022;n.a.;n.a.
BU00930522;2022;n.a.;n.a.
BU00930523;2022;0.0;0.0
BU04480000;2022;3255.0;1068.0
BU04480001;2022;564.0;146.0
BU04480002;2022;414.0;124.0
BU04480003;2022;128.0;27.0
BU04480004;2022;650.0;176.0
BU04480005;2022;339.0;77.0
BU04480007;2022;752.0;131.0
BU04480008;2022;209.0;49.0
BU04480009;2022;294.0;55.0
BU04480100;2022;278.0;74.0
BU04480107;2022;320.0;79.0
BU04480108;2022;111.0;16.0
BU04480109;2022;66.0;11.0
BU15250101;2022;513.0;191.0
BU15250102;2022;709.0;256.0
BU15250103;2022;530.0;151.0
BU15250104;2022;40.0;7.0
BU15250201;2022;909.0;302.0
BU15250202;2022;509.0;164.0
BU15250203;2022;903.0;303.0
BU15250204;2022;840.0;258.0
BU15250205;2022;932.0;243.0
BU15250301;2022;553.0;153.0
BU15250302;2022;865.0;304.0
BU15250303;2022;604.0;136.0
BU15250304;2022;959.0;281.0
BU15250401;2022;71.0;15.0
BU15250402;2022;n.a.;n.a.
BU15250403;2022;n.a.;n.a.
BU15250404;2022;0.0;0.0
BU15250405;2022;414.0;83.0
BU15251101;2022;471.0;159.0
BU15251102;2022;723.0;232.0
BU15251103;2022;692.0;246.0
BU15251104;2022;38.0;7.0
BU15251201;2022;378.0;123.0
BU15251202;2022;431.0;138.0
BU15251203;2022;n.a.;n.a.
BU15251204;2022;361.0;109.0
BU15251205;2022;294.0;89.0
BU15251206;2022;269.0;129.0
BU15251207;2022;352.0;113.0
BU15251208;2022;n.a.;n.a.
BU15251301;2022;0.0;0.0
BU15251302;2022;n.a.;n.a.
BU15251303;2022;69.0;13.0
BU15251304;2022;n.a.;n.a.
BU15251401;2022;474.0;130.0
BU15251402;2022;216.0;67.0
BU15251403;2022;147.0;47.0
BU15251404;2022;192.0;53.0
BU15251405;2022;447.0;147.0
BU15251406;2022;788.0;213.0
BU15251407;2022;199.0;44.0
BU15251408;2022;92.0;24.0
BU15251501;2022;0.0;0.0
BU15251502;2022;n.a.;n.a.
BU15251503;2022;n.a.;n.a.
BU15252101;2022;633.0;155.0
BU15252102;2022;837.0;284.0
BU15252103;2022;n.a.;n.a.
BU15252104;2022;n.a.;n.a.
BU15252201;2022;0.0;0.0
BU15252202;2022;115.0;23.0
BU07160000;2022;4806.0;1479.0
BU07160009;2022;238.0;36.0
BU07160100;2022;801.0;261.0
BU07160109;2022;690.0;75.0
BU07160200;2022;934.0;286.0
BU07160209;2022;130.0;26.0
BU07160300;2022;1788.0;594.0
BU07160309;2022;573.0;87.0
BU07160400;2022;898.0;251.0
BU07160409;2022;123.0;19.0
BU07160500;2022;3028.0;815.0
BU07160509;2022;192.0;27.0
BU07160600;2022;1671.0;451.0
BU07160609;2022;288.0;43.0
BU07160700;2022;1392.0;396.0
BU07160709;2022;467.0;93.0
BU07160710;2022;397.0;117.0
BU02810000;2022;177.0;53.0
BU02810001;2022;278.0;97.0
BU02810002;2022;348.0;134.0
BU02810003;2022;551.0;133.0
BU02810004;2022;428.0;92.0
BU02810005;2022;392.0;86.0
BU02810006;2022;616.0;205.0
BU02810007;2022;1079.0;339.0
BU02810009;2022;1342.0;413.0
BU02810010;2022;138.0;46.0
BU02810011;2022;2002.0;665.0
BU02810100;2022;1251.0;283.0
BU02810101;2022;969.0;356.0
BU02810102;2022;62.0;11.0
BU02810103;2022;1454.0;395.0
BU02810104;2022;1379.0;371.0
BU02810107;2022;0.0;0.0
BU02810108;2022;191.0;28.0
BU02810109;2022;5.0;3.0
BU02810200;2022;448.0;90.0
BU02810201;2022;384.0;70.0
BU02810208;2022;258.0;33.0
BU02810209;2022;269.0;41.0
BU02810300;2022;829.0;205.0
BU02810301;2022;1352.0;380.0
BU02810302;2022;1155.0;273.0
BU02810303;2022;1335.0;402.0
BU02810304;2022;137.0;28.0
BU02810305;2022;111.0;22.0
BU02810306;2022;28.0;6.0
BU08551001;2022;303.0;58.0
BU08551002;2022;1227.0;332.0
BU08551003;2022;267.0;86.0
BU08551004;2022;109.0;20.0
BU08551101;2022;0.0;0.0
BU08551102;2022;513.0;134.0
BU08551103;2022;315.0;88.0
BU08551104;2022;642.0;186.0
BU08551105;2022;157.0;55.0
BU08551201;2022;239.0;76.0
BU08551202;2022;148.0;47.0
BU08551203;2022;461.0;150.0
BU08551301;2022;369.0;150.0
BU08551302;2022;227.0;105.0
BU08551401;2022;498.0;155.0
BU08551402;2022;207.0;74.0
BU08551403;2022;n.a.;n.a.
BU08551404;2022;0.0;0.0
BU08551405;2022;n.a.;n.a.
BU08551501;2022;31.0;13.0
BU08551502;2022;506.0;202.0
BU08551503;2022;45.0;17.0
BU08551504;2022;435.0;290.0
BU08551505;2022;84.0;31.0
BU08551601;2022;331.0;119.0
BU08551602;2022;278.0;73.0
BU08551603;2022;207.0;57.0
BU08551604;2022;533.0;187.0
BU08551701;2022;152.0;30.0
BU08551702;2022;126.0;35.0
BU08551703;2022;55.0;25.0
BU08551704;2022;130.0;45.0
BU08551705;2022;214.0;61.0
BU08551706;2022;402.0;157.0
BU08551707;2022;0.0;0.0
BU08551801;2022;341.0;125.0
BU08551802;2022;292.0;103.0
BU08551901;2022;484.0;155.0
BU08551902;2022;178.0;64.0
BU08552001;2022;196.0;46.0
BU08552002;2022;514.0;151.0
BU08552003;2022;326.0;52.0
BU08552101;2022;16.0;4.0
BU08552102;2022;0.0;0.0
BU08552103;2022;0.0;0.0
BU08552201;2022;609.0;167.0
BU08552202;2022;345.0;104.0
BU08552301;2022;178.0;55.0
BU08552302;2022;233.0;69.0
BU08552303;2022;179.0;76.0
BU08552304;2022;545.0;194.0
BU08552305;2022;307.0;84.0
BU08552401;2022;262.0;78.0
BU08552402;2022;621.0;173.0
BU08552403;2022;253.0;80.0
BU08552501;2022;620.0;207.0
BU08552502;2022;359.0;111.0
BU08552503;2022;262.0;93.0
BU08552504;2022;519.0;221.0
BU08552601;2022;330.0;118.0
BU08552602;2022;23.0;9.0
BU08552603;2022;199.0;70.0
BU08552604;2022;298.0;119.0
BU08552605;2022;174.0;59.0
BU08552701;2022;128.0;32.0
BU08552702;2022;609.0;179.0
BU08552703;2022;294.0;97.0
BU08552801;2022;0.0;0.0
BU08552802;2022;0.0;0.0
BU08552901;2022;0.0;0.0
BU08552902;2022;49.0;9.0
BU08552903;2022;n.a.;n.a.
BU08552904;2022;112.0;31.0
BU08552905;2022;25.0;4.0
BU08552906;2022;0.0;0.0
BU08552907;2022;n.a.;n.a.
BU08553001;2022;43.0;6.0
BU08553101;2022;n.a.;n.a.
BU08553102;2022;56.0;13.0
BU08553103;2022;0.0;0.0
BU08553104;2022;n.a.;n.a.
BU08553201;2022;197.0;73.0
BU08553202;2022;475.0;169.0
BU08553203;2022;717.0;180.0
BU08553204;2022;174.0;44.0
BU08553205;2022;311.0;111.0
BU08553206;2022;74.0;23.0
BU08553207;2022;669.0;168.0
BU08553208;2022;86.0;33.0
BU08553209;2022;0.0;0.0
BU08553301;2022;n.a.;n.a.
BU08553302;2022;n.a.;n.a.
BU08553303;2022;754.0;304.0
BU08553401;2022;0.0;0.0
BU08553402;2022;18.0;3.0
BU08553501;2022;1223.0;223.0
BU08553502;2022;894.0;223.0
BU08553503;2022;1664.0;389.0
BU08553504;2022;643.0;156.0
BU08553601;2022;544.0;102.0
BU08553602;2022;660.0;150.0
BU08553603;2022;412.0;196.0
BU08553701;2022;0.0;0.0
BU08553702;2022;243.0;90.0
BU08553703;2022;0.0;0.0
BU08553704;2022;425.0;104.0
BU08553705;2022;359.0;53.0
BU08553706;2022;0.0;0.0
BU08553707;2022;306.0;65.0
BU08553801;2022;13.0;4.0
BU08553802;2022;155.0;45.0
BU08553803;2022;185.0;47.0
BU08553804;2022;361.0;147.0
BU08553805;2022;149.0;41.0
BU08553806;2022;257.0;121.0
BU08553807;2022;149.0;39.0
BU08553808;2022;214.0;83.0
BU08553809;2022;105.0;32.0
BU08553810;2022;221.0;43.0
BU08553811;2022;45.0;16.0
BU08553812;2022;0.0;0.0
BU08553813;2022;122.0;36.0
BU08553814;2022;135.0;72.0
BU08553901;2022;n.a.;n.a.
BU08553902;2022;853.0;395.0
BU08553903;2022;499.0;221.0
BU08553904;2022;503.0;240.0
BU08553905;2022;n.a.;n.a.
BU08554001;2022;22.0;5.0
BU08554002;2022;665.0;211.0
BU08554003;2022;160.0;45.0
BU08554101;2022;0.0;0.0
BU08554201;2022;33.0;9.0
BU08554202;2022;223.0;67.0
BU08554203;2022;132.0;36.0
BU08554204;2022;455.0;173.0
BU08554205;2022;65.0;18.0
BU08554206;2022;404.0;146.0
BU08554207;2022;384.0;72.0
BU08554301;2022;193.0;70.0
BU08554302;2022;106.0;29.0
BU08554303;2022;328.0;110.0
BU08554304;2022;457.0;129.0
BU08554305;2022;139.0;40.0
BU08554306;2022;359.0;134.0
BU08554307;2022;497.0;115.0
BU08554308;2022;236.0;60.0
BU08554401;2022;355.0;105.0
BU08554402;2022;105.0;25.0
BU08554403;2022;509.0;133.0
BU08554404;2022;687.0;221.0
BU08554405;2022;454.0;100.0
BU08554406;2022;0.0;0.0
BU08554501;2022;n.a.;n.a.
BU08554502;2022;n.a.;n.a.
BU08554601;2022;177.0;28.0
BU08554701;2022;0.0;0.0
BU08554702;2022;570.0;171.0
BU08554703;2022;325.0;96.0
BU08554704;2022;531.0;151.0
BU08554801;2022;962.0;278.0
BU08554802;2022;450.0;114.0
BU08554803;2022;667.0;156.0
BU08554804;2022;0.0;0.0
BU08554901;2022;118.0;9.0
BU08554902;2022;1004.0;301.0
BU08554903;2022;412.0;123.0
BU08555001;2022;0.0;0.0
BU08555101;2022;669.0;184.0
BU08555102;2022;655.0;161.0
BU08555201;2022;642.0;155.0
BU08555202;2022;268.0;113.0
BU08555301;2022;504.0;129.0
BU08555302;2022;940.0;309.0
BU08555303;2022;441.0;106.0
BU08555304;2022;622.0;126.0
BU08555401;2022;n.a.;n.a.
BU08555402;2022;0.0;0.0
BU08555403;2022;n.a.;n.a.
BU08555404;2022;729.0;174.0
BU08555405;2022;846.0;167.0
BU08555406;2022;813.0;215.0
BU08555407;2022;716.0;165.0
BU08555501;2022;718.0;186.0
BU08555502;2022;1015.0;240.0
BU08555503;2022;801.0;247.0
BU08555601;2022;515.0;132.0
BU08555602;2022;1022.0;238.0
BU08555603;2022;279.0;97.0
BU08555701;2022;822.0;183.0
BU08555702;2022;1010.0;232.0
BU08555703;2022;362.0;100.0
BU08555704;2022;0.0;0.0
BU08555705;2022;923.0;214.0
BU08555801;2022;864.0;262.0
BU08555802;2022;1086.0;207.0
BU08555803;2022;0.0;0.0
BU08555901;2022;0.0;0.0
BU08555902;2022;0.0;0.0
BU08555903;2022;n.a.;n.a.
BU08555904;2022;n.a.;n.a.
BU08555905;2022;0.0;0.0
BU08556001;2022;0.0;0.0
BU08556002;2022;0.0;0.0
BU08556003;2022;0.0;0.0
BU08556004;2022;n.a.;n.a.
BU08556005;2022;0.0;0.0
BU08556006;2022;0.0;0.0
BU08556007;2022;n.a.;n.a.
BU08556101;2022;n.a.;n.a.
BU08556102;2022;0.0;0.0
BU08556103;2022;0.0;0.0
BU08556202;2022;n.a.;n.a.
BU08556301;2022;n.a.;n.a.
BU08556302;2022;303.0;19.0
BU08556303;2022;n.a.;n.a.
BU08556304;2022;0.0;0.0
BU08556401;2022;146.0;17.0
BU08556402;2022;92.0;9.0
BU08556403;2022;0.0;0.0
BU08556501;2022;22.0;5.0
BU08556601;2022;0.0;0.0
BU08556602;2022;598.0;70.0
BU08556603;2022;198.0;31.0
BU08556604;2022;114.0;15.0
BU08556605;2022;35.0;7.0
BU08556606;2022;1687.0;420.0
BU08556607;2022;544.0;121.0
BU08556608;2022;1317.0;308.0
BU08556609;2022;747.0;200.0
BU08556610;2022;958.0;295.0
BU08556611;2022;814.0;196.0
BU08556612;2022;986.0;182.0
BU08556613;2022;1030.0;248.0
BU08556614;2022;360.0;78.0
BU08556615;2022;n.a.;n.a.
BU08556616;2022;n.a.;n.a.
BU08556617;2022;158.0;21.0
BU08556618;2022;78.0;10.0
BU08556619;2022;0.0;0.0
BU08556620;2022;0.0;0.0
BU08556701;2022;76.0;14.0
BU08556702;2022;1165.0;255.0
BU08556703;2022;598.0;186.0
BU08556704;2022;624.0;142.0
BU08556705;2022;1265.0;339.0
BU08556706;2022;1768.0;394.0
BU08556707;2022;108.0;14.0
BU08556708;2022;113.0;11.0
BU08556709;2022;193.0;28.0
BU08556710;2022;252.0;29.0
BU08556801;2022;562.0;116.0
BU08556802;2022;0.0;0.0
BU08556803;2022;300.0;38.0
BU01830000;2022;3761.0;826.0
BU01830008;2022;308.0;59.0
BU01830009;2022;727.0;114.0
BU01830100;2022;1582.0;305.0
BU01830109;2022;1194.0;177.0
BU01830200;2022;833.0;150.0
BU01830201;2022;202.0;38.0
BU01830209;2022;529.0;83.0
BU01830300;2022;1798.0;374.0
BU01830309;2022;922.0;107.0
BU01830400;2022;450.0;92.0
BU01830409;2022;210.0;26.0
BU01830500;2022;660.0;114.0
BU01830507;2022;52.0;9.0
BU01830508;2022;134.0;17.0
BU01830509;2022;195.0;26.0
BU01830600;2022;515.0;92.0
BU01830608;2022;141.0;12.0
BU01830609;2022;291.0;41.0
BU01830700;2022;539.0;87.0
BU01830709;2022;156.0;24.0
BU17000101;2022;414.0;65.0
BU17000102;2022;38.0;7.0
BU17000103;2022;173.0;27.0
BU17000104;2022;2414.0;539.0
BU17000105;2022;722.0;124.0
BU17000106;2022;1529.0;361.0
BU17000107;2022;1791.0;537.0
BU17000108;2022;578.0;111.0
BU17000201;2022;146.0;24.0
BU17000202;2022;968.0;228.0
BU17000203;2022;932.0;210.0
BU17000204;2022;47.0;9.0
BU17000205;2022;169.0;24.0
BU17000301;2022;229.0;34.0
BU17000302;2022;2349.0;529.0
BU17000303;2022;245.0;37.0
BU17000304;2022;614.0;96.0
BU17000401;2022;375.0;64.0
BU17000402;2022;2877.0;743.0
BU17000403;2022;120.0;15.0
BU17000404;2022;259.0;42.0
BU17000405;2022;1499.0;374.0
BU17000406;2022;210.0;33.0
BU17000501;2022;112.0;17.0
BU17000502;2022;45.0;6.0
BU17000503;2022;309.0;52.0
BU17000601;2022;100.0;12.0
BU17300000;2022;n.a.;n.a.
BU17300001;2022;2952.0;839.0
BU17300009;2022;n.a.;n.a.
BU17300100;2022;544.0;99.0
BU17300109;2022;43.0;9.0
BU17300200;2022;269.0;55.0
BU17300209;2022;56.0;11.0
BU17300300;2022;192.0;42.0
BU17300309;2022;103.0;23.0
BU17300400;2022;1007.0;279.0
BU17300401;2022;261.0;56.0
BU17300402;2022;n.a.;n.a.
BU17300403;2022;n.a.;n.a.
BU17300500;2022;247.0;73.0
BU17300509;2022;42.0;7.0
BU17300600;2022;n.a.;n.a.
BU17300609;2022;n.a.;n.a.
BU17300700;2022;5253.0;1445.0
BU17300701;2022;63.0;12.0
BU17300709;2022;182.0;24.0
BU17300800;2022;216.0;51.0
BU17300805;2022;2769.0;574.0
BU17300809;2022;168.0;33.0
BU17300900;2022;3372.0;947.0
BU17300909;2022;79.0;11.0
BU17301000;2022;384.0;73.0
BU17301009;2022;65.0;11.0
BU17301100;2022;159.0;27.0
BU17301101;2022;76.0;13.0
BU17301108;2022;26.0;5.0
BU17301109;2022;46.0;8.0
BU17301200;2022;683.0;176.0
BU17301201;2022;172.0;29.0
BU17301208;2022;n.a.;n.a.
BU17301209;2022;n.a.;n.a.
BU17301300;2022;1373.0;307.0
BU17301309;2022;114.0;22.0
BU17301400;2022;238.0;48.0
BU17301401;2022;39.0;8.0
BU17301402;2022;52.0;9.0
BU17301407;2022;149.0;27.0
BU17301408;2022;n.a.;n.a.
BU17301409;2022;n.a.;n.a.
BU17301500;2022;521.0;122.0
BU17301509;2022;42.0;9.0
BU07370000;2022;6274.0;1777.0
BU07370009;2022;375.0;65.0
BU07370100;2022;378.0;97.0
BU07370101;2022;1327.0;378.0
BU07370102;2022;189.0;33.0
BU07370108;2022;44.0;8.0
BU07370109;2022;25.0;6.0
BU07370200;2022;409.0;102.0
BU07370201;2022;1597.0;436.0
BU07370208;2022;31.0;7.0
BU07370209;2022;77.0;18.0
BU07370300;2022;651.0;163.0
BU07370309;2022;56.0;13.0
BU07370400;2022;1184.0;284.0
BU07370401;2022;387.0;86.0
BU07370408;2022;114.0;21.0
BU07370409;2022;25.0;3.0
BU07370500;2022;164.0;50.0
BU07370501;2022;1328.0;300.0
BU07370508;2022;53.0;10.0
BU07370509;2022;162.0;27.0
BU07370600;2022;700.0;179.0
BU07370609;2022;327.0;71.0
BU07370700;2022;1110.0;272.0
BU07370701;2022;383.0;93.0
BU07370708;2022;201.0;42.0
BU07370709;2022;247.0;45.0
BU07370800;2022;1060.0;297.0
BU07370809;2022;493.0;97.0
BU07370900;2022;3359.0;932.0
BU07370909;2022;191.0;50.0
BU04500001;2022;2591.0;956.0
BU04500002;2022;1569.0;484.0
BU04500003;2022;1529.0;428.0
BU04500004;2022;2570.0;842.0
BU04500005;2022;36.0;16.0
BU04500006;2022;309.0;31.0
BU04511500;2022;559.0;221.0
BU04512500;2022;1040.0;318.0
BU04513500;2022;2488.0;872.0
BU04514500;2022;4046.0;1121.0
BU04515000;2022;422.0;91.0
BU04515500;2022;26.0;5.0
BU04516500;2022;2972.0;818.0
BU04517500;2022;120.0;28.0
BU04518500;2022;2396.0;609.0
BU04519000;2022;94.0;18.0
BU04519500;2022;72.0;13.0
BU01840000;2022;252.0;64.0
BU01840002;2022;0.0;0.0
BU01840003;2022;275.0;63.0
BU01840004;2022;161.0;25.0
BU01840006;2022;872.0;189.0
BU01840007;2022;1997.0;404.0
BU01840008;2022;1710.0;412.0
BU01840009;2022;33.0;9.0
BU01840010;2022;2649.0;588.0
BU01840011;2022;2056.0;578.0
BU01840015;2022;31.0;4.0
BU03440111;2022;495.0;170.0
BU03440112;2022;1389.0;431.0
BU03440113;2022;374.0;157.0
BU03440114;2022;240.0;95.0
BU03440121;2022;263.0;109.0
BU03440122;2022;120.0;48.0
BU03440123;2022;548.0;240.0
BU03440124;2022;622.0;245.0
BU03440131;2022;649.0;248.0
BU03440132;2022;332.0;111.0
BU03440133;2022;82.0;20.0
BU03440211;2022;735.0;449.0
BU03440212;2022;329.0;152.0
BU03440221;2022;374.0;161.0
BU03440222;2022;1186.0;618.0
BU03440223;2022;620.0;216.0
BU03440224;2022;414.0;183.0
BU03440231;2022;385.0;203.0
BU03440232;2022;440.0;163.0
BU03440233;2022;672.0;296.0
BU03440241;2022;975.0;414.0
BU03440242;2022;967.0;325.0
BU03440243;2022;762.0;508.0
BU03440244;2022;768.0;244.0
BU03440311;2022;1531.0;445.0
BU03440312;2022;580.0;247.0
BU03440321;2022;2179.0;705.0
BU03440322;2022;697.0;337.0
BU03440331;2022;1211.0;991.0
BU03440332;2022;857.0;257.0
BU03440333;2022;35.0;3.0
BU03440341;2022;670.0;189.0
BU03440342;2022;456.0;297.0
BU03440343;2022;108.0;17.0
BU03440411;2022;568.0;189.0
BU03440412;2022;440.0;138.0
BU03440413;2022;316.0;102.0
BU03440414;2022;375.0;144.0
BU03440415;2022;688.0;265.0
BU03440421;2022;2016.0;696.0
BU03440422;2022;1128.0;413.0
BU03440423;2022;3202.0;1038.0
BU03440431;2022;267.0;72.0
BU03440432;2022;581.0;161.0
BU03440433;2022;1000.0;436.0
BU03440511;2022;527.0;163.0
BU03440512;2022;854.0;314.0
BU03440521;2022;355.0;133.0
BU03440522;2022;115.0;42.0
BU03440523;2022;215.0;67.0
BU03440524;2022;358.0;183.0
BU03440525;2022;247.0;128.0
BU03440526;2022;201.0;24.0
BU03440531;2022;768.0;301.0
BU03440532;2022;1166.0;299.0
BU03440533;2022;n.a.;n.a.
BU03440534;2022;984.0;209.0
BU03440535;2022;n.a.;n.a.
BU03440611;2022;56.0;29.0
BU03440612;2022;82.0;44.0
BU03440613;2022;397.0;86.0
BU03440621;2022;36.0;13.0
BU03440622;2022;79.0;29.0
BU03440623;2022;43.0;14.0
BU03440624;2022;98.0;30.0
BU03440625;2022;282.0;89.0
BU03440626;2022;146.0;44.0
BU03440627;2022;23.0;7.0
BU03440628;2022;292.0;26.0
BU03440711;2022;603.0;172.0
BU03440712;2022;2144.0;781.0
BU03440721;2022;572.0;453.0
BU03440722;2022;1019.0;338.0
BU03440723;2022;691.0;209.0
BU03440731;2022;137.0;56.0
BU03440732;2022;282.0;71.0
BU03440733;2022;1083.0;414.0
BU03440811;2022;1179.0;395.0
BU03440812;2022;1624.0;609.0
BU03440821;2022;38.0;3.0
BU03440822;2022;221.0;64.0
BU03440823;2022;388.0;149.0
BU03440831;2022;699.0;271.0
BU03440832;2022;1399.0;570.0
BU03440911;2022;0.0;0.0
BU03440912;2022;2532.0;663.0
BU03440913;2022;2861.0;892.0
BU03440921;2022;3066.0;778.0
BU03440922;2022;2431.0;754.0
BU03440931;2022;1761.0;315.0
BU03440932;2022;n.a.;n.a.
BU03440933;2022;3319.0;1015.0
BU03440934;2022;2463.0;566.0
BU03440941;2022;1618.0;558.0
BU03440942;2022;1134.0;389.0
BU03440943;2022;1808.0;471.0
BU03440951;2022;1259.0;408.0
BU03440952;2022;0.0;0.0
BU03440953;2022;n.a.;n.a.
BU03441011;2022;59.0;6.0
BU03441012;2022;245.0;42.0
BU03441013;2022;7261.0;1391.0
BU03441014;2022;962.0;156.0
BU03441021;2022;3191.0;814.0
BU03441022;2022;3305.0;922.0
BU03441023;2022;2709.0;660.0
BU03441024;2022;4218.0;1041.0
BU03441031;2022;3811.0;1067.0
BU03441032;2022;3467.0;930.0
BU03441033;2022;144.0;27.0
BU03441041;2022;196.0;28.0
BU15810000;2022;1538.0;427.0
BU15810001;2022;311.0;65.0
BU15810002;2022;806.0;214.0
BU15810003;2022;577.0;201.0
BU15810004;2022;1325.0;465.0
BU15810007;2022;28.0;5.0
BU15810008;2022;48.0;11.0
BU15810009;2022;188.0;32.0
BU15810101;2022;48.0;9.0
BU15810102;2022;147.0;23.0
BU15810103;2022;1111.0;282.0
BU15810104;2022;7.0;4.0
BU15810105;2022;1028.0;258.0
BU15810106;2022;1636.0;529.0
BU15810107;2022;1662.0;534.0
BU15810108;2022;3047.0;1076.0
BU15810109;2022;1659.0;460.0
BU15810110;2022;133.0;24.0
BU15810200;2022;4432.0;1195.0
BU15810201;2022;58.0;11.0
BU15810206;2022;58.0;6.0
BU15810207;2022;199.0;31.0
BU15810208;2022;14.0;3.0
BU15810209;2022;97.0;15.0
BU15810300;2022;2495.0;687.0
BU15810302;2022;771.0;142.0
BU15810308;2022;30.0;5.0
BU15810309;2022;106.0;18.0
BU15810400;2022;2350.0;578.0
BU15810402;2022;615.0;201.0
BU15810403;2022;69.0;13.0
BU15810408;2022;357.0;55.0
BU15810409;2022;136.0;21.0
BU09810000;2022;949.0;262.0
BU09810001;2022;n.a.;n.a.
BU09810003;2022;30.0;5.0
BU09810005;2022;482.0;141.0
BU09810006;2022;75.0;17.0
BU09810007;2022;108.0;17.0
