codering;jaar;solar_woningen_kwp;solar_woningen_count
BU03270001;2021;154.0;57.0
BU03270002;2021;214.0;63.0
BU03270003;2021;446.0;138.0
BU03270004;2021;323.0;50.0
BU03270005;2021;480.0;143.0
BU03270006;2021;336.0;89.0
BU03270007;2021;658.0;194.0
BU03270008;2021;760.0;259.0
BU03270009;2021;492.0;130.0
BU03270100;2021;687.0;164.0
BU03270101;2021;244.0;89.0
BU03270102;2021;324.0;82.0
BU03270103;2021;633.0;177.0
BU03270104;2021;206.0;60.0
BU03270105;2021;155.0;41.0
BU03270106;2021;606.0;218.0
BU03270107;2021;351.0;87.0
BU03270108;2021;1137.0;345.0
BU03270109;2021;115.0;35.0
BU03270200;2021;1026.0;265.0
BU03270201;2021;1043.0;273.0
BU03270209;2021;216.0;44.0
BU03270300;2021;847.0;240.0
BU03270309;2021;674.0;141.0
BU03270400;2021;173.0;30.0
BU03270500;2021;579.0;189.0
BU03270501;2021;624.0;140.0
BU17050000;2021;6492.0;1842.0
BU17050001;2021;992.0;271.0
BU17050002;2021;1168.0;307.0
BU17050003;2021;1185.0;298.0
BU17050004;2021;82.0;13.0
BU17050005;2021;479.0;65.0
BU17050006;2021;189.0;27.0
BU17050007;2021;536.0;82.0
BU17050008;2021;150.0;23.0
BU17050009;2021;0.0;0.0
BU17050010;2021;101.0;17.0
BU17050011;2021;10.0;3.0
BU17050100;2021;2303.0;590.0
BU17050101;2021;462.0;78.0
BU17050102;2021;161.0;22.0
BU17050103;2021;246.0;45.0
BU17050104;2021;152.0;24.0
BU17050108;2021;220.0;35.0
BU17050109;2021;51.0;8.0
BU17050200;2021;n.a.;n.a.
BU17050201;2021;3010.0;904.0
BU17050202;2021;946.0;253.0
BU17050203;2021;2734.0;873.0
BU17050207;2021;1004.0;165.0
BU17050208;2021;1990.0;567.0
BU17050209;2021;n.a.;n.a.
BU05530101;2021;0.0;0.0
BU05530102;2021;283.0;96.0
BU05530103;2021;602.0;211.0
BU05530104;2021;377.0;143.0
BU05530105;2021;457.0;179.0
BU05530201;2021;484.0;126.0
BU05530202;2021;200.0;70.0
BU05530203;2021;378.0;125.0
BU05530204;2021;379.0;106.0
BU05530205;2021;942.0;251.0
BU05530301;2021;44.0;5.0
BU05530302;2021;697.0;408.0
BU05530303;2021;421.0;166.0
BU05530304;2021;803.0;487.0
BU05530305;2021;50.0;12.0
BU05530306;2021;545.0;179.0
BU05530307;2021;388.0;122.0
BU05530401;2021;37.0;10.0
BU05530402;2021;249.0;115.0
BU05530403;2021;67.0;21.0
BU05530404;2021;158.0;29.0
BU05530405;2021;273.0;40.0
BU02620000;2021;76.0;19.0
BU02620001;2021;1440.0;471.0
BU02620002;2021;442.0;101.0
BU02620003;2021;1029.0;251.0
BU02620004;2021;1259.0;383.0
BU02620005;2021;345.0;175.0
BU02620006;2021;722.0;204.0
BU02620100;2021;64.0;12.0
BU02620106;2021;133.0;23.0
BU02620107;2021;167.0;27.0
BU02620108;2021;105.0;16.0
BU02620109;2021;265.0;46.0
BU02620200;2021;997.0;237.0
BU02620201;2021;99.0;25.0
BU02620205;2021;294.0;43.0
BU02620206;2021;672.0;120.0
BU02620207;2021;652.0;103.0
BU02620208;2021;n.a.;n.a.
BU02620209;2021;n.a.;n.a.
BU02620300;2021;418.0;111.0
BU02620307;2021;36.0;8.0
BU02620308;2021;189.0;28.0
BU02620309;2021;137.0;27.0
BU02620400;2021;1708.0;455.0
BU02620401;2021;1577.0;402.0
BU02620402;2021;581.0;175.0
BU02620406;2021;175.0;37.0
BU02620407;2021;320.0;59.0
BU02620408;2021;306.0;59.0
BU02620409;2021;565.0;110.0
BU02620500;2021;532.0;136.0
BU02620501;2021;394.0;90.0
BU02620506;2021;179.0;31.0
BU02620507;2021;155.0;19.0
BU02620508;2021;923.0;182.0
BU02620509;2021;298.0;22.0
BU08091001;2021;695.0;165.0
BU08091005;2021;188.0;53.0
BU08091006;2021;275.0;66.0
BU08091010;2021;354.0;65.0
BU08091011;2021;115.0;25.0
BU08091015;2021;n.a.;n.a.
BU08091020;2021;194.0;60.0
BU08091021;2021;133.0;30.0
BU08091025;2021;150.0;38.0
BU08091030;2021;357.0;72.0
BU08091031;2021;219.0;48.0
BU08091035;2021;n.a.;n.a.
BU08091040;2021;314.0;53.0
BU08091041;2021;583.0;120.0
BU08092045;2021;441.0;121.0
BU08092048;2021;77.0;31.0
BU08092049;2021;174.0;38.0
BU08092052;2021;372.0;133.0
BU08092055;2021;497.0;163.0
BU08092058;2021;243.0;48.0
BU08092061;2021;319.0;55.0
BU08092063;2021;147.0;21.0
BU08092066;2021;26.0;5.0
BU08093070;2021;856.0;179.0
BU08093071;2021;247.0;50.0
BU08093080;2021;530.0;158.0
BU08093081;2021;496.0;125.0
BU08093085;2021;0.0;0.0
BU08093090;2021;n.a.;n.a.
BU08093091;2021;199.0;50.0
BU08093092;2021;n.a.;n.a.
BU08094095;2021;332.0;54.0
BU03310000;2021;1839.0;593.0
BU03310001;2021;413.0;81.0
BU03310002;2021;341.0;75.0
BU03310003;2021;345.0;76.0
BU03310004;2021;101.0;27.0
BU03310005;2021;93.0;18.0
BU03310006;2021;286.0;86.0
BU03310007;2021;110.0;22.0
BU03310008;2021;167.0;29.0
BU03310009;2021;86.0;13.0
BU03310010;2021;1075.0;277.0
BU03310019;2021;551.0;89.0
BU03310020;2021;197.0;53.0
BU03310029;2021;305.0;56.0
BU01680001;2021;4145.0;1100.0
BU01680002;2021;70.0;14.0
BU01680003;2021;1970.0;558.0
BU01680009;2021;382.0;41.0
BU01680101;2021;87.0;15.0
BU01680102;2021;11.0;3.0
BU01680109;2021;90.0;15.0
BU01680201;2021;1521.0;396.0
BU01680209;2021;272.0;45.0
BU01680301;2021;1633.0;348.0
BU01680309;2021;1072.0;108.0
BU01680401;2021;165.0;37.0
BU01680409;2021;301.0;40.0
BU02630000;2021;2844.0;696.0
BU02630001;2021;436.0;86.0
BU02630002;2021;62.0;8.0
BU02630003;2021;390.0;86.0
BU02630006;2021;86.0;9.0
BU02630007;2021;499.0;146.0
BU02630008;2021;231.0;50.0
BU02630009;2021;134.0;11.0
BU02630010;2021;30.0;7.0
BU02630100;2021;1705.0;466.0
BU02630101;2021;280.0;81.0
BU02630102;2021;195.0;36.0
BU02630108;2021;118.0;20.0
BU02630109;2021;445.0;124.0
BU02630200;2021;2522.0;623.0
BU02630208;2021;313.0;47.0
BU02630209;2021;85.0;8.0
BU02630300;2021;688.0;229.0
BU02630301;2021;n.a.;n.a.
BU02630309;2021;n.a.;n.a.
BU02630400;2021;1375.0;371.0
BU02630401;2021;544.0;140.0
BU02630408;2021;499.0;115.0
BU02630409;2021;0.0;0.0
BU16410000;2021;3786.0;1066.0
BU16410001;2021;906.0;210.0
BU16410009;2021;24.0;4.0
BU16410100;2021;n.a.;n.a.
BU16410109;2021;n.a.;n.a.
BU16410200;2021;641.0;154.0
BU16410201;2021;272.0;45.0
BU16410300;2021;138.0;28.0
BU16410301;2021;493.0;102.0
BU16410400;2021;1421.0;326.0
BU16410409;2021;64.0;9.0
BU16410500;2021;2851.0;665.0
BU16410501;2021;174.0;31.0
BU16410509;2021;62.0;10.0
BU16410600;2021;1268.0;293.0
BU16410700;2021;1156.0;294.0
BU05560101;2021;390.0;118.0
BU05560201;2021;255.0;85.0
BU05560202;2021;114.0;55.0
BU05560203;2021;311.0;94.0
BU05560301;2021;530.0;152.0
BU05560302;2021;480.0;199.0
BU05560303;2021;364.0;64.0
BU05560401;2021;298.0;68.0
BU05560402;2021;95.0;25.0
BU05560403;2021;219.0;71.0
BU05560404;2021;630.0;217.0
BU05560405;2021;0.0;0.0
BU05560501;2021;704.0;198.0
BU05560502;2021;488.0;180.0
BU05560601;2021;634.0;206.0
BU05560602;2021;447.0;141.0
BU05560701;2021;n.a.;n.a.
BU05560702;2021;n.a.;n.a.
BU05560801;2021;542.0;174.0
BU09350000;2021;n.a.;n.a.
BU09350001;2021;117.0;23.0
BU09350002;2021;274.0;48.0
BU09350003;2021;427.0;107.0
BU09350004;2021;n.a.;n.a.
BU09350005;2021;81.0;23.0
BU09350006;2021;153.0;17.0
BU09350100;2021;895.0;224.0
BU09350101;2021;316.0;87.0
BU09350102;2021;742.0;166.0
BU09350103;2021;626.0;138.0
BU09350104;2021;674.0;187.0
BU09350105;2021;48.0;9.0
BU09350200;2021;726.0;188.0
BU09350201;2021;579.0;194.0
BU09350202;2021;538.0;163.0
BU09350203;2021;329.0;151.0
BU09350204;2021;365.0;135.0
BU09350205;2021;432.0;180.0
BU09350206;2021;741.0;178.0
BU09350207;2021;1198.0;376.0
BU09350208;2021;1083.0;245.0
BU09350209;2021;1488.0;443.0
BU09350300;2021;358.0;102.0
BU09350301;2021;n.a.;n.a.
BU09350302;2021;74.0;14.0
BU09350303;2021;n.a.;n.a.
BU09350304;2021;53.0;9.0
BU09350400;2021;419.0;122.0
BU09350401;2021;398.0;132.0
BU09350402;2021;934.0;414.0
BU09350403;2021;152.0;48.0
BU09350404;2021;527.0;139.0
BU09350405;2021;2185.0;530.0
BU09350406;2021;2832.0;771.0
BU09350500;2021;n.a.;n.a.
BU09350501;2021;748.0;190.0
BU09350502;2021;565.0;148.0
BU09350503;2021;n.a.;n.a.
BU09350600;2021;588.0;184.0
BU09350601;2021;1307.0;369.0
BU09350602;2021;2430.0;761.0
BU09350603;2021;1746.0;487.0
BU09350604;2021;633.0;156.0
BU04200101;2021;401.0;138.0
BU04200102;2021;437.0;130.0
BU04200103;2021;185.0;55.0
BU04200104;2021;606.0;256.0
BU04200105;2021;838.0;313.0
BU04200106;2021;426.0;121.0
BU04200107;2021;n.a.;n.a.
BU04200108;2021;0.0;0.0
BU04200109;2021;35.0;17.0
BU04200110;2021;n.a.;n.a.
BU04200201;2021;670.0;195.0
BU04200202;2021;101.0;19.0
BU04200301;2021;260.0;76.0
BU04200302;2021;92.0;19.0
BU04200401;2021;91.0;22.0
BU04200501;2021;873.0;253.0
BU04200502;2021;68.0;10.0
BU04200601;2021;287.0;83.0
BU04200602;2021;186.0;38.0
BU04200701;2021;212.0;59.0
BU04200702;2021;187.0;39.0
BU04200801;2021;647.0;197.0
BU04200802;2021;796.0;243.0
BU04200803;2021;646.0;199.0
BU04200804;2021;394.0;168.0
BU04200805;2021;0.0;0.0
BU04200806;2021;104.0;24.0
BU04200807;2021;0.0;0.0
BU04200808;2021;28.0;5.0
BU04200809;2021;373.0;64.0
BU04200901;2021;202.0;52.0
BU04200902;2021;75.0;17.0
BU04201001;2021;1049.0;317.0
BU04201002;2021;n.a.;n.a.
BU04201003;2021;n.a.;n.a.
BU04201101;2021;853.0;281.0
BU04201102;2021;120.0;29.0
BU04201201;2021;205.0;73.0
BU04201202;2021;62.0;15.0
BU04201301;2021;339.0;84.0
BU04201401;2021;440.0;91.0
BU04201402;2021;27.0;6.0
BU04201403;2021;232.0;45.0
BU04201501;2021;1143.0;382.0
BU04201502;2021;937.0;262.0
BU04201503;2021;712.0;222.0
BU04201504;2021;0.0;0.0
BU04201505;2021;70.0;11.0
BU04201506;2021;938.0;248.0
BU04201507;2021;264.0;68.0
BU04201508;2021;44.0;4.0
BU04201601;2021;1290.0;450.0
BU04201602;2021;310.0;70.0
BU04201603;2021;516.0;120.0
BU04201604;2021;813.0;260.0
BU04201605;2021;830.0;232.0
BU04201606;2021;n.a.;n.a.
BU04201607;2021;0.0;0.0
BU04201608;2021;n.a.;n.a.
BU04201609;2021;0.0;0.0
BU04201610;2021;168.0;24.0
BU09380000;2021;2653.0;708.0
BU09380001;2021;651.0;179.0
BU09380002;2021;31.0;9.0
BU09380003;2021;92.0;15.0
BU09380009;2021;48.0;7.0
BU09380100;2021;1639.0;381.0
BU09380109;2021;134.0;21.0
BU09380200;2021;3461.0;849.0
BU09380201;2021;345.0;56.0
BU09380202;2021;136.0;29.0
BU09380203;2021;647.0;131.0
BU09380204;2021;556.0;144.0
BU09380205;2021;359.0;77.0
BU09380206;2021;193.0;38.0
BU19480101;2021;354.0;68.0
BU19480102;2021;461.0;128.0
BU19480103;2021;118.0;17.0
BU19480104;2021;95.0;15.0
BU19480105;2021;103.0;18.0
BU19480106;2021;128.0;20.0
BU19480107;2021;167.0;29.0
BU19480108;2021;174.0;25.0
BU19480109;2021;473.0;131.0
BU19480110;2021;373.0;91.0
BU19480111;2021;182.0;40.0
BU19480112;2021;659.0;127.0
BU19480113;2021;832.0;189.0
BU19480201;2021;728.0;229.0
BU19480202;2021;612.0;168.0
BU19480203;2021;206.0;25.0
BU19480204;2021;258.0;37.0
BU19480205;2021;547.0;79.0
BU19480206;2021;282.0;40.0
BU19480207;2021;312.0;50.0
BU19480208;2021;n.a.;n.a.
BU19480209;2021;131.0;15.0
BU19480210;2021;995.0;247.0
BU19480211;2021;163.0;52.0
BU19480212;2021;761.0;177.0
BU19480213;2021;144.0;31.0
BU19480214;2021;n.a.;n.a.
BU19480215;2021;0.0;0.0
BU19480216;2021;470.0;157.0
BU19480217;2021;702.0;207.0
BU19480218;2021;558.0;126.0
BU19480219;2021;1196.0;348.0
BU19480220;2021;54.0;11.0
BU19480221;2021;420.0;107.0
BU19480222;2021;300.0;62.0
BU19480223;2021;462.0;112.0
BU19480224;2021;52.0;6.0
BU19480225;2021;337.0;52.0
BU19480226;2021;241.0;57.0
BU19480227;2021;419.0;94.0
BU19480228;2021;484.0;71.0
BU19480229;2021;669.0;154.0
BU19480301;2021;139.0;46.0
BU19480302;2021;800.0;200.0
BU19480303;2021;595.0;78.0
BU19480304;2021;410.0;51.0
BU19480305;2021;153.0;20.0
BU19480306;2021;368.0;43.0
BU19480307;2021;190.0;26.0
BU19480308;2021;185.0;23.0
BU19480309;2021;494.0;70.0
BU19480310;2021;732.0;188.0
BU19480311;2021;1145.0;274.0
BU19480312;2021;707.0;227.0
BU19480313;2021;458.0;121.0
BU19480314;2021;1273.0;314.0
BU19480315;2021;617.0;156.0
BU19480316;2021;529.0;110.0
BU19480317;2021;312.0;70.0
BU19480318;2021;1106.0;262.0
BU19480401;2021;1319.0;298.0
BU19480402;2021;1318.0;310.0
BU19480403;2021;73.0;12.0
BU19480404;2021;1116.0;408.0
BU19480405;2021;195.0;27.0
BU19480406;2021;170.0;26.0
BU19480407;2021;42.0;5.0
BU19480408;2021;159.0;23.0
BU19480409;2021;315.0;43.0
BU19480410;2021;196.0;28.0
BU19480411;2021;420.0;59.0
BU19480412;2021;976.0;259.0
BU19480413;2021;460.0;106.0
BU19480414;2021;773.0;242.0
BU19480415;2021;832.0;153.0
BU19480416;2021;0.0;0.0
BU19480417;2021;8.0;3.0
BU19480418;2021;662.0;154.0
BU19480419;2021;974.0;317.0
BU19480420;2021;464.0;140.0
BU19480421;2021;202.0;65.0
BU19480422;2021;492.0;141.0
BU19480423;2021;1300.0;358.0
BU19480424;2021;986.0;319.0
BU19480425;2021;311.0;80.0
BU19480426;2021;859.0;205.0
BU19480427;2021;635.0;299.0
BU19480428;2021;443.0;78.0
BU19480429;2021;784.0;229.0
BU19480430;2021;422.0;133.0
BU19480431;2021;1061.0;372.0
BU19480432;2021;244.0;54.0
BU19480433;2021;566.0;136.0
BU01190000;2021;288.0;112.0
BU01190001;2021;319.0;126.0
BU01190002;2021;530.0;147.0
BU01190100;2021;n.a.;n.a.
BU01190101;2021;n.a.;n.a.
BU01190200;2021;110.0;44.0
BU01190201;2021;328.0;91.0
BU01190202;2021;114.0;37.0
BU01190300;2021;546.0;169.0
BU01190301;2021;336.0;111.0
BU01190302;2021;389.0;72.0
BU01190303;2021;1011.0;277.0
BU01190400;2021;1314.0;333.0
BU01190401;2021;1097.0;335.0
BU01190500;2021;306.0;90.0
BU01190501;2021;182.0;20.0
BU01190600;2021;1379.0;378.0
BU01190601;2021;935.0;235.0
BU01190602;2021;521.0;130.0
BU01190603;2021;1092.0;308.0
BU01190700;2021;762.0;214.0
BU01190701;2021;101.0;31.0
BU01190800;2021;8.0;4.0
BU01190900;2021;0.0;0.0
BU01190901;2021;19.0;5.0
BU01191000;2021;0.0;0.0
BU01191001;2021;n.a.;n.a.
BU01191002;2021;n.a.;n.a.
BU01191003;2021;0.0;0.0
BU01191004;2021;n.a.;n.a.
BU01191100;2021;n.a.;n.a.
BU01191101;2021;23.0;4.0
BU01191102;2021;n.a.;n.a.
BU01191200;2021;67.0;12.0
BU01191201;2021;788.0;261.0
BU01191202;2021;634.0;197.0
BU01191203;2021;582.0;144.0
BU01191204;2021;34.0;4.0
BU01191205;2021;56.0;17.0
BU01191206;2021;82.0;14.0
BU01191207;2021;35.0;8.0
BU01191208;2021;81.0;11.0
BU01191209;2021;53.0;11.0
BU01191300;2021;64.0;12.0
BU01191301;2021;32.0;6.0
BU01191302;2021;33.0;5.0
BU06870003;2021;171.0;50.0
BU06870004;2021;97.0;29.0
BU06870005;2021;72.0;28.0
BU06870006;2021;152.0;37.0
BU06870007;2021;77.0;38.0
BU06871008;2021;398.0;147.0
BU06871009;2021;535.0;139.0
BU06871010;2021;39.0;10.0
BU06871102;2021;200.0;47.0
BU06871111;2021;414.0;146.0
BU06871112;2021;729.0;198.0
BU06871213;2021;480.0;227.0
BU06871301;2021;218.0;66.0
BU06871314;2021;25.0;4.0
BU06871415;2021;474.0;138.0
BU06871416;2021;0.0;0.0
BU06871417;2021;68.0;21.0
BU06871518;2021;19.0;7.0
BU06871619;2021;285.0;69.0
BU06871620;2021;824.0;218.0
BU06871721;2021;n.a.;n.a.
BU06871768;2021;0.0;0.0
BU06871781;2021;0.0;0.0
BU06871822;2021;n.a.;n.a.
BU06871823;2021;n.a.;n.a.
BU06871824;2021;0.0;0.0
BU06871925;2021;n.a.;n.a.
BU06871926;2021;0.0;0.0
BU06872027;2021;233.0;95.0
BU06872028;2021;472.0;199.0
BU06872031;2021;700.0;249.0
BU06872032;2021;343.0;135.0
BU06872084;2021;331.0;95.0
BU06872933;2021;0.0;0.0
BU06872934;2021;n.a.;n.a.
BU06872935;2021;n.a.;n.a.
BU06872936;2021;70.0;15.0
BU06873037;2021;475.0;188.0
BU06873038;2021;577.0;325.0
BU06873039;2021;662.0;188.0
BU06873040;2021;179.0;64.0
BU06873041;2021;639.0;230.0
BU06873082;2021;n.a.;n.a.
BU06873083;2021;n.a.;n.a.
BU06873143;2021;0.0;0.0
BU06873144;2021;1188.0;559.0
BU06873145;2021;596.0;216.0
BU06873171;2021;290.0;138.0
BU06873247;2021;35.0;4.0
BU06873248;2021;0.0;0.0
BU06873946;2021;379.0;134.0
BU06873950;2021;800.0;249.0
BU06873970;2021;0.0;0.0
BU06874051;2021;548.0;177.0
BU06874952;2021;n.a.;n.a.
BU06874953;2021;19.0;5.0
BU06874954;2021;n.a.;n.a.
BU06874955;2021;14.0;3.0
BU06874956;2021;30.0;6.0
BU06874957;2021;n.a.;n.a.
BU06875058;2021;315.0;116.0
BU06875059;2021;167.0;69.0
BU06875060;2021;384.0;126.0
BU06875061;2021;508.0;146.0
BU06875062;2021;247.0;73.0
BU06875063;2021;245.0;56.0
BU06875069;2021;69.0;16.0
BU06875085;2021;145.0;47.0
BU06875164;2021;21.0;7.0
BU06875265;2021;91.0;14.0
BU06875367;2021;0.0;0.0
BU06875966;2021;61.0;15.0
BU18420000;2021;1519.0;504.0
BU18420001;2021;3259.0;930.0
BU18420002;2021;n.a.;n.a.
BU18420004;2021;54.0;11.0
BU18420005;2021;202.0;32.0
BU18420007;2021;n.a.;n.a.
BU18420009;2021;178.0;31.0
BU18420100;2021;1505.0;530.0
BU18420101;2021;77.0;12.0
BU18420103;2021;288.0;60.0
BU18420106;2021;405.0;109.0
BU18420108;2021;16.0;4.0
BU18420109;2021;75.0;14.0
BU17310000;2021;5139.0;1592.0
BU17310001;2021;136.0;28.0
BU17310002;2021;169.0;25.0
BU17310003;2021;53.0;8.0
BU17310009;2021;1222.0;280.0
BU17310100;2021;413.0;94.0
BU17310101;2021;49.0;11.0
BU17310109;2021;104.0;18.0
BU17310200;2021;641.0;156.0
BU17310201;2021;64.0;11.0
BU17310209;2021;270.0;48.0
BU17310300;2021;522.0;131.0
BU17310309;2021;169.0;31.0
BU17310400;2021;131.0;31.0
BU17310409;2021;44.0;5.0
BU17310500;2021;66.0;17.0
BU17310509;2021;138.0;18.0
BU17310600;2021;2391.0;808.0
BU17310601;2021;235.0;47.0
BU17310602;2021;218.0;59.0
BU17310609;2021;113.0;22.0
BU17310700;2021;1982.0;649.0
BU17310701;2021;126.0;24.0
BU17310702;2021;90.0;19.0
BU17310709;2021;187.0;37.0
BU17310800;2021;570.0;195.0
BU17310801;2021;201.0;34.0
BU17310802;2021;74.0;15.0
BU17310809;2021;124.0;22.0
BU17310900;2021;3063.0;862.0
BU17310901;2021;42.0;8.0
BU17310909;2021;84.0;12.0
BU17311000;2021;196.0;43.0
BU17311001;2021;41.0;8.0
BU17311009;2021;29.0;6.0
BU17311100;2021;198.0;54.0
BU17311109;2021;591.0;11.0
BU17311200;2021;477.0;129.0
BU17311209;2021;111.0;20.0
BU17311309;2021;59.0;11.0
BU17311400;2021;262.0;58.0
BU17311409;2021;77.0;13.0
BU17311500;2021;11.0;3.0
BU17311509;2021;107.0;17.0
BU17311600;2021;66.0;15.0
BU17311601;2021;93.0;22.0
BU17311602;2021;115.0;23.0
BU17311609;2021;84.0;11.0
BU19520101;2021;794.0;219.0
BU19520102;2021;353.0;127.0
BU19520103;2021;75.0;23.0
BU19520104;2021;202.0;59.0
BU19520105;2021;247.0;64.0
BU19520106;2021;32.0;9.0
BU19520107;2021;281.0;83.0
BU19520201;2021;310.0;118.0
BU19520202;2021;421.0;139.0
BU19520203;2021;172.0;39.0
BU19520204;2021;198.0;51.0
BU19520205;2021;1289.0;368.0
BU19520206;2021;874.0;263.0
BU19520207;2021;631.0;195.0
BU19520208;2021;754.0;256.0
BU19520209;2021;0.0;0.0
BU19520210;2021;0.0;0.0
BU19520301;2021;142.0;95.0
BU19520302;2021;480.0;125.0
BU19520303;2021;712.0;194.0
BU19520304;2021;1178.0;383.0
BU19520305;2021;0.0;0.0
BU19520306;2021;159.0;31.0
BU19520401;2021;636.0;222.0
BU19520402;2021;449.0;132.0
BU19520403;2021;484.0;156.0
BU19520404;2021;255.0;81.0
BU19520405;2021;863.0;274.0
BU19520406;2021;332.0;108.0
BU19520407;2021;180.0;45.0
BU19520408;2021;70.0;17.0
BU19520409;2021;428.0;119.0
BU19520501;2021;621.0;151.0
BU19520502;2021;33.0;7.0
BU19520601;2021;198.0;48.0
BU19520602;2021;1113.0;252.0
BU19520603;2021;161.0;37.0
BU19520604;2021;13.0;4.0
BU19520701;2021;362.0;118.0
BU19520702;2021;41.0;10.0
BU19520801;2021;n.a.;n.a.
BU19520802;2021;287.0;86.0
BU19520803;2021;282.0;67.0
BU19520804;2021;n.a.;n.a.
BU19520805;2021;0.0;0.0
BU19520901;2021;2226.0;655.0
BU19520902;2021;0.0;0.0
BU19520903;2021;n.a.;n.a.
BU19520904;2021;262.0;64.0
BU19520905;2021;126.0;30.0
BU19520906;2021;0.0;0.0
BU19520907;2021;n.a.;n.a.
BU19521001;2021;909.0;243.0
BU19521002;2021;0.0;0.0
BU19521003;2021;0.0;0.0
BU19521004;2021;31.0;7.0
BU19521101;2021;587.0;170.0
BU19521102;2021;76.0;20.0
BU19521103;2021;37.0;8.0
BU19521201;2021;928.0;281.0
BU19521202;2021;102.0;28.0
BU19521203;2021;17.0;5.0
BU19521301;2021;1181.0;295.0
BU19521302;2021;n.a.;n.a.
BU19521303;2021;n.a.;n.a.
BU19521401;2021;n.a.;n.a.
BU19521402;2021;n.a.;n.a.
BU19521501;2021;1581.0;427.0
BU19521502;2021;324.0;74.0
BU19521503;2021;0.0;0.0
BU19521601;2021;267.0;61.0
BU19521602;2021;191.0;40.0
BU19521603;2021;59.0;10.0
BU19521604;2021;185.0;42.0
BU19521701;2021;201.0;54.0
BU19521702;2021;122.0;30.0
BU19521801;2021;2122.0;576.0
BU19521802;2021;1350.0;420.0
BU19521803;2021;32.0;5.0
BU19521804;2021;0.0;0.0
BU19521805;2021;106.0;21.0
BU19521806;2021;56.0;13.0
BU19521901;2021;971.0;265.0
BU19521902;2021;128.0;28.0
BU19522001;2021;2396.0;668.0
BU19522002;2021;94.0;11.0
BU19522003;2021;49.0;12.0
BU19522004;2021;0.0;0.0
BU19522005;2021;0.0;0.0
BU19522101;2021;1259.0;325.0
BU19522102;2021;159.0;33.0
BU08150921;2021;1006.0;231.0
BU08150922;2021;760.0;168.0
BU08150923;2021;405.0;90.0
BU08150924;2021;225.0;40.0
BU08150925;2021;266.0;57.0
BU08150926;2021;n.a.;n.a.
BU08150927;2021;n.a.;n.a.
BU08150928;2021;335.0;44.0
BU08150929;2021;370.0;54.0
BU08151032;2021;588.0;136.0
BU08151033;2021;292.0;48.0
BU08151234;2021;643.0;133.0
BU08151235;2021;139.0;21.0
BU08151530;2021;786.0;174.0
BU08151531;2021;494.0;75.0
BU17090000;2021;672.0;208.0
BU17090001;2021;651.0;207.0
BU17090002;2021;1417.0;379.0
BU17090003;2021;735.0;263.0
BU17090004;2021;1366.0;342.0
BU17090005;2021;40.0;6.0
BU17090006;2021;131.0;27.0
BU17090008;2021;179.0;27.0
BU17090009;2021;18.0;4.0
BU17090100;2021;528.0;149.0
BU17090109;2021;310.0;29.0
BU17090200;2021;265.0;64.0
BU17090209;2021;123.0;22.0
BU17090300;2021;2212.0;599.0
BU17090301;2021;92.0;19.0
BU17090302;2021;57.0;10.0
BU17090303;2021;0.0;0.0
BU17090309;2021;81.0;15.0
BU17090400;2021;413.0;115.0
BU17090401;2021;0.0;0.0
BU17090409;2021;27.0;3.0
BU17090500;2021;695.0;158.0
BU17090509;2021;38.0;4.0
BU17090600;2021;806.0;208.0
BU17090601;2021;96.0;18.0
BU17090609;2021;59.0;7.0
BU17090700;2021;2122.0;570.0
BU17090701;2021;197.0;38.0
BU17090702;2021;75.0;17.0
BU17090703;2021;114.0;20.0
BU17090709;2021;257.0;37.0
BU17090800;2021;245.0;75.0
BU17090809;2021;174.0;33.0
BU17090900;2021;174.0;59.0
BU17090901;2021;328.0;93.0
BU17090902;2021;263.0;69.0
BU17090909;2021;265.0;71.0
BU17091000;2021;162.0;84.0
BU17091009;2021;153.0;35.0
BU19780101;2021;n.a.;n.a.
BU19780102;2021;0.0;0.0
BU19780103;2021;0.0;0.0
BU19780104;2021;900.0;295.0
BU19780105;2021;n.a.;n.a.
BU19780106;2021;31.0;7.0
BU19780107;2021;217.0;40.0
BU19780108;2021;88.0;19.0
BU19780201;2021;0.0;0.0
BU19780202;2021;n.a.;n.a.
BU19780203;2021;710.0;198.0
BU19780204;2021;0.0;0.0
BU19780205;2021;280.0;42.0
BU19780206;2021;n.a.;n.a.
BU19780301;2021;36.0;6.0
BU19780302;2021;227.0;72.0
BU19780303;2021;17.0;4.0
BU19780304;2021;39.0;8.0
BU19780305;2021;21.0;4.0
BU19780307;2021;n.a.;n.a.
BU19780308;2021;53.0;10.0
BU19780309;2021;n.a.;n.a.
BU19780401;2021;237.0;57.0
BU19780402;2021;1116.0;308.0
BU19780403;2021;159.0;30.0
BU19780404;2021;187.0;48.0
BU19780405;2021;110.0;17.0
BU19780406;2021;51.0;11.0
BU19780407;2021;0.0;0.0
BU19780408;2021;74.0;13.0
BU19780409;2021;n.a.;n.a.
BU19780410;2021;n.a.;n.a.
BU19780501;2021;202.0;38.0
BU19780502;2021;n.a.;n.a.
BU19780503;2021;0.0;0.0
BU19780504;2021;n.a.;n.a.
BU19780601;2021;0.0;0.0
BU19780602;2021;0.0;0.0
BU19780603;2021;100.0;23.0
BU19780604;2021;1094.0;299.0
BU19780605;2021;0.0;0.0
BU19780607;2021;154.0;19.0
BU19780608;2021;0.0;0.0
