waterschap;res_gebied;naamgeving;min_uur;min_gj_ex;opmerking;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
Waterschap Rivierenland;;RG IJzendoorn;2.41875;136.69;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1740;;;;GM1740;;;;GM1740;;;False;False;False;51.907501575359454;5.532537393115738;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Andelst;22.36;1263.64;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1734;;;;GM1734;;;;GM1734;;;False;False;False;51.90432064994913;5.730286779761774;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Deil;8.85083333332;500.19;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.88561078273767;5.2424343702102565;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Heteren;18.2033333333;1028.73;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1734;;;;GM1734;;;;GM1734;;;False;False;False;51.96062997071479;5.762969987966906;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Vianen de Hagen;29.9208333333;845.46;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1961;;;;GM1961;;;;GM1961;;;False;False;False;51.99639412075331;5.098723278646765;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Ameide;14.9425;844.45;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1961;;;;GM1961;;;;GM1961;;;False;False;False;51.956524131751365;4.959886524753639;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Woudrichem;13.7420833333;776.61;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1959;;;;GM1959;;;;GM1959;;;False;False;False;51.810521093371925;4.996578563351806;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Dodewaard;19.0275;1075.31;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1740;;;;GM1740;;;;GM1740;;;False;False;False;51.9092923839766;5.65357139835403;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Haaften;9.46;534.61;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.81623239402468;5.208186836109264;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Gellicum;0.9675;54.67;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.877453710710654;5.154842223225693;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Vuren;11.12625;628.78;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.824715482153145;5.056437274810578;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Sleeuwijk;22.0375;1245.41;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1959;;;;GM1959;;;;GM1959;;;False;False;False;51.81988175206533;4.9481879096419386;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Almkerk;12.255;692.57;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1959;;;;GM1959;;;;GM1959;;;False;False;False;51.77415615622146;4.958499946604429;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Hellouw;3.5475;200.48;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.82456735180032;5.1762103653589016;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Herwijnen;8.76125;495.12;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.823169215991946;5.1238870760476365;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Meeuwen;3.49375;197.44;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1959;;;;GM1959;;;;GM1959;;;False;False;False;51.72801698978617;5.017369862718155;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Randwijk;3.47583333333;196.43;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1734;;;;GM1734;;;;GM1734;;;False;False;False;51.952479748365846;5.7033312187784455;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Slijk-Ewijk;0.91375;51.63;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1734;;;;GM1734;;;;GM1734;;;False;False;False;51.88383809882338;5.785205685647547;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Varik;4.69416666668;265.28;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.82921499286738;5.371183574719132;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Drongelen;1.72;97.2;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1959;;;;GM1959;;;;GM1959;;;False;False;False;51.717751860334616;5.055266254101821;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Eethen Nieuwe Steeg;1.98875;112.39;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1959;;;;GM1959;;;;GM1959;;;False;False;False;51.73022446995297;5.056790824552472;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Genderen;5.50041666668;310.84;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1959;;;;GM1959;;;;GM1959;;;False;False;False;51.73358452591827;5.087377953669074;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Veen;10.9291666667;617.64;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1959;;;;GM1959;;;;GM1959;;;False;False;False;51.774834725295115;5.102293517910083;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Acquoy;1.45125;82.01;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.88098380176184;5.133389147010142;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Uitwijk;2.06041666667;116.44;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1959;;;;GM1959;;;;GM1959;;;False;False;False;51.78832215018334;5.006304494224518;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Opijnen;4.15666666667;234.9;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.82782393120855;5.303236230825092;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Rumpt;2.99208333333;169.09;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.88547632531812;5.175535542373587;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Tricht;7.75791666668;219.21;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.88728338289035;5.263742498619409;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Rhenoy;4.26416666667;240.98;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.882095368866295;5.154439904504351;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Echteld;2.54416666667;143.78;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1740;;;;GM1740;;;;GM1740;;;False;False;False;51.91158132488015;5.496313980762787;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Ophemert;9.69291666668;547.78;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.84444660675373;5.386233570091734;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Spijk;4.67625;264.27;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;4211.0;;;GM1960;4211.0;;False;False;False;51.85643778461471;5.008775523685396;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Rijswijk (NB);8.18791666668;462.72;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1959;;;;GM1959;;;;GM1959;;;False;False;False;51.79827759717333;5.021292676175788;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Heukelum;7.99083333332;451.59;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.87217751749449;5.0748787492763565;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Kedichem;2.97416666667;168.08;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1961;;;;GM1961;;;;GM1961;;;False;False;False;51.86244098743453;5.045721761616025;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Langerak;9.5675;540.69;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1978;2967.0;;;GM1978;2967.0;;;GM1978;2967.0;;False;False;False;51.92042612253314;4.878684453613431;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Groot-Ammers;14.9066666667;842.42;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1978;2964.0;;;GM1978;2964.0;;;GM1978;2964.0;;False;False;False;51.92563855205779;4.8232659478164575;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Nieuwpoort Sporthal;36.0841666667;2039.24;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1978;2965.0;;;GM1978;2965.0;;;GM1978;2965.0;;False;False;False;51.93008677768612;4.874352714915477;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Nieuwpoort Vesting;2.18583333333;61.76;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1978;2965.0;;;GM1978;2965.0;;;GM1978;2965.0;;False;False;False;51.93336789566296;4.871300455879624;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Lexmond;10.4633333333;591.32;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1961;;;;GM1961;;;;GM1961;;;False;False;False;51.96127210261632;5.035400615168944;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Streefkerk;8.29541666668;468.8;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1978;2959.0;;;GM1978;2959.0;;;GM1978;2959.0;;False;False;False;51.900079944143755;4.742998168637535;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Nieuwendijk;11.87875;671.31;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1959;;;;GM1959;;;;GM1959;;;False;False;False;51.77819477522089;4.924054097701175;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Zijderveld;2.32916666667;131.62;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1961;;;;GM1961;;;;GM1961;;;False;False;False;51.94242644642525;5.1378647588694;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Hagestein;31.5602083333;1783.58;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1961;;;;GM1961;;;;GM1961;;;False;False;False;51.97673756225309;5.123990747688915;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Ochten Houtkoperlaan;39.6227083333;2239.22;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1740;;;;GM1740;;;;GM1740;;;False;False;False;51.91066354082582;5.568603933209315;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Werkendam;45.6516666668;2579.94;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1959;;;;GM1959;;;;GM1959;;;False;False;False;51.808683349453474;4.894277439110827;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Meteren;7.72208333332;436.4;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.86923083749148;5.2769055320033145;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Andel;10.9291666667;617.64;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1959;;;;GM1959;;;;GM1959;;;False;False;False;51.7802027874192;5.059873837830221;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Heesselt;1.87229166667;105.8;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.81508603581652;5.351943506897383;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Beesd;7.91916666668;447.54;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.882791002107375;5.187510007636136;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Opheusden Dalwagenseweg;18.2105;514.57;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1740;;;;GM1740;;;;GM1740;;;False;False;False;51.92685860263868;5.6358895503729975;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Hei en Beicop;3.0616;173.02;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1961;;;;GM1961;;;;GM1961;;;False;False;False;51.94284210542003;5.081391414893643;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Everdingen;27.7694;1569.34;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1961;;;;GM1961;;;;GM1961;;;False;False;False;51.959858863948114;5.141775816625798;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Kesteren -> ZDO;34.873;1970.79;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1740;;;;GM1740;;;;GM1740;;;False;False;False;51.937758519808845;5.569972199259366;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Everdingen Huibertlaan;3.4744;196.35;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1961;;;;GM1961;;;;GM1961;;;False;False;False;51.96503427653344;5.154391041520733;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Schoonrewoerd;4.6784;264.39;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1961;;;;GM1961;;;;GM1961;;;False;False;False;51.92267417187462;5.112242836835246;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Waardenburg;13.92125;786.73;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.830821230283206;5.254970562855345;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Tuil;3.5475;200.48;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.822373435281676;5.240151210557104;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Oud-Alblas;7.29208333332;412.1;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1978;2969.0;;;GM1978;2969.0;;;GM1978;2969.0;;False;False;False;51.85167891962378;4.707938959111629;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Buurmalsen;3.27875;185.29;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.89276753096798;5.295380758299191;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Giessenburg Dijkstraat;6.91583333332;390.83;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1978;;;;GM1978;;;;GM1978;;;False;False;False;51.84122645144364;4.866424006281081;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Noordeloos;4.85541666668;274.39;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1978;;;;GM1978;;;;GM1978;;;False;False;False;51.90601528354615;4.940565956832762;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Giessenburg Stolberglaan;12.3445833333;697.63;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1978;;;;GM1978;;;;GM1978;;;False;False;False;51.848795001276464;4.892350409095178;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Hoornaar;5.76916666668;326.03;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1978;;;;GM1978;;;;GM1978;;;False;False;False;51.875295469830554;4.9487369970701645;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Hoogblokland;5.93041666668;335.14;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1978;;;;GM1978;;;;GM1978;;;False;False;False;51.87609481357894;4.974036996217893;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Bleskensgraaf ca Kweldamweg;44.9170833332;2538.42;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1978;2971.0;;;GM1978;2971.0;;;GM1978;2971.0;;False;False;False;51.86081170027831;4.796535371458906;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Goudriaan;4.85541666668;274.39;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1978;2977.0;;;GM1978;2977.0;;;GM1978;2977.0;;False;False;False;51.903037025918145;4.8873429160140205;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Ottoland B;0.842083333332;47.58;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1978;2975.0;;;GM1978;2975.0;;;GM1978;2975.0;;False;False;False;51.88997109875595;4.858858914434775;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Leerbroek;3.655;206.55;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1961;;;;GM1961;;;;GM1961;;;False;False;False;51.910093661712224;5.051908151695512;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Dussen Jachtlaan;69.4270833332;3923.57;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1959;;;;GM1959;;;;GM1959;;;False;False;False;51.73150738109186;4.927963496912845;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Schelluinen Snouckstraat;5.4825;154.91;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1978;;;;GM1978;;;;GM1978;;;False;False;False;51.84213955445541;4.929740300728496;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Wijngaarden;3.09958333333;175.16;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1978;;;;GM1978;;;;GM1978;;;False;False;False;51.84401683713484;4.766481747005033;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Bleskensgraaf ca Koekoekspad;8.08041666668;456.65;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1978;2971.0;;;GM1978;2971.0;;;GM1978;2971.0;;False;False;False;51.875300920895356;4.783070685944924;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Zetten;14.2527083333;402.73;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1734;;;;GM1734;;;;GM1734;;;False;False;False;51.93513617076462;5.711066677926048;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Schelluinen West;3.45791666667;195.41;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1978;;;;GM1978;;;;GM1978;;;False;False;False;51.84340686979105;4.911175873962497;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Nieuwland;8.94041666668;505.25;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1961;;;;GM1961;;;;GM1961;;;False;False;False;51.90388475411309;5.011954940357388;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Giessen;46.38625;2621.45;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1959;;;;GM1959;;;;GM1959;;;False;False;False;51.793623139881944;5.029568863783465;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Hank;13.975;789.77;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1959;;;;GM1959;;;;GM1959;;;False;False;False;51.731423854550656;4.897260213971342;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Dussen Vrijheidsplein;11.2875;637.89;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1959;;;;GM1959;;;;GM1959;;;False;False;False;51.73025993475118;4.961521063162902;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Meerkerk;14.405;814.07;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1961;;;;GM1961;;;;GM1961;;;False;False;False;51.91732765550893;4.989624357706752;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Eethen Molensteeg;9.42416666668;532.59;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1959;;;;GM1959;;;;GM1959;;;False;False;False;51.72461334994899;5.056027990930202;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Wijk en Aalburg;32.62625;1843.82;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1959;;;;GM1959;;;;GM1959;;;False;False;False;51.754168246272826;5.122847164888222;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Est;4.69416666668;265.28;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.855576129241626;5.313930210974268;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Ottoland B;0.0;0.0;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1978;2975.0;;;GM1978;2975.0;;;GM1978;2975.0;;False;False;False;51.89370902805719;4.875171418949793;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Molenaarsgraaf;10.3544;585.16;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1978;2973.0;;;GM1978;2973.0;;;GM1978;2973.0;;False;False;False;51.87520267955259;4.826469676270865;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Nieuw-Lekkerland;44.9522;2540.41;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1978;2957.0;;;GM1978;2957.0;;;GM1978;2957.0;;False;False;False;51.881046684020944;4.67838859580459;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Rivierenland;;RG Enspijk;2.7606;156.01;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.883694650444234;5.21519295377362;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Midden-Holland;AWZI Bodegraven;80.625;11391.02;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1901;2411.0;;;GM1901;2411.0;;;GM1901;2411.0;;False;False;False;52.08217825987715;4.73460398317279;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Midden-Holland;AWZI Waddinxveen-Randenburg;232.916666667;32907.39;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0627;2741.0;;;GM0627;2741.0;;;GM0627;2741.0;;False;False;False;52.05696963575252;4.6661407249887015;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Holland Rijnland;AWZI Nieuwe Wetering;48.375;6834.61;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1884;2376.0;;;GM1884;2376.0;;;GM1884;2376.0;;False;False;False;52.213247993420424;4.610991788878987;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH van Rijnland;Holland Rijnland;AWZI Leimuiden;27.9141666667;3943.82;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1884;2451.0;;;GM1884;2451.0;;;GM1884;2451.0;;False;False;False;52.22030427837596;4.653815589546841;WarmteAtlas:TEA_assets_minimale_potentie;;;
