waterschap;res_gebied;naamgeving;min_uur;min_gj_ex;opmerking;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
De Stichtse Rijnlanden;U10/U16;Austerlitz;2.205;0.0;Minimale waarde < 20 m3/uur;;GM0355;;;;GM0355;;;;GM0355;;;False;False;False;52.08012056004827;5.310717985246209;WarmteAtlas:TEA_assets_minimale_potentie;;;
De Stichtse Rijnlanden;U10/U16;Noordweg;58.8;1661.49;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0355;;;;GM0355;;;;GM0355;;;False;False;False;52.08951826026299;5.21437630586351;WarmteAtlas:TEA_assets_minimale_potentie;;;
De Stichtse Rijnlanden;U10/U16;Phillips van Bourgondielaan;48.265;1363.81;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0355;;;;GM0355;;;;GM0355;;;False;False;False;52.081909931775975;5.220444876524626;WarmteAtlas:TEA_assets_minimale_potentie;;;
De Stichtse Rijnlanden;U10/U16;IJsselstein;39.69;2243.02;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0353;;;;GM0353;;;;GM0353;;;False;False;False;52.02417135195531;5.044028698440119;WarmteAtlas:TEA_assets_minimale_potentie;;;
De Stichtse Rijnlanden;Midden-Holland;AWTG Bodegraven Willem de Zwijgerstraat;20.58;1163.04;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1901;2411.0;;;GM1901;2411.0;;;GM1901;2411.0;;False;False;False;52.089283035168386;4.751022146529897;WarmteAtlas:TEA_assets_minimale_potentie;;;
De Stichtse Rijnlanden;Midden-Holland;AWTG Bodegraven Willem de Zwijgerstraat;20.58;1163.04;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1901;2411.0;;;GM1901;2411.0;;;GM1901;2411.0;;False;False;False;52.089283035168386;4.751022146529897;WarmteAtlas:TEA_assets_minimale_potentie;;;
De Stichtse Rijnlanden;Midden-Holland;Waarder;3.43;0.0;Minimale waarde < 20 m3/uur;;GM1901;;;;GM1901;;;;GM1901;;;False;False;False;52.0593475847975;4.825086721014142;WarmteAtlas:TEA_assets_minimale_potentie;;;
De Stichtse Rijnlanden;Midden-Holland;Driebruggen;4.165;0.0;Minimale waarde < 20 m3/uur;;GM1901;;;;GM1901;;;;GM1901;;;False;False;False;52.046056478599006;4.805976699773077;WarmteAtlas:TEA_assets_minimale_potentie;;;
De Stichtse Rijnlanden;Midden-Holland;Nieuwerbrug;3.92;0.0;Minimale waarde < 20 m3/uur;;GM1901;2415.0;;;GM1901;2415.0;;;GM1901;2415.0;;False;False;False;52.07526342558819;4.8198551473907125;WarmteAtlas:TEA_assets_minimale_potentie;;;
HHS van Delfland;Rotterdam-Den Haag;Rg De Lier;134.26;7587.51;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1783;2678.0;;;GM1783;2678.0;;;GM1783;2678.0;;False;False;False;51.97234784941632;4.254845889279859;WarmteAtlas:TEA_assets_minimale_potentie;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Honselersdijk;46.06;2603.01;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1783;2675.0;;;GM1783;2675.0;;;GM1783;2675.0;;False;False;False;52.00683447768542;4.226163118815708;WarmteAtlas:TEA_assets_minimale_potentie;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Maasdijk;26.46;1495.34;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1783;2676.0;;;GM1783;2676.0;;;GM1783;2676.0;;False;False;False;51.96186844073305;4.214734303505989;WarmteAtlas:TEA_assets_minimale_potentie;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Naaldwijk;153.206666667;8658.26;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1783;2671.0;;;GM1783;2671.0;;;GM1783;2671.0;;False;False;False;51.99867774210651;4.211586822007482;WarmteAtlas:TEA_assets_minimale_potentie;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Monster;100.041666667;5653.71;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1783;2681.0;;;GM1783;2681.0;;;GM1783;2681.0;;False;False;False;52.03447763636525;4.18316933001529;WarmteAtlas:TEA_assets_minimale_potentie;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Heenweg;7.51333333332;0.0;Minimale waarde < 20 m3/uur;;GM1783;2691.0;;;GM1783;2691.0;;;GM1783;2691.0;;False;False;False;51.98363292434636;4.182555158315768;WarmteAtlas:TEA_assets_minimale_potentie;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Groeneweg;6.86;0.0;Minimale waarde < 20 m3/uur;;GM1783;2691.0;;;GM1783;2691.0;;;GM1783;2691.0;;False;False;False;51.981376811910316;4.196859312499902;WarmteAtlas:TEA_assets_minimale_potentie;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Staelduinen;50.6333333332;2861.47;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1783;2691.0;;;GM1783;2691.0;;;GM1783;2691.0;;False;False;False;51.96632632423877;4.190311181174679;WarmteAtlas:TEA_assets_minimale_potentie;;;
HHS van Delfland;Rotterdam-Den Haag;Rg s-Gravenzande;334.833333333;18922.63;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1783;2691.0;;;GM1783;2691.0;;;GM1783;2691.0;;False;False;False;51.99253199879586;4.169264922540502;WarmteAtlas:TEA_assets_minimale_potentie;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Naaldwijk Zuid;37.5666666667;2123.02;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1783;2671.0;;;GM1783;2671.0;;;GM1783;2671.0;;False;False;False;51.98624133400265;4.2076132288021695;WarmteAtlas:TEA_assets_minimale_potentie;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Molenweide/ Rg Maasland;169.54;9581.31;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1842;3155.0;;;GM1842;3155.0;;;GM1842;3155.0;;False;False;False;51.940450005707206;4.26945641885436;WarmteAtlas:TEA_assets_minimale_potentie;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Lookwatering;14.2916666667;0.0;Minimale waarde < 20 m3/uur;;GM1842;2635.0;;;GM1842;2635.0;;;GM1842;2635.0;;False;False;False;52.009912990424276;4.318485076952841;WarmteAtlas:TEA_assets_minimale_potentie;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Berkel;104.125;5884.47;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1621;2652.0;;;GM1621;2652.0;;;GM1621;2652.0;;False;False;False;51.98605454817508;4.462037533920077;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Diemen R3;69.0083333332;3899.9;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0384;1112.0;;;GM0384;1112.0;;;GM0384;1112.0;;False;False;False;52.32987855744503;4.949549376068545;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Diependaalselaan Hilversum;82.6875;4672.96;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0402;1215.0;;;GM0402;1215.0;;;GM0402;1215.0;;False;False;False;52.214174085084494;5.150297869793468;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;U10/U16;Engel de Ruyter Breukelen;28.9304166667;817.48;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.16904819719908;4.998547519309079;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;U10/U16;Binnenweg Loenersloot;1.04125;0.0;Minimale waarde < 20 m3/uur;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.22602299725392;5.001343693319901;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;U10/U16;Slotlaan Loenersloot;1.04125;0.0;Minimale waarde < 20 m3/uur;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.228877670541294;5.0002797478550844;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;U10/U16;Klokjeslaan Maarssen;4.96125;280.37;Minimale waarde < 20 m3/uur;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.14940452883035;5.043310734153871;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;U10/U16;Oude Dijk Tienhoven;5.06333333332;286.14;Minimale waarde < 20 m3/uur;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.15307348066395;5.0763786497051475;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;U10/U16;Ruwielstraat  Nieuwer ter Aa;1.81708333333;0.0;Minimale waarde < 20 m3/uur;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.19233402732212;4.981906201967635;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;U10/U16;Keizer Ottolaan Loenen;10.22875;0.0;Minimale waarde < 20 m3/uur;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.209488272484485;5.016322190117285;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;U10/U16;Floraweg Vreeland;3.53208333333;0.0;Minimale waarde < 20 m3/uur;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.23147325570859;5.031113574333251;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;U10/U16;Garstenstraat Nigtevecht;3.45041666667;0.0;Minimale waarde < 20 m3/uur;;GM1904;1393.0;;;GM1904;1393.0;;;GM1904;1393.0;;False;False;False;52.2769056544309;5.027760834725928;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;U10/U16;Industrieweg Mijdrecht;13.9445833333;0.0;Minimale waarde < 20 m3/uur;;GM0736;;;;GM0736;;;;GM0736;;;False;False;False;52.20656367631522;4.8863038689535;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;U10/U16;Burgemeester Fernhoutlaan Wilnis;12.6991666667;0.0;Minimale waarde < 20 m3/uur;;GM0736;;;;GM0736;;;;GM0736;;;False;False;False;52.199541513520195;4.8964025100195405;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;U10/U16;Reigerstraat Vinkeveen;32.9320833333;1861.11;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0736;;;;GM0736;;;;GM0736;;;False;False;False;52.211717120973255;4.926877198121225;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;U10/U16;Diamant Mijdrecht;27.8891666667;1576.11;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0736;;;;GM0736;;;;GM0736;;;False;False;False;52.21429452492035;4.8617518972958695;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;U10/U16;De Bruinlaan Amstelhoek;1.77625;0.0;Minimale waarde < 20 m3/uur;;GM0736;1427.0;;;GM0736;1427.0;;;GM0736;1427.0;;False;False;False;52.230220149117535;4.835875254892279;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;U10/U16;Zand- en Jaagpad Baambrugge;3.185;0.0;Minimale waarde < 20 m3/uur;;GM0736;1396.0;;;GM0736;1396.0;;;GM0736;1396.0;;False;False;False;52.24835416921322;4.989376953681377;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;U10/U16;Angsteloord Abcoude;40.8333333333;2307.63;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0736;1391.0;;;GM0736;1391.0;;;GM0736;1391.0;;False;False;False;52.267878363183726;4.979577525902711;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Zuiderzeeland;Flevoland;Larserbos;1.57208333333;0.0;Minimale waarde < 20 m3/uur;;GM0995;;;;GM0995;;;;GM0995;;;False;False;False;52.44947174021849;5.570026824358107;WarmteAtlas:TEA_assets_minimale_potentie;;;
Waterschap Zuiderzeeland;Flevoland;Warande;44.2429166667;2500.32;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0995;;;;GM0995;;;;GM0995;;;False;False;False;52.49311230738743;5.473331497983091;WarmteAtlas:TEA_assets_minimale_potentie;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Bijdorp/Rg Schiedam;644.84;36442.22;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0606;3119.0;;;GM0606;3119.0;;;GM0606;3119.0;;False;False;False;51.92424378598063;4.3811759092294045;WarmteAtlas:TEA_assets_minimale_potentie;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Nootdorp;38.7916666667;2192.25;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1926;2631.0;;;GM1926;2631.0;;;GM1926;2631.0;;False;False;False;52.04736422694627;4.403919301102159;WarmteAtlas:TEA_assets_minimale_potentie;;;
Schieland en de Krimpenerwaard;Midden-Holland;RG Schoonhoven Gemeente;0.0;0.0;Geen debiet data beschikbaar;;GM1931;2871.0;;;GM1931;2871.0;;;GM1931;2871.0;;False;False;False;51.943535895214325;4.847412878625335;WarmteAtlas:TEA_assets_minimale_potentie;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Lekkerkerk;57.2279166668;3234.15;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1931;2941.0;;;GM1931;2941.0;;;GM1931;2941.0;;False;False;False;51.89422723472315;4.674226376213868;WarmteAtlas:TEA_assets_minimale_potentie;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Krimpen aan de Lek;43.8754166667;2479.55;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1931;2931.0;;;GM1931;2931.0;;;GM1931;2931.0;;False;False;False;51.895158279595485;4.628067832816463;WarmteAtlas:TEA_assets_minimale_potentie;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Schoonhoven;84.77;4790.65;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1931;2871.0;;;GM1931;2871.0;;;GM1931;2871.0;;False;False;False;51.94353811729892;4.847391763208762;WarmteAtlas:TEA_assets_minimale_potentie;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Beijersche;2.38875;0.0;Minimale waarde < 20 m3/uur;;GM1931;2821.0;;;GM1931;2821.0;;;GM1931;2821.0;;False;False;False;51.98222678706578;4.715997639195474;WarmteAtlas:TEA_assets_minimale_potentie;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Clausstraat;6.57416666668;0.0;Minimale waarde < 20 m3/uur;;GM1931;2825.0;;;GM1931;2825.0;;;GM1931;2825.0;;False;False;False;51.946872148007294;4.705771074617623;WarmteAtlas:TEA_assets_minimale_potentie;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Gouderak;13.78125;0.0;Minimale waarde < 20 m3/uur;;GM1931;2831.0;;;GM1931;2831.0;;;GM1931;2831.0;;False;False;False;51.984451809990844;4.6751235756902645;WarmteAtlas:TEA_assets_minimale_potentie;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Ouderkerk a/d IJssel;28.91;1633.8;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1931;2935.0;;;GM1931;2935.0;;;GM1931;2935.0;;False;False;False;51.93373460175396;4.641622117778925;WarmteAtlas:TEA_assets_minimale_potentie;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Opweg;2.36833333333;0.0;Minimale waarde < 20 m3/uur;;GM1931;2825.0;;;GM1931;2825.0;;;GM1931;2825.0;;False;False;False;51.94366891655781;4.7180847475831325;WarmteAtlas:TEA_assets_minimale_potentie;;;
Schieland en de Krimpenerwaard;Rotterdam-Den Haag;Rioolgemaal Bergschenhoek;101.532083333;5737.94;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1621;2661.0;;;GM1621;2661.0;;;GM1621;2661.0;;False;False;False;51.982405204760184;4.504380607332974;WarmteAtlas:TEA_assets_minimale_potentie;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Distripark;5.77791666668;0.0;Minimale waarde < 20 m3/uur;;GM0627;2742.0;;;GM0627;2742.0;;;GM0627;2742.0;;False;False;False;52.01894681142272;4.634951785931087;WarmteAtlas:TEA_assets_minimale_potentie;;;
Schieland en de Krimpenerwaard;Rotterdam-Den Haag;AWTG Rokkeveen;0.0;0.0;Geen debiet data beschikbaar;;GM0637;2712.0;;;GM0637;2712.0;;;GM0637;2712.0;;False;False;False;52.04665160916401;4.503607640083199;WarmteAtlas:TEA_assets_minimale_potentie;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Zevenhuizen;188.16;10633.59;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1892;2761.0;;;GM1892;2761.0;;;GM1892;2761.0;;False;False;False;52.00696279700362;4.586524756751012;WarmteAtlas:TEA_assets_minimale_potentie;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Moerkapelle;25.6025;1446.88;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1892;2751.0;;;GM1892;2751.0;;;GM1892;2751.0;;False;False;False;52.04287059184712;4.568054726496554;WarmteAtlas:TEA_assets_minimale_potentie;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Emmahof;77.7058333332;4391.43;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1892;2911.0;;;GM1892;2911.0;;;GM1892;2911.0;;False;False;False;51.9623010891474;4.613154459623641;WarmteAtlas:TEA_assets_minimale_potentie;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Zuidplas;58.1466666668;1643.03;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1892;2914.0;;;GM1892;2914.0;;;GM1892;2914.0;;False;False;False;51.97171338962252;4.616253246371413;WarmteAtlas:TEA_assets_minimale_potentie;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Vijf Boeken;3.10333333333;0.0;Minimale waarde < 20 m3/uur;;GM1892;2911.0;;;GM1892;2911.0;;;GM1892;2911.0;;False;False;False;51.968428810245136;4.627860505493484;WarmteAtlas:TEA_assets_minimale_potentie;;;
Vallei en Veluwe;U10/U16;Overberg;9.39166666668;0.0;Minimale waarde < 20 m3/uur;;GM1581;;;;GM1581;;;;GM1581;;;False;False;False;52.03901191914584;5.503052811021449;WarmteAtlas:TEA_assets_minimale_potentie;;;
Vallei en Veluwe;U10/U16;Maarsbergen;4.59375;0.0;Minimale waarde < 20 m3/uur;;GM1581;;;;GM1581;;;;GM1581;;;False;False;False;52.06130300117795;5.404469976845558;WarmteAtlas:TEA_assets_minimale_potentie;;;
Vallei en Veluwe;U10/U16;Soesterberg;0.0;0.0;Minimale waarde < 20 m3/uur;;GM0355;;;;GM0355;;;;GM0355;;;False;False;False;52.10747947779515;5.289096826972356;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Zwarteweg Bussum;33.8304166667;1911.87;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1942;1405.0;;;GM1942;1405.0;;;GM1942;1405.0;;False;False;False;52.28060377531816;5.150676941420003;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Hooftlaan Bussum;112.740833333;6371.39;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1942;1401.0;;;GM1942;1401.0;;;GM1942;1401.0;;False;False;False;52.28379337605226;5.164010586731429;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Verlengde Fortlaan Naarden;146.591666667;8284.42;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1942;1412.0;;;GM1942;1412.0;;;GM1942;1412.0;;False;False;False;52.28591926972793;5.143657962915909;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Kocherplantsoen Muiderberg;6.32916666668;0.0;Minimale waarde < 20 m3/uur;;GM1942;1399.0;;;GM1942;1399.0;;;GM1942;1399.0;;False;False;False;52.322698164943894;5.115294361902522;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;RG Buitendijke;6.32916666668;0.0;Minimale waarde < 20 m3/uur;;GM1942;1399.0;;;GM1942;1399.0;;;GM1942;1399.0;;False;False;False;52.32464028842186;5.123584782435034;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Korte Muiderweg Weesp;15.8841666667;0.0;Minimale waarde < 20 m3/uur;;GM1942;1398.0;;;GM1942;1398.0;;;GM1942;1398.0;;False;False;False;52.326206737877754;5.063095545727081;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;RG Mariahoeve;4.30791666667;0.0;Minimale waarde < 20 m3/uur;;GM1942;1398.0;;;GM1942;1398.0;;;GM1942;1398.0;;False;False;False;52.32660395612853;5.0752208814356745;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;RG Zuid-West;1.63333333333;0.0;Minimale waarde < 20 m3/uur;;GM1942;1398.0;;;GM1942;1398.0;;;GM1942;1398.0;;False;False;False;52.329164764403814;5.062830443181199;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;RG Vesting Oost;4.30791666667;0.0;Minimale waarde < 20 m3/uur;;GM1942;1398.0;;;GM1942;1398.0;;;GM1942;1398.0;;False;False;False;52.32933292623034;5.069457105582045;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;RG Vesting West;1.63333333333;0.0;Minimale waarde < 20 m3/uur;;GM1942;1398.0;;;GM1942;1398.0;;;GM1942;1398.0;;False;False;False;52.33089129181705;5.066885519577427;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;RG Noord-West;1.57208333333;0.0;Minimale waarde < 20 m3/uur;;GM1942;1398.0;;;GM1942;1398.0;;;GM1942;1398.0;;False;False;False;52.33441251985807;5.067394613065177;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Ellermansstraat;14.27125;0.0;Minimale waarde < 20 m3/uur;;GM0437;1114.0;;;GM0437;1114.0;;;GM0437;1114.0;;False;False;False;52.32831102505644;4.9302726697047845;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;van Marwijk Kooystraat;54.4308333332;3076.08;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0437;1114.0;;;GM0437;1114.0;;;GM0437;1114.0;;False;False;False;52.332857368601616;4.9254958872102215;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Boostergemaal Zuid Marwijk Kooystraat Amsterdam;320.541666667;18114.96;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0437;1114.0;;;GM0437;1114.0;;;GM0437;1114.0;;False;False;False;52.33326021204113;4.923682718900608;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Rading Loosdrecht;37.1583333333;2099.95;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1696;1231.0;;;GM1696;1231.0;;;GM1696;1231.0;;False;False;False;52.20871255631981;5.138681255237961;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;De Kwakel Kortenhoef;26.3375;1488.42;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1696;1241.0;;;GM1696;1241.0;;;GM1696;1241.0;;False;False;False;52.241998811763224;5.108349448781136;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Meerlaan Nederhorst den Berg;12.8625;0.0;Minimale waarde < 20 m3/uur;;GM1696;1394.0;;;GM1696;1394.0;;;GM1696;1394.0;;False;False;False;52.251951544562495;5.0508662676863265;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Buhrmanlaan Ankeveen;2.14375;0.0;Minimale waarde < 20 m3/uur;;GM1696;1244.0;;;GM1696;1244.0;;;GM1696;1244.0;;False;False;False;52.263227054944096;5.100423660322868;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Snodenhoekpark;5.61458333332;0.0;Minimale waarde < 20 m3/uur;;GM0363;1107.0;;;GM0363;1107.0;;;GM0363;1107.0;;False;False;False;52.29102158755361;4.975045859349301;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Wethouder Abrahamspad;7.88083333332;0.0;Minimale waarde < 20 m3/uur;;GM0363;1107.0;;;GM0363;1107.0;;;GM0363;1107.0;;False;False;False;52.29166923558453;4.990442053845692;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Tafelbergweg;1.44958333333;0.0;Minimale waarde < 20 m3/uur;;GM0363;1105.0;;;GM0363;1105.0;;;GM0363;1105.0;;False;False;False;52.29241383490408;4.947022086347054;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Tienraaikade;5.83916666668;0.0;Minimale waarde < 20 m3/uur;;GM0363;1107.0;;;GM0363;1107.0;;;GM0363;1107.0;;False;False;False;52.293255899954794;4.970158651578528;WarmteAtlas:TEA_assets_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Schalkwijkpad;21.6008333333;1220.74;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM0363;1107.0;;;GM0363;1107.0;;;GM0363;1107.0;;False;False;False;52.294405916295965;4.981143205614423;WarmteAtlas:TEA_assets_minimale_potentie;;;
