Referentie;Aanvrager;SDE_ronde;Categorie;Cat_Soort;Cat_SubSrt;Cat_narrat;Status;Realisatie;Instal_Jr;Ingebruikn;E_drager_s;E_bron;Glas;V_MW;E_MWhpa;Eenh_verm;Vollast;Budget;Looptijd;Plaats;Gemeente;Provincie;RES_regio;Zon_PV;SBI_2dig;Klim_tafel;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
SDE2315323;Bio LNG ECL B.V.;2023;CO2-arme warmte;CO2armEnergieGebruik;CO2armeWarmte;Industriele warmtepomp;Nog te realiseren;Nee;n.a.;;warmte;industriële warmte;;2.4;19200.0;MWh;8000;6681600.0;12;LEEUWARDEN;LEEUWARDEN;FRIESLAND;FRIESLAND;Nvt;35;ELEK;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;False;n.a.;n.a.;WarmteAtlas:SDE_CO2arm;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:51;
SDE2310261;Bio LNG ECL B.V.;2023;CO2-arme warmte;CO2armEnergieGebruik;CO2armeWarmte;Industriele warmtepomp;Nog te realiseren;Nee;n.a.;;warmte;industriële warmte;;5.1;40800.0;MWh;8000;14296320.0;12;LEEUWARDEN;LEEUWARDEN;FRIESLAND;FRIESLAND;Nvt;35;ELEK;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;False;n.a.;n.a.;WarmteAtlas:SDE_CO2arm;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:51;
