Id;Status;Soort;Type;Stakeholder;Sector;Jaar;Woningen;ha_Kas;m2_Gebouw;MWh_FE_Rt;ktCO2eq_Rt;ktCO2_Rind;MWh_DE_P;MWh_FE_sh;patroon;circ_GrSt;beschrijving;weblink;koppeling;wkt;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;centroid_lat;centroid_lon;geom_wkt;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
Transitie1;In uitvoering;productie duurzame energie;bio2heat;Bio Forte Zaanstad BV;energie;2019;0.0;n.a.;0.0;n.a.;n.a.;n.a.;n.a.;n.a.;;;biomassa centrale bron voor warmtenet Zaanstad;https://warmtenet.zaanstad.nl/nieuws/aanleg-zaans-warmtenet-van-start;Transitie2;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;False;n.a.;n.a.;n.a.;WarmteAtlas:Transities;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:38;
