OBJECTID;Potentieel;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
1488;0.0;;GM1954;;;;GM1954;;;;GM1954;;;False;False;False;50.94334968049588;5.8844871532003244;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1489;0.0;;GM0986;;;;GM0986;;;;GM0986;;;False;False;False;50.8740950184477;5.8936877917607875;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1490;0.0;;GM0828;;;;GM0828;;;;GM0828;;;False;False;False;51.81017413514702;5.4014494585884885;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1491;0.0;;GM1705;;;;GM1705;;;;GM1705;;;False;False;False;51.8815195560547;5.896456379834397;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1492;0.0;;GM1945;;;;GM1945;;;;GM1945;;;False;False;False;51.86803765385877;5.928213438275642;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1493;0.0;;GM0668;;;;GM0668;;;;GM0668;;;False;False;False;51.83054011593261;5.549804636187749;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1494;0.0;;GM0225;;;;GM0225;;;;GM0225;;;False;False;False;51.893552148168204;5.546266504038172;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1495;0.0;;GM0214;;;;GM0214;;;;GM0214;;;False;False;False;51.9737750563825;5.425998469912573;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1496;0.0;;GM0275;;;;GM0275;;;;GM0275;;;False;False;False;51.99760215283991;6.092257719396194;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1497;0.0;;GM0263;;;;GM0263;;;;GM0263;;;False;False;False;51.81448902176361;5.312174200045521;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1498;0.0;;GM1740;;;;GM1740;;;;GM1740;;;False;False;False;51.90136016847743;5.527338583320017;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1499;0.0;;GM0214;;;;GM0214;;;;GM0214;;;False;False;False;51.958532055441786;5.536926327127657;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1500;0.0;;GM1945;;;;GM1945;;;;GM1945;;;False;False;False;51.85349373629722;6.00387836951838;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
