transformer_id;type;naam;operator;jaar;voltage_kv;latitude;longitude;primary_parent_id;aanwezige_transportcapaciteit_invoeding;aanwezige_transportcapaciteit_afname;benodigde_transportcapaciteit_invoeding;benodigde_transportcapaciteit_afname;unieke_verzoeken_invoeding;unieke_verzoeken_afname;wachtrij_invoeding;wachtrij_afname;voorspelde_capaciteit_invoeding;voorspelde_capaciteit_afname;jaartal_opgelost_invoeding;jaartal_opgelost_afname;congestiegebied_afname;congestiegebied_opwek;afname_kleurcode;opwek_kleurcode;provincie;info
Medemblik Transformator 1;RNB;Medemblik Transformator 1;Liander;2030;n.a.;52.810879015673635;5.048522995565446;Station Westwoud 150;40.0;0.0;14.0;1.0;n.a.;7.0;n.a.;1.62892;n.a.;n.a.;2031.0;2031.0;n.a.;n.a.;n.a.;n.a.;Noord-Holland;n.a.
NEDW;RNB;NEDW;Enexis;2030;n.a.;51.284214082671525;5.76830800533104;Station Nederweert 150 kV;135.46;136.61;51.600023;47.06654050760054;82.0;76.0;39.157;20.308;n.a.;n.a.;2025.0;2025.0;n.a.;n.a.;n.a.;n.a.;Limburg;n.a.
NVD;RNB;NVD;Enexis;2030;n.a.;52.38817993796788;6.454427979863908;Station Nijverdal 110 kV;87.19;87.19;23.7470298;38.85328793102319;21.0;30.0;2.493;6.355;n.a.;n.a.;2026.0;2026.0;n.a.;n.a.;n.a.;n.a.;Overijssel;n.a.
ODZ;RNB;ODZ;Coteq, Enexis;2030;n.a.;52.37083777351068;6.950844444154086;Station Oldenzaal 110 kV;92.04;94.49;44.2641892394088;58.2034660731784;35.0;49.0;7.306999999999999;10.24;n.a.;n.a.;2025.0;2025.0;n.a.;n.a.;n.a.;n.a.;Overijssel;n.a.
OL;RNB;OL;Enexis;2030;n.a.;52.364083372130295;6.14005165549472;Station Olst 110 kV;43.19;43.19;18.2312826024092;18.31765919235416;8.0;7.0;52.754;2.785;n.a.;n.a.;2034.0;2025.0;n.a.;n.a.;n.a.;n.a.;Overijssel;n.a.
OMD;RNB;OMD;Enexis;2030;n.a.;52.56943644028945;6.358008342497937;Station Ommen Dante 110 kV;34.42;34.57;42.35814299999999;33.37563257875917;25.0;39.0;4.868;13.34;n.a.;n.a.;n.a.;2028.0;n.a.;n.a.;n.a.;n.a.;Drenthe, Overijssel;n.a.
OS;RNB;OS;Enexis;2030;n.a.;51.771488159454094;5.538065469962552;Station Oss 150 kV;132.43;150.79;75.52459193000001;126.8201848370443;56.0;143.0;12.678;46.767;n.a.;n.a.;2030.0;2030.0;n.a.;n.a.;n.a.;n.a.;Noord-Brabant;n.a.
OS 'S-GRAVELAND 10-1i;RNB;OS 'S-GRAVELAND 10-1i;Liander;2030;n.a.;52.25782183784338;5.089687457029313;Station 's Graveland 150;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;2029.0;2029.0;n.a.;n.a.;n.a.;n.a.;Flevoland, Noord-Holland;n.a.
OS 'S-GRAVELAND 50-2i;RNB;OS 'S-GRAVELAND 50-2i;Liander;2030;n.a.;52.25061652978973;5.214784631402334;Station 's Graveland 150;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;2032.0;n.a.;n.a.;n.a.;n.a.;Noord-Holland, Utrecht;n.a.
OS AALSMEER BLOEMENVEILING 10-1i;RNB;OS AALSMEER BLOEMENVEILING 10-1i;Liander;2030;n.a.;52.24706621657069;4.769888796842818;Station Amstelveen 150;36.0;36.0;20.0;51.0;8.0;38.0;4.306;22.99782;n.a.;n.a.;n.a.;2034.0;n.a.;n.a.;n.a.;n.a.;Noord-Holland;n.a.
OS AALSMEER BLOEMENVEILING 10-2i;RNB;OS AALSMEER BLOEMENVEILING 10-2i;Liander;2030;n.a.;52.2351659967697;4.763298011758884;Station Amstelveen 150;36.0;36.0;14.0;32.0;n.a.;11.0;n.a.;12.93014;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Noord-Holland;n.a.
OS ALKMAAR 10-1i;RNB;OS ALKMAAR 10-1i;Liander;2030;n.a.;52.648135395769394;4.718047525797628;Station Oterleek 150;40.0;40.0;11.0;40.0;11.0;20.0;0.952;6.64408;n.a.;n.a.;2029.0;2035.0;n.a.;n.a.;n.a.;n.a.;Noord-Holland;n.a.
OS ALMERE 10-1i;RNB;OS ALMERE 10-1i;Liander;2030;n.a.;52.35549171356922;5.257124500502292;Station Almere 150 (CBL);104.0;59.0;30.0;67.0;34.0;39.0;7.935;8.2189;n.a.;n.a.;n.a.;2030.0;n.a.;n.a.;n.a.;n.a.;Flevoland;n.a.
OS ALPHEN CENTRUM 10-1i;RNB;OS ALPHEN CENTRUM 10-1i;Liander;2030;n.a.;52.112349376014805;4.680933445866132;Station Alphen a/d Rijn 150 kV;63.0;47.0;9.0;21.0;n.a.;13.0;n.a.;4.17794;n.a.;n.a.;n.a.;2029.0;n.a.;n.a.;n.a.;n.a.;Zuid-Holland;n.a.
OS ALPHEN CENTRUM 10-2i;RNB;OS ALPHEN CENTRUM 10-2i;Liander;2030;n.a.;52.14251972086543;4.695708635726655;Station Alphen a/d Rijn 150 kV;35.0;23.0;6.0;20.0;n.a.;8.0;n.a.;2.34046;n.a.;n.a.;n.a.;2029.0;n.a.;n.a.;n.a.;n.a.;Zuid-Holland;n.a.
OS ALPHEN WEST 10-1i;RNB;OS ALPHEN WEST 10-1i;Liander;2030;n.a.;52.11911538702998;4.630877581098704;Station Alphen a/d Rijn 150 kV;49.0;42.0;34.0;43.0;12.0;31.0;24.889;57.55908;n.a.;n.a.;2028.0;2027.0;n.a.;n.a.;n.a.;n.a.;Zuid-Holland;n.a.
OS AMSTELVEEN BOLWERK 50-1i;RNB;OS AMSTELVEEN BOLWERK 50-1i;Liander;2030;n.a.;52.3182596737781;4.8181437118970125;Station Amstelveen 150;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Noord-Holland;n.a.
OS ANNA PAULOWNA 10-2i;RNB;OS ANNA PAULOWNA 10-2i;Liander;2030;n.a.;52.86097264396874;4.753626385360655;Station Anna Paulowna 150;88.0;44.0;44.0;29.0;36.0;24.0;5.797;6.10048;n.a.;n.a.;2030.0;2032.0;n.a.;n.a.;n.a.;n.a.;Noord-Holland;n.a.
OS APELDOORN 10-1i;RNB;OS APELDOORN 10-1i;Liander;2030;n.a.;52.21963566413279;5.910635857137662;Station Apeldoorn 150;86.0;57.0;0.0;47.0;20.0;37.0;4.825;8.44726;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Gelderland;n.a.
OS APELDOORN 10-2i;RNB;OS APELDOORN 10-2i;Liander;2030;n.a.;52.150767270349554;5.9312828577021435;Station Apeldoorn 150;92.0;64.0;6.0;51.0;20.0;52.0;2.589;12.62744;n.a.;n.a.;n.a.;2036.0;n.a.;n.a.;n.a.;n.a.;Gelderland;n.a.
OS ARNHEM 10-1i;RNB;OS ARNHEM 10-1i;Liander;2030;n.a.;51.973121186617774;5.911426232727945;Station Arnhem 150;144.0;72.0;17.0;64.0;26.0;67.0;6.065;15.5684;n.a.;n.a.;n.a.;2035.0;n.a.;n.a.;n.a.;n.a.;Gelderland;n.a.
OS BASISWEG 10-1i;RNB;OS BASISWEG 10-1i;Liander;2030;n.a.;52.39131359180071;4.794251968641533;Station Amsterdam Hemweg 150;74.0;66.0;5.0;53.0;n.a.;28.0;n.a.;16.02558;n.a.;n.a.;n.a.;2031.0;n.a.;n.a.;n.a.;n.a.;Noord-Holland;n.a.
OS BASISWEG 10-2i;RNB;OS BASISWEG 10-2i;Liander;2030;n.a.;52.387441205725736;4.835981233586019;Station Amsterdam Hemweg 150;41.0;33.0;14.0;12.0;n.a.;4.0;n.a.;7.314;n.a.;n.a.;n.a.;2031.0;n.a.;n.a.;n.a.;n.a.;Noord-Holland;n.a.
OS BERGUM CENTRALE 10-1i;RNB;OS BERGUM CENTRALE 10-1i;Liander;2030;n.a.;53.18797775570421;6.071844241002835;Station Bergum 110;45.0;45.0;25.0;27.0;23.0;8.0;8.898;5.6062;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Friesland, Groningen;n.a.
OS BERGUM CENTRALE 10-2i;RNB;OS BERGUM CENTRALE 10-2i;Liander;2030;n.a.;53.26986660269279;6.122935588210221;Station Bergum 110;17.0;17.0;24.0;32.0;30.0;19.0;5.173;3.81204;n.a.;n.a.;2028.0;2028.0;n.a.;n.a.;n.a.;n.a.;Friesland;n.a.
OS BERGUM KOUMARWEI 20-1i;RNB;OS BERGUM KOUMARWEI 20-1i;Liander;2030;n.a.;53.256655176979606;6.164742595439764;Station Bergum 110;88.0;88.0;52.0;8.0;4.0;n.a.;46.748;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Friesland;n.a.
OS BEVERWIJK 50-1i;RNB;OS BEVERWIJK 50-1i;Liander;2030;n.a.;52.488039301667804;4.676216547059954;Station Velsen 150;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;2030.0;n.a.;n.a.;n.a.;n.a.;Noord-Holland;n.a.
OS BIJLMER NOORD 20-4i;RNB;OS BIJLMER NOORD 20-4i;Liander;2030;n.a.;52.32620500990123;4.93559544661858;Station Bijlmer Noord 150;145.0;88.0;0.0;62.0;n.a.;45.0;n.a.;57.69206;n.a.;n.a.;n.a.;2030.0;n.a.;n.a.;n.a.;n.a.;Noord-Holland;n.a.
OS BIJLMER ZUID 10-1i;RNB;OS BIJLMER ZUID 10-1i;Liander;2030;n.a.;52.297620472811296;4.966708778617823;Station Bijlmer Zuid 150;112.0;100.0;0.0;65.0;n.a.;28.0;n.a.;24.03586;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Noord-Holland;n.a.
OS BORCULO 10-1i;RNB;OS BORCULO 10-1i;Liander;2030;n.a.;52.12699384660403;6.537063577421883;Station Borculo 150;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Gelderland, Overijssel;n.a.
OS BORCULO 20-3i;RNB;OS BORCULO 20-3i;Liander;2030;n.a.;52.055632903980246;6.544613389694412;Station Borculo 150;171.0;85.0;102.0;27.0;26.0;31.0;45.745;54.2733;n.a.;n.a.;2036.0;n.a.;n.a.;n.a.;n.a.;n.a.;Gelderland;n.a.
OS CRAILO 10-1i;RNB;OS CRAILO 10-1i;Liander;2030;n.a.;52.261563917584176;5.210883502793129;Station 's Graveland 150;36.0;36.0;4.0;17.0;n.a.;7.0;n.a.;0.6171;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Noord-Holland;n.a.
OS CULEMBORG 10-1i;RNB;OS CULEMBORG 10-1i;Liander;2030;n.a.;51.89756483644916;5.232821942871633;Station Tiel 150;66.0;49.0;45.0;39.0;38.0;71.0;15.032;24.826;n.a.;n.a.;2036.0;2035.0;n.a.;n.a.;n.a.;n.a.;Gelderland;n.a.
OS CULEMBORG 10-2i;RNB;OS CULEMBORG 10-2i;Liander;2030;n.a.;51.93445020553077;5.314029526038726;Station Tiel 150;36.0;18.0;18.0;11.0;n.a.;7.0;n.a.;0.89042;n.a.;n.a.;2035.0;2035.0;n.a.;n.a.;n.a.;n.a.;Gelderland;n.a.
OS CULEMBORG 10-9i;RNB;OS CULEMBORG 10-9i;Liander;2030;n.a.;51.926592610608616;5.222502132597451;Station Tiel 150;23.0;12.0;10.0;12.0;11.0;18.0;2.758;6.68826;n.a.;n.a.;2035.0;2035.0;n.a.;n.a.;n.a.;n.a.;Gelderland;n.a.
OS DALE 10-1i;RNB;OS DALE 10-1i;Liander;2030;n.a.;51.95487517209551;6.545926739255109;Station Dale 150;76.0;57.0;61.0;68.0;41.0;66.0;10.704;10.3935;n.a.;n.a.;2033.0;2033.0;n.a.;n.a.;n.a.;n.a.;Gelderland;n.a.
OS DE VAART 10-1i;RNB;OS DE VAART 10-1i;Liander;2030;n.a.;52.39911480484843;5.221111633562267;Station Almere De Vaart 150 (CBL);116.0;69.0;16.0;41.0;45.0;43.0;20.064;14.13222;n.a.;n.a.;n.a.;2031.0;n.a.;n.a.;n.a.;n.a.;Flevoland;n.a.
OS DE VAART 10-3i;RNB;OS DE VAART 10-3i;Liander;2030;n.a.;52.4077083931505;5.29458930017594;Station Almere De Vaart 150 (CBL);92.0;57.0;27.0;16.0;6.0;12.0;10.785;17.9648;n.a.;n.a.;n.a.;2031.0;n.a.;n.a.;n.a.;n.a.;Flevoland;n.a.
OS DE WEEL 20-1i;RNB;OS DE WEEL 20-1i;Liander;2030;n.a.;52.726793452085026;4.854927457269326;Station De Weel 150;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;2026.0;n.a.;n.a.;n.a.;n.a.;Noord-Holland;n.a.
OS DEN HELDER DE SCHOOTEN 10-2i;RNB;OS DEN HELDER DE SCHOOTEN 10-2i;Liander;2030;n.a.;52.91627817091564;4.771286345208215;Station Anna Paulowna 150;89.0;44.0;28.0;18.0;23.0;21.0;3.394;9.44018;n.a.;n.a.;2030.0;2032.0;n.a.;n.a.;n.a.;n.a.;Noord-Holland;n.a.
OS DEN HELDER VOGELWIJK 10-1i;RNB;OS DEN HELDER VOGELWIJK 10-1i;Liander;2030;n.a.;52.95230253692326;4.7578268388217255;Station Anna Paulowna 150;20.0;20.0;4.0;14.0;n.a.;13.0;n.a.;22.81468;n.a.;n.a.;n.a.;2032.0;n.a.;n.a.;n.a.;n.a.;Noord-Holland;n.a.
OS DODEWAARD 10-1i;RNB;OS DODEWAARD 10-1i;Liander;2030;n.a.;51.92922962561926;5.59711887173302;Station Dodewaard 150;96.0;48.0;35.0;38.0;39.0;28.0;14.73;5.87416;n.a.;n.a.;2033.0;2033.0;n.a.;n.a.;n.a.;n.a.;Gelderland;n.a.
OS DODEWAARD 10-3i;RNB;OS DODEWAARD 10-3i;Liander;2030;n.a.;51.92499409904798;5.7174197440565795;Station Dodewaard 150;96.0;48.0;53.0;10.0;9.0;23.0;12.687;33.44748;n.a.;n.a.;2033.0;2033.0;n.a.;n.a.;n.a.;n.a.;Gelderland;n.a.
OS DOETINCHEM 10-3i;RNB;OS DOETINCHEM 10-3i;Liander;2030;n.a.;51.91531524059811;6.26935735841243;Station Doetinchem 150;138.0;69.0;14.0;62.0;38.0;45.0;10.576;6.41094;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Gelderland;n.a.
OS DOETINCHEM 10-5i;RNB;OS DOETINCHEM 10-5i;Liander;2030;n.a.;51.98674080643406;6.289618958436262;Station Doetinchem 150;106.0;49.0;33.0;36.0;29.0;39.0;10.161;10.37272;n.a.;n.a.;n.a.;2026.0;n.a.;n.a.;n.a.;n.a.;Gelderland;n.a.
OS DOETINCHEM 20-6i;RNB;OS DOETINCHEM 20-6i;Liander;2030;n.a.;52.01178333887403;6.242375208630159;Station Doetinchem 150;88.0;88.0;28.0;31.0;22.0;53.0;6.455;18.87868;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Gelderland;n.a.
OS DOETINCHEM 20-7i;RNB;OS DOETINCHEM 20-7i;Liander;2030;n.a.;52.05308521425982;6.304529746321812;Station Doetinchem 150;88.0;88.0;4.0;66.0;11.0;10.0;2.054;2.93806;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Gelderland;n.a.
OS DOKKUM 10-1i;RNB;OS DOKKUM 10-1i;Liander;2030;n.a.;53.39126916483673;6.082727894044765;Station Dokkum 110;22.0;22.0;16.0;13.0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;2031.0;2031.0;n.a.;n.a.;n.a.;n.a.;Friesland;n.a.
OS DOKKUM 20kV 20-1i;RNB;OS DOKKUM 20kV 20-1i;Liander;2030;n.a.;53.36278999866057;5.906311346978042;Station Dokkum 110;55.0;55.0;41.0;44.0;16.0;14.0;8.969;15.77582;n.a.;n.a.;2031.0;2031.0;n.a.;n.a.;n.a.;n.a.;Friesland;n.a.
OS DRACHTEN 10-1i;RNB;OS DRACHTEN 10-1i;Liander;2030;n.a.;53.098931003347154;6.070443512162128;Station Drachten 110;90.0;45.0;53.0;54.0;28.0;16.0;10.34;14.0688;n.a.;n.a.;2034.0;2034.0;n.a.;n.a.;n.a.;n.a.;Friesland, Groningen;n.a.
OS DRACHTEN 10-2i;RNB;OS DRACHTEN 10-2i;Liander;2030;n.a.;53.10353867224745;6.085176441818178;Station Drachten 110;50.0;50.0;24.0;43.0;23.0;11.0;7.891;3.66678;n.a.;n.a.;n.a.;2034.0;n.a.;n.a.;n.a.;n.a.;Friesland;n.a.
OS DRONTEN 10-1i;RNB;OS DRONTEN 10-1i;Liander;2030;n.a.;52.49360146444618;5.6926889400102905;Station Dronten 150 (CBL);117.0;72.0;45.0;57.0;66.0;75.0;13.902;10.10102;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Flevoland, Noord-Holland;n.a.
OS DRONTEN 20KV 20-2i;RNB;OS DRONTEN 20KV 20-2i;Liander;2030;n.a.;52.45279530548927;5.738222495854454;Station Dronten 150 (CBL);n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Flevoland;n.a.
OS DRUTEN 10-1i;RNB;OS DRUTEN 10-1i;Liander;2030;n.a.;51.863636588614455;5.605870801988079;Station Druten 150;88.0;44.0;81.0;36.0;33.0;36.0;49.984;6.41912;n.a.;n.a.;2027.0;n.a.;n.a.;n.a.;n.a.;n.a.;Gelderland;n.a.
OS DUKENBURG 10-1i;RNB;OS DUKENBURG 10-1i;Liander;2030;n.a.;51.81776752690635;5.837041338622482;Station Nijmegen 150;54.0;36.0;9.0;35.0;10.0;17.0;1.379;5.01184;n.a.;n.a.;n.a.;2031.0;n.a.;n.a.;n.a.;n.a.;Gelderland;n.a.
OS EDAM 10-1i;RNB;OS EDAM 10-1i;Liander;2030;n.a.;52.512456758512535;5.010481588196461;Station Wijdewormer 150;30.0;20.0;8.0;20.0;n.a.;10.0;n.a.;6.2097;n.a.;n.a.;n.a.;2030.0;n.a.;n.a.;n.a.;n.a.;Noord-Holland;n.a.
OS EDAM 10-2i;RNB;OS EDAM 10-2i;Liander;2030;n.a.;52.50897022486363;5.024499129445716;Station Wijdewormer 150;48.0;24.0;11.0;24.0;7.0;19.0;1.104;2.90736;n.a.;n.a.;n.a.;2026.0;n.a.;n.a.;n.a.;n.a.;Noord-Holland;n.a.
OS EDE 10-1i;RNB;OS EDE 10-1i;Liander;2030;n.a.;52.04159143642471;5.657466655662718;Station Ede 150;66.0;44.0;12.0;34.0;17.0;21.0;1.66;3.48697;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Gelderland, Noord-Holland;n.a.
OS EDE 10-2i;RNB;OS EDE 10-2i;Liander;2030;n.a.;52.09407647297077;5.711878073126928;Station Ede 150;91.0;69.0;52.0;73.0;55.0;77.0;16.053;23.84612;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Gelderland, Utrecht;n.a.
OS EERBEEK 10-1i + 10-2i;RNB;OS EERBEEK 10-1i + 10-2i;Liander;2030;n.a.;52.09056423243976;6.037421018779694;Station Eerbeek 150;104.0;69.0;51.0;70.0;29.0;32.0;23.942;35.69784;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Gelderland;n.a.
OS EIBERGEN 10-3i;RNB;OS EIBERGEN 10-3i;Liander;2030;n.a.;52.11480010112141;6.669546166884156;Station Eibergen 110 kV;55.0;55.0;29.0;27.0;9.0;7.0;2.642;9.1214;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Gelderland, Noord-Holland, Overijssel;n.a.
OS ELST 10-1i;RNB;OS ELST 10-1i;Liander;2030;n.a.;51.92338338629126;5.816943466923146;Station Elst 150;104.0;69.0;31.0;45.0;23.0;37.0;6.049;9.66676;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Gelderland;n.a.
OS ELST 10-2i;RNB;OS ELST 10-2i;Liander;2030;n.a.;51.95280875117819;5.883481359459586;Station Elst 150;80.0;46.0;8.0;34.0;17.0;33.0;11.31;12.16426;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Gelderland;n.a.
OS EMMELOORD 10-1i;RNB;OS EMMELOORD 10-1i;Liander;2030;n.a.;52.658749012922975;5.71206168630948;Station Emmeloord Zuidervaart 110 kV;73.0;46.0;32.0;24.0;35.0;29.0;11.707;8.912;n.a.;n.a.;2031.0;2031.0;n.a.;n.a.;n.a.;n.a.;Flevoland;n.a.
OS EMMELOORD 20-5i;RNB;OS EMMELOORD 20-5i;Liander;2030;n.a.;52.666368791456826;5.8176434122981;Station Emmeloord Zuidervaart 110 kV;145.0;88.0;39.0;51.0;32.0;19.0;24.272;23.89664;n.a.;n.a.;2031.0;2031.0;n.a.;n.a.;n.a.;n.a.;Flevoland;n.a.
OS ENKHUIZEN 10-1i;RNB;OS ENKHUIZEN 10-1i;Liander;2030;n.a.;52.693299699793066;5.237112427374822;Station Westwoud 150;73.0;36.0;19.0;32.0;10.0;18.0;4.421;12.70654;n.a.;n.a.;n.a.;2034.0;n.a.;n.a.;n.a.;n.a.;Flevoland, Noord-Holland;n.a.
OS ENKHUIZEN 10-2i;RNB;OS ENKHUIZEN 10-2i;Liander;2030;n.a.;52.709493751840576;5.2675820813630505;Station Westwoud 150;73.0;36.0;4.0;23.0;n.a.;11.0;n.a.;8.2069;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Noord-Holland;n.a.
OS FRANKENENG 10-1i;RNB;OS FRANKENENG 10-1i;Liander;2030;n.a.;52.02389668189441;5.610360101721669;Station Ede 150;29.0;29.0;6.0;27.0;20.0;55.0;6.809;13.44315;n.a.;n.a.;n.a.;2029.0;n.a.;n.a.;n.a.;n.a.;Gelderland, Utrecht;n.a.
OS FREDERIKSPLEIN 10-1i;RNB;OS FREDERIKSPLEIN 10-1i;Liander;2030;n.a.;52.358046151800586;4.894167527560408;Station Amsterdam Hoogte Kadijk 150;77.0;57.0;0.0;42.0;n.a.;10.0;n.a.;3.17514;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Noord-Holland;n.a.
OS GORREDIJK 10-1i;RNB;OS GORREDIJK 10-1i;Liander;2030;n.a.;52.987490525542256;6.096536900549795;Station Gorredijk 110;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;2027.0;2027.0;n.a.;n.a.;n.a.;n.a.;Friesland;n.a.
OS HAARLEMMERMEER 10-1i;RNB;OS HAARLEMMERMEER 10-1i;Liander;2030;n.a.;52.315866887127996;4.617471776632158;Station Haarlemmermeer 150;53.0;47.0;23.0;55.0;n.a.;17.0;n.a.;4.6774;n.a.;n.a.;n.a.;2032.0;n.a.;n.a.;n.a.;n.a.;Noord-Holland;n.a.
OS HAARLEMMERMEER 20-2i;RNB;OS HAARLEMMERMEER 20-2i;Liander;2030;n.a.;52.26963934319399;4.717570901172472;Station Haarlemmermeer 150;88.0;88.0;0.0;139.0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;2026.0;n.a.;n.a.;n.a.;n.a.;Noord-Holland;n.a.
OS HARDERWIJK 10-1i;RNB;OS HARDERWIJK 10-1i;Liander;2030;n.a.;52.347389591910705;5.649188566759017;Station Harderwijk 150 (CBL);72.0;48.0;22.0;47.0;32.0;52.0;7.251;10.50556;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Flevoland, Gelderland;n.a.
OS HARDERWIJK 10-2i;RNB;OS HARDERWIJK 10-2i;Liander;2030;n.a.;52.25983546689179;5.722419551750584;Station Harderwijk 150 (CBL);97.0;73.0;37.0;67.0;37.0;50.0;8.556;9.06407;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Gelderland;n.a.
OS HARSELAAR 10-1i;RNB;OS HARSELAAR 10-1i;Liander;2030;n.a.;52.186411906481;5.6674365026939535;Station Harselaar 150 (CBL);70.0;70.0;32.0;44.0;42.0;48.0;7.639;7.31856;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Gelderland;n.a.
OS HARSELAAR 20-3i;RNB;OS HARSELAAR 20-3i;Liander;2030;n.a.;52.13528403614071;5.529176823879017;Station Harselaar 150 (CBL);94.0;94.0;64.0;76.0;52.0;85.0;66.374;80.04207;n.a.;n.a.;n.a.;2029.0;n.a.;n.a.;n.a.;n.a.;Gelderland, Utrecht;n.a.
OS HATTEM 10-1i;RNB;OS HATTEM 10-1i;Liander;2030;n.a.;52.42987225094713;6.0356950801929505;Station Hattem 150 (CBL);89.0;60.0;38.0;45.0;39.0;38.0;10.482;32.37932;n.a.;n.a.;n.a.;2028.0;n.a.;n.a.;n.a.;n.a.;Gelderland, Overijssel;n.a.
OS HEERENVEEN 10-1i;RNB;OS HEERENVEEN 10-1i;Liander;2030;n.a.;52.96705558767028;5.968215972255987;Station Heerenveen 110;83.0;55.0;32.0;34.0;15.0;21.0;15.967;7.09088;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Friesland;n.a.
OS HEERHUGOWAARD 50-1i;RNB;OS HEERHUGOWAARD 50-1i;Liander;2030;n.a.;52.67904461166889;4.843509903424307;Station Oterleek 150;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Noord-Holland;n.a.
OS HERBAYUM 10-1i;RNB;OS HERBAYUM 10-1i;Liander;2030;n.a.;53.18297772700952;5.5133458524631855;Station Herbayum 110;55.0;39.0;40.0;32.0;30.0;18.0;10.595;13.95474;n.a.;n.a.;2032.0;2032.0;n.a.;n.a.;n.a.;n.a.;Friesland;n.a.
OS HERBAYUM 10-2i;RNB;OS HERBAYUM 10-2i;Liander;2030;n.a.;53.1937975904153;5.439918345310999;Station Herbayum 110;57.0;23.0;16.0;27.0;6.0;n.a.;1.721;n.a.;n.a.;n.a.;n.a.;2030.0;n.a.;n.a.;n.a.;n.a.;Friesland;n.a.
OS HERBAYUM 20KV 20-1i;RNB;OS HERBAYUM 20KV 20-1i;Liander;2030;n.a.;53.29509778700112;5.389177421710313;Station Herbayum 110;65.0;65.0;40.0;21.0;17.0;7.0;28.806;4.97902;n.a.;n.a.;2029.0;n.a.;n.a.;n.a.;n.a.;n.a.;Friesland;n.a.
OS HERBAYUM 20KV 20-2i;RNB;OS HERBAYUM 20KV 20-2i;Liander;2030;n.a.;53.10288086772914;5.412142126479639;Station Herbayum 110;139.0;65.0;61.0;43.0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;Friesland;n.a.
OS HILLEGOM 10-1i;RNB;OS HILLEGOM 10-1i;Liander;2030;n.a.;52.29737507636884;4.572659075181141;Station Sassenheim 150 kV;23.0;23.0;12.0;22.0;n.a.;21.0;n.a.;3.55904;n.a.;n.a.;n.a.;2031.0;n.a.;n.a.;n.a.;n.a.;Zuid-Holland;n.a.
