waterschap;res_gebied;min_uur;min_gj_ex;type;opmerking;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;centroid_lat;centroid_lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
Waterschap Hollandse Delta;Rotterdam-Den Haag;5.65541666668;160;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1930;3218.0;;;GM1930;3218.0;;;GM1930;3218.0;;False;False;False;51.865846237149256;4.225036467461284;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;36.2395833333;1024;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1992;3233.0;;;GM1992;3233.0;;;GM1992;3233.0;;False;False;False;51.917761637745755;4.116384747683461;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;0.0;0;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1992;3233.0;;;GM1992;3233.0;;;GM1992;3233.0;;False;False;False;51.91689329008229;4.117342617199691;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;2.12333333333;120;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1992;3232.0;;;GM1992;3232.0;;;GM1992;3232.0;;False;False;False;51.89059233304312;4.157331997937607;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;0.81666666667;23;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1992;3233.0;;;GM1992;3233.0;;;GM1992;3233.0;;False;False;False;51.917781654207786;4.116357421240226;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;53.7979166666;1520;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1992;3225.0;;;GM1992;3225.0;;;GM1992;3225.0;;False;False;False;51.84401649892791;4.176852753840749;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;3.28708333333;93;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1992;3225.0;;;GM1992;3225.0;;;GM1992;3225.0;;False;False;False;51.843575090722226;4.17761903923878;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;13.8220833333;391;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1963;3281.0;;;GM1963;;;;GM1963;;;False;False;False;51.72579107818503;4.420597879533093;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
Waterschap Hollandse Delta;Hoeksewaard;1.79666666667;51;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1963;;;;GM1963;;;;GM1963;;;False;False;False;51.732358926417;4.574734195249577;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;1.36791666667;77;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;;GM1930;3208.0;;;GM1930;3208.0;;;GM1930;3208.0;;False;False;False;51.83276941998405;4.311817907204326;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
