OBJECTID;accomm_id;accomm_nm;bouwjaar;X;Y;adres;postcode;plaatsnaam;gemeente;provincie;n_voorzien;n_ind_ voo;n_out_voor;n_out_kuns;n_out_natu;n_out swat;n_out_wat;n_sporthln;n_sportzln;n_gymzln;sport;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
467;17651;sportpark 't kraaienbos;1978.0;135400.0;398796.0;centaurusweg 80;5015ta;tilburg;tilburg;noord-brabant;2;0;2;0;2;0;0;0;0;0;voetbal;BU08554406;GM0855;5015;5015TA;BU08554406;GM0855;5015.0;5015TA;BU08554406;GM0855;5015.0;5015TA;False;False;False;51.577746325662;5.104445549265902;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
468;17652;bijstervelden;n.a.;128793.0;399917.0;bijsterveldenlaan 1;5045zz;tilburg;tilburg;noord-brabant;7;0;7;3;4;0;0;0;0;0;voetbal;BU08554701;GM0855;5045;5045ZZ;BU08554701;GM0855;5045.0;5045ZZ;BU08554701;GM0855;5045.0;5045ZZ;False;False;False;51.58755309492522;5.009048663825967;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
469;17653;sportpark campenhoef;1996.0;128336.0;398252.0;kronenbergstraat 10;5045nc;tilburg;tilburg;noord-brabant;3;0;3;2;1;0;0;0;0;0;voetbal;BU08554903;GM0855;5045;5045NC;BU08554903;GM0855;5045.0;5045NC;BU08554903;GM0855;5045.0;5045NC;False;False;False;51.57256587210095;5.002581348705338;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
470;17654;sportpark d'n haaikant;1977.0;134885.0;398513.0;Jac. Van Vollenhovenstraat 304;5012ad;tilburg;tilburg;noord-brabant;3;0;3;2;1;0;0;0;0;0;voetbal;BU08554405;GM0855;5012;5012AD;BU08554405;GM0855;5012.0;5012AD;BU08554405;GM0855;5012.0;5012AD;False;False;False;51.57518438687555;5.097032338839158;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
471;17655;sportpark koos eras;1970.0;132896.0;399041.0;goirkekanaaldijk 175;5049bt;tilburg;tilburg;noord-brabant;2;0;2;1;1;0;0;0;0;0;voetbal;BU08554207;GM0855;5049;5049BT;BU08554207;GM0855;5049.0;5049BT;BU08554207;GM0855;5049.0;5049BT;False;False;False;51.579855600947944;5.068307083029327;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
472;17656;sportpark matterhornhoek;1984.0;134171.0;394771.0;matterhornhoek 20;5022pk;tilburg;tilburg;noord-brabant;4;0;4;2;2;0;0;0;0;0;voetbal;BU08553201;GM0855;5022;5022PK;BU08553201;GM0855;5022.0;5022PK;BU08553201;GM0855;5022.0;5022PK;False;False;False;51.54152341499824;5.086955012994749;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
473;17657;sportpark melis stokestraat;1958.0;134929.0;398041.0;melis stokestraat 42;5013bm;tilburg;tilburg;noord-brabant;2;0;2;1;1;0;0;0;0;0;voetbal;BU08552904;GM0855;5013;5013BM;BU08552904;GM0855;5013.0;5013BM;BU08552904;GM0855;5013.0;5013BM;False;False;False;51.57094338949534;5.097694099071441;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
474;17658;sportpark moerenburg;1981.0;136391.0;396449.0;moerenburgseweg 6;5018tc;tilburg;tilburg;noord-brabant;2;0;2;1;1;0;0;0;0;0;voetbal;BU08553001;GM0855;5018;5018TC;BU08553001;GM0855;5018.0;5018TC;BU08553001;GM0855;5018.0;5018TC;False;False;False;51.55668396818974;5.118866523146698;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
475;17659;sportpark noord;1989.0;131916.0;398869.0;brugstraat 5;5042sb;tilburg;tilburg;noord-brabant;7;0;7;1;6;0;0;0;0;0;voetbal;BU08553801;GM0855;5042;5042SB;BU08553801;GM0855;5042.0;5042SB;BU08553801;GM0855;5042.0;5042SB;False;False;False;51.57827018521768;5.0541801885589095;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
476;17660;sportpark noorderpark;1973.0;132989.0;399399.0;heikantlaan 110;5049an;tilburg;tilburg;noord-brabant;2;0;2;0;2;0;0;0;0;0;voetbal;BU08554207;GM0855;5049;5049AN;BU08554207;GM0855;5049.0;5049AN;BU08554207;GM0855;5049.0;5049AN;False;False;False;51.583077123794396;5.06962626706385;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
477;17661;sportpark spoordijk;1932.0;135786.0;397066.0;spoordijk 30;5018gh;tilburg;tilburg;noord-brabant;6;0;6;3;3;0;0;0;0;0;voetbal;BU08553001;GM0855;5018;5018GH;BU08553001;GM0855;5018.0;5018GH;BU08553001;GM0855;5018.0;5018GH;False;False;False;51.56220953768151;5.1101089251753296;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
478;17662;sportpark westend;1912.0;130493.496;396335.652;gilzerbaan 251;5032vd;tilburg;tilburg;noord-brabant;6;0;6;3;3;0;0;0;0;0;voetbal;BU08556303;GM0855;5032;5032VD;BU08556303;GM0855;5032.0;5032VD;BU08556303;GM0855;5032.0;5032VD;False;False;False;51.555439069605754;5.033836004811066;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
479;17663;sportpark willem ii;n.a.;132729.0;394845.0;goirleseweg 34;5026pc;tilburg;tilburg;noord-brabant;3;0;3;0;3;0;0;0;0;0;voetbal;BU08553301;GM0855;5026;5026PC;BU08553301;GM0855;5026.0;5026PC;BU08553301;GM0855;5026.0;5026PC;False;False;False;51.54213333018295;5.066164447101464;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
480;17664;berkelseweg;1930.0;139150.0;399847.0;berkelseweg 14;5056pn;berkel-enschot;tilburg;noord-brabant;5;0;5;1;4;0;0;0;0;0;voetbal;BU08556608;GM0855;5056;5056PN;BU08556608;GM0855;5056.0;5056PN;BU08556608;GM0855;5056.0;5056PN;False;False;False;51.58731151770808;5.158496213583986;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
481;17665;sportpark zeshoeven;1988.0;138282.0;401684.0;sportlaan 15d;5071cb;udenhout;tilburg;noord-brabant;4;0;4;1;3;0;0;0;0;0;voetbal;BU08556706;GM0855;5071;5071CB;BU08556706;GM0855;5071.0;5071CB;BU08556706;GM0855;5071.0;5071CB;False;False;False;51.60379825430666;5.145883872931178;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
482;17666;sportpark hulsdonk;1967.0;89462.0;393361.0;sportstraat 17;4708ap;roosendaal;roosendaal;noord-brabant;10;0;10;4;6;0;0;0;0;0;voetbal;BU16740700;GM1674;4708;4708AP;BU16740700;GM1674;4708.0;4708AP;BU16740700;GM1674;4708.0;4708AP;False;False;False;51.52541849926847;4.442801177684121;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
483;17667;sportpark kortendijk;1975.0;91972.0;393209.0;zundertseweg 17;4707xd;roosendaal;roosendaal;noord-brabant;4;0;4;0;4;0;0;0;0;0;voetbal;BU16740600;GM1674;4707;4707XD;BU16740600;GM1674;4707.0;4707XD;BU16740600;GM1674;4707.0;4707XD;False;False;False;51.524339118247774;4.4789930634658095;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
484;17668;sportpark vierhoeven;2006.0;91873.0;392004.0;nispenseweg 1;4707ra;roosendaal;roosendaal;noord-brabant;8;0;8;1;7;0;0;0;0;0;voetbal;BU16740509;GM1674;4707;4707RA;BU16740509;GM1674;4707.0;4707RA;BU16740509;GM1674;4707.0;4707RA;False;False;False;51.51349782922431;4.47778333079853;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
485;17669;sportpark de doelen;1983.0;85263.0;393139.0;doeldreef 50;4724bl;wouw;roosendaal;noord-brabant;4;0;4;1;3;0;0;0;0;0;voetbal;BU16741100;GM1674;4724;4724BL;BU16741100;GM1674;4724.0;4724BL;BU16741100;GM1674;4724.0;4724BL;False;False;False;51.52291853529398;4.382346444628081;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
486;17670;sportpark heerle;2010.0;84045.0;392701.0;herelsestraat 104;4726ah;heerle;roosendaal;noord-brabant;2;0;2;0;2;0;0;0;0;0;voetbal;BU16741200;GM1674;4726;4726AH;BU16741200;GM1674;4726.0;4726AH;BU16741200;GM1674;4726.0;4726AH;False;False;False;51.51882976218804;4.364887191184788;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
487;17671;sportpark de wallen;1974.0;90854.0;388632.0;heijbeeksestraat 1b;4709bm;nispen;roosendaal;noord-brabant;2;0;2;0;2;0;0;0;0;0;voetbal;BU16741000;GM1674;4709;4709BM;BU16741000;GM1674;4709.0;4709BM;BU16741000;GM1674;4709.0;4709BM;False;False;False;51.483076117471505;4.463720644780902;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
488;17672;sportpark rimboe;1984.0;85539.0;388072.0;wildersedreef 1;4725sp;wouwse plantage;roosendaal;noord-brabant;3;0;3;0;3;0;0;0;0;0;voetbal;BU16741409;GM1674;4725;4725SP;BU16741409;GM1674;4725.0;4725SP;BU16741409;GM1674;4725.0;4725SP;False;False;False;51.4774128533674;4.387324266515485;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
489;17673;sportpark de wildert;n.a.;104598.0;386142.0;wildertsedijk 22;4881ev;zundert;zundert;noord-brabant;3;0;3;0;3;0;0;0;0;0;voetbal;BU08790009;GM0879;4881;4881EV;BU08790009;GM0879;4881.0;4881EV;BU08790009;GM0879;4881.0;4881EV;False;False;False;51.46209307310682;4.6619261250968;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
490;17674;sportpark de laguiten;1991.0;106769.0;392619.0;laguitensebaan 56;4891xr;rijsbergen;zundert;noord-brabant;5;0;5;0;5;0;0;0;0;0;voetbal;BU08790400;GM0879;4891;4891XR;BU08790400;GM0879;4891.0;4891XR;BU08790400;GM0879;4891.0;4891XR;False;False;False;51.52049898980028;4.692275729054055;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
491;17675;sportpark diepstraat;1968.0;102949.0;385571.0;diepstraat 41;4884aa;wernhout;zundert;noord-brabant;2;0;2;0;2;0;0;0;0;0;voetbal;BU08790200;GM0879;4884;4884AA;BU08790200;GM0879;4884.0;4884AA;BU08790200;GM0879;4884.0;4884AA;False;False;False;51.45681105538168;4.638283626930464;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
492;17676;sportpark v.v. achtmaal;n.a.;98948.0;385550.0;buntweg 7;4885kt;achtmaal;zundert;noord-brabant;2;0;2;0;2;0;0;0;0;0;voetbal;BU08790309;GM0879;4885;4885KT;BU08790309;GM0879;4885.0;4885KT;BU08790309;GM0879;4885.0;4885KT;False;False;False;51.45623874279109;4.580725229994473;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
493;17677;sportpark d'n donk;2002.0;140399.0;397905.0;sportlaan 20;5062jk;oisterwijk;oisterwijk;noord-brabant;4;0;4;0;4;0;0;0;0;0;voetbal;BU08241901;GM0824;5062;5062JK;BU08241901;GM0824;5062.0;5062JK;BU08241901;GM0824;5062.0;5062JK;False;False;False;51.569889618957454;5.1765993089401094;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
494;17678;sportpark d'n donk ii;2003.0;140197.0;397979.0;sportlaan 24;5062jk;oisterwijk;oisterwijk;noord-brabant;4;0;4;0;4;0;0;0;0;0;voetbal;BU08241901;GM0824;5062;5062JK;BU08241901;GM0824;5062.0;5062JK;BU08241901;GM0824;5062.0;5062JK;False;False;False;51.57054948935158;5.173682592032238;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
495;17679;Sportpark Aucadia;1976.0;140603.0;395983.0;molenstraat 4;5066xh;moergestel;oisterwijk;noord-brabant;4;0;4;0;4;0;0;0;0;0;voetbal;BU08240701;GM0824;5066;5066XH;BU08240704;GM0824;5066.0;5066XH;BU08240704;GM0824;5066.0;5066XH;True;False;False;51.55261888591343;5.179620680242653;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
496;17680;sportpark de heihoef;2012.0;162182.0;380072.0;roostenlaan 305;5644br;eindhoven;eindhoven;noord-brabant;4;0;4;0;4;0;0;0;0;0;voetbal;BU07722240;GM0772;5644;5644BR;BU07722240;GM0772;5644.0;5644BR;BU07722240;GM0772;5644.0;5644BR;False;False;False;51.40973870397827;5.490428549511081;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
497;17681;genneper parken;1950.0;161334.0;380141.0;charles roelslaan 7;5644hx;eindhoven;eindhoven;noord-brabant;13;0;13;1;12;0;0;0;0;0;voetbal;BU07722260;GM0772;5644;5644HX;BU07722260;GM0772;5644.0;5644HX;BU07722260;GM0772;5644.0;5644HX;False;False;False;51.41036909314701;5.4782413991118775;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
498;17682;sportpark 't bokt;1982.0;162802.0;388731.0;anconalaan 3;5633bj;eindhoven;eindhoven;noord-brabant;10;0;10;1;9;0;0;0;0;0;voetbal;BU07725460;GM0772;5633;5633BJ;BU07725460;GM0772;5633.0;5633BJ;BU07725460;GM0772;5633.0;5633BJ;False;False;False;51.48756324139397;5.499531910460113;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
499;17684;sportpark de leeuwekuil;1998.0;158219.0;388138.0;amstelstraat 1;5626bx;eindhoven;eindhoven;noord-brabant;4;0;4;2;2;0;0;0;0;0;voetbal;BU07725210;GM0772;5626;5626BX;BU07725210;GM0772;5626.0;5626BX;BU07725210;GM0772;5626.0;5626BX;False;False;False;51.48227790864384;5.433541851243891;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
500;17685;Sportpark Dommeldal Zuid;1978.0;159460.0;380749.0;locatellistraat 3;5654jb;eindhoven;eindhoven;noord-brabant;4;0;4;1;3;0;0;0;0;0;voetbal;BU07727250;GM0772;5654;5654JB;BU07727250;GM0772;5654.0;5654JB;BU07727250;GM0772;5654.0;5654JB;False;False;False;51.41585217083534;5.451313522178793;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
501;17686;sportpark meerhoven;2006.0;156446.0;382973.0;het schaapsdijk 109;5657aw;eindhoven;eindhoven;noord-brabant;5;0;5;2;3;0;0;0;0;0;voetbal;BU07726399;GM0772;5657;5657AW;BU07726399;GM0772;5657.0;5657AW;BU07726399;GM0772;5657.0;5657AW;False;False;False;51.43585883444318;5.407996329331135;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
502;17687;sportpark de heikant;1985.0;154342.0;382306.0;heikantsebaan 17;5507pj;veldhoven;veldhoven;noord-brabant;6;0;6;1;5;0;0;0;0;0;voetbal;BU08610200;GM0861;5507;5507PJ;BU08610200;GM0861;5507.0;5507PJ;BU08610200;GM0861;5507.0;5507PJ;False;False;False;51.42986489709238;5.377739181132247;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
503;17688;sportpark de korze 82;1995.0;154979.0;378891.0;korze 82;5504mk;veldhoven;veldhoven;noord-brabant;4;0;4;1;3;0;0;0;0;0;voetbal;BU08610000;GM0861;5504;5504MK;BU08610000;GM0861;5504.0;5504MK;BU08610000;GM0861;5504.0;5504MK;False;False;False;51.399168891597;5.386898992717649;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
504;17689;sportpark jongelingsveld;1968.0;156478.0;380057.0;kerkakkerstraat 139;5504gm;veldhoven;veldhoven;noord-brabant;3;0;3;1;2;0;0;0;0;0;voetbal;BU08610003;GM0861;5504;5504GM;BU08610003;GM0861;5504.0;5504GM;BU08610003;GM0861;5504.0;5504GM;False;False;False;51.409647745350576;5.408444221212349;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
505;17690;sportpark zeelst;1989.0;156959.0;381255.0;sportlaan 3;5502ed;veldhoven;veldhoven;noord-brabant;4;0;4;1;3;0;0;0;0;0;voetbal;BU08610002;GM0861;5502;5502ED;BU08610002;GM0861;5502.0;5502ED;BU08610002;GM0861;5502.0;5502ED;False;False;False;51.42041472039389;5.415364365166183;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
506;17691;sportpark de meeren;1980.0;99462.0;406822.0;westrand 3;4761pz;zevenbergen;moerdijk;noord-brabant;5;0;5;2;3;0;0;0;0;0;voetbal;BU17090002;GM1709;4761;4761PZ;BU17090002;GM1709;4761.0;4761PZ;BU17090002;GM1709;4761.0;4761PZ;False;False;False;51.647480044239614;4.584749658082062;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
507;17692;sportpark de waai;1982.0;105021.0;406734.0;kloosterlaan 12;4772ra;langeweg;moerdijk;noord-brabant;1;0;1;0;1;0;0;0;0;0;voetbal;BU17090200;GM1709;4772;4772RA;BU17090200;GM1709;4772.0;4772RA;BU17090200;GM1709;4772.0;4772RA;False;False;False;51.64721214677387;4.6650761839445885;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
508;17693;Sportpark D'n Hoekschop;2002.0;106168.0;409706.0;bloemendaalse zeedijk 2b;4765bp;zevenbergschen hoek;moerdijk;noord-brabant;2;0;2;0;2;0;0;0;0;0;voetbal;BU17090100;GM1709;4765;4765BP;BU17090100;GM1709;4765.0;4765BP;BU17090100;GM1709;4765.0;4765BP;False;False;False;51.67402544228332;4.681231181153573;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
509;17694;Sportcomplex De polderring;1974.0;87289.0;407895.0;de polderstraat 3;4794ap;heijningen;moerdijk;noord-brabant;3;0;3;0;3;0;0;0;0;0;voetbal;BU17090800;GM1709;4794;4794AP;BU17090800;GM1709;4794.0;4794AP;BU17090800;GM1709;4794.0;4794AP;False;False;False;51.65578577459758;4.4086795223346025;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
510;17695;Sportpark de Willemsch Veste;n.a.;89950.0;411584.0;grintweg 2;4797sz;willemstad;moerdijk;noord-brabant;5;0;5;0;5;0;0;0;0;0;voetbal;BU17090909;GM1709;4797;4797SZ;BU17090909;GM1709;4797.0;4797SZ;BU17090909;GM1709;4797.0;4797SZ;False;False;False;51.68925586551082;4.446440979011925;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
511;17696;sportpark de fendert ii;1990.0;91133.0;406277.0;parallelweg 3;4793az;fijnaart;moerdijk;noord-brabant;6;0;6;0;6;0;0;0;0;0;voetbal;BU17090700;GM1709;4793;4793AZ;BU17090700;GM1709;4793.0;4793AZ;BU17090700;GM1709;4793.0;4793AZ;False;False;False;51.64169499329769;4.464520088570387;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
512;17697;Sportpark Hamel;1973.0;94415.0;403111.0;Dr. Poelsstraat 4;4758an;standdaarbuiten;moerdijk;noord-brabant;2;0;2;1;1;0;0;0;0;0;voetbal;BU17090600;GM1709;4758;4758AN;BU17090600;GM1709;4758.0;4758AN;BU17090600;GM1709;4758.0;4758AN;False;False;False;51.61360410618398;4.512478797712698;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
513;17698;sportpark molenvliet;2009.0;96169.0;409542.0;molenvliet 9;4791gb;klundert;moerdijk;noord-brabant;4;0;4;1;3;0;0;0;0;0;voetbal;BU17090300;GM1709;4791;4791GB;BU17090300;GM1709;4791.0;4791GB;BU17090300;GM1709;4791.0;4791GB;False;False;False;51.67159080894292;4.536715919125787;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
514;17699;sportpark noordhoek;1969.0;95643.0;406306.0;kapellenhof 1;4759an;noordhoek;moerdijk;noord-brabant;3;0;3;0;3;0;0;0;0;0;voetbal;BU17090500;GM1709;4759;4759AN;BU17090500;GM1709;4759.0;4759AN;BU17090500;GM1709;4759.0;4759AN;False;False;False;51.64245111906201;4.529663556243833;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
515;17700;sportpark de lage banken;2015.0;103302.0;399032.0;concordialaan 212;4871zd;etten-leur;etten-leur;noord-brabant;5;0;5;4;1;0;0;0;0;0;voetbal;BU07771006;GM0777;4871;4871ZD;BU07771006;GM0777;4871.0;4871ZD;BU07771006;GM0777;4871.0;4871ZD;False;False;False;51.577831175636454;4.641380464203234;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
516;17701;sportpark hoge neerstraat i;1997.0;104477.0;398026.0;olympiade 7;4873da;etten-leur;etten-leur;noord-brabant;7;0;7;1;6;0;0;0;0;0;voetbal;BU07772009;GM0777;4873;4873DA;BU07772009;GM0777;4873.0;4873DA;BU07772009;GM0777;4873.0;4873DA;False;False;False;51.5688961332853;4.658475427339907;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
517;17702;sportpark hoge neerstraat ii;1997.0;104426.0;397811.0;olympiade 25;4873da;etten-leur;etten-leur;noord-brabant;5;0;5;1;4;0;0;0;0;0;voetbal;BU07772009;GM0777;4873;4873DA;BU07772009;GM0777;4873.0;4873DA;BU07772009;GM0777;4873.0;4873DA;False;False;False;51.56695912549833;4.65777092233541;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
518;17703;sportpark de heikampen;1976.0;179359.0;373689.0;bennenbroekstraat 65;5712bl;someren;someren;noord-brabant;4;0;4;1;3;0;0;0;0;0;voetbal;BU08470200;GM0847;5712;5712BL;BU08470201;GM0847;5712.0;5712BL;BU08470201;GM0847;5712.0;5712BL;True;False;False;51.35188438937065;5.736872779836051;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
519;17704;sportpark de donken;1982.0;150605.0;414565.0;de diepte 10;5233xr;'s-hertogenbosch;'s-hertogenbosch;noord-brabant;3;0;3;1;2;0;0;0;0;0;voetbal;BU07960907;GM0796;5233;5233XR;BU07960907;GM0796;5233.0;5233XR;BU07960907;GM0796;5233.0;5233XR;False;False;False;51.71981079472932;5.323599157937568;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
520;17705;sportpark de hambaken;1979.0;149248.0;413360.0;het wielsem 2;5231bw;'s-hertogenbosch;'s-hertogenbosch;noord-brabant;5;0;5;0;5;0;0;0;0;0;voetbal;BU07960912;GM0796;5231;5231BW;BU07960912;GM0796;5231.0;5231BW;BU07960912;GM0796;5231.0;5231BW;False;False;False;51.70896741776377;5.303981093749087;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
521;17706;sportpark de meerendonk;1979.0;151615.0;409890.0;meerendonkweg 1;5216tz;'s-hertogenbosch;'s-hertogenbosch;noord-brabant;5;0;5;1;4;0;0;0;0;0;voetbal;BU07960207;GM0796;5216;5216TZ;BU07960207;GM0796;5216.0;5216TZ;BU07960207;GM0796;5216.0;5216TZ;False;False;False;51.67779664256283;5.338260827076862;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
522;17707;sportpark de saren;1984.0;149919.0;415617.0;de saren 12;5235al;'s-hertogenbosch;'s-hertogenbosch;noord-brabant;6;0;6;1;5;0;0;0;0;0;voetbal;BU07961003;GM0796;5235;5235AL;BU07961003;GM0796;5235.0;5235AL;BU07961003;GM0796;5235.0;5235AL;False;False;False;51.729260853492114;5.313656283389168;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
523;17708;sportpark de schutskamp;2008.0;147490.0;411595.0;de fuik 10;5223kt;'s-hertogenbosch;'s-hertogenbosch;noord-brabant;7;0;7;0;7;0;0;0;0;0;voetbal;BU07961106;GM0796;5223;5223KT;BU07961106;GM0796;5223.0;5223KT;BU07961106;GM0796;5223.0;5223KT;False;False;False;51.693081972861044;5.278584183183858;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
524;17709;sportpark Engelerpark;2012.0;146630.401;414243.282;engelerpark 10;5221am;'s-hertogenbosch;'s-hertogenbosch;noord-brabant;4;0;4;2;2;0;0;0;0;0;voetbal;BU07961201;GM0796;5221;5221AM;BU07961201;GM0796;5221.0;5221AM;BU07961201;GM0796;5221.0;5221AM;False;False;False;51.71687378484707;5.266088115152073;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
