Referentie;Aanvrager;SDE_ronde;Categorie;Cat_Soort;Cat_SubSrt;Cat_narrat;Status;Realisatie;Instal_Jr;Ingebruikn;E_drager_s;E_bron;Glas;V_MW;E_MWhpa;Eenh_verm;Vollast;Budget;Looptijd;Plaats;Gemeente;Provincie;RES_regio;Zon_PV;SBI_2dig;Klim_tafel;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
SDE2028761;Coöperatie Avebe U.A.;2020 II;CO2-arme warmte;CO2armEnergieGebruik;CO2armeWarmte;Elektrische boiler;Gerealiseerd;Ja;2023.0;01-12-2023;warmte;elektriciteit;;24.5;49000.0;MWh;2000;16464000.0;15;GASSELTERNIJVEEN;AA EN HUNZE;DRENTHE;DRENTHE;Nvt;10;IND;BU16801500;GM1680;9514.0;9514JA;BU16801500;GM1680;9514.0;9514JA;BU16801500;GM1680;9514.0;9514JA;False;False;False;52.989062723236636;6.868168274513769;WarmteAtlas:SDE_CO2arm;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:51;
SDE2026418;Coöperatie Avebe U.A.;2020 II;CO2-arme warmte;CO2armEnergieGebruik;CO2armeWarmte;Elektrische boiler;Nog te realiseren;Nee;n.a.;01-03-2021;warmte;elektriciteit;;29.4;58800.0;MWh;2000;19756800.0;15;TER APELKANAAL;WESTERWOLDE;GRONINGEN;GRONINGEN;Nvt;10;IND;BU19500704;GM1950;9563.0;9563TW;BU19500704;GM1950;9563.0;9563TW;BU19500704;GM1950;9563.0;9563TW;False;False;False;52.92056701290881;7.047311386856685;WarmteAtlas:SDE_CO2arm;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:51;
SDE2028301;Danish Crown Foods Haarlem B.V.;2020 II;CO2-arme warmte;CO2armEnergieGebruik;CO2armeWarmte;Industriele warmtepomp;Gerealiseerd;Ja;2022.0;01-10-2021;warmte;industriële warmte;;1.1;9533.33;MWh;8667;1499520.0;12;HAARLEM;HAARLEM;NOORD-HOLLAND;NOORD-HOLLANDZUID;Nvt;10;IND;BU03920602;GM0392;2031.0;2031CE;BU03920602;GM0392;2031.0;2031CE;BU03920602;GM0392;2031.0;2031CE;False;False;False;52.384770996112486;4.660098319434939;WarmteAtlas:SDE_CO2arm;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:51;
SDE2027388;Eneco Warmteproductie Utrecht B.V.;2020 II;CO2-arme warmte;CO2armEnergieGebruik;CO2armeWarmte;Elektrische boiler;Nog te realiseren;Nee;n.a.;01-03-2021;warmte;elektriciteit;;9.98;19960.0;MWh;2000;11377200.0;15;UTRECHT;UTRECHT;UTRECHT;U16;Nvt;35;ELEK;BU03440133;GM0344;3542.0;3542AA;BU03440133;GM0344;3542.0;3542AA;BU03440133;GM0344;3542.0;3542AA;False;False;False;52.103954094631504;5.073051487233458;WarmteAtlas:SDE_CO2arm;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:51;
SDE2027883;Eneco Warmteproductie Utrecht B.V.;2020 II;CO2-arme warmte;CO2armEnergieGebruik;CO2armeWarmte;Elektrische boiler;Nog te realiseren;Nee;n.a.;01-03-2021;warmte;elektriciteit;;9.98;19960.0;MWh;2000;11377200.0;15;UTRECHT;UTRECHT;UTRECHT;U16;Nvt;35;ELEK;BU03440132;GM0344;3534.0;3534AM;BU03440132;GM0344;3534.0;3534AM;BU03440132;GM0344;3534.0;3534AM;False;False;False;52.102143650083065;5.079021074965294;WarmteAtlas:SDE_CO2arm;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:51;
SDE2023681;Sappi Maastricht B.V.;2020 II;CO2-arme warmte;CO2armEnergieGebruik;CO2armeWarmte;Elektrische boiler;Nog te realiseren;Nee;n.a.;01-03-2021;warmte;elektriciteit;;19.96;39920.0;MWh;2000;16287360.0;15;MAASTRICHT;MAASTRICHT;LIMBURG;ZUID-LIMBURG;Nvt;17;IND;BU09350300;GM0935;6211.0;6211AA;BU09350300;GM0935;6211.0;6211AA;BU09350300;GM0935;6211.0;6211AA;False;False;False;50.860277213136136;5.695444959999962;WarmteAtlas:SDE_CO2arm;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:51;
SDE2023267;N.V. HVC;2020 II;CO2-arme warmte;CO2armEnergieGebruik;CO2armeWarmte;Elektrische boiler;Gerealiseerd;Ja;2024.0;01-04-2023;warmte;elektriciteit;;24.95;17500.0;MWh;701;7140000.0;15;DORDRECHT;DORDRECHT;ZUID-HOLLAND;DRECHTSTEDEN;Nvt;38;IND;BU05050606;GM0505;3313.0;3313LA;BU05050606;GM0505;3313.0;3313LA;BU05050606;GM0505;3313.0;3313LA;False;False;False;51.814297330706964;4.734983225393948;WarmteAtlas:SDE_CO2arm;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:51;
SDE2024682;B.V. Esbro;2020 II;CO2-arme warmte;CO2armEnergieGebruik;CO2armeWarmte;Industriele warmtepomp;Gerealiseerd;Ja;2022.0;01-05-2022;warmte;industriële warmte;;1.996;9672.1;MWh;4846;2228453.0;12;WEHL;DOETINCHEM;GELDERLAND;ACHTERHOEK;Nvt;10;IND;BU02223111;GM0222;7031.0;7031HZ;BU02223111;GM0222;7031.0;7031HZ;BU02223111;GM0222;7031.0;7031HZ;False;False;False;51.949730618160686;6.22317612444049;WarmteAtlas:SDE_CO2arm;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:51;
SDE2021801;Ameco;2020 II;CO2-arme warmte;CO2armEnergieGebruik;CO2armeWarmte;Industriele warmtepomp;Nog te realiseren;Nee;n.a.;01-03-2021;warmte;industriële warmte;;1.261;7566.0;MWh;6000;1997424.0;12;APELDOORN;APELDOORN;GELDERLAND;CLEANTECH;Nvt;46;GO;BU02000607;GM0200;7325.0;7325WC;BU02000607;GM0200;7325.0;7325WC;BU02000607;GM0200;7325.0;7325WC;False;False;False;52.20054455713891;6.0311446297689075;WarmteAtlas:SDE_CO2arm;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:51;
SDE2025727;Koninklijke Vezet;2020 II;CO2-arme warmte;CO2armEnergieGebruik;CO2armeWarmte;Industriele warmtepomp;Gerealiseerd;Ja;2022.0;01-11-2022;warmte;industriële warmte;;0.686;5488.0;MWh;8000;1218336.0;12;WARMENHUIZEN;SCHAGEN;NOORD-HOLLAND;NOORD-HOLLANDNOORD;Nvt;10;IND;BU04410590;GM0441;1749.0;1749DK;BU04410590;GM0441;1749.0;1749DK;BU04410590;GM0441;1749.0;1749DK;False;False;False;52.716457123123355;4.740561185889824;WarmteAtlas:SDE_CO2arm;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:51;
SDE2028805;P2H B.V.;2020 II;CO2-arme warmte;CO2armEnergieGebruik;CO2armeWarmte;Elektrische boiler;Gerealiseerd;Ja;2024.0;01-03-2021;warmte;elektriciteit;;9.9;18480.0;MWh;1867;14434200.0;15;HOOGEZAND;MIDDEN-GRONINGEN;GRONINGEN;GRONINGEN;Nvt;35;ELEK;BU19520105;GM1952;9601.0;9601KJ;BU19520105;GM1952;9601.0;9601KJ;BU19520105;GM1952;9601.0;9601KJ;False;False;False;53.162796824448;6.750530754788949;WarmteAtlas:SDE_CO2arm;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:51;
SDE2023748;Heiploeg International B.V.;2020 II;CO2-arme warmte;CO2armEnergieGebruik;CO2armeWarmte;Industriele warmtepomp;Nog te realiseren;Nee;n.a.;01-03-2021;warmte;industriële warmte;;0.88;5280.0;MWh;6000;899712.0;12;ZOUTKAMP;HET HOGELAND;GRONINGEN;GRONINGEN;Nvt;46;GO;BU19660101;GM1966;9974.0;9974SL;BU19660101;GM1966;9974.0;9974SL;BU19660101;GM1966;9974.0;9974SL;False;False;False;53.3461266380463;6.308329552263162;WarmteAtlas:SDE_CO2arm;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:51;
SDE2026622;Westfort Slachterij B.V.;2020 II;CO2-arme warmte;CO2armEnergieGebruik;CO2armeWarmte;Industriele warmtepomp;Nog te realiseren;Nee;n.a.;01-03-2021;warmte;industriële warmte;;1.676;7542.0;MWh;4500;1285157.0;12;IJSSELSTEIN UT;IJSSELSTEIN;UTRECHT;U16;Nvt;10;IND;BU03530014;GM0353;3401.0;3401MZ;BU03530014;GM0353;3401.0;3401MZ;BU03530014;GM0353;3401.0;3401MZ;False;False;False;52.01265879887366;5.0643722612022355;WarmteAtlas:SDE_CO2arm;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:51;
SDE2021888;Rainbow Green Energy B.V.;2020 II;CO2-arme warmte;CO2armEnergieGebruik;CO2armeWarmte;Elektrische boiler;Nog te realiseren;Nee;n.a.;01-03-2021;warmte;elektriciteit;;18.0;31470.87;MWh;1748;25491407.0;15;MIDDENMEER;HOLLANDS KROON;NOORD-HOLLAND;NOORD-HOLLANDNOORD;Nvt;35;ELEK;BU19111080;GM1911;1775.0;1775TH;BU19111080;GM1911;1775.0;1775TH;BU19111080;GM1911;1775.0;1775TH;False;False;False;52.76901764441066;5.0495721490385606;WarmteAtlas:SDE_CO2arm;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:51;
SDE2024382;Plukon Dedemsvaart B.V.;2020 II;CO2-arme warmte;CO2armEnergieGebruik;CO2armeWarmte;Industriele warmtepomp;Nog te realiseren;Nee;n.a.;01-03-2021;warmte;industriële warmte;;0.8;4800.0;MWh;6000;817920.0;12;DEDEMSVAART;HARDENBERG;OVERIJSSEL;WEST-OVERIJSSEL;Nvt;10;IND;BU01600901;GM0160;7701.0;7701AD;BU01600901;GM0160;7701.0;7701AD;BU01600901;GM0160;7701.0;7701AD;False;False;False;52.60501708704342;6.4757726890475436;WarmteAtlas:SDE_CO2arm;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:51;
SDE2021931;Compaxo Leasing Gouda B.V.;2020 II;CO2-arme warmte;CO2armEnergieGebruik;CO2armeWarmte;Industriele warmtepomp;Nog te realiseren;Nee;n.a.;01-03-2021;warmte;industriële warmte;;0.5;3000.0;MWh;6000;511200.0;12;GOUDA;GOUDA;ZUID-HOLLAND;MIDDEN-HOLLAND;Nvt;74;GO;BU05130204;GM0513;2802.0;2802ZS;BU05130204;GM0513;2802.0;2802ZS;BU05130204;GM0513;2802.0;2802ZS;False;False;False;51.998253114337274;4.698734772500548;WarmteAtlas:SDE_CO2arm;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:51;
SDE2024397;Plukon Wezep B.V.;2020 II;CO2-arme warmte;CO2armEnergieGebruik;CO2armeWarmte;Industriele warmtepomp;Nog te realiseren;Nee;n.a.;01-03-2021;warmte;industriële warmte;;0.615;3690.0;MWh;6000;628776.0;12;WEZEP;OLDEBROEK;GELDERLAND;NOORD-VELUWE;Nvt;10;IND;BU02690100;GM0269;8091.0;8091AZ;BU02690100;GM0269;8091.0;8091AZ;BU02690100;GM0269;8091.0;8091AZ;False;False;False;52.45400988964211;5.998075260640792;WarmteAtlas:SDE_CO2arm;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:51;
SDE2026277;Vattenfall Power Generation Netherlands B.V.;2020 II;CO2-arme warmte;CO2armEnergieGebruik;CO2armeWarmte;Elektrische boiler;Nog te realiseren;Nee;n.a.;01-03-2021;warmte;elektriciteit;;149.8;299700.0;MWh;2001;125874000.0;15;DIEMEN;DIEMEN;NOORD-HOLLAND;NOORD-HOLLANDZUID;Nvt;35;ELEK;BU03840803;GM0384;1111.0;1111PP;BU03840803;GM0384;1111.0;1111PP;BU03840803;GM0384;1111.0;1111PP;False;False;False;52.3399922087886;5.017680705574659;WarmteAtlas:SDE_CO2arm;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:51;
SDE2023910;Ekro B.V.;2020 II;CO2-arme warmte;CO2armEnergieGebruik;CO2armeWarmte;Industriele warmtepomp;Nog te realiseren;Nee;n.a.;01-03-2021;warmte;industriële warmte;;1.261;7566.0;MWh;6000;1289247.0;12;APELDOORN;APELDOORN;GELDERLAND;CLEANTECH;Nvt;10;IND;BU02000406;GM0200;7333.0;7333NR;BU02000406;GM0200;7333.0;7333NR;BU02000406;GM0200;7333.0;7333NR;False;False;False;52.17890046500267;5.965882207596967;WarmteAtlas:SDE_CO2arm;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:51;
SDE2026303;Compaxo Leasing Gouda B.V.;2020 II;CO2-arme warmte;CO2armEnergieGebruik;CO2armeWarmte;Industriele warmtepomp;Nog te realiseren;Nee;n.a.;01-03-2021;warmte;industriële warmte;;2.0;16000.0;MWh;8000;2726400.0;12;GOUDA;GOUDA;ZUID-HOLLAND;MIDDEN-HOLLAND;Nvt;74;GO;BU05130204;GM0513;2802.0;2802ZS;BU05130204;GM0513;2802.0;2802ZS;BU05130204;GM0513;2802.0;2802ZS;False;False;False;51.998253114337274;4.698734772500548;WarmteAtlas:SDE_CO2arm;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:51;
SDE2021533;Gemeente Eindhoven;2020 II;CO2-arme warmte;CO2armEnergieGebruik;CO2armeWarmte;Aquathermie;Gerealiseerd;Ja;2021.0;01-08-2021;warmte;drink- of afvalwater;;0.734;4404.0;MWh;6000;1374048.0;15;EINDHOVEN;EINDHOVEN;NOORD-BRABANT;METROPOOLREGIOEINDHOVEN;Nvt;91;GO;BU07727260;GM0772;5644.0;5644RX;BU07727260;GM0772;5644.0;5644RX;BU07727260;GM0772;5644.0;5644RX;False;False;False;51.41724544818913;5.475535214241019;WarmteAtlas:SDE_CO2arm;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:51;
SDE2022534;Eneco Warmteproductie Utrecht B.V.;2020 II;CO2-arme warmte;CO2armEnergieGebruik;CO2armeWarmte;Aquathermie;Gerealiseerd;Ja;2024.0;01-05-2024;warmte;drink- of afvalwater;;28.559;171354.0;MWh;6000;48835890.0;15;UTRECHT;UTRECHT;UTRECHT;U16;Nvt;35;ELEK;BU03440321;GM0344;3562.0;3562LA;BU03440321;GM0344;3562.0;3562LA;BU03440321;GM0344;3562.0;3562LA;False;False;False;52.112547854186445;5.107895696232025;WarmteAtlas:SDE_CO2arm;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:51;
SDE2028207;B.V. Gulpener Bierbrouwerij;2020 II;CO2-arme warmte;CO2armEnergieGebruik;CO2armeWarmte;Industriele warmtepomp;Nog te realiseren;Nee;n.a.;01-03-2021;warmte;industriële warmte;;0.615;3690.0;MWh;6000;628776.0;12;GULPEN;GULPEN-WITTEM;LIMBURG;ZUID-LIMBURG;Nvt;11;IND;BU17290000;GM1729;6271.0;6271BL;BU17290000;GM1729;6271.0;6271BL;BU17290000;GM1729;6271.0;6271BL;False;False;False;50.81515795049636;5.891374429851453;WarmteAtlas:SDE_CO2arm;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:51;
