Referentie;Aanvrager;SDE_ronde;Categorie;Cat_Soort;Cat_SubSrt;Cat_narrat;Status;Realisatie;Instal_Jr;Ingebruikn;E_drager_s;E_bron;Glas;V_MW;E_MWhpa;Eenh_verm;Vollast;Budget;Looptijd;Plaats;Gemeente;Provincie;RES_regio;Zon_PV;SBI_2dig;Klim_tafel;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
SDE0806402;EVI Nederland V.O.F.;2008;Afval;ProductieDuurzameEnergie;afvalWKK;Afvalverbranding;Gerealiseerd;Ja;2009;01-04-2009;elektriciteit;afval;;45.254124;175586.0;MWh;3880;98150359.77;15;COEVORDEN;COEVORDEN;DRENTHE;DRENTHE;Nvt;35.0;ELEK;BU01091013;GM0109;7742.0;7742SX;BU01091013;GM0109;7742.0;7742SX;BU01091013;GM0109;7742.0;7742SX;False;False;False;52.64941679312758;6.74524787893378;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE0980038;Maatschap M.F.H. en T.J.A. te Braake;2009;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2011;01-01-2011;elektriciteit;co-vergisting van dierlijke mest;;0.6;4800.0;MWh;8000;7660800.0;12;TJUCHEM;MIDDEN-GRONINGEN;GRONINGEN;GRONINGEN;Nvt;1.0;LAND;BU19521701;GM1952;9939.0;9939TD;BU19521701;GM1952;9939.0;9939TD;BU19521701;GM1952;9939.0;9939TD;False;False;False;53.27088304447075;6.89926289359781;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE0980048;Erk Energy B.V.;2009;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2011;01-05-2011;elektriciteit;co-vergisting van dierlijke mest;;0.7;5320.0;MWh;7600;8193586.92;12;ZEEWOLDE;ZEEWOLDE;FLEVOLAND;FLEVOLAND;Nvt;35.0;ELEK;BU00500006;GM0050;3896.0;3896LX;BU00500006;GM0050;3896.0;3896LX;BU00500006;GM0050;3896.0;3896LX;False;False;False;52.2762871653533;5.4759381172474315;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE0980052;Gemeente Eindhoven;2009;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2011;01-10-2011;elektriciteit;vaste en vloeibare biomassa;;1.22;9760.0;MWh;8000;15137277.73;12;EINDHOVEN;EINDHOVEN;NOORD-BRABANT;METROPOOLREGIOEINDHOVEN;Nvt;91.0;GO;BU07726360;GM0772;5657.0;5657HG;BU07726360;GM0772;5657.0;5657HG;BU07726360;GM0772;5657.0;5657HG;False;False;False;51.443825901176346;5.393151775581335;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE0980055;Attero B.V.;2009;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2010;01-01-2010;elektriciteit;gft-afval;;0.805;6221.76;MWh;7729;5907009.18;12;VENLO;VENLO;LIMBURG;NOORD-ENMIDDEN-LIMBURG;Nvt;64.0;GO;BU09832806;GM0983;5928.0;5928LK;BU09832806;GM0983;5928.0;5928LK;BU09832806;GM0983;5928.0;5928LK;False;False;False;51.39312845212735;6.105063247171252;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE0980062;Orgaworld WKK II B.V.;2009;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2010;01-07-2010;elektriciteit;gft-afval;;4.3;31636.25;MWh;7357;37547705.58;12;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;NOORD-HOLLANDZUID;Nvt;35.0;ELEK;BU0363BA03;GM0363;1044.0;1044AB;BU0363BA03;GM0363;1044.0;1044AB;BU0363BA03;GM0363;1044.0;1044AB;False;False;False;52.40311697514639;4.806324971898975;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE0980063;Agro Giethoorn Energie B.V.;2009;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2012;01-11-2012;elektriciteit;co-vergisting van dierlijke mest;;1.901;14447.6;MWh;7600;22916851.01;12;GIETHOORN;STEENWIJKERLAND;OVERIJSSEL;WEST-OVERIJSSEL;Nvt;33.0;IND;BU17081701;GM1708;8355.0;8355VA;BU17081701;GM1708;8355.0;8355VA;BU17081701;GM1708;8355.0;8355VA;False;False;False;52.7572745864551;6.056462527880419;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE0980064;Greendal Vergisting C.V.;2009;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2014;01-12-2014;elektriciteit;co-vergisting van dierlijke mest;;1.59;11575.2;MWh;7280;18474020.0;12;DALFSEN;DALFSEN;OVERIJSSEL;WEST-OVERIJSSEL;Nvt;35.0;ELEK;BU01480110;GM0148;7722.0;7722SM;BU01480110;GM0148;7722.0;7722SM;BU01480110;GM0148;7722.0;7722SM;False;False;False;52.5385926934386;6.267214084192874;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE0980079;Houbensteyn Heideveld B.V.;2009;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2012;01-03-2012;elektriciteit;co-vergisting van dierlijke mest;;0.6;4799.0;MWh;7998;7531777.41;12;GRUBBENVORST;HORST AAN DE MAAS;LIMBURG;NOORD-ENMIDDEN-LIMBURG;Nvt;1.0;LAND;BU15070809;GM1507;5971.0;5971NS;BU15070809;GM1507;5971.0;5971NS;BU15070809;GM1507;5971.0;5971NS;False;False;False;51.435222766115075;6.113241667428244;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE0980084;Melkveehouderij Den Eelder V.O.F.;2009;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2013;01-04-2013;elektriciteit;co-vergisting van dierlijke mest;;0.075;600.0;MWh;8000;884450.0;12;WELL GLD;MAASDRIEL;GELDERLAND;FRUITDELTARIVIERENLAND;Nvt;n.a.;GO;BU02630108;GM0263;5325.0;5325KL;BU02630108;GM0263;5325.0;5325KL;BU02630108;GM0263;5325.0;5325KL;False;False;False;51.76260668787723;5.201307539224623;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE0980085;Ecoson BV;2009;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2010;01-06-2010;elektriciteit;overige biomassastromen;;1.25;10000.0;MWh;8000;13321766.98;12;SON EN BREUGEL;SON EN BREUGEL;NOORD-BRABANT;METROPOOLREGIOEINDHOVEN;Nvt;62.0;GO;BU08480009;GM0848;5691.0;5691NM;BU08480009;GM0848;5691.0;5691NM;BU08480009;GM0848;5691.0;5691NM;False;False;False;51.51053736934002;5.451545981931809;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE0806403;Twence B.V.;2008;Afval;ProductieDuurzameEnergie;afvalWKK;Afvalverbranding;Gerealiseerd;Ja;2009;01-03-2009;elektriciteit;afval;;32.5;107747.33;MWh;3315;63102624.06;15;HENGELO OV;HENGELO;OVERIJSSEL;REGIO TWENTE;Nvt;38.0;IND;BU01640600;GM0164;7554.0;7554TA;BU01640600;GM0164;7554.0;7554TA;BU01640600;GM0164;7554.0;7554TA;False;False;False;52.23759361392649;6.786973899216731;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE0980074;Wadstroom B.V.;2009;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2010;01-09-2010;elektriciteit;co-vergisting van dierlijke mest;;0.43;3440.0;MWh;8000;5209587.93;12;HOLWERD;NOARDEAST-FRYSLÂN;FRIESLAND;FRIESLAND;Nvt;1.0;LAND;BU19700608;GM1970;9151.0;9151AD;BU19700608;GM1970;9151.0;9151AD;BU19700608;GM1970;9151.0;9151AD;False;False;False;53.37783977240582;5.9182697566654205;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE0980089;Coöperatie Koninklijke Cosun UA;2009;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2010;01-10-2010;elektriciteit;overige biomassastromen;;1.5;4596.67;MWh;3064;6005501.46;12;GRONINGEN;GRONINGEN;GRONINGEN;GRONINGEN;Nvt;10.0;IND;BU00140800;GM0014;9745.0;9745EJ;BU00140800;GM0014;9745.0;9745EJ;BU00140800;GM0014;9745.0;9745EJ;False;False;False;53.21486698789927;6.494650437502664;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE0981003;Attero B.V.;2009;Groen gas;ProductieDuurzameEnergie;bioGas;Biomassa gas;Gerealiseerd;Ja;2010;01-10-2010;gasvormige energiedragers;overige biomassastromen;;6.838611;54708.89;MWh;8000;26662423.57;12;GRONINGEN;GRONINGEN;GRONINGEN;GRONINGEN;Nvt;64.0;GO;BU00140508;GM0014;9723.0;9723BP;BU00140508;GM0014;9723.0;9723BP;BU00140508;GM0014;9723.0;9723BP;False;False;False;53.19660805509031;6.618998698125625;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE0981010;NV Huisvuilcentrale N-H;2009;Groen gas;ProductieDuurzameEnergie;bioGas;Biomassa gas;Gerealiseerd;Ja;2012;01-03-2012;gasvormige energiedragers;gft-afval;;8.45057;67001.14;MWh;7929;25181197.46;12;MIDDENMEER;HOLLANDS KROON;NOORD-HOLLAND;NOORD-HOLLANDNOORD;Nvt;n.a.;GO;BU19111090;GM1911;1775.0;1775RG;BU19111090;GM1911;1775.0;1775RG;BU19111090;GM1911;1775.0;1775RG;False;False;False;52.75988061983803;5.016205910784672;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE0981011;A. van de Groep en Zonen B.V.;2009;Groen gas;ProductieDuurzameEnergie;bioGas;Biomassa gas;Gerealiseerd;Ja;2010;01-07-2010;gasvormige energiedragers;overige biomassastromen;;6.740917;53927.33;MWh;8000;25509552.95;12;BUNSCHOTEN-SPAKENBURG;BUNSCHOTEN;UTRECHT;AMERSFOORT;Nvt;46.0;GO;BU03130002;GM0313;3751.0;3751HA;BU03130002;GM0313;3751.0;3751HC;BU03130002;GM0313;3751.0;3751HC;False;False;False;52.253929478394745;5.385546497918807;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE0981021;Coöperatie Koninklijke Cosun UA;2009;Groen gas;ProductieDuurzameEnergie;bioGas;Biomassa gas;Gerealiseerd;Ja;2012;01-01-2012;gasvormige energiedragers;overige biomassastromen;;10.768073;86144.58;MWh;8000;43609846.68;12;DINTELOORD;STEENBERGEN;NOORD-BRABANT;WEST-BRABANT;Nvt;10.0;IND;BU08510308;GM0851;4671.0;4671TL;BU08510308;GM0851;4671.0;4671TL;BU08510308;GM0851;4671.0;4671TL;False;False;False;51.626186090416724;4.415207842152645;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE0981022;Coöperatie Koninklijke Cosun UA;2009;Groen gas;ProductieDuurzameEnergie;bioGas;Biomassa gas;Gerealiseerd;Ja;2011;01-09-2011;gasvormige energiedragers;overige biomassastromen;;11.234861;34193.06;MWh;3043;17197904.3;12;DINTELOORD;STEENBERGEN;NOORD-BRABANT;WEST-BRABANT;Nvt;10.0;IND;BU08510308;GM0851;4671.0;4671TL;BU08510308;GM0851;4671.0;4671TL;BU08510308;GM0851;4671.0;4671TL;False;False;False;51.626186090416724;4.415207842152645;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE0984002;NV HVC;2009;Afval;ProductieDuurzameEnergie;afvalWKK;Afvalverbranding;Gerealiseerd;Ja;2010;01-10-2010;elektriciteit;afval;;31.8;64480.0;MWh;2028;39909005.42;15;DORDRECHT;DORDRECHT;ZUID-HOLLAND;DRECHTSTEDEN;Nvt;38.0;IND;BU05050606;GM0505;3313.0;3313LA;BU05050606;GM0505;3313.0;3313LA;BU05050606;GM0505;3313.0;3313LA;False;False;False;51.814297330706964;4.734983225393948;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE0984003;B.V. Grondbezit Avi Moerdijk;2009;Afval;ProductieDuurzameEnergie;afvalWKK;Afvalverbranding;Gerealiseerd;Ja;2009;01-12-2009;elektriciteit;afval;;31.9;122496.0;MWh;3840;71680102.01;15;MOERDIJK;MOERDIJK;NOORD-BRABANT;WEST-BRABANT;Nvt;38.0;IND;BU17090303;GM1709;4782.0;4782PM;BU17090303;GM1709;4782.0;4782PM;BU17090303;GM1709;4782.0;4782PM;False;False;False;51.6829216687518;4.579517702708576;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE1080069;Firma Van der Steege;2010;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2011;01-07-2011;elektriciteit;co-vergisting van dierlijke mest;;0.16;1257.0;MWh;7856;1779629.34;12;MARKNESSE;NOORDOOSTPOLDER;FLEVOLAND;FLEVOLAND;Nvt;1.0;LAND;BU01710426;GM0171;8316.0;8316PA;BU01710426;GM0171;8316.0;8316PA;BU01710426;GM0171;8316.0;8316PA;False;False;False;52.71483080834486;5.8339749181693055;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE0806034;Attero B.V.;2008;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2009;01-02-2009;elektriciteit;gft-afval;;1.998;15984.0;MWh;8000;12446887.28;12;WILP GLD;VOORST;GELDERLAND;CLEANTECH;Nvt;64.0;GO;BU02850207;GM0285;7384.0;7384SC;BU02850207;GM0285;7384.0;7384SC;BU02850702;GM0285;7384.0;7384SC;True;False;False;52.20175708282895;6.077652434810646;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE1080000;H.C. Wilp BV;2010;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2011;01-01-2011;elektriciteit;gft-afval;;0.17;1304.0;MWh;7671;1526021.98;12;WILP GLD;VOORST;GELDERLAND;CLEANTECH;Nvt;35.0;ELEK;BU02850207;GM0285;7384.0;7384SC;BU02850207;GM0285;7384.0;7384SC;BU02850702;GM0285;7384.0;7384SC;True;False;False;52.20175708282895;6.077652434810646;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE1080003;De Drentse Hoeve Bioenergie BV;2010;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2015;01-01-2015;elektriciteit;co-vergisting van dierlijke mest;;0.539;4312.0;MWh;8000;7709856.0;12;WEZUP;COEVORDEN;DRENTHE;DRENTHE;Nvt;46.0;GO;BU01095067;GM0109;7852.0;7852TG;BU01095067;GM0109;7852.0;7852TG;BU01095067;GM0109;7852.0;7852TG;False;False;False;52.813864524317566;6.708754710069374;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE1080007;Orgaworld WKK III B.V.;2010;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2013;01-03-2013;elektriciteit;overige biomassastromen;;2.0;16000.0;MWh;8000;20014929.48;12;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;NOORD-HOLLANDZUID;Nvt;35.0;ELEK;BU0363BA03;GM0363;1044.0;1044AB;BU0363BA03;GM0363;1044.0;1044AB;BU0363BA03;GM0363;1044.0;1044AB;False;False;False;52.40311697514639;4.806324971898975;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE1080019;Twence Holding B.V.;2010;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2012;01-01-2012;elektriciteit;gft-afval;;2.8;17978.0;MWh;6421;19649008.17;12;HENGELO OV;HENGELO;OVERIJSSEL;REGIO TWENTE;Nvt;38.0;IND;BU01640600;GM0164;7554.0;7554TA;BU01640600;GM0164;7554.0;7554TA;BU01640600;GM0164;7554.0;7554TA;False;False;False;52.23759361392649;6.786973899216731;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE1080085;Van Alphen Transport B.V.;2010;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2014;01-09-2014;elektriciteit;co-vergisting van dierlijke mest;;1.2;9600.0;MWh;8000;17164800.0;12;AXEL;TERNEUZEN;ZEELAND;ZEELAND;Nvt;52.0;GO;BU07150201;GM0715;4571.0;4571PR;BU07150201;GM0715;4571.0;4571PR;BU07150201;GM0715;4571.0;4571PR;False;False;False;51.29769852339554;3.9635681944514283;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE1080091;Schaap Biogas Tirns B.V.;2010;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2011;01-05-2011;elektriciteit;co-vergisting van dierlijke mest;;0.346;2636.0;MWh;7618;4218736.45;12;TIRNS;SÚDWEST-FRYSLÂN;FRIESLAND;FRIESLAND;Nvt;38.0;IND;BU19001007;GM1900;8632.0;8632WL;BU19001007;GM1900;8632.0;8632WL;BU19001007;GM1900;8632.0;8632WL;False;False;False;53.05473013278701;5.623997433848116;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE1080096;Ecoson;2010;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2011;01-03-2011;elektriciteit;overige biomassastromen;;1.56;12355.0;MWh;7920;16442687.57;12;SON EN BREUGEL;SON EN BREUGEL;NOORD-BRABANT;METROPOOLREGIOEINDHOVEN;Nvt;38.0;IND;BU08480009;GM0848;5691.0;5691NM;BU08480009;GM0848;5691.0;5691NM;BU08480009;GM0848;5691.0;5691NM;False;False;False;51.51053736934002;5.451545981931809;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE1080022;Aben Recycling BV;2010;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2012;01-01-2011;elektriciteit;co-vergisting van dierlijke mest;;1.734;13872.0;MWh;8000;24636218.37;12;WANROIJ;LAND VAN CUIJK;NOORD-BRABANT;NOORDOOST-BRABANT;Nvt;20.0;IND;BU19821705;GM1982;5446.0;5446XR;BU19821705;GM1982;5446.0;5446XR;BU19821705;GM1982;5446.0;5446XR;False;False;False;51.67155336110003;5.83218844307171;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE1080023;Bio-energie Stadskanaal B.V.;2010;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2012;01-06-2012;elektriciteit;co-vergisting van dierlijke mest;;2.05;16000.0;MWh;7805;27037714.46;12;STADSKANAAL;STADSKANAAL;GRONINGEN;GRONINGEN;Nvt;35.0;ELEK;BU00370110;GM0037;9501.0;9501GD;BU00370110;GM0037;9501.0;9501GD;BU00370110;GM0037;9501.0;9501GD;False;False;False;53.00809946882848;6.940241750142449;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE1080025;A.L., M.B. en D.H. ten Have-Mellema;2010;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2013;01-12-2013;elektriciteit;co-vergisting van dierlijke mest;;0.53;4240.0;MWh;8000;7581120.0;12;BEERTA;OLDAMBT;GRONINGEN;GRONINGEN;Nvt;1.0;LAND;BU18950309;GM1895;9686.0;9686XX;BU18950309;GM1895;9686.0;9686XX;BU18950309;GM1895;9686.0;9686XX;False;False;False;53.16914643453591;7.115873255329013;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE0806056;Porkwatt B.V.;2008;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2010;01-07-2010;elektriciteit;co-vergisting van dierlijke mest;;0.537;4296.0;MWh;8000;3157643.79;12;FLERINGEN;TUBBERGEN;OVERIJSSEL;TWENTE;Nvt;35.0;ELEK;BU01830709;GM0183;7666.0;7666LH;BU01830709;GM0183;7666.0;7666LH;BU01830709;GM0183;7666.0;7666LH;False;False;False;52.37682775438636;6.80909448022206;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE1080026;MTS Van Oosten-Schuurmans;2010;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2013;01-12-2013;elektriciteit;co-vergisting van dierlijke mest;;0.71;5680.0;MWh;8000;10499136.0;12;HANTUMHUIZEN;NOARDEAST-FRYSLÂN;FRIESLAND;FRIESLAND;Nvt;n.a.;GO;BU19700709;GM1970;9144.0;9144CM;BU19700709;GM1970;9144.0;9144CM;BU19700709;GM1970;9144.0;9144CM;False;False;False;53.370633418265605;6.004285398052639;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE1080034;Maatschap L. de Boer en R.P. de Boer-Talsma;2010;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2012;01-03-2012;elektriciteit;co-vergisting van dierlijke mest;;0.347;2776.0;MWh;8000;4914569.97;12;STIENS;LEEUWARDEN;FRIESLAND;FRIESLAND;Nvt;1.0;LAND;BU00806302;GM0080;9051.0;9051LD;BU00806302;GM0080;9051.0;9051LD;BU00806302;GM0080;9051.0;9051LD;False;False;False;53.274027097313926;5.785930064961724;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE1080038;Ashorst B.V.;2010;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2012;01-03-2012;elektriciteit;co-vergisting van dierlijke mest;;2.325;18600.0;MWh;8000;32840992.59;12;HORST;HORST AAN DE MAAS;LIMBURG;NOORD-ENMIDDEN-LIMBURG;Nvt;1.0;LAND;BU15070419;GM1507;5961.0;5961NW;BU15070419;GM1507;5961.0;5961NW;BU15070419;GM1507;5961.0;5961NW;False;False;False;51.474750566717745;6.042742896113444;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE1081005;Ecofuels B.V.;2010;Groen gas;ProductieDuurzameEnergie;bioGas;Biomassa gas;Gerealiseerd;Ja;2011;01-07-2011;gasvormige energiedragers;overige biomassastromen;;2.891756;23132.34;MWh;7999;11564902.4;12;WELL L;BERGEN (L.);LIMBURG;Onbekend;Nvt;35.0;ELEK;BU08930662;GM0893;5855.0;5855ET;BU08930662;GM0893;5855.0;5855ET;BU08930662;GM0893;5855.0;5855ET;False;False;False;51.56317625156233;6.140686763349714;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE1081008;Attero B.V.;2010;Groen gas;ProductieDuurzameEnergie;bioGas;Biomassa gas;Gerealiseerd;Ja;2014;01-07-2014;gasvormige energiedragers;overige biomassastromen;;6.985153;55881.22;MWh;8000;28472253.33;12;WIJSTER;MIDDEN-DRENTHE;DRENTHE;DRENTHE;Nvt;64.0;GO;BU17310309;GM1731;9418.0;9418TM;BU17310309;GM1731;9418.0;9418TM;BU17310309;GM1731;9418.0;9418TM;False;False;False;52.79013919168812;6.515783901671793;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE1080057;Varkensbedrijf F. Lavrijsen;2010;Biomassa;ProductieDuurzameEnergie;bioWKK;Biomassa warmte en WKK;Gerealiseerd;Ja;2014;01-06-2014;elektriciteit;co-vergisting van dierlijke mest;;0.55;4400.0;MWh;8000;7867200.0;12;REUSEL;REUSEL-DE MIERDEN;NOORD-BRABANT;METROPOOLREGIOEINDHOVEN;Nvt;1.0;LAND;BU16670009;GM1667;5541.0;5541NM;BU16670009;GM1667;5541.0;5541NM;BU16670009;GM1667;5541.0;5541NM;False;False;False;51.326328867574865;5.174722034276623;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
SDE1081017;Coöperatie Koninklijke Cosun UA;2010;Groen gas;ProductieDuurzameEnergie;bioGas;Biomassa gas;Gerealiseerd;Ja;2012;01-12-2012;gasvormige energiedragers;overige biomassastromen;;11.00032;88002.56;MWh;8000;45929585.94;12;GRONINGEN;GRONINGEN;GRONINGEN;GRONINGEN;Nvt;10.0;IND;BU00140800;GM0014;9745.0;9745EJ;BU00140800;GM0014;9745.0;9745EJ;BU00140800;GM0014;9745.0;9745EJ;False;False;False;53.21486698789927;6.494650437502664;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:35;
