OBJECTID;accomm_id;accomm_nm;bouwjaar;X;Y;adres;postcode;plaatsnaam;gemeente;provincie;n_voorzien;n_ind_ voo;n_out_voor;n_out_kuns;n_out_natu;n_out swat;n_out_wat;n_sporthln;n_sportzln;n_gymzln;sport;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
1;198;Sportpark Sloten;1965.0;115424.0;483680.0;Sloterweg 1045;1066cd;amsterdam;amsterdam;noord-holland;8;0;8;4;4;0;0;0;0;0;voetbal;;GM0363;;;;GM0363;;;;GM0363;;;False;False;False;52.33961511650748;4.806490792133211;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
10;600;Sportpark de drift;1980.0;232260.0;548989.0;de Drift 33;9414ba;hooghalen;midden-drenthe;drenthe;2;0;2;0;2;0;0;0;0;0;voetbal;;GM1731;;;;GM1731;;;;GM1731;;;False;False;False;52.92244590798475;6.5360122503489535;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
11;623;Sportpark De Bosrand;1994.0;172362.0;526085.0;Bosrand 20;8311as;espel;noordoostpolder;flevoland;3;0;3;0;3;0;0;0;0;0;voetbal;;GM0171;;;;GM0171;;;;GM0171;;;False;False;False;52.72186603867353;5.64417921289207;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
12;625;Toernooihal;1965.0;173100.0;530687.0;Toernooilaan 9;8312am;creil;noordoostpolder;flevoland;2;0;2;1;1;0;0;0;0;0;voetbal;;GM0171;;;;GM0171;;;;GM0171;;;False;False;False;52.763198805853065;5.655355072059854;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
13;641;De Bining;1991.0;160887.0;571785.0;Sportlaan 7b;8822vm;arum;súdwest-fryslân;friesland;2;0;2;1;1;0;0;0;0;0;voetbal;;GM1900;;;;GM1900;;;;GM1900;;;False;False;False;53.13278679473471;5.4751648778151445;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
14;669;Burgerkamp;1976.0;199828.0;576950.0;'t Hôf 84;9261vv;eastermar;tytsjerksteradiel;friesland;2;0;2;0;2;0;0;0;0;0;voetbal;;GM0737;;;;GM0737;;;;GM0737;;;False;False;False;53.17735543335705;6.0576788204354;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
16;712;Sporthal It Tsjillan;1984.0;177798.0;552214.0;Tsjillânleane 27;8525gp;langweer;de fryske marren;friesland;2;0;2;0;2;0;0;0;0;0;voetbal;;GM1940;;;;GM1940;;;;GM1940;;;False;False;False;52.95647158231194;5.7264533400453095;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
17;716;Kaetsjemuoilan;;189571.0;585143.0;Van Haersmasingel 40;9062gc;oentsjerk;tytsjerksteradiel;friesland;5;0;5;1;4;0;0;0;0;0;voetbal;;GM0737;;;;GM0737;;;;GM0737;;;False;False;False;53.25173125271213;5.90515792928577;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
19;739;Sportpark Schuytgraaf;2009.0;185563.0;439891.0;marasingel 251;6846dx;arnhem;arnhem;gelderland;3;0;3;2;1;0;0;0;0;0;voetbal;;GM0202;;;;GM0202;;;;GM0202;;;False;False;False;51.94662586657876;5.831733159162856;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
2;277;Calslagen;;110373.0;471358.0;Wim Kan Dreef 2;1433hm;kudelstaart;aalsmeer;noord-holland;5;0;5;2;3;0;0;0;0;0;voetbal;;GM0358;;;;GM0358;;;;GM0358;;;False;False;False;52.228487411346265;4.734008650220596;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
20;794;Radboud Sportcentrum;1967.0;188116.0;425689.0;Heyendaalseweg 141;6525aj;nijmegen;nijmegen;gelderland;2;0;2;2;0;0;0;0;0;0;voetbal;;GM0268;;;;GM0268;;;;GM0268;;;False;False;False;51.818831468259404;5.8674993199269565;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
21;795;Sportpark De Dennen;1988.0;185086.0;427055.0;Dennenstraat 25;6543jp;nijmegen;nijmegen;gelderland;5;0;5;1;4;0;0;0;0;0;voetbal;;GM0268;;;;GM0268;;;;GM0268;;;False;False;False;51.831280984410704;5.823674030684723;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
22;810;sportpark 't haantje;1965.0;238002.0;461149.0;kronenkamp 10;7161he;neede;berkelland;gelderland;3;0;3;1;2;0;0;0;0;0;voetbal;;GM1859;;;;GM1859;;;;GM1859;;;False;False;False;52.13230222851274;6.599494964492859;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
23;814;Sporthal 'De Sonders';1981.0;235745.0;454039.0;Avesterweg 1a;7156mh;beltrum;berkelland;gelderland;4;0;4;1;3;0;0;0;0;0;voetbal;;GM1859;;;;GM1859;;;;GM1859;;;False;False;False;52.06874277544726;6.564851994193453;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
24;839;sportpark de buke;;155049.0;425284.0;langestraat 36;6624ab;heerewaarden;maasdriel;gelderland;1;0;1;0;1;0;0;0;0;0;voetbal;;GM0263;;;;GM0263;;;;GM0263;;;False;False;False;51.81617481984205;5.387912889488035;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
25;844;sportpark 't hach;1983.0;232548.0;444128.0;looweg 25;7135jh;harreveld;oost gelre;gelderland;2;0;2;0;2;0;0;0;0;0;voetbal;;GM1586;;;;GM1586;;;;GM1586;;;False;False;False;51.980132560457555;6.515986303603642;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
26;862;sportpark kapelhof;1972.0;154632.0;428668.0;kapelstraat 21;4061rb;ophemert;west betuwe;gelderland;2;0;2;0;2;0;0;0;0;0;voetbal;;GM1960;;;;GM1960;;;;GM1960;;;False;False;False;51.8465912922451;5.381861834329096;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
27;876;sportpark de forst;2001.0;207103.0;464227.0;beelelaan 3;7383bh;voorst;voorst;gelderland;4;0;4;0;4;0;0;0;0;0;voetbal;;GM0285;;;;GM0285;;;;GM0285;;;False;False;False;52.1637416907065;6.1487188036342415;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
28;906;Krekelzank;;188186.0;339217.0;Burgemeester Willemeplein 4;6118ea;nieuwstadt;echt-susteren;limburg;4;0;4;0;4;0;0;0;0;0;voetbal;;GM1711;;;;GM1711;;;;GM1711;;;False;False;False;51.04158281334763;5.860373093323859;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
29;933;Burgemeester Cortenraad;2008.0;190034.0;323692.0;Swierderkerkweg 2;6363cj;wijnandsrade;beekdaelen;limburg;2;0;2;1;1;0;0;0;0;0;voetbal;;GM1954;;;;GM1954;;;;GM1954;;;False;False;False;50.901925573972015;5.885213711081019;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
3;460;t.v. de klaverpolder;1985.0;102724.0;412819.0;wethouder mattheestraat 10;4781az;moerdijk;moerdijk;noord-brabant;2;0;2;0;2;0;0;0;0;0;voetbal;;GM1709;;;;GM1709;;;;GM1709;;;False;False;False;51.701693919639276;4.630977350845192;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
30;960;De Vloet;2001.0;192375.0;393783.0;Grootdorp 99;5815an;merselo;venray;limburg;2;0;2;0;2;0;0;0;0;0;voetbal;;GM0984;;;;GM0984;;;;GM0984;;;False;False;False;51.53178549799323;5.925841975541879;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
31;967;Jekerdal;1992.0;175686.0;316241.0;Mergelweg 122;6212xk;maastricht;maastricht;limburg;4;0;4;2;2;0;0;0;0;0;voetbal;;GM0935;;;;GM0935;;;;GM0935;;;False;False;False;50.835649190689956;5.680832543969163;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
32;968;Sportpark Op de bos;1960.0;177489.0;322626.0;op de bos 80;6223ev;maastricht;maastricht;limburg;2;0;2;0;2;0;0;0;0;0;voetbal;;GM0935;;;;GM0935;;;;GM0935;;;False;False;False;50.89297393183105;5.706821386853809;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
33;974;sportpark op schatte;1989.0;191585.0;356366.0;baexemerweg 1b;6099na;beegden;maasgouw;limburg;3;0;3;0;3;0;0;0;0;0;voetbal;;GM1641;;;;GM1641;;;;GM1641;;;False;False;False;51.19551837918665;5.910586944711281;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
34;976;Simpelveld;2000.0;196719.0;315317.0;Sportlaan 5;6369VC;simpelveld;simpelveld;limburg;3;0;3;0;3;0;0;0;0;0;voetbal;;GM0965;;;;GM0965;;;;GM0965;;;False;False;False;50.82619973868584;5.9792745392869575;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
35;978;Op den Das;1960.0;175786.0;359152.0;Bocholterweg 89;6006tl;weert;weert;limburg;3;0;3;0;3;0;0;0;0;0;voetbal;;GM0988;;;;GM0988;;;;GM0988;;;False;False;False;51.22135914732531;5.6847321043962635;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
36;997;de heikamp;1983.0;196417.0;409610.0;heikampseweg 50a;6598bn;heijen;gennep;limburg;2;0;2;0;2;0;0;0;0;0;voetbal;;GM0907;;;;GM0907;;;;GM0907;;;False;False;False;51.67375806577206;5.985967349596662;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
37;1003;de heikant;1988.0;191618.0;415591.0;heikantseweg 11a;6587am;middelaar;mook en middelaar;limburg;3;0;3;0;3;0;0;0;0;0;voetbal;;GM0944;;;;GM0944;;;;GM0944;;;False;False;False;51.72785067472841;5.917221100221635;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
38;1005;tennispark gulpen;1980.0;191262.0;314332.0;ringweg 14;6271ak;gulpen;gulpen-wittem;limburg;3;0;3;1;2;0;0;0;0;0;voetbal;;GM1729;;;;GM1729;;;;GM1729;;;False;False;False;50.81771692682092;5.901733737493445;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
39;1019;Van 't Verlaat;;100104.0;447661.0;Knibbelweg 18;2761je;zevenhuizen;zuidplas;zuid-holland;3;0;3;3;0;0;0;0;0;0;voetbal;;GM1892;;;;GM1892;;;;GM1892;;;False;False;False;52.01458953104756;4.587537348178258;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
4;466;sportpark de renkant;1982.0;175752.0;380934.0;schuttersstraat 21;5715bh;lierop;someren;noord-brabant;3;0;3;1;2;0;0;0;0;0;voetbal;;GM0847;;;;GM0847;;;;GM0847;;;False;False;False;51.417150813981245;5.685520817376142;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
40;1052;X TU Delft;1959.0;85581.0;445723.0;Mekelweg 8;2628cd;delft;delft;zuid-holland;4;0;4;2;2;0;0;0;0;0;voetbal;;GM0503;;;;GM0503;;;;GM0503;;;False;False;False;51.995545670480496;4.376402951516063;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
41;1162;Sportpark Wilgenoord;;112630.0;445753.0;Provincialeweg West 3A;2851eh;haastrecht;krimpenerwaard;zuid-holland;2;0;2;1;1;0;0;0;0;0;voetbal;;GM1931;;;;GM1931;;;;GM1931;;;False;False;False;51.998538939773226;4.77022701842541;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
42;1175;Sportpark De Put;1977.0;118383.0;431425.0;Bloklandsekade 1;2975la;ottoland;molenlanden;zuid-holland;3;0;3;2;1;0;0;0;0;0;voetbal;;GM1978;;;;GM1978;;;;GM1978;;;False;False;False;51.87016937115266;4.85552240327678;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
43;1208;Hillegomse T.C.;1974.0;99592.0;479284.0;Stationsweg 29-31;2182ba;hillegom;hillegom;zuid-holland;8;0;8;3;5;0;0;0;0;0;voetbal;;GM0534;;;;GM0534;;;;GM0534;;;False;False;False;52.29874060301098;4.574923912918737;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
44;1241;T.P.V. Pim Mulier;1973.0;103785.0;491717.0;Jaap edenlaan 9;2024bw;haarlem;haarlem;noord-holland;3;0;3;3;0;0;0;0;0;0;voetbal;;GM0392;;;;GM0392;;;;GM0392;;;False;False;False;52.410881775329415;4.634494964900418;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
45;1258;Tennis Vereniging Loosdrecht TVL;1982.0;137662.0;466971.0;Rading 194;1231ke;loosdrecht;wijdemeren;noord-holland;4;0;4;2;2;0;0;0;0;0;voetbal;;GM1696;;;;GM1696;;;;GM1696;;;False;False;False;52.190591252131526;5.133649103011671;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
46;1260;Sportpark Strandvliet;2018.0;124306.0;481082.0;De Passage 5;1114bh;amsterdam-duivendrecht;ouder-amstel;noord-holland;4;0;4;2;2;0;0;0;0;0;voetbal;;GM0437;;;;GM0437;;;;GM0437;;;False;False;False;52.316833558783266;4.937051977856422;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
47;1279;Sportpark de kogge;1975.0;119652.0;528258.0;Rijdersstraat 110;1735gg;'t veld;hollands kroon;noord-holland;4;0;4;0;4;0;0;0;0;0;voetbal;;GM1911;;;;GM1911;;;;GM1911;;;False;False;False;52.740522497399745;4.863797791635033;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
48;1312;Sportpark Overamstel;1981.0;122159.0;482301.0;Ouderkerkerdijk 150;1096cr;amsterdam;amsterdam;noord-holland;4;0;4;0;4;0;0;0;0;0;voetbal;;GM0363;;;;GM0363;;;;GM0363;;;False;False;False;52.32766519507158;4.905446735294985;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
49;1319;T.V. Akersloot;;110741.0;507495.0;Boschweg 7a;1921ap;akersloot;castricum;noord-holland;5;0;5;0;5;0;0;0;0;0;voetbal;;GM0383;;;;GM0383;;;;GM0383;;;False;False;False;52.55328219741867;4.7346311304937485;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
5;503;De Schulp;;167634.0;363535.0;Poelderstraat 4;6021JZ;budel;cranendonck;noord-brabant;4;0;4;0;4;0;0;0;0;0;voetbal;;GM1706;;;;GM1706;;;;GM1706;;;False;False;False;51.260996927947545;5.568200327379878;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
50;1328;Sportcomplex Rijsenhout;2009.0;108531.0;475358.0;Konnetlaantje 25;1435hv;rijsenhout;haarlemmermeer;noord-holland;4;0;4;1;3;0;0;0;0;0;voetbal;;GM0394;;;;GM0394;;;;GM0394;;;False;False;False;52.264284325756414;4.706500035788219;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
6;527;sportpark de oude kamp;1977.0;182579.0;416110.0;ten holtweg 10;5438nt;gassel;land van cuijk;noord-brabant;3;0;3;0;3;0;0;0;0;0;voetbal;;GM1982;;;;GM1982;;;;GM1982;;;False;False;False;51.73303452202466;5.786432850313425;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
7;552;'t Grootveld;1978.0;248685.0;523933.0;Dalerveensestraat 30b;7751zt;dalen;coevorden;drenthe;4;0;4;0;4;0;0;0;0;0;voetbal;;GM0109;;;;GM0109;;;;GM0109;;;False;False;False;52.694731679164576;6.773030722873948;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
8;556;De Hofakkers;1988.0;244578.0;563993.0;Kruisakkers 38a;9468bj;annen;aa en hunze;drenthe;3;0;3;1;2;0;0;0;0;0;voetbal;;GM1680;;;;GM1680;;;;GM1680;;;False;False;False;53.05534248817925;6.7232597141957156;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
9;580;Sportpark 't Alterbarg;1993.0;245115.0;535248.0;Hoofdstraat 28;7851aa;zweeloo;coevorden;drenthe;4;0;4;0;4;0;0;0;0;0;voetbal;;GM0109;;;;GM0109;;;;GM0109;;;False;False;False;52.796998033480115;6.723330543107222;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
100;2037;Sportpark de Braaken;2017.0;164926.0;415251.0;Binnenweg 1;5384re;heesch;bernheze;noord-brabant;8;0;8;1;7;0;0;0;0;0;voetbal;;GM1721;;;;GM1721;;;;GM1721;;;False;False;False;51.72590578028756;5.530866632261028;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
101;2041;Sportpark 't Root;1985.0;179070.0;379300.0;Rootweg 3;5721vk;asten;asten;noord-brabant;5;0;5;2;3;0;0;0;0;0;voetbal;;GM0743;;;;GM0743;;;;GM0743;;;False;False;False;51.40233167354113;5.733106423223512;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
102;2044;Sportpark de Roodloop;1990.0;137234.0;389339.0;Roodloop 1;5081xz;hilvarenbeek;hilvarenbeek;noord-brabant;5;0;5;1;4;0;0;0;0;0;voetbal;;GM0798;;;;GM0798;;;;GM0798;;;False;False;False;51.4928026338338;5.131381855130874;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
103;2051;Sportpark Den Dries;1970.0;160005.0;375271.0;Pastoor Heerkensdreef 18;5552bg;valkenswaard;valkenswaard;noord-brabant;7;0;7;1;6;0;0;0;0;0;voetbal;;GM0858;;;;GM0858;;;;GM0858;;;False;False;False;51.3666075128105;5.459070141993257;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
104;2054;Sportpark Geneneind;1992.0;179423.0;391328.0;Geneneind 4a;5761rh;bakel;gemert-bakel;noord-brabant;4;0;4;1;3;0;0;0;0;0;voetbal;;GM1652;;;;GM1652;;;;GM1652;;;False;False;False;51.51043053407833;5.739013784717791;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
105;2059;Sportpark Molenwijk;;149606.0;401007.0;Molenwijk 1a;5282ka;boxtel;boxtel;noord-brabant;2;0;2;2;0;0;0;0;0;0;voetbal;;GM0757;;;;GM0757;;;;GM0757;;;False;False;False;51.59793581732796;5.309351399141056;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
106;2064;Sportpark Het Lambrek;2005.0;169368.0;375443.0;Sterkselseweg 53;5591ve;heeze;heeze-leende;noord-brabant;5;0;5;0;5;0;0;0;0;0;voetbal;;GM1658;;;;GM1658;;;;GM1658;;;False;False;False;51.36799289459049;5.593524951779103;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
107;2082;Sportpark Zuidveen;2004.0;211750.0;460540.0;Jelle Zijlstrapad 1;7204jr;zutphen;zutphen;gelderland;4;0;4;1;3;0;0;0;0;0;voetbal;;GM0301;;;;GM0301;;;;GM0301;;;False;False;False;52.13014795017955;6.216015221438131;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
108;2088;Sportpark De Bongerd;1977.0;174481.0;443834.0;Bornsesteeg 10;6708pe;wageningen;wageningen;gelderland;1;0;1;1;0;0;0;0;0;0;voetbal;;GM0289;;;;GM0289;;;;GM0289;;;False;False;False;51.98256511450259;5.6707749276428245;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
109;2091;Sportpark De Bree Oost;1985.0;161941.0;455105.0;Eikenlaan 4;3925vk;scherpenzeel;scherpenzeel;gelderland;2;0;2;1;1;0;0;0;0;0;voetbal;;GM0279;;;;GM0279;;;;GM0279;;;False;False;False;52.08416853778853;5.488468113031094;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
110;2094;Sportpark Ressen;2000.0;188537.0;434111.0;Ressensestraat 30c;6684da;ressen;lingewaard;gelderland;5;0;5;2;3;0;0;0;0;0;voetbal;;GM1705;;;;GM1705;;;;GM1705;;;False;False;False;51.89450375389148;5.8744239225411645;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
111;2098;Sportpark Herungerberg;2007.0;212124.0;376795.0;Louisenburgweg 9;5916na;venlo;venlo;limburg;5;0;5;0;5;0;0;0;0;0;voetbal;;GM0983;;;;GM0983;;;;GM0983;;;False;False;False;51.37743942195562;6.207681552291998;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
112;2099;Maassenhof;1980.0;205907.0;375975.0;Langvenweg 8;5927pc;venlo;venlo;limburg;3;0;3;0;3;0;0;0;0;0;voetbal;;GM0983;;;;GM0983;;;;GM0983;;;False;False;False;51.37066368028977;6.118275085813611;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
113;2109;Sportpark de Bloemerd;;97154.0;464934.0;Bloemerd 8;2353bz;leiderdorp;leiderdorp;zuid-holland;6;0;6;2;4;0;0;0;0;0;voetbal;;GM0547;;;;GM0547;;;;GM0547;;;False;False;False;52.16952619855641;4.541638925193554;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
114;2113;Sportpark Merenveld;1975.0;96894.0;446180.0;Merenweg 20A;2665km;bleiswijk;lansingerland;zuid-holland;6;0;6;3;3;0;0;0;0;0;voetbal;;GM1621;;;;GM1621;;;;GM1621;;;False;False;False;52.00095237858092;4.541033561686844;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
115;2114;Sportpark Dorrestein;1987.0;100848.0;441649.0;Sportpark Dorrestein 3;2912tl;nieuwerkerk aan den ijssel;zuidplas;zuid-holland;8;0;8;7;1;0;0;0;0;0;voetbal;;GM1892;;;;GM1892;;;;GM1892;;;False;False;False;51.96062995083487;4.599323821190169;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
116;2117;Sportpark van Tuyllpark;;95737.0;451459.0;van der Hagenstraat 17;2722nt;zoetermeer;zoetermeer;zuid-holland;5;0;5;0;5;0;0;0;0;0;voetbal;;GM0637;;;;GM0637;;;;GM0637;;;False;False;False;52.04827393682323;4.523272206299113;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
117;2122;Sportpark Adegeest;;91112.0;461494.0;Weddeloop 6;2253st;voorschoten;voorschoten;zuid-holland;6;0;6;3;3;0;0;0;0;0;voetbal;;GM0626;;;;GM0626;;;;GM0626;;;False;False;False;52.13794521699555;4.453977210027505;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
118;2128;Hertogspark;1975.0;99519.0;467616.0;Oud Adeselaan 38;2375xe;rijpwetering;kaag en braassem;zuid-holland;2;0;2;1;1;0;0;0;0;0;voetbal;;GM1884;;;;GM1884;;;;GM1884;;;False;False;False;52.19387237418579;4.575767539335828;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
119;2135;Sportcomplex Startbaan;1969.0;118941.0;478083.0;Sportlaan 35;1185tb;amstelveen;amstelveen;noord-holland;4;0;4;2;2;0;0;0;0;0;voetbal;;GM0362;;;;GM0362;;;;GM0362;;;False;False;False;52.28955487074393;4.85869351536508;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
120;2143;Sportpark IJburg;2011.0;127167.0;485473.0;Dick Hilleniuspad 2;1087bz;amsterdam;amsterdam;noord-holland;3;0;3;3;0;0;0;0;0;0;voetbal;;GM0363;;;;GM0363;;;;GM0363;;;False;False;False;52.356449622003886;4.978646847873673;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
121;2144;Sportpark Spieringhorn;1972.0;117052.0;488866.0;Sportpark Spieringhorn 11;1043aa;amsterdam;amsterdam;noord-holland;11;0;11;6;5;0;0;0;0;0;voetbal;;GM0363;;;;GM0363;;;;GM0363;;;False;False;False;52.386337724728925;4.829792686131561;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
