OBJECTID;accomm_id;accomm_nm;bouwjaar;X;Y;adres;postcode;plaatsnaam;gemeente;provincie;n_voorzien;n_ind_ voo;n_out_voor;n_out_kuns;n_out_natu;n_out swat;n_out_wat;n_sporthln;n_sportzln;n_gymzln;sport;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
422;17530;Sportpark Oost;;77603.0;435108.0;Laan van Nieuw Blankenburg 380;3181an;rozenburg;rotterdam;zuid-holland;1;0;1;0;1;0;0;0;0;0;voetbal;;GM0599;;;;GM0599;;;;GM0599;;;False;False;False;51.89909567860394;4.2626484439122185;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
423;17556;Sportpark De Commandeur;1976.0;78734.0;439316.0;Doelpad 2;3155ae;maasland;midden-delfland;zuid-holland;5;0;5;2;3;0;0;0;0;0;voetbal;;GM1842;;;;GM1842;;;;GM1842;;;False;False;False;51.93706860735797;4.2781457028387;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
424;17557;Sportcomplex De Voscuyl;1981.0;91716.0;466558.0;De Voscuyl 19;2341bj;oegstgeest;oegstgeest;zuid-holland;7;0;7;1;6;0;0;0;0;0;voetbal;;GM0579;;;;GM0579;;;;GM0579;;;False;False;False;52.18352469421142;4.461855655087034;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
425;17583;Sportpark Kon Julianalaan;1979.0;215649.0;510743.0;Kon.Julianalaan 71;7711kl;nieuwleusen;dalfsen;overijssel;4;0;4;0;4;0;0;0;0;0;voetbal;;GM0148;;;;GM0148;;;;GM0148;;;False;False;False;52.58089320494522;6.282007950613673;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
426;17584;Sportpark 'T Twistveen;;238405.0;496885.0;Twistveenweg 10;7676sk;westerhaar-vriezenveensewijk;twenterand;overijssel;3;0;3;1;2;0;0;0;0;0;voetbal;;GM1700;;;;GM1700;;;;GM1700;;;False;False;False;52.453366505915795;6.614215005361228;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
427;17597;Sportpark De Molmhoek;1965.0;122967.0;468998.0;Mijdrechtsedwarsweg 4;3645ga;vinkeveen;de ronde venen;utrecht;3;0;3;2;1;0;0;0;0;0;voetbal;;GM0736;;;;GM0736;;;;GM0736;;;False;False;False;52.20815213885093;4.918560193840903;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
428;17598;Sportpark Daalseweide;1970.0;132677.0;459841.0;Sportparkweg 1;3604aw;maarssen;stichtse vecht;utrecht;6;0;6;1;5;0;0;0;0;0;voetbal;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.12632918419097;5.061216676873317;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
429;17600;Sportpark Tuilland;;153123.0;449149.0;Buurtweg 3;3941mc;doorn;utrechtse heuvelrug;utrecht;4;0;4;1;3;0;0;0;0;0;voetbal;;GM1581;;;;GM1581;;;;GM1581;;;False;False;False;52.030676107984725;5.359851505150555;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
430;17601;Sportpark De Woerd;;146461.0;452143.0;De Woerd 3;3972kd;driebergen-rijsenburg;utrechtse heuvelrug;utrecht;6;0;6;3;3;0;0;0;0;0;voetbal;;GM1581;;;;GM1581;;;;GM1581;;;False;False;False;52.057523952495494;5.262698616723975;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
431;17607;Sportpark Cleijn Moercken;2007.0;61309.0;389557.0;Hogeweg 15;4401bt;yerseke;reimerswaal;zeeland;5;0;5;0;5;0;0;0;0;0;voetbal;;GM0703;;;;GM0703;;;;GM0703;;;False;False;False;51.487250188343964;4.038222939528877;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
432;17612;Sportterrein Noordwijk;1989.0;213128.0;576210.0;Westerweg 12;9824ph;noordwijk;westerkwartier;groningen;2;0;2;0;2;0;0;0;0;0;voetbal;;GM1969;;;;GM1969;;;;GM1969;;;False;False;False;53.16942946175498;6.256447584575015;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
433;17614;Leens;1978.0;221413.0;597404.0;meester j.s. van weerdenstraat 18b;9965re;leens;het hogeland;groningen;3;0;3;0;3;0;0;0;0;0;voetbal;;GM1966;;;;GM1966;;;;GM1966;;;False;False;False;53.35888038508385;6.384714137230413;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
434;17617;de trefkoel;1972.0;253936.0;462977.0;de noor 111;7481rp;haaksbergen;haaksbergen;overijssel;3;0;3;2;1;0;0;0;0;0;voetbal;;GM0158;;;;GM0158;;;;GM0158;;;False;False;False;52.146105780591576;6.832686788540044;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
435;17618;sportpark zuideinderpark;2000.0;158882.0;401509.0;rooiseheide 20;5481sg;schijndel;meierijstad;noord-brabant;7;0;7;1;6;0;0;0;0;0;voetbal;;GM1948;;;;GM1948;;;;GM1948;;;False;False;False;51.60246038076824;5.443234881928972;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
436;17619;sportpark den uil;1965.0;170522.0;401113.0;den uil 3a;5469cg;erp;meierijstad;noord-brabant;4;0;4;1;3;0;0;0;0;0;voetbal;;GM1948;;;;GM1948;;;;GM1948;;;False;False;False;51.59869950966234;5.611230092856647;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
437;17620;sportpark 't hoogeind;1978.0;120541.0;398493.0;sint annastraat 99;5124nm;molenschot;gilze en rijen;noord-brabant;2;0;2;0;2;0;0;0;0;0;voetbal;;GM0784;;;;GM0784;;;;GM0784;;;False;False;False;51.574308185353864;4.890120718435821;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
438;17621;sportpark;;123032.0;395884.0;ridderstraat 98;5126bh;gilze;gilze en rijen;noord-brabant;5;0;5;3;2;0;0;0;0;0;voetbal;;GM0784;;;;GM0784;;;;GM0784;;;False;False;False;51.551004771639384;4.92629096970068;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
439;17623;sportpark achter 't hof;;98734.0;399111.0;'t groot stuk 1;4741tx;hoeven;halderberge;noord-brabant;2;0;2;1;1;0;0;0;0;0;voetbal;;GM1655;;;;GM1655;;;;GM1655;;;False;False;False;51.578102333789815;4.575473578172645;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
440;17624;sportpark andries;;88984.0;403243.0;l.p. van mallandstraat 61a;4754am;stampersgat;halderberge;noord-brabant;2;0;2;0;2;0;0;0;0;0;voetbal;;GM1655;;;;GM1655;;;;GM1655;;;False;False;False;51.61417794829119;4.4340513025199835;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
441;17625;sportpark bosschenhoofd;1972.0;96698.0;396608.0;pastoor van breugelstraat 87;4744rc;bosschenhoofd;halderberge;noord-brabant;3;0;3;0;3;0;0;0;0;0;voetbal;;GM1655;;;;GM1655;;;;GM1655;;;False;False;False;51.555398261190476;4.546520576557883;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
442;17626;sportpark d'n kuil;1971.0;131639.0;391761.0;wim rötherlaan 8;5051js;goirle;goirle;noord-brabant;11;0;11;2;9;0;0;0;0;0;voetbal;;GM0785;;;;GM0785;;;;GM0785;;;False;False;False;51.51436860436701;5.050657559828612;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
443;17627;sportpark de krim;1995.0;129388.0;392143.0;oude tilburgsebaan 3a;5133bd;riel;goirle;noord-brabant;3;0;3;0;3;0;0;0;0;0;voetbal;;GM0785;;;;GM0785;;;;GM0785;;;False;False;False;51.517704303507664;5.018201925090503;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
444;17628;sportpark de elskens;1990.0;119737.0;408413.0;elskensweg 9;4908dw;oosterhout;oosterhout;noord-brabant;5;0;5;1;4;0;0;0;0;0;voetbal;;GM0826;;;;GM0826;;;;GM0826;;;False;False;False;51.663421908139966;4.877521994197745;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
445;17629;sportpark de warande;;118108.0;404978.0;warandelaan 14;4904pc;oosterhout;oosterhout;noord-brabant;5;0;5;2;3;0;0;0;0;0;voetbal;;GM0826;;;;GM0826;;;;GM0826;;;False;False;False;51.63244254227897;4.85434117147804;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
446;17630;sportpark heihoef;2014.0;116351.0;407633.0;weststadweg 1;4906mk;oosterhout;oosterhout;noord-brabant;5;0;5;2;3;0;0;0;0;0;voetbal;;GM0826;;;;GM0826;;;;GM0826;;;False;False;False;51.65618788946298;4.828670458126049;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
447;17631;sportpark uilendonck;1980.0;121491.0;406315.0;looierijstraat 39;4909bb;oosteind;oosterhout;noord-brabant;2;0;2;0;2;0;0;0;0;0;voetbal;;GM0826;;;;GM0826;;;;GM0826;;;False;False;False;51.64467212860205;4.9030744214258455;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
448;17632;sportpark dorst;1975.0;118338.0;400582.0;mispelstraat 4;4849bc;dorst;oosterhout;noord-brabant;2;0;2;1;1;0;0;0;0;0;voetbal;;GM0826;;;;GM0826;;;;GM0826;;;False;False;False;51.59294528136762;4.858124262259715;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
449;17633;sportpark den hout;;115078.0;407689.0;ruiterspoor 21;4911ba;den hout;oosterhout;noord-brabant;1;0;1;0;1;0;0;0;0;0;voetbal;;GM0826;;;;GM0826;;;;GM0826;;;False;False;False;51.65660202198549;4.810268319506795;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
450;17634;sportpark ommel;1979.0;179959.0;381478.0;kluisstraat 21;5724ad;ommel;asten;noord-brabant;2;0;2;1;1;0;0;0;0;0;voetbal;;GM0743;;;;GM0743;;;;GM0743;;;False;False;False;51.421870112463964;5.746035935653535;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
451;17635;haags sportpark;1994.0;110525.0;398796.0;postillonstraat 45;4813ev;breda;breda;noord-brabant;2;0;2;1;1;0;0;0;0;0;voetbal;;GM0758;;;;GM0758;;;;GM0758;;;False;False;False;51.576328151219855;4.745606293209318;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
452;17636;sportpark de blauwe kei;1978.0;114304.0;398837.0;blauwe kei 1b;4834aw;breda;breda;noord-brabant;5;0;5;3;2;0;0;0;0;0;voetbal;;GM0758;;;;GM0758;;;;GM0758;;;False;False;False;51.576983069550764;4.800114424887672;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
453;17637;heksenwiel;;110524.0;404092.0;heksendans 4;4823jx;breda;breda;noord-brabant;4;0;4;2;2;0;0;0;0;0;voetbal;;GM0758;;;;GM0758;;;;GM0758;;;False;False;False;51.62392911128631;4.744918287304309;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
454;17638;sportpark hooghuys;2007.0;110168.0;401812.0;wikketuin 15a;4824pn;breda;breda;noord-brabant;2;0;2;1;1;0;0;0;0;0;voetbal;;GM0758;;;;GM0758;;;;GM0758;;;False;False;False;51.603407928373215;4.740070068323901;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
455;17639;sportpark kadijkje;1968.0;113020.0;401637.0;bastenakenstraat 41;4826lj;breda;breda;noord-brabant;3;0;3;0;3;0;0;0;0;0;voetbal;;GM0758;;;;GM0758;;;;GM0758;;;False;False;False;51.60205548417779;4.7812562563245065;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
456;17640;sportpark lage kant;1989.0;115043.0;400008.0;langveld 5;4817gn;breda;breda;noord-brabant;2;0;2;0;2;0;0;0;0;0;voetbal;;GM0758;;;;GM0758;;;;GM0758;;;False;False;False;51.587561304292414;4.810641160178301;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
457;17641;sportpark ruitersbos;2001.0;111505.0;397942.0;ruitersboslaan 57;4837cj;breda;breda;noord-brabant;3;0;3;0;3;0;0;0;0;0;voetbal;;GM0758;;;;GM0758;;;;GM0758;;;False;False;False;51.568728981532004;4.759849001872251;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
458;17642;sportpark de roosberg;1967.0;116026.0;396695.0;bavelse hei 7;4854pn;bavel;breda;noord-brabant;3;0;3;2;1;0;0;0;0;0;voetbal;;GM0758;;;;GM0758;;;;GM0758;;;False;False;False;51.5578523302104;4.825193434898298;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
459;17643;Sportpark De Gouwen;1980.0;116413.0;402087.0;Donkerstraat 38;4847ej;teteringen;breda;noord-brabant;5;0;5;1;4;0;0;0;0;0;voetbal;;GM0758;;;;GM0758;;;;GM0758;;;False;False;False;51.606343607800596;4.8301793316375115;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
460;17644;sportpark de kikvorsch 1;2000.0;146967.0;404902.0;de kikvorsch 5;5262lx;vught;vught;noord-brabant;7;0;7;2;5;0;0;0;0;0;voetbal;;GM0865;;;;GM0865;;;;GM0865;;;False;False;False;51.63291468157298;5.2711740797125595;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
461;17645;sportpark parkzicht;1985.0;171840.0;406823.0;parklaan 4;5404nh;uden;maashorst;noord-brabant;7;0;7;2;5;0;0;0;0;0;voetbal;;GM1991;;;;GM1991;;;;GM1991;;;False;False;False;51.64998573504647;5.6305281684992385;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
462;17646;sportpark volkel;1986.0;173785.0;406471.0;eeuwsels 14;5408aj;volkel;maashorst;noord-brabant;4;0;4;1;3;0;0;0;0;0;voetbal;;GM1991;;;;GM1991;;;;GM1991;;;False;False;False;51.64675995767753;5.65861283378307;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
463;17647;sportpark de smelen;1990.0;176738.0;406333.0;oudedijk 30a;5409ac;odiliapeel;maashorst;noord-brabant;3;0;3;0;3;0;0;0;0;0;voetbal;;GM1991;;;;GM1991;;;;GM1991;;;False;False;False;51.64541276990503;5.70126946769389;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
464;17648;sportpark de haan;1976.0;142179.0;389287.0;De Haan 1;5089nj;haghorst;hilvarenbeek;noord-brabant;2;0;2;0;2;0;0;0;0;0;voetbal;;GM0798;;;;GM0798;;;;GM0798;;;False;False;False;51.49246942992358;5.202588224630193;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
465;17649;sportpark de stevort;2001.0;139538.0;390941.0;gemeintsedijk 1;5084hk;biest-houtakker;hilvarenbeek;noord-brabant;2;0;2;0;2;0;0;0;0;0;voetbal;;GM0798;;;;GM0798;;;;GM0798;;;False;False;False;51.50727027857839;5.164487310045132;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
466;17650;sportpark de alsie 5;;139812.0;387918.0;de alsie 5;5087lb;diessen;hilvarenbeek;noord-brabant;4;0;4;0;4;0;0;0;0;0;voetbal;;GM0798;;;;GM0798;;;;GM0798;;;False;False;False;51.48010522293437;5.168564489514586;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
467;17651;sportpark 't kraaienbos;1978.0;135400.0;398796.0;centaurusweg 80;5015ta;tilburg;tilburg;noord-brabant;2;0;2;0;2;0;0;0;0;0;voetbal;;GM0855;;;;GM0855;;;;GM0855;;;False;False;False;51.577746325662;5.104445549265902;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
468;17652;bijstervelden;;128793.0;399917.0;bijsterveldenlaan 1;5045zz;tilburg;tilburg;noord-brabant;7;0;7;3;4;0;0;0;0;0;voetbal;;GM0855;;;;GM0855;;;;GM0855;;;False;False;False;51.58755309492522;5.009048663825967;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
469;17653;sportpark campenhoef;1996.0;128336.0;398252.0;kronenbergstraat 10;5045nc;tilburg;tilburg;noord-brabant;3;0;3;2;1;0;0;0;0;0;voetbal;;GM0855;;;;GM0855;;;;GM0855;;;False;False;False;51.57256587210095;5.002581348705338;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
470;17654;sportpark d'n haaikant;1977.0;134885.0;398513.0;Jac. Van Vollenhovenstraat 304;5012ad;tilburg;tilburg;noord-brabant;3;0;3;2;1;0;0;0;0;0;voetbal;;GM0855;;;;GM0855;;;;GM0855;;;False;False;False;51.57518438687555;5.097032338839158;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
471;17655;sportpark koos eras;1970.0;132896.0;399041.0;goirkekanaaldijk 175;5049bt;tilburg;tilburg;noord-brabant;2;0;2;1;1;0;0;0;0;0;voetbal;;GM0855;;;;GM0855;;;;GM0855;;;False;False;False;51.579855600947944;5.068307083029327;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
472;17656;sportpark matterhornhoek;1984.0;134171.0;394771.0;matterhornhoek 20;5022pk;tilburg;tilburg;noord-brabant;4;0;4;2;2;0;0;0;0;0;voetbal;;GM0855;;;;GM0855;;;;GM0855;;;False;False;False;51.54152341499824;5.086955012994749;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
473;17657;sportpark melis stokestraat;1958.0;134929.0;398041.0;melis stokestraat 42;5013bm;tilburg;tilburg;noord-brabant;2;0;2;1;1;0;0;0;0;0;voetbal;;GM0855;;;;GM0855;;;;GM0855;;;False;False;False;51.57094338949534;5.097694099071441;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
474;17658;sportpark moerenburg;1981.0;136391.0;396449.0;moerenburgseweg 6;5018tc;tilburg;tilburg;noord-brabant;2;0;2;1;1;0;0;0;0;0;voetbal;;GM0855;;;;GM0855;;;;GM0855;;;False;False;False;51.55668396818974;5.118866523146698;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
475;17659;sportpark noord;1989.0;131916.0;398869.0;brugstraat 5;5042sb;tilburg;tilburg;noord-brabant;7;0;7;1;6;0;0;0;0;0;voetbal;;GM0855;;;;GM0855;;;;GM0855;;;False;False;False;51.57827018521768;5.0541801885589095;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
476;17660;sportpark noorderpark;1973.0;132989.0;399399.0;heikantlaan 110;5049an;tilburg;tilburg;noord-brabant;2;0;2;0;2;0;0;0;0;0;voetbal;;GM0855;;;;GM0855;;;;GM0855;;;False;False;False;51.583077123794396;5.06962626706385;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
477;17661;sportpark spoordijk;1932.0;135786.0;397066.0;spoordijk 30;5018gh;tilburg;tilburg;noord-brabant;6;0;6;3;3;0;0;0;0;0;voetbal;;GM0855;;;;GM0855;;;;GM0855;;;False;False;False;51.56220953768151;5.1101089251753296;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
478;17662;sportpark westend;1912.0;130493.496;396335.652;gilzerbaan 251;5032vd;tilburg;tilburg;noord-brabant;6;0;6;3;3;0;0;0;0;0;voetbal;;GM0855;;;;GM0855;;;;GM0855;;;False;False;False;51.555439069605754;5.033836004811066;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
479;17663;sportpark willem ii;;132729.0;394845.0;goirleseweg 34;5026pc;tilburg;tilburg;noord-brabant;3;0;3;0;3;0;0;0;0;0;voetbal;;GM0855;;;;GM0855;;;;GM0855;;;False;False;False;51.54213333018295;5.066164447101464;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
480;17664;berkelseweg;1930.0;139150.0;399847.0;berkelseweg 14;5056pn;berkel-enschot;tilburg;noord-brabant;5;0;5;1;4;0;0;0;0;0;voetbal;;GM0855;;;;GM0855;;;;GM0855;;;False;False;False;51.58731151770808;5.158496213583986;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
481;17665;sportpark zeshoeven;1988.0;138282.0;401684.0;sportlaan 15d;5071cb;udenhout;tilburg;noord-brabant;4;0;4;1;3;0;0;0;0;0;voetbal;;GM0855;;;;GM0855;;;;GM0855;;;False;False;False;51.60379825430666;5.145883872931178;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
482;17666;sportpark hulsdonk;1967.0;89462.0;393361.0;sportstraat 17;4708ap;roosendaal;roosendaal;noord-brabant;10;0;10;4;6;0;0;0;0;0;voetbal;;GM1674;;;;GM1674;;;;GM1674;;;False;False;False;51.52541849926847;4.442801177684121;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
483;17667;sportpark kortendijk;1975.0;91972.0;393209.0;zundertseweg 17;4707xd;roosendaal;roosendaal;noord-brabant;4;0;4;0;4;0;0;0;0;0;voetbal;;GM1674;;;;GM1674;;;;GM1674;;;False;False;False;51.524339118247774;4.4789930634658095;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
484;17668;sportpark vierhoeven;2006.0;91873.0;392004.0;nispenseweg 1;4707ra;roosendaal;roosendaal;noord-brabant;8;0;8;1;7;0;0;0;0;0;voetbal;;GM1674;;;;GM1674;;;;GM1674;;;False;False;False;51.51349782922431;4.47778333079853;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
485;17669;sportpark de doelen;1983.0;85263.0;393139.0;doeldreef 50;4724bl;wouw;roosendaal;noord-brabant;4;0;4;1;3;0;0;0;0;0;voetbal;;GM1674;;;;GM1674;;;;GM1674;;;False;False;False;51.52291853529398;4.382346444628081;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
486;17670;sportpark heerle;2010.0;84045.0;392701.0;herelsestraat 104;4726ah;heerle;roosendaal;noord-brabant;2;0;2;0;2;0;0;0;0;0;voetbal;;GM1674;;;;GM1674;;;;GM1674;;;False;False;False;51.51882976218804;4.364887191184788;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
487;17671;sportpark de wallen;1974.0;90854.0;388632.0;heijbeeksestraat 1b;4709bm;nispen;roosendaal;noord-brabant;2;0;2;0;2;0;0;0;0;0;voetbal;;GM1674;;;;GM1674;;;;GM1674;;;False;False;False;51.483076117471505;4.463720644780902;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
488;17672;sportpark rimboe;1984.0;85539.0;388072.0;wildersedreef 1;4725sp;wouwse plantage;roosendaal;noord-brabant;3;0;3;0;3;0;0;0;0;0;voetbal;;GM1674;;;;GM1674;;;;GM1674;;;False;False;False;51.4774128533674;4.387324266515485;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
489;17673;sportpark de wildert;;104598.0;386142.0;wildertsedijk 22;4881ev;zundert;zundert;noord-brabant;3;0;3;0;3;0;0;0;0;0;voetbal;;GM0879;;;;GM0879;;;;GM0879;;;False;False;False;51.46209307310682;4.6619261250968;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
490;17674;sportpark de laguiten;1991.0;106769.0;392619.0;laguitensebaan 56;4891xr;rijsbergen;zundert;noord-brabant;5;0;5;0;5;0;0;0;0;0;voetbal;;GM0879;;;;GM0879;;;;GM0879;;;False;False;False;51.52049898980028;4.692275729054055;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
491;17675;sportpark diepstraat;1968.0;102949.0;385571.0;diepstraat 41;4884aa;wernhout;zundert;noord-brabant;2;0;2;0;2;0;0;0;0;0;voetbal;;GM0879;;;;GM0879;;;;GM0879;;;False;False;False;51.45681105538168;4.638283626930464;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
492;17676;sportpark v.v. achtmaal;;98948.0;385550.0;buntweg 7;4885kt;achtmaal;zundert;noord-brabant;2;0;2;0;2;0;0;0;0;0;voetbal;;GM0879;;;;GM0879;;;;GM0879;;;False;False;False;51.45623874279109;4.580725229994473;WarmteAtlas:sportparken;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:54;
