BU_CODE;BU_NAAM;GM_NAAM;WONINGEN;P_STADVERW;JAAR;STATUS;buurtcode_2023;gemeentecode_2023;buurtcode_2024;gemeentecode_2024;buurtcode_2025;gemeentecode_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;centroid_lat;centroid_lon;geom_wkt;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
BU00342803;Muziekwijk N.-Noordoost;Almere;174;86;2023;DEF;BU00342803;GM0034;BU00342803;GM0034;BU00342803;GM0034;False;False;52.375354660730885;5.189256737892141;MULTIPOLYGON (((5.193734 52.375298, 5.193659 52.375145, 5.193536 52.375184, 5.193508 52.375129, 5.193593 52.37509, 5.193546 52.375058, 5.193372 52.375089, 5.193259 52.375055, 5.19292 52.374846, 5.19276 52.374767, 5.192524 52.374678, 5.190766 52.374087, 5.190333 52.373941, 5.190139 52.373864, 5.19001 52.373793, 5.189888 52.373699, 5.18978 52.373566, 5.189759 52.373514, 5.18961 52.373553, 5.189585 52.373529, 5.18941 52.373462, 5.189321 52.373453, 5.187765 52.373711, 5.187585 52.373787, 5.187428 52.373766, 5.186711 52.373893, 5.186223 52.373985, 5.186153 52.374039, 5.18616 52.374086, 5.186086 52.3741, 5.185987 52.374045, 5.185918 52.374045, 5.18521 52.374192, 5.184453 52.374363, 5.184558 52.374508, 5.185109 52.375311, 5.185206 52.375436, 5.185306 52.375528, 5.185414 52.37561, 5.185653 52.375743, 5.185797 52.375803, 5.186324 52.375978, 5.188498 52.376712, 5.188624 52.376754, 5.188737 52.376736, 5.188776 52.376694, 5.188941 52.37675, 5.188905 52.376793, 5.188943 52.376861, 5.190784 52.377481, 5.190992 52.377552, 5.191011 52.377532, 5.191291 52.377629, 5.191333 52.377583, 5.191441 52.377621, 5.191591 52.377471, 5.19181 52.377236, 5.191873 52.377192, 5.192648 52.376321, 5.193471 52.37541, 5.193734 52.375298)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU00342804;Muziekwijk N.-Midden;Almere;761;90;2023;DEF;BU00342804;GM0034;BU00342804;GM0034;BU00342804;GM0034;False;False;52.37189426744461;5.186321408265226;MULTIPOLYGON (((5.189759 52.373514, 5.189757 52.37346, 5.189791 52.37337, 5.189847 52.373335, 5.19039 52.373178, 5.190566 52.37318, 5.190622 52.373165, 5.190711 52.373087, 5.190675 52.37304, 5.190587 52.373037, 5.190506 52.372989, 5.190173 52.372505, 5.190186 52.372385, 5.189343 52.371153, 5.18937 52.371099, 5.189339 52.371062, 5.189248 52.371079, 5.18917 52.371039, 5.188889 52.370629, 5.188876 52.370597, 5.18892 52.370529, 5.188992 52.370505, 5.188968 52.370462, 5.188828 52.370459, 5.18876 52.370408, 5.188412 52.36978, 5.188441 52.369709, 5.188602 52.36967, 5.188577 52.369633, 5.188391 52.369676, 5.188335 52.369658, 5.188199 52.369414, 5.188221 52.369381, 5.184994 52.370047, 5.182194 52.370625, 5.181979 52.370678, 5.182722 52.371828, 5.182764 52.371885, 5.183591 52.373093, 5.184404 52.374283, 5.184453 52.374363, 5.18521 52.374192, 5.185918 52.374045, 5.185987 52.374045, 5.186086 52.3741, 5.18616 52.374086, 5.186153 52.374039, 5.186223 52.373985, 5.186711 52.373893, 5.187428 52.373766, 5.187585 52.373787, 5.187765 52.373711, 5.189321 52.373453, 5.18941 52.373462, 5.189585 52.373529, 5.18961 52.373553, 5.189759 52.373514)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU00342805;Muziekwijk N.-Oost;Almere;517;89;2023;DEF;BU00342805;GM0034;BU00342805;GM0034;BU00342805;GM0034;False;False;52.370563915988185;5.191886779734067;MULTIPOLYGON (((5.19619 52.370186, 5.195474 52.369883, 5.194649 52.369493, 5.193804 52.369098, 5.193141 52.368793, 5.191426 52.367985, 5.19089 52.367734, 5.189471 52.36887, 5.189189 52.369053, 5.189031 52.369129, 5.188784 52.36923, 5.188534 52.36931, 5.188221 52.369381, 5.188199 52.369414, 5.188335 52.369658, 5.188391 52.369676, 5.188577 52.369633, 5.188602 52.36967, 5.188441 52.369709, 5.188412 52.36978, 5.18876 52.370408, 5.188828 52.370459, 5.188968 52.370462, 5.188992 52.370505, 5.18892 52.370529, 5.188876 52.370597, 5.188889 52.370629, 5.18917 52.371039, 5.189248 52.371079, 5.189339 52.371062, 5.18937 52.371099, 5.189343 52.371153, 5.190186 52.372385, 5.190173 52.372505, 5.190506 52.372989, 5.190587 52.373037, 5.190675 52.37304, 5.190711 52.373087, 5.190622 52.373165, 5.190566 52.37318, 5.19039 52.373178, 5.189847 52.373335, 5.189791 52.37337, 5.189757 52.37346, 5.189759 52.373514, 5.18978 52.373566, 5.189888 52.373699, 5.19001 52.373793, 5.190139 52.373864, 5.190333 52.373941, 5.190766 52.374087, 5.190842 52.374002, 5.190811 52.373944, 5.191673 52.372987, 5.192624 52.371926, 5.19271 52.371891, 5.192768 52.371897, 5.193297 52.372078, 5.194227 52.37239, 5.195037 52.371488, 5.195056 52.371429, 5.196066 52.37032, 5.19619 52.370186)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU00342806;Muziekwijk N.-Zuidoost;Almere;822;85;2023;DEF;BU00342806;GM0034;BU00342806;GM0034;BU00342806;GM0034;False;False;52.3675502807672;5.184622658131375;MULTIPOLYGON (((5.188221 52.369381, 5.188534 52.36931, 5.188784 52.36923, 5.189031 52.369129, 5.189189 52.369053, 5.189471 52.36887, 5.19089 52.367734, 5.189471 52.367069, 5.189018 52.366866, 5.18744 52.36613, 5.187017 52.365936, 5.186775 52.365825, 5.18493 52.364957, 5.183288 52.364191, 5.183256 52.364181, 5.183151 52.364265, 5.183231 52.364303, 5.183136 52.364351, 5.183141 52.364389, 5.182879 52.364601, 5.182707 52.364704, 5.182425 52.364841, 5.182286 52.364818, 5.182133 52.364748, 5.182111 52.364806, 5.181998 52.364749, 5.181934 52.364799, 5.182024 52.364854, 5.182086 52.36493, 5.182064 52.365047, 5.182017 52.365082, 5.18179 52.36516, 5.181579 52.365221, 5.181138 52.36533, 5.180009 52.365562, 5.179595 52.365625, 5.179887 52.366173, 5.180876 52.368473, 5.180884 52.368508, 5.180947 52.368639, 5.181436 52.369695, 5.181505 52.369818, 5.181597 52.369894, 5.181746 52.369955, 5.181946 52.370016, 5.182 52.370051, 5.182066 52.370134, 5.182071 52.37023, 5.182032 52.370299, 5.181951 52.370358, 5.181832 52.370402, 5.181979 52.370678, 5.182194 52.370625, 5.184994 52.370047, 5.188221 52.369381)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU00342807;Muziekwijk N.-Zuidwest;Almere;511;85;2023;DEF;BU00342807;GM0034;BU00342807;GM0034;BU00342807;GM0034;False;False;52.367261405630416;5.176805765854232;MULTIPOLYGON (((5.180884 52.368508, 5.180876 52.368473, 5.179887 52.366173, 5.179595 52.365625, 5.179274 52.365678, 5.179256 52.36562, 5.179209 52.365596, 5.17902 52.365623, 5.178644 52.365651, 5.178364 52.365661, 5.177888 52.365648, 5.177427 52.36561, 5.176322 52.365473, 5.176276 52.365441, 5.175225 52.365309, 5.174921 52.365225, 5.17413 52.365224, 5.173743 52.36515, 5.173743 52.365077, 5.17365 52.365118, 5.173656 52.365198, 5.173527 52.365196, 5.173499 52.365249, 5.173378 52.36531, 5.173305 52.365316, 5.173303 52.365375, 5.173421 52.365375, 5.173422 52.365406, 5.173302 52.365407, 5.173301 52.365447, 5.173432 52.365473, 5.173479 52.365504, 5.17352 52.365582, 5.173524 52.365735, 5.173513 52.365899, 5.173469 52.365949, 5.173324 52.365977, 5.173336 52.366035, 5.173469 52.366067, 5.173498 52.366119, 5.173468 52.366562, 5.173469 52.366722, 5.173487 52.366875, 5.173538 52.367077, 5.173583 52.3672, 5.174512 52.369368, 5.174687 52.369361, 5.174814 52.369393, 5.174891 52.369474, 5.175371 52.369398, 5.175465 52.369349, 5.175473 52.369286, 5.175536 52.369275, 5.175609 52.369334, 5.175713 52.369342, 5.17638 52.369235, 5.17643 52.369184, 5.176494 52.369174, 5.176576 52.369203, 5.1772 52.369103, 5.177304 52.369044, 5.177308 52.368992, 5.177372 52.368983, 5.177427 52.369033, 5.177546 52.369047, 5.177858 52.368997, 5.17811 52.368929, 5.178206 52.368939, 5.178835 52.368838, 5.178882 52.368784, 5.178944 52.368774, 5.179027 52.368808, 5.17973 52.368695, 5.179815 52.368662, 5.17984 52.368581, 5.179905 52.368571, 5.179976 52.368629, 5.180079 52.368638, 5.180884 52.368508)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU00342808;Muziekwijk N.-West;Almere;791;90;2023;DEF;BU00342808;GM0034;BU00342808;GM0034;BU00342808;GM0034;False;False;52.371292439326844;5.176549038429504;MULTIPOLYGON (((5.182722 52.371828, 5.181979 52.370678, 5.181832 52.370402, 5.181951 52.370358, 5.182032 52.370299, 5.182071 52.37023, 5.182066 52.370134, 5.182 52.370051, 5.181946 52.370016, 5.181746 52.369955, 5.181597 52.369894, 5.181505 52.369818, 5.181436 52.369695, 5.180947 52.368639, 5.180884 52.368508, 5.180079 52.368638, 5.179976 52.368629, 5.179905 52.368571, 5.17984 52.368581, 5.179815 52.368662, 5.17973 52.368695, 5.179027 52.368808, 5.178944 52.368774, 5.178882 52.368784, 5.178835 52.368838, 5.178206 52.368939, 5.17811 52.368929, 5.177858 52.368997, 5.177546 52.369047, 5.177427 52.369033, 5.177372 52.368983, 5.177308 52.368992, 5.177304 52.369044, 5.1772 52.369103, 5.176576 52.369203, 5.176494 52.369174, 5.17643 52.369184, 5.17638 52.369235, 5.175713 52.369342, 5.175609 52.369334, 5.175536 52.369275, 5.175473 52.369286, 5.175465 52.369349, 5.175371 52.369398, 5.174891 52.369474, 5.174814 52.369393, 5.174687 52.369361, 5.174512 52.369368, 5.174344 52.369477, 5.174301 52.369488, 5.1723 52.369812, 5.172274 52.369835, 5.171542 52.369914, 5.171408 52.369981, 5.171068 52.370015, 5.171354 52.371082, 5.171508 52.371637, 5.171727 52.372395, 5.171915 52.372988, 5.172018 52.373277, 5.172122 52.373522, 5.172241 52.373775, 5.172342 52.373971, 5.172503 52.374256, 5.172702 52.374567, 5.172849 52.37453, 5.172795 52.374448, 5.172852 52.374405, 5.172923 52.374513, 5.173022 52.374488, 5.173036 52.374416, 5.173095 52.374363, 5.173193 52.374329, 5.173988 52.374125, 5.17437 52.373998, 5.17572 52.373653, 5.175835 52.37365, 5.175948 52.373667, 5.176016 52.373707, 5.176091 52.373689, 5.176088 52.373635, 5.176161 52.373526, 5.176211 52.373497, 5.17746 52.373176, 5.177586 52.373179, 5.177646 52.373217, 5.177708 52.373202, 5.177715 52.373134, 5.177778 52.373095, 5.178423 52.37293, 5.178596 52.372966, 5.179391 52.372763, 5.179464 52.372763, 5.179456 52.372704, 5.179539 52.372644, 5.17998 52.372531, 5.179952 52.372475, 5.180049 52.37245, 5.180095 52.372502, 5.180763 52.372331, 5.180858 52.372355, 5.180917 52.372338, 5.180959 52.372281, 5.181603 52.372114, 5.181693 52.372101, 5.181795 52.372132, 5.181869 52.372112, 5.181903 52.372049, 5.181958 52.372024, 5.182722 52.371828)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU00342809;Bedrijventerrein Josephine Bakerstraat;Almere;20;70;2023;DEF;BU00342809;GM0034;BU00342809;GM0034;BU00342809;GM0034;False;False;52.36757816832478;5.172130459350147;MULTIPOLYGON (((5.174512 52.369368, 5.173583 52.3672, 5.173538 52.367077, 5.173487 52.366875, 5.173469 52.366722, 5.173468 52.366562, 5.173498 52.366119, 5.173469 52.366067, 5.173336 52.366035, 5.173324 52.365977, 5.173469 52.365949, 5.173513 52.365899, 5.173524 52.365735, 5.17352 52.365582, 5.173479 52.365504, 5.173432 52.365473, 5.173301 52.365447, 5.173302 52.365407, 5.173422 52.365406, 5.173421 52.365375, 5.173303 52.365375, 5.173305 52.365316, 5.173033 52.365319, 5.172418 52.365344, 5.172091 52.365367, 5.171947 52.365339, 5.171694 52.365357, 5.17134 52.365421, 5.171253 52.365429, 5.171194 52.3654, 5.171115 52.365405, 5.171053 52.365445, 5.170709 52.365468, 5.170522 52.365449, 5.170443 52.365395, 5.170418 52.365319, 5.170218 52.365336, 5.170234 52.365443, 5.170161 52.365403, 5.170136 52.365348, 5.170025 52.365356, 5.170032 52.365445, 5.169944 52.365533, 5.169705 52.365596, 5.169767 52.3657, 5.169955 52.365694, 5.170026 52.365736, 5.170066 52.36583, 5.17028 52.366828, 5.170388 52.367137, 5.170472 52.367524, 5.170613 52.36815, 5.170851 52.369159, 5.171068 52.370015, 5.171408 52.369981, 5.171542 52.369914, 5.172274 52.369835, 5.1723 52.369812, 5.174301 52.369488, 5.174344 52.369477, 5.174512 52.369368)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU00342901;Muziekwijk Z.-Noord;Almere;811;93;2023;DEF;BU00342901;GM0034;BU00342901;GM0034;BU00342901;GM0034;False;False;52.36902728754448;5.197546014088428;MULTIPOLYGON (((5.202548 52.372288, 5.20256 52.372231, 5.202471 52.372197, 5.20266 52.371927, 5.202938 52.371512, 5.203454 52.370784, 5.203669 52.370475, 5.204016 52.370015, 5.204061 52.369888, 5.20426 52.369942, 5.204243 52.36988, 5.204095 52.369841, 5.203651 52.369722, 5.203632 52.369692, 5.202518 52.369391, 5.201722 52.369179, 5.201222 52.369042, 5.201122 52.36901, 5.200346 52.368733, 5.197124 52.367232, 5.193609 52.365589, 5.193523 52.365658, 5.193518 52.365702, 5.1934 52.36572, 5.191173 52.367506, 5.190983 52.367667, 5.19089 52.367734, 5.191426 52.367985, 5.193141 52.368793, 5.193804 52.369098, 5.194649 52.369493, 5.195474 52.369883, 5.19619 52.370186, 5.196897 52.370488, 5.197658 52.370782, 5.198306 52.37103, 5.199144 52.371324, 5.19993 52.371586, 5.200323 52.371712, 5.201231 52.371987, 5.20239 52.372315, 5.202429 52.372261, 5.202548 52.372288)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU00342902;Muziekwijk Z.-Oost;Almere;1308;89;2023;DEF;BU00342902;GM0034;BU00342902;GM0034;BU00342902;GM0034;False;False;52.36502052977635;5.198192220940702;MULTIPOLYGON (((5.203439 52.366336, 5.203399 52.366249, 5.203503 52.36623, 5.203482 52.366146, 5.203518 52.366059, 5.203368 52.365806, 5.203284 52.365858, 5.203265 52.365904, 5.203134 52.365663, 5.203235 52.3657, 5.203301 52.3657, 5.203696 52.365648, 5.203625 52.365623, 5.203415 52.365631, 5.203263 52.365597, 5.203104 52.365478, 5.203026 52.365375, 5.202538 52.364474, 5.202428 52.364295, 5.202256 52.364063, 5.202158 52.363951, 5.201913 52.363693, 5.201873 52.363612, 5.201862 52.363518, 5.201877 52.363449, 5.201929 52.36336, 5.201911 52.363324, 5.201718 52.363458, 5.201686 52.363491, 5.201524 52.363385, 5.201369 52.363341, 5.200918 52.363101, 5.20066 52.363001, 5.200079 52.362789, 5.199999 52.362771, 5.200108 52.362649, 5.200025 52.362619, 5.199937 52.362589, 5.199784 52.362625, 5.199692 52.362624, 5.199836 52.362722, 5.199685 52.362687, 5.198267 52.362211, 5.1982 52.362172, 5.198174 52.362112, 5.19824 52.361997, 5.198099 52.361951, 5.198045 52.362, 5.197977 52.361913, 5.197806 52.361959, 5.197678 52.361943, 5.196593 52.361587, 5.196244 52.361464, 5.196207 52.3615, 5.196044 52.361445, 5.195808 52.361381, 5.194594 52.360973, 5.194407 52.360895, 5.194212 52.360763, 5.193798 52.360773, 5.193747 52.360824, 5.193655 52.360868, 5.19326 52.360974, 5.19298 52.361037, 5.1924 52.361159, 5.191475 52.361349, 5.191469 52.361338, 5.191149 52.361404, 5.192108 52.363139, 5.193406 52.36547, 5.193464 52.365517, 5.193609 52.365589, 5.197124 52.367232, 5.200346 52.368733, 5.201122 52.36901, 5.201222 52.369042, 5.201722 52.369179, 5.202518 52.369391, 5.203632 52.369692, 5.203651 52.369722, 5.204095 52.369841, 5.204178 52.369726, 5.204303 52.369597, 5.204328 52.36951, 5.20448 52.369161, 5.204603 52.369044, 5.204621 52.368911, 5.204698 52.368929, 5.204908 52.368949, 5.204863 52.368896, 5.204736 52.368836, 5.204638 52.368714, 5.204594 52.368611, 5.204573 52.368484, 5.204494 52.368175, 5.204235 52.367702, 5.20415 52.367632, 5.203862 52.367117, 5.203502 52.366462, 5.203439 52.366336)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU00342903;Muziekwijk Z.-West;Almere;550;90;2023;DEF;BU00342903;GM0034;BU00342903;GM0034;BU00342903;GM0034;False;False;52.36468821551341;5.190495440350299;MULTIPOLYGON (((5.193609 52.365589, 5.193464 52.365517, 5.193406 52.36547, 5.192108 52.363139, 5.191149 52.361404, 5.190899 52.361455, 5.190824 52.361463, 5.190059 52.3616, 5.189819 52.361591, 5.189717 52.361572, 5.189607 52.361516, 5.189433 52.361377, 5.189296 52.361392, 5.189296 52.361504, 5.189248 52.36159, 5.189063 52.361719, 5.188892 52.361793, 5.188597 52.361872, 5.18849 52.361834, 5.188478 52.361871, 5.188381 52.361892, 5.18926 52.363483, 5.189439 52.363803, 5.189459 52.363915, 5.189434 52.363987, 5.189327 52.364097, 5.18757 52.365505, 5.187378 52.365647, 5.187017 52.365936, 5.18744 52.36613, 5.189018 52.366866, 5.189471 52.367069, 5.19089 52.367734, 5.190983 52.367667, 5.191173 52.367506, 5.1934 52.36572, 5.193518 52.365702, 5.193523 52.365658, 5.193609 52.365589)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU00342904;Bedrijventerrein Felsersplaats;Almere;32;65;2023;DEF;BU00342904;GM0034;BU00342904;GM0034;BU00342904;GM0034;False;False;52.363867161780675;5.186732756402966;MULTIPOLYGON (((5.188381 52.361892, 5.188375 52.361882, 5.188277 52.361899, 5.188302 52.36194, 5.188109 52.361976, 5.186965 52.362211, 5.186712 52.362212, 5.186692 52.362287, 5.186646 52.362317, 5.186369 52.362403, 5.186008 52.362528, 5.185622 52.362681, 5.185343 52.362812, 5.185132 52.3629, 5.184911 52.362956, 5.184817 52.362969, 5.18467 52.362962, 5.184552 52.362905, 5.18446 52.362944, 5.18461 52.363064, 5.184546 52.363249, 5.184446 52.363388, 5.183621 52.364049, 5.183562 52.36404, 5.183435 52.364138, 5.18335 52.364106, 5.183277 52.364133, 5.183256 52.364181, 5.183288 52.364191, 5.18493 52.364957, 5.186775 52.365825, 5.187017 52.365936, 5.187378 52.365647, 5.18757 52.365505, 5.189327 52.364097, 5.189434 52.363987, 5.189459 52.363915, 5.189439 52.363803, 5.18926 52.363483, 5.188381 52.361892)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU00343001;Literatuurwijk Noordwest;Almere;667;87;2023;DEF;BU00343001;GM0034;BU00343001;GM0034;BU00343001;GM0034;False;False;52.358703841161244;5.176266138631168;MULTIPOLYGON (((5.181252 52.358204, 5.177277 52.356864, 5.176683 52.356664, 5.176619 52.356707, 5.176547 52.356695, 5.176516 52.356732, 5.174553 52.35607, 5.174412 52.356011, 5.174348 52.356042, 5.17392 52.355954, 5.173598 52.355896, 5.173466 52.356157, 5.173316 52.356424, 5.173251 52.356564, 5.17315 52.356698, 5.173062 52.356717, 5.172775 52.356613, 5.172719 52.356549, 5.172737 52.356455, 5.172467 52.3564, 5.172431 52.356464, 5.172198 52.356393, 5.172079 52.356366, 5.171985 52.356475, 5.172084 52.356512, 5.172168 52.35659, 5.172162 52.356656, 5.171715 52.357466, 5.171594 52.357773, 5.171379 52.358165, 5.171226 52.358431, 5.171528 52.358573, 5.171496 52.358632, 5.172672 52.359153, 5.173071 52.359323, 5.173971 52.359698, 5.174093 52.359752, 5.174945 52.360155, 5.174853 52.360244, 5.174915 52.360272, 5.174974 52.360237, 5.175087 52.360234, 5.176045 52.360687, 5.177437 52.361342, 5.178989 52.362066, 5.179057 52.36212, 5.179011 52.362198, 5.179136 52.362256, 5.179295 52.362129, 5.179371 52.362013, 5.179584 52.361824, 5.179742 52.361661, 5.179863 52.361521, 5.179946 52.361342, 5.179943 52.361271, 5.179804 52.360953, 5.179725 52.360848, 5.179477 52.360488, 5.179397 52.360331, 5.179392 52.360066, 5.179488 52.359887, 5.179643 52.359728, 5.180137 52.359337, 5.180126 52.359304, 5.180298 52.359113, 5.180359 52.359096, 5.180563 52.358763, 5.180737 52.358524, 5.180966 52.358254, 5.181098 52.358303, 5.181175 52.358286, 5.181252 52.358204)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU00343002;Literatuurwijk Noordoost;Almere;561;86;2023;DEF;BU00343002;GM0034;BU00343002;GM0034;BU00343002;GM0034;False;False;52.36070421905573;5.183601155985806;MULTIPOLYGON (((5.188375 52.361882, 5.187612 52.360502, 5.187504 52.360376, 5.187433 52.360321, 5.187303 52.36025, 5.187184 52.360203, 5.185176 52.359526, 5.181252 52.358204, 5.181175 52.358286, 5.181098 52.358303, 5.180966 52.358254, 5.180737 52.358524, 5.180563 52.358763, 5.180359 52.359096, 5.180298 52.359113, 5.180126 52.359304, 5.180137 52.359337, 5.179643 52.359728, 5.179488 52.359887, 5.179392 52.360066, 5.179397 52.360331, 5.179477 52.360488, 5.179725 52.360848, 5.179804 52.360953, 5.179943 52.361271, 5.179946 52.361342, 5.179863 52.361521, 5.179742 52.361661, 5.179584 52.361824, 5.179371 52.362013, 5.179295 52.362129, 5.179136 52.362256, 5.179282 52.362324, 5.179431 52.362204, 5.179663 52.36231, 5.179898 52.362112, 5.180115 52.361909, 5.180166 52.3619, 5.180733 52.361212, 5.182884 52.361937, 5.183011 52.361989, 5.18311 52.362061, 5.183171 52.362148, 5.183532 52.3628, 5.18357 52.362836, 5.1837 52.362872, 5.183796 52.362866, 5.184136 52.362796, 5.184164 52.362852, 5.184288 52.362845, 5.184408 52.362892, 5.18446 52.362944, 5.184552 52.362905, 5.18467 52.362962, 5.184817 52.362969, 5.184911 52.362956, 5.185132 52.3629, 5.185343 52.362812, 5.185622 52.362681, 5.186008 52.362528, 5.186369 52.362403, 5.186646 52.362317, 5.186692 52.362287, 5.186712 52.362212, 5.186965 52.362211, 5.188109 52.361976, 5.188302 52.36194, 5.188277 52.361899, 5.188375 52.361882)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU00343003;Literatuurwijk Midden-oost;Almere;670;84;2023;DEF;BU00343003;GM0034;BU00343003;GM0034;BU00343003;GM0034;False;False;52.35840220372934;5.186443285240479;MULTIPOLYGON (((5.191149 52.361404, 5.19101 52.361171, 5.190517 52.360264, 5.190004 52.35934, 5.189951 52.359266, 5.189783 52.359123, 5.189732 52.359061, 5.189678 52.358949, 5.189667 52.358762, 5.18964 52.35868, 5.189157 52.357813, 5.189147 52.357788, 5.188723 52.35702, 5.188637 52.356873, 5.188545 52.356821, 5.186174 52.356019, 5.184115 52.355325, 5.184028 52.355338, 5.183907 52.355472, 5.183829 52.35549, 5.183625 52.355431, 5.183559 52.355493, 5.183318 52.355644, 5.183242 52.355713, 5.183132 52.355871, 5.183114 52.356058, 5.183133 52.356177, 5.183104 52.356333, 5.183061 52.356419, 5.182597 52.356961, 5.182711 52.35702, 5.182485 52.357212, 5.182358 52.357178, 5.181912 52.357515, 5.181801 52.357606, 5.181303 52.357991, 5.181361 52.358014, 5.181379 52.358065, 5.181252 52.358204, 5.185176 52.359526, 5.187184 52.360203, 5.187303 52.36025, 5.187433 52.360321, 5.187504 52.360376, 5.187612 52.360502, 5.188375 52.361882, 5.188381 52.361892, 5.188478 52.361871, 5.18849 52.361834, 5.188597 52.361872, 5.188892 52.361793, 5.189063 52.361719, 5.189248 52.36159, 5.189296 52.361504, 5.189296 52.361392, 5.189433 52.361377, 5.189607 52.361516, 5.189717 52.361572, 5.189819 52.361591, 5.190059 52.3616, 5.190824 52.361463, 5.190899 52.361455, 5.191149 52.361404)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU00343004;Literatuurwijk Zuid;Almere;721;80;2023;DEF;BU00343004;GM0034;BU00343004;GM0034;BU00343004;GM0034;False;False;52.355260501620364;5.1869024161922725;MULTIPOLYGON (((5.194212 52.360763, 5.194113 52.360665, 5.194012 52.360503, 5.193567 52.359698, 5.19357 52.359647, 5.19369 52.359609, 5.193581 52.35952, 5.193545 52.35953, 5.193052 52.358624, 5.193055 52.358514, 5.193116 52.358443, 5.193065 52.358431, 5.19297 52.358481, 5.192938 52.358559, 5.192824 52.35831, 5.192964 52.358334, 5.19305 52.3583, 5.192998 52.35823, 5.192792 52.358137, 5.192735 52.358068, 5.19253 52.357682, 5.192322 52.357376, 5.192225 52.357192, 5.192179 52.357157, 5.192086 52.357016, 5.191944 52.356763, 5.191799 52.356462, 5.191732 52.356231, 5.191715 52.35611, 5.191712 52.355964, 5.19176 52.355614, 5.191812 52.355458, 5.191865 52.355345, 5.191997 52.355125, 5.192066 52.355036, 5.192255 52.354834, 5.191977 52.35474, 5.192108 52.354594, 5.192021 52.354552, 5.190605 52.354079, 5.190619 52.354062, 5.18521 52.352237, 5.185279 52.352153, 5.181793 52.350977, 5.180351 52.350491, 5.180406 52.350541, 5.180383 52.350626, 5.180404 52.350777, 5.180335 52.350879, 5.179256 52.352074, 5.178875 52.352522, 5.178482 52.353012, 5.178268 52.353259, 5.178095 52.353437, 5.178289 52.353503, 5.17837 52.353467, 5.17845 52.353505, 5.178618 52.353474, 5.182882 52.35491, 5.184009 52.355289, 5.184028 52.355338, 5.184115 52.355325, 5.186174 52.356019, 5.188545 52.356821, 5.188637 52.356873, 5.188723 52.35702, 5.189147 52.357788, 5.189157 52.357813, 5.18964 52.35868, 5.189667 52.358762, 5.189678 52.358949, 5.189732 52.359061, 5.189783 52.359123, 5.189951 52.359266, 5.190004 52.35934, 5.190517 52.360264, 5.19101 52.361171, 5.191149 52.361404, 5.191469 52.361338, 5.191475 52.361349, 5.1924 52.361159, 5.19298 52.361037, 5.19326 52.360974, 5.193655 52.360868, 5.193747 52.360824, 5.193798 52.360773, 5.194212 52.360763)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
