BU_CODE;BU_NAAM;GM_NAAM;WONINGEN;P_STADVERW;JAAR;STATUS;buurtcode_2023;gemeentecode_2023;buurtcode_2024;gemeentecode_2024;buurtcode_2025;gemeentecode_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;centroid_lat;centroid_lon;geom_wkt;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
BU03560401;Burgen;Nieuwegein;1515;78;2023;DEF;BU03560401;GM0356;BU03560401;GM0356;BU03560401;GM0356;False;False;52.04415055125723;5.0791262398626325;MULTIPOLYGON (((5.084807 52.047373, 5.083946 52.04668, 5.081367 52.043429, 5.0801 52.041744, 5.079282 52.040657, 5.078847 52.039973, 5.078519 52.039094, 5.074251 52.039461, 5.074534 52.040081, 5.074838 52.040596, 5.075031 52.040911, 5.075348 52.041313, 5.075802 52.041918, 5.076056 52.042279, 5.076406 52.042789, 5.077437 52.044516, 5.077585 52.044787, 5.077632 52.044992, 5.07757 52.045252, 5.07746 52.045441, 5.076368 52.046577, 5.076925 52.047045, 5.077117 52.047218, 5.077443 52.047563, 5.077905 52.048231, 5.078004 52.048355, 5.078133 52.048426, 5.078271 52.048483, 5.07824 52.048551, 5.078059 52.048774, 5.081438 52.047986, 5.084807 52.047373)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03560402;Binnenweides;Nieuwegein;839;30;2023;DEF;BU03560402;GM0356;BU03560402;GM0356;BU03560402;GM0356;False;False;52.04414872697265;5.073400183349418;MULTIPOLYGON (((5.076368 52.046577, 5.07746 52.045441, 5.07757 52.045252, 5.077632 52.044992, 5.077585 52.044787, 5.077437 52.044516, 5.076406 52.042789, 5.076056 52.042279, 5.075802 52.041918, 5.075348 52.041313, 5.075031 52.040911, 5.070404 52.041788, 5.069188 52.043493, 5.069181 52.043721, 5.070235 52.045534, 5.07119 52.046729, 5.071511 52.04702, 5.07215 52.047181, 5.076368 52.046577)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03560403;Buitenweides;Nieuwegein;1094;62;2023;DEF;BU03560403;GM0356;BU03560403;GM0356;BU03560403;GM0356;False;False;52.04579782743328;5.0688776596826814;MULTIPOLYGON (((5.078059 52.048774, 5.07824 52.048551, 5.078271 52.048483, 5.078133 52.048426, 5.078004 52.048355, 5.077905 52.048231, 5.077443 52.047563, 5.077117 52.047218, 5.076925 52.047045, 5.076368 52.046577, 5.07215 52.047181, 5.071511 52.04702, 5.07119 52.046729, 5.070235 52.045534, 5.069181 52.043721, 5.069188 52.043493, 5.070404 52.041788, 5.075031 52.040911, 5.074838 52.040596, 5.074534 52.040081, 5.074251 52.039461, 5.07173 52.039678, 5.067032 52.040048, 5.065517 52.040454, 5.063511 52.04121, 5.063615 52.041358, 5.063645 52.041596, 5.063653 52.041774, 5.063641 52.042218, 5.063686 52.042377, 5.063698 52.04251, 5.063731 52.043257, 5.063565 52.04326, 5.063597 52.04334, 5.063782 52.043928, 5.063843 52.044111, 5.063883 52.044479, 5.063915 52.045508, 5.063945 52.04621, 5.064011 52.047572, 5.064031 52.048157, 5.064075 52.049196, 5.064109 52.050168, 5.064124 52.050469, 5.064134 52.050815, 5.064155 52.051339, 5.064172 52.051577, 5.06634 52.051331, 5.070814 52.050286, 5.073496 52.049781, 5.07796 52.048797, 5.078059 52.048774)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03560501;Doorslag-Noord;Nieuwegein;1179;51;2023;DEF;BU03560501;GM0356;BU03560501;GM0356;BU03560501;GM0356;False;False;52.025979095743516;5.074242756868721;MULTIPOLYGON (((5.080355 52.027187, 5.079905 52.026403, 5.079359 52.025916, 5.078844 52.025267, 5.078318 52.024716, 5.078304 52.024532, 5.078432 52.024441, 5.07808 52.024134, 5.077463 52.02413, 5.076963 52.02408, 5.076102 52.023952, 5.074932 52.023796, 5.074559 52.023687, 5.07398 52.023472, 5.073455 52.023349, 5.073052 52.023285, 5.0726 52.023273, 5.072016 52.02335, 5.071651 52.023433, 5.070237 52.023768, 5.070125 52.024158, 5.069261 52.027045, 5.069042 52.027764, 5.069185 52.027788, 5.074767 52.02842, 5.080355 52.027187)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03560502;Doorslag-Oost;Nieuwegein;619;23;2023;DEF;BU03560502;GM0356;BU03560502;GM0356;BU03560502;GM0356;False;False;52.02321635535545;5.078427776802407;MULTIPOLYGON (((5.08559 52.026032, 5.084172 52.024741, 5.082238 52.022745, 5.081344 52.021589, 5.079793 52.020084, 5.079205 52.019495, 5.07894 52.019595, 5.077859 52.020031, 5.07633 52.020578, 5.075706 52.020735, 5.074069 52.021025, 5.072682 52.021302, 5.071882 52.021444, 5.071257 52.021682, 5.070807 52.022061, 5.070606 52.022485, 5.070237 52.023768, 5.071651 52.023433, 5.072016 52.02335, 5.0726 52.023273, 5.073052 52.023285, 5.073455 52.023349, 5.07398 52.023472, 5.074559 52.023687, 5.074932 52.023796, 5.076102 52.023952, 5.076963 52.02408, 5.077463 52.02413, 5.07808 52.024134, 5.078432 52.024441, 5.078304 52.024532, 5.078318 52.024716, 5.078844 52.025267, 5.079359 52.025916, 5.079905 52.026403, 5.080355 52.027187, 5.08559 52.026032)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03560503;Doorslag-Zuidwest;Nieuwegein;1002;85;2023;DEF;BU03560503;GM0356;BU03560503;GM0356;BU03560503;GM0356;False;False;52.02129564383973;5.0700444398908715;MULTIPOLYGON (((5.070237 52.023768, 5.070606 52.022485, 5.070807 52.022061, 5.071257 52.021682, 5.071882 52.021444, 5.072682 52.021302, 5.074069 52.021025, 5.075706 52.020735, 5.07633 52.020578, 5.077859 52.020031, 5.07894 52.019595, 5.079205 52.019495, 5.077497 52.017746, 5.075665 52.015894, 5.07558 52.015828, 5.075496 52.015763, 5.075344 52.0157, 5.075198 52.01567, 5.075041 52.015657, 5.074868 52.015684, 5.074556 52.015823, 5.07368 52.016295, 5.072973 52.01671, 5.072511 52.01694, 5.070374 52.017861, 5.068499 52.018472, 5.068116 52.018555, 5.067783 52.018609, 5.066243 52.018749, 5.065929 52.018815, 5.06588 52.018896, 5.066006 52.018888, 5.065507 52.01986, 5.065369 52.020137, 5.065144 52.020549, 5.064718 52.021342, 5.06427 52.022153, 5.063836 52.022929, 5.06365 52.023279, 5.063256 52.024056, 5.063088 52.024663, 5.062976 52.025044, 5.062942 52.025257, 5.066702 52.027058, 5.067432 52.02736, 5.068349 52.02765, 5.069042 52.027764, 5.069261 52.027045, 5.070125 52.024158, 5.070237 52.023768)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03560700;Blokhoeve;Nieuwegein;762;90;2023;DEF;BU03560700;GM0356;BU03560700;GM0356;BU03560700;GM0356;False;False;52.04845894514973;5.093770188053394;MULTIPOLYGON (((5.091637 52.045521, 5.091371 52.045784, 5.091074 52.045915, 5.088983 52.046362, 5.088281 52.046552, 5.084807 52.047373, 5.089287 52.05017, 5.090087 52.050681, 5.091824 52.05179, 5.093093 52.05276, 5.093186 52.052839, 5.094593 52.052204, 5.095931 52.051712, 5.097238 52.051453, 5.098455 52.051347, 5.099442 52.051357, 5.099365 52.050599, 5.099384 52.049954, 5.099856 52.04783, 5.099932 52.047263, 5.099745 52.046703, 5.099326 52.046137, 5.098611 52.04559, 5.097869 52.045238, 5.096687 52.044934, 5.095701 52.044848, 5.09476 52.044897, 5.093303 52.045168, 5.091637 52.045521)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03560801;Hagen;Nieuwegein;1182;91;2023;DEF;BU03560801;GM0356;BU03560801;GM0356;BU03560801;GM0356;False;False;52.05116058338561;5.076502738945679;MULTIPOLYGON (((5.080941 52.052274, 5.081933 52.05211, 5.090087 52.050681, 5.089287 52.05017, 5.084807 52.047373, 5.081438 52.047986, 5.078059 52.048774, 5.07796 52.048797, 5.073496 52.049781, 5.070814 52.050286, 5.06634 52.051331, 5.064172 52.051577, 5.064183 52.051748, 5.064216 52.051958, 5.06433 52.052454, 5.064399 52.052724, 5.064521 52.053095, 5.064703 52.053616, 5.064729 52.053862, 5.064933 52.054435, 5.065144 52.054981, 5.068106 52.054514, 5.072755 52.053723, 5.077079 52.052963, 5.080941 52.052274)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03560802;Hoven-Oost;Nieuwegein;1090;90;2023;DEF;BU03560802;GM0356;BU03560802;GM0356;BU03560802;GM0356;False;False;52.05371791803428;5.086252817026568;MULTIPOLYGON (((5.093186 52.052839, 5.093093 52.05276, 5.091824 52.05179, 5.090087 52.050681, 5.081933 52.05211, 5.080941 52.052274, 5.080997 52.052625, 5.08118 52.05275, 5.081222 52.053088, 5.081389 52.054343, 5.081486 52.055154, 5.081617 52.05611, 5.081766 52.057136, 5.082897 52.057072, 5.083738 52.057029, 5.084531 52.056917, 5.084849 52.056859, 5.0855 52.056685, 5.086319 52.056389, 5.089823 52.054571, 5.093186 52.052839)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03560803;Hoven-West;Nieuwegein;1352;91;2023;DEF;BU03560803;GM0356;BU03560803;GM0356;BU03560803;GM0356;False;False;52.055332023176476;5.074656192033649;MULTIPOLYGON (((5.081766 52.057136, 5.081617 52.05611, 5.081486 52.055154, 5.081389 52.054343, 5.081222 52.053088, 5.08118 52.05275, 5.080997 52.052625, 5.080941 52.052274, 5.077079 52.052963, 5.072755 52.053723, 5.068106 52.054514, 5.065144 52.054981, 5.065312 52.05541, 5.066133 52.055246, 5.066179 52.055388, 5.066126 52.055397, 5.066319 52.055866, 5.066477 52.056272, 5.066667 52.056729, 5.067134 52.057272, 5.06723 52.057501, 5.069103 52.057415, 5.069822 52.057384, 5.071162 52.057312, 5.07626 52.05704, 5.076297 52.057374, 5.081766 52.057136)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03560804;Galecopperzoom;Nieuwegein;11;100;2023;DEF;BU03560804;GM0356;BU03560804;GM0356;BU03560804;GM0356;False;False;52.058505671433785;5.083000514990989;MULTIPOLYGON (((5.096774 52.059279, 5.097293 52.058104, 5.097298 52.057339, 5.097125 52.056759, 5.096574 52.056051, 5.095713 52.0551, 5.094621 52.054048, 5.093186 52.052839, 5.089823 52.054571, 5.086319 52.056389, 5.0855 52.056685, 5.084849 52.056859, 5.084531 52.056917, 5.083738 52.057029, 5.082897 52.057072, 5.081766 52.057136, 5.076297 52.057374, 5.07626 52.05704, 5.071162 52.057312, 5.069822 52.057384, 5.069103 52.057415, 5.06723 52.057501, 5.067484 52.058106, 5.067852 52.059001, 5.067929 52.059166, 5.068267 52.05912, 5.068668 52.059992, 5.068751 52.060184, 5.06888 52.060385, 5.069017 52.06068, 5.069081 52.060786, 5.069239 52.061005, 5.069382 52.061167, 5.069638 52.061413, 5.069764 52.061505, 5.070091 52.061687, 5.070324 52.06179, 5.070603 52.061896, 5.070679 52.06191, 5.071044 52.061941, 5.071577 52.062043, 5.071809 52.062081, 5.072396 52.062158, 5.073221 52.062222, 5.073773 52.062249, 5.074072 52.062256, 5.074774 52.062255, 5.075192 52.062247, 5.075629 52.062228, 5.076413 52.062167, 5.077005 52.06211, 5.077163 52.062085, 5.077445 52.062061, 5.077611 52.062037, 5.077955 52.061964, 5.078338 52.061903, 5.078734 52.061833, 5.078821 52.061831, 5.079119 52.061734, 5.079964 52.061511, 5.080724 52.061367, 5.081582 52.061238, 5.082643 52.06116, 5.083519 52.06114, 5.084953 52.0612, 5.085472 52.061194, 5.085434 52.060948, 5.085661 52.060923, 5.085732 52.06102, 5.08591 52.0611, 5.086056 52.061114, 5.087468 52.060964, 5.089048 52.060791, 5.089241 52.06079, 5.089388 52.060826, 5.089986 52.060729, 5.090335 52.060634, 5.090673 52.060497, 5.091001 52.060319, 5.091201 52.060167, 5.091796 52.059632, 5.092154 52.059384, 5.092474 52.059206, 5.092839 52.05905, 5.09326 52.058916, 5.093676 52.05882, 5.094124 52.058755, 5.094541 52.058733, 5.09506 52.058743, 5.095179 52.058759, 5.095206 52.058728, 5.095738 52.058917, 5.096774 52.059279)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03561001;Vesten;Nieuwegein;714;87;2023;DEF;BU03561001;GM0356;BU03561001;GM0356;BU03561001;GM0356;False;False;52.02389514085808;5.095191834417967;MULTIPOLYGON (((5.097883 52.021861, 5.096826 52.021745, 5.094642 52.021453, 5.093916 52.021384, 5.093014 52.02146, 5.092163 52.021502, 5.092227 52.0217, 5.090558 52.021994, 5.091849 52.02472, 5.093367 52.025462, 5.097268 52.027187, 5.098207 52.026521, 5.098734 52.025819, 5.098958 52.024786, 5.098582 52.023617, 5.09793 52.022064, 5.097883 52.021861)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03561002;Schansen;Nieuwegein;1466;88;2023;DEF;BU03561002;GM0356;BU03561002;GM0356;BU03561002;GM0356;False;False;52.01845094677292;5.093296855476927;MULTIPOLYGON (((5.097883 52.021861, 5.097828 52.021627, 5.097797 52.016529, 5.097788 52.015946, 5.097312 52.015949, 5.096166 52.015829, 5.095028 52.015729, 5.093178 52.01553, 5.092064 52.015396, 5.090401 52.015233, 5.088745 52.01503, 5.088421 52.016075, 5.088352 52.016913, 5.088526 52.017668, 5.089125 52.018969, 5.090558 52.021994, 5.092227 52.0217, 5.092163 52.021502, 5.093014 52.02146, 5.093916 52.021384, 5.094642 52.021453, 5.096826 52.021745, 5.097883 52.021861)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03561003;Graven en Gravinnen;Nieuwegein;735;85;2023;DEF;BU03561003;GM0356;BU03561003;GM0356;BU03561003;GM0356;False;False;52.013694030861465;5.093414734966611;MULTIPOLYGON (((5.097788 52.015946, 5.097758 52.013993, 5.097701 52.013255, 5.09744 52.012633, 5.096913 52.011942, 5.096614 52.012049, 5.096559 52.012051, 5.096352 52.012003, 5.095667 52.011957, 5.095042 52.011884, 5.094045 52.011827, 5.09311 52.011789, 5.09248 52.01171, 5.092292 52.011639, 5.092205 52.011551, 5.092162 52.011545, 5.091665 52.011593, 5.091215 52.011601, 5.090929 52.01164, 5.09076 52.011636, 5.088874 52.011506, 5.089063 52.011955, 5.089219 52.012584, 5.089221 52.013279, 5.088745 52.01503, 5.090401 52.015233, 5.092064 52.015396, 5.093178 52.01553, 5.095028 52.015729, 5.096166 52.015829, 5.097312 52.015949, 5.097788 52.015946)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03561101;Hoogzandveld-Oost;Nieuwegein;669;5;2023;DEF;BU03561101;GM0356;BU03561101;GM0356;BU03561101;GM0356;False;False;52.00789958253829;5.084407183350468;MULTIPOLYGON (((5.08614 52.005265, 5.086003 52.005186, 5.085805 52.005102, 5.085346 52.004967, 5.085173 52.004943, 5.084431 52.004881, 5.083861 52.0049, 5.083266 52.004898, 5.082965 52.004889, 5.082684 52.004849, 5.081053 52.004476, 5.080559 52.005343, 5.080441 52.005804, 5.080444 52.006603, 5.080368 52.006944, 5.080682 52.007973, 5.082203 52.009776, 5.083234 52.010117, 5.083139 52.010616, 5.083951 52.010633, 5.084423 52.010675, 5.084937 52.010759, 5.085636 52.010943, 5.086187 52.011112, 5.08675 52.011231, 5.086938 52.011247, 5.087215 52.011317, 5.087321 52.011381, 5.088874 52.011506, 5.087414 52.007591, 5.086974 52.006409, 5.08671 52.005816, 5.086672 52.005713, 5.086329 52.005364, 5.08614 52.005265)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03561200;Lekboulevard;Nieuwegein;1036;92;2023;DEF;BU03561200;GM0356;BU03561200;GM0356;BU03561200;GM0356;False;False;52.00194686802124;5.082489766613743;MULTIPOLYGON (((5.092543 52.005422, 5.092488 52.005124, 5.092378 52.005147, 5.092291 52.005106, 5.092178 52.004859, 5.091921 52.004388, 5.091711 52.003739, 5.091484 52.003263, 5.090223 52.001584, 5.089482 52.00139, 5.088626 52.001149, 5.088215 52.001029, 5.087282 52.000715, 5.086979 52.000467, 5.086694 52.000279, 5.086325 52.000065, 5.086149 51.999991, 5.085217 51.999713, 5.085 51.999645, 5.084507 51.999474, 5.082892 51.998923, 5.081903 51.9986, 5.081405 51.998449, 5.080841 51.998283, 5.080502 51.998201, 5.079915 51.998048, 5.079793 51.998012, 5.07872 51.997729, 5.078543 51.99768, 5.077535 51.997452, 5.077105 51.998167, 5.076891 51.998529, 5.077718 51.998705, 5.077207 51.999621, 5.076518 51.999474, 5.076031 52.000337, 5.075785 52.000781, 5.075704 52.000919, 5.07552 52.000865, 5.075321 52.000848, 5.074293 52.000637, 5.073748 52.000522, 5.073695 52.000482, 5.073493 52.000464, 5.073237 52.000419, 5.072826 52.000318, 5.072649 52.000256, 5.072473 52.000211, 5.07258 52.000363, 5.07269 52.000542, 5.073041 52.001035, 5.073282 52.001364, 5.073291 52.001362, 5.074136 52.002542, 5.074642 52.003242, 5.074861 52.003554, 5.075318 52.004045, 5.075484 52.003928, 5.075668 52.003844, 5.075974 52.003769, 5.076346 52.003724, 5.078116 52.003557, 5.078628 52.003499, 5.078889 52.003457, 5.078948 52.003597, 5.079033 52.003734, 5.079164 52.003866, 5.079278 52.003951, 5.079597 52.004102, 5.079942 52.004221, 5.081053 52.004476, 5.082684 52.004849, 5.082965 52.004889, 5.083266 52.004898, 5.083861 52.0049, 5.084431 52.004881, 5.085173 52.004943, 5.085346 52.004967, 5.085805 52.005102, 5.086003 52.005186, 5.08614 52.005265, 5.087292 52.004522, 5.088403 52.004805, 5.088324 52.004925, 5.088856 52.004945, 5.088918 52.004996, 5.089718 52.00491, 5.090229 52.004952, 5.090296 52.004998, 5.090333 52.005133, 5.091015 52.00506, 5.091037 52.005136, 5.091104 52.00517, 5.091196 52.005436, 5.091703 52.005378, 5.09187 52.005509, 5.092543 52.005422)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03561400;Merwestein;Nieuwegein;1003;99;2023;DEF;BU03561400;GM0356;BU03561400;GM0356;BU03561400;GM0356;False;False;52.02786951535201;5.09116203857405;MULTIPOLYGON (((5.097268 52.027187, 5.093367 52.025462, 5.091849 52.02472, 5.08559 52.026032, 5.085823 52.026271, 5.086509 52.027078, 5.087732 52.028598, 5.089179 52.030378, 5.090685 52.032547, 5.090895 52.032481, 5.091049 52.032401, 5.09124 52.032215, 5.092448 52.030695, 5.092953 52.030133, 5.093977 52.029325, 5.094934 52.028604, 5.095781 52.027954, 5.096468 52.027553, 5.097268 52.027187)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03562400;Stadscentrum;Nieuwegein;1138;83;2023;DEF;BU03562400;GM0356;BU03562400;GM0356;BU03562400;GM0356;False;False;52.02865599042318;5.081060705976298;MULTIPOLYGON (((5.080059 52.030559, 5.080382 52.030478, 5.082607 52.029822, 5.083632 52.029596, 5.084744 52.029388, 5.086064 52.029075, 5.087248 52.028795, 5.087732 52.028598, 5.086509 52.027078, 5.085823 52.026271, 5.08559 52.026032, 5.080355 52.027187, 5.074767 52.02842, 5.076211 52.031262, 5.076255 52.031348, 5.079273 52.030756, 5.080059 52.030559)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU03562500;Rijnhuizen;Nieuwegein;1193;20;2023;DEF;BU03562500;GM0356;BU03562500;GM0356;BU03562500;GM0356;False;False;52.03439747191558;5.098498182255333;MULTIPOLYGON (((5.097268 52.027187, 5.096468 52.027553, 5.095781 52.027954, 5.094934 52.028604, 5.093977 52.029325, 5.092953 52.030133, 5.092448 52.030695, 5.09124 52.032215, 5.091049 52.032401, 5.090895 52.032481, 5.090685 52.032547, 5.091035 52.032958, 5.091687 52.033477, 5.092651 52.034424, 5.093476 52.035427, 5.094219 52.036459, 5.095261 52.03777, 5.098852 52.042067, 5.100722 52.041071, 5.101387 52.040774, 5.102002 52.0406, 5.102703 52.040539, 5.103708 52.040478, 5.104636 52.040429, 5.104595 52.040304, 5.104473 52.038837, 5.104349 52.038239, 5.104344 52.038014, 5.104268 52.036809, 5.104072 52.035577, 5.103887 52.034856, 5.103807 52.03466, 5.103655 52.03397, 5.103174 52.032131, 5.102613 52.030621, 5.102356 52.030097, 5.102021 52.029695, 5.101671 52.029396, 5.10116 52.02907, 5.100713 52.028839, 5.09919 52.028137, 5.097743 52.02744, 5.097268 52.027187)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU05690003;Uitbreiding dorpskern Nieuwkoop;Nieuwkoop;2909;4;2023;DEF;BU05690003;GM0569;BU05690101;GM0569;BU05690101;GM0569;True;False;52.14995157051176;4.772601313439077;MULTIPOLYGON (((4.788521 52.156363, 4.786354 52.155746, 4.787069 52.154898, 4.784688 52.153743, 4.784611 52.153562, 4.784108 52.153314, 4.783657 52.153181, 4.782941 52.153013, 4.781987 52.152664, 4.78106 52.152283, 4.780213 52.151984, 4.779446 52.151587, 4.779315 52.151406, 4.778709 52.150961, 4.777998 52.150384, 4.777341 52.149758, 4.777295 52.149514, 4.777022 52.149377, 4.776522 52.148734, 4.776115 52.148449, 4.775421 52.147865, 4.775016 52.147401, 4.774443 52.146847, 4.774036 52.146473, 4.773295 52.145814, 4.773008 52.145589, 4.772866 52.14535, 4.772748 52.145127, 4.772372 52.14435, 4.771917 52.143961, 4.771583 52.143511, 4.767443 52.140162, 4.767435 52.140134, 4.765828 52.142553, 4.763964 52.146311, 4.76398 52.146325, 4.762935 52.146032, 4.761068 52.148986, 4.766954 52.150403, 4.767535 52.150509, 4.767189 52.150972, 4.765691 52.153355, 4.765729 52.153363, 4.765271 52.154027, 4.770964 52.155396, 4.771431 52.155374, 4.773165 52.152417, 4.780514 52.15423, 4.780727 52.154262, 4.781262 52.154424, 4.78192 52.154728, 4.782283 52.155032, 4.782573 52.15538, 4.78269 52.155772, 4.78276 52.156059, 4.782681 52.156466, 4.782431 52.156796, 4.782301 52.157338, 4.782148 52.157804, 4.782147 52.157895, 4.786853 52.158963, 4.788521 52.156363)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
BU02670104;Nautena-zuid/Schulpkamp;Nijkerk;1033;3;2023;DEF;BU02670104;GM0267;BU02670104;GM0267;BU02670104;GM0267;False;False;52.22045712816651;5.476984107727151;MULTIPOLYGON (((5.482444 52.222756, 5.482529 52.222755, 5.482496 52.222642, 5.482453 52.222606, 5.482372 52.222478, 5.482231 52.222208, 5.482194 52.222104, 5.482195 52.221998, 5.482218 52.221934, 5.482289 52.221843, 5.482374 52.22177, 5.482573 52.221668, 5.482717 52.221634, 5.483273 52.22145, 5.483525 52.221339, 5.483893 52.221074, 5.483919 52.221039, 5.48392 52.221019, 5.483574 52.221036, 5.483557 52.220957, 5.483398 52.220819, 5.483265 52.22083, 5.483231 52.220667, 5.482936 52.220692, 5.482805 52.220721, 5.482805 52.220683, 5.482696 52.220537, 5.482672 52.220543, 5.482572 52.22041, 5.482792 52.220309, 5.482709 52.220241, 5.482669 52.220259, 5.482588 52.220193, 5.482549 52.22021, 5.482479 52.220153, 5.48254 52.220099, 5.482275 52.219885, 5.48215 52.2198, 5.481979 52.219722, 5.481728 52.219619, 5.481469 52.219527, 5.481132 52.219427, 5.481093 52.219383, 5.480849 52.219351, 5.48075 52.219328, 5.480408 52.219198, 5.480213 52.219088, 5.479928 52.218917, 5.479843 52.218882, 5.479794 52.218831, 5.479317 52.218473, 5.47929 52.218487, 5.478494 52.217894, 5.478496 52.217878, 5.478295 52.217738, 5.478428 52.217741, 5.478263 52.217616, 5.478246 52.217642, 5.478114 52.217584, 5.478021 52.217501, 5.477946 52.217475, 5.477456 52.217111, 5.477204 52.216916, 5.476961 52.216739, 5.476639 52.21654, 5.476552 52.216519, 5.476463 52.216512, 5.476256 52.216611, 5.475848 52.216795, 5.475641 52.216909, 5.47523 52.217112, 5.475306 52.217216, 5.475255 52.217237, 5.475064 52.217223, 5.475029 52.217268, 5.474533 52.217516, 5.474343 52.217625, 5.473995 52.217858, 5.473771 52.218036, 5.473527 52.21825, 5.473329 52.218449, 5.473114 52.218689, 5.472917 52.218951, 5.472769 52.219188, 5.472708 52.21923, 5.47265 52.21932, 5.472666 52.219369, 5.47247 52.219808, 5.472316 52.220177, 5.471984 52.220997, 5.471708 52.221667, 5.471612 52.221942, 5.471448 52.22245, 5.471406 52.222458, 5.471378 52.222553, 5.471326 52.222551, 5.471239 52.222742, 5.4712 52.222808, 5.471478 52.222796, 5.471597 52.222766, 5.471914 52.222741, 5.472136 52.222762, 5.472819 52.222874, 5.472906 52.222907, 5.474212 52.223149, 5.474411 52.223174, 5.4747 52.223189, 5.474924 52.223187, 5.475084 52.223222, 5.475075 52.223148, 5.475244 52.223112, 5.475288 52.222982, 5.475373 52.222931, 5.475992 52.223008, 5.476427 52.223042, 5.476592 52.22304, 5.47654 52.223095, 5.476593 52.223132, 5.47693 52.223104, 5.476941 52.223052, 5.477273 52.223018, 5.477613 52.222957, 5.478129 52.222812, 5.478491 52.222725, 5.479112 52.222675, 5.47913 52.222704, 5.479482 52.222654, 5.480096 52.22262, 5.48052 52.222626, 5.480562 52.222647, 5.481238 52.22269, 5.481656 52.222725, 5.481683 52.222738, 5.481946 52.222755, 5.482444 52.222756)));WarmteAtlas:WarmteNetten;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:43;
