Provincie;Gemeente;GMcode;RESregio;REScode;BronNaam;TypeBron;bron_temp;MWth;corrfactor;status;Source;X;Y;wkt;MWth_max;bron_vol;bron_cap;T_bron;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
Overijssel;Zwartewaterland;GM1896;West-Overi;ES05;Aardwarmtecluster KKP B.V. (ondiepe geothermie);geothermie;0.0;29.56;;Optie B;MT;193226;510493;POINT(193226 510492);n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;False;n.a.;n.a.;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:22;
Overijssel;Zwartewaterland;GM1896;West-Overi;ES05;Aardwarmtecluster KKP/Geo KKP (Genemuiden);geothermie;0.0;0.0;;Optie B;MT;193226;510493;POINT(193226 510492);n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;False;n.a.;n.a.;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:22;
