PK_UID;tp_z_nb;provincie;tp_w_bb;tp_z_bb;tp_w_nb;naamgeving;dwa_z;dwa_w;jaar;waterschap;wp_gj_z;wp_gj_w;ws;tp_z_jaar;tp_w_jaar;gemeente;res_regio;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
680;42;Zuid-Holland;3;17;8;Rg Lookwatering;700;700;0;HH Delfland;11.704;2.926;Hoogheemraadschap van Delfland;1799;824;Midden-Delfland;Rotterdam-Den Haag;;GM1842;2635.0;;;GM1842;2635.0;;;GM1842;2635.0;;False;False;False;52.009912990424276;4.318485076952841;WarmteAtlas:AquathermieRioolGemalen;;;
683;370;Zuid-Holland;49;148;123;Rg Berkel;5100;5100;0;HH Delfland;85.272;42.636;Hoogheemraadschap van Delfland;19114;12011;Lansingerland;Rotterdam-Den Haag;;GM1621;2652.0;;;GM1621;2652.0;;;GM1621;2652.0;;False;False;False;51.98605454817508;4.462037533920077;WarmteAtlas:AquathermieRioolGemalen;;;
699;2292;Zuid-Holland;306;917;764;Rg Bijdorp/Rg Schiedam;31584;31584;0;HH Delfland;528.084;264.042;Hoogheemraadschap van Delfland;118370;74381;Schiedam;Rotterdam-Den Haag;;GM0606;3119.0;;;GM0606;3119.0;;;GM0606;3119.0;;False;False;False;51.92424378598063;4.3811759092294045;WarmteAtlas:AquathermieRioolGemalen;;;
700;138;Zuid-Holland;18;55;46;Rg Nootdorp;1900;1900;0;HH Delfland;31.768;15.884;Hoogheemraadschap van Delfland;7121;4475;Pijnacker-Nootdorp;Rotterdam-Den Haag;;GM1926;2631.0;;;GM1926;2631.0;;;GM1926;2631.0;;False;False;False;52.04736422694627;4.403919301102159;WarmteAtlas:AquathermieRioolGemalen;;;
704;0;Zuid-Holland;0;0;0;AWTG Het Beijersche;0;0;0;Rijnland;0.0;0.0;Hoogheemraadschap van Rijnland;0;0;Krimpenerwaard;Midden-Holland;;GM1931;2821.0;;;GM1931;2821.0;;;GM1931;2821.0;;False;False;False;51.98221821874362;4.716003531813134;WarmteAtlas:AquathermieRioolGemalen;;;
705;0;Zuid-Holland;0;0;0;AWTG Gouderak;0;0;0;Rijnland;0.0;0.0;Hoogheemraadschap van Rijnland;0;0;Krimpenerwaard;Midden-Holland;;GM1931;2831.0;;;GM1931;2831.0;;;GM1931;2831.0;;False;False;False;51.98439554250035;4.675153336159332;WarmteAtlas:AquathermieRioolGemalen;;;
706;0;Zuid-Holland;0;0;0;RG Schoonhoven Gemeente;0;0;0;Rivierenland;0.0;0.0;Waterschap Rivierenland;0;0;Krimpenerwaard;Midden-Holland;;GM1931;2871.0;;;GM1931;2871.0;;;GM1931;2871.0;;False;False;False;51.943535895214325;4.847412878625335;WarmteAtlas:AquathermieRioolGemalen;;;
707;204;Zuid-Holland;27;81;68;Rioolgemaal Lekkerkerk;2803;2803;0;HHSK;46.8662;23.4331;Hoogheemraadschap van Schieland en de Krimpenerwaard;10505;6601;Krimpenerwaard;Midden-Holland;;GM1931;2941.0;;;GM1931;2941.0;;;GM1931;2941.0;;False;False;False;51.89422723472315;4.674226376213868;WarmteAtlas:AquathermieRioolGemalen;;;
708;156;Zuid-Holland;21;62;52;Rioolgemaal Krimpen aan de Lek;2149;2149;0;HHSK;35.9313;17.9656;Hoogheemraadschap van Schieland en de Krimpenerwaard;8054;5061;Krimpenerwaard;Midden-Holland;;GM1931;2931.0;;;GM1931;2931.0;;;GM1931;2931.0;;False;False;False;51.895158279595485;4.628067832816463;WarmteAtlas:AquathermieRioolGemalen;;;
709;301;Zuid-Holland;40;120;100;Rioolgemaal Schoonhoven;4152;4152;0;HHSK;69.4214;34.7107;Hoogheemraadschap van Schieland en de Krimpenerwaard;15561;9778;Krimpenerwaard;Midden-Holland;;GM1931;2871.0;;;GM1931;2871.0;;;GM1931;2871.0;;False;False;False;51.94353811729892;4.847391763208762;WarmteAtlas:AquathermieRioolGemalen;;;
710;8;Zuid-Holland;1;3;3;Rioolgemaal Beijersche;117;117;0;HHSK;1.95624;0.97812;Hoogheemraadschap van Schieland en de Krimpenerwaard;439;276;Krimpenerwaard;Midden-Holland;;GM1931;2821.0;;;GM1931;2821.0;;;GM1931;2821.0;;False;False;False;51.98222678706578;4.715997639195474;WarmteAtlas:AquathermieRioolGemalen;;;
711;23;Zuid-Holland;3;9;8;Rioolgemaal Clausstraat;322;322;0;HHSK;5.38384;2.69192;Hoogheemraadschap van Schieland en de Krimpenerwaard;1206;758;Krimpenerwaard;Midden-Holland;;GM1931;2825.0;;;GM1931;2825.0;;;GM1931;2825.0;;False;False;False;51.946872148007294;4.705771074617623;WarmteAtlas:AquathermieRioolGemalen;;;
712;49;Zuid-Holland;6;20;16;Rioolgemaal Gouderak;675;675;0;HHSK;11.286;5.643;Hoogheemraadschap van Schieland en de Krimpenerwaard;2530;1590;Krimpenerwaard;Midden-Holland;;GM1931;2831.0;;;GM1931;2831.0;;;GM1931;2831.0;;False;False;False;51.984451809990844;4.6751235756902645;WarmteAtlas:AquathermieRioolGemalen;;;
713;103;Zuid-Holland;14;41;34;Rioolgemaal Ouderkerk a/d IJssel;1416;1416;0;HHSK;23.6755;11.8378;Hoogheemraadschap van Schieland en de Krimpenerwaard;5307;3335;Krimpenerwaard;Midden-Holland;;GM1931;2935.0;;;GM1931;2935.0;;;GM1931;2935.0;;False;False;False;51.93373460175396;4.641622117778925;WarmteAtlas:AquathermieRioolGemalen;;;
714;0;Zuid-Holland;0;0;0;AWTG Het Beijersche;0;0;0;Rijnland;0.0;0.0;Hoogheemraadschap van Rijnland;0;0;Krimpenerwaard;Midden-Holland;;GM1931;2821.0;;;GM1931;2821.0;;;GM1931;2821.0;;False;False;False;51.98221821874362;4.716003531813134;WarmteAtlas:AquathermieRioolGemalen;;;
715;0;Zuid-Holland;0;0;0;AWTG Gouderak;0;0;0;Rijnland;0.0;0.0;Hoogheemraadschap van Rijnland;0;0;Krimpenerwaard;Midden-Holland;;GM1931;2831.0;;;GM1931;2831.0;;;GM1931;2831.0;;False;False;False;51.98439554250035;4.675153336159332;WarmteAtlas:AquathermieRioolGemalen;;;
716;7;Zuid-Holland;1;3;2;Rioolgemaal Opweg;116;116;0;HHSK;1.93952;0.48488;Hoogheemraadschap van Schieland en de Krimpenerwaard;299;137;Krimpenerwaard;Midden-Holland;;GM1931;2825.0;;;GM1931;2825.0;;;GM1931;2825.0;;False;False;False;51.94366891655781;4.7180847475831325;WarmteAtlas:AquathermieRioolGemalen;;;
721;361;Zuid-Holland;48;144;120;Rioolgemaal Bergschenhoek;4973;4973;0;HHSK;83.1486;41.5743;Hoogheemraadschap van Schieland en de Krimpenerwaard;18637;11711;Lansingerland;Rotterdam-Den Haag;;GM1621;2661.0;;;GM1621;2661.0;;;GM1621;2661.0;;False;False;False;51.982405204760184;4.504380607332974;WarmteAtlas:AquathermieRioolGemalen;;;
724;20;Zuid-Holland;3;8;7;Rioolgemaal Distripark;283;283;0;HHSK;4.73176;2.36588;Hoogheemraadschap van Schieland en de Krimpenerwaard;1060;666;Waddinxveen;Midden-Holland;;GM0627;2742.0;;;GM0627;2742.0;;;GM0627;2742.0;;False;False;False;52.01894681142272;4.634951785931087;WarmteAtlas:AquathermieRioolGemalen;;;
725;0;Zuid-Holland;0;0;0;AWTG Rokkeveen;0;0;0;Rijnland;0.0;0.0;Hoogheemraadschap van Rijnland;0;0;Zoetermeer;Rotterdam-Den Haag;;GM0637;2712.0;;;GM0637;2712.0;;;GM0637;2712.0;;False;False;False;52.04665160916401;4.503607640083199;WarmteAtlas:AquathermieRioolGemalen;;;
726;0;Zuid-Holland;0;0;0;AWTG Rokkeveen;0;0;0;Rijnland;0.0;0.0;Hoogheemraadschap van Rijnland;0;0;Zoetermeer;Rotterdam-Den Haag;;GM0637;2712.0;;;GM0637;2712.0;;;GM0637;2712.0;;False;False;False;52.04665160916401;4.503607640083199;WarmteAtlas:AquathermieRioolGemalen;;;
729;669;Zuid-Holland;89;268;223;Rioolgemaal Zevenhuizen;9216;9216;0;HHSK;154.092;77.0458;Hoogheemraadschap van Schieland en de Krimpenerwaard;34540;21704;Zuidplas;Midden-Holland;;GM1892;2761.0;;;GM1892;2761.0;;;GM1892;2761.0;;False;False;False;52.00696279700362;4.586524756751012;WarmteAtlas:AquathermieRioolGemalen;;;
730;91;Zuid-Holland;12;36;30;Rioolgemaal Moerkapelle;1254;1254;0;HHSK;20.9669;10.4834;Hoogheemraadschap van Schieland en de Krimpenerwaard;4700;2953;Zuidplas;Midden-Holland;;GM1892;2751.0;;;GM1892;2751.0;;;GM1892;2751.0;;False;False;False;52.04287059184712;4.568054726496554;WarmteAtlas:AquathermieRioolGemalen;;;
731;276;Zuid-Holland;37;110;92;Rioolgemaal Emmahof;3806;3806;0;HHSK;63.6363;31.8182;Hoogheemraadschap van Schieland en de Krimpenerwaard;14264;8963;Zuidplas;Midden-Holland;;GM1892;2911.0;;;GM1892;2911.0;;;GM1892;2911.0;;False;False;False;51.9623010891474;4.613154459623641;WarmteAtlas:AquathermieRioolGemalen;;;
732;172;Zuid-Holland;14;69;34;Rioolgemaal Zuidplas;2848;2848;0;HHSK;47.6186;11.9046;Hoogheemraadschap van Schieland en de Krimpenerwaard;7321;3354;Zuidplas;Midden-Holland;;GM1892;2914.0;;;GM1892;2914.0;;;GM1892;2914.0;;False;False;False;51.97171338962252;4.616253246371413;WarmteAtlas:AquathermieRioolGemalen;;;
733;9;Zuid-Holland;1;4;2;Rioolgemaal Vijf Boeken;152;152;0;HHSK;2.54144;0.63536;Hoogheemraadschap van Schieland en de Krimpenerwaard;391;179;Zuidplas;Midden-Holland;;GM1892;2911.0;;;GM1892;2911.0;;;GM1892;2911.0;;False;False;False;51.968428810245136;4.627860505493484;WarmteAtlas:AquathermieRioolGemalen;;;
1130;245;Noord-Holland;33;98;82;Diemen R3;3380;3380;1997;HH Amstel, Gooi en Vecht;56.5136;28.2568;HH Amstel, Gooi en Vecht;12668;7960;Diemen;Noord-Holland Zuid;;GM0384;1112.0;;;GM0384;1112.0;;;GM0384;1112.0;;False;False;False;52.32987855744503;4.949549376068545;WarmteAtlas:AquathermieRioolGemalen;;;
1131;294;Noord-Holland;39;118;98;Diependaalselaan Hilversum;4050;4050;0;HH Amstel, Gooi en Vecht;67.716;33.858;HH Amstel, Gooi en Vecht;15179;9538;Hilversum;Noord-Holland Zuid;;GM0402;1215.0;;;GM0402;1215.0;;;GM0402;1215.0;;False;False;False;52.214174085084494;5.150297869793468;WarmteAtlas:AquathermieRioolGemalen;;;
1132;86;Utrecht;7;34;17;Engel de Ruyter Breukelen;1417;1417;0;HH Amstel, Gooi en Vecht;23.6922;5.92306;HH Amstel, Gooi en Vecht;3643;1669;Stichtse Vecht;U10/U16;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.16904819719908;4.998547519309079;WarmteAtlas:AquathermieRioolGemalen;;;
1133;3;Utrecht;0;1;0;Binnenweg Loenersloot;51;51;0;HH Amstel, Gooi en Vecht;0.85272;0.21318;HH Amstel, Gooi en Vecht;131;60;Stichtse Vecht;U10/U16;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.22602299725392;5.001343693319901;WarmteAtlas:AquathermieRioolGemalen;;;
1134;3;Utrecht;0;1;0;Slotlaan Loenersloot;51;51;0;HH Amstel, Gooi en Vecht;0.85272;0.21318;HH Amstel, Gooi en Vecht;131;60;Stichtse Vecht;U10/U16;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.228877670541294;5.0002797478550844;WarmteAtlas:AquathermieRioolGemalen;;;
1135;15;Utrecht;1;6;3;Klokjeslaan Maarssen;243;243;0;HH Amstel, Gooi en Vecht;4.06296;1.01574;HH Amstel, Gooi en Vecht;624;286;Stichtse Vecht;U10/U16;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.14940452883035;5.043310734153871;WarmteAtlas:AquathermieRioolGemalen;;;
1136;18;Utrecht;2;7;6;Oude Dijk Tienhoven;248;248;0;HH Amstel, Gooi en Vecht;4.14656;2.07328;HH Amstel, Gooi en Vecht;929;584;Stichtse Vecht;U10/U16;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.15307348066395;5.0763786497051475;WarmteAtlas:AquathermieRioolGemalen;;;
1137;6;Utrecht;1;3;2;Ruwielstraat  Nieuwer ter Aa;89;89;0;HH Amstel, Gooi en Vecht;1.48808;0.74404;HH Amstel, Gooi en Vecht;334;210;Stichtse Vecht;U10/U16;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.19233402732212;4.981906201967635;WarmteAtlas:AquathermieRioolGemalen;;;
1138;36;Utrecht;5;14;12;Keizer Ottolaan Loenen;501;501;0;HH Amstel, Gooi en Vecht;8.37672;4.18836;HH Amstel, Gooi en Vecht;1878;1180;Stichtse Vecht;U10/U16;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.209488272484485;5.016322190117285;WarmteAtlas:AquathermieRioolGemalen;;;
1139;12;Utrecht;2;5;4;Floraweg Vreeland;173;173;0;HH Amstel, Gooi en Vecht;2.89256;1.44628;HH Amstel, Gooi en Vecht;648;407;Stichtse Vecht;U10/U16;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.23147325570859;5.031113574333251;WarmteAtlas:AquathermieRioolGemalen;;;
1140;12;Utrecht;2;5;4;Garstenstraat Nigtevecht;169;169;0;HH Amstel, Gooi en Vecht;2.82568;1.41284;HH Amstel, Gooi en Vecht;633;398;Stichtse Vecht;U10/U16;;GM1904;1393.0;;;GM1904;1393.0;;;GM1904;1393.0;;False;False;False;52.2769056544309;5.027760834725928;WarmteAtlas:AquathermieRioolGemalen;;;
1141;41;Utrecht;3;16;8;Industrieweg Mijdrecht;683;683;0;HH Amstel, Gooi en Vecht;11.4198;2.85494;HH Amstel, Gooi en Vecht;1755;804;De Ronde Venen;U10/U16;;GM0736;;;;GM0736;;;;GM0736;;;False;False;False;52.20656367631522;4.8863038689535;WarmteAtlas:AquathermieRioolGemalen;;;
1142;45;Utrecht;6;18;15;Burgemeester Fernhoutlaan Wilnis;622;622;0;HH Amstel, Gooi en Vecht;10.3998;5.19992;HH Amstel, Gooi en Vecht;2331;1465;De Ronde Venen;U10/U16;;GM0736;;;;GM0736;;;;GM0736;;;False;False;False;52.199541513520195;4.8964025100195405;WarmteAtlas:AquathermieRioolGemalen;;;
1143;117;Utrecht;16;47;39;Reigerstraat Vinkeveen;1613;1613;0;HH Amstel, Gooi en Vecht;26.9694;13.4847;HH Amstel, Gooi en Vecht;6046;3799;De Ronde Venen;U10/U16;;GM0736;;;;GM0736;;;;GM0736;;;False;False;False;52.211717120973255;4.926877198121225;WarmteAtlas:AquathermieRioolGemalen;;;
1144;99;Utrecht;13;40;33;Diamant Mijdrecht;1366;1366;0;HH Amstel, Gooi en Vecht;22.8395;11.4198;HH Amstel, Gooi en Vecht;5120;3217;De Ronde Venen;U10/U16;;GM0736;;;;GM0736;;;;GM0736;;;False;False;False;52.21429452492035;4.8617518972958695;WarmteAtlas:AquathermieRioolGemalen;;;
1145;6;Utrecht;1;2;2;De Bruinlaan Amstelhoek;87;87;0;HH Amstel, Gooi en Vecht;1.45464;0.72732;HH Amstel, Gooi en Vecht;326;205;De Ronde Venen;U10/U16;;GM0736;1427.0;;;GM0736;1427.0;;;GM0736;1427.0;;False;False;False;52.230220149117535;4.835875254892279;WarmteAtlas:AquathermieRioolGemalen;;;
1146;11;Utrecht;2;4;4;Zand- en Jaagpad Baambrugge;156;156;0;HH Amstel, Gooi en Vecht;2.60832;1.30416;HH Amstel, Gooi en Vecht;584;367;De Ronde Venen;U10/U16;;GM0736;1396.0;;;GM0736;1396.0;;;GM0736;1396.0;;False;False;False;52.24835416921322;4.989376953681377;WarmteAtlas:AquathermieRioolGemalen;;;
1147;145;Utrecht;19;58;48;Angsteloord Abcoude;2000;2000;0;HH Amstel, Gooi en Vecht;33.44;16.72;HH Amstel, Gooi en Vecht;7496;4710;De Ronde Venen;U10/U16;;GM0736;1391.0;;;GM0736;1391.0;;;GM0736;1391.0;;False;False;False;52.267878363183726;4.979577525902711;WarmteAtlas:AquathermieRioolGemalen;;;
1190;6;Flevoland;1;2;2;Larserbos;77;77;1996;Zuiderzeeland;1.28744;0.64372;Waterschap Zuiderzeeland;288;181;Lelystad;Flevoland;;GM0995;;;;GM0995;;;;GM0995;;;False;False;False;52.44947174021849;5.570026824358107;WarmteAtlas:AquathermieRioolGemalen;;;
1194;157;Flevoland;21;63;52;Warande;2167;2167;2009;Zuiderzeeland;36.2322;18.1161;Waterschap Zuiderzeeland;8121;5103;Lelystad;Flevoland;;GM0995;;;;GM0995;;;;GM0995;;;False;False;False;52.49311230738743;5.473331497983091;WarmteAtlas:AquathermieRioolGemalen;;;
1258;15;Noord-Holland;2;6;5;Rg. Meerweijde;206;206;0;HHNK;3.44432;1.72216;Hoogheemraadschap Hollands Noorderkwartier;772;485;Koggenland;Noord Holland Noord;;GM1598;1713.0;;;GM1598;1713.0;;;GM1598;1713.0;;False;False;False;52.67480117192699;4.910728805696011;WarmteAtlas:AquathermieRioolGemalen;;;
1259;10;Noord-Holland;1;4;3;Rg. Overdorpstraat;130;130;0;HHNK;2.1736;1.0868;Hoogheemraadschap Hollands Noorderkwartier;487;306;Koggenland;Noord Holland Noord;;GM1598;1648.0;;;GM1598;1648.0;;;GM1598;1648.0;;False;False;False;52.63091180991186;4.9417185471990805;WarmteAtlas:AquathermieRioolGemalen;;;
1260;27;Noord-Holland;4;11;9;Rg. Dwingel;370;370;0;HHNK;6.1864;3.0932;Hoogheemraadschap Hollands Noorderkwartier;1386;871;Koggenland;Noord Holland Noord;;GM1598;1648.0;;;GM1598;1648.0;;;GM1598;1648.0;;False;False;False;52.6254344336628;4.949136556779226;WarmteAtlas:AquathermieRioolGemalen;;;
1261;4;Noord-Holland;1;2;2;Rg. Wieder;58;58;0;HHNK;0.96976;0.48488;Hoogheemraadschap Hollands Noorderkwartier;218;137;Koggenland;Noord Holland Noord;;GM1598;1648.0;;;GM1598;1648.0;;;GM1598;1648.0;;False;False;False;52.62361452614456;4.961277239502674;WarmteAtlas:AquathermieRioolGemalen;;;
1262;13;Noord-Holland;2;5;4;Rg. Koningsspil;182;182;0;HHNK;3.04304;1.52152;Hoogheemraadschap Hollands Noorderkwartier;682;429;Koggenland;Noord Holland Noord;;GM1598;1633.0;;;GM1598;1633.0;;;GM1598;1633.0;;False;False;False;52.61937517524026;4.95259333413199;WarmteAtlas:AquathermieRioolGemalen;;;
1263;16;Noord-Holland;2;6;5;Rg. Kathoek;220;220;0;HHNK;3.6784;1.8392;Hoogheemraadschap Hollands Noorderkwartier;824;518;Koggenland;Noord Holland Noord;;GM1598;1633.0;;;GM1598;1633.0;;;GM1598;1633.0;;False;False;False;52.615351230527686;4.958243917006145;WarmteAtlas:AquathermieRioolGemalen;;;
1264;121;Noord-Holland;16;48;40;Bg. Booster Ursemmerplas;1664;1664;0;HHNK;27.8221;13.911;Hoogheemraadschap Hollands Noorderkwartier;6237;3919;Koggenland;Noord Holland Noord;;GM1598;1648.0;;;GM1598;1648.0;;;GM1598;1648.0;;False;False;False;52.62781705392637;4.927074144318231;WarmteAtlas:AquathermieRioolGemalen;;;
1266;24;Noord-Holland;3;10;8;Rg. Berkhout;332;332;0;HHNK;5.55104;2.77552;Hoogheemraadschap Hollands Noorderkwartier;1244;782;Koggenland;Noord Holland Noord;;GM1598;1647.0;;;GM1598;1647.0;;;GM1598;1647.0;;False;False;False;52.63815791485677;4.983627798234344;WarmteAtlas:AquathermieRioolGemalen;;;
1268;20;Noord-Holland;3;8;7;Rg. Spierdijk;284;284;0;HHNK;4.74848;2.37424;Hoogheemraadschap Hollands Noorderkwartier;1065;669;Koggenland;Noord Holland Noord;;GM1598;1641.0;;;GM1598;1641.0;;;GM1598;1641.0;;False;False;False;52.650178770256154;4.9398973207910295;WarmteAtlas:AquathermieRioolGemalen;;;
1269;9;Noord-Holland;1;4;3;Rg. Avenhorn;120;120;0;HHNK;2.0064;1.0032;Hoogheemraadschap Hollands Noorderkwartier;450;283;Koggenland;Noord Holland Noord;;GM1598;1633.0;;;GM1598;1633.0;;;GM1598;1633.0;;False;False;False;52.622242263154206;4.941590124860677;WarmteAtlas:AquathermieRioolGemalen;;;
1359;37;Noord-Holland;5;15;12;Rg. Winkel;514;514;0;HHNK;8.59408;4.29704;Hoogheemraadschap Hollands Noorderkwartier;1926;1210;Hollands Kroon;Noord Holland Noord;;GM1911;1731.0;;;GM1911;1731.0;;;GM1911;1731.0;;False;False;False;52.750934918441146;4.905786629623778;WarmteAtlas:AquathermieRioolGemalen;;;
827;34;Utrecht;4;13;11;Overberg;460;460;0;Vallei en Veluwe;7.6912;3.8456;Waterschap Vallei & Veluwe;1724;1083;Utrechtse Heuvelrug;U10/U16;;GM1581;;;;GM1581;;;;GM1581;;;False;False;False;52.03901191914584;5.503052811021449;WarmteAtlas:AquathermieRioolGemalen;;;
828;16;Utrecht;2;6;6;Maarsbergen;225;225;0;Vallei en Veluwe;3.762;1.881;Waterschap Vallei & Veluwe;843;530;Utrechtse Heuvelrug;U10/U16;;GM1581;;;;GM1581;;;;GM1581;;;False;False;False;52.06130300117795;5.404469976845558;WarmteAtlas:AquathermieRioolGemalen;;;
833;63;Utrecht;8;25;21;Soesterberg;871;871;0;Vallei en Veluwe;14.5631;7.28156;Waterschap Vallei & Veluwe;3264;2051;Zeist;U10/U16;;GM0355;;;;GM0355;;;;GM0355;;;False;False;False;52.10747947779515;5.289096826972356;WarmteAtlas:AquathermieRioolGemalen;;;
876;212;Zuid-Holland;28;85;70;AWTG Sassenheim;2916;2916;1997;Rijnland;48.7555;24.3778;Hoogheemraadschap van Rijnland;10928;6867;Teylingen;Holland Rijnland;;GM1525;2172.0;;;GM1525;2172.0;;;GM1525;2172.0;;False;False;False;52.21745949964492;4.519612339761961;WarmteAtlas:AquathermieRioolGemalen;;;
877;0;Zuid-Holland;0;0;0;AWTG Sassenheim;0;0;1997;Rijnland;0.0;0.0;Hoogheemraadschap van Rijnland;0;0;Teylingen;Holland Rijnland;;GM1525;2172.0;;;GM1525;2172.0;;;GM1525;2172.0;;False;False;False;52.21805835111712;4.521684696205652;WarmteAtlas:AquathermieRioolGemalen;;;
878;177;Zuid-Holland;24;71;59;AWTG Voorhout;2436;2436;2000;Rijnland;40.7299;20.365;Hoogheemraadschap van Rijnland;9130;5737;Teylingen;Holland Rijnland;;GM1525;2215.0;;;GM1525;2215.0;;;GM1525;2215.0;;False;False;False;52.223744142636676;4.474882784873606;WarmteAtlas:AquathermieRioolGemalen;;;
879;69;Zuid-Holland;9;28;23;AWTG Warmond;948;948;1975;Rijnland;15.8506;7.92528;Hoogheemraadschap van Rijnland;3553;2233;Teylingen;Holland Rijnland;;GM1525;2361.0;;;GM1525;2361.0;;;GM1525;2361.0;;False;False;False;52.194364377916266;4.495459318855886;WarmteAtlas:AquathermieRioolGemalen;;;
880;44;Zuid-Holland;6;18;15;AWTG Reeuwijk Brug West;612;612;1998;Rijnland;10.2326;5.11632;Hoogheemraadschap van Rijnland;2293;1441;Bodegraven-Reeuwijk;Midden-Holland;;GM1901;2811.0;;;GM1901;2811.0;;;GM1901;2811.0;;False;False;False;52.046180214564615;4.71913076971131;WarmteAtlas:AquathermieRioolGemalen;;;
881;54;Zuid-Holland;7;22;18;AWTG Reeuwijk Brug Oost;744;744;1998;Rijnland;12.4397;6.21984;Hoogheemraadschap van Rijnland;2788;1752;Bodegraven-Reeuwijk;Midden-Holland;;GM1901;2811.0;;;GM1901;2811.0;;;GM1901;2811.0;;False;False;False;52.04901220621396;4.73262590021615;WarmteAtlas:AquathermieRioolGemalen;;;
882;24;Zuid-Holland;3;10;8;AWTG Reeuwijk Dorp;336;336;1991;Rijnland;5.61792;2.80896;Hoogheemraadschap van Rijnland;1259;791;Bodegraven-Reeuwijk;Midden-Holland;;GM1901;2811.0;;;GM1901;2811.0;;;GM1901;2811.0;;False;False;False;52.05627510590984;4.681884154794374;WarmteAtlas:AquathermieRioolGemalen;;;
883;145;Zuid-Holland;12;58;29;AWTG Bodegraven Molenkade;2400;2400;2003;Rijnland;40.128;10.032;Hoogheemraadschap van Rijnland;6169;2826;Bodegraven-Reeuwijk;Midden-Holland;;GM1901;2411.0;;;GM1901;2411.0;;;GM1901;2411.0;;False;False;False;52.084581018225144;4.741047652276848;WarmteAtlas:AquathermieRioolGemalen;;;
884;8;Zuid-Holland;1;3;2;rioolpomp Vlietkade Bodegraven;129;129;0;Rijnland;2.15688;0.53922;Hoogheemraadschap van Rijnland;332;152;Bodegraven-Reeuwijk;Midden-Holland;;GM1901;2411.0;;;GM1901;2411.0;;;GM1901;2411.0;;False;False;False;52.083056670776685;4.734125952126041;WarmteAtlas:AquathermieRioolGemalen;;;
885;140;Zuid-Holland;19;56;47;AWTG de Loethe Zoeterwoude;1932;1932;1976;Rijnland;32.303;16.1515;Hoogheemraadschap van Rijnland;7241;4550;Zoeterwoude;Holland Rijnland;;GM0638;2381.0;;;GM0638;2381.0;;;GM0638;2381.0;;False;False;False;52.11990865277218;4.496506599834129;WarmteAtlas:AquathermieRioolGemalen;;;
887;90;Zuid-Holland;12;36;30;AWTG Stoeplaan;1236;1236;1998;Rijnland;20.6659;10.333;Hoogheemraadschap van Rijnland;4632;2911;Wassenaar;Rotterdam-Den Haag;;GM0629;2244.0;;;GM0629;2244.0;;;GM0629;2244.0;;False;False;False;52.11794777168871;4.367490223925548;WarmteAtlas:AquathermieRioolGemalen;;;
888;24;Zuid-Holland;3;10;8;AWTG Backershagen;336;336;1998;Rijnland;5.61792;2.80896;Hoogheemraadschap van Rijnland;1259;791;Wassenaar;Rotterdam-Den Haag;;GM0629;2243.0;;;GM0629;2243.0;;;GM0629;2243.0;;False;False;False;52.13058133299073;4.388229466054193;WarmteAtlas:AquathermieRioolGemalen;;;
889;326;Zuid-Holland;43;130;108;AWTG van Zuylen van Nijevelt;4488;4488;1998;Rijnland;75.0394;37.5197;Hoogheemraadschap van Rijnland;16820;10569;Wassenaar;Rotterdam-Den Haag;;GM0629;2242.0;;;GM0629;2242.0;;;GM0629;2242.0;;False;False;False;52.14248960739305;4.401785936523118;WarmteAtlas:AquathermieRioolGemalen;;;
890;0;Zuid-Holland;0;0;0;AWTG Waddinxveen West;0;0;2007;Rijnland;0.0;0.0;Hoogheemraadschap van Rijnland;0;0;Waddinxveen;Midden-Holland;;GM0627;2741.0;;;GM0627;2741.0;;;GM0627;2741.0;;False;False;False;52.0497621068927;4.650000913002152;WarmteAtlas:AquathermieRioolGemalen;;;
903;2097;Zuid-Holland;280;839;699;AWTG Meerzicht Zoetermeer;28896;28896;2012;Rijnland;483.141;241.571;Hoogheemraadschap van Rijnland;108297;68051;Zoetermeer;Rotterdam-Den Haag;;GM0637;2716.0;;;GM0637;2716.0;;;GM0637;2716.0;;False;False;False;52.05041653664484;4.467783601669487;WarmteAtlas:AquathermieRioolGemalen;;;
914;0;Zuid-Holland;0;0;0;AWTG Kaagdorp;0;0;1994;Rijnland;0.0;0.0;Hoogheemraadschap van Rijnland;0;0;Kaag en Braassem;Holland Rijnland;;GM1884;2159.0;;;GM1884;2159.0;;;GM1884;2159.0;;False;False;False;52.21202355767244;4.561332149392227;WarmteAtlas:AquathermieRioolGemalen;;;
