PK_UID;RIN_NUMMER;JAAR;PLAN_NAAM;KERN_NAAM;STATUS;TER_BEHEER;GEG_BEHEER;VOL;HA_BRUTO;HA_NETTO;HA_UITGEG;HA_UIT_HJR;HA_TKPGEM;HA_UITGEM;HA_UITPAR;HA_TUITGEM;HA_TUITPAR;HA_TOTTUIT;HA_NTUITGM;HA_NTUITPR;JR_NTUITGB;beoogdJaar;HA_GRUITDL;OPMER_JAAR;MN_VPRIJS;MX_VPRIJS;MN_EPRIJS;MX_EPRIJS;START_JAAR;MILIEUZONE;WLOC_TYPE;PLAN_FASE;MAX_MILIEU;EXT_BEREIK;PARKEER;PARK_MGT;SPOOR_ONTS;WATER_ONTS;VEROUDERD;OORZ_OUD;HA_BRTOUD;HSTRC_PLAN;HSTRC_FASE;HA_FACELFT;HA_REVITAL;HA_ZREVIT;HA_HERPROF;HA_TRANSF;GEM_CODES;GEM_NAMEN;PROV_CODES;PROV_NAMEN;COROPCODES;COROPNAMEN;buurtcode_2023;gemeentecode_2023;buurtcode_2024;gemeentecode_2024;buurtcode_2025;gemeentecode_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;centroid_lat;centroid_lon;geom_wkt;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
62;4966;2024;DE VAART IV;ALMERE BUITEN;GEACCORDEERD;ALMERE;provincie FLEVOLAND;Nee;117.0;80.2;35.9;8.4;0.0;35.9;0.0;3.5;0.0;3.5;32.4;0.0;32.4;0;0.0;Nee;0.0;0.0;0.0;0.0;1;JA;B;1;5;B;;NEE;A;A;NEE;X;0.0;X;X;0.0;0.0;0.0;0.0;0.0;34.0;Almere;24.0;Flevoland;40.0;Flevoland;BU00345701;GM0034;BU00345701;GM0034;BU00345701;GM0034;False;False;52.420802511625105;5.246204377981181;MULTIPOLYGON (((5.25061 52.424372, 5.254899 52.420681, 5.255821 52.41988, 5.255854 52.419851, 5.255877 52.419831, 5.255915 52.419803, 5.255919 52.419801, 5.255986 52.419751, 5.257113 52.418751, 5.257125 52.418743, 5.257182 52.418701, 5.257198 52.418693, 5.257322 52.418631, 5.257337 52.418621, 5.257319 52.418613, 5.257064 52.418503, 5.252788 52.416651, 5.248222 52.414681, 5.247853 52.414998, 5.247303 52.41547, 5.246829 52.415877, 5.246753 52.415941, 5.244782 52.41519, 5.244444 52.415061, 5.244284 52.415001, 5.244211 52.415001, 5.244165 52.415021, 5.244063 52.415021, 5.244027 52.415031, 5.243991 52.415051, 5.243851 52.415141, 5.243383 52.415511, 5.242957 52.415851, 5.242773 52.416001, 5.24275 52.415991, 5.242511 52.416171, 5.242124 52.416471, 5.241771 52.416731, 5.241339 52.417061, 5.240926 52.417371, 5.240701 52.417541, 5.240464 52.417741, 5.240227 52.417931, 5.239995 52.418131, 5.239761 52.418331, 5.239607 52.418461, 5.239367 52.418681, 5.23911 52.418921, 5.238831 52.419161, 5.238544 52.419411, 5.238346 52.419561, 5.238083 52.419751, 5.237756 52.419981, 5.237557 52.420101, 5.237347 52.420231, 5.237085 52.420381, 5.237105 52.420391, 5.236891 52.420521, 5.236804 52.420571, 5.236822 52.420591, 5.236834 52.420601, 5.236842 52.420611, 5.236845 52.420621, 5.236845 52.420623, 5.236847 52.420631, 5.236846 52.420641, 5.236844 52.420651, 5.23684 52.420671, 5.236832 52.420701, 5.236831 52.420711, 5.23683 52.420731, 5.236832 52.420751, 5.236834 52.420761, 5.23684 52.420781, 5.236851 52.420811, 5.236862 52.420821, 5.236884 52.420851, 5.236901 52.420871, 5.236992 52.420941, 5.237 52.420941, 5.23701 52.420951, 5.237028 52.420951, 5.237035 52.420951, 5.237041 52.420941, 5.237074 52.420971, 5.236759 52.421121, 5.237572 52.421411, 5.23756 52.421424, 5.236372 52.422671, 5.237688 52.424191, 5.245123 52.426883, 5.246746 52.42747, 5.246943 52.427541, 5.248398 52.426281, 5.24902 52.425751, 5.250204 52.424721, 5.250407 52.424547, 5.25061 52.424372)));WarmteAtlas:ProductieInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:39;
12;213;2024;TREKKERSVELD I EN II;ZEEWOLDE;GEACCORDEERD;ZEEWOLDE;provincie FLEVOLAND;Nee;160.2;92.3;90.6;0.0;0.0;1.7;0.0;0.0;0.0;0.0;1.7;0.0;1.7;0;0.0;Nee;100.0;110.0;0.0;0.0;1;NEE;B;1;5;A;;NEE;A;A;NEE;X;0.0;X;X;0.0;0.0;0.0;0.0;0.0;50.0;Zeewolde;24.0;Flevoland;40.0;Flevoland;BU00500009;GM0050;BU00500009;GM0050;BU00500009;GM0050;False;False;52.35642048098632;5.50342352490909;MULTIPOLYGON (((5.511874 52.3547, 5.501769 52.348389, 5.501713 52.348354, 5.50061 52.349067, 5.497851 52.350852, 5.494862 52.352552, 5.493434 52.353489, 5.492426 52.354151, 5.492299 52.354051, 5.491972 52.354265, 5.491841 52.354279, 5.489343 52.35613, 5.494265 52.358156, 5.499541 52.360598, 5.500929 52.361328, 5.50092 52.361431, 5.506503 52.364132, 5.511444 52.36114, 5.516881 52.357849, 5.513019 52.355352, 5.512012 52.3547, 5.511874 52.3547)));WarmteAtlas:ProductieInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:39;
65;24010;2024;TREKKERSVELD III;ZEEWOLDE;GEACCORDEERD;ZEEWOLDE;provincie FLEVOLAND;Nee;67.1;53.4;52.0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;1.5;0.0;1.5;0;0.0;Nee;130.0;130.0;0.0;0.0;2;NEE;B;1;5;A;;NEE;A;D;NEE;X;0.0;X;X;0.0;0.0;0.0;0.0;0.0;50.0;Zeewolde;24.0;Flevoland;40.0;Flevoland;BU00500008;GM0050;BU00500008;GM0050;BU00500008;GM0050;False;False;52.36327614874761;5.5153867712782505;MULTIPOLYGON (((5.516881 52.357849, 5.511444 52.36114, 5.506503 52.364132, 5.508695 52.365192, 5.508748 52.36516, 5.50895 52.365035, 5.508953 52.365034, 5.514177 52.368482, 5.523942 52.362952, 5.518298 52.359293, 5.518715 52.359036, 5.518705 52.359029, 5.516881 52.357849)));WarmteAtlas:ProductieInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:39;
66;24011;2024;POORT VAN DRONTEN;DRONTEN;GEACCORDEERD;DRONTEN;provincie FLEVOLAND;Nee;108.0;79.5;25.2;8.2;0.0;0.0;46.12;0.0;6.6;6.6;0.0;39.52;39.52;0;3.6;Nee;94.0;108.0;0.0;0.0;2;JA;B;1;5;A;;ONBEKEND;A;E;NEE;X;0.0;X;X;0.0;0.0;0.0;0.0;0.0;303.0;Dronten;24.0;Flevoland;40.0;Flevoland;BU03030101;GM0303;BU03030101;GM0303;BU03030101;GM0303;False;False;52.54525262324392;5.694060792772486;MULTIPOLYGON (((5.694074 52.550843, 5.694349 52.550758, 5.694989 52.550803, 5.696527 52.550219, 5.696811 52.550109, 5.702932 52.547579, 5.703382 52.547399, 5.703798 52.547229, 5.704202 52.547069, 5.704272 52.547049, 5.704316 52.547019, 5.704562 52.546779, 5.704594 52.546729, 5.704604 52.546678, 5.704597 52.546649, 5.704563 52.546599, 5.704345 52.546348, 5.704233 52.546239, 5.704104 52.546119, 5.70288 52.545019, 5.702347 52.544539, 5.701816 52.544069, 5.699693 52.542159, 5.698655 52.541229, 5.698429 52.541029, 5.697695 52.540369, 5.697038 52.539779, 5.696735 52.539509, 5.696347 52.539159, 5.693232 52.540179, 5.690136 52.541192, 5.686736 52.542188, 5.682902 52.543263, 5.684699 52.544879, 5.687343 52.547269, 5.689995 52.549649, 5.691019 52.550662, 5.69204 52.55058, 5.694074 52.550843)));WarmteAtlas:ProductieInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:39;
67;24022;2024;DE MUNT II FASE II;EMMELOORD;GEACCORDEERD;NOORDOOSTPOLDER;provincie FLEVOLAND;Nee;47.8;32.9;32.5;0.2;0.0;0.2;0.0;0.2;0.0;0.2;0.0;0.0;0.0;0;0.0;Nee;69.0;79.0;0.0;0.0;2;NEE;B;1;4;A;;NEE;A;E;NEE;X;0.0;X;X;0.0;0.0;0.0;0.0;0.0;171.0;Noordoostpolder;24.0;Flevoland;40.0;Flevoland;BU01710115;GM0171;BU01710115;GM0171;BU01710115;GM0171;False;False;52.71523923919777;5.788328287373525;MULTIPOLYGON (((5.792292 52.711359, 5.790945 52.71168, 5.790942 52.711677, 5.781184 52.714081, 5.782985 52.716715, 5.783528 52.71755, 5.784525 52.719077, 5.784817 52.719023, 5.79548 52.71639, 5.792326 52.711774, 5.792296 52.711645, 5.792281 52.711531, 5.792292 52.711359)));WarmteAtlas:ProductieInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:39;
71;215003;2024;FAZANTENDREEF;DRONTEN;GEACCORDEERD;DRONTEN;provincie FLEVOLAND;Ja;37.2;25.8;25.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;Ja;0.0;0.0;0.0;0.0;1;JA;B;1;4;A;;NEE;X;E;NEE;X;0.0;X;X;0.0;0.0;0.0;0.0;0.0;303.0;Dronten;24.0;Flevoland;40.0;Flevoland;BU03030211;GM0303;BU03030211;GM0303;BU03030211;GM0303;False;False;52.53567088035699;5.730436653296723;MULTIPOLYGON (((5.728811 52.537898, 5.729214 52.53779, 5.72934 52.537959, 5.729505 52.537916, 5.729565 52.537895, 5.730176 52.53778, 5.73079 52.537674, 5.730797 52.537689, 5.731367 52.537594, 5.732065 52.537478, 5.73219 52.537457, 5.73224 52.537449, 5.732645 52.537381, 5.732574 52.537169, 5.737791 52.536541, 5.736895 52.533783, 5.735059 52.53401, 5.734778 52.533155, 5.732733 52.533413, 5.731037 52.533615, 5.726873 52.534124, 5.723636 52.534523, 5.723745 52.534854, 5.723183 52.534924, 5.723231 52.535061, 5.723373 52.535212, 5.722837 52.535399, 5.723201 52.535793, 5.723394 52.535734, 5.723582 52.535938, 5.723772 52.535862, 5.723819 52.535913, 5.724001 52.536104, 5.724186 52.536301, 5.724443 52.536571, 5.72453 52.536665, 5.724591 52.536727, 5.724753 52.536899, 5.725045 52.537208, 5.726207 52.538438, 5.726369 52.538611, 5.726577 52.538547, 5.727553 52.538247, 5.727877 52.538148, 5.728052 52.538101, 5.728811 52.537898)));WarmteAtlas:ProductieInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:39;
72;215004;2024;OLDEBROEKERWEG;BIDDINGHUIZEN;GEACCORDEERD;DRONTEN;provincie FLEVOLAND;Nee;20.0;17.7;17.3;0.1;0.0;0.3;0.0;0.3;0.0;0.3;0.0;0.0;0.0;0;0.3;Nee;60.0;161.0;0.0;0.0;2;JA;B;1;4;A;;NEE;A;E;NEE;X;0.0;X;X;0.0;0.0;0.0;0.0;0.0;303.0;Dronten;24.0;Flevoland;40.0;Flevoland;BU03030609;GM0303;BU03030609;GM0303;BU03030609;GM0303;False;False;52.45843015809393;5.706405744081384;MULTIPOLYGON (((5.705792 52.45606, 5.70548 52.456229, 5.705277 52.456405, 5.705008 52.456636, 5.704837 52.456771, 5.704438 52.457077, 5.703992 52.457305, 5.703687 52.45746, 5.703229 52.457586, 5.702927 52.457647, 5.702289 52.457744, 5.701941 52.45777, 5.701675 52.457894, 5.701681 52.458257, 5.701852 52.459098, 5.702217 52.459172, 5.703567 52.459747, 5.705499 52.460581, 5.706549 52.461053, 5.706622 52.46099, 5.708718 52.459147, 5.70954 52.4595, 5.709816 52.459259, 5.710112 52.459382, 5.711781 52.457993, 5.709213 52.457131, 5.706066 52.45604, 5.70599 52.45601, 5.705954 52.45602, 5.705883 52.456031, 5.705792 52.45606)));WarmteAtlas:ProductieInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:39;
73;215005;2024;NOORDERBAAN (V/H DE DRIEHOEK);BIDDINGHUIZEN;GEACCORDEERD;DRONTEN;provincie FLEVOLAND;Ja;44.1;26.6;26.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;Ja;0.0;0.0;0.0;0.0;1;JA;B;1;4;A;;NEE;A;B;NEE;X;0.0;X;X;0.0;0.0;0.0;0.0;0.0;303.0;Dronten;24.0;Flevoland;40.0;Flevoland;BU03030608;GM0303;BU03030608;GM0303;BU03030608;GM0303;False;False;52.461724943200046;5.7022990677772825;MULTIPOLYGON (((5.701276 52.457839, 5.701259 52.457839, 5.697739 52.458049, 5.696581 52.458232, 5.695924 52.45844, 5.694989 52.458759, 5.694264 52.459068, 5.695106 52.45949, 5.694185 52.46034, 5.695925 52.460999, 5.696649 52.461379, 5.698891 52.462299, 5.69912 52.462719, 5.700992 52.463519, 5.702824 52.46426, 5.707023 52.466087, 5.710687 52.462927, 5.706489 52.461106, 5.705897 52.461618, 5.704194 52.460899, 5.703507 52.460579, 5.702837 52.46031, 5.701696 52.459811, 5.701798 52.459725, 5.701537 52.459479, 5.701609 52.459049, 5.701569 52.458809, 5.701488 52.45808, 5.701276 52.457839)));WarmteAtlas:ProductieInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:39;
74;215009;2024;ZWOLSEHOEK FASE III;URK;GEACCORDEERD;URK;provincie FLEVOLAND;Ja;27.6;17.3;17.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;Ja;0.0;0.0;0.0;0.0;1;ONBEKEND;B;1;4;A;;NEE;A;B;NEE;X;0.0;X;X;0.0;0.0;0.0;0.0;0.0;184.0;Urk;24.0;Flevoland;40.0;Flevoland;BU01840004;GM0184;BU01840004;GM0184;BU01840004;GM0184;False;False;52.65359242678425;5.625212694340735;MULTIPOLYGON (((5.622901 52.649856, 5.622897 52.649977, 5.62292 52.651362, 5.622969 52.651361, 5.622992 52.653185, 5.623 52.653808, 5.623 52.653824, 5.623005 52.654183, 5.623009 52.654499, 5.623012 52.654722, 5.623013 52.654825, 5.623015 52.654949, 5.623015 52.654993, 5.623032 52.655936, 5.623028 52.655936, 5.623034 52.656116, 5.62304 52.656572, 5.62305 52.657324, 5.623046 52.657397, 5.627336 52.657309, 5.627506 52.657306, 5.627506 52.657281, 5.627465 52.654787, 5.627445 52.653572, 5.627383 52.649837, 5.627294 52.649838, 5.625323 52.649842, 5.625323 52.649829, 5.624488 52.649831, 5.624488 52.649843, 5.623903 52.649847, 5.623359 52.649851, 5.623145 52.649852, 5.622949 52.649855, 5.622901 52.649856)));WarmteAtlas:ProductieInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:39;
80;215017;2024;ZWOLSEHOEK FASE IV;URK;GEACCORDEERD;URK;provincie FLEVOLAND;Ja;20.8;15.8;15.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;Ja;0.0;0.0;0.0;0.0;2;JA;B;1;4;A;;JA;A;B;NEE;X;0.0;X;X;0.0;0.0;0.0;0.0;0.0;184.0;Urk;24.0;Flevoland;40.0;Flevoland;BU01840015;GM0184;BU01840015;GM0184;BU01840015;GM0184;False;False;52.65325705021004;5.629486481457407;MULTIPOLYGON (((5.631256 52.657262, 5.631849 52.657259, 5.631915 52.657261, 5.632087 52.657267, 5.632103 52.657153, 5.631897 52.65704, 5.631853 52.657007, 5.631834 52.656984, 5.631822 52.656959, 5.631812 52.656387, 5.631805 52.6563, 5.629482 52.656297, 5.629458 52.654455, 5.631879 52.654444, 5.63185 52.653454, 5.631835 52.652233, 5.631815 52.650641, 5.63183 52.65064, 5.631829 52.650551, 5.631819 52.649826, 5.630921 52.649828, 5.627383 52.649837, 5.627386 52.650009, 5.627409 52.6514, 5.627506 52.657281, 5.627648 52.65728, 5.631256 52.657262)));WarmteAtlas:ProductieInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:39;
82;215019;2024;OOSTERVAART OOST;LELYSTAD;GEACCORDEERD;LELYSTAD;provincie FLEVOLAND;Nee;31.0;21.7;14.0;0.0;0.0;7.7;0.0;7.7;0.0;7.7;0.0;0.0;0.0;0;2.2;Nee;60.0;115.0;0.0;0.0;2;JA;B;1;5;A;;JA;A;E;NEE;X;0.0;X;X;0.0;0.0;0.0;0.0;0.0;995.0;Lelystad;24.0;Flevoland;40.0;Flevoland;BU09951083;GM0995;BU09951083;GM0995;BU09951083;GM0995;False;False;52.53476659338164;5.528824960967167;MULTIPOLYGON (((5.530899 52.538795, 5.531546 52.530703, 5.531398 52.5307, 5.531391 52.530761, 5.528704 52.530705, 5.528699 52.530826, 5.525638 52.530763, 5.527366 52.53956, 5.529784 52.539516, 5.530776 52.539497, 5.530789 52.539497, 5.530789 52.539497, 5.530899 52.538795)));WarmteAtlas:ProductieInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:39;
83;215020;2024;STICHTSE KANT;ALMERE HOUT;GEACCORDEERD;ALMERE;provincie FLEVOLAND;Nee;215.7;131.0;68.3;4.4;0.0;58.35;0.0;46.8;0.0;46.8;11.55;0.0;11.55;0;16.0;Nee;150.0;205.0;0.0;0.0;2;NEE;B;2;4;A;;ONBEKEND;A;D;NEE;X;0.0;X;X;0.0;0.0;0.0;0.0;0.0;34.0;Almere;24.0;Flevoland;40.0;Flevoland;BU00341501;GM0034;BU00341501;GM0034;BU00341501;GM0034;False;False;52.313933634949706;5.313888361449801;MULTIPOLYGON (((5.309359 52.322721, 5.309484 52.32267, 5.309563 52.322749, 5.309564 52.32275, 5.311907 52.32183, 5.312848 52.32146, 5.313281 52.32129, 5.313387 52.32125, 5.313412 52.32124, 5.313433 52.32123, 5.313466 52.321221, 5.31347 52.32122, 5.313902 52.321051, 5.315438 52.32045, 5.315471 52.32043, 5.315518 52.32041, 5.315564 52.320401, 5.31867 52.319188, 5.318794 52.31914, 5.321689 52.318011, 5.323103 52.317462, 5.323286 52.317391, 5.323277 52.317381, 5.323267 52.317381, 5.323261 52.317381, 5.323251 52.317371, 5.323241 52.317361, 5.323231 52.317361, 5.32322 52.317351, 5.323213 52.317351, 5.32321 52.317348, 5.323203 52.317341, 5.323188 52.317331, 5.323178 52.317331, 5.323166 52.317321, 5.323155 52.317321, 5.323148 52.317311, 5.323137 52.317311, 5.322952 52.317231, 5.322604 52.317081, 5.32262 52.317061, 5.32268 52.317011, 5.322798 52.316911, 5.322858 52.316861, 5.322875 52.316841, 5.322991 52.316891, 5.323183 52.316941, 5.323431 52.317049, 5.323462 52.317063, 5.323571 52.317111, 5.323587 52.317121, 5.323599 52.317121, 5.323611 52.317131, 5.323622 52.317131, 5.323634 52.317141, 5.323646 52.317141, 5.323657 52.317151, 5.323668 52.317151, 5.323679 52.317161, 5.32369 52.317171, 5.3237 52.317171, 5.323711 52.317181, 5.323721 52.317191, 5.323732 52.317191, 5.323742 52.317201, 5.323754 52.317211, 5.327877 52.315601, 5.329473 52.314981, 5.329376 52.314891, 5.329267 52.314801, 5.32925 52.314789, 5.329196 52.314751, 5.329037 52.314621, 5.329018 52.314601, 5.328869 52.314481, 5.328668 52.314321, 5.328444 52.314131, 5.328361 52.314061, 5.328276 52.313991, 5.328222 52.313951, 5.32817 52.313901, 5.328098 52.313831, 5.328043 52.313771, 5.327982 52.313701, 5.327901 52.313591, 5.327847 52.313521, 5.32783 52.313492, 5.327795 52.313431, 5.327764 52.313381, 5.327723 52.313301, 5.327684 52.313221, 5.327647 52.313121, 5.327641 52.313111, 5.327615 52.313021, 5.327608 52.312991, 5.327596 52.312931, 5.327593 52.312921, 5.327569 52.312821, 5.327556 52.312761, 5.327534 52.312681, 5.327512 52.312601, 5.327498 52.312541, 5.327483 52.312481, 5.327466 52.312421, 5.327436 52.312341, 5.327414 52.312281, 5.327386 52.312221, 5.327349 52.312151, 5.327302 52.312061, 5.327268 52.312011, 5.327239 52.311951, 5.327199 52.311901, 5.32718 52.311881, 5.32717 52.311871, 5.327161 52.311861, 5.32715 52.311851, 5.327133 52.311841, 5.327115 52.311841, 5.327103 52.311831, 5.327085 52.311831, 5.327056 52.311821, 5.327027 52.311821, 5.327002 52.311811, 5.326483 52.312001, 5.32646 52.311981, 5.326358 52.311881, 5.326334 52.311861, 5.326334 52.311861, 5.326239 52.311771, 5.326445 52.311691, 5.326571 52.311631, 5.326644 52.311601, 5.326663 52.311491, 5.326639 52.311461, 5.326356 52.311281, 5.326084 52.311121, 5.3258 52.310941, 5.325522 52.310781, 5.325246 52.310611, 5.325052 52.310491, 5.324862 52.310391, 5.324562 52.310231, 5.32425 52.310071, 5.323938 52.309901, 5.32362 52.309731, 5.32333 52.309571, 5.323011 52.309401, 5.322729 52.309251, 5.322683 52.309221, 5.322554 52.309171, 5.322417 52.309121, 5.322324 52.309091, 5.322236 52.309061, 5.32199 52.308931, 5.321905 52.308881, 5.321872 52.308861, 5.321609 52.308711, 5.321342 52.308551, 5.321054 52.308391, 5.320874 52.308281, 5.320704 52.308191, 5.319652 52.307661, 5.319406 52.307541, 5.31566 52.305681, 5.315417 52.305621, 5.314888 52.305571, 5.31477 52.305511, 5.314605 52.305591, 5.314116 52.305841, 5.3137 52.306057, 5.313559 52.306131, 5.312871 52.306471, 5.311883 52.306931, 5.31094 52.307381, 5.310846 52.307429, 5.310744 52.307481, 5.310028 52.307811, 5.309277 52.308151, 5.309095 52.308232, 5.308587 52.308461, 5.308361 52.308564, 5.307778 52.308831, 5.307086 52.309141, 5.306546 52.309381, 5.306527 52.309391, 5.306516 52.309391, 5.306508 52.309391, 5.30645 52.30942, 5.30637 52.309461, 5.306128 52.309562, 5.306038 52.309601, 5.305738 52.309735, 5.305682 52.309761, 5.305638 52.30978, 5.305383 52.309891, 5.305056 52.310038, 5.304828 52.310141, 5.304085 52.310461, 5.303867 52.310552, 5.303373 52.310761, 5.30287 52.31098, 5.302639 52.311081, 5.301933 52.311381, 5.301204 52.311681, 5.300859 52.311821, 5.300494 52.311971, 5.299612 52.312341, 5.299587 52.312351, 5.298926 52.312631, 5.298871 52.312649, 5.298805 52.312671, 5.298776 52.312681, 5.298778 52.312683, 5.302748 52.31651, 5.303177 52.31692, 5.303606 52.31734, 5.303664 52.31739, 5.30392 52.31764, 5.303936 52.31765, 5.305156 52.31883, 5.306005 52.31965, 5.306039 52.31968, 5.306047 52.31969, 5.306087 52.31973, 5.306098 52.319737, 5.306103 52.31974, 5.306104 52.319742, 5.306117 52.319759, 5.306127 52.31977, 5.306164 52.319802, 5.306171 52.319809, 5.306208 52.31984, 5.30884 52.32238, 5.308898 52.32244, 5.309057 52.32259, 5.309236 52.32277, 5.309271 52.322757, 5.309359 52.322721)));WarmteAtlas:ProductieInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:39;
19;659;2024;NAGELERWEG 1+2;EMMELOORD;GEACCORDEERD;NOORDOOSTPOLDER;provincie FLEVOLAND;Ja;78.8;70.2;70.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;Ja;0.0;0.0;0.0;0.0;1;JA;B;1;4;A;;NEE;A;E;NEE;X;0.0;X;X;0.0;0.0;0.0;0.0;0.0;171.0;Noordoostpolder;24.0;Flevoland;40.0;Flevoland;BU01710116;GM0171;BU01710116;GM0171;BU01710116;GM0171;False;False;52.695524479373525;5.75341030018168;MULTIPOLYGON (((5.760135 52.692181, 5.753169 52.689664, 5.752617 52.69014, 5.752447 52.690287, 5.751616 52.691003, 5.749666 52.692715, 5.747175 52.694783, 5.744312 52.697249, 5.744374 52.697272, 5.744439 52.697295, 5.744313 52.697397, 5.756995 52.701333, 5.756995 52.701333, 5.757068 52.701145, 5.757208 52.700805, 5.760335 52.692916, 5.759919 52.692849, 5.760135 52.692181)));WarmteAtlas:ProductieInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:39;
85;215022;2024;BIO SCIENCE PARK;LELYSTAD;GEACCORDEERD;LELYSTAD;provincie FLEVOLAND;Nee;44.6;32.0;0.0;0.0;0.0;0.0;32.0;0.0;16.0;16.0;0.0;16.0;16.0;0;16.0;Nee;0.0;0.0;0.0;0.0;2;ONBEKEND;B;1;4;A;;NEE;A;E;NEE;X;0.0;X;X;0.0;0.0;0.0;0.0;0.0;995.0;Lelystad;24.0;Flevoland;40.0;Flevoland;BU09951029;GM0995;BU09951029;GM0995;BU09951029;GM0995;False;False;52.538800314835505;5.535334277160591;MULTIPOLYGON (((5.533345 52.539584, 5.533285 52.540601, 5.532915 52.543731, 5.532919 52.544983, 5.533189 52.545935, 5.533649 52.546746, 5.537072 52.546741, 5.537056 52.54215, 5.535155 52.542106, 5.535189 52.540946, 5.537129 52.54099, 5.537162 52.539854, 5.537208 52.539643, 5.533345 52.539584)), ((5.533345 52.539584, 5.537228 52.539643, 5.53723 52.539563, 5.537226 52.539563, 5.537226 52.539559, 5.53728 52.538584, 5.537286 52.538584, 5.537326 52.537821, 5.537323 52.537821, 5.537416 52.53616, 5.537418 52.53616, 5.537459 52.535396, 5.537551 52.533735, 5.537594 52.532972, 5.537616 52.532554, 5.537687 52.531311, 5.537703 52.531147, 5.537698 52.531105, 5.537712 52.530832, 5.537669 52.530832, 5.534786 52.53077, 5.534089 52.530767, 5.533358 52.539372, 5.533345 52.539584)));WarmteAtlas:ProductieInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:39;
87;215025;2024;ZWOLSEHOEK FASE V;URK;GEACCORDEERD;URK;provincie FLEVOLAND;Ja;28.1;8.1;7.6;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;Ja;79.0;144.0;0.0;0.0;2;JA;B;1;4;A;;JA;A;B;NEE;X;0.0;X;X;0.0;0.0;0.0;0.0;0.0;184.0;Urk;24.0;Flevoland;40.0;Flevoland;BU01840015;GM0184;BU01840015;GM0184;BU01840015;GM0184;False;False;52.653782269716835;5.633478700362661;MULTIPOLYGON (((5.634731 52.657531, 5.635141 52.657173, 5.635708 52.656679, 5.635897 52.656514, 5.635956 52.656462, 5.635962 52.656456, 5.636009 52.656392, 5.636044 52.65629, 5.636036 52.655889, 5.636029 52.655642, 5.636003 52.654678, 5.635995 52.654403, 5.635974 52.653619, 5.635961 52.653123, 5.635878 52.650132, 5.635872 52.649814, 5.631819 52.649826, 5.63183 52.65064, 5.631815 52.650641, 5.631835 52.652233, 5.63185 52.653454, 5.631852 52.653545, 5.631879 52.654444, 5.629458 52.654455, 5.629482 52.656297, 5.631235 52.656295, 5.631805 52.6563, 5.631812 52.656387, 5.631817 52.656938, 5.631822 52.656959, 5.631834 52.656984, 5.631853 52.657007, 5.631874 52.657024, 5.631897 52.65704, 5.632021 52.657108, 5.632103 52.657153, 5.632087 52.657267, 5.632309 52.657274, 5.632553 52.657283, 5.632984 52.657321, 5.633174 52.657338, 5.633358 52.657356, 5.633577 52.65738, 5.633707 52.657394, 5.633864 52.657415, 5.63401 52.657434, 5.634169 52.657455, 5.634235 52.657464, 5.634731 52.657531)));WarmteAtlas:ProductieInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:54:39;
