actualitei;typefungeb;terr_naam;terr_opp_m;accomm_id;accomm_nm;bouwjaar;X;Y;adres;postcode;plaatsnaam;gemeente;provincie;n_out_kuns;n_out_natu;sport;search_dis;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;centroid_lat;centroid_lon;geom_wkt;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
2017-01-01;sportterrein, sportcomplex;0;47863;18853;sportpark de dogger;2011;112028.0;550063.0;ijsselmeerstraat 188;1784ma;den helder;den helder;noord-holland;1;2;voetbal;0;BU04000409;GM0400;1784;1784MA;BU04000409;GM0400;1784;1784MA;BU04000409;GM0400;1784;1784MA;False;False;False;52.934865860020395;4.747343889833698;MULTIPOLYGON (((4.746347 52.935169, 4.746373 52.935253, 4.746394 52.935383, 4.746909 52.936257, 4.746947 52.936264, 4.747741 52.936115, 4.74785 52.936091, 4.748827 52.935872, 4.748856 52.935915, 4.749045 52.935868, 4.748981 52.935767, 4.749201 52.935717, 4.749027 52.935426, 4.748971 52.935441, 4.748248 52.934271, 4.747726 52.933444, 4.745554 52.933929, 4.745505 52.933973, 4.745523 52.934018, 4.746185 52.935076, 4.746229 52.935096, 4.746307 52.93513, 4.746347 52.935169)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2017-01-01;sportterrein, sportcomplex;0;90630;2443;Sportpark de Linie;2001;111820.0;551927.0;Linieweg 23b;1783ba;den helder;den helder;noord-holland;0;1;voetbal;0;BU04000301;GM0400;1783;1783BA;BU04000301;GM0400;1783;1783BA;BU04000301;GM0400;1783;1783BA;False;False;False;52.95417545798808;4.744382493614102;MULTIPOLYGON (((4.741197 52.954607, 4.741064 52.954686, 4.741032 52.954723, 4.741068 52.954766, 4.74114 52.954822, 4.741447 52.954976, 4.741489 52.954967, 4.741516 52.954981, 4.7415 52.955003, 4.741774 52.955129, 4.741851 52.955204, 4.742025 52.955313, 4.742505 52.955576, 4.742675 52.955685, 4.743302 52.956034, 4.743537 52.956194, 4.743608 52.95623, 4.743607 52.956268, 4.743653 52.95626, 4.743674 52.956252, 4.743794 52.956173, 4.743778 52.956161, 4.743784 52.956145, 4.743822 52.956113, 4.745928 52.95468, 4.747481 52.953628, 4.747499 52.953578, 4.7475 52.953527, 4.747481 52.953483, 4.74745 52.953435, 4.747338 52.953375, 4.747314 52.953362, 4.746847 52.953108, 4.746267 52.952796, 4.745636 52.952465, 4.74561 52.95244, 4.745603 52.95242, 4.745609 52.952396, 4.745467 52.952319, 4.745449 52.952334, 4.745423 52.952343, 4.745305 52.952286, 4.744986 52.952156, 4.744791 52.952099, 4.744612 52.952062, 4.744549 52.952065, 4.744511 52.952095, 4.744432 52.952282, 4.744348 52.952422, 4.744274 52.95252, 4.744202 52.95263, 4.744159 52.952663, 4.74435 52.95277, 4.744257 52.952824, 4.744557 52.952988, 4.744573 52.953011, 4.743769 52.95355, 4.742993 52.953126, 4.742308 52.95362, 4.742285 52.953647, 4.742308 52.953669, 4.743039 52.954057, 4.742245 52.954542, 4.74181 52.954265, 4.741571 52.95439, 4.741197 52.954607)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2019-01-01;sportterrein, sportcomplex;0;62594;18854;sportpark streepjesberg;1989;110977.0;551103.0;bremstraat 2d;1783jg;den helder;den helder;noord-holland;2;3;voetbal;0;BU04000302;GM0400;1783;1783JG;BU04000302;GM0400;1783;1783JG;BU04000302;GM0400;1783;1783JG;False;False;False;52.9455008463976;4.732002351617852;MULTIPOLYGON (((4.73372 52.945507, 4.733124 52.945211, 4.732753 52.945005, 4.732743 52.945, 4.73267 52.945052, 4.732629 52.945081, 4.73259 52.945036, 4.732538 52.944978, 4.732491 52.944949, 4.732471 52.944952, 4.732394 52.945, 4.732276 52.944939, 4.732275 52.944941, 4.732139 52.945031, 4.73196 52.944937, 4.732096 52.944844, 4.732218 52.944762, 4.732256 52.944733, 4.732139 52.944681, 4.731872 52.94463, 4.731725 52.944602, 4.731558 52.944571, 4.731426 52.944563, 4.73131 52.944547, 4.731218 52.944525, 4.731089 52.944467, 4.730765 52.944279, 4.730722 52.944247, 4.730697 52.94422, 4.730676 52.944198, 4.730661 52.944158, 4.729866 52.944366, 4.729247 52.944817, 4.729334 52.945, 4.729554 52.945127, 4.731299 52.946038, 4.73154 52.945889, 4.733455 52.94681, 4.73361 52.946884, 4.733774 52.946963, 4.734611 52.946376, 4.734395 52.946265, 4.734367 52.94625, 4.734384 52.946238, 4.734676 52.946029, 4.73372 52.945507)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2017-01-01;sportterrein, sportcomplex;0;43059;1857;Koninklijke Marine Sportpark Ruyghweg;1952;113802.0;551887.0;Ruyghweg 198;1781dr;den helder;den helder;noord-holland;0;1;voetbal;0;BU04000109;GM0400;1781;1781DR;BU04000109;GM0400;1781;1781DR;BU04000109;GM0400;1781;1781DR;False;False;False;52.951684630973105;4.7743445411944085;MULTIPOLYGON (((4.77525 52.950972, 4.774644 52.9509, 4.774223 52.950843, 4.774055 52.950827, 4.773938 52.950823, 4.77385 52.950833, 4.773812 52.95084, 4.773778 52.950847, 4.773737 52.950853, 4.772753 52.95073, 4.772247 52.95214, 4.772981 52.952259, 4.773477 52.952336, 4.773715 52.952375, 4.774072 52.952435, 4.774332 52.952477, 4.774332 52.952485, 4.774333 52.952509, 4.774363 52.952513, 4.774652 52.952549, 4.77469 52.952563, 4.774756 52.952589, 4.775139 52.95264, 4.775846 52.952734, 4.776008 52.952196, 4.776112 52.951823, 4.776161 52.951684, 4.776211 52.951689, 4.776271 52.951495, 4.776343 52.951254, 4.776305 52.951232, 4.776003 52.951063, 4.775857 52.951045, 4.7758 52.951041, 4.77525 52.950972)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2013-01-01;sportterrein, sportcomplex;0;44767;18834;sportpark spanbroekerweg;0;125952.0;523473.0;spanbroekerweg 120;1715gt;spanbroek;opmeer;noord-holland;1;3;voetbal;0;BU04320205;GM0432;1715;1715KH;BU04320205;GM0432;1715;1715KH;BU04320205;GM0432;1715;1715KH;False;False;False;52.6965851504846;4.957463907193549;MULTIPOLYGON (((4.957123 52.698339, 4.957157 52.69834, 4.957174 52.698327, 4.957192 52.698304, 4.957226 52.698229, 4.957284 52.698077, 4.957294 52.698057, 4.957316 52.698052, 4.957334 52.698056, 4.958011 52.698108, 4.958053 52.697933, 4.958061 52.697885, 4.958141 52.697597, 4.95814 52.697551, 4.958155 52.697415, 4.958204 52.697203, 4.958239 52.697071, 4.958257 52.696995, 4.958274 52.696901, 4.958301 52.696786, 4.958319 52.696737, 4.958428 52.696319, 4.958461 52.696181, 4.95849 52.696038, 4.958494 52.695982, 4.958657 52.695311, 4.958743 52.694945, 4.958741 52.694917, 4.958722 52.694902, 4.958707 52.694885, 4.958613 52.694875, 4.958435 52.694853, 4.958351 52.69484, 4.958251 52.694822, 4.958159 52.694799, 4.958066 52.694771, 4.95798 52.694741, 4.957873 52.694698, 4.957762 52.694637, 4.957622 52.694552, 4.957554 52.694511, 4.957524 52.694504, 4.957498 52.694517, 4.957021 52.695643, 4.95662 52.696568, 4.956107 52.697749, 4.955902 52.698209, 4.955952 52.698216, 4.955956 52.698202, 4.956056 52.698218, 4.956067 52.698203, 4.956095 52.698189, 4.956136 52.698187, 4.957061 52.698335, 4.957084 52.698338, 4.957123 52.698339)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2019-07-01;sportterrein, sportcomplex;0;22416;18835;sportpark waterkant;1985;125465.0;524152.0;waterkant 56;1715ea;spanbroek;opmeer;noord-holland;0;3;voetbal;0;BU04320210;GM0432;1715;1715EA;BU04320210;GM0432;1715;1715EA;BU04320210;GM0432;1715;1715EA;False;False;False;52.702960228882745;4.950838705737356;MULTIPOLYGON (((4.949666 52.70374, 4.949659 52.703757, 4.949591 52.703794, 4.949595 52.703862, 4.949688 52.703855, 4.949713 52.703854, 4.949741 52.703853, 4.949785 52.70387, 4.949806 52.703902, 4.949916 52.704, 4.949957 52.704018, 4.950136 52.704093, 4.950163 52.704103, 4.950415 52.7042, 4.950715 52.704304, 4.950759 52.704252, 4.950774 52.704167, 4.951037 52.703723, 4.951173 52.703477, 4.951308 52.703244, 4.951463 52.702972, 4.951684 52.702572, 4.951915 52.702175, 4.952084 52.701885, 4.951448 52.701739, 4.951188 52.701689, 4.951164 52.701684, 4.951123 52.701676, 4.951073 52.701669, 4.951015 52.701681, 4.951021 52.701693, 4.951012 52.701714, 4.950846 52.701959, 4.950659 52.702229, 4.950611 52.702307, 4.950349 52.702695, 4.950324 52.702725, 4.950163 52.702971, 4.950057 52.70311, 4.94998 52.703235, 4.949879 52.703398, 4.949798 52.703527, 4.949666 52.70374)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2019-01-01;sportterrein, sportcomplex;0;73182;18861;sportpark de kromme elleboog;1976;131948.0;520257.0;hondsdraf 47;1689nn;zwaag;hoorn;noord-holland;0;4;voetbal;0;BU04052103;GM0405;1689;1689NN;BU04052103;GM0405;1689;1689ND;BU04052103;GM0405;1689;1689ND;False;False;False;52.669750324587305;5.046745671717617;MULTIPOLYGON (((5.044105 52.670356, 5.045345 52.670855, 5.045372 52.670857, 5.045398 52.670848, 5.045433 52.670826, 5.045719 52.670586, 5.046253 52.670131, 5.046338 52.670063, 5.046376 52.669962, 5.046406 52.669801, 5.04684 52.669882, 5.046367 52.670865, 5.047455 52.671059, 5.047556 52.670834, 5.04878 52.671061, 5.049292 52.670067, 5.049295 52.669953, 5.049296 52.669921, 5.049279 52.669902, 5.049242 52.669891, 5.048797 52.669813, 5.048915 52.66954, 5.049113 52.669079, 5.049178 52.668924, 5.048077 52.668724, 5.047972 52.668711, 5.047147 52.668566, 5.047114 52.668578, 5.047079 52.668653, 5.04703 52.668759, 5.046859 52.668727, 5.04533 52.668457, 5.045089 52.668416, 5.044598 52.669496, 5.044401 52.669568, 5.044131 52.669454, 5.043652 52.669894, 5.043639 52.669906, 5.044311 52.670175, 5.044105 52.670356)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2018-01-01;sportterrein, sportcomplex;0;35539;18973;sportpark wognum;1969;130459.0;522061.0;sportlaan 19;1687bp;wognum;medemblik;noord-holland;2;1;voetbal;0;BU04200801;GM0420;1687;1687BP;BU04200801;GM0420;1687;1687BP;BU04200801;GM0420;1687;1687BP;False;False;False;52.686216574913054;5.0247471001375335;MULTIPOLYGON (((5.024766 52.685579, 5.025104 52.685136, 5.024264 52.684945, 5.024112 52.68491, 5.024087 52.684954, 5.02373 52.684861, 5.023476 52.685237, 5.023273 52.685182, 5.023255 52.685207, 5.023001 52.685138, 5.022904 52.685112, 5.022856 52.68518, 5.022571 52.685591, 5.022626 52.685608, 5.022454 52.685847, 5.022871 52.685971, 5.022941 52.685994, 5.023721 52.686198, 5.025595 52.686688, 5.025692 52.686717, 5.02592 52.686842, 5.025934 52.686853, 5.025925 52.68688, 5.025789 52.68702, 5.02514 52.687662, 5.025101 52.687709, 5.0261 52.688085, 5.026989 52.687207, 5.026718 52.687092, 5.026115 52.686873, 5.025695 52.68666, 5.025951 52.68633, 5.026177 52.686008, 5.025979 52.685954, 5.024766 52.685634, 5.024759 52.685621, 5.024754 52.68561, 5.024766 52.685579)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2017-01-01;sportterrein, sportcomplex;0;28306;18798;sportpark benningbroek;1973;129719.0;523952.0;sportlaan 11;1654ke;benningbroek;medemblik;noord-holland;0;2;voetbal;0;BU04200702;GM0420;1654;1654KB;BU04200702;GM0420;1654;1654KB;BU04200702;GM0420;1654;1654KB;False;False;False;52.70187262704896;5.01326581064851;MULTIPOLYGON (((5.011356 52.701678, 5.01136 52.701698, 5.011935 52.702023, 5.012781 52.702416, 5.012981 52.702517, 5.013011 52.702531, 5.013207 52.702537, 5.013279 52.702571, 5.013343 52.702532, 5.013444 52.702471, 5.014217 52.702875, 5.0152 52.702215, 5.01277 52.700804, 5.012746 52.700819, 5.012629 52.70089, 5.011988 52.701291, 5.0117 52.701471, 5.011375 52.701658, 5.011356 52.701678)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2021-01-01;sportterrein, sportcomplex;0;78004;18836;Sportpark De Weijver;1989;124674.0;524770.0;De Weijver 5;1718ms;hoogwoud;opmeer;noord-holland;1;2;voetbal;0;BU04320311;GM0432;1718;1718MS;BU04320311;GM0432;1718;1718MS;BU04320311;GM0432;1718;1718MS;False;False;False;52.710128467322384;4.93765380341651;MULTIPOLYGON (((4.935538 52.710522, 4.936158 52.710725, 4.93682 52.710942, 4.938277 52.71141, 4.938294 52.711391, 4.938331 52.711351, 4.938481 52.71118, 4.938612 52.711031, 4.938699 52.71106, 4.938798 52.71109, 4.939036 52.711165, 4.939707 52.710438, 4.939838 52.710197, 4.938853 52.709879, 4.939191 52.709494, 4.938834 52.709372, 4.938195 52.709156, 4.937941 52.709077, 4.937591 52.708959, 4.936995 52.70876, 4.9369 52.708728, 4.936881 52.708722, 4.936261 52.709425, 4.936261 52.709441, 4.936261 52.709476, 4.936263 52.709504, 4.936258 52.709523, 4.93625 52.709543, 4.93579 52.71007, 4.935611 52.71028, 4.935473 52.710446, 4.935574 52.710479, 4.935538 52.710522)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2023-01-01;sportterrein, sportcomplex;0;25273;18838;sportpark driestedenweg;1965;127932.0;527465.0;driestedenweg 126a;1661bl;de weere;opmeer;noord-holland;0;3;voetbal;0;BU04320503;GM0432;1661;1661BL;BU04320503;GM0432;1661;1661BL;BU04320503;GM0432;1661;1661BL;False;False;False;52.73440740108681;4.987163325399839;MULTIPOLYGON (((4.984987 52.7342, 4.98511 52.734243, 4.985136 52.734287, 4.985107 52.73433, 4.985237 52.734374, 4.985251 52.734379, 4.986683 52.734884, 4.98671 52.73485, 4.98673 52.73483, 4.987623 52.73514, 4.987908 52.734848, 4.988578 52.735091, 4.989196 52.734458, 4.98926 52.734395, 4.987687 52.733827, 4.987675 52.733823, 4.987377 52.73414, 4.987353 52.734134, 4.987154 52.734064, 4.987144 52.734093, 4.986867 52.733997, 4.986869 52.733972, 4.986701 52.733916, 4.986693 52.733926, 4.98642 52.73383, 4.986382 52.733865, 4.986322 52.733846, 4.986266 52.733919, 4.985804 52.733766, 4.985726 52.733848, 4.985378 52.733734, 4.985247 52.733872, 4.985325 52.7339, 4.985184 52.73405, 4.985136 52.734038, 4.984987 52.7342)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2016-01-01;sportterrein, sportcomplex;0;30171;18978;sportpark;1970;130073.0;526988.0;plantsoenstraat 24c;1657eb;abbekerk;medemblik;noord-holland;0;2;voetbal;0;BU04200501;GM0420;1657;1657EB;BU04200501;GM0420;1657;1657EB;BU04200501;GM0420;1657;1657EB;False;False;False;52.72931531378237;5.016819018857732;MULTIPOLYGON (((5.015126 52.729388, 5.017385 52.730312, 5.017405 52.730293, 5.017574 52.730144, 5.01759 52.730114, 5.017653 52.730053, 5.017705 52.73002, 5.017791 52.729999, 5.017922 52.729985, 5.018044 52.729974, 5.018118 52.729965, 5.018224 52.729963, 5.018392 52.729985, 5.018697 52.729352, 5.016004 52.728263, 5.015982 52.728252, 5.014914 52.729305, 5.015126 52.729388)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2018-01-01;sportterrein, sportcomplex;0;40963;18979;sportpark lange dres;2016;132443.0;522426.0;lange dres 1;1688be;nibbixwoud;medemblik;noord-holland;1;2;voetbal;0;BU04201003;GM0420;1688;1688BE;BU04201003;GM0420;1688;1688BE;BU04201003;GM0420;1688;1688BE;False;False;False;52.689494955382344;5.053545520465808;MULTIPOLYGON (((5.054136 52.688661, 5.053832 52.688437, 5.053572 52.688248, 5.053217 52.688449, 5.053189 52.68848, 5.053157 52.688508, 5.053155 52.688506, 5.05125 52.689502, 5.051228 52.689532, 5.05124 52.689568, 5.051303 52.68962, 5.052761 52.69051, 5.053672 52.690092, 5.054164 52.690446, 5.055123 52.689952, 5.055952 52.689536, 5.055966 52.689526, 5.055242 52.688996, 5.054906 52.688754, 5.05379 52.689307, 5.053466 52.689062, 5.053585 52.689004, 5.053633 52.689039, 5.054118 52.688793, 5.054025 52.688725, 5.054142 52.688665, 5.054136 52.688661)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2018-01-01;sportterrein, sportcomplex;0;36485;18841;sportpark westwoud;1975;138247.0;522178.0;woudlust 4a;1617kg;westwoud;drechterland;noord-holland;0;3;voetbal;0;BU04980100;GM0498;1617;1617KG;BU04980100;GM0498;1617;1617KG;BU04980100;GM0498;1617;1617KG;False;False;False;52.687972035952505;5.139398623283347;MULTIPOLYGON (((5.138737 52.68916, 5.13933 52.688495, 5.140321 52.688817, 5.140375 52.688822, 5.140408 52.688821, 5.141211 52.687941, 5.141265 52.687888, 5.140341 52.687583, 5.140513 52.687375, 5.140524 52.687327, 5.140503 52.687279, 5.140456 52.687243, 5.140345 52.687202, 5.14053 52.686988, 5.139853 52.686768, 5.139884 52.686738, 5.139409 52.686591, 5.138447 52.687667, 5.137471 52.688772, 5.138668 52.689167, 5.138711 52.689167, 5.138737 52.68916)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2015-01-01;sportterrein, sportcomplex;0;38611;9752;sportpark midwoud;1978;133994.0;526135.0;Tripkouw 28;1679gj;midwoud;medemblik;noord-holland;0;3;voetbal;0;BU04201101;GM0420;1679;1679GJ;BU04201101;GM0420;1679;1679GJ;BU04201101;GM0420;1679;1679GJ;False;False;False;52.72152722671121;5.077438183655637;MULTIPOLYGON (((5.07595 52.720763, 5.075904 52.721259, 5.075831 52.721917, 5.075818 52.72202, 5.075766 52.72241, 5.076007 52.722421, 5.076117 52.722397, 5.076262 52.7224, 5.07627 52.72234, 5.077124 52.722375, 5.077138 52.722251, 5.077751 52.722273, 5.078972 52.72232, 5.079004 52.722313, 5.079014 52.722278, 5.079062 52.721857, 5.079081 52.721642, 5.079169 52.72088, 5.079176 52.720829, 5.079182 52.720813, 5.078936 52.720782, 5.078887 52.720796, 5.078859 52.720798, 5.078524 52.720774, 5.078276 52.720765, 5.078166 52.720768, 5.078104 52.720762, 5.077792 52.720746, 5.077749 52.720748, 5.077696 52.720748, 5.077626 52.720743, 5.077456 52.720726, 5.077241 52.720706, 5.076475 52.720668, 5.076262 52.720657, 5.076188 52.720649, 5.075952 52.720742, 5.07595 52.720763)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2016-01-01;sportterrein, sportcomplex;0;29725;18977;sportpark hauwert;1970;135463.0;524591.0;heemraad witweg 2a;1691ec;hauwert;medemblik;noord-holland;0;2;voetbal;0;BU04201301;GM0420;1691;1691ET;BU04201301;GM0420;1691;1691ET;BU04201301;GM0420;1691;1691ET;False;False;False;52.70934339128563;5.097572514721219;MULTIPOLYGON (((5.098309 52.708289, 5.098193 52.708204, 5.097818 52.708403, 5.09782 52.708425, 5.096842 52.708907, 5.096606 52.709071, 5.096688 52.70913, 5.095708 52.709637, 5.095691 52.709649, 5.095719 52.709668, 5.095831 52.709747, 5.09658 52.710296, 5.096813 52.710467, 5.09707 52.710343, 5.097876 52.709936, 5.099165 52.709295, 5.099458 52.709123, 5.098784 52.708634, 5.098539 52.70846, 5.098303 52.708293, 5.098309 52.708289)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2020-01-01;sportterrein, sportcomplex;0;72878;18975;sportpark de westrand;2018;138418.0;527403.0;theo koomenlaan 7;1693ma;wervershoof;medemblik;noord-holland;1;3;voetbal;0;BU04201505;GM0420;1693;1693MA;BU04201505;GM0420;1693;1693MA;BU04201505;GM0420;1693;1693MA;False;False;False;52.73401660730051;5.140939355988444;MULTIPOLYGON (((5.138266 52.734781, 5.139731 52.735449, 5.139856 52.735505, 5.140709 52.735883, 5.141745 52.73505, 5.141771 52.735066, 5.141802 52.735087, 5.141833 52.735105, 5.141861 52.735119, 5.141893 52.735129, 5.14192 52.735132, 5.141944 52.735129, 5.141962 52.735121, 5.141977 52.735107, 5.141994 52.735075, 5.142028 52.735039, 5.14298 52.734265, 5.143174 52.734106, 5.142141 52.733637, 5.142185 52.73359, 5.142189 52.733587, 5.142069 52.733535, 5.142266 52.73335, 5.142441 52.733206, 5.142475 52.733178, 5.142508 52.733137, 5.142548 52.733104, 5.142674 52.732998, 5.142818 52.732856, 5.14303 52.732608, 5.142162 52.732212, 5.141786 52.732039, 5.141712 52.732013, 5.141651 52.731999, 5.141565 52.731987, 5.141476 52.731984, 5.141398 52.731987, 5.141337 52.731993, 5.141255 52.732011, 5.141184 52.732034, 5.141091 52.732071, 5.141037 52.732096, 5.141012 52.732112, 5.140975 52.73214, 5.140941 52.73218, 5.140918 52.732219, 5.140902 52.732265, 5.140894 52.732308, 5.140892 52.732348, 5.140898 52.73239, 5.140929 52.732447, 5.141056 52.732616, 5.140479 52.733084, 5.140273 52.732992, 5.13977 52.733391, 5.139428 52.733663, 5.139574 52.733726, 5.138266 52.734781)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2016-01-01;sportterrein, sportcomplex;0;15777;18837;sportpark;1950;125502.0;528396.0;schoolstraat 32a;1719av;aartswoud;opmeer;noord-holland;0;2;voetbal;0;BU04320402;GM0432;1719;1719AV;BU04320402;GM0432;1719;1719AV;BU04320402;GM0432;1719;1719AV;False;False;False;52.74217940201399;4.9513595605758765;MULTIPOLYGON (((4.950115 52.742333, 4.950097 52.74245, 4.950118 52.742451, 4.950354 52.742431, 4.950763 52.742469, 4.952479 52.74283, 4.952631 52.742538, 4.952776 52.742258, 4.952857 52.742115, 4.95109 52.741728, 4.951018 52.741712, 4.950978 52.741692, 4.950939 52.741686, 4.950161 52.741525, 4.950101 52.741618, 4.950004 52.741624, 4.94991 52.741627, 4.949873 52.741653, 4.949851 52.741717, 4.949811 52.741839, 4.950365 52.741942, 4.950135 52.742328, 4.950115 52.742333)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2016-01-01;sportterrein, sportcomplex;0;21206;18980;sportpark opperdoes;1970;133748.0;530009.0;sportlaan 2;1674pt;opperdoes;medemblik;noord-holland;0;3;voetbal;0;BU04200201;GM0420;1674;1674PB;BU04200201;GM0420;1674;1674PB;BU04200201;GM0420;1674;1674PB;False;False;False;52.7560350623769;5.072093707290268;MULTIPOLYGON (((5.07257 52.757125, 5.072576 52.757126, 5.072586 52.757101, 5.072641 52.756965, 5.072696 52.75683, 5.072704 52.756809, 5.072418 52.756765, 5.072546 52.75643, 5.072882 52.755483, 5.072909 52.75541, 5.073066 52.754991, 5.073018 52.754979, 5.072852 52.754948, 5.072716 52.754942, 5.072553 52.754933, 5.072455 52.754911, 5.072376 52.754883, 5.072119 52.754776, 5.072054 52.754748, 5.07203 52.754744, 5.072014 52.754741, 5.071958 52.754761, 5.071937 52.754803, 5.071703 52.75538, 5.071347 52.756325, 5.071326 52.75638, 5.071077 52.757023, 5.071896 52.757139, 5.07226 52.75719, 5.072272 52.757192, 5.072314 52.757099, 5.072322 52.757089, 5.07257 52.757125)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2019-07-01;sportterrein, sportcomplex;0;57825;18974;sportpark almereweg;2008;135467.0;530753.0;almereweg 44;1671nd;medemblik;medemblik;noord-holland;4;2;voetbal;0;BU04200106;GM0420;1671;1671ND;BU04200106;GM0420;1671;1671ND;BU04200106;GM0420;1671;1671ND;False;False;False;52.76284110408724;5.097626676002744;MULTIPOLYGON (((5.098616 52.764225, 5.098725 52.764241, 5.098396 52.764408, 5.098405 52.764415, 5.098379 52.764426, 5.098502 52.76451, 5.098871 52.764328, 5.098966 52.764282, 5.099023 52.764282, 5.099178 52.7642, 5.099184 52.764157, 5.100337 52.763551, 5.100299 52.763525, 5.099605 52.763032, 5.09957 52.763008, 5.09927 52.762806, 5.099412 52.762727, 5.099234 52.762612, 5.098976 52.76274, 5.098381 52.762311, 5.098293 52.762247, 5.097837 52.761919, 5.097039 52.761362, 5.096908 52.761269, 5.096736 52.761195, 5.096712 52.76121, 5.096376 52.761388, 5.095973 52.7616, 5.095808 52.761696, 5.09557 52.76184, 5.094975 52.762162, 5.096142 52.762996, 5.096241 52.763024, 5.097574 52.763986, 5.097847 52.764174, 5.098248 52.763967, 5.098616 52.764225)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
2013-01-01;sportterrein, sportcomplex;0;17828;18840;sportpark venhuizen;1974;143229.0;521006.0;westerbuurt 22;1606al;hem;drechterland;noord-holland;0;2;voetbal;0;BU04980301;GM0498;1606;1606AL;BU04980301;GM0498;1606;1606AL;BU04980301;GM0498;1606;1606AL;False;False;False;52.6773823423154;5.21266534870112;MULTIPOLYGON (((5.212396 52.67678, 5.212169 52.677242, 5.212161 52.67729, 5.212169 52.677319, 5.212167 52.677356, 5.212165 52.677406, 5.212143 52.677463, 5.21207 52.677597, 5.212064 52.677632, 5.212074 52.677662, 5.212123 52.677701, 5.212146 52.677729, 5.212146 52.677754, 5.212116 52.677802, 5.211986 52.677993, 5.211797 52.678336, 5.211675 52.678562, 5.211667 52.678589, 5.211681 52.678604, 5.211698 52.678613, 5.211735 52.678623, 5.21224 52.67869, 5.212238 52.678702, 5.212429 52.678727, 5.212557 52.678505, 5.212656 52.678342, 5.212745 52.67819, 5.212896 52.677883, 5.212924 52.677848, 5.212999 52.677716, 5.21306 52.677589, 5.213084 52.677551, 5.213182 52.677365, 5.213233 52.677246, 5.213294 52.677146, 5.213379 52.676999, 5.213438 52.676872, 5.213639 52.676512, 5.213661 52.676512, 5.213728 52.676388, 5.213711 52.676382, 5.213693 52.676376, 5.213673 52.676364, 5.213644 52.676348, 5.21345 52.676308, 5.213323 52.676287, 5.213202 52.676258, 5.213095 52.676236, 5.212993 52.67621, 5.212923 52.676185, 5.212888 52.676174, 5.21287 52.676153, 5.21271 52.676123, 5.212656 52.676242, 5.212635 52.676289, 5.212396 52.67678)));WarmteAtlas:sportterreinen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:55;
