codering;voedingsgebied_id;voedingsgebied_dekking;voedingsgebied_aantal_pc6
BU01660306;ZLF;0.6;5
BU01660307;ISM;1.0;29
BU01660400;KP;1.0;11
BU01660401;KP;0.95;20
BU01660500;ISM;1.0;19
BU01660501;ISM;1.0;5
BU01660600;ISM;1.0;20
BU01660700;KP;0.9629629629629629;27
BU01660800;ZLF;1.0;14
BU01660900;ZLF;0.6666666666666666;6
BU01680001;LS;1.0;193
BU01680002;LS;1.0;7
BU01680003;LS;1.0;150
BU01680009;LS;0.9767441860465116;43
BU01680101;LS;1.0;3
BU01680102;LS;1.0;1
BU01680109;LS;1.0;13
BU01680201;LS;1.0;91
BU01680209;LS;1.0;27
BU01680301;LS;1.0;60
BU01680309;ODZ;0.5416666666666666;72
BU01680401;ODZ;1.0;5
BU01680409;ODZ;1.0;37
BU01710101;Emmeloord inst. 2+3;1.0;57
BU01710102;Emmeloord inst. 2+3;1.0;46
BU01710103;Emmeloord inst. 2+3;0.9285714285714286;14
BU01710104;Emmeloord inst. 2+3;1.0;49
BU01710105;Emmeloord inst. 2+3;1.0;46
BU01710106;Emmeloord inst. 2+3;1.0;56
BU01710107;Emmeloord inst. 2+3;1.0;33
BU01710108;Emmeloord inst. 2+3;1.0;53
BU01710109;Emmeloord inst. 2+3;1.0;78
BU01710110;Emmeloord inst. 2+3;1.0;87
BU01710111;Emmeloord inst. 2+3;1.0;99
BU01710112;Emmeloord inst. 2+3;1.0;4
BU01710113;Emmeloord inst. 2+3;1.0;34
BU01710114;Emmeloord inst. 2+3;1.0;19
BU01710115;Emmeloord inst. 2+3;1.0;19
BU01710116;Emmeloord inst. 2+3;1.0;20
BU01710117;Emmeloord inst. 2+3;1.0;6
BU01710118;Emmeloord inst. 2+3;0.6486486486486487;37
BU01710219;OS LEMMER 20-4i;1.0;22
BU01710220;OS LEMMER 20-4i;1.0;1
BU01710221;OS LEMMER 20-4i;0.9285714285714286;28
BU01710322;VLH DE VOORST 61 10-1i;1.0;26
BU01710323;VLH DE VOORST 61 10-1i;0.8125;32
BU01710424;VLH DE VOORST 61 10-1i;1.0;77
BU01710425;VLH DE VOORST 61 10-1i;1.0;13
BU01710426;VLH DE VOORST 61 10-1i;0.8518518518518519;54
BU01710527;VLH DE VOORST 61 10-1i;1.0;28
BU01710528;VLH DE VOORST 61 10-1i;1.0;2
BU01710529;VLH DE VOORST 61 10-1i;1.0;2
BU01710530;VLH DE VOORST 61 10-1i;0.5714285714285714;28
BU01710631;OS EMMELOORD 10-1i;1.0;61
BU01710632;OS EMMELOORD 10-1i;1.0;6
BU01710633;OS EMMELOORD 10-1i;0.7441860465116279;43
BU01710734;OS EMMELOORD 10-1i;1.0;37
BU01710735;OS EMMELOORD 10-1i;1.0;2
BU01710736;OS EMMELOORD 10-1i;0.9210526315789473;38
BU01710837;OS EMMELOORD 10-1i;1.0;46
BU01710838;OS EMMELOORD 10-1i;1.0;3
BU01710839;OS EMMELOORD 10-1i;0.9629629629629629;27
BU01710941;Emmeloord inst. 2+3;1.0;24
BU01710942;Emmeloord inst. 2+3;1.0;1
BU01710943;Emmeloord inst. 2+3;0.6153846153846154;26
BU01711045;OS LEMMER 20-4i;1.0;42
BU01711046;OS LEMMER 20-4i;1.0;1
BU01711047;OS LEMMER 20-4i;1.0;29
BU01711149;OS LEMMER 20-4i;1.0;23
BU01711150;OS LEMMER 20-4i;1.0;2
BU01711151;OS LEMMER 20-4i;1.0;34
BU01711252;OS EMMELOORD 10-1i;1.0;2
BU01730100;ODZ;1.0;77
BU01730200;ODZ;1.0;75
BU01730300;ODZ;1.0;109
BU01730400;ODZ;1.0;34
BU01730500;ODZ;1.0;45
BU01730600;ODZ;1.0;142
BU01730700;HGLW;0.6;10
BU01730800;ODZ;1.0;47
BU01730900;ODZ;0.8;10
BU01731000;HGLW;0.5714285714285714;14
BU01731100;ODZ;1.0;165
BU01731200;ODZ;1.0;119
BU01731300;ODZ;1.0;125
BU01731400;ODZ;1.0;9
BU01750101;RT;1.0;23
BU01750102;RT;0.75;4
BU01750103;OMD;0.6666666666666666;39
BU01750104;RT;1.0;5
BU01750105;OMD;0.6363636363636364;11
BU01750106;OMD;0.5555555555555556;9
BU01750107;VH;1.0;10
BU01750108;RT;0.7;10
BU01750109;OMD;1.0;16
BU01750110;OMD;1.0;6
BU01750111;OMD;1.0;4
BU01750112;RT;1.0;1
BU01750113;RT;1.0;15
BU01750114;RT;1.0;10
BU01750115;OMD;1.0;28
BU01750116;RT;0.8857142857142857;35
BU01750117;RT;1.0;28
BU01750118;OMD;0.8461538461538461;39
BU01750119;OMD;1.0;11
BU01750120;OMD;1.0;4
BU01750121;OMD;1.0;17
BU01750122;OMD;1.0;3
BU01750123;OMD;1.0;2
BU01750124;OMD;1.0;5
BU01750125;OMD;1.0;16
BU01750126;OMD;1.0;4
BU01750201;OMD;1.0;10
BU01750202;OMD;1.0;7
BU01750301;HDB;1.0;7
BU01750401;HDB;1.0;6
BU01750402;HDB;1.0;1
BU01750403;HDB;0.8235294117647058;17
BU01750501;RT;1.0;17
BU01750601;RT;1.0;10
BU01750701;RT;1.0;19
BU01750702;RT;1.0;28
BU01750703;RT;1.0;10
BU01750801;OMD;1.0;8
BU01750802;OMD;0.7;10
BU01750901;RT;0.6666666666666666;3
BU01750902;RT;1.0;8
BU01751001;OMD;1.0;13
BU01751002;OMD;1.0;7
BU01751102;OMD;1.0;14
BU01751103;OMD;1.0;5
BU01770101;RT;1.0;36
BU01770102;RT;1.0;42
BU01770103;RT;1.0;11
BU01770104;RT;1.0;42
BU01770105;RT;1.0;41
BU01770106;RT;1.0;51
BU01770107;RT;1.0;48
BU01770108;RT;1.0;28
BU01770109;RT;1.0;7
BU01770110;RT;1.0;28
BU01770111;RT;1.0;50
BU01770112;RT;1.0;32
BU01770113;RT;1.0;34
BU01770114;RT;1.0;10
BU01770115;RT;1.0;6
BU01770116;RT;1.0;15
BU01770117;RT;1.0;12
BU01770119;RT;1.0;63
BU01770201;RT;1.0;36
BU01770209;RT;1.0;40
BU01770301;RT;1.0;18
BU01770309;RT;1.0;34
BU01770401;RT;1.0;21
BU01770409;RT;0.9545454545454546;22
BU01770501;RT;1.0;66
BU01770509;RT;0.96875;64
BU01770601;RT;1.0;19
BU01770609;RT;1.0;23
BU01770701;RT;1.0;42
BU01770702;RT;1.0;52
BU01770703;RT;1.0;48
BU01770704;RT;1.0;26
BU01770705;RT;1.0;4
BU01770709;RT;1.0;69
BU01770801;RT;0.8571428571428571;7
BU01770809;RT;1.0;8
BU01770901;ZLW;0.8333333333333334;6
BU01770909;ZLW;0.5882352941176471;17
BU01800000;MP;1.0;14
BU01800002;MP;1.0;14
BU01800003;MP;1.0;15
BU01800004;MP;1.0;18
BU01800005;MP;1.0;63
BU01800006;MP;1.0;42
BU01800007;MP;1.0;19
BU01800008;MP;1.0;14
BU01800100;MP;1.0;34
BU01800101;MP;0.9333333333333333;15
BU01800102;MP;1.0;12
BU01800206;ZLH;0.42857142857142855;7
BU01800207;MP;0.75;4
BU01800209;ZS;0.5714285714285714;7
BU01800210;MP;1.0;4
BU01800305;MP;1.0;20
BU01800306;MP;1.0;17
BU01800307;MP;0.5555555555555556;9
BU01800308;MP;1.0;7
BU01800309;MP;0.5384615384615384;13
BU01800310;MP;1.0;6
BU01800400;MP;1.0;23
BU01800409;MP;1.0;20
BU01800509;OMD;0.8666666666666667;30
BU01830001;TBG;1.0;26
BU01830002;TBG;1.0;57
BU01830003;TBG;1.0;56
BU01830009;TBG;1.0;49
BU01830050;TBG;1.0;13
BU01830101;TBG;1.0;27
BU01830102;TBG;1.0;32
BU01830109;TBG;0.9655172413793104;58
BU01830150;TBG;1.0;6
BU01830200;TBG;1.0;23
BU01830209;TBG;1.0;31
BU01830301;TBG;1.0;39
BU01830302;TBG;1.0;27
BU01830309;TBG;0.9264705882352942;68
BU01830350;TBG;1.0;6
BU01830400;TBG;1.0;18
BU01830409;TBG;1.0;28
BU01830500;TBG;1.0;15
BU01830508;TBG;1.0;15
BU01830600;TBG;1.0;14
BU01830609;TBG;0.875;32
BU01830700;TBG;1.0;12
BU01830709;TBG;0.9130434782608695;23
BU01830800;TBG;1.0;12
BU01830900;TBG;1.0;2
BU01830909;TBG;1.0;25
BU01831009;TBG;1.0;18
BU01831109;TBG;0.6470588235294118;17
BU01831209;TBG;1.0;9
BU01840000;OS EMMELOORD 10-1i;1.0;49
BU01840002;OS EMMELOORD 10-1i;1.0;2
BU01840003;OS EMMELOORD 10-1i;1.0;26
BU01840004;OS EMMELOORD 20-5i;0.6578947368421053;38
BU01840006;OS EMMELOORD 10-1i;1.0;33
BU01840007;OS EMMELOORD 10-1i;1.0;63
BU01840008;OS EMMELOORD 10-1i;1.0;79
BU01840009;OS EMMELOORD 10-1i;1.0;4
BU01840010;OS EMMELOORD 10-1i;1.0;71
BU01840011;OS EMMELOORD 10-1i;1.0;19
BU01840015;OS EMMELOORD 20-5i;0.9583333333333334;24
BU01890000;AMLM;1.0;42
BU01890001;AMLM;1.0;20
BU01890002;AMLM;1.0;52
BU01890003;AMLM;1.0;55
BU01890004;AMLM;1.0;74
BU01890005;AMLM;1.0;19
BU01890006;AMLM;1.0;11
BU01890007;AMLM;1.0;49
BU01890008;AMLM;1.0;27
BU01890105;AMLM;1.0;16
BU01890106;AMLM;1.0;4
BU01890107;AMLM;0.7777777777777778;9
BU01890108;AMLM;1.0;14
BU01890109;AMLM;0.8333333333333334;12
BU01890200;AMLM;1.0;4
BU01890209;AMLM;0.6923076923076923;26
BU01890300;GO;1.0;45
BU01890301;GO;1.0;41
BU01890302;GO;1.0;44
BU01890303;GO;1.0;4
BU01890405;GO;0.4444444444444444;9
BU01890406;GO;1.0;11
BU01890407;GO;1.0;14
BU01890408;GO;1.0;13
BU01890409;GO;0.95;20
BU01890507;AMLM;1.0;11
BU01890508;RS;0.5416666666666666;24
BU01890509;RS;1.0;18
BU01931000;ZLW;1.0;89
BU01931010;ZLW;1.0;46
BU01931020;ZLW;1.0;29
BU01931100;ZLF;1.0;37
BU01931110;ZLF;1.0;13
BU01931120;ZLF;1.0;55
BU01931130;ZLW;0.967741935483871;31
BU01931140;ZLW;1.0;22
BU01931150;ZLF;0.9035087719298246;114
BU01931160;ZLW;1.0;35
BU01931170;ZLF;0.7272727272727273;11
BU01931180;ZLW;0.875;8
BU01931200;ZLW;1.0;80
BU01931210;ZLW;1.0;93
BU01931300;ZLW;1.0;43
BU01931310;ZLW;1.0;104
BU01931320;ZLW;1.0;72
BU01931330;ZLW;1.0;33
BU01931340;ZLW;1.0;63
BU01931350;ZLW;1.0;2
BU01931360;ZLW;1.0;41
BU01931400;ZLF;0.825;40
BU01931410;ZLF;1.0;50
BU01932000;ZLF;1.0;8
BU01932010;ZLF;1.0;8
BU01932020;ZLF;1.0;10
BU01932100;ZLF;1.0;55
BU01932110;ZLF;1.0;70
BU01932120;ZLF;1.0;6
BU01932130;ZLF;1.0;8
BU01932140;ZLF;1.0;3
BU01932200;ZLF;1.0;92
BU01932210;ZLF;0.75;4
BU01932220;ZLF;1.0;91
BU01932230;ZLF;1.0;58
BU01932240;ZLF;1.0;100
BU01932250;ZLF;1.0;13
BU01932260;ZLF;1.0;35
BU01932270;ZLF;0.9714285714285714;35
BU01932280;ZLF;0.5;2
BU01933000;ZLF;1.0;86
BU01933010;ZLF;1.0;36
BU01933020;ZLF;1.0;86
BU01933030;ZLF;1.0;60
BU01933100;ZLF;1.0;63
BU01933110;ZLF;1.0;114
BU01933120;ZLF;1.0;95
BU01933130;ZLF;1.0;82
BU01933200;ZLH;1.0;21
BU01933210;ZLF;1.0;12
BU01933220;ZLH;1.0;21
BU01934000;ZLH;1.0;114
BU01934010;ZLW;0.8333333333333334;6
BU01934020;ZLH;1.0;14
BU01934030;ZLW;1.0;29
BU01934040;ZLH;1.0;20
BU01934050;ZLH;1.0;11
BU01934100;ZLW;0.6875;16
BU01934110;ZLW;1.0;43
BU01934120;ZLW;1.0;20
BU01935000;ZLW;1.0;24
BU01935010;ZLW;1.0;18
BU01935020;ZLW;1.0;42
BU01935030;ZLW;1.0;84
BU01935040;ZLW;1.0;60
BU01935050;ZLW;1.0;41
BU01935060;ZLW;1.0;57
BU01935070;ZLW;1.0;10
BU01935080;ZLF;1.0;20
BU01935100;ZLW;1.0;39
BU01935110;ZLW;1.0;101
BU01935120;ZLW;1.0;58
BU01935130;ZLW;1.0;21
BU01935140;ZLW;1.0;71
BU01935150;ZLW;1.0;64
BU01935160;ZLW;1.0;6
BU01935200;ZLW;1.0;11
BU01935210;ZLW;1.0;17
BU01970101;OS DALE 10-1i;1.0;2
BU01970102;OS DALE 10-1i;1.0;20
BU01970103;OS DALE 10-1i;1.0;17
BU01970104;OS ULFT 10-1i;0.5384615384615384;13
BU01970105;OS ULFT 10-1i;1.0;2
BU01970106;OS ULFT 20-3i;1.0;1
BU01970107;OS DALE 10-1i;1.0;9
BU01970108;OS ULFT 20-3i;0.5555555555555556;27
BU01970109;OS DALE 10-1i;1.0;7
BU01970110;OS DALE 10-1i;1.0;27
BU01970111;OS DALE 10-1i;0.95;20
BU01970112;OS WINTERSWIJK 10-1i;1.0;1
BU01970201;OS DALE 10-1i;0.75;12
BU01970202;OS DALE 10-1i;1.0;10
BU01970203;OS DALE 10-1i;1.0;6
BU01970204;OS DALE 10-1i;1.0;46
BU01970301;OS DALE 10-1i;1.0;56
BU01970302;OS DALE 10-1i;1.0;71
BU01970303;OS DALE 10-1i;1.0;31
BU01970304;OS DALE 10-1i;1.0;78
BU01970305;OS DALE 10-1i;1.0;17
BU01970306;OS DALE 10-1i;1.0;26
BU01970307;OS DALE 10-1i;1.0;74
BU01970400;OS ULFT 10-1i;1.0;89
BU01970401;OS ULFT 10-1i;1.0;53
BU01970402;OS ULFT 10-1i;1.0;64
BU01970403;OS ULFT 10-1i;1.0;8
BU01970408;OS ULFT 10-1i;1.0;14
BU01970409;OS ULFT 10-1i;0.9473684210526315;38
BU02000101;OS APELDOORN 10-1i;0.9938271604938271;162
BU02000102;OS APELDOORN 10-1i;1.0;43
BU02000201;OS APELDOORN 10-2i;0.6282051282051282;78
BU02000202;OS APELDOORN 10-1i;1.0;41
BU02000203;OS APELDOORN 10-1i;0.648;125
BU02000204;OS APELDOORN 10-1i;0.9157894736842105;95
BU02000205;OS APELDOORN 10-2i;1.0;131
BU02000206;OS APELDOORN 10-2i;1.0;189
BU02000207;OS APELDOORN 10-1i;0.6666666666666666;3
BU02000301;OS APELDOORN 10-2i;1.0;101
BU02000302;OS APELDOORN 10-2i;1.0;7
BU02000303;OS APELDOORN 10-2i;1.0;71
BU02000304;OS APELDOORN 10-2i;1.0;99
BU02000305;OS APELDOORN 10-2i;1.0;52
BU02000306;OS APELDOORN 10-2i;1.0;58
BU02000307;OS APELDOORN 10-2i;1.0;13
BU02000308;OS APELDOORN 10-2i;0.8;5
BU02000309;OS APELDOORN 10-2i;1.0;7
BU02000310;OS APELDOORN 10-2i;0.6666666666666666;3
BU02000311;OS APELDOORN 10-2i;1.0;15
BU02000401;OS APELDOORN 10-1i;0.8095238095238095;84
BU02000402;OS APELDOORN 10-2i;0.9452054794520548;146
BU02000403;OS APELDOORN 10-1i;0.5454545454545454;88
BU02000404;OS APELDOORN 10-2i;1.0;116
BU02000405;OS APELDOORN 10-2i;1.0;104
BU02000406;OS APELDOORN 10-2i;1.0;19
BU02000407;OS APELDOORN 10-1i;0.8947368421052632;19
BU02000408;OS APELDOORN 10-2i;1.0;7
BU02000409;OS APELDOORN 10-2i;0.8888888888888888;9
BU02000501;OS WOUDHUIS 10-2i;0.7933884297520661;121
BU02000502;OS WOUDHUIS 10-2i;0.6911764705882353;68
BU02000503;OS WOUDHUIS 10-2i;1.0;128
BU02000504;OS WOUDHUIS 10-2i;0.8383838383838383;99
BU02000505;OS WOUDHUIS 10-2i;0.5347222222222222;144
BU02000506;OS WOUDHUIS 10-1i;0.7681159420289855;69
BU02000507;OS WOUDHUIS 10-2i;1.0;6
BU02000508;OS WOUDHUIS 10-1i;0.5;6
BU02000601;OS APELDOORN 10-1i;0.8021978021978022;91
BU02000602;OS WOUDHUIS 10-2i;0.9090909090909091;55
BU02000603;OS WOUDHUIS 10-1i;0.6470588235294118;85
BU02000604;OS WOUDHUIS 10-2i;0.7247706422018348;109
BU02000605;OS WOUDHUIS 10-1i;0.72;25
BU02000606;OS WOUDHUIS 10-1i;0.5;4
BU02000607;OS WOUDHUIS 10-1i;1.0;2
BU02000608;OS WOUDHUIS 10-1i;1.0;5
BU02000701;OS APELDOORN 10-1i;0.7857142857142857;56
BU02000702;OS ZUIDBROEK 20-1i;0.9904761904761905;105
BU02000703;OS ZUIDBROEK 20-1i;0.6288659793814433;97
BU02000704;OS ZUIDBROEK 20-1i;1.0;119
BU02000705;OS ZUIDBROEK 20-1i;0.7920792079207921;101
BU02000706;OS ZUIDBROEK 20-1i;1.0;44
BU02000707;OS ZUIDBROEK 20-1i;0.8571428571428571;7
BU02000708;OS ZUIDBROEK 20-1i;0.9861111111111112;72
BU02000709;OS WOUDHUIS 10-2i;0.875;16
BU02000801;OS APELDOORN 10-1i;1.0;117
BU02000802;OS APELDOORN 10-1i;0.9705882352941176;34
BU02000803;OS APELDOORN 10-1i;0.8656716417910447;67
BU02000804;OS ZUIDBROEK 20-1i;1.0;38
BU02000805;OS ZUIDBROEK 20-1i;0.8787878787878788;33
BU02000806;OS APELDOORN 10-1i;0.5739130434782609;115
BU02000807;OS ZUIDBROEK 20-1i;0.7142857142857143;7
BU02000808;OS ZUIDBROEK 20-1i;0.9565217391304348;23
BU02000809;OS ZUIDBROEK 20-1i;1.0;21
BU02001001;OS HARDERWIJK 10-2i;1.0;31
BU02001002;OS HARDERWIJK 10-2i;1.0;12
BU02001003;OS HARDERWIJK 10-2i;1.0;21
BU02001004;OS HARDERWIJK 10-2i;1.0;8
BU02001101;OS APELDOORN 10-2i;1.0;3
BU02001102;OS APELDOORN 10-1i;1.0;3
BU02001103;OS APELDOORN 10-1i;0.5;8
BU02001104;OS APELDOORN 10-2i;0.5714285714285714;7
BU02001201;OS APELDOORN 10-2i;0.72;25
BU02001202;OS APELDOORN 10-2i;0.9090909090909091;11
BU02001203;OS APELDOORN 10-2i;0.9;10
BU02001204;OS APELDOORN 10-2i;0.9583333333333334;24
BU02001301;OS EERBEEK 10-1i + 10-2i;1.0;11
BU02001302;OS EERBEEK 10-1i + 10-2i;1.0;64
BU02001303;OS EERBEEK 10-1i + 10-2i;0.9428571428571428;35
BU02001401;OS APELDOORN 10-2i;1.0;68
BU02001402;OS APELDOORN 10-2i;1.0;15
BU02001403;OS APELDOORN 10-2i;1.0;21
BU02001404;OS APELDOORN 10-2i;1.0;29
BU02001501;OS APELDOORN 10-2i;1.0;18
BU02001502;OS APELDOORN 10-2i;0.9523809523809523;21
BU02001503;OS WOUDHUIS 10-1i;1.0;5
BU02001601;OS WOUDHUIS 10-2i;0.6666666666666666;15
BU02001602;OS WOUDHUIS 10-1i;1.0;15
BU02001603;OS WOUDHUIS 10-1i;0.9032258064516129;31
BU02001604;OS WOUDHUIS 10-1i;0.875;8
BU02001701;OS ZUIDBROEK 20-1i;0.7777777777777778;9
BU02001702;OS ZUIDBROEK 20-1i;1.0;2
BU02001703;OS APELDOORN 10-1i;0.6666666666666666;3
BU02001704;OS ZUIDBROEK 20-1i;0.5357142857142857;28
BU02001705;OS ZUIDBROEK 20-1i;0.5;32
BU02001706;OS ZUIDBROEK 20-1i;0.68;25
BU02020100;OS ARNHEM 10-1i;0.9803921568627451;51
BU02020101;OS ARNHEM 10-1i;1.0;43
BU02020102;OS KATTENBERG (D 219) 10-1i;0.5333333333333333;45
BU02020103;OS KATTENBERG (D 219) 10-1i;0.5833333333333334;12
BU02020104;OS ARNHEM 10-1i;0.8888888888888888;18
BU02020170;OS ARNHEM 10-1i;0.9444444444444444;18
BU02020210;OS ARNHEM 10-1i;1.0;42
BU02020211;OS ARNHEM 10-1i;0.6923076923076923;78
BU02020212;OS PRESIKHAAF 10-1i;0.972972972972973;37
BU02020314;OS PRESIKHAAF 10-1i;0.5079365079365079;63
BU02020320;OS ARNHEM 10-1i;0.625;56
BU02020321;OS PRESIKHAAF 10-1i;0.7272727272727273;11
BU02020322;OS PRESIKHAAF 10-1i;0.6;35
BU02020338;OS ARNHEM 10-1i;0.6666666666666666;3
BU02020339;OS ARNHEM 10-1i;0.9230769230769231;13
BU02020423;OS PRESIKHAAF 10-1i;1.0;55
BU02020424;OS PRESIKHAAF 10-1i;1.0;32
BU02020425;OS PRESIKHAAF 10-1i;0.992;125
BU02020526;OS PRESIKHAAF 10-1i;1.0;153
BU02020527;OS PRESIKHAAF 10-1i;1.0;19
BU02020528;OS PRESIKHAAF 10-1i;1.0;39
BU02020529;OS PRESIKHAAF 10-2i;0.8571428571428571;14
BU02020630;OS ARNHEM 10-1i;0.9215686274509803;51
BU02020631;OS KATTENBERG (D 219) 10-1i;0.8823529411764706;85
BU02020650;OS KATTENBERG (D 219) 10-1i;1.0;31
BU02020732;OS ARNHEM 10-1i;0.6268656716417911;67
BU02020733;OS KATTENBERG (D 219) 10-1i;0.42857142857142855;70
BU02020734;OS KATTENBERG (D 219) 10-1i;0.6470588235294118;34
BU02020735;OS PRESIKHAAF 10-1i;0.5609756097560976;41
BU02020840;OS PRESIKHAAF 10-1i;0.9;20
BU02020841;OS PRESIKHAAF 10-1i;1.0;23
BU02020842;OS PRESIKHAAF 10-1i;1.0;6
BU02020843;OS PRESIKHAAF 10-1i;1.0;51
BU02020844;OS PRESIKHAAF 10-1i;0.8518518518518519;54
BU02020845;OS PRESIKHAAF 10-1i;0.8360655737704918;61
BU02020951;OS KATTENBERG (D 219) 10-1i;1.0;8
BU02020952;OS KATTENBERG (D 219) 10-1i;1.0;111
BU02021053;OS KATTENBERG (D 219) 10-1i;0.9426229508196722;122
BU02021154;OS KATTENBERG (D 219) 10-1i;0.7397260273972602;73
BU02021155;OS KATTENBERG (D 219) 10-1i;1.0;32
BU02021159;OS KATTENBERG (D 219) 10-1i;0.875;24
BU02021260;OS ARNHEM 10-1i;0.9130434782608695;23
BU02021261;OS KATTENBERG (D 219) 10-1i;1.0;78
BU02021262;OS KATTENBERG (D 219) 10-1i;1.0;38
BU02021263;OS KATTENBERG (D 219) 10-1i;1.0;27
BU02021264;OS KATTENBERG (D 219) 10-1i;1.0;36
BU02021269;OS KATTENBERG (D 219) 10-1i;1.0;5
BU02021365;OS KATTENBERG (D 219) 10-1i;1.0;35
BU02021366;OS KATTENBERG (D 219) 10-1i;1.0;4
BU02021367;OS KATTENBERG (D 219) 10-1i;0.9565217391304348;23
BU02021368;OS KATTENBERG (D 219) 10-1i;0.9523809523809523;21
BU02021471;OS ARNHEM 10-1i;1.0;43
BU02021473;OS KATTENBERG (D 219) 10-1i;1.0;33
BU02021474;OS KATTENBERG (D 219) 10-1i;1.0;29
BU02021572;OS ARNHEM 10-1i;0.96;25
BU02021579;OS KATTENBERG (D 219) 10-1i;1.0;7
BU02021681;OS ARNHEM 10-1i;0.8888888888888888;9
BU02021682;OS ARNHEM 10-1i;1.0;106
BU02021780;OS ARNHEM 10-1i;0.9838709677419355;62
BU02021783;OS ARNHEM 10-1i;1.0;58
BU02021798;OS ARNHEM 10-1i;1.0;23
BU02021815;OS ARNHEM 10-1i;1.0;44
BU02021884;OS ARNHEM 10-1i;0.918918918918919;37
BU02021885;OS ARNHEM 10-1i;1.0;30
BU02021886;OS ARNHEM 10-1i;0.7352941176470589;34
BU02021887;OS ELST 10-2i;1.0;28
BU02021888;OS ARNHEM 10-1i;1.0;43
BU02021989;OS ELST 10-2i;0.9696969696969697;33
BU02021990;OS ELST 10-2i;1.0;84
BU02021993;OS ELST 10-2i;1.0;109
BU02022092;OS ELST 10-2i;0.9850746268656716;67
BU02022191;OS ELST 10-2i;1.0;126
BU02022194;OS ELST 10-2i;1.0;54
BU02022197;OS ELST 10-2i;1.0;67
BU02022295;OS ELST 10-2i;0.9931506849315068;146
BU02022296;OS ELST 10-2i;1.0;159
BU02022316;OS ELST 10-2i;1.0;59
BU02022317;OS ELST 10-2i;0.9871794871794872;78
BU02022318;OS ELST 10-2i;0.9912280701754386;114
BU02022319;OS ELST 10-2i;1.0;25
BU02022447;OS ELST 10-1i;1.0;114
BU02022448;OS ELST 10-1i;1.0;35
BU02022449;OS ELST 10-1i;1.0;93
BU02035400;OS HARSELAAR 20-3i;0.6555555555555556;90
BU02035401;OS HARSELAAR 20-3i;1.0;56
BU02035402;OS HARSELAAR 20-3i;1.0;17
BU02035403;OS HARSELAAR 20-3i;1.0;22
BU02035404;OS HARSELAAR 20-3i;1.0;50
BU02035405;OS HARSELAAR 20-3i;1.0;34
BU02035406;OS HARSELAAR 20-3i;1.0;24
BU02035407;OS HARSELAAR 20-3i;1.0;29
BU02035408;OS HARSELAAR 20-3i;1.0;78
BU02035409;OS HARSELAAR 20-3i;1.0;38
BU02035410;OS HARSELAAR 20-3i;1.0;54
BU02035411;OS HARSELAAR 20-3i;1.0;38
BU02035412;OS HARSELAAR 20-3i;0.971830985915493;71
BU02035413;OS HARSELAAR 20-3i;1.0;6
BU02035414;OS HARSELAAR 20-3i;1.0;70
BU02035415;OS HARSELAAR 20-3i;1.0;32
BU02035425;OS HARSELAAR 10-1i;0.5;14
BU02035426;OS HARSELAAR 10-1i;0.9090909090909091;11
BU02035530;OS HARSELAAR 10-1i;0.9130434782608695;92
BU02035531;OS HARSELAAR 10-1i;1.0;12
BU02035532;OS HARSELAAR 10-1i;1.0;18
BU02035533;OS HARSELAAR 10-1i;1.0;12
BU02035534;OS HARSELAAR 10-1i;1.0;7
BU02035535;OS HARSELAAR 10-1i;1.0;28
BU02035536;OS HARSELAAR 10-1i;1.0;7
BU02035537;OS HARSELAAR 10-1i;1.0;18
BU02035538;OS HARSELAAR 10-1i;1.0;28
BU02035539;OS HARSELAAR 10-1i;1.0;35
BU02035540;OS HARSELAAR 10-1i;1.0;15
BU02035541;OS HARSELAAR 10-1i;1.0;9
BU02035650;OS HARSELAAR 10-1i;0.9722222222222222;72
BU02035651;OS HARSELAAR 10-1i;1.0;31
BU02035652;OS HARSELAAR 10-1i;1.0;8
BU02035780;OS HARDERWIJK 10-2i;0.8108108108108109;37
BU02035781;OS HARDERWIJK 10-2i;1.0;32
BU02035875;OS HARSELAAR 20-3i;0.6333333333333333;30
BU02035876;OS HARSELAAR 20-3i;1.0;9
BU02035877;OS HARSELAAR 20-3i;1.0;5
BU02035960;OS HARSELAAR 10-1i;1.0;35
BU02035961;OS HARSELAAR 10-1i;1.0;9
BU02036070;OS HARSELAAR 20-3i;0.5862068965517241;29
BU02036071;OS HARSELAAR 20-3i;1.0;12
BU02036190;OS HARSELAAR 20-3i;1.0;12
BU02036191;OS HARSELAAR 20-3i;1.0;5
BU02036265;OS HARDERWIJK 10-2i;0.5263157894736842;19
BU02036266;OS HARDERWIJK 10-2i;1.0;2
BU02036395;OS HARSELAAR 20-3i;0.8888888888888888;9
BU02090100;OS WINSELINGSEWEG 10-3i;0.7333333333333333;15
BU02090101;OS TEERSDIJK 10-1i;0.6;5
BU02090110;OS TEERSDIJK 10-1i;0.5;2
BU02090111;OS TEERSDIJK 10-1i;0.8125;16
BU02090112;OS TEERSDIJK 10-1i;0.8723404255319149;47
BU02090113;OS TEERSDIJK 10-1i;0.6666666666666666;9
BU02090114;OS TEERSDIJK 10-1i;0.6666666666666666;3
BU02090121;OS TEERSDIJK 10-1i;1.0;24
BU02090122;OS TEERSDIJK 10-1i;1.0;4
BU02090123;OS TEERSDIJK 10-2i;1.0;11
BU02090124;OS TEERSDIJK 10-1i;0.9375;16
