codering;voedingsgebied_id;voedingsgebied_dekking;voedingsgebied_aantal_pc6
BU15090101;OS ULFT 20-3i;1.0;16
BU15090102;OS ULFT 20-3i;1.0;11
BU15090103;OS ULFT 20-3i;1.0;2
BU15090104;OS ULFT 10-1i;1.0;6
BU15090105;OS ULFT 20-3i;1.0;20
BU15090106;OS ULFT 20-3i;0.9375;16
BU15090107;OS ULFT 20-3i;1.0;14
BU15090108;OS ULFT 10-1i;0.9444444444444444;18
BU15090109;OS ULFT 10-1i;1.0;35
BU15090200;OS ULFT 10-1i;1.0;125
BU15090201;OS ULFT 10-1i;1.0;9
BU15090202;OS ULFT 10-1i;1.0;128
BU15090203;OS ULFT 10-1i;1.0;4
BU15090207;OS ULFT 10-1i;0.8333333333333334;12
BU15090208;OS ULFT 10-1i;1.0;31
BU15090300;OS DALE 10-1i;0.8954248366013072;153
BU15090301;OS DOETINCHEM 20-6i;1.0;10
BU15090302;OS DALE 10-1i;1.0;2
BU15090306;OS DOETINCHEM 20-6i;0.6060606060606061;33
BU15090307;OS DALE 10-1i;0.8409090909090909;44
BU15090308;OS DALE 10-1i;0.5111111111111111;45
BU15090309;OS ULFT 10-1i;0.525;40
BU15250101;OS SASSENHEIM 10-2i;1.0;28
BU15250102;OS SASSENHEIM 10-2i;1.0;63
BU15250103;OS SASSENHEIM 10-2i;1.0;51
BU15250104;OS SASSENHEIM 10-2i;1.0;1
BU15250201;OS SASSENHEIM 10-2i;1.0;48
BU15250202;OS SASSENHEIM 10-2i;1.0;14
BU15250203;OS SASSENHEIM 10-2i;1.0;36
BU15250204;OS SASSENHEIM 10-2i;1.0;16
BU15250205;OS SASSENHEIM 10-2i;1.0;22
BU15250301;OS SASSENHEIM 10-2i;1.0;22
BU15250302;OS SASSENHEIM 10-2i;1.0;15
BU15250303;OS SASSENHEIM 10-2i;1.0;3
BU15250304;OS SASSENHEIM 10-2i;1.0;7
BU15250401;OS SASSENHEIM 10-2i;1.0;4
BU15250403;OS SASSENHEIM 10-2i;1.0;3
BU15250404;OS SASSENHEIM 10-2i;1.0;3
BU15250405;OS SASSENHEIM 10-2i;0.5833333333333334;36
BU15251101;OS SASSENHEIM 10-2i;1.0;33
BU15251102;OS SASSENHEIM 10-2i;0.9705882352941176;34
BU15251103;OS SASSENHEIM 10-2i;1.0;33
BU15251104;OS SASSENHEIM 10-2i;0.5;2
BU15251201;OS SASSENHEIM 10-2i;0.7272727272727273;33
BU15251202;OS SASSENHEIM 10-2i;0.7878787878787878;33
BU15251203;OS SASSENHEIM 10-2i;1.0;5
BU15251204;OS SASSENHEIM 10-1i;0.95;20
BU15251205;OS SASSENHEIM 10-1i;1.0;14
BU15251206;OS SASSENHEIM 10-1i;0.8888888888888888;18
BU15251207;OS SASSENHEIM 10-2i;0.7647058823529411;17
BU15251208;OS SASSENHEIM 10-2i;0.75;12
BU15251301;OS SASSENHEIM 10-1i;1.0;1
BU15251302;OS SASSENHEIM 10-1i;0.7142857142857143;7
BU15251303;OS SASSENHEIM 10-2i;0.8333333333333334;6
BU15251304;OS SASSENHEIM 10-2i;1.0;1
BU15251401;OS SASSENHEIM 10-2i;1.0;17
BU15251402;OS SASSENHEIM 10-2i;1.0;17
BU15251403;OS SASSENHEIM 10-2i;1.0;15
BU15251404;OS SASSENHEIM 10-2i;0.9;10
BU15251405;OS SASSENHEIM 10-2i;1.0;28
BU15251406;OS SASSENHEIM 10-2i;0.8225806451612904;62
BU15251407;OS SASSENHEIM 10-2i;1.0;13
BU15251408;OS SASSENHEIM 10-2i;1.0;7
BU15251501;OS SASSENHEIM 10-1i;1.0;1
BU15251502;OS SASSENHEIM 10-2i;0.6666666666666666;6
BU15251503;OS SASSENHEIM 10-2i;0.6;5
BU15252101;OS LEIDEN NOORD 10-1i;1.0;103
BU15252102;OS LEIDEN NOORD 10-1i;1.0;58
BU15252103;OS LEIDEN NOORD 10-1i;1.0;21
BU15252104;OS LEIDEN NOORD 10-1i;1.0;4
BU15252201;OS LEIDEN NOORD 10-1i;0.5;2
BU15252202;OS LEIDERDORP 10-1i;0.39285714285714285;28
BU15810000;CM36;1.0;87
BU15810001;CM37;1.0;35
BU15810002;CM36;0.9655172413793104;58
BU15810003;CM36;0.8048780487804879;41
BU15810004;CM36;1.0;57
BU15810007;CM36;1.0;10
BU15810008;CM37;0.8125;16
BU15810009;CM36;0.7777777777777778;18
BU15810101;CM37;1.0;6
BU15810102;CM37;1.0;15
BU15810103;CM37;1.0;53
BU15810104;CM37;1.0;8
BU15810105;CM37;1.0;51
BU15810106;CM37;1.0;91
BU15810107;CM37;1.0;55
BU15810108;CM37;1.0;132
BU15810109;CM37;1.0;87
BU15810110;CM37;1.0;8
BU15810200;CM36;1.0;171
BU15810201;CM36;1.0;1
BU15810206;CM36;1.0;5
BU15810207;CM36;1.0;14
BU15810208;CM36;0.6;10
BU15810209;CM38;1.0;8
BU15810300;CM38;0.8432835820895522;134
BU15810302;CM38;1.0;27
BU15810308;CM38;1.0;11
BU15810309;CM36;0.7142857142857143;7
BU15810400;CM36;0.984251968503937;127
BU15810402;TS049_10;1.0;19
BU15810403;CM36;1.0;2
BU15810408;CM36;0.7419354838709677;31
BU15810409;TS049_10;0.9166666666666666;12
BU15860101;OS DALE 10-1i;1.0;23
BU15860102;OS DALE 10-1i;1.0;37
BU15860103;OS DALE 10-1i;1.0;9
BU15860104;OS DALE 10-1i;1.0;54
BU15860105;OS DALE 10-1i;1.0;35
BU15860106;OS DALE 10-1i;1.0;52
BU15860107;OS DALE 10-1i;1.0;18
BU15860108;OS DALE 10-1i;1.0;22
BU15860109;OS DALE 10-1i;1.0;44
BU15860110;OS DALE 10-1i;1.0;9
BU15860111;OS DALE 10-1i;1.0;17
BU15860112;OS DALE 10-1i;1.0;3
BU15860113;OS DALE 10-1i;1.0;8
BU15860114;OS DALE 10-1i;1.0;8
BU15860115;OS DALE 10-1i;1.0;3
BU15860116;OS DALE 10-1i;1.0;24
BU15860201;OS DALE 10-1i;1.0;17
BU15860202;OS DALE 10-1i;1.0;21
BU15860301;OS DALE 10-1i;1.0;25
BU15860302;OS DALE 10-1i;0.7619047619047619;42
BU15860401;OS DALE 10-1i;0.7777777777777778;18
BU15860402;OS WINTERSWIJK 10-1i;0.6944444444444444;36
BU15860501;OS WINTERSWIJK 10-1i;1.0;10
BU15860502;OS WINTERSWIJK 10-1i;0.8181818181818182;33
BU15860601;OS WINTERSWIJK 10-1i;1.0;55
BU15860602;OS WINTERSWIJK 10-1i;1.0;13
BU15860603;OS WINTERSWIJK 10-1i;1.0;67
BU15860604;OS WINTERSWIJK 10-1i;1.0;28
BU15860605;OS WINTERSWIJK 10-1i;1.0;38
BU15860606;OS WINTERSWIJK 10-1i;1.0;15
BU15860607;OS WINTERSWIJK 10-1i;1.0;10
BU15860608;OS WINTERSWIJK 10-1i;1.0;2
BU15860609;OS WINTERSWIJK 10-1i;1.0;9
BU15860610;OS WINTERSWIJK 10-1i;1.0;12
BU15860611;OS WINTERSWIJK 10-1i;1.0;11
BU15860612;OS WINTERSWIJK 10-1i;1.0;4
BU15860613;OS BORCULO 20-3i;1.0;7
BU15860614;OS BORCULO 20-3i;1.0;2
BU15860615;OS WINTERSWIJK 10-1i;0.5925925925925926;54
BU15860701;OS BORCULO 20-3i;1.0;11
BU15860702;OS BORCULO 20-3i;0.4090909090909091;22
BU15980101;OS OTERLEEK 10-4i;0.5;2
BU15980102;OS OTERLEEK 10-4i;0.8888888888888888;9
BU15980103;OS OTERLEEK 10-4i;1.0;8
BU15980104;OS OTERLEEK 10-4i;1.0;20
BU15980105;OS OTERLEEK 10-4i;1.0;10
BU15980106;OS OTERLEEK 10-4i;1.0;19
BU15980107;OS OTERLEEK 10-4i;1.0;20
BU15980108;OS OTERLEEK 10-4i;1.0;6
BU15980109;OS OTERLEEK 10-4i;0.84;25
BU15980110;OS OTERLEEK 10-4i;1.0;19
BU15980111;OS OTERLEEK 10-4i;1.0;13
BU15980112;OS OTERLEEK 10-4i;1.0;8
BU15980113;OS OTERLEEK 10-4i;0.75;4
BU15980201;OS OTERLEEK 10-2i;0.6;15
BU15980202;OS OTERLEEK 10-2i;0.6666666666666666;18
BU15980203;OS OTERLEEK 10-2i;0.875;8
BU15980301;OS OTERLEEK 10-2i;1.0;5
BU15980302;OS OTERLEEK 10-2i;0.5333333333333333;15
BU15980303;OS OTERLEEK 10-2i;1.0;18
BU15980401;OS HOORN GELDELOZEWEG 50-1i;1.0;5
BU15980402;OS HOORN GELDELOZEWEG 50-1i;1.0;4
BU15980403;OS HOORN GELDELOZEWEG 50-1i;1.0;3
BU15980501;OS HOORN GELDELOZEWEG 50-1i;1.0;15
BU15980502;OS HOORN GELDELOZEWEG 50-1i;1.0;6
BU15980503;OS HOORN GELDELOZEWEG 50-1i;1.0;3
BU15980504;OS HOORN GELDELOZEWEG 50-1i;1.0;16
BU15980505;OS HOORN GELDELOZEWEG 50-1i;1.0;9
BU15980506;OS HOORN GELDELOZEWEG 50-1i;1.0;5
BU15980507;OS HOORN GELDELOZEWEG 50-1i;1.0;7
BU15980601;OS OTERLEEK 10-2i;1.0;3
BU15980602;OS OTERLEEK 10-2i;0.8181818181818182;11
BU15980603;OS OTERLEEK 10-4i;0.9285714285714286;14
BU15980604;OS OTERLEEK 10-4i;1.0;11
BU15980605;OS OTERLEEK 10-4i;1.0;13
BU15980606;OS OTERLEEK 10-4i;1.0;10
BU15980607;OS OTERLEEK 10-4i;1.0;4
BU15980608;OS OTERLEEK 10-4i;1.0;9
BU15980609;OS OTERLEEK 10-4i;1.0;3
BU15980610;OS OTERLEEK 10-4i;1.0;2
BU15980701;OS OTERLEEK 10-4i;0.5;6
BU15980702;OS OTERLEEK 10-4i;1.0;14
BU15980703;OS HOORN GELDELOZEWEG 50-1i;1.0;17
BU15980704;OS HOORN GELDELOZEWEG 50-1i;0.8333333333333334;6
BU15980705;OS HOORN GELDELOZEWEG 50-1i;1.0;19
BU15980706;OS HOORN GELDELOZEWEG 50-1i;1.0;14
BU15980707;OS HOORN GELDELOZEWEG 50-1i;1.0;9
BU15980708;OS HOORN GELDELOZEWEG 50-1i;1.0;7
BU15980709;OS HOORN GELDELOZEWEG 50-1i;1.0;1
BU15980801;OS OTERLEEK 10-4i;0.75;4
BU15980802;OS HOORN GELDELOZEWEG 50-1i;1.0;10
BU15980803;OS HOORN GELDELOZEWEG 50-1i;1.0;18
BU15980804;OS HOORN GELDELOZEWEG 50-1i;1.0;8
BU15980805;OS HOORN GELDELOZEWEG 50-1i;1.0;16
BU15980806;OS HOORN GELDELOZEWEG 50-1i;1.0;4
BU15980807;OS HOORN GELDELOZEWEG 50-1i;1.0;2
BU15980808;OS HOORN GELDELOZEWEG 50-1i;0.875;8
BU15980901;OS HOORN GELDELOZEWEG 50-1i;1.0;6
BU15980902;OS HOORN GELDELOZEWEG 50-1i;1.0;4
BU15981001;OS PURMEREND SCHAEPMANSTRAAT 50-1i;0.7142857142857143;7
BU15981002;OS PURMEREND SCHAEPMANSTRAAT 50-1i;1.0;4
BU16211111;TT114_10;1.0;76
BU16211121;TT114_10;0.75;4
BU16211211;TT114_10;1.0;49
BU16211221;TT114_10;1.0;63
BU16211231;TT114_10;0.9642857142857143;28
BU16211311;TT114_10;1.0;41
BU16211321;TT114_10;1.0;68
BU16211331;TT114_10;1.0;13
BU16211411;TT010_10;0.5882352941176471;17
BU16211514;TT114_10;0.85;20
BU16211522;CM20;0.75;8
BU16211531;TT114_10;1.0;9
BU16211543;TT114_10;0.9411764705882353;17
BU16211552;TT114_10;0.5;6
BU16212111;CM19/30;0.9487179487179487;39
BU16212121;CM19/30;0.8888888888888888;18
BU16212131;CM19/30;1.0;44
BU16212144;TT114_10;0.5;2
BU16212211;CM19/30;1.0;22
BU16212221;CM19/30;1.0;37
BU16212231;CM19/30;1.0;24
BU16212241;CM19/30;1.0;19
BU16212254;CM19/30;1.0;3
BU16212311;CM19/30;1.0;21
BU16212321;CM19/30;1.0;40
BU16212331;CM19/30;0.9428571428571428;35
BU16212412;CM19/30;0.675;40
BU16212511;TT104_10;1.0;18
BU16212521;TT104_10;1.0;25
BU16212531;TT104_10;1.0;29
BU16212541;TT104_10;0.95;20
BU16212611;TT104_10;0.7692307692307693;13
BU16212621;TT104_10;0.9166666666666666;12
BU16212633;TT114_10;1.0;1
BU16212644;TT104_10;0.8;5
BU16212711;TT104_10;1.0;16
BU16212721;TT104_10;1.0;25
BU16212731;TT104_10;1.0;14
BU16212741;TT104_10;0.9473684210526315;19
BU16212814;TT104_10;1.0;19
BU16212823;TT104_10;1.0;2
BU16212833;TT104_10;1.0;3
BU16212843;TT104_10;1.0;18
BU16212851;TT104_10;1.0;26
BU16212864;TT104_10;0.75;4
BU16213111;CM20;1.0;14
BU16213121;CM20;1.0;29
BU16213133;CM20;1.0;15
BU16213141;CM20;1.0;46
BU16213162;CM20;1.0;2
BU16213211;CM20;1.0;19
BU16213221;CM20;1.0;32
BU16213231;CM20;1.0;42
BU16213242;CM20;1.0;2
BU16213251;CM20;1.0;22
BU16213261;CM20;1.0;14
BU16213312;CM20;0.5;30
BU16213323;CM20;0.5714285714285714;7
BU16213334;CM20;1.0;6
BU16213344;TT113_10;0.7777777777777778;9
BU16213353;TH011_23;0.7;20
BU16400000;BUGG;1.0;137
BU16400001;BUGG;0.9230769230769231;39
BU16400100;BUGG;1.0;10
BU16400101;BUGG;0.7777777777777778;9
BU16400200;BUGG;1.0;81
BU16400201;BUGG;0.9393939393939394;33
BU16400300;HELD;1.0;66
BU16400301;HELD;0.9615384615384616;52
BU16400400;BUGG;1.0;15
BU16400401;BUGG;0.875;16
BU16400500;BUGG;1.0;111
BU16400501;BUGG;1.0;30
BU16400600;BUGG;1.0;22
BU16400601;BUGG;0.8888888888888888;9
BU16400700;BUGG;1.0;90
BU16400701;BUGG;1.0;18
BU16400800;BUGG;1.0;49
BU16400801;BUGG;0.9473684210526315;38
BU16400900;KELP;1.0;17
BU16400901;KELP;0.9285714285714286;28
BU16401000;KELP;0.6444444444444445;45
BU16401001;KELP;0.5;16
BU16401100;KELP;1.0;31
BU16401101;KELP;0.9473684210526315;19
BU16401200;KELP;1.0;9
BU16401201;KELP;1.0;11
BU16401300;KELP;1.0;16
BU16401301;KELP;1.0;18
BU16401400;KELP;1.0;39
BU16401401;KELP;1.0;7
BU16401500;MSBT;0.5;44
BU16401501;MSBT;0.6666666666666666;21
BU16410000;MSBT;1.0;156
BU16410001;MSBT;1.0;26
BU16410009;MSBT;1.0;11
BU16410100;MSBT;0.7899159663865546;119
BU16410200;MSBT;1.0;53
BU16410201;MSBT;1.0;7
BU16410300;MSBT;1.0;7
BU16410301;MSBT;1.0;23
BU16410400;MSBT;1.0;69
BU16410409;MSBT;1.0;11
BU16410500;BUGG;1.0;99
BU16410501;MSBT;0.75;8
BU16410509;BUGG;0.5555555555555556;9
BU16410600;BUGG;1.0;58
BU16410700;MSBT;0.9761904761904762;84
BU16520000;ARI;1.0;126
BU16520008;ARI;1.0;18
BU16520101;ARI;1.0;99
BU16520104;ARI;1.0;14
BU16520107;ARI;1.0;30
BU16520202;ARI;1.0;139
BU16520203;ARI;1.0;15
BU16520209;ARI;1.0;22
BU16520300;ARI;1.0;31
BU16520308;ARI;1.0;13
BU16520309;ARI;1.0;14
BU16520400;ARI;1.0;20
BU16520408;ARI;1.0;10
BU16520409;ARI;1.0;29
BU16520500;ARI;1.0;13
BU16520509;ARI;1.0;26
BU16520600;ARI;1.0;111
BU16520608;ARI;1.0;18
BU16520609;ARI;1.0;24
BU16520700;ARI;1.0;36
BU16520708;ARI;1.0;13
BU16520709;ARI;1.0;27
BU16520800;ARI;1.0;22
BU16520809;ARI;1.0;26
BU16550101;RSD;1.0;158
BU16550102;RSD;1.0;14
BU16550109;RSD;1.0;31
BU16550201;RSD;1.0;38
BU16550209;RSD;1.0;3
BU16550301;RSD;0.9910714285714286;112
BU16550302;ETN;0.9375;64
BU16550303;ETN;1.0;45
BU16550304;RSD;1.0;40
BU16550305;RSD;1.0;44
BU16550307;RSD;1.0;36
BU16550308;RSD;0.8666666666666667;15
BU16550309;RSD;0.5789473684210527;19
BU16550401;ETN;1.0;114
BU16550402;ETN;1.0;6
BU16550403;ETN;1.0;7
BU16550408;ETN;1.0;25
BU16550409;ETN;1.0;18
BU16550501;RSD;1.0;62
BU16550509;RSD;0.875;16
BU16580001;MZ;1.0;5
BU16580010;MZ;1.0;6
BU16580011;MZ;1.0;24
BU16580012;MZ;1.0;4
BU16580013;MZ;1.0;11
BU16580014;MZ;1.0;40
BU16580015;MZ;1.0;28
BU16580016;MZ;1.0;24
BU16580017;MZ;1.0;33
BU16580018;MZ;1.0;8
BU16580019;MZ;0.8333333333333334;6
BU16580020;MZ;0.9565217391304348;23
BU16580021;MZ;1.0;5
BU16580022;MZ;1.0;12
BU16580023;MZ;1.0;17
BU16580024;MZ;1.0;11
BU16580101;MZ;1.0;7
BU16580108;EHVZ;0.625;8
BU16580110;MZ;1.0;10
BU16580111;MZ;1.0;13
BU16580112;MZ;1.0;20
BU16580113;MZ;1.0;12
BU16580115;MZ;1.0;5
BU16580116;MZ;1.0;1
BU16580117;MZ;1.0;20
BU16580118;MZ;1.0;3
BU16580119;MZ;1.0;13
BU16580200;MZ;1.0;10
BU16580209;MZ;1.0;2
BU16580310;MZ;1.0;24
BU16580311;MZ;1.0;17
BU16580312;MZ;1.0;8
BU16580313;MZ;0.9230769230769231;13
BU16590000;ARI;1.0;138
BU16590001;ARI;1.0;94
BU16590002;ARI;1.0;11
BU16590003;ARI;1.0;12
BU16590009;ARI;1.0;54
BU16590100;ARI;1.0;128
BU16590101;ARI;1.0;2
BU16590102;ARI;1.0;2
BU16590108;ARI;1.0;10
BU16590109;ARI;1.0;11
BU16590200;ARI;1.0;97
BU16590201;ARI;1.0;2
BU16590209;ARI;1.0;36
BU16590300;ARI;1.0;27
BU16590309;ARI;1.0;42
BU16670000;HPT;1.0;162
BU16670001;HPT;1.0;13
BU16670002;HPT;1.0;14
BU16670008;HPT;1.0;24
BU16670009;HPT;1.0;17
BU16670100;HPT;1.0;40
BU16670109;HPT;1.0;20
BU16670200;HPT;1.0;40
BU16670209;HPT;0.9583333333333334;24
BU16670300;HPT;1.0;16
BU16670309;HPT;1.0;13
BU16690101;MSBT;1.0;74
BU16690109;MSBT;1.0;30
BU16690201;MSBT;0.9620253164556962;79
BU16690202;RMND;1.0;1
BU16690203;MSBT;1.0;4
BU16690209;MSBT;0.8666666666666667;30
BU16690301;MSBT;0.9902912621359223;103
BU16690309;MLBK;0.5714285714285714;7
BU16690401;MSBT;1.0;75
BU16690402;MSBT;1.0;1
BU16690403;MSBT;1.0;2
BU16690404;MSBT;1.0;3
BU16690409;MSBT;1.0;28
BU16690501;MLBK;1.0;102
BU16690502;MLBK;1.0;1
BU16690503;MLBK;1.0;1
BU16690509;MLBK;1.0;14
BU16690601;MSBT;0.9821428571428571;56
BU16690602;MLBK;1.0;1
BU16690603;MLBK;1.0;1
BU16690609;MLBK;0.55;20
BU16740000;RSD;1.0;96
BU16740001;RSD;1.0;48
BU16740002;RSD;1.0;34
BU16740003;RSD;1.0;25
BU16740100;RSD;1.0;42
BU16740101;RSD;1.0;61
BU16740102;RSD;1.0;49
BU16740200;RSD;1.0;48
BU16740201;RSD;1.0;43
BU16740202;RSD;1.0;83
BU16740209;RSD;1.0;15
BU16740300;RSD;1.0;49
BU16740301;RSD;1.0;24
BU16740302;RSD;1.0;59
BU16740303;RSD;1.0;64
BU16740309;RSD;1.0;21
BU16740400;RSD;1.0;25
BU16740401;RSD;1.0;37
BU16740402;RSD;1.0;34
BU16740403;RSD;1.0;48
BU16740404;RSD;1.0;48
BU16740405;RSD;1.0;19
BU16740409;RSD;1.0;12
BU16740500;RSD;1.0;23
BU16740501;RSD;1.0;34
BU16740502;RSD;1.0;49
BU16740509;RSD;1.0;8
BU16740600;RSD;1.0;100
BU16740601;RSD;1.0;78
BU16740602;RSD;1.0;36
BU16740603;RSD;1.0;18
BU16740609;RSD;1.0;9
BU16740700;RSD;1.0;16
BU16740701;RSD;1.0;40
BU16740702;RSD;1.0;51
BU16740703;RSD;1.0;31
BU16740705;RSD;1.0;17
BU16740706;RSD;1.0;1
BU16740709;RSD;1.0;16
BU16740800;RSD;1.0;23
BU16740801;RSD;1.0;9
BU16740802;RSD;1.0;16
BU16740803;RSD;1.0;22
BU16740804;RSD;1.0;6
BU16741000;RSD;1.0;42
BU16741009;RSD;0.9642857142857143;28
BU16741100;RSD;1.0;112
BU16741108;RSD;1.0;6
BU16741109;RSD;1.0;3
BU16741200;RSD;1.0;35
BU16741209;RSD;0.9130434782608695;23
BU16741300;RSD;1.0;7
BU16741309;RSD;0.9285714285714286;14
BU16741400;RSD;1.0;22
BU16741409;RSD;1.0;25
BU16760000;CM73;1.0;155
BU16760001;CM73;1.0;50
BU16760002;CM73;1.0;103
BU16760003;CM73;1.0;14
BU16760004;CM73;1.0;16
BU16760007;CM73;1.0;29
BU16760008;CM73;1.0;10
BU16760009;CM73;1.0;4
BU16760100;CM73;1.0;59
BU16760109;CM73;1.0;32
BU16760200;CM73;0.9583333333333334;24
BU16760209;CM73;1.0;22
BU16760300;CM73;1.0;28
BU16760309;CM73;0.9473684210526315;19
BU16760400;CM73;1.0;14
BU16760401;CM73;1.0;18
BU16760409;CM73;1.0;11
BU16760500;CM00;1.0;97
BU16760501;CM00;1.0;17
BU16760509;CM00;1.0;21
BU16760600;CM00;1.0;67
BU16760609;CM00;0.8888888888888888;27
BU16760700;CM00;1.0;53
BU16760701;CM00;1.0;9
BU16760708;CM00;1.0;10
BU16760709;CM00;0.9565217391304348;23
BU16760800;CM73;1.0;15
BU16760809;CM73;0.8947368421052632;19
BU16760900;CM73;1.0;59
BU16760909;CM73;0.9615384615384616;26
BU16761000;CM73;1.0;23
BU16761009;CM73;1.0;26
BU16761100;CM73;1.0;11
BU16761109;CM73;1.0;11
BU16761200;CM73;1.0;57
BU16761201;CM73;1.0;23
BU16761202;CM73;1.0;18
BU16761203;CM73;1.0;15
BU16761204;CM73;1.0;20
BU16761205;CM73;1.0;35
BU16761208;CM73;1.0;28
BU16761209;CM73;1.0;21
BU16761300;CM73;1.0;47
BU16761301;CM73;1.0;40
BU16761302;CM73;1.0;19
BU16761303;CM73;1.0;9
BU16761309;CM73;1.0;5
BU16761400;CM73;1.0;7
BU16761409;CM73;1.0;15
BU16761500;CM73;1.0;6
BU16761509;CM73;1.0;10
BU16800000;GLTK;0.5656565656565656;99
BU16800009;GLTK;0.5;12
BU16800100;GLTK;1.0;37
BU16800109;GLTK;1.0;19
BU16800200;MAK;1.0;11
BU16800209;MAK;1.0;8
BU16800300;MAK;1.0;11
BU16800309;MAK;1.0;4
BU16800400;GLTK;1.0;6
BU16800409;GLTK;1.0;5
BU16800500;KWD;1.0;16
BU16800509;KWD;1.0;7
BU16800600;VDM;1.0;8
BU16800609;VDM;1.0;4
BU16800700;VDM;1.0;4
BU16800809;VDM;1.0;2
BU16800900;VDM;1.0;1
BU16800909;VDM;1.0;2
BU16801100;VDM;1.0;8
BU16801109;VDM;1.0;2
BU16801200;VDM;1.0;7
BU16801209;VDM;1.0;1
BU16801300;VDM;1.0;2
BU16801309;VDM;1.0;4
BU16801400;GLTK;1.0;49
BU16801401;GLTK;1.0;4
BU16801409;GLTK;1.0;18
BU16801500;GLTK;1.0;53
BU16801501;GLTK;1.0;1
BU16801509;GLTK;1.0;3
BU16801600;SKN;0.6428571428571429;14
BU16801609;GLTK;1.0;4
BU16801700;GLTK;0.9944444444444445;180
BU16801709;GLTK;0.8461538461538461;13
BU16801800;GLTK;0.6428571428571429;14
BU16801801;GLTK;1.0;3
BU16801802;VDM;1.0;4
BU16801809;GLTK;0.8125;16
BU16801900;MAK;1.0;132
BU16801901;MAK;1.0;4
BU16801902;GLTK;1.0;1
BU16801903;MAK;1.0;1
BU16801908;MAK;1.0;17
BU16801909;MAK;0.8888888888888888;18
BU16802000;GLTK;1.0;17
BU16802001;BL;1.0;2
BU16802008;GLTK;1.0;5
BU16802009;BL;0.5217391304347826;23
BU16802100;GLTK;1.0;8
BU16802101;GLTK;1.0;3
BU16802109;GLTK;1.0;10
BU16810001;EMW;1.0;29
BU16810009;EMW;1.0;10
BU16810101;MSKZ;1.0;15
BU16810102;EMW;0.5483870967741935;31
BU16810103;MSKZ;1.0;20
BU16810104;EMW;1.0;25
BU16810109;MSKZ;0.7857142857142857;14
BU16810209;GLTK;1.0;8
BU16810309;MSKZ;1.0;3
BU16817901;SKN;1.0;6
BU16817909;SKN;1.0;2
BU16818001;SKN;1.0;7
BU16818002;EMW;0.68;25
BU16818003;EMW;1.0;19
BU16818009;EMW;0.6666666666666666;9
BU16818109;MSKZ;1.0;3
BU16818201;GLTK;1.0;17
BU16818202;GLTK;1.0;15
BU16818203;GLTK;1.0;38
BU16818204;GLTK;1.0;20
BU16818205;GLTK;1.0;14
BU16818206;GLTK;1.0;31
BU16818209;GLTK;1.0;19
BU16818309;GLTK;1.0;4
BU16818409;GLTK;1.0;5
BU16818501;GLTK;1.0;21
BU16818509;GLTK;1.0;6
BU16818601;GLTK;1.0;4
BU16818609;GLTK;1.0;7
BU16818701;GLTK;1.0;10
BU16818709;GLTK;1.0;8
BU16818801;SKN;1.0;8
BU16818809;SKN;1.0;4
BU16818909;GLTK;1.0;9
BU16819001;GLTK;1.0;8
BU16819009;GLTK;1.0;9
BU16819109;GLTK;1.0;8
BU16819209;EMW;0.75;8
BU16819309;GLTK;1.0;1
BU16819409;GLTK;0.6666666666666666;3
BU16819501;EMW;1.0;20
BU16819502;EMW;1.0;13
BU16819503;EMW;1.0;17
BU16819509;EMW;1.0;9
BU16819601;EMW;1.0;14
BU16819609;EMW;1.0;10
BU16819701;SKN;1.0;23
BU16819702;SKN;1.0;46
BU16819703;SKN;1.0;29
BU16819704;SKN;1.0;13
BU16819705;GLTK;0.6153846153846154;13
BU16819709;SKN;0.8333333333333334;6
BU16819801;EMW;1.0;28
BU16819802;EMW;1.0;10
BU16819803;EMW;1.0;22
BU16819809;EMW;1.0;8
BU16819901;EMW;1.0;3
BU16819909;EMW;1.0;8
BU16900000;HGV;1.0;169
BU16900009;HGV;1.0;34
BU16900100;HGV;1.0;11
BU16900109;HGV;1.0;14
BU16900200;HGV;1.0;8
BU16900209;DDV;0.5714285714285714;14
BU16900300;DDV;1.0;6
BU16900309;DDV;1.0;10
BU16900400;HGV;1.0;2
BU16900409;DDV;0.6;20
BU16900500;HGV;1.0;3
BU16900509;HGV;0.7368421052631579;19
BU16900600;HGV;1.0;4
BU16900609;HGV;1.0;15
BU16900700;HGV;1.0;8
BU16900709;HGV;1.0;13
BU16900800;HGV;1.0;79
BU16900801;HGV;1.0;2
BU16900803;HGV;1.0;1
BU16900809;HGV;0.9512195121951219;41
BU16900909;HGV;1.0;4
BU16901000;HGV;1.0;9
BU16901009;HGV;1.0;11
BU16901100;MP;1.0;72
BU16901101;MP;1.0;1
BU16901102;MP;1.0;6
BU16901103;MP;1.0;2
BU16901104;MP;1.0;1
BU16901105;MP;0.5714285714285714;7
BU16901109;MP;0.72;25
BU16901200;MP;1.0;26
BU16901201;MP;1.0;3
BU16901202;MP;1.0;3
BU16901203;MP;1.0;1
BU16901209;MP;0.96;50
BU16901300;MP;1.0;71
BU16901309;MP;0.9523809523809523;21
BU16950000;TH201_10_B;1.0;58
BU16950001;TH201_10_B;1.0;36
BU16950009;TH201_10_B;1.0;17
BU16950100;TH201_10_B;1.0;58
BU16950109;TH201_10_B;1.0;19
BU16950200;TH201_10_B;1.0;15
BU16950209;TH201_10_B;1.0;13
BU16950300;TH201_10_B;1.0;49
