PK_UID;LandCode;INST_TYPE;NIC;INRICHTING;STAD;STRAATNAAM;POSTCODE;NR;TOEVOEGING;X;Y;SBI_CODE;SBI;SECTOR;SUBSECTOR;EMISSIE;kton1990;kton2000;kton2010;kton2015;kton2020;kton2021;kton2022;kton2023;kton2024;conv_grp;TJ_Warmte;TJ_W_Ind;legenda;Size;color;Jaar;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
1172;NL;;41108;Caldic Chemie Produktie;Zevenbergen;Schansdijk;4761RH;12;;101002;407762;20.14.1;Vervaardiging van petrochemische producten;Chemische Industrie;Chemische Industrie basisproducten;CO2;7.96209;0.0;6.330902;0.0;0.0;0.0;0.0;0.0;0.0;Chemische Industrie;0.0;0.0;Chemie;0;Magenta;2024;BU17090008;GM1709;4761.0;4761RH;BU17090008;GM1709;4761.0;4761RH;BU17090008;GM1709;4761.0;4761RH;False;False;False;51.65607904111947;4.606853125428446;WarmteAtlas:CO2EmissieBedrijven;;;
1173;NL;;41113;BEWiSynbra RAW B.V.;Etten-Leur;Zeedijk;4871NM;25;;103026;404397;22.23;Vervaardiging van kunststofproducten voor de bouw;Overige industrie;Rubber- en kunstofverw. Industrie;CO2;0.0;7.373;6.060167;6.801745;7.568389;7.987459;7.603187;7.129157;5.128332;Overig;81.258782;81.258782;Overige;2;Gray;2024;BU07771203;GM0777;4871.0;4871NM;BU07771203;GM0777;4871.0;4871NM;BU07771203;GM0777;4871.0;4871NM;False;False;False;51.62602602743605;4.6366015848992195;WarmteAtlas:CO2EmissieBedrijven;;;
1174;NL;;41306;Aspen Oss BV (locatie Boxtel);Boxtel;Boseind;5281RM;17;;150800;398720;21.20;Vervaardiging van farmaceutische producten (geen grondstoffen);Chemische Industrie;Chemische Industrie overig;CO2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Chemische Industrie;0.0;0.0;Chemie;0;Magenta;2024;BU07570004;GM0757;5281.0;5281RM;BU07570004;GM0757;5281.0;5281PB;BU07570004;GM0757;5281.0;5281PB;False;False;False;51.577389126611465;5.326611436454292;WarmteAtlas:CO2EmissieBedrijven;;;
1175;NL;LCP;41307;Stichting Vergunning Moleneind;Oss;Kloosterstraat;5349AB;6;;164915;419455;21.20;Vervaardiging van farmaceutische producten (geen grondstoffen);Chemische Industrie;Chemische Industrie overig;CO2;18.10535;29.068;32.521;23.981;0.0;0.0;0.0;0.0;0.0;Chemische Industrie;0.0;0.0;Chemie;0;Magenta;2024;BU08280200;GM0828;5342.0;5342CC;BU08280200;GM0828;5342.0;5342CC;BU08280200;GM0828;5342.0;5342CC;False;False;False;51.763693287476016;5.530827673927552;WarmteAtlas:CO2EmissieBedrijven;;;
1176;NL;;41402;Trobas Gelatine BV;Dongen;Steenstraat;5107NE;9;;122730;403330;10.89;Vervaardiging van overige voedingsmiddelen n.e.g.;Chemische Industrie;Chemische Industrie overig;CO2;0.0;7.402;8.380564;9.598254;7.628979;7.91912;6.247456;6.182991;5.977524;Chemische Industrie;81.171724;81.171724;Chemie;2;Magenta;2024;BU07660114;GM0766;5107.0;5107NE;BU07660114;GM0766;5107.0;5107NG;BU07660114;GM0766;5107.0;5107NG;False;False;False;51.61791470349046;4.921250391822933;WarmteAtlas:CO2EmissieBedrijven;;;
1177;NL;;41411;Philips Lighting BV (Maarheeze);Maarheeze;Dr. A.F. Philipsweg;6026RA;1;;172550;368870;26.40;Vervaardiging van consumentenelektronica;Overige industrie;Metaalelektro;CO2;156.152171;6.155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Metaalelektro;0.0;0.0;Overige;0;Gray;2024;BU17060301;GM1706;6026.0;6026SB;BU17060301;GM1706;6026.0;6026SB;BU17060301;GM1706;6026.0;6026SB;False;False;False;51.30882053676128;5.638892224915034;WarmteAtlas:CO2EmissieBedrijven;;;
1178;NL;;41428;Covestro Coating Resins B.V.;Waalwijk;Sluisweg;5145PE;12;;131981;412041;20.16;Vervaardiging van kunststof in primaire vorm;Chemische Industrie;Chemische Industrie basisproducten;CO2;4.1098;4.066;5.378;4.521;3.850823;4.083013;3.884165;3.71;3.652;Chemische Industrie;49.592295;49.592295;Chemie;2;Magenta;2024;BU08670010;GM0867;5145.0;5145PE;BU08670010;GM0867;5145.0;5145PE;BU08670010;GM0867;5145.0;5145PE;False;False;False;51.69666825579701;5.054249372567956;WarmteAtlas:CO2EmissieBedrijven;;;
1179;NL;LCP;41502;Gasunie (Ravenstein);Huisseling;Ganzenweg;5371HA;10;;173928;421577;35.12;Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;Energiesector;Olie- gaswinning land;CO2;95.161167;65.663;46.847979;5.532873;1.176647;10.809156;2.868573;1.37917;0.979669;Overig;15.522924;15.522924;Overige;1;Gray;2024;BU08281601;GM0828;5356.0;5356NG;BU08281601;GM0828;5356.0;5356NG;BU08281601;GM0828;5356.0;5356NG;False;False;False;51.782533704900196;5.661502071947037;WarmteAtlas:CO2EmissieBedrijven;;;
1180;NL;;41521;Afvalstoffen Terminal Moerdijk BV (ATM);Moerdijk;Vlasweg;4782PW;12;;100541;411967;38.22;Behandeling van schadelijk afval;Afvalverwijdering;AVI's;CO2;20.001645;1.825;284.938085;299.77448;173.833605;159.64309;144.405982;228.196489;223.401568;Overig;3539.813577;3539.813577;Afval;3;Maroon;2024;BU17090303;GM1709;4782.0;4782PW;BU17090303;GM1709;4782.0;4782PW;BU17090303;GM1709;4782.0;4782PW;False;False;False;51.69382822511903;4.599534218256938;WarmteAtlas:CO2EmissieBedrijven;;;
1181;NL;;42005;Campina BV (Asten);Asten;Heesakkerweg;5721KM;13;;179600;378800;10.50;Vervaardiging van zuivelprodukten;Overige industrie;Voedings- en genotmiddelenindustrie;CO2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Voedings- en genotmiddelenindustrie;0.0;0.0;Voeding;0;Green;2024;BU07430702;GM0743;5721.0;5721TB;BU07430702;GM0743;5721.0;5721TB;BU07430702;GM0743;5721.0;5721TB;False;False;False;51.39781453836894;5.740687977999937;WarmteAtlas:CO2EmissieBedrijven;;;
1182;NL;;42019;FrieslandCampina Oud Gastel;Oud Gastel;Steenstraat;4750AA;20;;91000;399650;10.51;Vervaardiging van zuivelproducten (geen consumptie-ijs);Overige industrie;Voedings- en genotmiddelenindustrie;CO2;0.0;0.0;1.35418;0.0;0.0;0.0;0.0;0.0;0.0;Voedings- en genotmiddelenindustrie;0.0;0.0;Voeding;0;Green;2024;BU16550101;GM1655;4751.0;4751GZ;BU16550101;GM1655;4751.0;4751GZ;BU16550101;GM1655;4751.0;4751GZ;False;False;False;51.58211892246437;4.4638125585868105;WarmteAtlas:CO2EmissieBedrijven;;;
1183;NL;;42021;Campina (Zevenberschenhoek);Zevenbergschen Hoek;Bloemendaalse Zeedijk;4765BP;10;;106500;409750;10.50;Vervaardiging van zuivelprodukten;Overige industrie;Voedings- en genotmiddelenindustrie;CO2;27.584123;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Voedings- en genotmiddelenindustrie;0.0;0.0;Voeding;0;Green;2024;BU17090100;GM1709;4765.0;4765BP;BU17090100;GM1709;4765.0;4765BP;BU17090100;GM1709;4765.0;4765BP;False;False;False;51.67444974850876;4.686024478932148;WarmteAtlas:CO2EmissieBedrijven;;;
1184;NL;;42022;Nutricia Cuijk BV;Cuijk;Grotestraat;5431DJ;91;;189600;415100;10.86;Vervaardiging van gehomogeniseerde voedingspreparaten en dieetvoeding;Overige industrie;Voedings- en genotmiddelenindustrie;CO2;0.0;6.859;10.600368;4.284593;1.15806;1.145903;1.036454;0.119183;0.0;Voedings- en genotmiddelenindustrie;0.0;0.0;Voeding;0;Green;2024;BU19820801;GM1982;5431.0;5431DJ;BU19820801;GM1982;5431.0;5431DJ;BU19820801;GM1982;5431.0;5431DJ;False;False;False;51.72356599654592;5.8879641778234255;WarmteAtlas:CO2EmissieBedrijven;;;
1185;NL;;42028;Campina Foodservice (Bergeyk);Bergeijk;Loo;5571KR;22;;152050;369390;10.51;Vervaardiging van zuivelproducten (geen consumptie-ijs);Overige industrie;Voedings- en genotmiddelenindustrie;CO2;5.997144;3.446;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Voedings- en genotmiddelenindustrie;0.0;0.0;Voeding;0;Green;2024;BU17240017;GM1724;5571.0;5571KR;BU17240017;GM1724;5571.0;5571KR;BU17240017;GM1724;5571.0;5571KR;False;False;False;51.31375945400986;5.344888773149981;WarmteAtlas:CO2EmissieBedrijven;;;
1186;NL;;42034;FrieslandCampina Veghel (DMV International);Veghel;N.C.B.-laan;5462GE;80;;164550;402920;10.51;Vervaardiging van zuivelproducten (geen consumptie-ijs);Overige industrie;Voedings- en genotmiddelenindustrie;CO2;96.51196;131.257;125.18;105.604;84.99;85.522;89.173389;89.955655;89.769993;Voedings- en genotmiddelenindustrie;1400.80545;1400.80545;Voeding;3;Green;2024;BU19480403;GM1948;5462.0;5462GE;BU19480403;GM1948;5462.0;5462GE;BU19480403;GM1948;5462.0;5462GE;False;False;False;51.61507528258808;5.525086124615286;WarmteAtlas:CO2EmissieBedrijven;;;
1187;NL;;42206;Mars Nederland BV;Veghel;Taylorweg;5466AE;5;;164080;402680;10.82.2;Vervaardiging van chocolade en suikerwerk;Overige industrie;Voedings- en genotmiddelenindustrie;CO2;9.652848;11.12;13.05;13.136;11.5;11.813;11.873;11.52;9.0788;Voedings- en genotmiddelenindustrie;141.669082;141.669082;Voeding;2;Green;2024;BU19480417;GM1948;5466.0;5466AE;BU19480417;GM1948;5466.0;5466AE;BU19480417;GM1948;5466.0;5466AE;False;False;False;51.61292584511263;5.5182939532116775;WarmteAtlas:CO2EmissieBedrijven;;;
1188;NL;;42309;CSM Suiker BV (Wittouck);Breda;Markkade;4815HJ;29;;112150;400800;10.81;Vervaardiging van suiker;Overige industrie;Voedings- en genotmiddelenindustrie;CO2;64.437433;58.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Voedings- en genotmiddelenindustrie;0.0;0.0;Voeding;0;Green;2024;BU07580607;GM0758;4815.0;4815HL;BU07580607;GM0758;4815.0;4815HK;BU07580607;GM0758;4815.0;4815HK;False;False;False;51.59446668632814;4.768801795877054;WarmteAtlas:CO2EmissieBedrijven;;;
1189;NL;LCP;42310;Cosun Beet Company - Productielocatie Dinteloord;Dinteloord;Noordzeedijk;4671TL;113;;89012;403688;10.81;Vervaardiging van suiker;Overige industrie;Voedings- en genotmiddelenindustrie;CO2;112.085725;0.0;132.748;122.871;115.578013;129.85399;115.571397;127.805636;135.364097;Voedings- en genotmiddelenindustrie;2112.273361;2112.273361;Voeding;3;Green;2024;BU08510308;GM0851;4671.0;4671TL;BU08510308;GM0851;4671.0;4671TL;BU08510308;GM0851;4671.0;4671TL;False;False;False;51.61818070052726;4.434371470378888;WarmteAtlas:CO2EmissieBedrijven;;;
1190;NL;;42313;Sensus B.V. (Roosendaal en Zwolle);Roosendaal;Borchwerf;4704RG;3;;90100;395450;10.81;Vervaardiging van suiker;Overige industrie;Voedings- en genotmiddelenindustrie;CO2;47.2968;29.112;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Voedings- en genotmiddelenindustrie;0.0;0.0;Voeding;0;Green;2024;BU16740800;GM1674;4704.0;4704RG;BU16740800;GM1674;4704.0;4704RG;BU16740800;GM1674;4704.0;4704RG;False;False;False;51.544267642054756;4.4516071176278125;WarmteAtlas:CO2EmissieBedrijven;;;
1191;NL;;42401;Koninklijke Nedalco BV (Bergen op Zoom);Bergen op Zoom;Van Konijnenburgweg;4612PL;100;;77650;390250;11.01;Vervaardiging van sterk alcoholische dranken door distilleren, rectificeren en mengen;Overige industrie;Voedings- en genotmiddelenindustrie;CO2;32.7426;35.998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Voedings- en genotmiddelenindustrie;0.0;0.0;Voeding;0;Green;2024;BU07480302;GM0748;4612.0;4612RK;BU07480302;GM0748;4612.0;4612RK;BU07480302;GM0748;4612.0;4612RK;False;False;False;51.49595939433907;4.27330407329314;WarmteAtlas:CO2EmissieBedrijven;;;
1192;NL;;42408;Royal Swinkels Family Brewers;Lieshout;De Stater;5737RV;1;;169900;391750;11.05;Vervaardiging van bier;Overige industrie;Voedings- en genotmiddelenindustrie;CO2;46.540581;54.855;52.3732;50.7626;42.843128;40.082;38.922;38.677974;38.640325;Voedings- en genotmiddelenindustrie;602.95848;602.95848;Voeding;3;Green;2024;BU16590201;GM1659;5737.0;5737RV;BU16590201;GM1659;5737.0;5737RV;BU16590201;GM1659;5737.0;5737RV;False;False;False;51.51455658593438;5.601854368110455;WarmteAtlas:CO2EmissieBedrijven;;;
1193;NL;;42409;Interbrew Oranjeboom Bierbr.BV;Breda;Ceresstraat;4800MA;13;;113400;400850;11.05;Vervaardiging van bier;Overige industrie;Voedings- en genotmiddelenindustrie;CO2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Voedings- en genotmiddelenindustrie;0.0;0.0;Voeding;0;Green;2024;BU07580005;GM0758;4811.0;4811DP;BU07580005;GM0758;4811.0;4811DP;BU07580005;GM0758;4811.0;4811DP;False;False;False;51.59501007629314;4.786834555990266;WarmteAtlas:CO2EmissieBedrijven;;;
1194;NL;LCP;42410;Heineken Nederland BV (Den Bosch);'s-Hertogenbosch;Rietveldenweg;5222AP;25;;147500;412600;11.05;Vervaardiging van bier;Overige industrie;Voedings- en genotmiddelenindustrie;CO2;36.7098;11.5;15.683851;18.466;27.802547;27.524769;27.468285;20.309366;19.620462;Voedings- en genotmiddelenindustrie;306.165222;306.165222;Voeding;2;Green;2024;BU07961108;GM0796;5222.0;5222AH;BU07961108;GM0796;5222.0;5222AH;BU07961108;GM0796;5222.0;5222AH;False;False;False;51.70211552217223;5.278707178488334;WarmteAtlas:CO2EmissieBedrijven;;;
1195;NL;;42411;Coca-Cola Enterprises Nederland BV;Dongen;Eindsestraat;5105NA;137;- 139;128200;402300;11.07;"Vervaardiging van frisdranken; productie van mineraalwater en overig gebotteld water";Overige industrie;Voedings- en genotmiddelenindustrie;CO2;0.0;0.0;0.0;0.0;3.712545;5.086;0.0;4.22;3.193;Voedings- en genotmiddelenindustrie;49.824798;49.824798;Voeding;2;Green;2024;BU07660115;GM0766;5105.0;5105NA;BU07660115;GM0766;5105.0;5105NA;BU07660115;GM0766;5105.0;5105NA;False;False;False;51.60894448737696;5.00030959529377;WarmteAtlas:CO2EmissieBedrijven;;;
1196;NL;;42418;AB-InBev Nederland NV, Brouwerij Dommelen;Dommelen;Brouwerijplein;5551AE;87;;157780;373250;11.05;Vervaardiging van bier;Overige industrie;Voedings- en genotmiddelenindustrie;CO2;0.0;4.759;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Voedings- en genotmiddelenindustrie;0.0;0.0;Voeding;0;Green;2024;BU08580106;GM0858;5551.0;5551AE;BU08580106;GM0858;5551.0;5551AE;BU08580106;GM0858;5551.0;5551AE;False;False;False;51.348456687386836;5.4271042354028385;WarmteAtlas:CO2EmissieBedrijven;;;
1197;NL;;42518;Konings Drinks B.V.;Breda;Teteringsedijk;4817ME;227;;114550;400820;10.39;Verwerking van groente en fruit (niet tot sap en maaltijden);Overige industrie;Voedings- en genotmiddelenindustrie;CO2;5.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Voedings- en genotmiddelenindustrie;0.0;0.0;Voeding;0;Green;2024;BU07580200;GM0758;4817.0;4817ME;BU07580200;GM0758;4817.0;4817ME;BU07580200;GM0758;4817.0;4817ME;False;False;False;51.594824436738264;4.803433874736502;WarmteAtlas:CO2EmissieBedrijven;;;
1198;NL;;42522;ARDO BV;Zundert;Industrieweg;4881EW;9;- 11;104380;386570;10.39;Verwerking van groente en fruit (niet tot sap en maaltijden);Overige industrie;Voedings- en genotmiddelenindustrie;CO2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Voedings- en genotmiddelenindustrie;0.0;0.0;Voeding;0;Green;2024;BU08790000;GM0879;4881.0;4881EW;BU08790000;GM0879;4881.0;4881EW;BU08790000;GM0879;4881.0;4881EW;False;False;False;51.46592043594565;4.658727858255899;WarmteAtlas:CO2EmissieBedrijven;;;
1199;NL;;42612;Cehave Landbouwbelang Voeders BV ('s-Hertogenbosch);'s-Hertogenbosch;Graaf van Solmsweg;5222BP;48;;146950;413450;10.91;Vervaardiging van veevoeders;Overige industrie;Voedings- en genotmiddelenindustrie;CO2;0.0;3.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Voedings- en genotmiddelenindustrie;0.0;0.0;Voeding;0;Green;2024;BU07961109;GM0796;5222.0;5222BM;BU07961109;GM0796;5222.0;5222BM;BU07961109;GM0796;5222.0;5222BM;False;False;False;51.70974808729675;5.270731267036118;WarmteAtlas:CO2EmissieBedrijven;;;
1200;NL;;42615;O. Bouman BV;Woudrichem;Hoge Maasdijk;4285XB;1;-3;132050;422140;10.90;Vervaardiging van diervoeder;Overige industrie;Voedings- en genotmiddelenindustrie;CO2;1.47096;0.938;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Voedings- en genotmiddelenindustrie;0.0;0.0;Voeding;0;Green;2024;BU19591101;GM1959;4281.0;4281NE;BU19591101;GM1959;4281.0;4281NE;BU19591101;GM1959;4281.0;4281NE;False;False;False;51.787444144829415;5.054579936753001;WarmteAtlas:CO2EmissieBedrijven;;;
1201;NL;;42628;Cehave Veghel;Veghel;Pater vd Elsenlaan;5462GG;4;;163600;403500;10.91;Vervaardiging van veevoeders;Overige industrie;Voedings- en genotmiddelenindustrie;CO2;0.0;5.296;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Voedings- en genotmiddelenindustrie;0.0;0.0;Voeding;0;Green;2024;BU19480403;GM1948;5462.0;5462GH;BU19480403;GM1948;5462.0;5462GH;BU19480403;GM1948;5462.0;5462GH;False;False;False;51.62030401776974;5.511384188448763;WarmteAtlas:CO2EmissieBedrijven;;;
1202;NL;;42629;Cargill BV;Bergen op Zoom;Lelyweg;4612PS;31;;76778;391435;10.62;Vervaardiging van zetmeel en zetmeelproducten;Overige industrie;Voedings- en genotmiddelenindustrie;CO2;61.97661;0.0;53.515238;22.831132;59.460193;52.713972;48.347638;28.626636;25.619625;Voedings- en genotmiddelenindustrie;399.778463;399.778463;Voeding;3;Green;2024;BU07480306;GM0748;4612.0;4612PS;BU07480306;GM0748;4612.0;4612PS;BU07480306;GM0748;4612.0;4612PS;False;False;False;51.50648881959472;4.260485162791559;WarmteAtlas:CO2EmissieBedrijven;;;
1203;NL;;42746;Paijmans-Smarius BV;Tilburg;Ringbaan Noord;5046AB;205;;132860;398660;10.71;Vervaardiging van brood en vers banketbakkerswerk;Overige industrie;Voedings- en genotmiddelenindustrie;CO2;0.81614;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Voedings- en genotmiddelenindustrie;0.0;0.0;Voeding;0;Green;2024;BU08552901;GM0855;5046.0;5046AT;BU08552901;GM0855;5046.0;5046AT;BU08552901;GM0855;5046.0;5046AT;False;False;False;51.5764295758808;5.067811808158246;WarmteAtlas:CO2EmissieBedrijven;;;
1204;NL;;42805;Slachthuis 's Hertogenbosch;'s-Hertogenbosch;Veemarktkade;5222AG;19;;148300;412200;10.10;Slachterijen en vleesverwerking;Overige industrie;Voedings- en genotmiddelenindustrie;CO2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Voedings- en genotmiddelenindustrie;0.0;0.0;Voeding;0;Green;2024;BU07961110;GM0796;5222.0;5222AA;BU07961110;GM0796;5222.0;5222AA;BU07961110;GM0796;5222.0;5222AA;False;False;False;51.698530264586374;5.2902876189566745;WarmteAtlas:CO2EmissieBedrijven;;;
1205;NL;;42810;Vion Boxtel BV;Boxtel;Boseind;5281RM;10;;150530;399040;10.11;Slachterijen (geen pluimvee-);Overige industrie;Voedings- en genotmiddelenindustrie;CO2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Voedings- en genotmiddelenindustrie;0.0;0.0;Voeding;0;Green;2024;BU07570004;GM0757;5281.0;5281RP;BU07570004;GM0757;5281.0;5281RP;BU07570004;GM0757;5281.0;5281RP;False;False;False;51.580263394113196;5.3227122929503095;WarmteAtlas:CO2EmissieBedrijven;;;
1206;NL;;42822;Homburg Boekos BV;Cuijk;Simon Homburgstraat;5431NN;1;;188540;415360;10.10;Slachterijen en vleesverwerking;Overige industrie;Voedings- en genotmiddelenindustrie;CO2;4.49801;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Voedings- en genotmiddelenindustrie;0.0;0.0;Voeding;0;Green;2024;BU19820811;GM1982;5431.0;5431SH;BU19820811;GM1982;5431.0;5431SH;BU19820811;GM1982;5431.0;5431SH;False;False;False;51.72596751113755;5.872648551722411;WarmteAtlas:CO2EmissieBedrijven;;;
1207;NL;;42823;Zwanenberg Food Oss B.V.;Oss;Molenweg;5349TD;80;;165200;419600;10.13;Vleesverwerking (niet tot maaltijden);Overige industrie;Voedings- en genotmiddelenindustrie;CO2;6.371;16.129;0.0;12.018;11.24;10.8;10.152885;10.453302;10.494731;Voedings- en genotmiddelenindustrie;163.763813;163.763813;Voeding;2;Green;2024;BU08280200;GM0828;5349.0;5349AA;BU08280200;GM0828;5349.0;5349AA;BU08280200;GM0828;5349.0;5349AA;False;False;False;51.764991469214294;5.534960353071801;WarmteAtlas:CO2EmissieBedrijven;;;
1208;NL;;42834;Rendac Son BV;Son;Kanaaldijk Noord;5691NM;20;- 21;159100;390650;10.91;Vervaardiging van veevoeders;Overige industrie;Voedings- en genotmiddelenindustrie;CO2;25.004082;42.202;46.91348;79.745746;78.238639;75.417995;77.182402;65.993195;63.78638;Voedings- en genotmiddelenindustrie;995.34717;995.34717;Voeding;3;Green;2024;BU08480009;GM0848;5691.0;5691NM;BU08480009;GM0848;5691.0;5691NM;BU08480009;GM0848;5691.0;5691NM;False;False;False;51.504851630936685;5.446254123074785;WarmteAtlas:CO2EmissieBedrijven;;;
1209;NL;;42928;Philip Morris Holland B.V.;Bergen op Zoom;Marconilaan;4622RD;20;;80380;390750;12.00;Vervaardiging van tabaksproducten;Overige industrie;Voedings- en genotmiddelenindustrie;CO2;8.943217;7.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Voedings- en genotmiddelenindustrie;0.0;0.0;Voeding;0;Green;2024;BU07480206;GM0748;4622.0;4622RD;BU07480206;GM0748;4622.0;4622RD;BU07480206;GM0748;4622.0;4622RD;False;False;False;51.50082142921791;4.312505234104946;WarmteAtlas:CO2EmissieBedrijven;;;
1210;NL;;43001;Avesta Sandvik Tube BV;Helmond;Vossenbeemd;5705CL;111;;175700;386250;24.20;Vervaardiging van stalen buizen, pijpen, holle profielen en fittings daarvoor;Overige industrie;Basismetaal;CO2;0.906;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Basismetaal;0.0;0.0;Basismetaal;0;Black;2024;BU07942901;GM0794;5705.0;5705CL;BU07942901;GM0794;5705.0;5705CL;BU07942901;GM0794;5705.0;5705CL;False;False;False;51.46493600045725;5.685085704570894;WarmteAtlas:CO2EmissieBedrijven;;;
1211;NL;;43002;Salzgitter Mannesmann Seamless Tubes BV;Helmond;Engelseweg;5705AD;173;;174950;386900;24.20;Vervaardiging van stalen buizen, pijpen, holle profielen en fittings daarvoor;Overige industrie;Basismetaal;CO2;2.52;1.6069;1.66;1.758451;1.7342;2.0883;2.1917;2.023531;1.83053;Basismetaal;20.617819;20.617819;Basismetaal;1;Black;2024;BU07942901;GM0794;5705.0;5705DR;BU07942901;GM0794;5705.0;5705DR;BU07942901;GM0794;5705.0;5705DR;False;False;False;51.470805634418156;5.6743297768713035;WarmteAtlas:CO2EmissieBedrijven;;;
1212;NL;;43003;Tata Steel Nederland Tubes BV (Oosterhout);Oosterhout;Souvereinstraat;4903RH;35;;120500;404100;24.20;Vervaardiging van stalen buizen, pijpen, holle profielen en fittings daarvoor;Overige industrie;Basismetaal;CO2;8.405;10.796;1.942419;2.18145;1.8683;2.002;1.4844;1.06;1.320984;Basismetaal;14.878646;14.878646;Basismetaal;1;Black;2024;BU08260800;GM0826;4903.0;4903RC;BU08260800;GM0826;4903.0;4903RC;BU08260800;GM0826;4903.0;4903RC;False;False;False;51.62470303471045;4.888976180024266;WarmteAtlas:CO2EmissieBedrijven;;;
1213;NL;;43009;Erico BV;Tilburg;Jules Verneweg;5015BG;75;;136200;397920;25.99;Vervaardiging van overige producten van metaal n.e.g.;Overige industrie;Metaalelektro;CO2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Metaalelektro;0.0;0.0;Overige;0;Gray;2024;BU08554501;GM0855;5015.0;5015AV;BU08554501;GM0855;5015.0;5015AV;BU08554501;GM0855;5015.0;5015AV;False;False;False;51.5698997214085;5.116033495207063;WarmteAtlas:CO2EmissieBedrijven;;;
1214;NL;LCP;4301;Smurfit Kappa Roermond Papier BV;Roermond;Mijnheerkensweg;6041TA;18;;198000;357600;17.12.2;Vervaardiging van papier en karton voor verpakking;Overige industrie;Papier(waren);CO2;163.912;153.055;309.095805;168.514;175.420037;173.579901;168.519207;165.237534;169.087905;Papier(waren);2679.209762;2679.209762;Papier;3;White;2024;BU09570004;GM0957;6041.0;6041TA;BU09570004;GM0957;6041.0;6041TA;BU09570004;GM0957;6041.0;6041TA;False;False;False;51.206160403598595;6.002504397281593;WarmteAtlas:CO2EmissieBedrijven;;;
1215;NL;;43012;Hitmetal B.V.;Beek en Donk;Thibostraat;5741SJ;3;;171900;394820;25.93;Vervaardiging van artikelen van draad en van kettingen en veren;Overige industrie;Metaalelektro;CO2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Metaalelektro;0.0;0.0;Overige;0;Gray;2024;BU16590003;GM1659;5741.0;5741SJ;BU16590003;GM1659;5741.0;5741SJ;BU16590003;GM1659;5741.0;5741SJ;False;False;False;51.5420949019509;5.63081461018905;WarmteAtlas:CO2EmissieBedrijven;;;
1216;NL;;43013;Nyrstar Budel BV;Budel-Dorplein;Hoofdstraat;6024AA;1;;169900;361000;24.43;Vervaardiging van lood, zink en tin;Overige industrie;Basismetaal;CO2;19.537249;18.884;45.23119;42.428;25.970558;24.445857;17.942752;18.745512;18.973504;Basismetaal;213.704378;213.704378;Basismetaal;2;Black;2024;BU17060201;GM1706;6024.0;6024AA;BU17060201;GM1706;6024.0;6024AA;BU17060201;GM1706;6024.0;6024AA;False;False;False;51.23815547370636;5.600557589171603;WarmteAtlas:CO2EmissieBedrijven;;;
1217;NL;;43024;Nedschroef Helmond BV;Helmond;Kanaaldijk Noord West;5707LC;71;;173329;388200;25.94;Vervaardiging van bouten, schroeven en moeren;Overige industrie;Metaalelektro;CO2;0.372;0.0;5.227602;6.964119;5.807292;6.779062;5.906197;4.665056;0.0;Metaalelektro;0.0;0.0;Overige;0;Gray;2024;BU07941007;GM0794;5707.0;5707LC;BU07941007;GM0794;5707.0;5707LC;BU07941007;GM0794;5707.0;5707LC;False;False;False;51.482545879612125;5.651067684610998;WarmteAtlas:CO2EmissieBedrijven;;;
