PK_UID;LandCode;INST_TYPE;NIC;INRICHTING;STAD;STRAATNAAM;POSTCODE;NR;TOEVOEGING;X;Y;SBI_CODE;SBI;SECTOR;SUBSECTOR;EMISSIE;kton1990;kton2000;kton2010;kton2015;kton2020;kton2021;kton2022;kton2023;kton2024;conv_grp;TJ_Warmte;TJ_W_Ind;legenda;Size;color;Jaar;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
410;NL;;202926;Ulamo;Ulft;Riezenweg;7071PR;1;;222200;435430;25.21;Vervaardiging van ketels en radiatoren voor centrale verwarming;Overige industrie;Metaalelektro;CO2;0.0;0.0;1.297486;1.661082;0.0;0.0;1.63584;1.385876;1.501456;Metaalelektro;23.616264;23.616264;Overige;1;Gray;2024;BU15090009;GM1509;7071.0;7071PV;BU15090009;GM1509;7071.0;7071PV;BU15090009;GM1509;7071.0;7071PV;False;False;False;51.903311247424426;6.363682430220484;WarmteAtlas:CO2EmissieBedrijven;;;
411;NL;;202928;C & T Technics;Uden;Frontstraat;5405AK;12;a;173000;407050;25.61;Oppervlaktebehandeling en bekleding van metaal;Overige industrie;Metaalelektro;CO2;0.0;0.0;0.0;0.62476;0.0;0.0;0.0;0.0;0.0;Metaalelektro;0.0;0.0;Overige;0;Gray;2024;BU19910115;GM1991;5405.0;5405AK;BU19910115;GM1991;5405.0;5405AK;BU19910115;GM1991;5405.0;5405AK;False;False;False;51.6519900421603;5.6473009427742555;WarmteAtlas:CO2EmissieBedrijven;;;
412;NL;;202935;Alblasserdam Yachtbuilding B.V. (Oceanco);Alblasserdam;Marineweg;2952BX;1;;104638;430413;30.12;Bouw van sport- en recreatievaartuigen;Overige industrie;Metaalelektro;CO2;0.0;0.0;0.611;0.647;0.7427;0.604;0.604;0.596;0.125597;Metaalelektro;1.975503;1.975503;Overige;1;Gray;2024;BU04820105;GM0482;2952.0;2952AZ;BU04820105;GM0482;2952.0;2952AZ;BU04820105;GM0482;2952.0;2952AZ;False;False;False;51.860000948492946;4.656105674377922;WarmteAtlas:CO2EmissieBedrijven;;;
413;NL;;202940;Scheepswerf Hoebee;Dordrecht;Merwedestraat;3313CS;56;;106850;425760;30.11;Bouw van schepen en drijvend materieel (geen sport- en recreatievaartuigen);Overige industrie;Metaalelektro;CO2;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;Metaalelektro;0.0;0.0;Overige;0;Gray;2024;BU05050602;GM0505;3313.0;3313GN;BU05050602;GM0505;3313.0;3313GN;BU05050602;GM0505;3313.0;3313GN;False;False;False;51.818376207381405;4.688863144084242;WarmteAtlas:CO2EmissieBedrijven;;;
414;NL;;202962;IQIP B.V.;Sliedrecht;Molendijk;3361EP;94;;111810;426380;30.11;Bouw van schepen en drijvend materieel (geen sport- en recreatievaartuigen);Overige industrie;Metaalelektro;CO2;0.0;0.0;0.68501;0.564428;0.0;0.0;0.366774;0.0;0.0;Metaalelektro;0.0;0.0;Overige;0;Gray;2024;BU06100108;GM0610;3361.0;3361EP;BU06100108;GM0610;3361.0;3361EP;BU06100108;GM0610;3361.0;3361EP;False;False;False;51.8243546853806;4.76071826901783;WarmteAtlas:CO2EmissieBedrijven;;;
415;NL;;202970;Scheepswerf Kooiman BV;Zwijndrecht;Lindtsedijk;3336LE;84;;101565;425101;30.11;Bouw van schepen en drijvend materieel (geen sport- en recreatievaartuigen);Overige industrie;Metaalelektro;CO2;0.0;0.0;0.15;0.0;0.0;0.0;0.0;0.0;0.0;Metaalelektro;0.0;0.0;Overige;0;Gray;2024;BU06420701;GM0642;3336.0;3336LE;BU06420701;GM0642;3336.0;3336LE;BU06420701;GM0642;3336.0;3336LE;False;False;False;51.811972225106715;4.61232080087029;WarmteAtlas:CO2EmissieBedrijven;;;
416;NL;LCP;202990;Alco Energy Rotterdam B.V.;Europoort Rotterdam;Merwedeweg;3198LH;10;;72210;438230;46.71.2;Groothandel in vloeibare en gasvormige brandstoffen;Handel, Diensten en Overheid (HDO);Energiegebruik en processen Handel, Diensten en Overheid (HDO);CO2;0.0;0.0;213.894896;527.662;328.601389;357.416224;343.725943;352.921056;388.300508;Overig;6152.648894;6152.648894;Overige;4;Gray;2024;BU05992307;GM0599;3198.0;3198LR;BU05992307;GM0599;3198.0;3198LR;BU05992307;GM0599;3198.0;3198LR;False;False;False;51.9263760407478;4.183554705320046;WarmteAtlas:CO2EmissieBedrijven;;;
417;NL;;202992;Viterra Botlek B.V.;Botlek Rotterdam;Welplaatweg;3197KS;108;;80191;433416;19.20.1;Aardolieraffinage;Raffinaderijen;Raffinage en verwerking;CO2;0.0;0.0;19.024189;37.3776;32.744517;33.328092;33.200936;27.939819;28.619684;Raffinage en verwerking;369.191277;0.0;Raffinage;3;Purple;2024;BU05992306;GM0599;3197.0;3197KR;BU05992306;GM0599;3197.0;3197KS;BU05992306;GM0599;3197.0;3197KS;False;False;False;51.884243543968154;4.300612131620362;WarmteAtlas:CO2EmissieBedrijven;;;
418;NL;;202999;Van Gansewinkel (Stuurboord);Drachten;Stuurboord;9206BK;9;;200205;570315;38.11;Inzameling van onschadelijk afval;Afvalverwijdering;AVI's;CO2;0.0;0.0;0.0;0.749454;0.0;0.0;0.720796;0.723291;0.646872;Overig;10.249732;10.249732;Afval;1;Maroon;2024;BU00900011;GM0090;9206.0;9206BK;BU00901101;GM0090;9206.0;9206BK;BU00901101;GM0090;9206.0;9206BK;True;False;False;53.117706749902304;6.062387174629879;WarmteAtlas:CO2EmissieBedrijven;;;
419;NL;;203024;Boehringer Ingelheim Animal Health Operations;Weesp;C.J. van Houtenlaan;1381CP;36;;130837;479482;46.46.1;Groothandel in farmaceutische producten;Handel, Diensten en Overheid (HDO);Energiegebruik en processen Handel, Diensten en Overheid (HDO);CO2;0.0;0.0;0.0;0.139;0.0;0.0;0.0;0.0;0.0;Overig;0.0;0.0;Overige;0;Gray;2024;BU0363SD02;GM0363;1381.0;1381CP;BU0363SD02;GM0363;1381.0;1381CP;BU0363SD02;GM0363;1381.0;1381CP;False;False;False;52.30277916048906;5.032946977086084;WarmteAtlas:CO2EmissieBedrijven;;;
420;NL;;203083;Exploitatiemaatschappij J. ter Horst BV;Varsseveld;Aaltenseweg;7051GV;58;;229581;439468;49.41;Goederenvervoer over de weg (geen verhuizingen);Handel, Diensten en Overheid (HDO);Energiegebruik en processen Handel, Diensten en Overheid (HDO);CO2;0.0;0.0;0.0;0.118145;0.117901;0.131387;0.147899;0.117679;0.0912;Overig;1.44507;1.44507;Overige;1;Gray;2024;BU15090300;GM1509;7051.0;7051GV;BU15090300;GM1509;7051.0;7051GV;BU15090300;GM1509;7051.0;7051GV;False;False;False;51.938660146061224;6.471793716405517;WarmteAtlas:CO2EmissieBedrijven;;;
421;NL;;203086;JAZO Zevenaar BV;Zevenaar;Handelsdwarsstraat;6905DJ;10;;201642;437257;25.12;Vervaardiging van metalen deuren, vensters en kozijnen;Overige industrie;Metaalelektro;CO2;0.0;0.0;0.0;0.125559;0.0;0.0;0.115;0.099308;0.098894;Metaalelektro;1.555494;1.555494;Overige;1;Gray;2024;BU02990013;GM0299;6905.0;6905DJ;BU02990013;GM0299;6905.0;6905DJ;BU02990013;GM0299;6905.0;6905DJ;False;False;False;51.921835126216216;6.065227274545322;WarmteAtlas:CO2EmissieBedrijven;;;
422;NL;LCP;203155;Vattenfall Power Generation B.V. (HWC Almere Stad);Almere;Markerkant;1316AB;1015;;143251;488915;35.11.1;Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales;Energiesector;Opwekking electriciteit;CO2;0.0;0.0;6.191223;0.569823;0.446653;1.533279;0.181834;0.29994;4.098664;Opwekking electriciteit;28.690648;0.0;Energy;2;Yellow;2024;BU00343501;GM0034;1314.0;1314AK;BU00343501;GM0034;1314.0;1314AK;BU00343501;GM0034;1314.0;1314AK;False;False;False;52.387963961920875;5.214620065953331;WarmteAtlas:CO2EmissieBedrijven;;;
423;NL;;203159;Eco Fuels Netherlands BV;Eemshaven;Westlob;9979XJ;6;;250767;608511;19.20.1;Aardolieraffinage;Raffinaderijen;Raffinage en verwerking;CO2;0.0;0.0;0.0;3.32;4.75;5.51;4.27;5.21;5.28;Raffinage en verwerking;68.111512;0.0;Raffinage;2;Purple;2024;BU19661401;GM1966;9979.0;9979XW;BU19661401;GM1966;9979.0;9979XW;BU19661401;GM1966;9979.0;9979XW;False;False;False;53.454186995816734;6.828832171716911;WarmteAtlas:CO2EmissieBedrijven;;;
424;NL;;203186;RWZI Amsterdam-West;Amsterdam;Australiëhavenweg;1046BS;15;;114161;490246;37.00;Afvalwaterinzameling en -behandeling;Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;CO2;0.0;0.0;14.517231;17.113082;19.140888;9.008583;9.478266;5.616397;7.843808;Overig;124.285698;124.285698;RWZI;2;Bleu;2024;BU0363FA02;GM0363;1046.0;1046BS;BU0363FA02;GM0363;1046.0;1046BS;BU0363FA02;GM0363;1046.0;1046BS;False;False;False;52.39853247711351;4.787161575032389;WarmteAtlas:CO2EmissieBedrijven;;;
425;NL;;203220;EEW Energy from Waste Delfzijl B.V.;Farmsum;Oosterhorn;9936HD;38;;261673;592659;38.21;Behandeling van onschadelijk afval;Afvalverwijdering;AVI's;CO2;0.0;0.0;47.861303;381.457875;825.841974;828.791825;694.211329;682.663459;549.692398;Overig;8709.914757;8709.914757;Afval;4;Maroon;2024;BU19790831;GM1979;9936.0;9936HD;BU19790831;GM1979;9936.0;9936HD;BU19790831;GM1979;9936.0;9936HD;False;False;False;53.309725908275745;6.987639086286566;WarmteAtlas:CO2EmissieBedrijven;;;
426;NL;LCP;203228;RWE Eemshaven Magnum B.V.;Eemshaven;Synergieweg;9979XD;11;;252795;607838;35.11.1;Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales;Energiesector;Opwekking electriciteit;CO2;0.0;0.0;0.0;585.005238;2248.105968;1295.11038;1199.442657;1100.402828;437.223392;Opwekking electriciteit;3060.563745;0.0;Energy;4;Yellow;2024;BU19661401;GM1966;9979.0;9979XD;BU19661401;GM1966;9979.0;9979XD;BU19661401;GM1966;9979.0;9979XD;False;False;False;53.44777275066758;6.859143587833397;WarmteAtlas:CO2EmissieBedrijven;;;
427;NL;LCP;203273;RWE Eemshaven Holding BV;Eemshaven;Synergieweg;9979XD;1;;252795;607838;35.11.1;Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales;Energiesector;Opwekking electriciteit;CO2;0.0;0.0;0.0;6293.5955;3034.033729;7197.545586;5998.185996;3634.580284;3855.371055;Opwekking electriciteit;26987.597385;0.0;Energy;5;Yellow;2024;BU19661401;GM1966;9979.0;9979XD;BU19661401;GM1966;9979.0;9979XD;BU19661401;GM1966;9979.0;9979XD;False;False;False;53.44777275066758;6.859143587833397;WarmteAtlas:CO2EmissieBedrijven;;;
428;NL;;203284;Staalstraal Brabant BV;Oosterhout;Gooikensdam;4905BN;6;;118320;408760;25.61;Oppervlaktebehandeling en bekleding van metaal;Overige industrie;Metaalelektro;CO2;0.0;0.0;0.0;0.653;0.531451;0.913461;0.467037;0.539918;0.561001;Metaalelektro;8.823932;8.823932;Overige;1;Gray;2024;BU08260606;GM0826;4908.0;4908BE;BU08260606;GM0826;4908.0;4908BE;BU08260606;GM0826;4908.0;4908BE;False;False;False;51.666449879589855;4.85700544862885;WarmteAtlas:CO2EmissieBedrijven;;;
429;NL;;203332;Brabant Alucast The Netherlands (Heijen);Heijen;De Grens;6598DK;45;;196693;408187;24.53;Gieten van lichte metalen;Overige industrie;Basismetaal;CO2;0.0;0.0;0.0;1.85838;0.0;0.0;0.0;0.0;0.0;Basismetaal;0.0;0.0;Basismetaal;0;Black;2024;BU09070409;GM0907;6598.0;6598DK;BU09070409;GM0907;6598.0;6598DK;BU09070409;GM0907;6598.0;6598DK;False;False;False;51.66094750561299;5.989786938277917;WarmteAtlas:CO2EmissieBedrijven;;;
430;NL;;203346;Inter-Che-M BV;Beuningen;Platinawerf;6641TL;22;- 26;178673;429681;38.22;Behandeling van schadelijk afval;Afvalverwijdering;AVI's;CO2;0.0;0.0;0.404734;0.342138;0.25697;0.34287;0.22807;0.2133;0.20132;Overig;3.18993;3.18993;Afval;1;Maroon;2024;BU02090131;GM0209;6641.0;6641TL;BU02090131;GM0209;6641.0;6641TL;BU02090131;GM0209;6641.0;6641TL;False;False;False;51.85519326929463;5.730819572563201;WarmteAtlas:CO2EmissieBedrijven;;;
431;NL;LCP;203411;Air Liquide Pergen VOF;Pernis Rotterdam;Vondelingenweg;3196KK;601;;84800;433523;35.11.1;Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales;Energiesector;Opwekking electriciteit;CO2;0.0;0.0;1374.819663;1231.671661;1260.57869;1209.44803;1154.359637;1101.627224;1031.225096;Opwekking electriciteit;7218.575672;0.0;Energy;5;Yellow;2024;BU05992295;GM0599;3196.0;3196KH;BU05992295;GM0599;3196.0;3196KH;BU05992295;GM0599;3196.0;3196KH;False;False;False;51.88580524098241;4.367524969908818;WarmteAtlas:CO2EmissieBedrijven;;;
432;NL;;203416;IHC Offshore & Marine B.V.;Krimpen aan den IJssel;Schaardijk;2921LG;24;;98978;435618;30.11;Bouw van schepen en drijvend materieel (geen sport- en recreatievaartuigen);Overige industrie;Metaalelektro;CO2;0.0;0.0;0.0;0.0;0.433889;0.295122;0.229463;0.185036;0.211843;Metaalelektro;3.332059;3.332059;Overige;1;Gray;2024;BU05420000;GM0542;2921.0;2921LM;BU05420000;GM0542;2921.0;2921LM;BU05420000;GM0542;2921.0;2921LM;False;False;False;51.906240978743604;4.573101867299477;WarmteAtlas:CO2EmissieBedrijven;;;
433;NL;;203417;Van Rooi Meat BV (Helmond);Helmond;Roggedijk;5704RH;4;;176659;384365;10.11;Slachterijen (geen pluimvee-);Overige industrie;Voedings- en genotmiddelenindustrie;CO2;0.0;0.0;0.0;4.98583;4.058158;8.507626;5.237868;3.741703;5.1553;Voedings- en genotmiddelenindustrie;80.445281;80.445281;Voeding;2;Green;2024;BU07942902;GM0794;5704.0;5704RG;BU07942902;GM0794;5704.0;5704RG;BU07942902;GM0794;5704.0;5704RG;False;False;False;51.44795650634666;5.698770072507095;WarmteAtlas:CO2EmissieBedrijven;;;
434;NL;;203422;Koole Renewable Energy B.V.;Vondelingenplaat Rotterdam;Petroleumweg;3196KD;56;;84099;434651;46.71.2;Groothandel in vloeibare en gasvormige brandstoffen;Handel, Diensten en Overheid (HDO);Energiegebruik en processen Handel, Diensten en Overheid (HDO);CO2;0.0;0.0;0.158629;0.0;0.0;0.0;0.0;0.0;0.0;Overig;0.0;0.0;Overige;0;Gray;2024;BU05992295;GM0599;3196.0;3196KD;BU05992295;GM0599;3196.0;3196KD;BU05992295;GM0599;3196.0;3196KD;False;False;False;51.895853887073045;4.357112137587029;WarmteAtlas:CO2EmissieBedrijven;;;
435;NL;;203430;Rotocoat Kampen B.V.;IJsselmuiden;Veldoven;8271RT;11;;192130;507361;25.61;Oppervlaktebehandeling en bekleding van metaal;Overige industrie;Metaalelektro;CO2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.803;0.711408;Metaalelektro;11.18967;11.18967;Overige;1;Gray;2024;BU01660302;GM0166;8271.0;8271RT;BU01660302;GM0166;8271.0;8271RT;BU01660302;GM0166;8271.0;8271RT;False;False;False;52.5526075494022;5.934655882209593;WarmteAtlas:CO2EmissieBedrijven;;;
436;NL;;203438;Straalbedrijf A.J. den Breejen & Zonen BV;Dordrecht;Vogelaarsweg  / Derde Merwedehaven;3313LL;23;t.o.;111254;425172;25.61;Oppervlaktebehandeling en bekleding van metaal;Overige industrie;Metaalelektro;CO2;0.0;0.0;0.570696;0.348141;0.182762;0.0;0.0;0.0;0.0;Metaalelektro;0.0;0.0;Overige;0;Gray;2024;BU05059801;GM0505;3313.0;3313LP;BU05059801;GM0505;3313.0;3313LP;BU05059801;GM0505;3313.0;3313LP;False;False;False;51.81345395962327;4.7528066053580345;WarmteAtlas:CO2EmissieBedrijven;;;
437;NL;;203493;A.C. Hartman BV;Sexbierum;Juckemaleane;8861NW;10;;161651;580654;01.13;Teelt van groenten en wortel- en knolgewassen;Landbouw;Landbouwbedrijven;CO2;0.0;0.0;0.0;27.229912;0.0;0.0;0.0;0.0;0.0;Overig;0.0;0.0;Overige;0;Gray;2024;BU19494402;GM1949;8855.0;8855XE;BU19494402;GM1949;8855.0;8855XE;BU19494402;GM1949;8855.0;8855XE;False;False;False;53.21247167420076;5.486763173834091;WarmteAtlas:CO2EmissieBedrijven;;;
438;NL;;203496;Reststoffen Energie Centrale (REC);Harlingen;Lange Lijnbaan;8861NW;14;;157800;578200;38.21;Behandeling van onschadelijk afval;Afvalverwijdering;AVI's;CO2;0.0;0.0;0.0;239.974886;288.840855;303.164315;318.0;237.168;254.432;Overig;4031.492958;4031.492958;Afval;3;Maroon;2024;BU00720109;GM0072;8861.0;8861NW;BU00720109;GM0072;8861.0;8861NW;BU00720109;GM0072;8861.0;8861NW;False;False;False;53.19045510570694;5.4290979589186765;WarmteAtlas:CO2EmissieBedrijven;;;
439;NL;LCP;203505;Maasstroom Energie CV;Vondelingenplaat Rotterdam;Petroleumweg;3196KD;46;;83747;433987;35.14;Handel in elektriciteit en in gas via leidingen;Energiesector;Opwekking electriciteit;CO2;0.0;0.0;639.568;161.258;832.572;571.39983;426.3343;486.91;394.299989;Opwekking electriciteit;2760.099923;0.0;Energy;4;Yellow;2024;BU05992295;GM0599;3196.0;3196KD;BU05992295;GM0599;3196.0;3196KD;BU05992295;GM0599;3196.0;3196KD;False;False;False;51.88984151619974;4.352136219943077;WarmteAtlas:CO2EmissieBedrijven;;;
440;NL;;203530;Teijin Aramid BV (Emmen);Emmen;1e bokslootslootweg;7821AT;17;;257552;533045;20.60;Vervaardiging van synthetische en kunstmatige vezels;Chemische Industrie;Chemische Industrie overig;CO2;0.0;0.0;0.0;4.019;3.7182;3.760969;3.90596;3.073959;3.50645;Chemische Industrie;47.6158;47.6158;Chemie;2;Magenta;2024;BU01145300;GM0114;7821.0;7821AT;BU01145300;GM0114;7821.0;7821AT;BU01145300;GM0114;7821.0;7821AT;False;False;False;52.77499622537848;6.906986728251183;WarmteAtlas:CO2EmissieBedrijven;;;
441;NL;;203531;Laarakker Groenteverwerking BV;Well;Veenweg;5855ES;4;;207186;397108;01.61;Dienstverlening voor de akker- en/of tuinbouw;Landbouw;Landbouwbedrijven;CO2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.046812;Overig;0.741739;0.741739;Overige;1;Gray;2024;BU08930662;GM0893;5855.0;5855ES;BU08930662;GM0893;5855.0;5855ES;BU08930662;GM0893;5855.0;5855ES;False;False;False;51.56049111034068;6.139775066348363;WarmteAtlas:CO2EmissieBedrijven;;;
442;NL;;203542;Galvano Hengelo BV;Hengelo;Scandinaviëlaan;7559SJ;21;;249236;474213;46.73.8;Groothandel gespecialiseerd in overige bouwmaterialen;Handel, Diensten en Overheid (HDO);Energiegebruik en processen Handel, Diensten en Overheid (HDO);CO2;0.0;0.0;0.0;0.157;0.0;0.0;0.151;0.119;0.120256;Overig;1.905471;1.905471;Overige;1;Gray;2024;BU01640600;GM0164;7554.0;7554PA;BU01640600;GM0164;7554.0;7554PA;BU01640600;GM0164;7554.0;7554PA;False;False;False;52.24789121494429;6.767161020357472;WarmteAtlas:CO2EmissieBedrijven;;;
443;NL;;203587;Contitank BV;Delfzijl;Melasseweg;9936CX;1;;258399;594113;52.10.1;Opslag in tanks;Handel, Diensten en Overheid (HDO);Energiegebruik en processen Handel, Diensten en Overheid (HDO);CO2;0.0;0.0;0.0;0.43;0.675;0.0;0.0;0.0;0.0;Overig;0.0;0.0;Overige;0;Gray;2024;BU19790831;GM1979;9936.0;9936CX;BU19790831;GM1979;9936.0;9936CX;BU19790831;GM1979;9936.0;9936CX;False;False;False;53.32343046509603;6.939006670987093;WarmteAtlas:CO2EmissieBedrijven;;;
444;NL;;203589;Cerexagri BV;Vondelingenplaat Rotterdam;Tankhoofd;3196KE;10;;82620;434005;20.20;Vervaardiging van verdelgingsmiddelen en overige landbouwchemicaliën;Chemische Industrie;Chemische Industrie bestrijdingsmiddelen;CO2;0.0;0.0;0.0;2.705316;3.927871;0.0;0.0;0.0;0.0;Chemische Industrie;0.0;0.0;Chemie;0;Magenta;2024;BU05992295;GM0599;3196.0;3196KK;BU05992295;GM0599;3196.0;3196KK;BU05992295;GM0599;3196.0;3196KK;False;False;False;51.88985792288056;4.335763532197354;WarmteAtlas:CO2EmissieBedrijven;;;
445;NL;;203590;Arkema BV (Rotterdam);Vondelingenplaat Rotterdam;Tankhoofd;3196KE;10;;82620;434005;46.75.1;Groothandel in chemische grondstoffen en chemicaliën voor industriële toepassing;Handel, Diensten en Overheid (HDO);Energiegebruik en processen Handel, Diensten en Overheid (HDO);CO2;0.0;0.0;3.805503;3.542437;4.523945;4.636307;4.971274;4.51;4.13;Overig;65.440141;65.440141;Overige;2;Gray;2024;BU05992295;GM0599;3196.0;3196KK;BU05992295;GM0599;3196.0;3196KK;BU05992295;GM0599;3196.0;3196KK;False;False;False;51.88985792288056;4.335763532197354;WarmteAtlas:CO2EmissieBedrijven;;;
446;NL;;203605;Kok Gorinchem BV;Gorinchem;Spijksedijk;4207GN;56;;127839;428463;42.11.1;Wegenbouw;Bouw;Overig bouw;CO2;0.0;0.0;0.0;0.715;0.0;0.934;0.804;0.648;0.423;Overig;6.702465;6.702465;Overige;1;Gray;2024;BU05121409;GM0512;4207.0;4207GN;BU05121409;GM0512;4207.0;4207GN;BU05121409;GM0512;4207.0;4207GN;False;False;False;51.844087632904795;4.9930532633908955;WarmteAtlas:CO2EmissieBedrijven;;;
447;NL;;203651;DSM Advanced Polyesters Emmen BV;Emmen;1e Bokslootweg;7821AT;17;;257552;533045;20.16;Vervaardiging van kunststof in primaire vorm;Chemische Industrie;Chemische Industrie basisproducten;CO2;0.0;0.0;3.57;2.29;1.27;1.52;1.3;0.893958;1.10406;Chemische Industrie;14.992566;14.992566;Chemie;1;Magenta;2024;BU01145300;GM0114;7821.0;7821AT;BU01145300;GM0114;7821.0;7821AT;BU01145300;GM0114;7821.0;7821AT;False;False;False;52.77499622537848;6.906986728251183;WarmteAtlas:CO2EmissieBedrijven;;;
448;NL;;203707;Afvalstoffendienst gemeente 's-Hertogenbosch;Den Bosch;Titaniumlaan;5221CJ;1;;147413;415914;84.11;Algemeen overheidsbestuur;Afvalverwijdering;Overige afvalbedrijven;CO2;0.0;0.0;0.0;0.0;3.417161;2.834946;3.043471;2.42;3.29;Overig;52.130282;52.130282;Afval;2;Maroon;2024;BU07961010;GM0796;5221.0;5221CJ;BU07961010;GM0796;5221.0;5221CJ;BU07961010;GM0796;5221.0;5221CJ;False;False;False;51.73190209058393;5.277376400026948;WarmteAtlas:CO2EmissieBedrijven;;;
449;NL;;203709;Recyclingcentrum Tammer;Soesterberg;Verlengde Tempellaan;3769CG;1;;148231;459541;38.32;Gesorteerd materiaal voorbereiden tot recycling;Afvalverwijdering;AVI's;CO2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15941;Overig;2.525863;2.525863;Afval;1;Maroon;2024;BU03420802;GM0342;3769.0;3769CG;BU03420802;GM0342;3769.0;3769CG;BU03420802;GM0342;3769.0;3769CG;False;False;False;52.124041683928446;5.288359759104975;WarmteAtlas:CO2EmissieBedrijven;;;
450;NL;;203738;Fokker Landing Gear;Helmond;Grasbeemd;5705DG;28;;176012;385145;30.30;Vervaardiging van vliegtuigen en onderdelen daarvoor;Overige industrie;Metaalelektro;CO2;0.0;0.0;0.567;0.469375;0.0;0.0;0.541397;0.567309;0.516;Metaalelektro;8.116115;8.116115;Overige;1;Gray;2024;BU07942901;GM0794;5705.0;5705DE;BU07942901;GM0794;5705.0;5705DE;BU07942901;GM0794;5705.0;5705DE;False;False;False;51.454992085341104;5.689509523557947;WarmteAtlas:CO2EmissieBedrijven;;;
451;NL;;203785;Neste Oil Netherlands B.V.;Maasvlakte Rotterdam;Antarticaweg;3199KA;185;;62613;442920;20.59;Vervaardiging van overige chemische producten n.e.g.;Chemische Industrie;Chemische Industrie overig;CO2;0.0;0.0;0.0;49.854;52.189847;62.52904;69.11673;68.236664;58.34313;Chemische Industrie;792.269914;792.269914;Chemie;3;Magenta;2024;BU05992308;GM0599;3199.0;3199KA;BU05992308;GM0599;3199.0;3199KA;BU05992308;GM0599;3199.0;3199KA;False;False;False;51.967010128560474;4.042801495784371;WarmteAtlas:CO2EmissieBedrijven;;;
452;NL;;203825;Linde Gas Benelux BV;Dieren;Kanaalweg;6951KJ;4;;204514;451908;20.11;Vervaardiging van industriële gassen;Chemische Industrie;Chemische Industrie basisproducten;CO2;0.0;0.0;0.180539;0.405309;0.543935;0.490702;0.428394;0.366316;0.433173;Chemische Industrie;5.882268;5.882268;Chemie;1;Magenta;2024;BU02750001;GM0275;6951.0;6951CH;BU02750001;GM0275;6951.0;6951CH;BU02750001;GM0275;6951.0;6951CH;False;False;False;52.05326394155584;6.10909086816591;WarmteAtlas:CO2EmissieBedrijven;;;
453;NL;;203843;Putman Recycling BV (Westervoort);Westervoort;IJsseldijk;6931AA;3;- 7;195446;442762;38.32;Gesorteerd materiaal voorbereiden tot recycling;Afvalverwijdering;Overige afvalbedrijven;CO2;0.0;0.0;0.0;0.0;1.327069;1.469983;1.115133;1.10882;0.0;Overig;0.0;0.0;Afval;0;Maroon;2024;BU02930009;GM0293;6931.0;6931AA;BU02930009;GM0293;6931.0;6931AA;BU02930009;GM0293;6931.0;6931AA;False;False;False;51.971798354814595;5.975810708643399;WarmteAtlas:CO2EmissieBedrijven;;;
454;NL;;203857;Agro Care Wieringermeer BV;Middenmeer;Wagenpad;1755RJ;17;;133004;532973;01.13;Teelt van groenten en wortel- en knolgewassen;Landbouw;Landbouwbedrijven;CO2;0.0;0.0;49.158;0.0;0.0;0.0;0.0;0.0;0.0;Overig;0.0;0.0;Overige;0;Gray;2024;BU19111080;GM1911;1775.0;1775RJ;BU19111080;GM1911;1775.0;1775RJ;BU19111080;GM1911;1775.0;1775RJ;False;False;False;52.783599098069864;5.06118581079044;WarmteAtlas:CO2EmissieBedrijven;;;
455;NL;;203860;Kwekerij De Wieringermeer;Middenmeer;Oostlanderweg;1775TH;17;;131830;531216;01.13;Teelt van groenten en wortel- en knolgewassen;Landbouw;Landbouwbedrijven;CO2;0.0;0.0;62.467;0.0;0.0;0.0;0.0;0.0;0.0;Overig;0.0;0.0;Overige;0;Gray;2024;BU19111080;GM1911;1775.0;1775TH;BU19111080;GM1911;1775.0;1775TH;BU19111080;GM1911;1775.0;1775TH;False;False;False;52.767760810706655;5.043908999657998;WarmteAtlas:CO2EmissieBedrijven;;;
456;NL;;203868;Cérélia Netherlands B.V.;Sliedrecht;Baanhoek;3361GN;186;;110031;426433;10.72;Vervaardiging van beschuit en koekjes en van ander houdbaar banketbakkerswerk;Overige industrie;Voedings- en genotmiddelenindustrie;CO2;0.0;0.0;0.0;3.826615;5.256274;6.73304;6.730311;5.469879;5.494853;Voedings- en genotmiddelenindustrie;85.743797;85.743797;Voeding;2;Green;2024;BU06100102;GM0610;3361.0;3361GN;BU06100102;GM0610;3361.0;3361GN;BU06100102;GM0610;3361.0;3361GN;False;False;False;51.82469048575651;4.734908005103444;WarmteAtlas:CO2EmissieBedrijven;;;
