gml_id;bronactualiteit;opp_m2;opp_ha;gas_m3;gas_GJ;warmte_m3;warmte_GJ;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;centroid_lat;centroid_lon;geom_wkt;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
NL.TOP10NL.102434309;2010-01-01;17887.885014;1.789;536637;16985;536636.550435;16984.546821;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.96384516413427;4.225948944572378;MULTIPOLYGON (((4.226854 51.963467, 4.225507 51.962983, 4.224891 51.9636, 4.225127 51.96369, 4.224758 51.96409, 4.226383 51.964674, 4.22642 51.964678, 4.227195 51.96393, 4.22688 51.963808, 4.226787 51.963774, 4.226837 51.963721, 4.226677 51.963664, 4.226766 51.96357, 4.226854 51.963467)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.100838240;2010-01-01;14720.442542;1.472;441613;13977;441613.27626;13977.060194;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.96675636913636;4.223523335915915;MULTIPOLYGON (((4.224752 51.967209, 4.2247 51.967192, 4.22488 51.966988, 4.225081 51.967056, 4.225173 51.96696, 4.222407 51.966012, 4.222144 51.966311, 4.222242 51.966342, 4.222008 51.966616, 4.223068 51.966971, 4.22452 51.967445, 4.224672 51.967496, 4.224861 51.967269, 4.224957 51.96717, 4.224822 51.967132, 4.224752 51.967209)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.100840797;2010-01-01;11023.373651;1.102;330701;10467;330701.20953;10466.693282;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.96725219468382;4.2230571690599605;MULTIPOLYGON (((4.221615 51.96709, 4.223053 51.967532, 4.224154 51.96788, 4.224302 51.967704, 4.224461 51.967516, 4.22452 51.967445, 4.223068 51.966971, 4.222008 51.966616, 4.221615 51.96709)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.102434315;2015-01-01;43275.058525;4.328;1298252;41090;1298251.75575;41089.668069;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.96616788767981;4.227725678206892;MULTIPOLYGON (((4.227711 51.965522, 4.227931 51.965289, 4.227453 51.965121, 4.227296 51.965065, 4.226482 51.964778, 4.226009 51.965264, 4.22572 51.965562, 4.225594 51.965695, 4.225468 51.965832, 4.227356 51.966522, 4.227318 51.966561, 4.226899 51.966992, 4.22851 51.96759, 4.228949 51.967139, 4.229029 51.967056, 4.229057 51.96703, 4.229168 51.967068, 4.229227 51.967003, 4.229175 51.966985, 4.229229 51.966925, 4.22918 51.966908, 4.229237 51.966852, 4.229453 51.966641, 4.229604 51.966479, 4.229894 51.966166, 4.229673 51.966078, 4.229698 51.966052, 4.229127 51.965842, 4.22916 51.965808, 4.229105 51.965788, 4.228546 51.965584, 4.228328 51.965502, 4.227848 51.966004, 4.227648 51.965932, 4.227484 51.965872, 4.227789 51.96555, 4.227711 51.965522)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.126645168;2012-01-01;17770.903792;1.777;533127;16873;533127.113775;16873.473151;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.98006306881949;4.2335015876448505;MULTIPOLYGON (((4.23328 51.981051, 4.234238 51.980096, 4.234033 51.980017, 4.234003 51.980048, 4.233781 51.979973, 4.233788 51.979959, 4.234139 51.979996, 4.234127 51.980038, 4.234497 51.980077, 4.234605 51.979715, 4.23471 51.979362, 4.234711 51.979359, 4.233624 51.979235, 4.233556 51.979462, 4.232922 51.97939, 4.232839 51.979668, 4.233329 51.979815, 4.233566 51.979867, 4.233536 51.979917, 4.233403 51.979879, 4.233385 51.979904, 4.232992 51.97977, 4.232269 51.980577, 4.232621 51.980698, 4.232519 51.980812, 4.232639 51.980853, 4.23274 51.980741, 4.232782 51.980756, 4.232755 51.980791, 4.232912 51.98084, 4.232853 51.980907, 4.23328 51.981051)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.100840944;2012-01-01;10896.512997;1.09;326895;10346;326895.38991;10346.239091;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.98019989330212;4.2368423478250525;MULTIPOLYGON (((4.237542 51.979927, 4.235697 51.979733, 4.235569 51.980007, 4.235801 51.980126, 4.237226 51.980836, 4.238054 51.980188, 4.237542 51.979927)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.102449011;2006-01-01;1221.573761;0.122;36647;1160;36647.21283;1159.884286;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.97936710986304;4.232483982395154;MULTIPOLYGON (((4.231756 51.979304, 4.232784 51.979556, 4.232866 51.979295, 4.232864 51.979295, 4.232868 51.979291, 4.232895 51.979207, 4.232835 51.979196, 4.232796 51.979279, 4.232506 51.979212, 4.232387 51.979386, 4.231796 51.979242, 4.231756 51.979304)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.100840912;2012-01-01;11117.329844;1.112;333520;10556;333519.895305;10555.904686;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.980793950891034;4.236033398300454;MULTIPOLYGON (((4.23629 51.981447, 4.236513 51.981282, 4.236542 51.9813, 4.237143 51.980821, 4.235774 51.980147, 4.235441 51.980394, 4.235318 51.980328, 4.235245 51.980386, 4.235269 51.980398, 4.23518 51.980466, 4.235279 51.980518, 4.23526 51.980533, 4.234994 51.980744, 4.23495 51.980779, 4.23629 51.981447)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.129883406;2016-01-01;20238.075133;2.024;607142;19216;607142.254005;19216.052339;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.97954790530495;4.22921327365956;MULTIPOLYGON (((4.230209 51.979765, 4.230602 51.979194, 4.230461 51.979156, 4.228887 51.97873, 4.228877 51.978727, 4.228455 51.979314, 4.22812 51.979224, 4.228033 51.979352, 4.22802 51.979373, 4.227712 51.979811, 4.228577 51.980046, 4.229706 51.980352, 4.229769 51.980369, 4.230158 51.979794, 4.230209 51.979765)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.102449887;2012-01-01;53936.932911;5.394;1618108;51213;1618107.987345;51213.117799;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.95975193829851;4.249787933579765;MULTIPOLYGON (((4.249492 51.961468, 4.249659 51.961292, 4.24979 51.961154, 4.249883 51.961187, 4.249995 51.961069, 4.249903 51.961035, 4.249978 51.960956, 4.249979 51.960957, 4.250484 51.960386, 4.250727 51.960128, 4.251004 51.959815, 4.251446 51.959317, 4.252041 51.958669, 4.24993 51.958084, 4.249466 51.958595, 4.24944 51.958625, 4.249495 51.958646, 4.249426 51.958725, 4.24878 51.959459, 4.248496 51.959769, 4.248025 51.960297, 4.247581 51.960794, 4.249334 51.961408, 4.249492 51.961468)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.102449878;2010-01-01;84689.258877;8.469;2540678;80412;2540677.766325;80412.451304;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.9606172924599;4.253500278957307;MULTIPOLYGON (((4.253709 51.962403, 4.253723 51.962388, 4.253723 51.962388, 4.25479 51.961268, 4.25474 51.961251, 4.253467 51.96078, 4.253516 51.960733, 4.254829 51.961213, 4.256329 51.959613, 4.256366 51.959579, 4.256465 51.959474, 4.254979 51.958923, 4.254687 51.959229, 4.254515 51.959418, 4.254243 51.959324, 4.254246 51.959322, 4.253482 51.959056, 4.253437 51.959103, 4.252996 51.958955, 4.252725 51.959224, 4.252519 51.959464, 4.251879 51.960138, 4.253172 51.960622, 4.253128 51.960664, 4.25183 51.96019, 4.251302 51.960747, 4.250601 51.961479, 4.250857 51.961573, 4.252418 51.962143, 4.252943 51.962335, 4.25356 51.962561, 4.253709 51.962403)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.102449822;2020-06-01;38979.351112;3.898;1169381;37011;1169380.533375;37010.893881;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.96086215280457;4.256778988178093;MULTIPOLYGON (((4.257684 51.961543, 4.25769 51.961545, 4.25796 51.961258, 4.258155 51.961051, 4.258152 51.96105, 4.258712 51.960457, 4.256401 51.959625, 4.254843 51.961262, 4.257155 51.962101, 4.257684 51.961543)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.102449824;2017-01-01;71044.499711;7.104;2131335;67457;2131334.99133;67456.752476;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.96257320855166;4.25929395433451;MULTIPOLYGON (((4.26038 51.963195, 4.261882 51.961598, 4.259475 51.960734, 4.258963 51.961287, 4.258425 51.961865, 4.257911 51.962398, 4.257704 51.962323, 4.256615 51.963428, 4.257292 51.963672, 4.25807 51.963953, 4.2585 51.964109, 4.25914 51.964348, 4.259255 51.96439, 4.260333 51.963245, 4.26038 51.963195)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.126695130;2012-01-01;833.007799;0.083;24990;791;24990.23397;790.940905;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.95972530052533;4.2447465737631145;MULTIPOLYGON (((4.244464 51.959867, 4.24479 51.959979, 4.244835 51.959932, 4.244692 51.959882, 4.244865 51.959693, 4.244928 51.959715, 4.245044 51.959589, 4.244794 51.959499, 4.244464 51.959867)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.100839493;2010-01-01;26997.550281;2.7;809927;25634;809926.50843;25634.173992;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.958595726568156;4.247876611673719;MULTIPOLYGON (((4.246217 51.958847, 4.248415 51.959586, 4.249507 51.958345, 4.248557 51.958026, 4.248635 51.957938, 4.248512 51.957896, 4.248462 51.957954, 4.247823 51.957744, 4.247656 51.957689, 4.247604 51.957745, 4.247327 51.95765, 4.246217 51.958847)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.123360243;2010-01-01;327.464878;0.033;9824;311;9823.94634;310.927902;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.95925375075058;4.245308260867274;MULTIPOLYGON (((4.245136 51.959325, 4.245297 51.959382, 4.245481 51.959183, 4.245317 51.959126, 4.245136 51.959325)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.123360659;2010-01-01;24935.79157;2.494;748074;23677;748073.7471;23676.534096;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.961830938225674;4.247906722137401;MULTIPOLYGON (((4.248389 51.962546, 4.248532 51.962389, 4.248669 51.962436, 4.248619 51.962491, 4.24874 51.962536, 4.248973 51.962283, 4.248645 51.962161, 4.248889 51.961886, 4.249142 51.961598, 4.24937 51.961674, 4.249492 51.961718, 4.249614 51.961586, 4.249267 51.961457, 4.249301 51.961432, 4.247548 51.960831, 4.246837 51.961629, 4.246623 51.961861, 4.246528 51.961969, 4.246704 51.96204, 4.246528 51.962242, 4.246647 51.962283, 4.248097 51.96278, 4.24827 51.962839, 4.248502 51.962585, 4.248389 51.962546)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.126695225;2012-01-01;1035.464817;0.104;31064;983;31063.944525;983.173844;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.95879990088532;4.245728687125398;MULTIPOLYGON (((4.246032 51.95868, 4.245727 51.958577, 4.245425 51.95892, 4.24573 51.959022, 4.246032 51.95868)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.102435585;2020-06-01;450.664572;0.045;13520;428;13519.937145;427.906011;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.960362654729686;4.245539999236622;MULTIPOLYGON (((4.245778 51.960359, 4.245402 51.960241, 4.245301 51.960362, 4.245301 51.960362, 4.2453 51.960363, 4.245548 51.960443, 4.245564 51.960453, 4.245671 51.960487, 4.245778 51.960359)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.102435291;2020-06-01;4448.145107;0.445;133444;4224;133444.353225;4223.51378;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.96108275406547;4.244697105053795;MULTIPOLYGON (((4.245322 51.960883, 4.244621 51.960641, 4.244554 51.960709, 4.244092 51.961218, 4.244173 51.961246, 4.2442 51.961253, 4.244468 51.961349, 4.244404 51.961409, 4.244372 51.961419, 4.24435 51.961443, 4.244704 51.961565, 4.245322 51.960883)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.102435584;2020-01-01;18130.292933;1.813;543909;17215;543908.788005;17214.71314;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.960097512899694;4.247026478386335;MULTIPOLYGON (((4.247249 51.960855, 4.247271 51.96083, 4.247328 51.96085, 4.248339 51.959711, 4.246913 51.959224, 4.24569 51.960588, 4.246399 51.960832, 4.246528 51.960677, 4.246855 51.960781, 4.24688 51.960789, 4.246943 51.960719, 4.247091 51.960768, 4.24707 51.960794, 4.247249 51.960855)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.100839039;2010-01-01;16518.171167;1.652;495545;15684;495545.134995;15684.003523;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.96061127721988;4.261132143723969;MULTIPOLYGON (((4.262471 51.960514, 4.260622 51.959857, 4.260411 51.960076, 4.260276 51.960025, 4.260119 51.960181, 4.26027 51.960235, 4.260051 51.960471, 4.25982 51.960718, 4.261661 51.961383, 4.262471 51.960514)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.102449877;2010-01-01;1197.756057;0.12;35933;1137;35932.68171;1137.269376;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.96100308504577;4.264682976737415;MULTIPOLYGON (((4.264025 51.960833, 4.265268 51.961285, 4.265348 51.961201, 4.265067 51.961099, 4.264663 51.960952, 4.264757 51.960856, 4.264637 51.960811, 4.264542 51.960907, 4.264106 51.960749, 4.264025 51.960833)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.102449906;2017-01-01;308573.180661;30.857;9257195;292990;9257195.41983;292990.235038;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.96428296832254;4.268462364936138;MULTIPOLYGON (((4.27334 51.96785, 4.274531 51.966669, 4.272859 51.966025, 4.273063 51.965823, 4.274799 51.966493, 4.275938 51.965397, 4.275499 51.965229, 4.27422 51.964737, 4.274198 51.964729, 4.274087 51.964838, 4.27363 51.964662, 4.273122 51.964467, 4.272443 51.964205, 4.272425 51.964198, 4.272683 51.963945, 4.272455 51.963856, 4.272426 51.963885, 4.272156 51.96378, 4.272089 51.963845, 4.271478 51.963607, 4.271455 51.96363, 4.270958 51.963437, 4.270924 51.96347, 4.270899 51.963458, 4.270406 51.963266, 4.269411 51.962865, 4.269402 51.962875, 4.267784 51.962245, 4.266819 51.961869, 4.26688 51.961805, 4.266664 51.961726, 4.266606 51.961786, 4.26609 51.961585, 4.266076 51.961599, 4.265997 51.961573, 4.265823 51.961515, 4.264616 51.961073, 4.264501 51.961192, 4.263438 51.960802, 4.261118 51.963218, 4.261415 51.963327, 4.262374 51.963678, 4.262418 51.963632, 4.262764 51.963758, 4.26277 51.963756, 4.263582 51.964053, 4.264775 51.962811, 4.264816 51.962826, 4.2649 51.962752, 4.269463 51.964529, 4.269709 51.964625, 4.26974 51.964594, 4.269776 51.964596, 4.271308 51.965193, 4.271381 51.965221, 4.271408 51.965231, 4.271255 51.965382, 4.269654 51.964766, 4.268481 51.964311, 4.268336 51.964461, 4.267105 51.963988, 4.267138 51.963955, 4.264749 51.963035, 4.263541 51.964191, 4.263883 51.964323, 4.263823 51.964381, 4.264036 51.964464, 4.264096 51.964405, 4.264143 51.964423, 4.264187 51.96444, 4.264248 51.964463, 4.264253 51.964459, 4.265156 51.964807, 4.265152 51.964811, 4.26516 51.964814, 4.26533 51.964879, 4.265267 51.964937, 4.265434 51.965007, 4.265502 51.964945, 4.265951 51.965117, 4.265927 51.965147, 4.266061 51.965188, 4.266784 51.965489, 4.267082 51.965607, 4.26711 51.965617, 4.267186 51.965546, 4.267809 51.965802, 4.268382 51.96602, 4.26834 51.966062, 4.268674 51.966189, 4.269184 51.966384, 4.269474 51.966494, 4.269586 51.966386, 4.269772 51.966457, 4.269674 51.966558, 4.270059 51.966711, 4.27045 51.966867, 4.270351 51.966958, 4.2704 51.966978, 4.270349 51.967026, 4.270462 51.967072, 4.270613 51.966932, 4.270861 51.967031, 4.271053 51.966844, 4.27222 51.967302, 4.272144 51.967376, 4.27217 51.967387, 4.272982 51.967703, 4.272976 51.967709, 4.27334 51.96785)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.123360656;2012-01-01;44173.444138;4.417;1325203;41943;1325203.32414;41942.685209;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.962333479210066;4.241308663745261;MULTIPOLYGON (((4.243117 51.961456, 4.241319 51.960831, 4.240152 51.962122, 4.239353 51.962998, 4.240995 51.963569, 4.241617 51.963776, 4.241645 51.963741, 4.242612 51.962693, 4.242462 51.962635, 4.242128 51.962507, 4.242724 51.961888, 4.242834 51.961774, 4.243117 51.961456)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.102449855;2010-01-01;7436.985292;0.744;223110;7061;223109.55876;7061.417535;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.967401230396014;4.247321132430826;MULTIPOLYGON (((4.248176 51.967275, 4.24705 51.966874, 4.246823 51.967125, 4.246486 51.967502, 4.246464 51.967527, 4.247596 51.967929, 4.248176 51.967275)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.102435766;2012-01-01;47349.115323;4.735;1420473;44958;1420473.45969;44957.984999;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.96908105972607;4.2489864611429615;MULTIPOLYGON (((4.250299 51.9703, 4.250898 51.969683, 4.251484 51.969054, 4.248669 51.968032, 4.248451 51.968282, 4.2476 51.96798, 4.247034 51.968607, 4.246989 51.968656, 4.246921 51.968733, 4.246331 51.96938, 4.246649 51.96948, 4.247034 51.969607, 4.247139 51.969641, 4.247481 51.969259, 4.247542 51.96928, 4.248644 51.969682, 4.249196 51.969889, 4.249165 51.969921, 4.249329 51.96998, 4.249458 51.970026, 4.249556 51.970061, 4.249583 51.970033, 4.250299 51.9703)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.102435504;2012-01-01;6099.815157;0.61;182994;5792;182994.45471;5791.774492;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.97055634964594;4.248180448380854;MULTIPOLYGON (((4.249009 51.970426, 4.2489 51.970389, 4.248833 51.970364, 4.248811 51.970394, 4.248525 51.970295, 4.248496 51.970325, 4.248141 51.970196, 4.248136 51.970196, 4.247859 51.970103, 4.247376 51.970637, 4.248446 51.971024, 4.249009 51.970426)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.100840721;2015-01-01;45591.322591;4.559;1367740;43289;1367739.67773;43288.9608;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.96508630192588;4.25679362013711;MULTIPOLYGON (((4.254828 51.966137, 4.255727 51.966493, 4.256105 51.966636, 4.257188 51.965493, 4.257959 51.965767, 4.259024 51.964635, 4.258915 51.964595, 4.258269 51.96436, 4.25783 51.9642, 4.257333 51.964019, 4.256392 51.963676, 4.255338 51.964806, 4.255809 51.964982, 4.255962 51.96504, 4.255742 51.965283, 4.255634 51.965244, 4.255352 51.965551, 4.255404 51.965572, 4.25511 51.965861, 4.254828 51.966137)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.123359974;2012-01-01;9917.592375;0.992;297528;9417;297527.77125;9416.75396;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.962875644811795;4.247112588748259;MULTIPOLYGON (((4.246647 51.962283, 4.246053 51.96292, 4.247676 51.963482, 4.247878 51.963251, 4.247963 51.963157, 4.247808 51.963104, 4.248067 51.962813, 4.248097 51.96278, 4.246647 51.962283)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.100838334;2012-01-01;7660.325844;0.766;229810;7273;229809.77532;7273.479389;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.963403199143436;4.246653405228784;MULTIPOLYGON (((4.245936 51.962933, 4.245575 51.963341, 4.247103 51.963864, 4.247317 51.963641, 4.247481 51.963703, 4.247674 51.963773, 4.247888 51.963555, 4.247676 51.963482, 4.246053 51.96292, 4.245973 51.962892, 4.245936 51.962933)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.102449833;2017-01-01;24615.907181;2.462;738477;23373;738477.21543;23372.803868;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.969372789932926;4.245434595359555;MULTIPOLYGON (((4.246652 51.968641, 4.246296 51.968521, 4.246289 51.968529, 4.245987 51.968417, 4.245851 51.968572, 4.245462 51.968443, 4.24538 51.968537, 4.245074 51.968435, 4.244171 51.969352, 4.2442 51.969363, 4.244097 51.969461, 4.244781 51.969693, 4.24478 51.969694, 4.245093 51.969798, 4.245115 51.969806, 4.244598 51.97035, 4.244449 51.97051, 4.245147 51.970748, 4.246103 51.969636, 4.246126 51.969609, 4.246331 51.96938, 4.246921 51.968733, 4.246652 51.968641)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.102436643;2013-01-01;92118.569593;9.212;2763557;87467;2763557.08779;87466.581829;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.96738237387129;4.251248295072884;MULTIPOLYGON (((4.251495 51.965941, 4.251596 51.965832, 4.251398 51.965762, 4.251297 51.965871, 4.25127 51.965861, 4.250732 51.965671, 4.249999 51.965413, 4.249613 51.965845, 4.248254 51.967302, 4.248183 51.967382, 4.248994 51.967681, 4.249972 51.968042, 4.249777 51.968267, 4.250821 51.968659, 4.251692 51.968976, 4.252559 51.969292, 4.252819 51.969026, 4.253803 51.967989, 4.253893 51.967894, 4.254018 51.967762, 4.254387 51.96738, 4.254333 51.967362, 4.252536 51.966709, 4.251637 51.966357, 4.251556 51.966326, 4.251818 51.966055, 4.251495 51.965941)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.102435520;2010-01-01;11947.400539;1.195;358422;11344;358422.01617;11344.056812;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.970832562379975;4.245489144902771;MULTIPOLYGON (((4.245159 51.971781, 4.246302 51.970545, 4.245932 51.970421, 4.245999 51.970343, 4.246504 51.969776, 4.246103 51.969636, 4.245147 51.970748, 4.245036 51.970871, 4.244705 51.971237, 4.244371 51.971599, 4.24476 51.971728, 4.24481 51.971669, 4.245159 51.971781)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.102449907;2010-01-01;663.811852;0.066;19914;630;19914.35556;630.289353;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.97046878409086;4.2494164872138045;MULTIPOLYGON (((4.249602 51.970424, 4.249222 51.970302, 4.249102 51.970432, 4.249764 51.970673, 4.249809 51.970627, 4.24952 51.970514, 4.249525 51.97051, 4.249602 51.970424)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.102436243;2010-01-01;86785.03046;8.679;2603551;82402;2603550.913815;82402.386422;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.970260939173386;4.251885162018996;MULTIPOLYGON (((4.248628 51.972267, 4.249202 51.971667, 4.250107 51.972, 4.250747 51.971345, 4.251332 51.97075, 4.251969 51.970993, 4.251289 51.971702, 4.252041 51.971977, 4.252075 51.971982, 4.252772 51.97127, 4.252821 51.971288, 4.254285 51.969792, 4.254136 51.969737, 4.253515 51.96951, 4.253669 51.969349, 4.253725 51.969369, 4.253937 51.969149, 4.254645 51.969407, 4.2556 51.968432, 4.255283 51.968313, 4.254947 51.968188, 4.254827 51.968143, 4.254663 51.96831, 4.253803 51.967989, 4.25282 51.969025, 4.252819 51.969026, 4.252559 51.969292, 4.252518 51.969334, 4.251682 51.969022, 4.250554 51.970173, 4.250554 51.970173, 4.250528 51.9702, 4.249903 51.97085, 4.249054 51.970562, 4.247737 51.971933, 4.248628 51.972267)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
NL.TOP10NL.102435562;2010-01-01;17281.887705;1.728;518457;16409;518456.631165;16409.152376;;GM1783;;;;GM1783;;;;GM1783;;;False;False;False;51.966360045262185;4.248242703375776;MULTIPOLYGON (((4.248176 51.967275, 4.248869 51.966511, 4.248896 51.96652, 4.249539 51.965819, 4.249418 51.965776, 4.248433 51.965427, 4.247753 51.966124, 4.247688 51.966101, 4.247463 51.966338, 4.247514 51.966357, 4.24773 51.966436, 4.247575 51.966602, 4.247355 51.966529, 4.24711 51.966447, 4.246799 51.966785, 4.24705 51.966874, 4.248176 51.967275)));WarmteAtlas:Kassen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
