buurtcode;gemeentecode;scenario;modality;jaar;ev_aantal
BU05051010;GM0505;low;car_bev;2026;5.920722014411583
BU05051010;GM0505;low;car_bev;2027;8.784376661131413
BU05051010;GM0505;low;car_bev;2028;12.77971518178865
BU05051010;GM0505;low;car_bev;2029;18.236746387385583
BU05051010;GM0505;low;car_bev;2030;25.366926615315386
BU05051010;GM0505;low;car_bev;2031;34.487830496935004
BU05051010;GM0505;low;car_bev;2032;45.96169897761732
BU05051010;GM0505;low;car_bev;2033;60.15677028952909
BU05051010;GM0505;low;car_bev;2034;77.7414807308505
BU05051010;GM0505;low;car_bev;2035;98.4635801985209
BU05051010;GM0505;low;car_bev;2036;122.88479990581732
BU05051010;GM0505;low;car_bev;2037;150.7510927715817
BU05051010;GM0505;low;car_bev;2038;183.35083191525462
BU05051010;GM0505;low;car_bev;2039;222.4377929055411
BU05051010;GM0505;low;car_bev;2040;272.1568960251486
BU05051010;GM0505;low;car_bev;2041;328.6356868802561
BU05051010;GM0505;low;car_bev;2042;336.6957086837103
BU05051010;GM0505;low;car_bev;2043;337.59449786754516
BU05051010;GM0505;low;car_bev;2044;339.3461690950641
BU05051010;GM0505;low;car_bev;2045;339.88354335319457
BU05051010;GM0505;low;car_bev;2046;340.1257447460392
BU05051010;GM0505;low;car_bev;2047;340.203917772871
BU05051010;GM0505;low;car_bev;2048;341.3824659898919
BU05051010;GM0505;low;car_bev;2049;342.2608938250689
BU05051010;GM0505;low;car_bev;2050;341.9660443109536
BU05051011;GM0505;low;car_bev;2025;91.86114482039164
BU05051011;GM0505;low;car_bev;2026;110.93626269626147
BU05051011;GM0505;low;car_bev;2027;132.11140462084657
BU05051011;GM0505;low;car_bev;2028;155.45323519130935
BU05051011;GM0505;low;car_bev;2029;180.8084099623837
BU05051011;GM0505;low;car_bev;2030;211.2934931538561
BU05051011;GM0505;low;car_bev;2031;243.72659617805326
BU05051011;GM0505;low;car_bev;2032;279.0723643052868
BU05051011;GM0505;low;car_bev;2033;320.69010650790545
BU05051011;GM0505;low;car_bev;2034;362.07557316687183
BU05051011;GM0505;low;car_bev;2035;405.78501819832456
BU05051011;GM0505;low;car_bev;2036;452.52058184519075
BU05051011;GM0505;low;car_bev;2037;512.7249119128331
BU05051011;GM0505;low;car_bev;2038;556.1282192790654
BU05051011;GM0505;low;car_bev;2039;577.9572308763779
BU05051011;GM0505;low;car_bev;2040;589.6286489457216
BU05051011;GM0505;low;car_bev;2041;608.7448419346455
BU05051011;GM0505;low;car_bev;2042;621.4859090207364
BU05051011;GM0505;low;car_bev;2043;634.8220912971412
BU05051011;GM0505;low;car_bev;2044;647.6429376067837
BU05051011;GM0505;low;car_bev;2045;662.1852089735505
BU05051011;GM0505;low;car_bev;2046;676.3943696087742
BU05051011;GM0505;low;car_bev;2047;690.5123915097752
BU05051011;GM0505;low;car_bev;2048;704.6371620668197
BU05051011;GM0505;low;car_bev;2049;718.3876160224754
BU05051011;GM0505;low;car_bev;2050;732.4459300914475
BU05051012;GM0505;low;car_bev;2025;4.76233755292185
BU05051012;GM0505;low;car_bev;2026;5.793916968266899
BU05051012;GM0505;low;car_bev;2027;6.959017195819986
BU05051012;GM0505;low;car_bev;2028;8.26938593849446
BU05051012;GM0505;low;car_bev;2029;10.213219366465278
BU05051012;GM0505;low;car_bev;2030;11.926311068794366
BU05051012;GM0505;low;car_bev;2031;13.812066028405892
BU05051012;GM0505;low;car_bev;2032;15.850747507172619
BU05051012;GM0505;low;car_bev;2033;18.051305622292283
BU05051012;GM0505;low;car_bev;2034;20.39093027012526
BU05051012;GM0505;low;car_bev;2035;22.853634144141736
BU05051012;GM0505;low;car_bev;2036;25.418191378587103
BU05051012;GM0505;low;car_bev;2037;28.185102591476138
BU05051012;GM0505;low;car_bev;2038;30.83100797154387
BU05051012;GM0505;low;car_bev;2039;32.7189554385574
BU05051012;GM0505;low;car_bev;2040;33.18582707689773
BU05051012;GM0505;low;car_bev;2041;33.66445926947345
BU05051012;GM0505;low;car_bev;2042;34.10555203599293
BU05051012;GM0505;low;car_bev;2043;34.576497653201756
BU05051012;GM0505;low;car_bev;2044;36.60984735673834
BU05051012;GM0505;low;car_bev;2045;37.07812605463678
BU05051012;GM0505;low;car_bev;2046;37.52258902095903
BU05051012;GM0505;low;car_bev;2047;37.95710340143123
BU05051012;GM0505;low;car_bev;2048;38.38751965636273
BU05051012;GM0505;low;car_bev;2049;38.79277034632895
BU05051012;GM0505;low;car_bev;2050;39.20990629092231
BU05051013;GM0505;low;car_bev;2025;3.8566393628053772
BU05051013;GM0505;low;car_bev;2026;4.704146422204619
BU05051013;GM0505;low;car_bev;2027;5.833448302038131
BU05051013;GM0505;low;car_bev;2028;6.955120017830464
BU05051013;GM0505;low;car_bev;2029;8.211927283746672
BU05051013;GM0505;low;car_bev;2030;9.611321183889281
BU05051013;GM0505;low;car_bev;2031;11.464158287840531
BU05051013;GM0505;low;car_bev;2032;13.166005658651471
BU05051013;GM0505;low;car_bev;2033;15.415881221139257
BU05051013;GM0505;low;car_bev;2034;17.416746781292012
BU05051013;GM0505;low;car_bev;2035;20.04814323688576
BU05051013;GM0505;low;car_bev;2036;22.29681769294493
BU05051013;GM0505;low;car_bev;2037;24.66997253911114
BU05051013;GM0505;low;car_bev;2038;28.065603948611674
BU05051013;GM0505;low;car_bev;2039;31.218354843886736
BU05051013;GM0505;low;car_bev;2040;35.77838541138808
BU05051013;GM0505;low;car_bev;2041;41.09199119249914
BU05051013;GM0505;low;car_bev;2042;43.488829356673726
BU05051013;GM0505;low;car_bev;2043;44.01149036653562
BU05051013;GM0505;low;car_bev;2044;45.58289226464207
BU05051013;GM0505;low;car_bev;2045;47.186768379043166
BU05051013;GM0505;low;car_bev;2046;48.78411097032885
BU05051013;GM0505;low;car_bev;2047;49.271537322608204
BU05051013;GM0505;low;car_bev;2048;49.754166974549705
BU05051013;GM0505;low;car_bev;2049;50.20447426593665
BU05051013;GM0505;low;car_bev;2050;50.67042204896331
BU05051100;GM0505;low;car_bev;2025;102.43680556076343
BU05051100;GM0505;low;car_bev;2026;125.39932664229586
BU05051100;GM0505;low;car_bev;2027;151.96206498326225
BU05051100;GM0505;low;car_bev;2028;182.0208478730585
BU05051100;GM0505;low;car_bev;2029;216.02625084291333
BU05051100;GM0505;low;car_bev;2030;253.62721474142134
BU05051100;GM0505;low;car_bev;2031;294.6419321795543
BU05051100;GM0505;low;car_bev;2032;341.22787538423023
BU05051100;GM0505;low;car_bev;2033;388.92887389187734
BU05051100;GM0505;low;car_bev;2034;444.3521783682272
BU05051100;GM0505;low;car_bev;2035;503.4705946080849
BU05051100;GM0505;low;car_bev;2036;566.9550500984369
BU05051100;GM0505;low;car_bev;2037;634.3373116516599
BU05051100;GM0505;low;car_bev;2038;701.1408292236268
BU05051100;GM0505;low;car_bev;2039;726.1680470941193
BU05051100;GM0505;low;car_bev;2040;733.1127776602439
BU05051100;GM0505;low;car_bev;2041;740.3630307992178
BU05051100;GM0505;low;car_bev;2042;746.8283298755085
BU05051100;GM0505;low;car_bev;2043;753.9512972004062
BU05051100;GM0505;low;car_bev;2044;760.4661018969829
BU05051100;GM0505;low;car_bev;2045;767.131983308544
BU05051100;GM0505;low;car_bev;2046;774.6732115217658
BU05051100;GM0505;low;car_bev;2047;782.0451022584111
BU05051100;GM0505;low;car_bev;2048;787.9982703617144
BU05051100;GM0505;low;car_bev;2049;793.4461468374006
BU05051100;GM0505;low;car_bev;2050;799.1470377488464
BU05051101;GM0505;low;car_bev;2025;136.17501195810127
BU05051101;GM0505;low;car_bev;2026;170.39181855728862
BU05051101;GM0505;low;car_bev;2027;205.8430178761844
BU05051101;GM0505;low;car_bev;2028;246.21045521848646
BU05051101;GM0505;low;car_bev;2029;291.7464188559285
BU05051101;GM0505;low;car_bev;2030;342.9808954013025
BU05051101;GM0505;low;car_bev;2031;400.94127048250795
BU05051101;GM0505;low;car_bev;2032;461.29981690743955
BU05051101;GM0505;low;car_bev;2033;530.4445782346437
BU05051101;GM0505;low;car_bev;2034;603.3969668866304
BU05051101;GM0505;low;car_bev;2035;683.7907916418907
BU05051101;GM0505;low;car_bev;2036;767.1240534784993
BU05051101;GM0505;low;car_bev;2037;847.0310804613991
BU05051101;GM0505;low;car_bev;2038;948.2524509358769
BU05051101;GM0505;low;car_bev;2039;1052.763698787734
BU05051101;GM0505;low;car_bev;2040;1094.151392774837
BU05051101;GM0505;low;car_bev;2041;1105.8510212071094
BU05051101;GM0505;low;car_bev;2042;1116.3674025039509
BU05051101;GM0505;low;car_bev;2043;1127.865816271046
BU05051101;GM0505;low;car_bev;2044;1138.4460556952429
BU05051101;GM0505;low;car_bev;2045;1149.248634596328
BU05051101;GM0505;low;car_bev;2046;1159.3299363033
BU05051101;GM0505;low;car_bev;2047;1169.1219019627763
BU05051101;GM0505;low;car_bev;2048;1178.8121601913876
BU05051101;GM0505;low;car_bev;2049;1187.7434492230686
BU05051101;GM0505;low;car_bev;2050;1197.0507762675547
BU05051102;GM0505;low;car_bev;2025;77.43165531223428
BU05051102;GM0505;low;car_bev;2026;94.6594448425128
BU05051102;GM0505;low;car_bev;2027;114.60267819454077
BU05051102;GM0505;low;car_bev;2028;137.3694486728589
BU05051102;GM0505;low;car_bev;2029;162.71665902075722
BU05051102;GM0505;low;car_bev;2030;190.81604603700393
BU05051102;GM0505;low;car_bev;2031;221.5256045643652
BU05051102;GM0505;low;car_bev;2032;254.56979281416164
BU05051102;GM0505;low;car_bev;2033;292.2372101281121
BU05051102;GM0505;low;car_bev;2034;330.2124817631413
BU05051102;GM0505;low;car_bev;2035;374.6072332205094
BU05051102;GM0505;low;car_bev;2036;416.6078642318938
BU05051102;GM0505;low;car_bev;2037;460.0984182476444
BU05051102;GM0505;low;car_bev;2038;518.8869009933848
BU05051102;GM0505;low;car_bev;2039;533.1548172864701
BU05051102;GM0505;low;car_bev;2040;538.7979182898704
BU05051102;GM0505;low;car_bev;2041;544.6582459049383
BU05051102;GM0505;low;car_bev;2042;551.2315962226946
BU05051102;GM0505;low;car_bev;2043;564.8687588612387
BU05051102;GM0505;low;car_bev;2044;572.9092515766722
BU05051102;GM0505;low;car_bev;2045;579.7758831905581
BU05051102;GM0505;low;car_bev;2046;587.6507455521194
BU05051102;GM0505;low;car_bev;2047;594.0661281077071
BU05051102;GM0505;low;car_bev;2048;599.0813793861503
BU05051102;GM0505;low;car_bev;2049;605.0920504409593
BU05051102;GM0505;low;car_bev;2050;611.3156022703096
BU05051103;GM0505;low;car_bev;2025;70.16485610865678
BU05051103;GM0505;low;car_bev;2026;86.36252492044264
BU05051103;GM0505;low;car_bev;2027;104.77538355259118
BU05051103;GM0505;low;car_bev;2028;126.27295121045212
BU05051103;GM0505;low;car_bev;2029;150.83997074165325
BU05051103;GM0505;low;car_bev;2030;177.9812803825531
BU05051103;GM0505;low;car_bev;2031;208.74545360452174
BU05051103;GM0505;low;car_bev;2032;240.14227436719196
BU05051103;GM0505;low;car_bev;2033;275.31066830678725
BU05051103;GM0505;low;car_bev;2034;312.00985025834046
BU05051103;GM0505;low;car_bev;2035;349.71131267080153
BU05051103;GM0505;low;car_bev;2036;388.8937181977389
BU05051103;GM0505;low;car_bev;2037;430.45357458565087
BU05051103;GM0505;low;car_bev;2038;474.8189042511682
BU05051103;GM0505;low;car_bev;2039;481.00307354182013
BU05051103;GM0505;low;car_bev;2040;484.66503293925444
BU05051103;GM0505;low;car_bev;2041;488.5415851969167
BU05051103;GM0505;low;car_bev;2042;491.9114283097561
BU05051103;GM0505;low;car_bev;2043;502.4144178597019
BU05051103;GM0505;low;car_bev;2044;507.2225668145346
BU05051103;GM0505;low;car_bev;2045;513.5127667138269
BU05051103;GM0505;low;car_bev;2046;516.7883107650828
BU05051103;GM0505;low;car_bev;2047;521.3164050128605
BU05051103;GM0505;low;car_bev;2048;524.4402115099092
BU05051103;GM0505;low;car_bev;2049;527.2310134020618
BU05051103;GM0505;low;car_bev;2050;530.1928344162195
BU05051104;GM0505;low;car_bev;2025;0.05824563367416469
BU05051104;GM0505;low;car_bev;2026;0.08832416131543673
BU05051104;GM0505;low;car_bev;2027;0.13104359559269682
BU05051104;GM0505;low;car_bev;2028;0.1906452663263259
BU05051104;GM0505;low;car_bev;2029;0.27205217976244295
BU05051104;GM0505;low;car_bev;2030;0.37841879976704684
BU05051104;GM0505;low;car_bev;2031;0.5144826419507988
BU05051104;GM0505;low;car_bev;2032;0.6856475451725907
BU05051104;GM0505;low;car_bev;2033;0.8974068146308826
BU05051104;GM0505;low;car_bev;2034;1.1555603529408527
BU05051104;GM0505;low;car_bev;2035;1.463576567057472
BU05051104;GM0505;low;car_bev;2036;2.2832212837869434
BU05051104;GM0505;low;car_bev;2037;2.79094256469507
BU05051104;GM0505;low;car_bev;2038;3.3944804754410423
BU05051104;GM0505;low;car_bev;2039;4.118120093215881
BU05051104;GM0505;low;car_bev;2040;6.978995269605076
BU05051104;GM0505;low;car_bev;2041;9.63119619668119
BU05051104;GM0505;low;car_bev;2042;9.867408070307926
BU05051104;GM0505;low;car_bev;2043;9.893748529711909
BU05051104;GM0505;low;car_bev;2044;11.148685229583755
BU05051104;GM0505;low;car_bev;2045;11.166339816551258
BU05051104;GM0505;low;car_bev;2046;11.174296962783943
BU05051104;GM0505;low;car_bev;2047;11.176865214760726
BU05051104;GM0505;low;car_bev;2048;11.17609306983524
BU05051104;GM0505;low;car_bev;2049;11.165535552719984
BU05051104;GM0505;low;car_bev;2050;11.155916712846794
BU05051105;GM0505;low;car_bev;2025;91.19868371293029
BU05051105;GM0505;low;car_bev;2026;112.20255764259824
BU05051105;GM0505;low;car_bev;2027;136.4598566851737
BU05051105;GM0505;low;car_bev;2028;164.17590426381517
BU05051105;GM0505;low;car_bev;2029;196.09698068454531
BU05051105;GM0505;low;car_bev;2030;231.07575915969576
BU05051105;GM0505;low;car_bev;2031;270.4990658797696
BU05051105;GM0505;low;car_bev;2032;313.3347161746681
BU05051105;GM0505;low;car_bev;2033;360.19832450943824
BU05051105;GM0505;low;car_bev;2034;410.69708472771663
BU05051105;GM0505;low;car_bev;2035;465.33637634109255
BU05051105;GM0505;low;car_bev;2036;517.4662670639217
BU05051105;GM0505;low;car_bev;2037;576.2327481180171
BU05051105;GM0505;low;car_bev;2038;635.2135127488167
BU05051105;GM0505;low;car_bev;2039;702.8085580068831
BU05051105;GM0505;low;car_bev;2040;781.2274826330793
BU05051105;GM0505;low;car_bev;2041;870.9423465810088
BU05051105;GM0505;low;car_bev;2042;1025.3113621330253
BU05051105;GM0505;low;car_bev;2043;1242.8394260280718
BU05051105;GM0505;low;car_bev;2044;1469.245100267541
BU05051105;GM0505;low;car_bev;2045;1478.781311155137
BU05051105;GM0505;low;car_bev;2046;1488.4641954169476
BU05051105;GM0505;low;car_bev;2047;1496.7481160562606
BU05051105;GM0505;low;car_bev;2048;1504.9308562319993
BU05051105;GM0505;low;car_bev;2049;1512.1610696591379
BU05051105;GM0505;low;car_bev;2050;1519.884489361357
BU05051106;GM0505;low;car_bev;2025;91.98126335254841
BU05051106;GM0505;low;car_bev;2026;115.08726014442016
BU05051106;GM0505;low;car_bev;2027;139.4935516575582
BU05051106;GM0505;low;car_bev;2028;167.4708510469805
BU05051106;GM0505;low;car_bev;2029;199.5487266849752
BU05051106;GM0505;low;car_bev;2030;234.64002910143273
BU05051106;GM0505;low;car_bev;2031;274.36572702541196
BU05051106;GM0505;low;car_bev;2032;315.56304121945635
BU05051106;GM0505;low;car_bev;2033;361.78537246830757
BU05051106;GM0505;low;car_bev;2034;412.30606376681044
BU05051106;GM0505;low;car_bev;2035;465.9702282773774
BU05051106;GM0505;low;car_bev;2036;524.600774198727
BU05051106;GM0505;low;car_bev;2037;577.8916768720502
BU05051106;GM0505;low;car_bev;2038;639.5898408418482
BU05051106;GM0505;low;car_bev;2039;717.1674873681857
BU05051106;GM0505;low;car_bev;2040;798.1612176723743
BU05051106;GM0505;low;car_bev;2041;829.8261214690065
BU05051106;GM0505;low;car_bev;2042;837.1452928452353
BU05051106;GM0505;low;car_bev;2043;844.0920780143307
BU05051106;GM0505;low;car_bev;2044;853.7787999871341
BU05051106;GM0505;low;car_bev;2045;861.3999055138667
BU05051106;GM0505;low;car_bev;2046;868.5042680323754
BU05051106;GM0505;low;car_bev;2047;874.2542725137657
BU05051106;GM0505;low;car_bev;2048;881.1075331490292
BU05051106;GM0505;low;car_bev;2049;887.4139304503581
BU05051106;GM0505;low;car_bev;2050;894.0206315768971
BU05051107;GM0505;low;car_bev;2025;12.500324371825734
BU05051107;GM0505;low;car_bev;2026;15.419863874956285
BU05051107;GM0505;low;car_bev;2027;18.812230848819453
BU05051107;GM0505;low;car_bev;2028;22.80760225096756
BU05051107;GM0505;low;car_bev;2029;27.354731650815697
BU05051107;GM0505;low;car_bev;2030;32.31743781175659
BU05051107;GM0505;low;car_bev;2031;37.965625699661594
BU05051107;GM0505;low;car_bev;2032;44.06373260661763
BU05051107;GM0505;low;car_bev;2033;50.271787365860156
BU05051107;GM0505;low;car_bev;2034;56.83358626733924
BU05051107;GM0505;low;car_bev;2035;63.70279032191868
BU05051107;GM0505;low;car_bev;2036;71.72429670219105
BU05051107;GM0505;low;car_bev;2037;78.66140194505847
BU05051107;GM0505;low;car_bev;2038;86.44908871392825
BU05051107;GM0505;low;car_bev;2039;95.36531509998315
BU05051107;GM0505;low;car_bev;2040;105.69569724880832
BU05051107;GM0505;low;car_bev;2041;117.49710460827932
BU05051107;GM0505;low;car_bev;2042;139.99043763645577
BU05051107;GM0505;low;car_bev;2043;169.2226692238769
BU05051107;GM0505;low;car_bev;2044;212.8527018947956
BU05051107;GM0505;low;car_bev;2045;285.3784279625484
BU05051107;GM0505;low;car_bev;2046;355.5477064680571
BU05051107;GM0505;low;car_bev;2047;357.4604282862973
BU05051107;GM0505;low;car_bev;2048;359.3603169396399
BU05051107;GM0505;low;car_bev;2049;361.0407859356953
BU05051107;GM0505;low;car_bev;2050;362.84638754956563
BU05051108;GM0505;low;car_bev;2025;33.282410496541075
BU05051108;GM0505;low;car_bev;2026;41.096546064252166
BU05051108;GM0505;low;car_bev;2027;49.893485196117375
BU05051108;GM0505;low;car_bev;2028;60.00991905380756
BU05051108;GM0505;low;car_bev;2029;71.54777621945586
BU05051108;GM0505;low;car_bev;2030;84.23113739595749
BU05051108;GM0505;low;car_bev;2031;98.00501697904215
BU05051108;GM0505;low;car_bev;2032;112.76407191521594
BU05051108;GM0505;low;car_bev;2033;129.95711519035413
BU05051108;GM0505;low;car_bev;2034;146.884440632116
BU05051108;GM0505;low;car_bev;2035;164.63368963959425
BU05051108;GM0505;low;car_bev;2036;183.07768863874622
BU05051108;GM0505;low;car_bev;2037;201.44689178886492
BU05051108;GM0505;low;car_bev;2038;222.1046692028619
BU05051108;GM0505;low;car_bev;2039;245.7808594524075
BU05051108;GM0505;low;car_bev;2040;273.97314580061663
BU05051108;GM0505;low;car_bev;2041;305.48503902462244
BU05051108;GM0505;low;car_bev;2042;364.4320464944705
BU05051108;GM0505;low;car_bev;2043;437.96330016390056
BU05051108;GM0505;low;car_bev;2044;441.94324781143024
BU05051108;GM0505;low;car_bev;2045;444.87779268129947
BU05051108;GM0505;low;car_bev;2046;448.6982338518648
BU05051108;GM0505;low;car_bev;2047;451.26025720225914
BU05051108;GM0505;low;car_bev;2048;454.9639225482765
BU05051108;GM0505;low;car_bev;2049;457.2133269341669
BU05051108;GM0505;low;car_bev;2050;460.796201019896
BU05051109;GM0505;low;car_bev;2025;60.32641436047777
BU05051109;GM0505;low;car_bev;2026;74.40879987880464
BU05051109;GM0505;low;car_bev;2027;90.69285071893523
BU05051109;GM0505;low;car_bev;2028;109.4770204109474
BU05051109;GM0505;low;car_bev;2029;131.40210462815344
BU05051109;GM0505;low;car_bev;2030;155.3766238223719
BU05051109;GM0505;low;car_bev;2031;182.129230600735
BU05051109;GM0505;low;car_bev;2032;211.26461531561264
BU05051109;GM0505;low;car_bev;2033;242.91711615716693
BU05051109;GM0505;low;car_bev;2034;277.5121250910442
BU05051109;GM0505;low;car_bev;2035;314.10874179006686
BU05051109;GM0505;low;car_bev;2036;353.13505507407524
BU05051109;GM0505;low;car_bev;2037;392.68623569388114
BU05051109;GM0505;low;car_bev;2038;432.02116507421454
BU05051109;GM0505;low;car_bev;2039;477.37449997483685
BU05051109;GM0505;low;car_bev;2040;535.3304541402052
BU05051109;GM0505;low;car_bev;2041;595.6987756020964
BU05051109;GM0505;low;car_bev;2042;700.0117214359348
BU05051109;GM0505;low;car_bev;2043;847.0067507869993
BU05051109;GM0505;low;car_bev;2044;1063.8724503336975
BU05051109;GM0505;low;car_bev;2045;1420.9066512119023
BU05051109;GM0505;low;car_bev;2046;1710.719193280039
BU05051109;GM0505;low;car_bev;2047;1720.570016641461
BU05051109;GM0505;low;car_bev;2048;1729.2753250253293
BU05051109;GM0505;low;car_bev;2049;1736.912182445074
BU05051109;GM0505;low;car_bev;2050;1745.1397088213203
BU05051110;GM0505;low;car_bev;2025;76.58692324981637
BU05051110;GM0505;low;car_bev;2026;94.05476934043618
BU05051110;GM0505;low;car_bev;2027;113.98742566198845
BU05051110;GM0505;low;car_bev;2028;137.03336437481195
BU05051110;GM0505;low;car_bev;2029;163.26705007703816
BU05051110;GM0505;low;car_bev;2030;192.52692937708053
BU05051110;GM0505;low;car_bev;2031;223.84513016445754
BU05051110;GM0505;low;car_bev;2032;258.96164505695174
BU05051110;GM0505;low;car_bev;2033;295.22836168753724
BU05051110;GM0505;low;car_bev;2034;333.65294873028677
BU05051110;GM0505;low;car_bev;2035;377.7891943710019
BU05051110;GM0505;low;car_bev;2036;420.12415415303747
BU05051110;GM0505;low;car_bev;2037;463.5084673431474
BU05051110;GM0505;low;car_bev;2038;511.64489109451426
BU05051110;GM0505;low;car_bev;2039;566.8350813165699
BU05051110;GM0505;low;car_bev;2040;640.9127686187703
BU05051110;GM0505;low;car_bev;2041;715.4131222917117
BU05051110;GM0505;low;car_bev;2042;843.2466021474324
BU05051110;GM0505;low;car_bev;2043;866.1671830931804
BU05051110;GM0505;low;car_bev;2044;873.9064930153722
BU05051110;GM0505;low;car_bev;2045;881.8426574953895
BU05051110;GM0505;low;car_bev;2046;890.5085982227284
BU05051110;GM0505;low;car_bev;2047;897.7281323481848
BU05051110;GM0505;low;car_bev;2048;903.6224190013098
BU05051110;GM0505;low;car_bev;2049;910.2229294604025
BU05051110;GM0505;low;car_bev;2050;915.8424147687996
BU05051111;GM0505;low;car_bev;2025;80.05969909819657
BU05051111;GM0505;low;car_bev;2026;98.17419070997255
BU05051111;GM0505;low;car_bev;2027;118.97959711069075
BU05051111;GM0505;low;car_bev;2028;142.82353296705423
BU05051111;GM0505;low;car_bev;2029;169.9146123641437
BU05051111;GM0505;low;car_bev;2030;199.77706130067943
BU05051111;GM0505;low;car_bev;2031;234.25967036307927
BU05051111;GM0505;low;car_bev;2032;271.3300591547596
BU05051111;GM0505;low;car_bev;2033;309.32885297516043
BU05051111;GM0505;low;car_bev;2034;353.0207549791586
BU05051111;GM0505;low;car_bev;2035;400.6215510092362
BU05051111;GM0505;low;car_bev;2036;445.5151136256919
BU05051111;GM0505;low;car_bev;2037;490.8129250573313
BU05051111;GM0505;low;car_bev;2038;542.5289809905663
BU05051111;GM0505;low;car_bev;2039;601.0514512868715
BU05051111;GM0505;low;car_bev;2040;668.9829471274842
BU05051111;GM0505;low;car_bev;2041;754.9307701765988
BU05051111;GM0505;low;car_bev;2042;889.8266494857229
BU05051111;GM0505;low;car_bev;2043;907.9893413699479
BU05051111;GM0505;low;car_bev;2044;917.2832220725273
BU05051111;GM0505;low;car_bev;2045;926.8015175777412
BU05051111;GM0505;low;car_bev;2046;937.0399311374878
BU05051111;GM0505;low;car_bev;2047;945.837862897315
BU05051111;GM0505;low;car_bev;2048;953.3236577388255
BU05051111;GM0505;low;car_bev;2049;961.4998162789028
BU05051111;GM0505;low;car_bev;2050;970.0168195855152
BU05051900;GM0505;low;car_bev;2025;1.14173089192383
BU05051900;GM0505;low;car_bev;2026;1.7313301807518544
BU05051900;GM0505;low;car_bev;2027;5.967725242113342
BU05051900;GM0505;low;car_bev;2028;13.966671974272735
BU05051900;GM0505;low;car_bev;2029;29.195551228398806
BU05051900;GM0505;low;car_bev;2030;55.14621391749168
BU05051900;GM0505;low;car_bev;2031;76.6044061571389
BU05051900;GM0505;low;car_bev;2032;104.2623065414397
BU05051900;GM0505;low;car_bev;2033;139.6616253795224
BU05051900;GM0505;low;car_bev;2034;184.6423634245416
BU05051900;GM0505;low;car_bev;2035;233.8590413789498
BU05051900;GM0505;low;car_bev;2036;300.902988023168
BU05051900;GM0505;low;car_bev;2037;367.8149652340733
BU05051900;GM0505;low;car_bev;2038;447.35450089726226
BU05051900;GM0505;low;car_bev;2039;542.7220961393847
BU05051900;GM0505;low;car_bev;2040;678.2865447544557
BU05051900;GM0505;low;car_bev;2041;819.0465418756778
BU05051900;GM0505;low;car_bev;2042;839.1342354801977
BU05051900;GM0505;low;car_bev;2043;841.3742544503941
BU05051900;GM0505;low;car_bev;2044;847.6568210043599
BU05051900;GM0505;low;car_bev;2045;852.9296860867018
BU05051900;GM0505;low;car_bev;2046;857.4708371984477
BU05051900;GM0505;low;car_bev;2047;863.5692993121371
BU05051900;GM0505;low;car_bev;2048;868.4271211749812
BU05051900;GM0505;low;car_bev;2049;871.5370283268886
BU05051900;GM0505;low;car_bev;2050;877.65826475308
BU05051901;GM0505;low;car_bev;2025;0.037160715860551294
BU05051901;GM0505;low;car_bev;2026;0.08452622596464983
BU05051901;GM0505;low;car_bev;2027;0.12540872630230773
BU05051901;GM0505;low;car_bev;2028;0.1824475276140944
BU05051901;GM0505;low;car_bev;2029;0.26035394707740944
BU05051901;GM0505;low;car_bev;2030;4.587192885374328
BU05051901;GM0505;low;car_bev;2031;11.488397882122875
BU05051901;GM0505;low;car_bev;2032;22.965765499811077
BU05051901;GM0505;low;car_bev;2033;39.219371683580114
BU05051901;GM0505;low;car_bev;2034;63.03466436663108
BU05051901;GM0505;low;car_bev;2035;79.8366415432531
BU05051901;GM0505;low;car_bev;2036;99.63795447428276
BU05051901;GM0505;low;car_bev;2037;121.79450593601533
BU05051901;GM0505;low;car_bev;2038;148.13241864794955
BU05051901;GM0505;low;car_bev;2039;179.7114739955979
BU05051901;GM0505;low;car_bev;2040;217.54127377808527
BU05051901;GM0505;low;car_bev;2041;262.68607181006615
BU05051901;GM0505;low;car_bev;2042;269.12863283060534
BU05051901;GM0505;low;car_bev;2043;269.84705572109624
BU05051901;GM0505;low;car_bev;2044;270.2887361722344
BU05051901;GM0505;low;car_bev;2045;270.7167539968319
BU05051901;GM0505;low;car_bev;2046;270.9096670582809
BU05051901;GM0505;low;car_bev;2047;270.97193176184743
BU05051901;GM0505;low;car_bev;2048;270.9532118794798
BU05051901;GM0505;low;car_bev;2049;270.6972554236793
BU05051901;GM0505;low;car_bev;2050;270.46405625990093
BU05051902;GM0505;low;car_bev;2025;0.0
BU05051902;GM0505;low;car_bev;2026;0.0
BU05051902;GM0505;low;car_bev;2027;0.0
BU05051902;GM0505;low;car_bev;2028;12.133769215380394
BU05051902;GM0505;low;car_bev;2029;30.905047882433795
BU05051902;GM0505;low;car_bev;2030;59.317902853786414
BU05051902;GM0505;low;car_bev;2031;97.08708568385764
BU05051902;GM0505;low;car_bev;2032;145.62124250698247
BU05051902;GM0505;low;car_bev;2033;166.00118164806224
BU05051902;GM0505;low;car_bev;2034;187.5995604214391
BU05051902;GM0505;low;car_bev;2035;210.26608855739258
BU05051902;GM0505;low;car_bev;2036;233.83102317935254
BU05051902;GM0505;low;car_bev;2037;257.73634971332996
BU05051902;GM0505;low;car_bev;2038;284.64341240323046
