bu_naam;gm_naam;wvr50;net_wvr50;buurtcode_2023;gemeentecode_2023;buurtcode_2024;gemeentecode_2024;buurtcode_2025;gemeentecode_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;centroid_lat;centroid_lon;geom_wkt;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
Bedrijventerrein Hoogewaard;Alphen aan den Rijn;5422.00373693609;4647.43;BU04849604;GM0484;BU04849604;GM0484;BU04849604;GM0484;False;False;52.1362341703338;4.617159525637021;MULTIPOLYGON (((4.619497 52.14206, 4.620233 52.14209, 4.622291 52.141683, 4.624853 52.140463, 4.625319 52.140095, 4.628695 52.138621, 4.62535 52.136499, 4.622721 52.134077, 4.621923 52.133189, 4.622079 52.133079, 4.619386 52.131263, 4.617746 52.13062, 4.613657 52.12966, 4.612055 52.129457, 4.609963 52.129509, 4.609996 52.12993, 4.609463 52.129969, 4.608188 52.13375, 4.611452 52.134122, 4.609794 52.140315, 4.614963 52.141647, 4.619445 52.142331, 4.619497 52.14206)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Alphen;Alphen-Chaam;75338.4830295963;64575.84;BU17230107;GM1723;BU17230107;GM1723;BU17230107;GM1723;False;False;51.48208157785033;4.956945154665751;MULTIPOLYGON (((4.964235 51.494572, 4.965158 51.494326, 4.965585 51.49388, 4.965615 51.492229, 4.964047 51.489057, 4.965232 51.483928, 4.96634 51.481231, 4.966459 51.479362, 4.966119 51.477681, 4.962999 51.474849, 4.961587 51.47383, 4.957792 51.472675, 4.955056 51.472253, 4.951863 51.472433, 4.950373 51.473756, 4.948166 51.476521, 4.946414 51.480826, 4.946579 51.483178, 4.948276 51.487235, 4.948364 51.488582, 4.94894 51.488947, 4.950998 51.48942, 4.954048 51.487827, 4.957734 51.487856, 4.958374 51.488055, 4.959447 51.491096, 4.959746 51.492643, 4.960308 51.493716, 4.961688 51.494553, 4.964235 51.494572)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Villawijk 't Zand;Alphen-Chaam;6590.73032688958;5649.19;BU17230107;GM1723;BU17230107;GM1723;BU17230107;GM1723;False;False;51.49452471573503;4.95727866729624;MULTIPOLYGON (((4.961688 51.494553, 4.960308 51.493716, 4.959746 51.492643, 4.959447 51.491096, 4.958374 51.488055, 4.957734 51.487856, 4.954048 51.487827, 4.950998 51.48942, 4.948974 51.490386, 4.951304 51.492563, 4.954798 51.49707, 4.956836 51.499288, 4.958508 51.500599, 4.9598 51.501368, 4.961686 51.501976, 4.964707 51.502651, 4.961688 51.494553)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Buitengebied Alphen;Alphen-Chaam;139122.846226868;19248.15;BU17230107;GM1723;BU17230107;GM1723;BU17230107;GM1723;False;False;51.48716324461227;4.953418353861318;MULTIPOLYGON (((4.968394 51.521669, 4.968861 51.520678, 4.969135 51.52075, 4.969069 51.521093, 4.977596 51.521652, 4.980869 51.518631, 4.981123 51.518879, 4.982089 51.518432, 4.984555 51.517882, 4.982496 51.514088, 4.983706 51.513956, 4.984238 51.513664, 4.989919 51.51315, 4.990988 51.51205, 4.992207 51.512514, 4.992421 51.512294, 4.991144 51.509868, 4.990498 51.507694, 4.989655 51.505755, 4.989491 51.505742, 4.98865 51.503523, 4.988998 51.503362, 4.986303 51.501211, 4.986802 51.500588, 4.985776 51.499755, 4.986827 51.497926, 4.98674 51.495329, 4.988014 51.495813, 4.994643 51.497651, 4.995456 51.497068, 4.995053 51.4968, 4.996517 51.496942, 4.996757 51.496775, 4.992466 51.493946, 4.997159 51.49205, 4.997804 51.492845, 5.000364 51.491862, 4.997228 51.488538, 4.997606 51.488284, 4.997186 51.487767, 4.994543 51.488133, 4.993902 51.487443, 4.992942 51.487623, 4.992771 51.487406, 4.992618 51.487454, 4.991638 51.486182, 4.993391 51.485479, 4.991336 51.484421, 4.990096 51.485078, 4.98842 51.483985, 4.988385 51.48413, 4.987993 51.483045, 4.999176 51.482016, 4.999788 51.480502, 4.999165 51.479357, 5.006411 51.47511, 5.008338 51.4733, 5.011703 51.474533, 5.015272 51.476329, 5.016522 51.475439, 5.016595 51.475175, 5.010836 51.472307, 5.007953 51.466729, 5.007251 51.464383, 5.007773 51.462312, 5.00794 51.462209, 5.008791 51.462241, 5.010017 51.460027, 5.010486 51.459723, 5.010787 51.459217, 5.010243 51.458767, 5.010463 51.458244, 4.979751 51.460637, 4.977135 51.460682, 4.976838 51.461112, 4.976456 51.461141, 4.974774 51.460619, 4.973712 51.459758, 4.972492 51.459528, 4.970077 51.458741, 4.969474 51.459544, 4.968407 51.458932, 4.966242 51.459043, 4.966135 51.45956, 4.962692 51.459182, 4.959361 51.459286, 4.959788 51.458627, 4.95886 51.45842, 4.957198 51.459897, 4.956528 51.459698, 4.947162 51.458569, 4.944663 51.45679, 4.940249 51.457366, 4.940337 51.457559, 4.93704 51.458375, 4.932122 51.459213, 4.917973 51.466741, 4.918088 51.467359, 4.917048 51.468041, 4.915745 51.468109, 4.914045 51.469028, 4.897541 51.476144, 4.89128 51.478215, 4.891451 51.478748, 4.891349 51.479948, 4.892029 51.480542, 4.896648 51.484303, 4.89887 51.485092, 4.897863 51.486068, 4.898564 51.486338, 4.899839 51.486005, 4.901076 51.487994, 4.904422 51.490809, 4.904018 51.491076, 4.905891 51.491472, 4.905711 51.491884, 4.908594 51.494349, 4.909615 51.50049, 4.908569 51.501242, 4.90881 51.50152, 4.90978 51.501461, 4.910716 51.506641, 4.911049 51.506611, 4.911248 51.507673, 4.910909 51.507717, 4.911235 51.510114, 4.956644 51.518677, 4.962573 51.525864, 4.968394 51.521669), (4.961686 51.501976, 4.9598 51.501368, 4.958508 51.500599, 4.956836 51.499288, 4.954798 51.49707, 4.951304 51.492563, 4.948974 51.490386, 4.950998 51.48942, 4.94894 51.488947, 4.948364 51.488582, 4.948276 51.487235, 4.946579 51.483178, 4.946414 51.480826, 4.948166 51.476521, 4.950373 51.473756, 4.951863 51.472433, 4.955056 51.472253, 4.957792 51.472675, 4.961587 51.47383, 4.962999 51.474849, 4.966119 51.477681, 4.966459 51.479362, 4.96634 51.481231, 4.965232 51.483928, 4.964047 51.489057, 4.965615 51.492229, 4.965585 51.49388, 4.965158 51.494326, 4.964235 51.494572, 4.961688 51.494553, 4.964707 51.502651, 4.961686 51.501976)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Chaam;Alphen-Chaam;63414.5130105773;54355.29;BU17230203;GM1723;BU17230203;GM1723;BU17230203;GM1723;False;False;51.50513160149626;4.863346020729046;MULTIPOLYGON (((4.854937 51.510213, 4.859898 51.510092, 4.861697 51.509475, 4.862955 51.508845, 4.865219 51.508367, 4.866723 51.508103, 4.868689 51.508247, 4.869152 51.504975, 4.870809 51.50618, 4.87157 51.503503, 4.87215 51.50302, 4.873343 51.502641, 4.87532 51.502402, 4.871742 51.497769, 4.865594 51.501114, 4.86295 51.502278, 4.858869 51.50366, 4.854987 51.505873, 4.854044 51.506029, 4.852854 51.506008, 4.851241 51.506366, 4.851797 51.508952, 4.85248 51.510776, 4.854937 51.510213)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Verspreide huizen in het Noordoosten;Alphen-Chaam;90420.9736429834;77503.69;BU17230207;GM1723;BU17230207;GM1723;BU17230207;GM1723;False;False;51.51151747126053;4.878328600115661;MULTIPOLYGON (((4.888203 51.524251, 4.911063 51.510081, 4.911235 51.510114, 4.910909 51.507717, 4.911248 51.507673, 4.911049 51.506611, 4.910716 51.506641, 4.90978 51.501461, 4.90881 51.50152, 4.908569 51.501242, 4.909615 51.50049, 4.908594 51.494349, 4.905711 51.491884, 4.905891 51.491472, 4.904018 51.491076, 4.904422 51.490809, 4.901076 51.487994, 4.899839 51.486005, 4.898564 51.486338, 4.897863 51.486068, 4.89887 51.485092, 4.896648 51.484303, 4.892029 51.480542, 4.891349 51.479948, 4.891451 51.478748, 4.88702 51.482504, 4.88071 51.488396, 4.874637 51.4945, 4.874052 51.495721, 4.871742 51.497769, 4.87532 51.502402, 4.873343 51.502641, 4.87215 51.50302, 4.87157 51.503503, 4.870809 51.50618, 4.869152 51.504975, 4.868689 51.508247, 4.866723 51.508103, 4.865219 51.508367, 4.862955 51.508845, 4.861697 51.509475, 4.859898 51.510092, 4.854937 51.510213, 4.85248 51.510776, 4.851797 51.508952, 4.850788 51.509514, 4.847122 51.513885, 4.844778 51.518244, 4.844529 51.519517, 4.843207 51.521123, 4.84277 51.522018, 4.838864 51.523947, 4.838335 51.524887, 4.838567 51.525614, 4.83718 51.52709, 4.837387 51.527093, 4.837407 51.526896, 4.838131 51.526978, 4.839465 51.527375, 4.840721 51.526733, 4.841919 51.526705, 4.843318 51.527107, 4.843475 51.527408, 4.845061 51.528482, 4.8454 51.530721, 4.844465 51.532607, 4.844421 51.532895, 4.844739 51.533328, 4.846542 51.533267, 4.84659 51.533551, 4.847165 51.533664, 4.851065 51.533959, 4.851375 51.534327, 4.851588 51.533833, 4.854564 51.533927, 4.866232 51.538067, 4.888203 51.524251)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Verspreide huizen in het Zuidwesten;Alphen-Chaam;21325.5617647841;18279.05;BU17230207;GM1723;BU17230207;GM1723;BU17230207;GM1723;False;False;51.497369249080144;4.8491249345138305;MULTIPOLYGON (((4.835042 51.527732, 4.836074 51.527679, 4.835999 51.527443, 4.836353 51.527547, 4.836486 51.527091, 4.83718 51.52709, 4.838567 51.525614, 4.838335 51.524887, 4.838864 51.523947, 4.84277 51.522018, 4.843207 51.521123, 4.844529 51.519517, 4.844778 51.518244, 4.847122 51.513885, 4.850788 51.509514, 4.851797 51.508952, 4.851241 51.506366, 4.852854 51.506008, 4.854044 51.506029, 4.854987 51.505873, 4.858869 51.50366, 4.86295 51.502278, 4.865594 51.501114, 4.871742 51.497769, 4.874052 51.495721, 4.874637 51.4945, 4.88071 51.488396, 4.88702 51.482504, 4.891451 51.478748, 4.89128 51.478215, 4.882978 51.477343, 4.882024 51.477672, 4.882138 51.478309, 4.872322 51.479294, 4.871782 51.479827, 4.871589 51.479774, 4.871863 51.47947, 4.865543 51.478526, 4.86195 51.47761, 4.853929 51.478442, 4.852732 51.479069, 4.852879 51.479399, 4.848396 51.480287, 4.845824 51.480347, 4.845746 51.48093, 4.845166 51.480698, 4.84313 51.48083, 4.842632 51.480638, 4.841878 51.480736, 4.839866 51.481158, 4.83765 51.481955, 4.836241 51.481952, 4.835082 51.482152, 4.831251 51.481778, 4.829251 51.48179, 4.829746 51.483555, 4.82963 51.485649, 4.827594 51.491655, 4.826917 51.495418, 4.827167 51.498142, 4.82764 51.498078, 4.827732 51.498192, 4.826181 51.499702, 4.825308 51.501236, 4.826144 51.501752, 4.826412 51.501916, 4.825383 51.503324, 4.82541 51.504529, 4.826007 51.504862, 4.825782 51.505991, 4.825203 51.506845, 4.824925 51.506842, 4.824451 51.507678, 4.826414 51.508041, 4.827997 51.508119, 4.828011 51.508575, 4.82856 51.509375, 4.828237 51.509953, 4.827042 51.510974, 4.825561 51.511441, 4.823904 51.513593, 4.823744 51.516912, 4.82464 51.518128, 4.823193 51.518703, 4.823227 51.519335, 4.823651 51.519882, 4.824095 51.521087, 4.823837 51.521323, 4.825277 51.522772, 4.824995 51.523064, 4.825166 51.523618, 4.825843 51.524185, 4.827298 51.524713, 4.828176 51.525853, 4.828166 51.526438, 4.829258 51.526695, 4.829948 51.527129, 4.829913 51.527855, 4.830495 51.527565, 4.831316 51.527772, 4.831607 51.527452, 4.832729 51.527703, 4.833174 51.527514, 4.833222 51.527723, 4.833563 51.527839, 4.833765 51.527442, 4.834364 51.527263, 4.834646 51.527865, 4.834891 51.527946, 4.835042 51.527732)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Galder;Alphen-Chaam;12737.6404297462;10917.97;BU17230401;GM1723;BU17230401;GM1723;BU17230401;GM1723;False;False;51.5137075471731;4.775811166659644;MULTIPOLYGON (((4.774764 51.517772, 4.777618 51.516229, 4.778083 51.516524, 4.777632 51.516794, 4.778407 51.51732, 4.778794 51.516758, 4.778999 51.515672, 4.778119 51.515118, 4.778936 51.514037, 4.779377 51.512936, 4.779369 51.510862, 4.778899 51.510113, 4.778272 51.509711, 4.777615 51.509525, 4.775794 51.509541, 4.774911 51.509903, 4.774108 51.510619, 4.773087 51.512232, 4.77198 51.515991, 4.772025 51.517007, 4.772304 51.517511, 4.773619 51.517843, 4.774764 51.517772)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Verspreide huizen Galder;Alphen-Chaam;17027.9025953982;14595.34;BU17230402;GM1723;BU17230402;GM1723;BU17230402;GM1723;False;False;51.514898646619415;4.769362525361095;MULTIPOLYGON (((4.779556 51.528031, 4.780137 51.527542, 4.782166 51.527876, 4.783608 51.528436, 4.784288 51.528124, 4.78419 51.527855, 4.783613 51.527847, 4.783718 51.527459, 4.785219 51.525541, 4.786127 51.525447, 4.785847 51.524927, 4.786482 51.524512, 4.786558 51.52418, 4.786368 51.523929, 4.786022 51.523893, 4.785296 51.524073, 4.785081 51.523667, 4.785844 51.523304, 4.785731 51.522527, 4.786639 51.521428, 4.786376 51.52121, 4.785593 51.521686, 4.785312 51.521457, 4.785498 51.521018, 4.785358 51.520384, 4.784924 51.519845, 4.784974 51.519343, 4.785345 51.518756, 4.786228 51.518325, 4.785614 51.518294, 4.785662 51.518044, 4.785968 51.517816, 4.786036 51.517382, 4.786604 51.51723, 4.786937 51.516901, 4.786959 51.516386, 4.787401 51.51624, 4.787891 51.516772, 4.788223 51.516379, 4.788853 51.516599, 4.789599 51.516151, 4.788547 51.51505, 4.787772 51.514755, 4.787664 51.514379, 4.788273 51.513929, 4.787207 51.513463, 4.787342 51.512618, 4.788739 51.513115, 4.788861 51.512698, 4.788362 51.512302, 4.789603 51.511667, 4.78884 51.511007, 4.787844 51.510953, 4.788895 51.509962, 4.786063 51.509455, 4.786159 51.509901, 4.785461 51.510195, 4.784776 51.510021, 4.784899 51.509548, 4.783761 51.508983, 4.783591 51.508588, 4.78428 51.508186, 4.783643 51.507881, 4.783174 51.507114, 4.782389 51.506922, 4.782018 51.506481, 4.782488 51.50618, 4.783346 51.506424, 4.784303 51.505718, 4.783912 51.505409, 4.78137 51.505313, 4.780756 51.50408, 4.778786 51.504383, 4.77869 51.5045, 4.77867 51.504395, 4.778137 51.504432, 4.774845 51.504938, 4.774746 51.504847, 4.773888 51.504956, 4.773758 51.505114, 4.760023 51.502373, 4.758213 51.503861, 4.756939 51.504237, 4.755066 51.505245, 4.753472 51.505796, 4.750948 51.509107, 4.749481 51.512288, 4.748846 51.512816, 4.746995 51.515479, 4.747202 51.515568, 4.747599 51.517071, 4.748486 51.517937, 4.748934 51.518962, 4.756988 51.518941, 4.760185 51.519308, 4.760095 51.519435, 4.760821 51.519795, 4.761351 51.520307, 4.76447 51.524046, 4.767315 51.525076, 4.768633 51.525129, 4.769174 51.524222, 4.770019 51.523642, 4.770273 51.523712, 4.770063 51.524137, 4.770219 51.524561, 4.769621 51.52489, 4.769314 51.525382, 4.77006 51.527357, 4.774389 51.528424, 4.774733 51.528397, 4.774387 51.528573, 4.776651 51.529279, 4.779556 51.528031), (4.772304 51.517511, 4.772025 51.517007, 4.77198 51.515991, 4.773087 51.512232, 4.774108 51.510619, 4.774911 51.509903, 4.775794 51.509541, 4.777615 51.509525, 4.778272 51.509711, 4.778899 51.510113, 4.779369 51.510862, 4.779377 51.512936, 4.778936 51.514037, 4.778119 51.515118, 4.778999 51.515672, 4.778794 51.516758, 4.778407 51.51732, 4.777632 51.516794, 4.778083 51.516524, 4.777618 51.516229, 4.774764 51.517772, 4.773619 51.517843, 4.772304 51.517511)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Verspreide huizen Strijbeek;Alphen-Chaam;8942.97751426431;7665.4;BU17230301;GM1723;BU17230301;GM1723;BU17230301;GM1723;False;False;51.50114657418798;4.806763487171822;MULTIPOLYGON (((4.794973 51.515017, 4.798278 51.513899, 4.801276 51.512242, 4.802584 51.511328, 4.80478 51.510411, 4.80781 51.509354, 4.81299 51.50823, 4.815102 51.507392, 4.820468 51.504865, 4.821601 51.504006, 4.821984 51.502088, 4.826144 51.501752, 4.825308 51.501236, 4.826181 51.499702, 4.827732 51.498192, 4.82764 51.498078, 4.827167 51.498142, 4.826917 51.495418, 4.827594 51.491655, 4.82963 51.485649, 4.829746 51.483555, 4.829251 51.48179, 4.824833 51.48218, 4.82101 51.483166, 4.820469 51.484262, 4.820206 51.486009, 4.818486 51.487628, 4.817419 51.488992, 4.81762 51.490391, 4.818218 51.491051, 4.81757 51.492925, 4.816675 51.494022, 4.815649 51.494632, 4.813519 51.49544, 4.812797 51.495326, 4.811574 51.495664, 4.811186 51.495608, 4.811096 51.495888, 4.809659 51.495933, 4.808859 51.496523, 4.80827 51.496656, 4.808133 51.496873, 4.807772 51.496641, 4.807197 51.496638, 4.806922 51.496986, 4.806593 51.496887, 4.806561 51.49708, 4.805631 51.497252, 4.805609 51.497602, 4.805011 51.497556, 4.804817 51.497701, 4.804618 51.497582, 4.803634 51.497872, 4.80357 51.49773, 4.803196 51.497855, 4.802892 51.497457, 4.802422 51.497517, 4.801996 51.497673, 4.802043 51.497997, 4.801805 51.498308, 4.801552 51.498322, 4.801593 51.498478, 4.800709 51.498478, 4.800529 51.498792, 4.799882 51.499019, 4.799795 51.498905, 4.79948 51.499299, 4.798542 51.49972, 4.798255 51.49964, 4.797977 51.499805, 4.797645 51.499721, 4.797449 51.499815, 4.796632 51.499449, 4.796055 51.499433, 4.795398 51.499516, 4.794959 51.499878, 4.793946 51.499785, 4.79353 51.499556, 4.793294 51.499011, 4.792802 51.498737, 4.792554 51.498341, 4.792162 51.498629, 4.791944 51.498411, 4.791292 51.498447, 4.790866 51.498159, 4.790683 51.498294, 4.789966 51.498354, 4.788996 51.498813, 4.788453 51.498814, 4.7883 51.499055, 4.787759 51.499038, 4.787352 51.498755, 4.786121 51.498845, 4.785617 51.499333, 4.785325 51.499267, 4.785033 51.499757, 4.784492 51.499551, 4.783943 51.499506, 4.783608 51.499651, 4.783061 51.499564, 4.783218 51.499903, 4.783044 51.500177, 4.782834 51.500098, 4.782725 51.500209, 4.782998 51.500385, 4.782831 51.500556, 4.783062 51.500599, 4.783048 51.500762, 4.782687 51.500876, 4.782437 51.500718, 4.78219 51.500798, 4.78268 51.50126, 4.78237 51.501347, 4.782526 51.50154, 4.782285 51.501795, 4.781665 51.501879, 4.782004 51.502379, 4.781715 51.502622, 4.781002 51.502509, 4.780832 51.502642, 4.780967 51.503043, 4.7814 51.503044, 4.781442 51.503154, 4.781205 51.503453, 4.780696 51.503587, 4.780944 51.504046, 4.780756 51.50408, 4.78137 51.505313, 4.783912 51.505409, 4.784303 51.505718, 4.783346 51.506424, 4.782488 51.50618, 4.782018 51.506481, 4.782389 51.506922, 4.783174 51.507114, 4.783643 51.507881, 4.78428 51.508186, 4.783591 51.508588, 4.783761 51.508983, 4.784899 51.509548, 4.784776 51.510021, 4.785461 51.510195, 4.786159 51.509901, 4.786063 51.509455, 4.788895 51.509962, 4.787844 51.510953, 4.78884 51.511007, 4.789603 51.511667, 4.788362 51.512302, 4.788861 51.512698, 4.788739 51.513115, 4.787342 51.512618, 4.787207 51.513463, 4.788273 51.513929, 4.787664 51.514379, 4.787772 51.514755, 4.788547 51.51505, 4.789599 51.516151, 4.794973 51.515017)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Verspreide huizen Ulvenhout;Alphen-Chaam;12530.5243251975;10740.44;BU17230501;GM1723;BU17230501;GM1723;BU17230501;GM1723;False;False;51.52620859133935;4.810779249055296;MULTIPOLYGON (((4.82776 51.543903, 4.831428 51.541725, 4.832765 51.540681, 4.833592 51.539427, 4.834018 51.539092, 4.834967 51.538746, 4.834606 51.5386, 4.835017 51.538585, 4.835089 51.538085, 4.83441 51.538115, 4.834617 51.535149, 4.836816 51.53424, 4.836441 51.533229, 4.836795 51.532771, 4.836038 51.531765, 4.834955 51.531172, 4.833354 51.531329, 4.832876 51.531189, 4.832334 51.530604, 4.832477 51.530132, 4.831325 51.529473, 4.83068 51.529387, 4.829261 51.529689, 4.829111 51.529424, 4.829269 51.529218, 4.829085 51.5291, 4.829553 51.528923, 4.829396 51.528622, 4.829708 51.528244, 4.82939 51.528144, 4.829913 51.527855, 4.829948 51.527129, 4.829258 51.526695, 4.828166 51.526438, 4.828176 51.525853, 4.827298 51.524713, 4.825843 51.524185, 4.825166 51.523618, 4.824995 51.523064, 4.825277 51.522772, 4.823837 51.521323, 4.824095 51.521087, 4.823651 51.519882, 4.823227 51.519335, 4.823193 51.518703, 4.82464 51.518128, 4.823744 51.516912, 4.823904 51.513593, 4.825561 51.511441, 4.827042 51.510974, 4.828237 51.509953, 4.82856 51.509375, 4.828011 51.508575, 4.827997 51.508119, 4.826414 51.508041, 4.824451 51.507678, 4.824925 51.506842, 4.825203 51.506845, 4.825782 51.505991, 4.826007 51.504862, 4.82541 51.504529, 4.825383 51.503324, 4.826412 51.501916, 4.826144 51.501752, 4.821984 51.502088, 4.821601 51.504006, 4.820468 51.504865, 4.815102 51.507392, 4.81299 51.50823, 4.80781 51.509354, 4.80478 51.510411, 4.802584 51.511328, 4.801276 51.512242, 4.798278 51.513899, 4.794973 51.515017, 4.789599 51.516151, 4.788853 51.516599, 4.788223 51.516379, 4.787891 51.516772, 4.787401 51.51624, 4.786959 51.516386, 4.786937 51.516901, 4.786604 51.51723, 4.786036 51.517382, 4.785968 51.517816, 4.785662 51.518044, 4.785614 51.518294, 4.786228 51.518325, 4.785345 51.518756, 4.784974 51.519343, 4.784924 51.519845, 4.785358 51.520384, 4.785498 51.521018, 4.785312 51.521457, 4.785593 51.521686, 4.786376 51.52121, 4.786639 51.521428, 4.785731 51.522527, 4.785844 51.523304, 4.785081 51.523667, 4.785296 51.524073, 4.786022 51.523893, 4.786368 51.523929, 4.786558 51.52418, 4.786482 51.524512, 4.785847 51.524927, 4.786127 51.525447, 4.785219 51.525541, 4.783718 51.527459, 4.783613 51.527847, 4.78419 51.527855, 4.784288 51.528124, 4.783608 51.528436, 4.782166 51.527876, 4.780137 51.527542, 4.779556 51.528031, 4.776651 51.529279, 4.777545 51.529561, 4.777694 51.529367, 4.778105 51.529449, 4.781588 51.530599, 4.782015 51.530594, 4.781698 51.530954, 4.78221 51.531129, 4.790072 51.533624, 4.791067 51.53375, 4.794253 51.534897, 4.796198 51.535239, 4.798698 51.535133, 4.799902 51.535381, 4.801326 51.536083, 4.799329 51.537055, 4.801671 51.537915, 4.8088 51.541132, 4.808659 51.54126, 4.809549 51.541719, 4.813811 51.543515, 4.815024 51.54275, 4.815835 51.542478, 4.816224 51.542594, 4.816373 51.542482, 4.814617 51.543944, 4.82107 51.546647, 4.821959 51.545845, 4.8226 51.545862, 4.822715 51.545927, 4.822021 51.546554, 4.822066 51.546817, 4.823689 51.547501, 4.8243 51.547081, 4.823997 51.547626, 4.82452 51.547839, 4.82776 51.543903)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Verspreide huizen Bavel;Alphen-Chaam;10111.7041042178;8667.17;BU17230601;GM1723;BU17230601;GM1723;BU17230601;GM1723;False;False;51.54835870102181;4.844884818577493;MULTIPOLYGON (((4.864545 51.553503, 4.864261 51.55202, 4.851819 51.544684, 4.848468 51.54302, 4.841323 51.540643, 4.838665 51.540238, 4.834967 51.538746, 4.834018 51.539092, 4.833592 51.539427, 4.832765 51.540681, 4.831428 51.541725, 4.82776 51.543903, 4.82452 51.547839, 4.824521 51.54784, 4.83077 51.550352, 4.832862 51.550135, 4.832904 51.54958, 4.835136 51.549533, 4.835144 51.549417, 4.837397 51.549513, 4.837997 51.550495, 4.839435 51.551621, 4.839762 51.552326, 4.83978 51.553186, 4.842433 51.553925, 4.850441 51.555429, 4.853069 51.555837, 4.853671 51.555761, 4.853991 51.556032, 4.85625 51.555102, 4.857109 51.555944, 4.858214 51.556569, 4.862985 51.55727, 4.864545 51.553503)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Centrum Werkendam;Altena;34011.4231683931;29152.64;BU19590101;GM1959;BU19590101;GM1959;BU19590101;GM1959;False;False;51.81540982650265;4.896569694844334;MULTIPOLYGON (((4.906085 51.819425, 4.905317 51.818992, 4.906014 51.818494, 4.900698 51.815587, 4.900292 51.815801, 4.899188 51.815322, 4.899519 51.815073, 4.89829 51.81437, 4.898213 51.814225, 4.899433 51.813692, 4.899465 51.812999, 4.89894 51.812588, 4.898491 51.812583, 4.898191 51.812216, 4.897042 51.812105, 4.896181 51.812155, 4.896297 51.812966, 4.896103 51.813034, 4.894756 51.813099, 4.894674 51.812695, 4.894004 51.812741, 4.893984 51.81293, 4.892169 51.813241, 4.891829 51.81266, 4.890748 51.812626, 4.890661 51.811871, 4.888936 51.811988, 4.88877 51.811784, 4.88834 51.811808, 4.888225 51.812103, 4.887707 51.81173, 4.887198 51.812171, 4.88619 51.812598, 4.886412 51.813148, 4.88667 51.813144, 4.88826 51.814293, 4.888166 51.814558, 4.892519 51.81546, 4.897774 51.815731, 4.902708 51.817601, 4.901789 51.818426, 4.90198 51.818955, 4.901707 51.819457, 4.903216 51.820214, 4.902462 51.82122, 4.904636 51.821681, 4.906085 51.819425)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Burchtpolder;Altena;21340.3557722519;18291.73;BU19590102;GM1959;BU19590102;GM1959;BU19590102;GM1959;False;False;51.81007614739451;4.890345287402709;MULTIPOLYGON (((4.893984 51.81293, 4.894004 51.812741, 4.893901 51.812518, 4.894255 51.812488, 4.894138 51.812046, 4.893828 51.812005, 4.893177 51.809124, 4.893137 51.808761, 4.893486 51.808661, 4.893003 51.806899, 4.892705 51.806738, 4.892936 51.806317, 4.891385 51.806391, 4.890573 51.806643, 4.890299 51.806842, 4.890453 51.808073, 4.887995 51.808733, 4.887237 51.809201, 4.885402 51.809824, 4.88619 51.812598, 4.887198 51.812171, 4.887707 51.81173, 4.888225 51.812103, 4.88834 51.811808, 4.88877 51.811784, 4.888936 51.811988, 4.890661 51.811871, 4.890748 51.812626, 4.891829 51.81266, 4.892169 51.813241, 4.893984 51.81293)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
