bu_naam;gm_naam;wvr50;net_wvr50;buurtcode_2023;gemeentecode_2023;buurtcode_2024;gemeentecode_2024;buurtcode_2025;gemeentecode_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;centroid_lat;centroid_lon;geom_wkt;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
Oosteind;Oosterhout;27050.8426548094;23186.43;BU08261200;GM0826;BU08261200;GM0826;BU08261200;GM0826;False;False;51.64685819595631;4.908845101325021;MULTIPOLYGON (((4.932906 51.651576, 4.932816 51.650698, 4.930354 51.649541, 4.930102 51.647941, 4.92928 51.648532, 4.929203 51.646875, 4.928946 51.646673, 4.927318 51.647398, 4.92721 51.649134, 4.924801 51.649153, 4.905319 51.644073, 4.905642 51.643159, 4.904025 51.642788, 4.898476 51.642886, 4.892357 51.639596, 4.890089 51.640727, 4.888562 51.641947, 4.888802 51.642662, 4.888588 51.6455, 4.89725 51.646097, 4.902875 51.648005, 4.908242 51.649344, 4.915496 51.650698, 4.923483 51.652523, 4.932906 51.651576)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Buitengebied-Oosteind-Zuid;Oosterhout;9601.31084657988;8229.69;BU08261208;GM0826;BU08261208;GM0826;BU08261208;GM0826;False;False;51.63773157585178;4.903201777554139;MULTIPOLYGON (((4.888143 51.649581, 4.888588 51.6455, 4.888802 51.642662, 4.888562 51.641947, 4.890089 51.640727, 4.892357 51.639596, 4.898476 51.642886, 4.904025 51.642788, 4.905642 51.643159, 4.905319 51.644073, 4.924801 51.649153, 4.92721 51.649134, 4.927318 51.647398, 4.928946 51.646673, 4.913192 51.634023, 4.911148 51.631248, 4.910028 51.62946, 4.910538 51.627426, 4.912117 51.626825, 4.911823 51.626365, 4.905019 51.624532, 4.894701 51.626249, 4.89166 51.626754, 4.893984 51.630233, 4.895301 51.632688, 4.893713 51.633344, 4.891443 51.633612, 4.889863 51.634059, 4.880766 51.63542, 4.880209 51.634942, 4.881745 51.636526, 4.882755 51.638428, 4.883084 51.640533, 4.882429 51.649586, 4.887826 51.649762, 4.888143 51.649581)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Willemspolder;Oosterhout;2411.42321724579;2066.93;BU08261209;GM0826;BU08261209;GM0826;BU08261209;GM0826;False;False;51.66171981614734;4.904903801212722;MULTIPOLYGON (((4.913133 51.675805, 4.913781 51.675049, 4.914572 51.674905, 4.916373 51.675284, 4.917521 51.675258, 4.920131 51.674425, 4.923312 51.673695, 4.925032 51.673009, 4.926776 51.669087, 4.92975 51.667681, 4.93031 51.667572, 4.930943 51.667102, 4.930663 51.666433, 4.931297 51.664223, 4.931048 51.663552, 4.931764 51.662587, 4.932042 51.661676, 4.933126 51.659884, 4.933 51.658893, 4.933838 51.658501, 4.93441 51.657254, 4.933714 51.656575, 4.932815 51.656181, 4.93246 51.655824, 4.932325 51.654758, 4.932593 51.654145, 4.932362 51.653389, 4.932906 51.651576, 4.923483 51.652523, 4.915496 51.650698, 4.908242 51.649344, 4.902875 51.648005, 4.89725 51.646097, 4.888588 51.6455, 4.888143 51.649581, 4.887826 51.649762, 4.882429 51.649586, 4.882105 51.653457, 4.880755 51.662535, 4.880163 51.666774, 4.879704 51.670362, 4.879713 51.672043, 4.880229 51.671835, 4.8805 51.674208, 4.896836 51.674774, 4.89811 51.674427, 4.898293 51.674545, 4.898768 51.674129, 4.906932 51.674944, 4.906552 51.675953, 4.912827 51.67659, 4.913133 51.675805)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Dorst;Oosterhout;43989.981205401;37705.69;BU08261300;GM0826;BU08261300;GM0826;BU08261300;GM0826;False;False;51.591898486185904;4.85752348452352;MULTIPOLYGON (((4.857625 51.596475, 4.860999 51.594921, 4.861024 51.593363, 4.867449 51.592411, 4.867662 51.590078, 4.866721 51.590073, 4.866329 51.58939, 4.865128 51.589561, 4.86525 51.588945, 4.864951 51.587776, 4.860199 51.588283, 4.853818 51.587805, 4.853221 51.589248, 4.852536 51.58931, 4.851386 51.589097, 4.849826 51.592085, 4.849986 51.592196, 4.847542 51.593237, 4.846961 51.593697, 4.848899 51.595156, 4.853147 51.594524, 4.854201 51.597254, 4.857625 51.596475)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Buitengebied Dorst-Zuid;Oosterhout;5629.11984148481;4824.95;BU08261307;GM0826;BU08261307;GM0826;BU08261307;GM0826;False;False;51.586334079050864;4.861744171515039;MULTIPOLYGON (((4.848899 51.595156, 4.846961 51.593697, 4.847542 51.593237, 4.849986 51.592196, 4.849826 51.592085, 4.851386 51.589097, 4.852536 51.58931, 4.853221 51.589248, 4.853818 51.587805, 4.860199 51.588283, 4.864951 51.587776, 4.86525 51.588945, 4.865128 51.589561, 4.866329 51.58939, 4.866721 51.590073, 4.867662 51.590078, 4.867449 51.592411, 4.890246 51.589036, 4.889998 51.588947, 4.868966 51.581002, 4.86804 51.581093, 4.867889 51.580905, 4.869269 51.578792, 4.869171 51.578442, 4.86704 51.578495, 4.864239 51.579089, 4.862543 51.579333, 4.856539 51.579256, 4.854398 51.57937, 4.852001 51.580439, 4.848969 51.581529, 4.84573 51.58345, 4.845118 51.583813, 4.843921 51.585415, 4.842622 51.585829, 4.841953 51.591544, 4.84263 51.591472, 4.841906 51.59462, 4.841747 51.594648, 4.842021 51.596027, 4.841371 51.59626, 4.848899 51.595156)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Bosgebied Dorst;Oosterhout;6450.1872559458;5528.73;BU08261308;GM0826;BU08261308;GM0826;BU08261308;GM0826;False;False;51.60259381931695;4.8708853621973836;MULTIPOLYGON (((4.88103 51.617998, 4.883539 51.615915, 4.886397 51.612225, 4.8999 51.592667, 4.890246 51.589036, 4.867449 51.592411, 4.861024 51.593363, 4.860999 51.594921, 4.857625 51.596475, 4.854201 51.597254, 4.853147 51.594524, 4.848899 51.595156, 4.841371 51.59626, 4.840743 51.596485, 4.834723 51.597346, 4.834073 51.597412, 4.835986 51.598961, 4.835717 51.599293, 4.839803 51.601681, 4.839892 51.602457, 4.841411 51.603363, 4.843474 51.603858, 4.843905 51.603774, 4.850381 51.607447, 4.852818 51.609154, 4.856792 51.612679, 4.879491 51.619269, 4.88103 51.617998)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Steenoven;Oosterhout;5377.6217145328;4609.39;BU08261309;GM0826;BU08261309;GM0826;BU08261309;GM0826;False;False;51.610406443503614;4.901974716587656;MULTIPOLYGON (((4.905019 51.624532, 4.904279 51.624333, 4.915554 51.622433, 4.914805 51.620795, 4.913559 51.619638, 4.912231 51.61948, 4.9099 51.618327, 4.911327 51.618062, 4.911136 51.617555, 4.911167 51.616157, 4.911346 51.615693, 4.911605 51.615729, 4.911882 51.615399, 4.915331 51.611624, 4.917443 51.608541, 4.918506 51.604433, 4.918579 51.601591, 4.918499 51.601367, 4.917457 51.60134, 4.916279 51.600776, 4.916269 51.600016, 4.913775 51.599707, 4.913113 51.600397, 4.911635 51.600067, 4.913786 51.59809, 4.8999 51.592667, 4.886397 51.612225, 4.883539 51.615915, 4.88103 51.617998, 4.894892 51.621794, 4.893828 51.624528, 4.894701 51.626249, 4.905019 51.624532)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Appelscha-Bruggelaan;Ooststellingwerf;4171.9101059099;3575.92;BU00850101;GM0085;BU00850101;GM0085;BU00850101;GM0085;False;False;52.9551319307981;6.339969499972722;MULTIPOLYGON (((6.344868 52.959542, 6.344757 52.959472, 6.345363 52.959106, 6.343769 52.95817, 6.343247 52.957648, 6.342611 52.957662, 6.341517 52.956928, 6.341757 52.956867, 6.34094 52.956507, 6.340928 52.956383, 6.341411 52.956342, 6.34144 52.955818, 6.338919 52.954179, 6.339851 52.953922, 6.341441 52.95375, 6.343243 52.952737, 6.343547 52.952531, 6.343338 52.952431, 6.34265 52.952743, 6.34169 52.952671, 6.335927 52.951094, 6.336304 52.952022, 6.335918 52.951979, 6.336913 52.95368, 6.336331 52.953707, 6.336198 52.954514, 6.337004 52.954614, 6.336818 52.955227, 6.337548 52.954501, 6.337837 52.954605, 6.339067 52.955634, 6.33844 52.956004, 6.338458 52.956206, 6.33942 52.956916, 6.338267 52.957596, 6.338752 52.957894, 6.339409 52.957553, 6.33986 52.95784, 6.34047 52.957517, 6.341519 52.958161, 6.341186 52.958354, 6.343884 52.959986, 6.344868 52.959542)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Appelscha-De Valouwe;Ooststellingwerf;4830.24343822547;4140.2;BU00850102;GM0085;BU00850102;GM0085;BU00850102;GM0085;False;False;52.94687669640707;6.34976080615223;MULTIPOLYGON (((6.346219 52.951458, 6.350498 52.949209, 6.351599 52.948762, 6.351265 52.948233, 6.351382 52.945257, 6.351541 52.945097, 6.35192 52.945156, 6.352475 52.945698, 6.352775 52.94569, 6.352938 52.945265, 6.353805 52.944818, 6.353381 52.944645, 6.352207 52.94347, 6.349757 52.942835, 6.349486 52.94296, 6.34886 52.945475, 6.347567 52.948491, 6.346046 52.950496, 6.346219 52.951458)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Appelscha-Drentseweg;Ooststellingwerf;4245.88014324873;3639.32;BU00850103;GM0085;BU00850103;GM0085;BU00850103;GM0085;False;False;52.949789043889545;6.35565701944514;MULTIPOLYGON (((6.348407 52.952113, 6.34936 52.952099, 6.349245 52.951809, 6.349509 52.951776, 6.349578 52.952114, 6.350389 52.951988, 6.350532 52.952075, 6.350866 52.951959, 6.350651 52.951635, 6.350892 52.951607, 6.351011 52.95187, 6.353839 52.951786, 6.353843 52.951509, 6.354046 52.951522, 6.354043 52.951766, 6.355024 52.951798, 6.356247 52.951631, 6.356155 52.951331, 6.359213 52.951153, 6.359318 52.951651, 6.360203 52.951677, 6.360559 52.951656, 6.360699 52.951859, 6.361027 52.951743, 6.360862 52.951567, 6.361364 52.951449, 6.361894 52.952, 6.361813 52.951842, 6.362247 52.951683, 6.36214 52.951581, 6.362661 52.951393, 6.363147 52.951715, 6.363107 52.95141, 6.363652 52.951207, 6.36309 52.950635, 6.358814 52.946244, 6.356888 52.946751, 6.351599 52.948762, 6.350498 52.949209, 6.346219 52.951458, 6.346151 52.95171, 6.346159 52.951739, 6.347525 52.95171, 6.348394 52.952311, 6.348407 52.952113)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Appelscha-Midden Oost;Ooststellingwerf;13854.5879935625;11875.36;BU00850104;GM0085;BU00850104;GM0085;BU00850104;GM0085;False;False;52.95290174086723;6.353150803791862;MULTIPOLYGON (((6.352296 52.955364, 6.352001 52.955157, 6.35275 52.954621, 6.352879 52.954703, 6.353502 52.954342, 6.356663 52.953208, 6.356998 52.953191, 6.357091 52.953531, 6.357341 52.953442, 6.357493 52.953069, 6.358897 52.952858, 6.358699 52.952485, 6.358371 52.952549, 6.35826 52.952333, 6.358898 52.952184, 6.359524 52.952766, 6.360024 52.952611, 6.359882 52.952464, 6.360455 52.952271, 6.360203 52.951677, 6.359318 52.951651, 6.359213 52.951153, 6.356155 52.951331, 6.356247 52.951631, 6.355024 52.951798, 6.354043 52.951766, 6.354046 52.951522, 6.353843 52.951509, 6.353839 52.951786, 6.351011 52.95187, 6.350892 52.951607, 6.350651 52.951635, 6.350866 52.951959, 6.350532 52.952075, 6.350389 52.951988, 6.349578 52.952114, 6.349509 52.951776, 6.349245 52.951809, 6.34936 52.952099, 6.348407 52.952113, 6.348394 52.952311, 6.347525 52.95171, 6.346159 52.951739, 6.346386 52.952139, 6.348231 52.953401, 6.348046 52.953512, 6.348435 52.953746, 6.348615 52.953639, 6.351797 52.955622, 6.352296 52.955364)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Appelscha-Midden West;Ooststellingwerf;5111.32958011302;4381.13;BU00850105;GM0085;BU00850105;GM0085;BU00850105;GM0085;False;False;52.95662285654133;6.347299869974556;MULTIPOLYGON (((6.347892 52.957669, 6.347766 52.957595, 6.34822 52.957305, 6.348864 52.957695, 6.348582 52.957414, 6.348809 52.956982, 6.348379 52.956815, 6.348619 52.956676, 6.348855 52.956822, 6.34958 52.956404, 6.349857 52.956576, 6.350588 52.95611, 6.347419 52.954126, 6.34672 52.954623, 6.346384 52.955947, 6.346458 52.956793, 6.344482 52.958043, 6.343769 52.95817, 6.345363 52.959106, 6.347892 52.957669)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Appelscha-Noord;Ooststellingwerf;5865.82396096906;5027.84;BU00850106;GM0085;BU00850106;GM0085;BU00850106;GM0085;False;False;52.95596265359169;6.360562899733846;MULTIPOLYGON (((6.364667 52.957198, 6.36279 52.955311, 6.360946 52.953488, 6.360615 52.953672, 6.360777 52.953835, 6.359731 52.954235, 6.359222 52.954416, 6.358943 52.954131, 6.358126 52.95452, 6.35645 52.95496, 6.356586 52.955097, 6.356776 52.955231, 6.356761 52.955611, 6.358003 52.955698, 6.357882 52.957418, 6.363158 52.957744, 6.364667 52.957198)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Appelscha-Steegdenhal;Ooststellingwerf;8099.71908860167;6942.61;BU00850107;GM0085;BU00850107;GM0085;BU00850107;GM0085;False;False;52.95547565730899;6.343208771087373;MULTIPOLYGON (((6.344482 52.958043, 6.346458 52.956793, 6.346384 52.955947, 6.344787 52.954773, 6.345385 52.954491, 6.344692 52.95372, 6.343243 52.952737, 6.341441 52.95375, 6.339851 52.953922, 6.338919 52.954179, 6.34144 52.955818, 6.341411 52.956342, 6.340928 52.956383, 6.34094 52.956507, 6.341757 52.956867, 6.341517 52.956928, 6.342611 52.957662, 6.343247 52.957648, 6.343769 52.95817, 6.344482 52.958043)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Appelscha-Toogwijk;Ooststellingwerf;5436.79774440386;4660.11;BU00850108;GM0085;BU00850108;GM0085;BU00850108;GM0085;False;False;52.953348802924964;6.3647939096443125;MULTIPOLYGON (((6.368737 52.953155, 6.366702 52.951343, 6.365337 52.951848, 6.365545 52.952091, 6.364297 52.952554, 6.363892 52.952154, 6.363321 52.952405, 6.363485 52.952563, 6.362813 52.952785, 6.363191 52.953154, 6.362895 52.953268, 6.362555 52.953345, 6.362133 52.952919, 6.360949 52.953265, 6.360946 52.953488, 6.36279 52.955311, 6.368737 52.953155)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Oosterwolde-Centrum-Noord-Oost;Ooststellingwerf;12308.614213181;10550.24;BU00851106;GM0085;BU00851106;GM0085;BU00851106;GM0085;False;False;52.9914761640704;6.296597480668171;MULTIPOLYGON (((6.296114 52.992953, 6.298517 52.992902, 6.298643 52.991568, 6.300969 52.991737, 6.300917 52.991208, 6.300086 52.989616, 6.299225 52.989033, 6.296912 52.990501, 6.295563 52.990714, 6.291772 52.99122, 6.291366 52.991274, 6.293705 52.993235, 6.294085 52.993358, 6.296114 52.992953)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Appelscha-Vaart;Ooststellingwerf;16140.2621473323;13834.51;BU00850109;GM0085;BU00850109;GM0085;BU00850109;GM0085;False;False;52.957503257020335;6.350672901443297;MULTIPOLYGON (((6.339026 52.964097, 6.339417 52.96418, 6.340273 52.964333, 6.340982 52.963715, 6.340388 52.963585, 6.341016 52.963192, 6.342845 52.963806, 6.343679 52.962851, 6.342647 52.962572, 6.343723 52.961779, 6.344372 52.96192, 6.345265 52.96093, 6.346161 52.960483, 6.346902 52.96098, 6.347389 52.960119, 6.348868 52.960299, 6.349076 52.959905, 6.348773 52.95985, 6.349109 52.959133, 6.349416 52.959168, 6.350286 52.957713, 6.352182 52.957058, 6.35382 52.957157, 6.353146 52.956493, 6.354726 52.955829, 6.35672 52.955233, 6.356586 52.955097, 6.35645 52.95496, 6.358126 52.95452, 6.358943 52.954131, 6.359222 52.954416, 6.359731 52.954235, 6.360777 52.953835, 6.360615 52.953672, 6.360946 52.953488, 6.360949 52.953265, 6.362133 52.952919, 6.362555 52.953345, 6.362895 52.953268, 6.363191 52.953154, 6.362813 52.952785, 6.363485 52.952563, 6.363321 52.952405, 6.363892 52.952154, 6.364297 52.952554, 6.365545 52.952091, 6.365337 52.951848, 6.366702 52.951343, 6.365226 52.949856, 6.36309 52.950635, 6.363652 52.951207, 6.363107 52.95141, 6.363147 52.951715, 6.362661 52.951393, 6.36214 52.951581, 6.362247 52.951683, 6.361813 52.951842, 6.361894 52.952, 6.361364 52.951449, 6.360862 52.951567, 6.361027 52.951743, 6.360699 52.951859, 6.360559 52.951656, 6.360203 52.951677, 6.360455 52.952271, 6.359882 52.952464, 6.360024 52.952611, 6.359524 52.952766, 6.358898 52.952184, 6.35826 52.952333, 6.358371 52.952549, 6.358699 52.952485, 6.358897 52.952858, 6.357493 52.953069, 6.357341 52.953442, 6.357091 52.953531, 6.356998 52.953191, 6.356663 52.953208, 6.353502 52.954342, 6.352879 52.954703, 6.35275 52.954621, 6.352001 52.955157, 6.352296 52.955364, 6.351797 52.955622, 6.350588 52.95611, 6.349857 52.956576, 6.34958 52.956404, 6.348855 52.956822, 6.348619 52.956676, 6.348379 52.956815, 6.348809 52.956982, 6.348582 52.957414, 6.348864 52.957695, 6.34822 52.957305, 6.347766 52.957595, 6.347892 52.957669, 6.345363 52.959106, 6.344757 52.959472, 6.344868 52.959542, 6.343884 52.959986, 6.343008 52.960512, 6.34289 52.960439, 6.341855 52.961174, 6.340543 52.960585, 6.337534 52.963043, 6.338485 52.963581, 6.336635 52.964906, 6.336237 52.964722, 6.335848 52.965004, 6.336804 52.965487, 6.339026 52.964097)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Appelscha-Van Emstweg;Ooststellingwerf;5666.10486015423;4856.66;BU00850110;GM0085;BU00850110;GM0085;BU00850110;GM0085;False;False;52.95388558212668;6.346958611607297;MULTIPOLYGON (((6.351797 52.955622, 6.348615 52.953639, 6.348435 52.953746, 6.348046 52.953512, 6.348231 52.953401, 6.346386 52.952139, 6.346159 52.951739, 6.346151 52.95171, 6.345438 52.9518, 6.343547 52.952531, 6.343243 52.952737, 6.344692 52.95372, 6.345385 52.954491, 6.344787 52.954773, 6.346384 52.955947, 6.34672 52.954623, 6.347419 52.954126, 6.350588 52.95611, 6.351797 52.955622)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Appelscha-Buitengebied;Ooststellingwerf;32665.1684888265;27998.71;BU00850111;GM0085;BU00850111;GM0085;BU00850111;GM0085;False;False;52.94208473491229;6.3402956290161505;MULTIPOLYGON (((6.427615 52.971815, 6.402671 52.943382, 6.393436 52.932843, 6.369026 52.921976, 6.33446 52.90657, 6.333281 52.906356, 6.302985 52.924972, 6.283155 52.926148, 6.282975 52.928131, 6.290105 52.937471, 6.291854 52.941603, 6.290073 52.942348, 6.288144 52.944875, 6.287119 52.945611, 6.283617 52.946781, 6.271338 52.943146, 6.266124 52.94805, 6.26599 52.949056, 6.272152 52.951105, 6.271543 52.951936, 6.303129 52.961309, 6.299147 52.966074, 6.309259 52.968982, 6.310112 52.967889, 6.31316 52.968832, 6.31111 52.971283, 6.316802 52.973022, 6.317846 52.972298, 6.323145 52.97403, 6.336804 52.965487, 6.335848 52.965004, 6.336237 52.964722, 6.336635 52.964906, 6.338485 52.963581, 6.337534 52.963043, 6.340543 52.960585, 6.341855 52.961174, 6.34289 52.960439, 6.343008 52.960512, 6.343884 52.959986, 6.341186 52.958354, 6.341519 52.958161, 6.34047 52.957517, 6.33986 52.95784, 6.339409 52.957553, 6.338752 52.957894, 6.338267 52.957596, 6.33942 52.956916, 6.338458 52.956206, 6.33844 52.956004, 6.339067 52.955634, 6.337837 52.954605, 6.337548 52.954501, 6.336818 52.955227, 6.337004 52.954614, 6.336198 52.954514, 6.336331 52.953707, 6.336913 52.95368, 6.335918 52.951979, 6.336304 52.952022, 6.335927 52.951094, 6.34169 52.952671, 6.34265 52.952743, 6.343338 52.952431, 6.343547 52.952531, 6.345438 52.9518, 6.346151 52.95171, 6.346219 52.951458, 6.346046 52.950496, 6.347567 52.948491, 6.34886 52.945475, 6.349486 52.94296, 6.349757 52.942835, 6.352207 52.94347, 6.353381 52.944645, 6.353805 52.944818, 6.352938 52.945265, 6.352775 52.94569, 6.352475 52.945698, 6.35192 52.945156, 6.351541 52.945097, 6.351382 52.945257, 6.351265 52.948233, 6.351599 52.948762, 6.356888 52.946751, 6.358814 52.946244, 6.36309 52.950635, 6.365226 52.949856, 6.366702 52.951343, 6.368737 52.953155, 6.36279 52.955311, 6.364667 52.957198, 6.363158 52.957744, 6.357882 52.957418, 6.358003 52.955698, 6.356761 52.955611, 6.356776 52.955231, 6.356586 52.955097, 6.35672 52.955233, 6.354726 52.955829, 6.353146 52.956493, 6.35382 52.957157, 6.352182 52.957058, 6.350286 52.957713, 6.349416 52.959168, 6.349109 52.959133, 6.348773 52.95985, 6.349076 52.959905, 6.348868 52.960299, 6.347389 52.960119, 6.346902 52.96098, 6.346161 52.960483, 6.345265 52.96093, 6.344372 52.96192, 6.343723 52.961779, 6.342647 52.962572, 6.343679 52.962851, 6.342845 52.963806, 6.341016 52.963192, 6.340388 52.963585, 6.340982 52.963715, 6.340273 52.964333, 6.339417 52.96418, 6.35599 52.967702, 6.356417 52.968153, 6.367891 52.963892, 6.366016 52.960512, 6.364438 52.959001, 6.366385 52.959124, 6.379559 52.954379, 6.399383 52.953256, 6.422623 52.976593, 6.427615 52.971815)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Donkerbroek-Noord;Ooststellingwerf;8358.61421928757;7164.52;BU00850201;GM0085;BU00850201;GM0085;BU00850201;GM0085;False;False;53.0191125008821;6.237393948299341;MULTIPOLYGON (((6.234648 53.021185, 6.234612 53.020654, 6.23974 53.020556, 6.239724 53.02007, 6.240148 53.020061, 6.240053 53.019145, 6.240585 53.019139, 6.240576 53.019023, 6.241379 53.019054, 6.241425 53.019201, 6.242929 53.019189, 6.243029 53.020578, 6.243882 53.020559, 6.243914 53.02102, 6.244703 53.02104, 6.24463 53.019748, 6.24555 53.019703, 6.245491 53.018934, 6.246078 53.018925, 6.246105 53.019189, 6.248135 53.019302, 6.248113 53.01893, 6.249185 53.018973, 6.249222 53.018545, 6.24183 53.018462, 6.234222 53.017352, 6.232085 53.017208, 6.2306 53.016855, 6.230344 53.017207, 6.231149 53.017259, 6.230594 53.018377, 6.230611 53.019717, 6.231689 53.019648, 6.232009 53.019749, 6.232659 53.019078, 6.233034 53.0192, 6.23117 53.021188, 6.232578 53.021174, 6.232563 53.020625, 6.233575 53.020625, 6.233625 53.021198, 6.234648 53.021185)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Donkerbroek-Zuid;Ooststellingwerf;12486.1423027942;10702.4;BU00850202;GM0085;BU00850202;GM0085;BU00850202;GM0085;False;False;53.016085388099036;6.238439301589021;MULTIPOLYGON (((6.249048 53.017506, 6.247359 53.017541, 6.247258 53.016644, 6.246948 53.016646, 6.246987 53.017191, 6.24663 53.017194, 6.246615 53.017409, 6.245985 53.01742, 6.245988 53.017564, 6.245398 53.017577, 6.245391 53.017322, 6.244441 53.017346, 6.244467 53.017608, 6.243691 53.017631, 6.243644 53.017052, 6.242681 53.017081, 6.242689 53.01458, 6.2411 53.014572, 6.241144 53.015239, 6.239332 53.015254, 6.238712 53.015039, 6.238586 53.013107, 6.239224 53.012435, 6.238698 53.012131, 6.237232 53.012114, 6.237228 53.012911, 6.23547 53.012918, 6.235401 53.01358, 6.233839 53.014144, 6.23264 53.014182, 6.232065 53.015081, 6.231265 53.015083, 6.231255 53.015663, 6.2306 53.016855, 6.232085 53.017208, 6.234222 53.017352, 6.24183 53.018462, 6.249222 53.018545, 6.249048 53.017506)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Oosterwolde-Noord-Oost;Ooststellingwerf;9764.0449287253;8369.18;BU00851107;GM0085;BU00851107;GM0085;BU00851107;GM0085;False;False;52.99535543072831;6.301211368169654;MULTIPOLYGON (((6.305061 52.997524, 6.305053 52.995492, 6.306173 52.993631, 6.304506 52.993314, 6.303074 52.993216, 6.302798 52.994203, 6.300663 52.994083, 6.300813 52.99306, 6.298517 52.992902, 6.296114 52.992953, 6.294085 52.993358, 6.29683 52.995112, 6.299739 52.996308, 6.300722 52.997285, 6.301763 52.997968, 6.303038 52.999406, 6.303586 52.999556, 6.305061 52.997524)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
