gemeentecode;bestelauto_buurtsom_actueel;vrachtauto_buurtsom_actueel;bestelauto_cbs2023;vrachtauto_cbs2023;bestelauto_afwijking_pct;vrachtauto_afwijking_pct
GM0275;1896;45;1715;56;10.553935860058308;-19.642857142857142
GM0277;1508;83;31;7;4764.5161290322585;1085.7142857142858
GM0279;1076;76;803;57;33.997509339975096;33.333333333333336
GM0281;2668;195;2883;225;-7.457509538674992;-13.333333333333334
GM0285;1887;152;1612;125;17.05955334987593;21.6
GM0289;1024;53;953;44;7.4501573976915;20.454545454545453
GM0293;518;5;566;16;-8.480565371024735;-68.75
GM0294;1695;125;1551;118;9.284332688588007;5.932203389830509
GM0296;2877;234;2415;185;19.130434782608695;26.486486486486488
GM0297;3063;223;2482;234;23.408541498791298;-4.700854700854701
GM0299;2206;108;2274;102;-2.990325417766051;5.882352941176471
GM0301;1729;134;1692;133;2.186761229314421;0.7518796992481203
GM0302;1935;111;2186;112;-11.482159194876488;-0.8928571428571429
GM0303;2121;135;2546;155;-16.69285153181461;-12.903225806451612
GM0307;25813;581;18718;343;37.90469067208035;69.38775510204081
GM0308;883;18;895;20;-1.3407821229050279;-10.0
GM0310;1943;122;1785;102;8.8515406162465;19.607843137254903
GM0312;548;25;861;41;-36.35307781649245;-39.02439024390244
GM0313;765;77;1607;219;-52.39576851275669;-64.84018264840182
GM0317;842;67;758;45;11.08179419525066;48.888888888888886
GM0321;14330;608;9582;170;49.55124191191818;257.6470588235294
GM0327;1558;40;1184;32;31.58783783783784;25.0
GM0331;1931;177;1650;159;17.03030303030303;11.320754716981131
GM0335;1371;117;1211;103;13.212221304706853;13.592233009708737
GM0339;866;61;721;50;20.110957004160888;22.0
GM0340;1319;64;1315;62;0.3041825095057034;3.225806451612903
GM0342;2249;183;2157;169;4.265183124710246;8.284023668639053
GM0344;13239;812;15910;1083;-16.78818353236958;-25.023084025854107
GM0345;3540;222;3237;179;9.360518999073216;24.022346368715084
GM0351;1166;45;1157;45;0.7778738115816768;0.0
GM0352;1192;45;1151;44;3.5621198957428324;2.272727272727273
GM0353;1388;66;1278;60;8.60719874804382;10.0
GM0355;1900;44;2014;48;-5.660377358490566;-8.333333333333334
GM0356;2872;134;2997;137;-4.170837504170837;-2.18978102189781
GM0358;2068;112;1958;176;5.617977528089888;-36.36363636363637
GM0361;7349;646;6438;506;14.15035725380553;27.66798418972332
GM0362;1926;144;2243;135;-14.13285777975925;6.666666666666667
GM0363;20996;987;21738;1086;-3.413377495629773;-9.116022099447514
GM0373;1401;58;1381;63;1.448225923244026;-7.936507936507937
GM0375;3128;266;2218;268;41.02795311091073;-0.746268656716418
GM0376;696;17;399;25;74.43609022556392;-32.0
GM0377;346;2;473;5;-26.849894291754758;-60.0
GM0383;1522;133;1502;109;1.3315579227696406;22.01834862385321
GM0384;1182;86;929;75;27.233584499461788;14.666666666666666
GM0385;3036;109;2981;106;1.845018450184502;2.830188679245283
GM0388;1066;42;917;25;16.24863685932388;68.0
GM0392;6991;332;5414;242;29.128186183967493;37.1900826446281
GM0394;13287;1307;20018;1049;-33.62473773603757;24.59485224022879
GM0396;2134;67;1567;46;36.18379068283344;45.65217391304348
GM0397;478;9;544;20;-12.132352941176471;-55.0
GM0399;822;33;850;40;-3.2941176470588234;-17.5
GM0400;2112;56;2071;61;1.9797199420569773;-8.19672131147541
GM0402;3115;114;3138;108;-0.7329509241555131;5.555555555555555
GM0405;5080;202;4702;189;8.03913228413441;6.878306878306878
GM0406;1497;35;1526;37;-1.9003931847968545;-5.405405405405405
GM0415;513;10;528;10;-2.840909090909091;0.0
GM0417;60;1;358;12;-83.24022346368714;-91.66666666666667
GM0420;3817;678;3887;698;-1.8008747105737073;-2.865329512893983
GM0431;576;84;518;75;11.196911196911197;12.0
GM0432;1644;440;1054;68;55.977229601518026;547.0588235294117
GM0437;21379;384;2685;97;696.2383612662942;295.87628865979383
GM0439;4000;219;4719;202;-15.23627887264251;8.415841584158416
GM0441;4157;227;3763;191;10.47036938612809;18.848167539267017
GM0448;2078;123;1630;78;27.484662576687118;57.69230769230769
GM0450;315;14;799;36;-60.575719649561954;-61.111111111111114
GM0451;1635;109;1422;112;14.978902953586498;-2.6785714285714284
GM0453;2504;85;3323;139;-24.646403851941017;-38.84892086330935
GM0473;638;9;654;11;-2.4464831804281344;-18.181818181818183
GM0479;7447;281;6925;248;7.537906137184115;13.306451612903226
GM0482;1208;76;1220;79;-0.9836065573770492;-3.7974683544303796
GM0484;6752;649;6268;559;7.721761327377154;16.100178890876567
GM0489;4400;475;2276;311;93.32161687170475;52.733118971061096
GM0498;2664;445;1515;83;75.84158415841584;436.144578313253
GM0502;2033;84;2727;89;-25.44921158782545;-5.617977528089888
GM0503;3037;150;2583;108;17.5764614789005;38.888888888888886
GM0505;7587;285;6889;285;10.13209464363478;0.0
GM0512;1720;88;1931;90;-10.926980838943553;-2.2222222222222223
GM0513;2298;92;2285;94;0.5689277899343544;-2.127659574468085
GM0518;21304;611;20605;467;3.3923804901722883;30.83511777301927
GM0523;2226;144;1390;103;60.143884892086334;39.80582524271845
GM0531;580;8;1098;23;-47.17668488160292;-65.21739130434783
GM0532;887;39;974;58;-8.932238193018481;-32.758620689655174
GM0534;1234;118;1193;114;3.4367141659681475;3.508771929824561
GM0537;3261;558;2977;483;9.539805172992946;15.527950310559007
GM0542;1062;91;1050;119;1.1428571428571428;-23.529411764705884
GM0546;3043;101;3157;114;-3.6110231232182453;-11.403508771929825
GM0547;748;25;818;26;-8.557457212713937;-3.8461538461538463
GM0553;1219;69;1163;65;4.815133276010318;6.153846153846154
GM0556;1031;29;1077;32;-4.2711234911792015;-9.375
GM0569;2571;298;2394;266;7.393483709273183;12.030075187969924
GM0575;2631;246;2419;231;8.763952046300124;6.4935064935064934
GM0579;664;127;490;77;35.51020408163265;64.93506493506493
GM0589;1121;181;1002;159;11.87624750499002;13.836477987421384
GM0590;2421;506;1137;165;112.9287598944591;206.66666666666666
GM0597;2087;87;2461;123;-15.197074360016254;-29.26829268292683
GM0599;19470;995;23608;1169;-17.527956624872925;-14.884516680923866
GM0603;2107;39;2138;40;-1.449953227315248;-2.5
GM0606;3643;238;3208;145;13.559850374064839;64.13793103448276
GM0610;1699;112;1567;93;8.423739629865986;20.43010752688172
GM0613;919;60;938;51;-2.025586353944563;17.647058823529413
GM0622;2863;114;2848;110;0.526685393258427;3.6363636363636362
GM0626;649;34;724;37;-10.359116022099448;-8.108108108108109
GM0627;2079;135;1736;105;19.758064516129032;28.571428571428573
GM0629;809;54;856;66;-5.490654205607477;-18.181818181818183
GM0632;3539;326;3216;317;10.043532338308458;2.8391167192429023
GM0637;3812;192;3721;184;2.445579145391024;4.3478260869565215
GM0638;741;74;673;64;10.104011887072808;15.625
GM0642;2588;116;2005;97;29.07730673316708;19.587628865979383
GM0654;2670;158;2324;130;14.888123924268502;21.53846153846154
GM0664;2966;159;2563;125;15.72376121732345;27.2
GM0668;1666;97;1744;105;-4.472477064220183;-7.619047619047619
GM0677;1668;101;1495;87;11.57190635451505;16.091954022988507
GM0678;1017;46;931;41;9.237379162191193;12.195121951219512
GM0687;3047;161;2102;154;44.95718363463368;4.545454545454546
GM0703;2155;110;2152;100;0.13940520446096655;10.0
GM0715;3610;242;3080;225;17.207792207792206;7.555555555555555
GM0716;2542;92;2348;82;8.262350936967632;12.195121951219512
GM0717;1664;58;1865;70;-10.777479892761393;-17.142857142857142
GM0718;1941;83;1640;71;18.353658536585368;16.901408450704224
GM0736;2829;321;3078;297;-8.089668615984406;8.080808080808081
GM0737;2849;183;2334;156;22.065124250214225;17.307692307692307
GM0743;2228;138;1495;92;49.03010033444816;50.0
GM0744;753;35;675;33;11.555555555555555;6.0606060606060606
GM0748;3881;332;2744;237;41.43586005830904;40.08438818565401
GM0753;1582;97;1475;92;7.254237288135593;5.434782608695652
GM0755;1411;65;1173;53;20.28985507246377;22.641509433962263
GM0757;2086;152;2083;139;0.14402304368698993;9.352517985611511
GM0758;17425;508;15774;417;10.466590592113604;21.822541966426858
GM0762;3314;260;2845;218;16.48506151142355;19.26605504587156
GM0765;902;57;669;43;34.828101644245145;32.55813953488372
GM0766;1024;54;1360;116;-24.705882352941178;-53.44827586206897
GM0770;1850;114;1664;100;11.177884615384615;14.0
GM0772;8910;2018;8861;1453;0.5529849904074032;38.88506538196834
GM0777;2280;270;2099;212;8.623153882801335;27.358490566037737
GM0779;1356;77;1239;70;9.443099273607748;10.0
GM0784;1698;122;1499;105;13.275517011340893;16.19047619047619
GM0785;1196;85;1125;86;6.311111111111111;-1.1627906976744187
GM0794;4534;215;4303;206;5.368347664420172;4.368932038834951
GM0796;10123;877;8673;687;16.718551827510666;27.656477438136825
GM0797;2986;189;2889;169;3.357563170647283;11.834319526627219
GM0798;1687;127;1423;106;18.5523541813071;19.81132075471698
GM0809;1455;56;1363;64;6.749816581071166;-12.5
GM0820;779;24;1151;45;-32.319721980886186;-46.666666666666664
GM0823;1713;120;1576;113;8.692893401015228;6.1946902654867255
GM0824;2044;82;2000;96;2.2;-14.583333333333334
GM0826;3885;325;3443;270;12.837641591635203;20.37037037037037
GM0828;8339;573;6430;439;29.68895800933126;30.52391799544419
GM0840;2178;164;2083;154;4.560729716754681;6.4935064935064934
GM0845;1324;96;2066;158;-35.91481122942885;-39.24050632911393
GM0847;2524;234;2069;195;21.991300144997584;20.0
GM0848;1374;380;1060;338;29.62264150943396;12.42603550295858
GM0851;1658;96;1657;95;0.060350030175015085;1.0526315789473684
GM0852;810;43;821;44;-1.3398294762484775;-2.272727272727273
GM0855;15574;957;13544;801;14.988186650915534;19.475655430711612
GM0858;1911;106;1675;91;14.08955223880597;16.483516483516482
GM0861;2267;161;2243;150;1.069995541685243;7.333333333333333
GM0865;1277;93;1345;91;-5.055762081784387;2.197802197802198
GM0866;435;12;542;18;-19.74169741697417;-33.333333333333336
GM0867;3797;268;3099;221;22.523394643433367;21.266968325791854
GM0873;685;30;1240;51;-44.75806451612903;-41.1764705882353
GM0879;2158;159;1911;137;12.92517006802721;16.05839416058394
GM0880;1004;30;941;28;6.695005313496281;7.142857142857143
GM0882;1534;105;1412;90;8.640226628895185;16.666666666666668
GM0888;908;93;762;57;19.16010498687664;63.1578947368421
GM0889;639;42;557;36;14.721723518850988;16.666666666666668
GM0893;1177;60;918;48;28.21350762527233;25.0
GM0899;1218;55;1001;47;21.678321678321677;17.02127659574468
GM0907;1137;131;941;104;20.828905419766205;25.96153846153846
GM0917;3395;228;3143;235;8.017817371937639;-2.978723404255319
GM0928;1844;109;1646;90;12.029161603888214;21.11111111111111
GM0935;3661;277;3326;208;10.072158749248347;33.17307692307692
GM0938;584;54;1265;149;-53.83399209486166;-63.758389261744966
GM0944;436;19;460;17;-5.217391304347826;11.764705882352942
GM0946;1633;114;1516;102;7.717678100263853;11.764705882352942
GM0957;3082;159;2889;151;6.680512287988924;5.298013245033113
GM0965;420;28;405;23;3.7037037037037037;21.73913043478261
GM0971;1533;154;1218;110;25.862068965517242;40.0
GM0981;272;18;266;18;2.255639097744361;0.0
GM0983;4683;518;3825;383;22.431372549019606;35.24804177545692
GM0984;3137;205;2751;170;14.031261359505635;20.58823529411765
GM0986;666;29;616;27;8.116883116883116;7.407407407407407
GM0988;2489;196;2459;197;1.2200081333875559;-0.5076142131979695
GM0994;1506;63;784;40;92.09183673469387;57.5
GM0995;4171;124;3318;82;25.708257986739;51.21951219512195
GM1507;3391;291;2916;256;16.289437585733882;13.671875
GM1509;2654;241;2514;245;5.568814638027049;-1.6326530612244898
GM1525;2131;176;1966;152;8.39267548321465;15.789473684210526
GM1581;2354;106;2211;106;6.467661691542289;0.0
GM1586;2754;427;2412;336;14.17910447761194;27.083333333333332
GM1598;2224;168;2211;159;0.5879692446856626;5.660377358490566
GM1621;4412;359;3591;322;22.862712336396548;11.490683229813664
GM1640;2900;242;2570;214;12.84046692607004;13.08411214953271
GM1641;1363;95;1429;101;-4.618614415675298;-5.9405940594059405
GM1652;2962;233;2663;207;11.227938415321066;12.560386473429952
GM1655;2698;160;1939;115;39.14388860237236;39.130434782608695
GM1658;1150;52;1147;55;0.26155187445510025;-5.454545454545454
GM1659;1852;148;1708;141;8.430913348946136;4.964539007092198
GM1667;1429;66;1258;58;13.593004769475357;13.793103448275861
GM1669;1326;63;1121;51;18.287243532560215;23.529411764705884
GM1674;4602;261;4068;264;13.126843657817108;-1.1363636363636365
GM1676;3002;107;2899;115;3.5529492928596067;-6.956521739130435
GM1680;2081;125;1835;94;13.40599455040872;32.97872340425532
GM1681;2689;136;2197;118;22.394173873463814;15.254237288135593
GM1690;2354;129;2216;119;6.227436823104693;8.403361344537815
GM1695;450;4;702;13;-35.8974358974359;-69.23076923076923
GM1696;1799;150;1767;148;1.8109790605546123;1.3513513513513513
GM1699;1729;60;1850;75;-6.54054054054054;-20.0
GM1700;3148;209;2766;199;13.81055676066522;5.025125628140704
GM1701;1715;69;1723;67;-0.4643064422518862;2.985074626865672
GM1705;2496;263;2217;202;12.584573748308525;30.198019801980198
GM1706;2135;117;1661;85;28.537025888019265;37.64705882352941
GM1708;3448;142;3331;136;3.5124587211047733;4.411764705882353
GM1709;3862;372;2905;272;32.943201376936315;36.76470588235294
GM1711;2201;147;1994;127;10.381143430290873;15.748031496062993
GM1714;2119;134;1845;108;14.850948509485095;24.074074074074073
GM1719;2075;83;2016;83;2.9265873015873014;0.0
GM1721;2067;128;2947;166;-29.86087546657618;-22.89156626506024
GM1723;1078;63;957;55;12.64367816091954;14.545454545454545
GM1724;1926;78;1819;77;5.882352941176471;1.2987012987012987
GM1728;2244;136;1861;135;20.580333154218163;0.7407407407407407
GM1729;742;45;733;42;1.2278308321964528;7.142857142857143
GM1730;1561;74;2122;72;-26.4373232799246;2.7777777777777777
GM1731;3115;132;2945;121;5.772495755517827;9.090909090909092
GM1734;4163;328;3030;278;37.39273927392739;17.985611510791365
GM1735;2806;115;2533;102;10.777733912356888;12.745098039215685
GM1740;2449;185;2466;197;-0.689375506893755;-6.091370558375634
GM1742;3728;495;2877;339;29.579423010079946;46.017699115044245
GM1771;1739;59;2451;98;-29.04936760505916;-39.795918367346935
GM1773;1246;40;1079;34;15.477293790546803;17.647058823529413
GM1774;3005;222;2723;192;10.356224752111642;15.625
GM1783;11556;1325;9542;1014;21.10668622930203;30.670611439842208
GM1842;1258;136;1341;133;-6.1894108873974645;2.255639097744361
GM1859;3425;208;2970;187;15.31986531986532;11.229946524064172
GM1876;3666;141;3397;139;7.9187518398586985;1.4388489208633093
GM1883;4680;333;5068;304;-7.655880031570639;9.539473684210526
GM1884;1966;210;1853;181;6.098219104155423;16.022099447513813
GM1891;1716;64;1533;55;11.937377690802348;16.363636363636363
GM1892;3554;189;2945;161;20.67911714770798;17.391304347826086
GM1894;3297;234;2989;208;10.304449648711945;12.5
GM1895;2354;145;2167;127;8.629441624365482;14.173228346456693
GM1896;2904;287;2567;173;13.12816517335411;65.89595375722543
GM1900;7258;391;7052;359;2.9211571185479297;8.913649025069638
GM1901;2870;242;2573;222;11.54294597745822;9.00900900900901
GM1903;1489;151;1362;128;9.324522760646108;17.96875
GM1904;3408;151;2949;137;15.564598168870804;10.218978102189782
GM1911;4929;288;4480;253;10.022321428571429;13.83399209486166
GM1916;1704;74;3084;81;-44.747081712062254;-8.641975308641975
GM1924;4427;232;3650;185;21.28767123287671;25.405405405405407
GM1926;2705;210;2610;182;3.6398467432950192;15.384615384615385
GM1930;3852;184;3124;106;23.303457106274006;73.58490566037736
GM1931;3723;281;4175;273;-10.826347305389222;2.93040293040293
GM1940;4683;232;4375;207;7.04;12.077294685990339
GM1942;2043;50;1771;47;15.358554488989272;6.382978723404255
GM1945;1849;72;1734;68;6.632064590542099;5.882352941176471
GM1948;8529;718;7356;565;15.946166394779771;27.079646017699115
GM1949;4001;218;3739;205;7.007221182134261;6.341463414634147
GM1950;2373;84;2047;74;15.925744992672204;13.513513513513514
GM1952;3955;271;3552;236;11.34572072072072;14.830508474576272
GM1954;1682;126;2054;139;-18.111002921129504;-9.352517985611511
GM1955;2838;124;2263;233;25.40874944763588;-46.78111587982833
GM1959;5634;519;4899;418;15.003061849357012;24.16267942583732
GM1960;6039;661;5134;545;17.627580833657966;21.28440366972477
GM1961;5708;436;5003;529;14.091545072956226;-17.580340264650285
GM1963;6177;374;5550;309;11.297297297297296;21.035598705501616
GM1966;3529;121;3322;113;6.231186032510536;7.079646017699115
GM1969;5678;470;5104;391;11.246081504702195;20.20460358056266
GM1970;3919;243;3741;228;4.758086073242448;6.578947368421052
GM1978;5382;412;4040;354;33.21782178217822;16.384180790960453
GM1979;2540;84;2476;79;2.5848142164781907;6.329113924050633
GM1980;5124;288;4561;265;12.343784257838193;8.679245283018869
GM1982;6703;722;5831;583;14.954553249871378;23.842195540308747
GM1991;6330;575;5460;490;15.934065934065934;17.346938775510203
GM1992;3857;124;3245;124;18.859784283513097;0.0
