buurtcode;jaar;individuele_cv;blokverwarming;stadsverwarming_hoog_gas;stadsverwarming_laag_gas;stadsverwarming_zonder_gas;elektrisch_hoog_gas;elektrisch_laag_gas;elektrisch_zonder_gas
BU09710002;2022;97.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU09710002;2023;93.0;0.0;n.a.;n.a.;n.a.;2.0;3.0;2.0
BU09710002;2024;91.0;0.0;n.a.;n.a.;n.a.;2.0;4.0;2.0
BU09710003;2022;96.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;1.0
BU09710003;2023;90.0;0.0;n.a.;n.a.;n.a.;5.0;3.0;1.0
BU09710003;2024;87.0;0.0;n.a.;n.a.;n.a.;7.0;3.0;3.0
BU09710004;2022;96.0;1.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU09710004;2023;93.0;1.0;n.a.;n.a.;n.a.;2.0;2.0;1.0
BU09710004;2024;92.0;1.0;n.a.;n.a.;n.a.;2.0;2.0;2.0
BU09710005;2022;98.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;0.0
BU09710005;2023;97.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;1.0
BU09710005;2024;96.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;1.0
BU09710100;2022;96.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU09710100;2023;93.0;1.0;n.a.;n.a.;n.a.;2.0;1.0;1.0
BU09710100;2024;92.0;1.0;n.a.;n.a.;n.a.;3.0;2.0;2.0
BU09710101;2022;97.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU09710101;2023;93.0;0.0;n.a.;n.a.;n.a.;2.0;2.0;1.0
BU09710101;2024;89.0;0.0;n.a.;n.a.;n.a.;3.0;5.0;2.0
BU09710102;2022;95.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU09710102;2023;91.0;0.0;n.a.;n.a.;n.a.;3.0;0.0;4.0
BU09710102;2024;89.0;0.0;n.a.;n.a.;n.a.;4.0;2.0;3.0
BU09710200;2022;96.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU09710200;2023;92.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;1.0
BU09710200;2024;91.0;0.0;n.a.;n.a.;n.a.;3.0;3.0;2.0
BU09710201;2022;76.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;20.0
BU09710201;2023;72.0;0.0;n.a.;n.a.;n.a.;4.0;2.0;22.0
BU09710201;2024;71.0;0.0;n.a.;n.a.;n.a.;5.0;2.0;22.0
BU09710202;2022;87.0;2.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU09710202;2023;85.0;2.0;n.a.;n.a.;n.a.;1.0;3.0;6.0
BU09710202;2024;87.0;2.0;n.a.;n.a.;n.a.;2.0;3.0;6.0
BU09710203;2022;89.0;1.0;n.a.;n.a.;n.a.;1.0;1.0;4.0
BU09710203;2023;85.0;1.0;n.a.;n.a.;n.a.;2.0;2.0;7.0
BU09710203;2024;86.0;1.0;n.a.;n.a.;n.a.;3.0;3.0;8.0
BU09810000;2022;93.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;2.0
BU09810000;2023;90.0;0.0;n.a.;n.a.;n.a.;5.0;2.0;2.0
BU09810000;2024;89.0;0.0;n.a.;n.a.;n.a.;4.0;3.0;2.0
BU09810001;2022;85.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU09810001;2023;82.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;3.0
BU09810001;2024;81.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;4.0
BU09810003;2022;85.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU09810003;2023;82.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;3.0
BU09810003;2024;81.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;4.0
BU09810005;2022;94.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU09810005;2023;92.0;1.0;n.a.;n.a.;n.a.;2.0;2.0;1.0
BU09810005;2024;89.0;1.0;n.a.;n.a.;n.a.;4.0;2.0;1.0
BU09810006;2022;85.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU09810006;2023;82.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;3.0
BU09810006;2024;81.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;4.0
BU09810007;2022;85.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU09810007;2023;82.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;3.0
BU09810007;2024;81.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;4.0
BU09810008;2022;85.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU09810008;2023;82.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;3.0
BU09810008;2024;81.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;4.0
BU09810009;2022;85.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU09810009;2023;82.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;3.0
BU09810009;2024;81.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;4.0
BU09810100;2022;70.0;14.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU09810100;2023;69.0;14.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU09810100;2024;69.0;14.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU09831101;2022;64.0;22.0;n.a.;n.a.;n.a.;6.0;1.0;0.0
BU09831101;2023;67.0;16.0;n.a.;n.a.;n.a.;6.0;2.0;5.0
BU09831101;2024;67.0;16.0;n.a.;n.a.;n.a.;6.0;2.0;5.0
BU09831102;2022;62.0;32.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU09831102;2023;60.0;33.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU09831102;2024;56.0;30.0;n.a.;n.a.;n.a.;0.0;0.0;9.0
BU09831103;2022;85.0;4.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU09831103;2023;84.0;4.0;n.a.;n.a.;n.a.;2.0;0.0;1.0
BU09831103;2024;83.0;4.0;n.a.;n.a.;n.a.;2.0;1.0;1.0
BU09831104;2022;85.0;10.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU09831104;2023;84.0;10.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU09831104;2024;84.0;10.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU09831201;2022;97.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU09831201;2023;95.0;1.0;n.a.;n.a.;n.a.;2.0;1.0;1.0
BU09831201;2024;92.0;1.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
BU09831202;2022;45.0;2.0;n.a.;n.a.;n.a.;34.0;0.0;9.0
BU09831202;2023;33.0;1.0;n.a.;n.a.;n.a.;28.0;1.0;35.0
BU09831202;2024;28.0;1.0;n.a.;n.a.;n.a.;23.0;1.0;45.0
BU09831203;2022;80.0;1.0;n.a.;n.a.;n.a.;1.0;1.0;17.0
BU09831203;2023;77.0;1.0;n.a.;n.a.;n.a.;2.0;2.0;19.0
BU09831203;2024;76.0;1.0;n.a.;n.a.;n.a.;2.0;2.0;20.0
BU09831204;2022;98.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU09831204;2023;95.0;0.0;n.a.;n.a.;n.a.;2.0;2.0;1.0
BU09831204;2024;94.0;0.0;n.a.;n.a.;n.a.;4.0;2.0;1.0
BU09831205;2022;94.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;4.0
BU09831205;2023;92.0;1.0;n.a.;n.a.;n.a.;1.0;1.0;4.0
BU09831205;2024;93.0;0.0;n.a.;n.a.;n.a.;1.0;2.0;4.0
BU09831206;2022;95.0;4.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU09831206;2023;95.0;4.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU09831206;2024;94.0;4.0;n.a.;n.a.;n.a.;1.0;1.0;0.0
BU09831207;2022;91.0;1.0;n.a.;n.a.;n.a.;3.0;0.0;3.0
BU09831207;2023;86.0;1.0;n.a.;n.a.;n.a.;4.0;1.0;6.0
BU09831207;2024;84.0;1.0;n.a.;n.a.;n.a.;5.0;1.0;8.0
BU09831208;2022;91.0;1.0;n.a.;n.a.;n.a.;3.0;0.0;3.0
BU09831208;2023;86.0;1.0;n.a.;n.a.;n.a.;4.0;1.0;6.0
BU09831208;2024;84.0;1.0;n.a.;n.a.;n.a.;5.0;1.0;8.0
BU09831209;2022;91.0;1.0;n.a.;n.a.;n.a.;3.0;0.0;3.0
BU09831209;2023;86.0;1.0;n.a.;n.a.;n.a.;4.0;1.0;6.0
BU09831209;2024;84.0;1.0;n.a.;n.a.;n.a.;5.0;1.0;8.0
BU09831210;2022;98.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU09831210;2023;98.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU09831210;2024;98.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU09831301;2022;84.0;0.0;n.a.;n.a.;n.a.;16.0;0.0;1.0
BU09831301;2023;81.0;0.0;n.a.;n.a.;n.a.;17.0;0.0;1.0
BU09831301;2024;78.0;0.0;n.a.;n.a.;n.a.;18.0;1.0;2.0
BU09831302;2022;63.0;34.0;n.a.;n.a.;n.a.;1.0;1.0;2.0
BU09831302;2023;58.0;34.0;n.a.;n.a.;n.a.;1.0;0.0;6.0
BU09831302;2024;55.0;32.0;n.a.;n.a.;n.a.;6.0;1.0;6.0
BU09831303;2022;99.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU09831303;2023;95.0;0.0;n.a.;n.a.;n.a.;4.0;1.0;0.0
BU09831303;2024;92.0;0.0;n.a.;n.a.;n.a.;5.0;2.0;1.0
BU09831304;2022;98.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;0.0
BU09831304;2023;96.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;1.0
BU09831304;2024;95.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;1.0
BU09831305;2022;86.0;5.0;n.a.;n.a.;n.a.;1.0;1.0;6.0
BU09831305;2023;83.0;4.0;n.a.;n.a.;n.a.;2.0;1.0;8.0
BU09831305;2024;83.0;3.0;n.a.;n.a.;n.a.;3.0;2.0;9.0
BU09831306;2022;99.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU09831306;2023;97.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU09831306;2024;96.0;0.0;n.a.;n.a.;n.a.;2.0;2.0;1.0
BU09831307;2022;89.0;4.0;n.a.;n.a.;n.a.;1.0;0.0;5.0
BU09831307;2023;92.0;2.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU09831307;2024;91.0;2.0;n.a.;n.a.;n.a.;3.0;1.0;2.0
BU09831308;2022;85.0;8.0;n.a.;n.a.;n.a.;3.0;0.0;3.0
BU09831308;2023;83.0;8.0;n.a.;n.a.;n.a.;4.0;1.0;3.0
BU09831308;2024;81.0;8.0;n.a.;n.a.;n.a.;5.0;1.0;4.0
BU09831401;2022;81.0;8.0;n.a.;n.a.;n.a.;2.0;0.0;0.0
BU09831401;2023;89.0;7.0;n.a.;n.a.;n.a.;2.0;0.0;1.0
BU09831401;2024;89.0;7.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU09831402;2022;72.0;25.0;n.a.;n.a.;n.a.;0.0;0.0;3.0
BU09831402;2023;70.0;23.0;0.0;0.0;4.0;1.0;1.0;1.0
BU09831402;2024;69.0;23.0;0.0;0.0;4.0;1.0;1.0;2.0
BU09831403;2022;92.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;3.0
BU09831403;2023;90.0;0.0;n.a.;n.a.;n.a.;4.0;1.0;6.0
BU09831403;2024;88.0;0.0;n.a.;n.a.;n.a.;4.0;1.0;6.0
BU09831404;2022;80.0;12.0;n.a.;n.a.;n.a.;2.0;0.0;3.0
BU09831404;2023;82.0;11.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
BU09831404;2024;81.0;11.0;n.a.;n.a.;n.a.;3.0;1.0;4.0
BU09831405;2022;80.0;12.0;n.a.;n.a.;n.a.;2.0;0.0;3.0
BU09831405;2023;82.0;11.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
BU09831405;2024;81.0;11.0;n.a.;n.a.;n.a.;3.0;1.0;4.0
BU09831501;2022;98.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;1.0
BU09831501;2023;93.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU09831501;2024;92.0;0.0;n.a.;n.a.;n.a.;1.0;2.0;1.0
BU09831502;2022;83.0;6.0;n.a.;n.a.;n.a.;9.0;1.0;0.0
BU09831502;2023;82.0;6.0;n.a.;n.a.;n.a.;9.0;2.0;0.0
BU09831502;2024;80.0;6.0;n.a.;n.a.;n.a.;10.0;3.0;1.0
BU09831503;2022;84.0;1.0;n.a.;n.a.;n.a.;0.0;0.0;15.0
BU09831503;2023;82.0;1.0;n.a.;n.a.;n.a.;1.0;1.0;16.0
BU09831503;2024;82.0;1.0;n.a.;n.a.;n.a.;1.0;1.0;16.0
BU09831504;2022;100.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU09831504;2023;96.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU09831504;2024;96.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU09831505;2022;97.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU09831505;2023;94.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU09831505;2024;91.0;0.0;n.a.;n.a.;n.a.;6.0;1.0;1.0
BU09831506;2022;0.0;0.0;n.a.;n.a.;n.a.;100.0;0.0;0.0
BU09831506;2023;0.0;0.0;n.a.;n.a.;n.a.;100.0;0.0;0.0
BU09831506;2024;0.0;0.0;n.a.;n.a.;n.a.;100.0;0.0;0.0
BU09831507;2022;0.0;100.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU09831507;2023;0.0;100.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU09831507;2024;0.0;100.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU09831508;2022;90.0;0.0;n.a.;n.a.;n.a.;2.0;3.0;5.0
BU09831508;2023;85.0;0.0;n.a.;n.a.;n.a.;4.0;2.0;9.0
BU09831508;2024;79.0;0.0;n.a.;n.a.;n.a.;10.0;2.0;8.0
BU09831509;2022;60.0;0.0;n.a.;n.a.;n.a.;7.0;9.0;16.0
BU09831509;2023;53.0;0.0;n.a.;n.a.;n.a.;11.0;8.0;21.0
BU09831509;2024;48.0;0.0;n.a.;n.a.;n.a.;11.0;9.0;23.0
BU09831510;2022;77.0;6.0;n.a.;n.a.;n.a.;7.0;1.0;4.0
BU09831510;2023;74.0;6.0;n.a.;n.a.;n.a.;8.0;2.0;5.0
BU09831510;2024;72.0;6.0;n.a.;n.a.;n.a.;9.0;2.0;6.0
BU09831511;2022;77.0;6.0;n.a.;n.a.;n.a.;7.0;1.0;4.0
BU09831511;2023;74.0;6.0;n.a.;n.a.;n.a.;8.0;2.0;5.0
BU09831511;2024;72.0;6.0;n.a.;n.a.;n.a.;9.0;2.0;6.0
BU09831512;2022;17.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU09831512;2023;17.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;1.0
BU09831512;2024;16.0;0.0;n.a.;n.a.;n.a.;0.0;1.0;1.0
BU09831601;2022;96.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU09831601;2023;91.0;0.0;n.a.;n.a.;n.a.;4.0;1.0;2.0
BU09831601;2024;88.0;0.0;n.a.;n.a.;n.a.;4.0;3.0;3.0
BU09831602;2022;94.0;0.0;n.a.;n.a.;n.a.;2.0;2.0;2.0
BU09831602;2023;82.0;0.0;n.a.;n.a.;n.a.;9.0;4.0;3.0
BU09831602;2024;75.0;0.0;n.a.;n.a.;n.a.;13.0;6.0;4.0
BU09831603;2022;98.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;0.0
BU09831603;2023;88.0;0.0;n.a.;n.a.;n.a.;9.0;1.0;2.0
BU09831603;2024;82.0;0.0;n.a.;n.a.;n.a.;10.0;4.0;3.0
BU09831604;2022;95.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU09831604;2023;88.0;0.0;n.a.;n.a.;n.a.;5.0;2.0;2.0
BU09831604;2024;84.0;0.0;n.a.;n.a.;n.a.;7.0;3.0;3.0
BU09831605;2022;95.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU09831605;2023;88.0;0.0;n.a.;n.a.;n.a.;5.0;2.0;2.0
BU09831605;2024;84.0;0.0;n.a.;n.a.;n.a.;7.0;3.0;3.0
BU09831606;2022;92.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;5.0
BU09831606;2023;86.0;0.0;n.a.;n.a.;n.a.;3.0;3.0;5.0
BU09831606;2024;81.0;0.0;n.a.;n.a.;n.a.;5.0;3.0;5.0
BU09831607;2022;95.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU09831607;2023;88.0;0.0;n.a.;n.a.;n.a.;5.0;2.0;2.0
BU09831607;2024;84.0;0.0;n.a.;n.a.;n.a.;7.0;3.0;3.0
BU09832101;2022;85.0;3.0;n.a.;n.a.;n.a.;1.0;0.0;10.0
BU09832101;2023;82.0;4.0;n.a.;n.a.;n.a.;1.0;1.0;11.0
BU09832101;2024;81.0;4.0;n.a.;n.a.;n.a.;2.0;1.0;11.0
BU09832102;2022;86.0;0.0;n.a.;n.a.;n.a.;0.0;1.0;6.0
BU09832102;2023;85.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;6.0
BU09832102;2024;84.0;0.0;n.a.;n.a.;n.a.;1.0;2.0;12.0
BU09832201;2022;95.0;0.0;n.a.;n.a.;n.a.;5.0;0.0;0.0
BU09832201;2023;93.0;0.0;n.a.;n.a.;n.a.;6.0;1.0;0.0
BU09832201;2024;91.0;1.0;n.a.;n.a.;n.a.;7.0;1.0;1.0
BU09832202;2022;64.0;25.0;n.a.;n.a.;n.a.;10.0;0.0;0.0
BU09832202;2023;63.0;25.0;n.a.;n.a.;n.a.;10.0;1.0;0.0
BU09832202;2024;63.0;25.0;n.a.;n.a.;n.a.;10.0;1.0;0.0
BU09832203;2022;91.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;8.0
BU09832203;2023;89.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;8.0
BU09832203;2024;88.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;9.0
BU09832301;2022;6.0;0.0;0.0;0.0;94.0;0.0;0.0;0.0
BU09832301;2023;2.0;0.0;0.0;0.0;97.0;0.0;0.0;0.0
BU09832301;2024;2.0;0.0;0.0;0.0;97.0;0.0;0.0;0.0
BU09832302;2022;90.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;9.0
BU09832302;2023;90.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;8.0
BU09832302;2024;87.0;0.0;n.a.;n.a.;n.a.;2.0;2.0;8.0
BU09832303;2022;99.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU09832303;2023;96.0;0.0;n.a.;n.a.;n.a.;2.0;2.0;0.0
BU09832303;2024;96.0;0.0;n.a.;n.a.;n.a.;2.0;2.0;0.0
BU09832304;2022;96.0;0.0;n.a.;n.a.;n.a.;2.0;2.0;0.0
BU09832304;2023;89.0;0.0;n.a.;n.a.;n.a.;5.0;5.0;0.0
BU09832304;2024;89.0;0.0;n.a.;n.a.;n.a.;6.0;5.0;1.0
BU09832401;2022;99.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU09832401;2023;76.0;0.0;n.a.;n.a.;n.a.;22.0;2.0;0.0
BU09832401;2024;74.0;0.0;n.a.;n.a.;n.a.;18.0;8.0;0.0
BU09832402;2022;100.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU09832402;2023;97.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;0.0
BU09832402;2024;95.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;1.0
BU09832403;2022;97.0;0.0;n.a.;n.a.;n.a.;1.0;2.0;1.0
BU09832403;2023;96.0;0.0;n.a.;n.a.;n.a.;1.0;2.0;1.0
BU09832403;2024;93.0;0.0;n.a.;n.a.;n.a.;2.0;4.0;1.0
BU09832404;2022;98.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;0.0
BU09832404;2023;91.0;0.0;n.a.;n.a.;n.a.;6.0;3.0;0.0
BU09832404;2024;89.0;0.0;n.a.;n.a.;n.a.;5.0;6.0;0.0
BU09832501;2022;99.0;0.0;n.a.;n.a.;n.a.;0.0;1.0;0.0
BU09832501;2023;95.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;0.0
BU09832501;2024;95.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;0.0
BU09832502;2022;97.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;0.0
BU09832502;2023;93.0;0.0;n.a.;n.a.;n.a.;2.0;4.0;1.0
BU09832502;2024;90.0;0.0;n.a.;n.a.;n.a.;3.0;5.0;2.0
BU09832601;2022;95.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
BU09832601;2023;92.0;0.0;n.a.;n.a.;n.a.;4.0;1.0;3.0
BU09832601;2024;89.0;0.0;n.a.;n.a.;n.a.;5.0;2.0;3.0
BU09832602;2022;93.0;0.0;n.a.;n.a.;n.a.;3.0;0.0;3.0
BU09832602;2023;83.0;0.0;n.a.;n.a.;n.a.;9.0;3.0;4.0
BU09832602;2024;74.0;0.0;n.a.;n.a.;n.a.;11.0;8.0;5.0
BU09832603;2022;96.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;2.0
BU09832603;2023;89.0;0.0;n.a.;n.a.;n.a.;7.0;1.0;3.0
BU09832603;2024;85.0;0.0;n.a.;n.a.;n.a.;7.0;4.0;3.0
BU09832701;2022;97.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU09832701;2023;93.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;2.0
BU09832701;2024;91.0;0.0;n.a.;n.a.;n.a.;3.0;3.0;3.0
BU09832702;2022;96.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU09832702;2023;91.0;0.0;n.a.;n.a.;n.a.;4.0;2.0;2.0
BU09832702;2024;89.0;0.0;n.a.;n.a.;n.a.;3.0;3.0;3.0
BU09832801;2022;95.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU09832801;2023;91.0;0.0;n.a.;n.a.;n.a.;4.0;1.0;2.0
BU09832801;2024;86.0;0.0;n.a.;n.a.;n.a.;4.0;3.0;4.0
BU09832802;2022;94.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU09832802;2023;89.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;2.0
BU09832802;2024;85.0;0.0;n.a.;n.a.;n.a.;4.0;4.0;4.0
BU09832803;2022;94.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU09832803;2023;89.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;2.0
BU09832803;2024;85.0;0.0;n.a.;n.a.;n.a.;4.0;4.0;4.0
BU09832804;2022;94.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU09832804;2023;89.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;2.0
BU09832804;2024;85.0;0.0;n.a.;n.a.;n.a.;4.0;4.0;4.0
BU09832805;2022;94.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU09832805;2023;89.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;2.0
BU09832805;2024;85.0;0.0;n.a.;n.a.;n.a.;4.0;4.0;4.0
BU09832806;2022;94.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU09832806;2023;89.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;2.0
BU09832806;2024;85.0;0.0;n.a.;n.a.;n.a.;4.0;4.0;4.0
BU09832807;2022;94.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU09832807;2023;89.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;2.0
BU09832807;2024;85.0;0.0;n.a.;n.a.;n.a.;4.0;4.0;4.0
BU09832808;2022;94.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU09832808;2023;89.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;2.0
BU09832808;2024;85.0;0.0;n.a.;n.a.;n.a.;4.0;4.0;4.0
BU09832809;2022;94.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU09832809;2023;89.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;2.0
BU09832809;2024;85.0;0.0;n.a.;n.a.;n.a.;4.0;4.0;4.0
BU09832810;2022;94.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU09832810;2023;89.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;2.0
BU09832810;2024;85.0;0.0;n.a.;n.a.;n.a.;4.0;4.0;4.0
BU09832811;2022;94.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU09832811;2023;89.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;2.0
BU09832811;2024;85.0;0.0;n.a.;n.a.;n.a.;4.0;4.0;4.0
BU09832812;2022;94.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU09832812;2023;89.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;2.0
BU09832812;2024;85.0;0.0;n.a.;n.a.;n.a.;4.0;4.0;4.0
BU09833101;2022;83.0;1.0;n.a.;n.a.;n.a.;11.0;0.0;4.0
BU09833101;2023;81.0;1.0;n.a.;n.a.;n.a.;12.0;2.0;5.0
BU09833101;2024;78.0;1.0;n.a.;n.a.;n.a.;12.0;3.0;6.0
BU09833102;2022;85.0;8.0;n.a.;n.a.;n.a.;1.0;1.0;5.0
BU09833102;2023;83.0;8.0;n.a.;n.a.;n.a.;2.0;1.0;5.0
BU09833102;2024;81.0;7.0;n.a.;n.a.;n.a.;3.0;2.0;5.0
BU09833103;2022;87.0;4.0;n.a.;n.a.;n.a.;5.0;1.0;4.0
BU09833103;2023;84.0;4.0;n.a.;n.a.;n.a.;6.0;2.0;4.0
BU09833103;2024;81.0;3.0;n.a.;n.a.;n.a.;7.0;2.0;5.0
BU09833104;2022;97.0;0.0;n.a.;n.a.;n.a.;3.0;0.0;0.0
BU09833104;2023;93.0;0.0;n.a.;n.a.;n.a.;4.0;3.0;1.0
BU09833104;2024;94.0;0.0;n.a.;n.a.;n.a.;3.0;3.0;1.0
BU09833105;2022;97.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU09833105;2023;92.0;0.0;n.a.;n.a.;n.a.;3.0;3.0;1.0
BU09833105;2024;90.0;0.0;n.a.;n.a.;n.a.;5.0;3.0;2.0
BU09833201;2022;90.0;8.0;n.a.;n.a.;n.a.;1.0;1.0;0.0
BU09833201;2023;89.0;8.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU09833201;2024;87.0;8.0;n.a.;n.a.;n.a.;2.0;2.0;1.0
BU09833202;2022;93.0;4.0;n.a.;n.a.;n.a.;2.0;1.0;0.0
BU09833202;2023;90.0;4.0;n.a.;n.a.;n.a.;2.0;2.0;1.0
BU09833202;2024;89.0;4.0;n.a.;n.a.;n.a.;3.0;2.0;1.0
BU09833203;2022;93.0;4.0;n.a.;n.a.;n.a.;2.0;1.0;0.0
