PK_UID;type_leid0;jaar;diameter;materiaal;soort_lei0;effluent_z;effluent_w;Shape_Leng;wp_gj_z;wp_gj_w;ws;tp_z_jaar;tp_w_jaar;gemeente;res_regio;tp_w_nb;tp_z_nb;tp_w_bb;tp_z_bb;provincie;waterschap;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;centroid_lat;centroid_lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
225;drukleiding (persleiding);2006;1400;Gewapend beton;Effluentleiding;262800;262800;81.82817;5492.52;5492.52;Hoogheemraadschap van Delfland;2004770.0;1547240.0;Midden-Delfland;Rotterdam-Den Haag;15893;31786;6357;12714;Zuid-Holland;Hoogheemraadschap van Delfland;;GM0603;2286.0;;;GM0603;2286.0;;;GM0603;2286.0;;False;False;False;52.01946885572716;4.31838517841843;WarmteAtlas:AquathermieEffluent;;;
245;drukleiding (persleiding);1970;1400;Gewapend beton;Effluentleiding;262800;262800;36.491177;5492.52;5492.52;Hoogheemraadschap van Delfland;2004770.0;1547240.0;'s-Gravenhage;Rotterdam-Den Haag;15893;31786;6357;12714;Zuid-Holland;Hoogheemraadschap van Delfland;;GM0603;2285.0;;;GM0603;2285.0;;;GM0603;2285.0;;False;False;False;52.04651268288294;4.304035832322188;WarmteAtlas:AquathermieEffluent;;;
246;drukleiding (persleiding);1970;1400;Gewapend beton;Effluentleiding;262800;262800;217.430128;5492.52;5492.52;Hoogheemraadschap van Delfland;2004770.0;1547240.0;Rijswijk;Rotterdam-Den Haag;15893;31786;6357;12714;Zuid-Holland;Hoogheemraadschap van Delfland;;GM0603;2285.0;;;GM0603;2285.0;;;GM0603;2285.0;;False;False;False;52.0454944956885;4.304871324067839;WarmteAtlas:AquathermieEffluent;;;
247;drukleiding (persleiding);1970;1400;Gewapend beton;Effluentleiding;262800;262800;22.971444;5492.52;5492.52;Hoogheemraadschap van Delfland;2004770.0;1547240.0;Rijswijk;Rotterdam-Den Haag;15893;31786;6357;12714;Zuid-Holland;Hoogheemraadschap van Delfland;;GM0603;2285.0;;;GM0603;2285.0;;;GM0603;2285.0;;False;False;False;52.044533686896024;4.305670546332069;WarmteAtlas:AquathermieEffluent;;;
248;drukleiding (persleiding);1970;1400;Gewapend beton;Effluentleiding;262800;262800;70.880182;5492.52;5492.52;Hoogheemraadschap van Delfland;2004770.0;1547240.0;Rijswijk;Rotterdam-Den Haag;15893;31786;6357;12714;Zuid-Holland;Hoogheemraadschap van Delfland;;GM0603;2285.0;;;GM0603;2285.0;;;GM0603;2285.0;;False;False;False;52.0442010012901;4.306089692902624;WarmteAtlas:AquathermieEffluent;;;
249;drukleiding (persleiding);1970;1400;Gewapend beton;Effluentleiding;262800;262800;22.585042;5492.52;5492.52;Hoogheemraadschap van Delfland;2004770.0;1547240.0;Rijswijk;Rotterdam-Den Haag;15893;31786;6357;12714;Zuid-Holland;Hoogheemraadschap van Delfland;;GM0603;2284.0;;;GM0603;2284.0;;;GM0603;2284.0;;False;False;False;52.043869995845604;4.306507919208068;WarmteAtlas:AquathermieEffluent;;;
250;drukleiding (persleiding);1970;1400;Gewapend beton;Effluentleiding;262800;262800;229.28576;5492.52;5492.52;Hoogheemraadschap van Delfland;2004770.0;1547240.0;Rijswijk;Rotterdam-Den Haag;15893;31786;6357;12714;Zuid-Holland;Hoogheemraadschap van Delfland;;GM0603;2284.0;;;GM0603;2284.0;;;GM0603;2284.0;;False;False;False;52.04286723887008;4.307357509999844;WarmteAtlas:AquathermieEffluent;;;
251;drukleiding (persleiding);1970;1400;Gewapend beton;Effluentleiding;262800;262800;27.163071;5492.52;5492.52;Hoogheemraadschap van Delfland;2004770.0;1547240.0;Rijswijk;Rotterdam-Den Haag;15893;31786;6357;12714;Zuid-Holland;Hoogheemraadschap van Delfland;;GM0603;2285.0;;;GM0603;2285.0;;;GM0603;2285.0;;False;False;False;52.041840940429594;4.308207343796989;WarmteAtlas:AquathermieEffluent;;;
252;drukleiding (persleiding);1970;1400;Gewapend beton;Effluentleiding;262800;262800;362.014123;5492.52;5492.52;Hoogheemraadschap van Delfland;2004770.0;1547240.0;Rijswijk;Rotterdam-Den Haag;15893;31786;6357;12714;Zuid-Holland;Hoogheemraadschap van Delfland;;GM0603;2285.0;;;GM0603;2285.0;;;GM0603;2285.0;;False;False;False;52.04029236767868;4.309524832432048;WarmteAtlas:AquathermieEffluent;;;
253;drukleiding (persleiding);1970;1400;Gewapend beton;Effluentleiding;262800;262800;99.594284;5492.52;5492.52;Hoogheemraadschap van Delfland;2004770.0;1547240.0;Rijswijk;Rotterdam-Den Haag;15893;31786;6357;12714;Zuid-Holland;Hoogheemraadschap van Delfland;;GM0603;2285.0;;;GM0603;2285.0;;;GM0603;2285.0;;False;False;False;52.03845286353379;4.311079501995095;WarmteAtlas:AquathermieEffluent;;;
254;drukleiding (persleiding);1970;1400;Gewapend beton;Effluentleiding;262800;262800;9.086445;5492.52;5492.52;Hoogheemraadschap van Delfland;2004770.0;1547240.0;Rijswijk;Rotterdam-Den Haag;15893;31786;6357;12714;Zuid-Holland;Hoogheemraadschap van Delfland;;GM0603;2284.0;;;GM0603;2284.0;;;GM0603;2284.0;;False;False;False;52.038026955278774;4.311466556428213;WarmteAtlas:AquathermieEffluent;;;
255;drukleiding (persleiding);1970;1400;Gewapend beton;Effluentleiding;262800;262800;611.198383;5492.52;5492.52;Hoogheemraadschap van Delfland;2004770.0;1547240.0;Rijswijk;Rotterdam-Den Haag;15893;31786;6357;12714;Zuid-Holland;Hoogheemraadschap van Delfland;;GM0603;2284.0;;;GM0603;2284.0;;;GM0603;2284.0;;False;False;False;52.035644284409294;4.313810862123969;WarmteAtlas:AquathermieEffluent;;;
256;drukleiding (persleiding);1970;1400;Gewapend beton;Effluentleiding;262800;262800;24.031307;5492.52;5492.52;Hoogheemraadschap van Delfland;2004770.0;1547240.0;Rijswijk;Rotterdam-Den Haag;15893;31786;6357;12714;Zuid-Holland;Hoogheemraadschap van Delfland;;GM0603;2287.0;;;GM0603;2287.0;;;GM0603;2287.0;;False;False;False;52.03320129256749;4.3162026109897145;WarmteAtlas:AquathermieEffluent;;;
