PK_UID;Vergunning;Naam;Drijverna0;Gemeente;kton2013;kton2014;kton2015;kton2016;kton2017;kton2018;kton2019;kton2020;kton2021;kton2022;kton2023;kton2024;kton2025;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
274;NL-200500057;Ministerie van Defensie, Nieuwe Haven Terrein;Ministerie van Defensie;DEN HELDER;14227;11103;11692;11613;11665;10374;9048;9773;9337;8024;7491;7139;7554;BU04000100;GM0400;1781.0;1781AD;BU04000100;GM0400;1781.0;1781AD;BU04000100;GM0400;1781.0;1781AD;False;False;False;52.962940221545324;4.793887224762074;WarmteAtlas:CO2emissieETSbedrijven;;;
275;NL-200500058;HulpWarmteCentrale 1;SVP Productie B.V.;PURMEREND;29789;26441;27531;21387;23680;21192;18043;17651;22750;15709;30925;14560;15786;BU04390402;GM0439;1441.0;1441RT;BU04390402;GM0439;1441.0;1441RT;BU04390402;GM0439;1441.0;1441RT;False;False;False;52.501107159610186;4.966588860269877;WarmteAtlas:CO2emissieETSbedrijven;;;
276;NL-200500059;FloraHolland Vestiging Naaldwijk;Co̦peratie Royal FloraHolland U.A.;HONSELERSDIJK;9263;7790;6756;6958;6185;6703;6466;6239;6857;5491;5342;4850;5202;BU17830256;GM1783;2675.0;2675KB;BU17830256;GM1783;2675.0;2675KB;BU17830256;GM1783;2675.0;2675KB;False;False;False;51.997304371060515;4.226066499872808;WarmteAtlas:CO2emissieETSbedrijven;;;
277;NL-200500069;FloraHolland Aalsmeer;Co̦peratie Royal FloraHolland U.A.;AALSMEER;10403;6837;7976;8548;7951;8596;8561;7524;9089;7408;7190;6854;7644;BU03580004;GM0358;1431.0;1431GB;BU03580004;GM0358;1431.0;1431GB;BU03580004;GM0358;1431.0;1431GB;False;False;False;52.259175855261816;4.7854090163350165;WarmteAtlas:CO2emissieETSbedrijven;;;
278;NL-200500081;Grolsche Bierbrouwerij Nederland BV;Grolsche Bierbrouwerij Nederland B.V.;ENSCHEDE;7130;6106;6544;7176;6997;7879;7556;6875;6708;2072;0;0;0;BU01530906;GM0153;7548.0;7548XA;BU01530906;GM0153;7548.0;7548XA;BU01530906;GM0153;7548.0;7548XA;False;False;False;52.206031300474066;6.819092387686914;WarmteAtlas:CO2emissieETSbedrijven;;;
279;NL-200500088;KLM Engineering & Maintenance Schiphol Oost;Koninklijke Luchtvaart Maatschappij N.V.;SCHIPHOL OOST;17383;13101;13469;13866;12596;13082;13199;10803;11214;11031;10648;10134;9910;BU03941663;GM0394;1117.0;1117EE;BU03941663;GM0394;1117.0;1117EE;BU03941663;GM0394;1117.0;1117EE;False;False;False;52.30575377831466;4.805657675984112;WarmteAtlas:CO2emissieETSbedrijven;;;
280;NL-200500089;Cargill B.V. Rotterdam Botlek;Cargill B.V.;BOTLEK-ROTTERDAM;26732;25225;25438;25259;25807;26749;25115;24381;25465;25421;12516;0;0;BU05992306;GM0599;3197.0;3197KS;BU05992306;GM0599;3197.0;3197KS;BU05992306;GM0599;3197.0;3197KS;False;False;False;51.881305451139305;4.283398722127134;WarmteAtlas:CO2emissieETSbedrijven;;;
281;NL-200500100;Eneco Solar, Bio & Hydro BV, WKC Wateringseveld;Eneco Heat Production & Industrials B.V.;DEN HAAG;9790;8857;9589;9557;9714;10622;10395;9700;10455;9144;9150;8714;8857;BU05184002;GM0518;2548.0;2548AB;BU05184002;GM0518;2548.0;2548AB;BU05184002;GM0518;2548.0;2548AB;False;False;False;52.03500859257316;4.284524290933959;WarmteAtlas:CO2emissieETSbedrijven;;;
282;NL-200500104;Nuon HWC Duiven-Westervoort;Vattenfall Warmte N.V.;WESTERVOORT;1389;1406;433;290;481;911;937;435;0;0;0;0;0;BU02930009;GM0293;6931.0;6931KB;BU02930009;GM0293;6931.0;6931KB;BU02930009;GM0293;6931.0;6931KB;False;False;False;51.95683245442536;5.9829903812389365;WarmteAtlas:CO2emissieETSbedrijven;;;
283;NL-200500110;Eneco Solar, Bio & Hydro BV, HWC Ypenburg;Eneco Heat Production & Industrials B.V.;DEN HAAG;10448;8169;9166;10439;8958;9969;9467;9177;10096;7042;5790;5703;7012;BU05184107;GM0518;2497.0;2497GG;BU05184107;GM0518;2497.0;2497GG;BU05184107;GM0518;2497.0;2497GG;False;False;False;52.043129251821334;4.3594692248610105;WarmteAtlas:CO2emissieETSbedrijven;;;
284;NL-200600028;Abbott Laboratories B.V.;Abbott Laboratories B.V.;ZWOLLE;14829;14525;15186;15554;15670;16888;16865;16948;18054;16632;16171;15394;12637;BU01932000;GM0193;8041.0;8041AJ;BU01932000;GM0193;8041.0;8041AJ;BU01932000;GM0193;8041.0;8041AJ;False;False;False;52.51623979402052;6.072202209506043;WarmteAtlas:CO2emissieETSbedrijven;;;
285;NL-200600035;Dana Petroleum Netherlands B.V. facility P11-B-De Ruyter;Dana Petroleum Netherlands B.V.;DEN HAAG;37122;31724;27926;24741;30460;27509;27186;29068;26670;27191;28253;28359;25732;BU05183960;GM0518;2516.0;2516BL;BU05183960;GM0518;2516.0;2516BL;BU05183960;GM0518;2516.0;2516BL;False;False;False;52.06319310450079;4.344249914917058;WarmteAtlas:CO2emissieETSbedrijven;;;
286;NL-200600037;McCain Foods Holland B.V., vestiging Lewedorp;McCain Foods Holland B.V.;'S-HEER ARENDSKERKE;17525;16854;18147;16878;16854;15280;15723;14705;14990;14103;14290;15070;15431;BU06640551;GM0664;4458.0;4458NM;BU06640551;GM0664;4458.0;4458NM;BU06640551;GM0664;4458.0;4458NM;False;False;False;51.501476500897034;3.749025795313184;WarmteAtlas:CO2emissieETSbedrijven;;;
287;NL-200600040;Harting Holland B.V.;Harting Holland B.V.;DE LIER;24168;21159;8167;8791;19907;10031;8594;11344;11217;10300;8555;0;0;BU17830701;GM1783;2678.0;2678LJ;BU17830701;GM1783;2678.0;2678LJ;BU17830701;GM1783;2678.0;2678LJ;False;False;False;51.975447200126126;4.2796132875071455;WarmteAtlas:CO2emissieETSbedrijven;;;
288;NL-200700001;Pergen VOF;Pergen V.O.F.;VONDELINGENPLAAT;1292130;1194646;1231672;1228840;1174220;1267051;1238037;1234960;1209448;1154360;1101656;1031803;973916;BU05992295;GM0599;3196.0;3196KK;BU05992295;GM0599;3196.0;3196KD;BU05992295;GM0599;3196.0;3196KD;False;False;False;51.87603967796636;4.346615527791536;WarmteAtlas:CO2emissieETSbedrijven;;;
289;NL-200700012;A.C. Hartman BV, locatie Sexbierum;A.C. Hartman B.V.;SEXBIERUM;32544;27027;27178;27158;28942;28522;0;0;0;0;0;0;0;BU19494402;GM1949;8855.0;8855XE;BU19494402;GM1949;8855.0;8855XE;BU19494402;GM1949;8855.0;8855XE;False;False;False;53.21233733762661;5.486223998521408;WarmteAtlas:CO2emissieETSbedrijven;;;
290;NL-200700013;Royal Pride Holland B.V.;Royal Pride Holland B.V.;MIDDENMEER;74262;59957;59723;67237;68350;72563;70129;59891;19076;584;246;129;37;BU19111080;GM1911;1775.0;1775RJ;BU19111080;GM1911;1775.0;1775RJ;BU19111080;GM1911;1775.0;1775RJ;False;False;False;52.78150680348677;5.061779398984459;WarmteAtlas:CO2emissieETSbedrijven;;;
291;NL-200700015;Energieco̦peratie Greenhouse Energy U.A.;Lingezegen Energy B.V.;BEMMEL;37340;25904;32214;33415;33859;32549;34060;27620;19616;3588;4678;3880;5492;BU17050011;GM1705;6681.0;6681RH;BU17050011;GM1705;6681.0;6681RH;BU17050011;GM1705;6681.0;6681RH;False;False;False;51.92676162467526;5.895985461891001;WarmteAtlas:CO2emissieETSbedrijven;;;
292;NL-200700025;Tomatenkwekerij Gebr. Duijvestijn;Vrijenban Investments B.V.;PIJNACKER;1686;205;0;0;0;0;0;0;0;0;0;0;0;BU19260111;GM1926;2641.0;2641NG;BU19260111;GM1926;2641.0;2641NG;BU19260111;GM1926;2641.0;2641NG;False;False;False;52.00934488486103;4.42593644123229;WarmteAtlas:CO2emissieETSbedrijven;;;
293;NL-200700030;HB Energy BV;HB-Energy B.V.;KWINTSHEUL;32432;29179;26178;25370;22419;9875;0;0;0;0;0;0;0;BU17830257;GM1783;2675.0;2675LG;BU17830257;GM1783;2675.0;2675LG;BU17830257;GM1783;2675.0;2675LG;False;False;False;52.00320656170599;4.264610887090932;WarmteAtlas:CO2emissieETSbedrijven;;;
294;NL-200700036;Koninklijke Mosa BV, locatie Wandtegel;Koninklijke Mosa B.V.;MAASTRICHT;20500;19619;18536;19601;21995;21433;20904;18683;20017;20652;18242;18300;17245;BU09350400;GM0935;6224.0;6224AL;BU09350400;GM0935;6224.0;6224AL;BU09350400;GM0935;6224.0;6224AL;False;False;False;50.85809362324888;5.708128593897765;WarmteAtlas:CO2emissieETSbedrijven;;;
295;NL-200700038;Kwekerij 4Evergreen - lokatie Steenbergen;4Evergreen Steenbergen B.V.;STEENBERGEN;25820;23322;25418;24154;24800;23193;24492;0;0;0;0;0;0;BU08510008;GM0851;4651.0;4651PS;BU08510008;GM0851;4651.0;4651PS;BU08510008;GM0851;4651.0;4651PS;False;False;False;51.569502109340334;4.292430483526992;WarmteAtlas:CO2emissieETSbedrijven;;;
296;NL-200700048;Dekker Chrysanten BV;Dekker Management Beheer B.V.;HENSBROEK;6316;0;0;0;0;0;0;0;0;0;0;0;0;BU15980201;GM1598;1711.0;1711RP;BU15980201;GM1598;1711.0;1711RP;BU15980201;GM1598;1711.0;1711RP;False;False;False;52.662219780166104;4.880752687693748;WarmteAtlas:CO2emissieETSbedrijven;;;
297;NL-200700050;Eneco Solar, Bio & Hydro BV, WKC Vaanpark;Eneco Heat Production & Industrials B.V.;BARENDRECHT;6093;5898;6369;6122;6088;6112;6413;5771;6599;5508;5516;4821;5210;BU04891328;GM0489;2993.0;2993LR;BU04891328;GM0489;2993.0;2993LR;BU04891328;GM0489;2993.0;2993LR;False;False;False;51.8569918834404;4.511862418043194;WarmteAtlas:CO2emissieETSbedrijven;;;
298;NL-200700051;Kwekerij Overgaag;Kwekerij Overgaag B.V.;DE LIER;5028;0;0;0;0;0;0;0;0;0;0;0;0;BU17830701;GM1783;2678.0;2678KK;BU17830701;GM1783;2678.0;2678KK;BU17830701;GM1783;2678.0;2678KK;False;False;False;51.965069641989835;4.236097411070113;WarmteAtlas:CO2emissieETSbedrijven;;;
299;NL-200700053;Fa. P.C.M. van Vliet en Zn., Locatie Westland;Firma P.C.M. Van Vliet en Zn.;MAASDIJK;32099;29107;30554;31670;34728;32465;35325;37498;36011;0;0;0;0;BU17830352;GM1783;2676.0;2676CL;BU17830352;GM1783;2676.0;2676CL;BU17830352;GM1783;2676.0;2676CL;False;False;False;51.95698726878087;4.195362851963417;WarmteAtlas:CO2emissieETSbedrijven;;;
300;NL-200700054;Fa. P.C.M. van Vliet en Zn., Locatie Zeevliet;Firma P.C.M. Van Vliet en Zn.;RILLAND;26018;23597;26543;24086;27457;25201;27098;27553;13398;0;0;0;0;BU07030409;GM0703;4411.0;4411RT;BU07030409;GM0703;4411.0;4411RT;BU07030409;GM0703;4411.0;4411RT;False;False;False;51.43085328863937;4.214107049381839;WarmteAtlas:CO2emissieETSbedrijven;;;
301;NL-200700060;Forbo Flooring B.V.;Forbo Flooring B.V.;ASSENDELFT;14597;12967;13055;13351;13451;13918;13470;12863;12841;9909;0;0;0;BU04797220;GM0479;1566.0;1566JP;BU04797221;GM0479;1566.0;1566JP;BU04797221;GM0479;1566.0;1566JP;True;False;False;52.48826786925966;4.766730336816022;WarmteAtlas:CO2emissieETSbedrijven;;;
302;NL-200700063;FrieslandCampina Workum;FrieslandCampina Nederland B.V.;WORKUM;23452;25571;24407;26704;26900;24919;23286;25043;27289;26471;26491;23805;24044;BU19000200;GM1900;8711.0;8711CK;BU19000200;GM1900;8711.0;8711CK;BU19000200;GM1900;8711.0;8711CK;False;False;False;52.97389157952374;5.454567842204746;WarmteAtlas:CO2emissieETSbedrijven;;;
303;NL-200700065;Gebr. L. en J. Voskamp B.V.;Gebr. L. en J. Voskamp B.V.;DE LIER;19200;13944;15170;17545;16653;16685;5697;0;0;0;0;0;0;BU17830701;GM1783;2678.0;2678PS;BU17830701;GM1783;2678.0;2678PS;BU17830701;GM1783;2678.0;2678PS;False;False;False;51.95772551681769;4.248085402776507;WarmteAtlas:CO2emissieETSbedrijven;;;
304;NL-200700069;Hollandplant B.V.;Hollandplant B.V.;BERGSCHENHOEK;263;34;737;0;0;0;0;0;0;0;0;0;0;BU16211552;GM1621;2661.0;2661EH;BU16211552;GM1621;2661.0;2661EH;BU16211552;GM1621;2661.0;2661EH;False;False;False;52.00341355281817;4.504097001323425;WarmteAtlas:CO2emissieETSbedrijven;;;
305;NL-200700070;Huhtamaki Nederland BV;Huhtamaki Nederland B.V.;FRANEKER;12792;13359;12915;13906;13956;13255;13299;14330;14932;13925;13768;14111;14839;BU19492807;GM1949;8801.0;8801JB;BU19492807;GM1949;8801.0;8801JB;BU19492807;GM1949;8801.0;8801JB;False;False;False;53.18153986710929;5.540929039410368;WarmteAtlas:CO2emissieETSbedrijven;;;
306;NL-200700073;KBB Holland;KBB Holland B.V.;STEENBERGEN;18714;16005;18350;0;0;0;0;0;0;0;0;0;0;BU08510008;GM0851;4651.0;4651PT;BU08510008;GM0851;4651.0;4651PT;BU08510008;GM0851;4651.0;4651PT;False;False;False;51.56014174839415;4.294083913398372;WarmteAtlas:CO2emissieETSbedrijven;;;
307;NL-200700074;Kleiwarenfabriek Buggenum BV;VDS Kleiwaren Beheer B.V.;BUGGENUM;4891;0;0;0;0;0;0;0;0;0;0;0;0;BU16400600;GM1640;6082.0;6082AR;BU16400600;GM1640;6082.0;6082AR;BU16400600;GM1640;6082.0;6082AR;False;False;False;51.23112225282654;5.9836398705240015;WarmteAtlas:CO2emissieETSbedrijven;;;
308;NL-200700076;Kleiwarenfabriek Facade Beek;Steenfabriek Beek B.V.;BEEK;7139;7029;7890;8477;8728;8377;7524;8602;8910;8798;7977;4736;3567;BU08880000;GM0888;6191.0;6191BG;BU08880000;GM0888;6191.0;6191BG;BU08880000;GM0888;6191.0;6191BG;False;False;False;50.94442386873862;5.785760195595675;WarmteAtlas:CO2emissieETSbedrijven;;;
309;NL-200700077;Kleiwarenfabriek Joosten Kessel BV;Vandersanden Nederland B.V.;KESSEL;6920;7449;7245;7001;8057;8677;9679;9350;7711;9428;7017;6189;8219;BU18940209;GM1894;5995.0;5995NX;BU18940702;GM1894;5995.0;5995NX;BU18940702;GM1894;5995.0;5995NX;True;False;False;51.27241732219063;6.0111045949015685;WarmteAtlas:CO2emissieETSbedrijven;;;
310;NL-200700078;Kleiwarenfabriek Joosten Wessem BV;VDS Kleiwaren Beheer B.V.;WESSEM;7489;0;0;0;0;0;0;0;0;0;0;0;0;BU16410700;GM1641;6019.0;6019RA;BU16410700;GM1641;6019.0;6019RA;BU16410700;GM1641;6019.0;6019RA;False;False;False;51.17080079787028;5.870726848731875;WarmteAtlas:CO2emissieETSbedrijven;;;
311;NL-200700080;Koole Tankstorage Pernis B.V.;Koole Tankstorage Pernis B.V.;VONDELINGENPLAAT - ROTTERDAM;15285;15811;15941;16083;16778;15620;16674;0;0;0;0;0;0;BU05992295;GM0599;3196.0;3196KE;BU05992295;GM0599;3196.0;3196KE;BU05992295;GM0599;3196.0;3196KE;False;False;False;51.89246161687171;4.338433963325163;WarmteAtlas:CO2emissieETSbedrijven;;;
312;NL-200700082;Kwekerij De Kabel BV;Kwekerij de Kabel B.V.;DE LIER;17972;15692;12595;0;0;0;0;0;0;0;0;0;0;BU17830701;GM1783;2678.0;2678NL;BU17830701;GM1783;2678.0;2678NL;BU17830701;GM1783;2678.0;2678NL;False;False;False;51.976303276802675;4.2798395960043525;WarmteAtlas:CO2emissieETSbedrijven;;;
313;NL-200700090;Mars Food Europe CV;Mars Food Europe C.V.;OUD BEIJERLAND;7537;6747;6519;6286;6281;6309;5735;0;0;0;0;0;0;BU19630050;GM1963;3261.0;3261LW;BU19630050;GM1963;3261.0;3261LW;BU19630050;GM1963;3261.0;3261LW;False;False;False;51.83014483405122;4.440381635304159;WarmteAtlas:CO2emissieETSbedrijven;;;
314;NL-200700091;Mars Nederland BV;Mars Nederland B.V.;VEGHEL;14072;13385;12106;11694;10693;10899;10170;9709;10034;10348;9976;2917;0;BU19480417;GM1948;5466.0;5466AG;BU19480417;GM1948;5466.0;5466AE;BU19480417;GM1948;5466.0;5466AE;False;False;False;51.611435166202504;5.517019179360158;WarmteAtlas:CO2emissieETSbedrijven;;;
315;NL-200700093;Vattenfall HWC Arena - Holterbergweg;Vattenfall Power Generation Netherlands B.V.;AMSTERDAM;515;946;10;504;688;2145;247;264;0;0;0;0;0;BU0363TA02;GM0363;1101.0;1101EN;BU0363TA02;GM0363;1101.0;1101EN;BU0363TA02;GM0363;1101.0;1101EN;False;False;False;52.31166637785504;4.93490468738149;WarmteAtlas:CO2emissieETSbedrijven;;;
316;NL-200700094;Vattenfall HWC Boris Pasternak;Vattenfall Power Generation Netherlands B.V.;AMSTERDAM ZUIDOOST;3477;2773;1811;475;884;5757;424;90;1636;152;18;1031;39;BU0363TB01;GM0363;1102.0;1102TA;BU0363TB01;GM0363;1102.0;1102TA;BU0363TB01;GM0363;1102.0;1102TA;False;False;False;52.320525139990416;4.941165377086885;WarmteAtlas:CO2emissieETSbedrijven;;;
317;NL-200700095;Gouda Refractories BV;Gouda Refractories B.V.;GOUDA;8278;5924;10151;7855;9012;9629;10481;11107;10675;9216;8376;7212;8117;BU05130202;GM0513;2802.0;2802AA;BU05130202;GM0513;2802.0;2802AA;BU05130202;GM0513;2802.0;2802AA;False;False;False;52.014440588838454;4.68993289525673;WarmteAtlas:CO2emissieETSbedrijven;;;
318;NL-200700096;P.N. Hoogerbrugge Steenbergen B.V.;Hogg B.V.;LEPELSTRAAT;18366;6885;0;0;0;0;0;0;0;0;0;0;0;BU07480500;GM0748;4664.0;4664RA;BU07480500;GM0748;4664.0;4664RA;BU07480500;GM0748;4664.0;4664RA;False;False;False;51.55609061512679;4.28483690871316;WarmteAtlas:CO2emissieETSbedrijven;;;
319;NL-200700097;PEKA Kroef B.V.;Peka Kroef B.V.;ODILIAPEEL;20567;20072;17325;8855;0;0;0;0;0;0;0;0;0;BU19910399;GM1991;5409.0;5409SZ;BU19910399;GM1991;5409.0;5409SZ;BU19910399;GM1991;5409.0;5409SZ;False;False;False;51.648048886686695;5.723033171652407;WarmteAtlas:CO2emissieETSbedrijven;;;
320;NL-200700105;Rodruza - Steenfabriek Rossum BV;Rodruza B.V.;ROSSUM;7834;12005;15563;16715;15570;17724;16705;17823;17719;17186;12704;8955;9200;BU02630408;GM0263;5328.0;5328JH;BU02630408;GM0263;5328.0;5328JH;BU02630408;GM0263;5328.0;5328JH;False;False;False;51.79558263266125;5.3415980123797;WarmteAtlas:CO2emissieETSbedrijven;;;
321;NL-200700106;Rodruza - Steenfabriek Zandberg BV;Rodruza B.V.;GENDT;10218;11476;13483;13611;13801;14240;14772;14299;15260;14736;10526;7140;8390;BU17050105;GM1705;6691.0;6691ME;BU17050105;GM1705;6691.0;6691ME;BU17050105;GM1705;6691.0;6691ME;False;False;False;51.8559996023764;5.968678054562761;WarmteAtlas:CO2emissieETSbedrijven;;;
322;NL-200700108;Smart Packaging Solutions B.V.;Smart Packaging Solutions B.V.;LOENEN;13203;12205;12598;13326;12975;13716;13866;13208;13110;14018;12435;12691;12679;BU02001303;GM0200;7371.0;7371GL;BU02001303;GM0200;7371.0;7371GL;BU02001303;GM0200;7371.0;7371GL;False;False;False;52.131858242344876;6.042884322116348;WarmteAtlas:CO2emissieETSbedrijven;;;
323;NL-200700109;Wienerberger B.V. Steenfabriek de Nijverheid;Wienerberger B.V.;Zaltbommel;13319;15318;20172;20723;19781;18740;17175;17573;17145;12873;3068;4463;5078;BU02970007;GM0297;5301.0;5301LK;BU02970007;GM0297;5301.0;5301LK;BU02970007;GM0297;5301.0;5301LK;False;False;False;51.79467129522331;5.254190229127244;WarmteAtlas:CO2emissieETSbedrijven;;;
324;NL-200700110;Wienerberger B.V. Steenfabriek De Vlijt;Wienerberger B.V.;Zaltbommel;8560;9241;9051;8886;9145;8705;8460;6947;7457;3937;0;0;0;BU02970007;GM0297;5301.0;5301LK;BU02970007;GM0297;5301.0;5301LK;BU02970007;GM0297;5301.0;5301LK;False;False;False;51.79467129522331;5.254190229127244;WarmteAtlas:CO2emissieETSbedrijven;;;
325;NL-200700111;Steenfabriek Engels Helden BV;Steenfabriek Engels Helden B.V.;PANNINGEN;10661;13779;16854;18001;18166;18594;16832;20327;20197;20789;19390;14924;16055;BU18940101;GM1894;5981.0;5981AE;BU18940108;GM1894;5981.0;5981AE;BU18940108;GM1894;5981.0;5981AE;True;False;False;51.33142558227988;5.9721064735090135;WarmteAtlas:CO2emissieETSbedrijven;;;
326;NL-200700112;Steenfabriek Engels Oeffelt BV;Steenfabriek Engels Oeffelt B.V.;OEFFELT;10958;13626;13532;14149;14909;15376;15009;15648;17218;18164;15674;14705;15823;BU19821403;GM1982;5441.0;5441PB;BU19821403;GM1982;5441.0;5441PB;BU19821403;GM1982;5441.0;5441PB;False;False;False;51.68888358029965;5.911529110168355;WarmteAtlas:CO2emissieETSbedrijven;;;
327;NL-200700113;Steenfabriek Gebroeders Klinkers BV;Steenfabriek Gebr. Klinkers B.V.;MAASTRICHT;7588;7912;8652;8756;8550;8886;9223;10811;11310;11322;11159;8508;8111;BU09350303;GM0935;6219.0;6219NP;BU09350303;GM0935;6219.0;6219NP;BU09350303;GM0935;6219.0;6219NP;False;False;False;50.87915443508745;5.6739334133722;WarmteAtlas:CO2emissieETSbedrijven;;;
328;NL-200700114;B.V. Steenfabriek Hedikhuizen;B.V. Steenfabriek Hedikhuizen;HEDIKHUIZEN;12017;14511;15382;14980;13420;16005;14611;15829;16602;14739;11783;10486;11215;BU07970700;GM0797;5257.0;5257NC;BU07970700;GM0797;5257.0;5257NC;BU07970700;GM0797;5257.0;5257NC;False;False;False;51.73836202007944;5.209171325449113;WarmteAtlas:CO2emissieETSbedrijven;;;
329;NL-200700115;Steenfabriek Linssen BV;Eurobrick B.V.;KERKRADE;2317;2113;2455;2328;2520;2825;3196;3111;3325;3196;2760;2224;2030;BU09280000;GM0928;6466.0;6466GN;BU09280000;GM0928;6466.0;6466GN;BU09280000;GM0928;6466.0;6466GN;False;False;False;50.853418206994384;6.020023006919751;WarmteAtlas:CO2emissieETSbedrijven;;;
330;NL-200700116;Steenindustrie Strating B.V.;Steenindustrie Strating B.V.;OUDE PEKELA;4206;4786;4414;4321;4832;5482;6048;5436;5265;5835;5516;5546;5797;BU07650000;GM0765;9665.0;9665RR;BU07650000;GM0765;9665.0;9665RR;BU07650000;GM0765;9665.0;9665RR;False;False;False;53.09132197019997;6.988833301598829;WarmteAtlas:CO2emissieETSbedrijven;;;
331;NL-200700122;Eneco Solar, Bio & Hydro BV, WKC Vathorst;Eneco Heat Production & Industrials B.V.;ROTTERDAM;9910;8265;9043;8796;8280;9021;9002;8527;9234;7610;7251;1726;418;BU03073100;GM0307;3826.0;3826DN;BU03073100;GM0307;3826.0;3826DN;BU03073100;GM0307;3826.0;3826DN;False;False;False;52.19552577126955;5.438393985953124;WarmteAtlas:CO2emissieETSbedrijven;;;
332;NL-200700124;Vopak Terminal Botlek B.V.;Vopak Terminal Botlek B.V.;BOTLEK-ROTTERDAM;7374;5858;6610;6714;5084;4319;4124;3255;1780;0;0;0;0;BU05992306;GM0599;3197.0;3197KR;BU05992306;GM0599;3197.0;3197KS;BU05992306;GM0599;3197.0;3197KS;False;False;False;51.884953214916614;4.305432093499657;WarmteAtlas:CO2emissieETSbedrijven;;;
333;NL-200700125;Neenah Coldenhove Holding B.V.;Neenah Coldenhove Holding B.V.;EERBEEK;9811;9394;10061;9723;9592;10683;10205;8274;10552;8983;7998;8674;7457;BU02130610;GM0213;6961.0;6961LG;BU02130610;GM0213;6961.0;6961LG;BU02130610;GM0213;6961.0;6961LG;False;False;False;52.090828691926596;6.039320215063421;WarmteAtlas:CO2emissieETSbedrijven;;;
334;NL-200700126;Wienerberger B.V. Steenfabriek Bemmel;Wienerberger B.V.;HAALDEREN;4659;4868;5909;5438;5403;5526;5732;5240;5367;5340;4077;3286;477;BU17050601;GM1705;6685.0;6685MA;BU17050601;GM1705;6685.0;6685MA;BU17050601;GM1705;6685.0;6685MA;False;False;False;51.8773794723659;5.918256156034243;WarmteAtlas:CO2emissieETSbedrijven;;;
335;NL-200700130;Wienerberger B.V. Steenfabriek Erlecom;Wienerberger B.V.;ERLECOM;11003;16263;15666;14797;15012;14919;14732;13217;12754;13010;12435;6600;11;BU19450400;GM1945;6577.0;6577JE;BU19450400;GM1945;6577.0;6577JE;BU19450400;GM1945;6577.0;6577JE;False;False;False;51.85123820888997;5.962694768500715;WarmteAtlas:CO2emissieETSbedrijven;;;
336;NL-200700132;Wienerberger B.V. Steenfabriek Haaften;Wienerberger B.V.;HAAFTEN;12586;16996;14597;11477;13612;16341;16552;16505;15025;16318;13355;11181;13082;BU19600509;GM1960;4175.0;4175LR;BU19600509;GM1960;4175.0;4175LR;BU19600509;GM1960;4175.0;4175LR;False;False;False;51.818660056318286;5.189463491900757;WarmteAtlas:CO2emissieETSbedrijven;;;
337;NL-200700135;Kleiwarenfabriek Nuth;VDS Kleiwaren Beheer B.V.;NUTH;4417;0;0;0;0;0;0;0;0;0;0;0;0;BU19540102;GM1954;6361.0;6361HK;BU19540102;GM1954;6361.0;6361HK;BU19540102;GM1954;6361.0;6361HK;False;False;False;50.92747554323982;5.880212163953856;WarmteAtlas:CO2emissieETSbedrijven;;;
338;NL-200700139;Agro Care Ontwikkeling II;AgroCare Ontwikkeling II B.V.;MIDDENMEER;47309;50521;43429;0;0;0;0;0;0;0;0;0;0;BU19111080;GM1911;1775.0;1775RJ;BU19111080;GM1911;1775.0;1775RJ;BU19111080;GM1911;1775.0;1775RJ;False;False;False;52.78467137421263;5.062230211822948;WarmteAtlas:CO2emissieETSbedrijven;;;
339;NL-200700140;Barendse DC II b.v.;BarGoed Beheer B.V.;MIDDENMEER;23815;17002;15038;7811;0;0;0;0;0;0;0;0;0;BU19111080;GM1911;1775.0;1775RJ;BU19111080;GM1911;1775.0;1775RJ;BU19111080;GM1911;1775.0;1775RJ;False;False;False;52.77808324184977;5.042731477681252;WarmteAtlas:CO2emissieETSbedrijven;;;
340;NL-200700141;Beekenkamp Plants BV;Beekenkamp Plants B.V.;MAASDIJK;18443;14404;15414;15944;15795;16281;4292;0;0;0;0;0;0;BU17830352;GM1783;2676.0;2676BS;BU17830352;GM1783;2676.0;2676BS;BU17830352;GM1783;2676.0;2676BS;False;False;False;51.95536511675152;4.209227315662398;WarmteAtlas:CO2emissieETSbedrijven;;;
341;NL-200700145;Koninklijke Mosa B.V., locatie Vloertegel;Koninklijke Mosa B.V.;MAASTRICHT;14777;13826;11788;11830;12368;13556;12058;11079;10972;12189;11518;11290;8354;BU09350400;GM0935;6224.0;6224AL;BU09350400;GM0935;6224.0;6224AL;BU09350400;GM0935;6224.0;6224AL;False;False;False;50.85809362324888;5.708128593897765;WarmteAtlas:CO2emissieETSbedrijven;;;
