waterschap;res_gebied;naamgeving;min_uur;med_uur;gj_exwko;min_gj_ex;opmerking;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
HH Amstel, Gooi en Vecht;U10/U16;Voormalig RWZI Maarssen;47.3;110.0;6216.49;2673.09;RWZI die is overgegaan in een gemaal.;BU19040113;GM1904;3601;3601GN;BU19040113;GM1904;3601;3601GN;BU19040113;GM1904;3601;3601GN;False;False;False;52.15184873733029;5.038339516129573;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Amstel, Gooi en Vecht;U10/U16;RWZI De Ronde Venen;141.47;329.0;46482.43;19987.44;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;BU07360107;GM0736;3641;3641SM;BU07360107;GM0736;3641;3641SM;BU07360107;GM0736;3641;3641SM;False;False;False;52.212161077429386;4.885240227974213;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;RWZI Noordoostpolder;301.609166667;701.416666667;99098.95;42612.54;RWZI gegevens: influent dagdebiet 2018 aangeleverd door Waterschap;BU01710839;GM0171;8309;8309PP;BU01710839;GM0171;8309;8309PP;BU01710839;GM0171;8309;8309PP;False;False;False;52.686850511576615;5.68742483790792;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;RWZI Almere;631.67;1469.0;7546.19;89244.86;RWZI gegevens: influent dagdebiet 2018 aangeleverd door Waterschap;BU00345702;GM0034;1332;1332AG;BU00345702;GM0034;1332;1332AG;BU00345702;GM0034;1332;1332AG;False;False;False;52.399554663740275;5.246150506515908;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;RWZI Dronten;128.211666667;298.166666667;42126.17;18114.25;RWZI gegevens: influent dagdebiet 2018 aangeleverd door Waterschap;BU03030210;GM0303;8251;8251KM;BU03030210;GM0303;8251;8251KM;BU03030210;GM0303;8251;8251KM;False;False;False;52.53668573207485;5.7173536738985336;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;RWZI Zeewolde;41.71;97.0;13704.54;5892.95;RWZI gegevens: influent dagdebiet 2018 aangeleverd door Waterschap;BU00500009;GM0050;3899;3899AW;BU00500009;GM0050;3899;3899AW;BU00500009;GM0050;3899;3899AW;False;False;False;52.360031867294786;5.50758043955698;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Zuiderzeeland;Flevoland;RWZI Lelystad;260.15;605.0;85476.82;36755.03;RWZI gegevens: influent dagdebiet 2018 aangeleverd door Waterschap;BU09950882;GM0995;8243;8243PE;BU09950882;GM0995;8243;8243PE;BU09950882;GM0995;8243;8243PE;False;False;False;52.50553176617851;5.431109437298362;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Tweede Exloërmond;20.7833333333;48.3333333333;6828.72;2936.35;Aangeleverd door Waterschap;BU16818009;GM1681;9571;9571BM;BU16818009;GM1681;9571;9571BM;BU16818009;GM1681;9571;9571BM;False;False;False;52.91713404463621;6.949541244471848;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Noorderzijlvest;Drenthe;Eelde;409.933333333;953.333333333;34690.74;57917.02;Aangeleverd door Waterschap;BU17300701;GM1730;9761;9761TD;BU17300701;GM1730;9761;9761TD;BU17300701;GM1730;9761;9761TD;False;False;False;53.12823797011649;6.604669239412351;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Assen;290.25;675.0;95366.7;41007.68;Aangeleverd door Waterschap;BU01060716;GM0106;9403;9403AK;BU01060716;GM0106;9403;9403AK;BU01060716;GM0106;9403;9403AK;False;False;False;53.001866843270086;6.5759698516732925;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Drenthe;Gieten;92.6291666668;215.416666667;30434.92;13087.01;Aangeleverd door Waterschap;BU16801709;GM1680;9461;9461AL;BU16801709;GM1680;9461;9461AL;BU16801709;GM1680;9461;9461AL;False;False;False;53.01520193466918;6.77390587671066;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Scheve Klap;26.9645833333;62.7083333333;8859.68;3809.66;Aangeleverd door Waterschap;BU19790945;GM1979;9946;9946TB;BU19790945;GM1979;9946;9946TB;BU19790945;GM1979;9946;9946TB;False;False;False;53.262467019683484;6.974657009717785;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Veendam;210.789583333;490.208333333;69258.59;29781.19;Aangeleverd door Waterschap;BU00470109;GM0047;9644;9644XW;BU00470109;GM0047;9644;9644XW;BU00470109;GM0047;9644;9644XW;False;False;False;53.10422027135363;6.9001203183377395;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;Hoogezand;101.444166667;235.916666667;33331.25;14332.43;Aangeleverd door Waterschap;BU19520409;GM1952;9611;9611CE;BU19520409;GM1952;9611;9611CE;BU19520409;GM1952;9611;9611CE;False;False;False;53.17064881215132;6.772718461861529;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Hunze en Aa's;Groningen;RWZI Foxhol;95.9975;223.25;31541.65;13562.91;Aangeleverd door Waterschap;BU19520702;GM1952;9607;9607PW;BU19520702;GM1952;9607;9607PW;BU19520702;GM1952;9607;9607PW;False;False;False;53.16710734401122;6.710442212709429;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Noorderzijlvest;Groningen;RWZI Uithuizermeeden;40.85;95.0;13421.98;5771.45;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;BU19661301;GM1966;9982;9982XP;BU19661301;GM1966;9982;9982XP;BU19661301;GM1966;9982;9982XP;False;False;False;53.408407681008384;6.738537825660171;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Noorderzijlvest;Groningen;RWZI Feerwerd;17.2;40.0;5.56;0.0;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;BU19691309;GM1969;9892;9892TC;BU19691309;GM1969;9892;9892TC;BU19691309;GM1969;9892;9892TC;False;False;False;53.30322277906659;6.477738329595814;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Noorderzijlvest;Groningen;RWZI Winsum;73.96;172.0;24300.84;10449.36;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;BU19660606;GM1966;9951;9951TG;BU19660606;GM1966;9951;9951TG;BU19660606;GM1966;9951;9951TG;False;False;False;53.333603727892175;6.503261906851691;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Noorderzijlvest;Groningen;RWZI Zuidhorn;62.35;145.0;20486.18;8809.05;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;BU19691409;GM1969;9801;9801TA;BU19691409;GM1969;9801;9801TA;BU19691409;GM1969;9801;9801TA;False;False;False;53.25102366882872;6.383525315993649;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Noorderzijlvest;Groningen;RWZI Leek;177.59;413.0;58350.29;25090.62;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;BU19690403;GM1969;9351;9351NS;BU19690403;GM1969;9351;9351NS;BU19690403;GM1969;9351;9351NS;False;False;False;53.15190009565505;6.36898658018401;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Noorderzijlvest;Groningen;RWZI Onderdendam;73.96;172.0;24300.84;10449.36;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;BU19660802;GM1966;9959;9959PH;BU19660802;GM1966;9959;9959PH;BU19660802;GM1966;9959;9959PH;False;False;False;53.3264986978182;6.593209905914542;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Noorderzijlvest;Groningen;RWZI Gaarkeuken;58.05;135.0;19073.34;8201.53;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;BU19690309;GM1969;9821;9821TJ;BU19690309;GM1969;9821;9821TJ;BU19690309;GM1969;9821;9821TJ;False;False;False;53.24791220706973;6.323526498475148;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Noorderzijlvest;Groningen;RWZI Marum;32.25;75.0;10596.3;4556.4;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;BU19691100;GM1969;9363;9363TG;BU19691100;GM1969;9363;9363TG;BU19691100;GM1969;9363;9363TG;False;False;False;53.152946512316234;6.261707585833304;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Noorderzijlvest;Groningen;RWZI Ulrum;86.0;200.0;28256.8;12150.42;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;BU19660101;GM1966;9973;9973TB;BU19660101;GM1966;9973;9973TB;BU19660101;GM1966;9973;9973TB;False;False;False;53.35322254568574;6.337725620934669;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Noorderzijlvest;Groningen;RWZI Wehe den Hoorn;30.1;70.0;9889.87;4252.64;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;BU19660201;GM1966;9964;9964TC;BU19660201;GM1966;9964;9964TC;BU19660201;GM1966;9964;9964TC;False;False;False;53.36757717639783;6.414767405311722;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Drents Overijsselse Delta;Drenthe;RWZI DIEVERBRUG;80.9116666668;188.166666667;26584.93;11431.52;Aangeleverd door Waterschap;BU17010009;GM1701;7984;7984NA;BU17010009;GM1701;7984;7984NA;BU17010009;GM1701;7984;7984NA;False;False;False;52.84471888339768;6.331820602553712;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Drents Overijsselse Delta;Drenthe;RWZI ECHTEN;470.993333333;1095.33333333;54753.07;66543.82;Aangeleverd door Waterschap;BU01186206;GM0118;7909;7909HS;BU01186206;GM0118;7909;7909HS;BU01186206;GM0118;7909;7909HS;False;False;False;52.71109917149575;6.415790010707428;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Drents Overijsselse Delta;Drenthe;RWZI SMILDE;39.9720833333;92.9583333333;13133.52;5647.41;Aangeleverd door Waterschap;BU17310609;GM1731;9422;9422JK;BU17310609;GM1731;9422;9422JK;BU17310609;GM1731;9422;9422JK;False;False;False;52.94119103027556;6.455000150210179;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Drents Overijsselse Delta;Drenthe;RWZI BEILEN;140.753333333;327.333333333;46246.96;19886.19;Aangeleverd door Waterschap;BU17310009;GM1731;9411;9411VR;BU17310009;GM1731;9411;9411VR;BU17310009;GM1731;9411;9411VR;False;False;False;52.860177837130756;6.493626009485822;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Drents Overijsselse Delta;Drenthe;RWZI MEPPEL;271.025416667;630.291666667;89050.12;38291.55;Aangeleverd door Waterschap;BU01190900;GM0119;7942;7942HZ;BU01190900;GM0119;7942;7942HZ;BU01190900;GM0119;7942;7942HZ;False;False;False;52.71058379189257;6.193178061711553;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Drents Overijsselse Delta;West-Overijssel;RWZI GENEMUIDEN;105.206666667;244.666666667;34567.48;14864.01;Aangeleverd door Waterschap;BU18960108;GM1896;8281;8281PW;BU18960108;GM1896;8281;8281PW;BU18960108;GM1896;8281;8281PW;False;False;False;52.60521414582675;6.06313786553789;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Drents Overijsselse Delta;West-Overijssel;RWZI RAALTE;167.037083333;388.458333333;54882.94;23599.66;Aangeleverd door Waterschap;BU01770119;GM0177;8101;8101NJ;BU01770119;GM0177;8101;8101NJ;BU01770119;GM0177;8101;8101NJ;False;False;False;52.39575464952118;6.263437698167119;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Drents Overijsselse Delta;West-Overijssel;RWZI HEINO;26.82125;62.375;8812.58;3789.41;Aangeleverd door Waterschap;BU01770709;GM0177;8141;8141NS;BU01770709;GM0177;8141;8141NS;BU01770709;GM0177;8141;8141NS;False;False;False;52.44086413960616;6.202470942409059;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Drents Overijsselse Delta;West-Overijssel;RWZI KAMPEN;236.715;550.5;77776.84;33444.04;Aangeleverd door Waterschap;BU01660006;GM0166;8263;8263CH;BU01660006;GM0166;8263;8263CH;BU01660006;GM0166;8263;8263CH;False;False;False;52.57646477583552;5.875603571579612;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Drents Overijsselse Delta;West-Overijssel;RWZI HESSENPOORT;52.6929166668;122.541666667;17313.17;7444.66;Aangeleverd door Waterschap;BU01934040;GM0193;8028;8028PP;BU01934040;GM0193;8028;8028PP;BU01934040;GM0193;8028;8028PP;False;False;False;52.530359792257144;6.176737934567093;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Drents Overijsselse Delta;West-Overijssel;RWZI ZWOLLE;416.096666667;967.666666667;36715.81;58787.8;Aangeleverd door Waterschap;BU01932140;GM0193;8042;8042PK;BU01932140;GM0193;8042;8042PK;BU01932140;GM0193;8042;8042PK;False;False;False;52.509918722632136;6.049538569180872;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Drents Overijsselse Delta;West-Overijssel;RWZI DALFSEN;111.37;259.0;36592.55;15734.79;Aangeleverd door Waterschap;BU01480109;GM0148;7722;7722PA;BU01480109;GM0148;7722;7722PA;BU01480109;GM0148;7722;7722PA;False;False;False;52.510360625419466;6.237443276440795;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Drents Overijsselse Delta;West-Overijssel;RWZI DEVENTER;373.29375;868.125;22652.17;52740.43;Aangeleverd door Waterschap;BU01500502;GM0150;7414;7414KA;BU01500502;GM0150;7414;7414KA;BU01500502;GM0150;7414;7414KA;False;False;False;52.2708994743806;6.129794517590754;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Drents Overijsselse Delta;West-Overijssel;RWZI OLST;68.9433333332;160.333333333;22652.53;9740.58;Aangeleverd door Waterschap;BU17730728;GM1773;8121;8121EE;BU17730728;GM1773;8121;8121EE;BU17730728;GM1773;8121;8121EE;False;False;False;52.34912534270744;6.109869544033995;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Drents Overijsselse Delta;West-Overijssel;RWZI STEENWIJK;152.3275;354.25;50049.85;21521.43;Aangeleverd door Waterschap;BU17080003;GM1708;8331;8331PH;BU17080003;GM1708;8331;8331PH;BU17080003;GM1708;8331;8331PH;False;False;False;52.785340165764524;6.100474909295637;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
De Stichtse Rijnlanden;U10/U16;RWZI Woerden;270.9;630.0;89008.92;38273.83;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;BU06320201;GM0632;3449;3449HJ;BU06320201;GM0632;3449;3449HJ;BU06320201;GM0632;3449;3449HJ;False;False;False;52.0846677936941;4.850676540166728;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
De Stichtse Rijnlanden;U10/U16;RWZI Montfoort;56.76;132.0;18649.48;8019.27;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;BU03350000;GM0335;3417;3417XK;BU03350000;GM0335;3417;3417XK;BU03350000;GM0335;3417;3417XK;False;False;False;52.04196700556523;4.938271971775497;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
De Stichtse Rijnlanden;U10/U16;RWZI Driebergen;238.65;555.0;78412.61;33717.42;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;BU15810102;GM1581;3972;3972EH;BU15810102;GM1581;3972;3972EH;BU15810102;GM1581;3972;3972EH;False;False;False;52.04611514658908;5.2599606760118505;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
De Stichtse Rijnlanden;U10/U16;RWZI Breukelen;114.165;265.5;37510.9;16129.68;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;BU19040208;GM1904;3621;3621MX;BU19040208;GM1904;3621;3621MX;BU19040208;GM1904;3621;3621MX;False;False;False;52.16440445645205;4.9940424573549045;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
De Stichtse Rijnlanden;U10/U16;RWZI De Meern;212.85;495.0;69935.58;30072.29;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;BU03441023;GM0344;3454;3454HE;BU03441023;GM0344;3454;3454HE;BU03441023;GM0344;3454;3454HE;False;False;False;52.08982936761848;5.001862458337716;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
De Stichtse Rijnlanden;U10/U16;RWZI Leidsche Rijn;421.1;980.0;38458.32;59494.69;RWZI gegevens upgedate na het verdwijnen van RWZI Maarssen. Aangenomen in- en efluent in overeenstemming met;BU03440911;GM0344;3543;3543AH;BU03440911;GM0344;3543;3543AH;BU03440911;GM0344;3543;3543AH;False;False;False;52.112809269067654;5.038555685437333;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
De Stichtse Rijnlanden;U10/U16;Voormalig RWZI Maarssenbroek;103.2;240.0;6781.63;2916.1;RWZI die is overgegaan in een gemaal.;BU03440133;GM0344;3542;3542DJ;BU03440133;GM0344;3542;3542DJ;BU03440133;GM0344;3542;3542DJ;False;False;False;52.120017816503314;5.044734165175164;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
De Stichtse Rijnlanden;U10/U16;RWZI Utrecht;1102.52;2564.0;62252.11;55768.43;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;BU03440321;GM0344;3552;3552XD;BU03440321;GM0344;3552;3552TJ;BU03440321;GM0344;3552;3552TJ;False;False;False;52.109893143997944;5.107962088869565;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
De Stichtse Rijnlanden;U10/U16;RWZI Wijk bij Duurstede;75.68;176.0;24865.98;10692.37;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;BU03520010;GM0352;3961;3961MT;BU03520010;GM0352;3961;3961MT;BU03520010;GM0352;3961;3961MT;False;False;False;51.97216716671068;5.308515075435522;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
De Stichtse Rijnlanden;U10/U16;RWZI Houten;155.23;361.0;51003.52;21931.51;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;BU03212054;GM0321;3992;3992LK;BU03212054;GM0321;3992;3992LK;BU03212054;GM0321;3992;3992LK;False;False;False;52.027839239228946;5.131014928355307;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
De Stichtse Rijnlanden;U10/U16;RWZI Lopik;100.62;234.0;33060.45;14215.99;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;BU03310009;GM0331;3411;3411ML;BU03310009;GM0331;3411;3411ML;BU03310009;GM0331;3411;3411ML;False;False;False;51.969526053782026;4.95874409724724;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
De Stichtse Rijnlanden;U10/U16;RWZI Bunnik;116.1;270.0;38146.68;16403.07;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;BU03120000;GM0312;3981;3981AK;BU03120000;GM0312;3981;3981AK;BU03120000;GM0312;3981;3981AK;False;False;False;52.06337560044604;5.219503235046639;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
De Stichtse Rijnlanden;FoodValley;RWZI Rhenen;270.9;630.0;89008.92;38273.83;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;BU03400901;GM0340;3911;3911TN;BU03400901;GM0340;3911;3911TN;BU03400901;GM0340;3911;3911TN;False;False;False;51.97352506747588;5.531281376624557;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
