gml_id;bronactualiteit;type;opp_m2;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;centroid_lat;centroid_lon;geom_wkt;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
nl.top10nl.100007807;2018-01-01;transformatorstation;4809;BU19630800;GM1963;3286.0;3286AN;BU19630800;GM1963;3286.0;3286AN;BU19630800;GM1963;3286.0;3286AN;False;False;False;51.7687365494825;4.448852067334339;MULTIPOLYGON (((4.448554 51.769235, 4.449128 51.769247, 4.449191 51.768213, 4.448753 51.768202, 4.448701 51.768249, 4.448605 51.768248, 4.44858 51.768805, 4.448418 51.768799, 4.448412 51.768799, 4.448406 51.768865, 4.448403 51.768905, 4.448403 51.768969, 4.44839 51.768969, 4.448388 51.768998, 4.448565 51.768999, 4.448554 51.769235)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100008097;2016-01-01;transformatorstation;6293;BU03441041;GM0344;3545.0;3545NL;BU03441041;GM0344;3545.0;3545NL;BU03441041;GM0344;3545.0;3545NL;False;False;False;52.06510525016954;5.055246066870514;MULTIPOLYGON (((5.054443 52.064934, 5.054679 52.065497, 5.056052 52.065277, 5.056048 52.065267, 5.055809 52.064713, 5.054443 52.064934)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100008378;2016-01-01;transformatorstation;11968;BU19040401;GM1904;3626.0;3626AA;BU19040401;GM1904;3626.0;3626AA;BU19040401;GM1904;3626.0;3626AA;False;False;False;52.18845443760048;4.9929159163102135;MULTIPOLYGON (((4.99352 52.189073, 4.993802 52.188259, 4.992678 52.187699, 4.991892 52.188638, 4.992777 52.188998, 4.99352 52.189073)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100006971;2016-01-01;transformatorstation;15170;BU17140509;GM1714;4507.0;4507KR;BU17140509;GM1714;4507.0;4507KR;BU17140509;GM1714;4507.0;4507KR;False;False;False;51.33859969668506;3.5098211448464673;MULTIPOLYGON (((3.509933 51.339393, 3.511015 51.338324, 3.509717 51.337807, 3.509312 51.338197, 3.508641 51.33886, 3.508629 51.338876, 3.509933 51.339393)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100008498;2016-01-01;transformatorstation;13348;BU03420702;GM0342;3768.0;3768MP;BU03420702;GM0342;3768.0;3768MP;BU03420702;GM0342;3768.0;3768MP;False;False;False;52.16736986143098;5.340981830956024;MULTIPOLYGON (((5.34052 52.168093, 5.341896 52.16786, 5.34188 52.167823, 5.341858 52.167777, 5.341469 52.166921, 5.341319 52.166589, 5.341109 52.166476, 5.340378 52.16699, 5.340126 52.167167, 5.340094 52.167186, 5.34052 52.168093)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100008671;2016-01-01;transformatorstation;23351;BU00500007;GM0050;3897.0;3897LN;BU00500007;GM0050;3897.0;3897LN;BU00500007;GM0050;3897.0;3897LN;False;False;False;52.34600204750921;5.46015069236582;MULTIPOLYGON (((5.460496 52.34695, 5.461728 52.345879, 5.459809 52.345052, 5.458564 52.346138, 5.458774 52.346225, 5.458815 52.34623, 5.460496 52.34695)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100008807;2016-01-01;transformatorstation;27215;BU04201403;GM0420;1684.0;1684NG;BU04201403;GM0420;1684.0;1684NG;BU04201403;GM0420;1684.0;1684NG;False;False;False;52.69640106768485;5.116174123739384;MULTIPOLYGON (((5.115445 52.696144, 5.114661 52.697048, 5.115639 52.697366, 5.115703 52.697491, 5.115559 52.697652, 5.115661 52.697687, 5.115805 52.697527, 5.116014 52.697488, 5.116198 52.697547, 5.116803 52.696854, 5.117597 52.695943, 5.117281 52.695839, 5.11746 52.695639, 5.1165 52.695326, 5.116128 52.695202, 5.115705 52.695675, 5.115633 52.695763, 5.115622 52.695777, 5.115735 52.695811, 5.115445 52.696144)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100007058;2016-01-01;transformatorstation;23848;BU07151401;GM0715;4551.0;4551LH;BU07151401;GM0715;4551.0;4551LH;BU07151401;GM0715;4551.0;4551LH;False;False;False;51.26438889224872;3.8290929445693718;MULTIPOLYGON (((3.82981 51.264929, 3.830471 51.264769, 3.830488 51.264765, 3.830463 51.264726, 3.830266 51.264387, 3.829952 51.263858, 3.82967 51.263374, 3.829446 51.263429, 3.829083 51.263509, 3.828828 51.263575, 3.828964 51.263792, 3.827926 51.26404, 3.82804 51.264248, 3.827721 51.264323, 3.828061 51.264901, 3.828289 51.265286, 3.82981 51.264929)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100007193;2016-01-01;transformatorstation;8985;BU19241202;GM1924;3243.0;3243LJ;BU19241202;GM1924;3243.0;3243LJ;BU19241202;GM1924;3243.0;3243LJ;False;False;False;51.74610499864123;4.201833453009641;MULTIPOLYGON (((4.200807 51.746207, 4.200838 51.746226, 4.201622 51.746709, 4.202129 51.746396, 4.202723 51.746034, 4.202863 51.745936, 4.202279 51.745573, 4.202011 51.745726, 4.201812 51.745607, 4.201321 51.745913, 4.200807 51.746207)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100010430;2016-01-01;transformatorstation;7471;BU01630506;GM0163;7443.0;7443TB;BU01630506;GM0163;7443.0;7443TB;BU01630506;GM0163;7443.0;7443TB;False;False;False;52.371074423228684;6.4701624385284475;MULTIPOLYGON (((6.469905 52.370817, 6.469463 52.371101, 6.469436 52.371113, 6.469342 52.371155, 6.469329 52.371161, 6.469204 52.371218, 6.469119 52.371268, 6.470243 52.371602, 6.470292 52.371612, 6.47039 52.371631, 6.470528 52.37145, 6.470302 52.37134, 6.47047 52.371225, 6.470918 52.370939, 6.471087 52.370833, 6.470819 52.370679, 6.470369 52.370519, 6.469905 52.370817)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100010501;2018-01-01;transformatorstation;10604;BU09832801;GM0983;5928.0;5928NE;BU09832801;GM0983;5928.0;5928NE;BU09832801;GM0983;5928.0;5928NE;False;False;False;51.37592926481016;6.157715567367105;MULTIPOLYGON (((6.158151 51.375339, 6.158168 51.375406, 6.158158 51.375406, 6.156963 51.375516, 6.157014 51.376183, 6.157022 51.376208, 6.157115 51.376492, 6.158517 51.376302, 6.158538 51.376299, 6.158476 51.376054, 6.158294 51.375326, 6.158151 51.375339)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100010512;2016-01-01;transformatorstation;30738;BU01934040;GM0193;8028.0;8028PD;BU01934040;GM0193;8028.0;8028PD;BU01934040;GM0193;8028.0;8028PD;False;False;False;52.53109238329421;6.187717307365044;MULTIPOLYGON (((6.185981 52.530551, 6.186853 52.531836, 6.187673 52.531628, 6.187935 52.532023, 6.188138 52.531973, 6.188401 52.532047, 6.189462 52.531984, 6.18821 52.530143, 6.188118 52.530013, 6.185981 52.530551)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100011080;2018-01-01;transformatorstation;49421;BU01069910;GM0106;9406.0;9406XK;BU01069910;GM0106;9406.0;9406XK;BU01069910;GM0106;9406.0;9406XK;False;False;False;53.00936984441599;6.5239759286288335;MULTIPOLYGON (((6.522739 53.008451, 6.522154 53.008414, 6.521981 53.009358, 6.52185 53.010073, 6.525842 53.010319, 6.525935 53.009623, 6.525978 53.009313, 6.526068 53.008663, 6.526033 53.008661, 6.524118 53.008539, 6.522739 53.008451)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100009223;2016-01-01;transformatorstation;6115;BU01710118;GM0171;8304.0;8304AB;BU01710118;GM0171;8304.0;8304AB;BU01710118;GM0171;8304.0;8304AB;False;False;False;52.68384931487841;5.761716186420741;MULTIPOLYGON (((5.762526 52.684062, 5.761679 52.683355, 5.761484 52.68344, 5.761462 52.683421, 5.761326 52.68348, 5.761222 52.683398, 5.761155 52.683432, 5.761214 52.683477, 5.761207 52.68348, 5.760901 52.683622, 5.76104 52.683737, 5.761816 52.684377, 5.761817 52.684376, 5.76187 52.684353, 5.762526 52.684062)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100009331;2018-01-01;transformatorstation;32301;BU02431403;GM0243;3847.0;3847LD;BU02431403;GM0243;3847.0;3847LD;BU02431403;GM0243;3847.0;3847LD;False;False;False;52.32696710219321;5.644396881667561;MULTIPOLYGON (((5.643827 52.327992, 5.643834 52.327996, 5.643916 52.327985, 5.644063 52.327963, 5.644107 52.32799, 5.644358 52.32784, 5.644461 52.327778, 5.644467 52.327774, 5.644568 52.327835, 5.645362 52.327352, 5.645534 52.327247, 5.645998 52.326968, 5.646056 52.326885, 5.646068 52.326869, 5.646093 52.326833, 5.646117 52.326799, 5.646303 52.32653, 5.645894 52.326396, 5.645821 52.326372, 5.64563 52.326311, 5.645464 52.326258, 5.645327 52.326214, 5.645163 52.326161, 5.645141 52.326155, 5.64506 52.326134, 5.644959 52.326108, 5.644776 52.326062, 5.644621 52.326022, 5.644549 52.326005, 5.644481 52.32599, 5.644458 52.325984, 5.644455 52.325984, 5.64441 52.325973, 5.644409 52.325974, 5.644013 52.326212, 5.643979 52.326232, 5.643371 52.326598, 5.643311 52.326635, 5.643098 52.326763, 5.642514 52.327113, 5.642455 52.327149, 5.642485 52.327168, 5.643039 52.327505, 5.643162 52.32758, 5.643784 52.327965, 5.643827 52.327992)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100009393;2016-01-01;transformatorstation;14370;BU03030550;GM0303;8251.0;8251PA;BU03030550;GM0303;8251.0;8251PA;BU03030550;GM0303;8251.0;8251PA;False;False;False;52.51800132020856;5.661986712227842;MULTIPOLYGON (((5.662255 52.518747, 5.662283 52.51821, 5.662921 52.51823, 5.662989 52.517488, 5.662783 52.51745, 5.661825 52.517416, 5.661515 52.517434, 5.661434 52.517431, 5.661219 52.51746, 5.661148 52.518256, 5.661422 52.518733, 5.662255 52.518747)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100009529;2016-01-01;transformatorstation;17095;BU02740101;GM0274;6871.0;6871CJ;BU02740101;GM0274;6871.0;6871CJ;BU02740101;GM0274;6871.0;6871CJ;False;False;False;51.96773196090136;5.721085039355784;MULTIPOLYGON (((5.720014 51.967911, 5.720086 51.96818, 5.721051 51.968466, 5.721508 51.968401, 5.721851 51.967954, 5.721881 51.967964, 5.722332 51.967386, 5.722314 51.967379, 5.722327 51.96736, 5.721142 51.967007, 5.721033 51.967009, 5.720529 51.967254, 5.720357 51.967335, 5.720159 51.967541, 5.720109 51.967528, 5.72001 51.967648, 5.720047 51.967664, 5.720027 51.967688, 5.720018 51.967761, 5.720014 51.967911)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100009739;2016-01-01;transformatorstation;10399;BU02320101;GM0232;8166.0;8166KG;BU02320101;GM0232;8166.0;8166KG;BU02320101;GM0232;8166.0;8166KG;False;False;False;52.30476024914605;5.989184717908486;MULTIPOLYGON (((5.9886 52.304104, 5.988702 52.305414, 5.989776 52.305377, 5.989684 52.304147, 5.9886 52.304104)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100009851;2016-01-01;transformatorstation;37612;BU09174100;GM0917;6418.0;6418TZ;BU09174100;GM0917;6418.0;6418TZ;BU09174100;GM0917;6418.0;6418TZ;False;False;False;50.868609236262316;6.018082605295076;MULTIPOLYGON (((6.017471 50.869188, 6.018182 50.869598, 6.018317 50.869678, 6.018332 50.86966, 6.018411 50.869684, 6.018817 50.869818, 6.018926 50.869703, 6.019323 50.869431, 6.02028 50.868771, 6.019649 50.868404, 6.01939 50.86858, 6.018082 50.867819, 6.017543 50.867501, 6.017478 50.867465, 6.017276 50.867353, 6.016959 50.867578, 6.016568 50.867371, 6.016166 50.867668, 6.016546 50.867866, 6.016849 50.867628, 6.016903 50.86763, 6.017093 50.867736, 6.017126 50.867755, 6.016169 50.868426, 6.017471 50.869188)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100009930;2016-01-01;transformatorstation;123451;BU01710633;GM0171;8307.0;8307RN;BU01710633;GM0171;8307.0;8307RN;BU01710633;GM0171;8307.0;8307RN;False;False;False;52.617851501786234;5.809313056293471;MULTIPOLYGON (((5.807411 52.615782, 5.807417 52.61604, 5.807111 52.616041, 5.807132 52.617823, 5.807296 52.617821, 5.807301 52.618138, 5.807477 52.618189, 5.807491 52.619451, 5.807495 52.619902, 5.811404 52.61989, 5.811398 52.618809, 5.811398 52.618702, 5.811394 52.618404, 5.811391 52.618134, 5.811371 52.616029, 5.809822 52.616031, 5.809819 52.615993, 5.8097 52.615995, 5.809692 52.615775, 5.807411 52.615782)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100009966;2016-01-01;transformatorstation;17410;BU08880000;GM0888;6191.0;6191HL;BU08880000;GM0888;6191.0;6191HL;BU08880000;GM0888;6191.0;6191HL;False;False;False;50.94330931052146;5.807273749751608;MULTIPOLYGON (((5.808235 50.942624, 5.808274 50.942601, 5.807986 50.94242, 5.807944 50.942444, 5.807896 50.94247, 5.807827 50.94251, 5.80761 50.94264, 5.807385 50.942767, 5.807263 50.94284, 5.806996 50.943006, 5.806818 50.942884, 5.806466 50.943094, 5.805747 50.943524, 5.806186 50.943734, 5.806367 50.943804, 5.80653 50.943862, 5.806628 50.943895, 5.807009 50.944012, 5.807103 50.944038, 5.807186 50.943991, 5.807214 50.944006, 5.807323 50.943942, 5.807291 50.943925, 5.807472 50.943815, 5.807619 50.943805, 5.808649 50.943185, 5.80833 50.942974, 5.808064 50.942788, 5.808018 50.942756, 5.808235 50.942624)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100011140;2016-01-01;transformatorstation;17417;BU00140501;GM0014;9723.0;9723AS;BU00140501;GM0014;9723.0;9723AS;BU00140501;GM0014;9723.0;9723AS;False;False;False;53.20715348956046;6.593920661303521;MULTIPOLYGON (((6.594056 53.20636, 6.594061 53.206368, 6.594021 53.206481, 6.593974 53.206592, 6.593922 53.206678, 6.593869 53.206745, 6.593798 53.20682, 6.593712 53.206912, 6.59361 53.206992, 6.593533 53.207044, 6.593412 53.207111, 6.593355 53.207141, 6.593279 53.207148, 6.593232 53.207148, 6.593225 53.207163, 6.593488 53.207297, 6.593061 53.207571, 6.593018 53.207568, 6.592244 53.208031, 6.592242 53.208051, 6.592296 53.208085, 6.592235 53.208121, 6.59272 53.208392, 6.595386 53.206692, 6.594855 53.206377, 6.595028 53.206267, 6.594942 53.206191, 6.594886 53.206147, 6.594636 53.205932, 6.594049 53.206294, 6.594083 53.206314, 6.594056 53.20636)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100011169;2016-01-01;transformatorstation;12999;BU01970110;GM0197;7122.0;7122PT;BU01970110;GM0197;7122.0;7122PT;BU01970110;GM0197;7122.0;7122PT;False;False;False;51.94686731810666;6.576606404093795;MULTIPOLYGON (((6.576571 51.947472, 6.577542 51.947134, 6.57767 51.946652, 6.576434 51.946199, 6.576344 51.946209, 6.575659 51.946922, 6.575463 51.946849, 6.575402 51.946919, 6.575335 51.946913, 6.575314 51.946923, 6.575261 51.946986, 6.576571 51.947472)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100011339;2016-01-01;transformatorstation;7927;BU01580090;GM0158;7481.0;7481WE;BU01580090;GM0158;7481.0;7481WE;BU01580090;GM0158;7481.0;7481WE;False;False;False;52.15022441545569;6.7159788071856354;MULTIPOLYGON (((6.716071 52.149813, 6.715906 52.149525, 6.715735 52.149562, 6.715703 52.149514, 6.715261 52.149617, 6.715527 52.14997, 6.715307 52.150041, 6.715513 52.150287, 6.715548 52.150276, 6.716087 52.150924, 6.716798 52.150703, 6.716071 52.149813)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100042903;2018-01-01;transformatorstation;327;BU07150601;GM0715;4542.0;4542NM;BU07150601;GM0715;4542.0;4542NM;BU07150601;GM0715;4542.0;4542NM;False;False;False;51.33740324359428;3.7873659497868837;MULTIPOLYGON (((3.787376 51.337309, 3.787263 51.337309, 3.787262 51.337508, 3.787463 51.337509, 3.787465 51.337286, 3.787376 51.337285, 3.787376 51.337309)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100043852;2018-01-01;transformatorstation;616;BU07152202;GM0715;4538.0;4538AZ;BU07152202;GM0715;4538.0;4538AZ;BU07152202;GM0715;4538.0;4538AZ;False;False;False;51.30304134629403;3.849494694036452;MULTIPOLYGON (((3.849455 51.302931, 3.849245 51.303071, 3.849408 51.303167, 3.849411 51.303165, 3.849443 51.303144, 3.849523 51.303191, 3.849751 51.30304, 3.849669 51.302991, 3.849629 51.303018, 3.84957 51.302983, 3.849624 51.302947, 3.849476 51.30286, 3.849409 51.302904, 3.849455 51.302931)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100059272;2004-01-01;transformatorstation;300;BU06640779;GM0664;4462.0;4462ET;BU06640779;GM0664;4462.0;4462ET;BU06640779;GM0664;4462.0;4462ET;False;False;False;51.49030176532072;3.864249893898419;MULTIPOLYGON (((3.864135 51.490206, 3.864059 51.490311, 3.864365 51.490398, 3.864441 51.490293, 3.864135 51.490206)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100060142;2018-01-01;transformatorstation;537;BU07151301;GM0715;4551.0;4551CR;BU07151301;GM0715;4551.0;4551CR;BU07151301;GM0715;4551.0;4551CR;False;False;False;51.23133229038909;3.803258759454348;MULTIPOLYGON (((3.803076 51.231276, 3.803094 51.231446, 3.803425 51.231432, 3.803401 51.231204, 3.803182 51.231213, 3.803188 51.231272, 3.803093 51.231276, 3.803076 51.231276)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100070412;2010-01-01;transformatorstation;430;BU17140509;GM1714;4507.0;4507KR;BU17140509;GM1714;4507.0;4507KR;BU17140509;GM1714;4507.0;4507KR;False;False;False;51.33884851116313;3.5090890630266127;MULTIPOLYGON (((3.509355 51.338998, 3.509405 51.338947, 3.509191 51.338859, 3.509191 51.338858, 3.509096 51.338822, 3.509148 51.338769, 3.508977 51.338703, 3.50884 51.338843, 3.509 51.338904, 3.509031 51.338873, 3.509355 51.338998)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100084596;2008-01-01;transformatorstation;1086;BU17090303;GM1709;4761.0;4761RL;BU17090303;GM1709;4761.0;4761RL;BU17090303;GM1709;4761.0;4761RL;False;False;False;51.66458762043667;4.581578697834096;MULTIPOLYGON (((4.581412 51.664787, 4.581486 51.664677, 4.581743 51.664744, 4.581883 51.664536, 4.581779 51.664509, 4.58183 51.664435, 4.581642 51.664386, 4.581593 51.664458, 4.581463 51.664424, 4.581321 51.664633, 4.581246 51.664744, 4.581412 51.664787)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100089290;2003-01-01;elektriciteitscentrale;693;BU17090303;GM1709;4782.0;4782PM;BU17090303;GM1709;4782.0;4782PM;BU17090303;GM1709;4782.0;4782PM;False;False;False;51.685265472158434;4.580171300617773;MULTIPOLYGON (((4.580361 51.685413, 4.580416 51.685292, 4.580365 51.685283, 4.580387 51.685233, 4.580174 51.685196, 4.580216 51.685103, 4.580062 51.685076, 4.580002 51.685208, 4.579942 51.685341, 4.580288 51.685401, 4.580361 51.685413)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100089419;2010-01-01;elektriciteitscentrale;5605;BU17090303;GM1709;4782.0;4782PM;BU17090303;GM1709;4782.0;4782PM;BU17090303;GM1709;4782.0;4782PM;False;False;False;51.68516905893155;4.580682956168517;MULTIPOLYGON (((4.581231 51.685572, 4.58133 51.685351, 4.581183 51.685325, 4.580668 51.685235, 4.580973 51.684558, 4.580499 51.684475, 4.580481 51.684517, 4.580216 51.685103, 4.580174 51.685196, 4.580387 51.685233, 4.580365 51.685283, 4.580416 51.685292, 4.580361 51.685413, 4.580288 51.685401, 4.580215 51.685562, 4.580602 51.68563, 4.581164 51.685727, 4.581231 51.685572)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100107971;2004-01-01;transformatorstation;899;BU08556102;GM0855;5026.0;5026SB;BU08556102;GM0855;5026.0;5026SB;BU08556102;GM0855;5026.0;5026SB;False;False;False;51.53789543007586;5.05177344154314;MULTIPOLYGON (((5.051511 51.537816, 5.051563 51.538034, 5.051911 51.538001, 5.051919 51.538035, 5.052034 51.538024, 5.051974 51.537774, 5.05183 51.537787, 5.051814 51.537723, 5.051665 51.537737, 5.05168 51.537801, 5.051511 51.537816)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100111022;2003-01-01;watermolen;33;BU07771203;GM0777;4871.0;4871NJ;BU07771203;GM0777;4871.0;4871NJ;BU07771203;GM0777;4871.0;4871NJ;False;False;False;51.60953883967559;4.654276690440612;MULTIPOLYGON (((4.654324 51.609539, 4.654324 51.609537, 4.654323 51.609534, 4.654322 51.609532, 4.654321 51.609529, 4.654319 51.609527, 4.654318 51.609524, 4.654315 51.609522, 4.654313 51.60952, 4.65431 51.609518, 4.654307 51.609517, 4.654304 51.609515, 4.654301 51.609514, 4.654297 51.609512, 4.654293 51.609511, 4.654289 51.609511, 4.654285 51.60951, 4.654281 51.60951, 4.654277 51.60951, 4.654273 51.60951, 4.654269 51.60951, 4.654265 51.609511, 4.654261 51.609511, 4.654257 51.609512, 4.654254 51.609513, 4.65425 51.609515, 4.654247 51.609516, 4.654244 51.609518, 4.654241 51.60952, 4.654238 51.609522, 4.654236 51.609524, 4.654234 51.609526, 4.654233 51.609529, 4.654231 51.609531, 4.654231 51.609533, 4.65423 51.609536, 4.65423 51.609539, 4.65423 51.609541, 4.65423 51.609544, 4.654231 51.609546, 4.654232 51.609549, 4.654234 51.609551, 4.654236 51.609553, 4.654238 51.609555, 4.65424 51.609557, 4.654243 51.609559, 4.654246 51.609561, 4.654249 51.609563, 4.654253 51.609564, 4.654256 51.609565, 4.65426 51.609566, 4.654264 51.609567, 4.654268 51.609568, 4.654272 51.609568, 4.654276 51.609568, 4.65428 51.609568, 4.654284 51.609568, 4.654288 51.609567, 4.654292 51.609566, 4.654296 51.609565, 4.6543 51.609564, 4.654303 51.609563, 4.654307 51.609561, 4.65431 51.60956, 4.654312 51.609558, 4.654315 51.609556, 4.654317 51.609554, 4.654319 51.609551, 4.654321 51.609549, 4.654322 51.609547, 4.654323 51.609544, 4.654323 51.609542, 4.654324 51.609539)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100147641;2018-01-01;transformatorstation;798;BU06640104;GM0664;4461.0;4461XN;BU06640104;GM0664;4461.0;4461XN;BU06640104;GM0664;4461.0;4461XN;False;False;False;51.50383443629284;3.8796189944875477;MULTIPOLYGON (((3.879801 51.503991, 3.879839 51.503796, 3.879767 51.503791, 3.879783 51.503707, 3.879406 51.503679, 3.879394 51.503739, 3.879527 51.503749, 3.879518 51.503794, 3.87937 51.503783, 3.879356 51.503854, 3.87949 51.503864, 3.87947 51.503966, 3.879801 51.503991)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100151224;2018-01-01;transformatorstation;217;BU06780009;GM0678;4421.0;4421RC;BU06780009;GM0678;4421.0;4421RC;BU06780009;GM0678;4421.0;4421RC;False;False;False;51.466846269227496;3.964590429081836;MULTIPOLYGON (((3.964602 51.466748, 3.964453 51.466797, 3.964579 51.466945, 3.964728 51.466895, 3.964602 51.466748)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100165405;2010-01-01;transformatorstation;1072;BU08556003;GM0855;5048.0;5048CA;BU08556003;GM0855;5048.0;5048CA;BU08556003;GM0855;5048.0;5048CA;False;False;False;51.598761800961015;5.0254159563948;MULTIPOLYGON (((5.02516 51.598974, 5.025758 51.598796, 5.025614 51.598611, 5.025514 51.598641, 5.025463 51.598576, 5.025133 51.598673, 5.025273 51.598853, 5.025106 51.598903, 5.02516 51.598974)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100211855;2003-01-01;transformatorstation;1351;BU07580105;GM0758;4825.0;4825BK;BU07580105;GM0758;4825.0;4825BK;BU07580105;GM0758;4825.0;4825BK;False;False;False;51.60786539001129;4.775266202762805;MULTIPOLYGON (((4.775307 51.608079, 4.775546 51.607513, 4.775369 51.607484, 4.775277 51.607701, 4.775175 51.607685, 4.775029 51.608029, 4.775128 51.608045, 4.77504 51.608254, 4.775179 51.608277, 4.775266 51.608072, 4.775307 51.608079)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100286598;2003-01-01;transformatorstation;807;BU17280201;GM1728;5527.0;5527AN;BU17280201;GM1728;5527.0;5527AN;BU17280201;GM1728;5527.0;5527AN;False;False;False;51.37316785593196;5.270343865077061;MULTIPOLYGON (((5.270188 51.373332, 5.270681 51.373247, 5.270645 51.373166, 5.270483 51.373194, 5.2704 51.373005, 5.270241 51.373032, 5.270212 51.372968, 5.270111 51.372986, 5.270196 51.373178, 5.270172 51.373182, 5.2702 51.373247, 5.270154 51.373255, 5.270188 51.373332)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100299214;2018-01-01;transformatorstation;1250;BU07771100;GM0777;4877.0;4877AA;BU07771100;GM0777;4877.0;4877AA;BU07771100;GM0777;4877.0;4877AA;False;False;False;51.57297632851111;4.607902118335533;MULTIPOLYGON (((4.607547 51.572811, 4.607532 51.572879, 4.607573 51.572883, 4.607559 51.572946, 4.607586 51.572948, 4.607546 51.573137, 4.607647 51.573146, 4.607687 51.572959, 4.60787 51.572975, 4.607809 51.573258, 4.607949 51.57327, 4.608019 51.572947, 4.608417 51.572981, 4.608437 51.572886, 4.607547 51.572811)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100307384;2018-01-01;transformatorstation;93;BU07771100;GM0777;4877.0;4877AA;BU07771100;GM0777;4877.0;4877AA;BU07771100;GM0777;4877.0;4877AA;False;False;False;51.5715682245664;4.608116037386725;MULTIPOLYGON (((4.608028 51.571528, 4.608012 51.57159, 4.608204 51.571609, 4.60822 51.571547, 4.608028 51.571528)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100342058;2009-01-01;transformatorstation;166;BU16400901;GM1640;6037.0;6037RM;BU16400901;GM1640;6037.0;6037RM;BU16400901;GM1640;6037.0;6037RM;False;False;False;51.236014013056945;5.81555645838067;MULTIPOLYGON (((5.815447 51.235964, 5.815522 51.236096, 5.815666 51.236064, 5.815591 51.235932, 5.815447 51.235964)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100353221;2003-01-01;transformatorstation;298;BU09570002;GM0957;6041.0;6041NS;BU09570002;GM0957;6041.0;6041NS;BU09570002;GM0957;6041.0;6041NS;False;False;False;51.181942958538855;5.973235115701377;MULTIPOLYGON (((5.973046 51.182033, 5.973472 51.181931, 5.973424 51.181853, 5.972998 51.181955, 5.973046 51.182033)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100356352;2015-01-01;elektriciteitscentrale;2138;BU16410009;GM1641;6051.0;6051JP;BU16410009;GM1641;6051.0;6051JP;BU16410009;GM1641;6051.0;6051JP;False;False;False;51.15384527909259;5.906941432893669;MULTIPOLYGON (((5.906766 51.153582, 5.90673 51.153668, 5.906657 51.153656, 5.90662 51.153746, 5.906678 51.153756, 5.906567 51.154021, 5.907138 51.154115, 5.907327 51.153674, 5.906766 51.153582)));WarmteAtlas:EnergieTopo;;;
nl.top10nl.100356354;2015-01-01;elektriciteitscentrale;2093;BU16410009;GM1641;6051.0;6051JP;BU16410009;GM1641;6051.0;6051JP;BU16410009;GM1641;6051.0;6051JP;False;False;False;51.15402197541363;5.907997415950762;MULTIPOLYGON (((5.908188 51.154292, 5.908376 51.153851, 5.907825 51.153758, 5.907783 51.153856, 5.907718 51.153844, 5.907674 51.153946, 5.907734 51.153956, 5.907631 51.154198, 5.908188 51.154292)));WarmteAtlas:EnergieTopo;;;
