waterschap;res_gebied;naamgeving;min_uur;med_uur;gj_exwko;min_gj_ex;opmerking;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
HH Amstel, Gooi en Vecht;U10/U16;Engel de Ruyter Breukelen;28.9304166667;59.0416666667;1668.32;817.48;;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.16904819719908;4.998547519309079;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Binnenweg Loenersloot;1.04125;2.125;29.42;0.0;;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.22602299725392;5.001343693319901;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Slotlaan Loenersloot;1.04125;2.125;29.42;0.0;;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.228877670541294;5.0002797478550844;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Klokjeslaan Maarssen;4.96125;10.125;572.2;280.37;;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.14940452883035;5.043310734153871;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Oude Dijk Tienhoven;5.06333333332;10.3333333333;583.97;286.14;;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.15307348066395;5.0763786497051475;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Ruwielstraat  Nieuwer ter Aa;1.81708333333;3.70833333333;102.68;0.0;;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.19233402732212;4.981906201967635;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Keizer Ottolaan Loenen;10.22875;20.875;578.06;0.0;;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.209488272484485;5.016322190117285;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Floraweg Vreeland;3.53208333333;7.20833333333;199.61;0.0;;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.23147325570859;5.031113574333251;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Garstenstraat Nigtevecht;3.45041666667;7.04166666667;194.99;0.0;;;GM1904;1393.0;;;GM1904;1393.0;;;GM1904;1393.0;;False;False;False;52.2769056544309;5.027760834725928;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Industrieweg Mijdrecht;13.9445833333;28.4583333333;394.02;0.0;;;GM0736;;;;GM0736;;;;GM0736;;;False;False;False;52.20656367631522;4.8863038689535;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Burgemeester Fernhoutlaan Wilnis;12.6991666667;25.9166666667;717.67;0.0;;;GM0736;;;;GM0736;;;;GM0736;;;False;False;False;52.199541513520195;4.8964025100195405;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Reigerstraat Vinkeveen;32.9320833333;67.2083333333;3798.18;1861.11;;;GM0736;;;;GM0736;;;;GM0736;;;False;False;False;52.211717120973255;4.926877198121225;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Diamant Mijdrecht;27.8891666667;56.9166666667;3216.56;1576.11;;;GM0736;;;;GM0736;;;;GM0736;;;False;False;False;52.21429452492035;4.8617518972958695;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;De Bruinlaan Amstelhoek;1.77625;3.625;100.38;0.0;;;GM0736;1427.0;;;GM0736;1427.0;;;GM0736;1427.0;;False;False;False;52.230220149117535;4.835875254892279;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Zand- en Jaagpad Baambrugge;3.185;6.5;179.99;0.0;;;GM0736;1396.0;;;GM0736;1396.0;;;GM0736;1396.0;;False;False;False;52.24835416921322;4.989376953681377;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Angsteloord Abcoude;40.8333333333;83.3333333333;4709.46;2307.63;;;GM0736;1391.0;;;GM0736;1391.0;;;GM0736;1391.0;;False;False;False;52.267878363183726;4.979577525902711;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Zuiderzeeland;Flevoland;Larserbos;1.57208333333;3.20833333333;88.84;0.0;;;GM0995;;;;GM0995;;;;GM0995;;;False;False;False;52.44947174021849;5.570026824358107;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Zuiderzeeland;Flevoland;Warande;44.2429166667;90.2916666667;5102.7;2500.32;;;GM0995;;;;GM0995;;;;GM0995;;;False;False;False;52.49311230738743;5.473331497983091;WarmteAtlas:TEA_assets_zonder_wko;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Bijdorp/Rg Schiedam;644.84;1316.0;74371.89;36442.22;;;GM0606;3119.0;;;GM0606;3119.0;;;GM0606;3119.0;;False;False;False;51.92424378598063;4.3811759092294045;WarmteAtlas:TEA_assets_zonder_wko;;;
HHS van Delfland;Rotterdam-Den Haag;Rg Nootdorp;38.7916666667;79.1666666667;4473.99;2192.25;;;GM1926;2631.0;;;GM1926;2631.0;;;GM1926;2631.0;;False;False;False;52.04736422694627;4.403919301102159;WarmteAtlas:TEA_assets_zonder_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;RG Schoonhoven Gemeente;0.0;0.0;0.0;0.0;;;GM1931;2871.0;;;GM1931;2871.0;;;GM1931;2871.0;;False;False;False;51.943535895214325;4.847412878625335;WarmteAtlas:TEA_assets_zonder_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Lekkerkerk;57.2279166668;116.791666667;6600.31;3234.15;;;GM1931;2941.0;;;GM1931;2941.0;;;GM1931;2941.0;;False;False;False;51.89422723472315;4.674226376213868;WarmteAtlas:TEA_assets_zonder_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Krimpen aan de Lek;43.8754166667;89.5416666667;5060.32;2479.55;;;GM1931;2931.0;;;GM1931;2931.0;;;GM1931;2931.0;;False;False;False;51.895158279595485;4.628067832816463;WarmteAtlas:TEA_assets_zonder_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Schoonhoven;84.77;173.0;9776.85;4790.65;;;GM1931;2871.0;;;GM1931;2871.0;;;GM1931;2871.0;;False;False;False;51.94353811729892;4.847391763208762;WarmteAtlas:TEA_assets_zonder_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Beijersche;2.38875;4.875;134.99;0.0;;;GM1931;2821.0;;;GM1931;2821.0;;;GM1931;2821.0;;False;False;False;51.98222678706578;4.715997639195474;WarmteAtlas:TEA_assets_zonder_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Clausstraat;6.57416666668;13.4166666667;371.52;0.0;;;GM1931;2825.0;;;GM1931;2825.0;;;GM1931;2825.0;;False;False;False;51.946872148007294;4.705771074617623;WarmteAtlas:TEA_assets_zonder_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Gouderak;13.78125;28.125;778.82;0.0;;;GM1931;2831.0;;;GM1931;2831.0;;;GM1931;2831.0;;False;False;False;51.984451809990844;4.6751235756902645;WarmteAtlas:TEA_assets_zonder_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Ouderkerk a/d IJssel;28.91;59.0;3334.3;1633.8;;;GM1931;2935.0;;;GM1931;2935.0;;;GM1931;2935.0;;False;False;False;51.93373460175396;4.641622117778925;WarmteAtlas:TEA_assets_zonder_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Opweg;2.36833333333;4.83333333333;66.92;0.0;;;GM1931;2825.0;;;GM1931;2825.0;;;GM1931;2825.0;;False;False;False;51.94366891655781;4.7180847475831325;WarmteAtlas:TEA_assets_zonder_wko;;;
Schieland en de Krimpenerwaard;Rotterdam-Den Haag;Rioolgemaal Bergschenhoek;101.532083333;207.208333333;11710.08;5737.94;;;GM1621;2661.0;;;GM1621;2661.0;;;GM1621;2661.0;;False;False;False;51.982405204760184;4.504380607332974;WarmteAtlas:TEA_assets_zonder_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Distripark;5.77791666668;11.7916666667;326.53;0.0;;;GM0627;2742.0;;;GM0627;2742.0;;;GM0627;2742.0;;False;False;False;52.01894681142272;4.634951785931087;WarmteAtlas:TEA_assets_zonder_wko;;;
Schieland en de Krimpenerwaard;Rotterdam-Den Haag;AWTG Rokkeveen;0.0;0.0;0.0;0.0;;;GM0637;2712.0;;;GM0637;2712.0;;;GM0637;2712.0;;False;False;False;52.04665160916401;4.503607640083199;WarmteAtlas:TEA_assets_zonder_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Zevenhuizen;188.16;384.0;21701.22;10633.59;;;GM1892;2761.0;;;GM1892;2761.0;;;GM1892;2761.0;;False;False;False;52.00696279700362;4.586524756751012;WarmteAtlas:TEA_assets_zonder_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Moerkapelle;25.6025;52.25;2952.83;1446.88;;;GM1892;2751.0;;;GM1892;2751.0;;;GM1892;2751.0;;False;False;False;52.04287059184712;4.568054726496554;WarmteAtlas:TEA_assets_zonder_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Emmahof;77.7058333332;158.583333333;8962.11;4391.43;;;GM1892;2911.0;;;GM1892;2911.0;;;GM1892;2911.0;;False;False;False;51.9623010891474;4.613154459623641;WarmteAtlas:TEA_assets_zonder_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Zuidplas;58.1466666668;118.666666667;3353.14;1643.03;;;GM1892;2914.0;;;GM1892;2914.0;;;GM1892;2914.0;;False;False;False;51.97171338962252;4.616253246371413;WarmteAtlas:TEA_assets_zonder_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Rioolgemaal Vijf Boeken;3.10333333333;6.33333333333;87.69;0.0;;;GM1892;2911.0;;;GM1892;2911.0;;;GM1892;2911.0;;False;False;False;51.968428810245136;4.627860505493484;WarmteAtlas:TEA_assets_zonder_wko;;;
Vallei en Veluwe;U10/U16;Overberg;9.39166666668;19.1666666667;530.75;0.0;;;GM1581;;;;GM1581;;;;GM1581;;;False;False;False;52.03901191914584;5.503052811021449;WarmteAtlas:TEA_assets_zonder_wko;;;
Vallei en Veluwe;U10/U16;Maarsbergen;4.59375;9.375;259.6;0.0;;;GM1581;;;;GM1581;;;;GM1581;;;False;False;False;52.06130300117795;5.404469976845558;WarmteAtlas:TEA_assets_zonder_wko;;;
Vallei en Veluwe;U10/U16;Soesterberg;0.0;1.0;0.0;0.0;;;GM0355;;;;GM0355;;;;GM0355;;;False;False;False;52.10747947779515;5.289096826972356;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Zwarteweg Bussum;33.8304166667;69.0416666667;3901.79;1911.87;;;GM1942;1405.0;;;GM1942;1405.0;;;GM1942;1405.0;;False;False;False;52.28060377531816;5.150676941420003;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Hooftlaan Bussum;112.740833333;230.083333333;13002.83;6371.39;;;GM1942;1401.0;;;GM1942;1401.0;;;GM1942;1401.0;;False;False;False;52.28379337605226;5.164010586731429;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Verlengde Fortlaan Naarden;146.591666667;299.166666667;16906.98;8284.42;;;GM1942;1412.0;;;GM1942;1412.0;;;GM1942;1412.0;;False;False;False;52.28591926972793;5.143657962915909;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Kocherplantsoen Muiderberg;6.32916666668;12.9166666667;357.68;0.0;;;GM1942;1399.0;;;GM1942;1399.0;;;GM1942;1399.0;;False;False;False;52.322698164943894;5.115294361902522;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;RG Buitendijke;6.32916666668;12.9166666667;357.68;0.0;;;GM1942;1399.0;;;GM1942;1399.0;;;GM1942;1399.0;;False;False;False;52.32464028842186;5.123584782435034;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Korte Muiderweg Weesp;15.8841666667;32.4166666667;897.67;0.0;;;GM1942;1398.0;;;GM1942;1398.0;;;GM1942;1398.0;;False;False;False;52.326206737877754;5.063095545727081;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;RG Mariahoeve;4.30791666667;8.79166666667;243.45;0.0;;;GM1942;1398.0;;;GM1942;1398.0;;;GM1942;1398.0;;False;False;False;52.32660395612853;5.0752208814356745;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;RG Zuid-West;1.63333333333;3.33333333333;92.3;0.0;;;GM1942;1398.0;;;GM1942;1398.0;;;GM1942;1398.0;;False;False;False;52.329164764403814;5.062830443181199;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;RG Vesting Oost;4.30791666667;8.79166666667;243.45;0.0;;;GM1942;1398.0;;;GM1942;1398.0;;;GM1942;1398.0;;False;False;False;52.32933292623034;5.069457105582045;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;RG Vesting West;1.63333333333;3.33333333333;92.3;0.0;;;GM1942;1398.0;;;GM1942;1398.0;;;GM1942;1398.0;;False;False;False;52.33089129181705;5.066885519577427;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;RG Noord-West;1.57208333333;3.20833333333;88.84;0.0;;;GM1942;1398.0;;;GM1942;1398.0;;;GM1942;1398.0;;False;False;False;52.33441251985807;5.067394613065177;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Ellermansstraat;14.27125;29.125;806.51;0.0;;;GM0437;1114.0;;;GM0437;1114.0;;;GM0437;1114.0;;False;False;False;52.32831102505644;4.9302726697047845;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;van Marwijk Kooystraat;54.4308333332;111.083333333;6277.71;3076.08;;;GM0437;1114.0;;;GM0437;1114.0;;;GM0437;1114.0;;False;False;False;52.332857368601616;4.9254958872102215;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Boostergemaal Zuid Marwijk Kooystraat Amsterdam;320.541666667;654.166666667;36969.31;18114.96;;;GM0437;1114.0;;;GM0437;1114.0;;;GM0437;1114.0;;False;False;False;52.33326021204113;4.923682718900608;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Rading Loosdrecht;37.1583333333;75.8333333333;4285.61;2099.95;;;GM1696;1231.0;;;GM1696;1231.0;;;GM1696;1231.0;;False;False;False;52.20871255631981;5.138681255237961;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;De Kwakel Kortenhoef;26.3375;53.75;3037.6;1488.42;;;GM1696;1241.0;;;GM1696;1241.0;;;GM1696;1241.0;;False;False;False;52.241998811763224;5.108349448781136;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Meerlaan Nederhorst den Berg;12.8625;26.25;726.9;0.0;;;GM1696;1394.0;;;GM1696;1394.0;;;GM1696;1394.0;;False;False;False;52.251951544562495;5.0508662676863265;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Buhrmanlaan Ankeveen;2.14375;4.375;121.15;0.0;;;GM1696;1244.0;;;GM1696;1244.0;;;GM1696;1244.0;;False;False;False;52.263227054944096;5.100423660322868;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Snodenhoekpark;5.61458333332;11.4583333333;317.3;0.0;;;GM0363;1107.0;;;GM0363;1107.0;;;GM0363;1107.0;;False;False;False;52.29102158755361;4.975045859349301;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Wethouder Abrahamspad;7.88083333332;16.0833333333;445.37;0.0;;;GM0363;1107.0;;;GM0363;1107.0;;;GM0363;1107.0;;False;False;False;52.29166923558453;4.990442053845692;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Tafelbergweg;1.44958333333;2.95833333333;81.92;0.0;;;GM0363;1105.0;;;GM0363;1105.0;;;GM0363;1105.0;;False;False;False;52.29241383490408;4.947022086347054;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Tienraaikade;5.83916666668;11.9166666667;329.99;0.0;;;GM0363;1107.0;;;GM0363;1107.0;;;GM0363;1107.0;;False;False;False;52.293255899954794;4.970158651578528;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Schalkwijkpad;21.6008333333;44.0833333333;2491.3;1220.74;;;GM0363;1107.0;;;GM0363;1107.0;;;GM0363;1107.0;;False;False;False;52.294405916295965;4.981143205614423;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Millingenhof;28.42;58.0;3277.78;1606.11;;;GM0363;1106.0;;;GM0363;1106.0;;;GM0363;1106.0;;False;False;False;52.29669220514342;4.967692980831514;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Puiflijkpad;19.5591666667;39.9166666667;1105.35;0.0;;;GM0363;1106.0;;;GM0363;1106.0;;;GM0363;1106.0;;False;False;False;52.298479099971495;4.981380141734116;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Anne Kooistrahof;6.71708333332;13.7083333333;379.6;0.0;;;GM0363;1106.0;;;GM0363;1106.0;;;GM0363;1106.0;;False;False;False;52.299703346780085;4.990955296355023;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Nieuwlandhof;7.73791666668;15.7916666667;437.29;0.0;;;GM0363;1106.0;;;GM0363;1106.0;;;GM0363;1106.0;;False;False;False;52.301287928781555;4.9612281894057135;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Mijehof;5.10416666668;10.4166666667;288.45;0.0;;;GM0363;1106.0;;;GM0363;1106.0;;;GM0363;1106.0;;False;False;False;52.302008162196195;4.96886993983663;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Laarderhoogtweg Amsterdam;113.516666667;231.666666667;13092.31;6415.23;;;GM0363;1101.0;;;GM0363;1101.0;;;GM0363;1101.0;;False;False;False;52.30219336165661;4.944439751047285;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Burg.Mulstraat (Driemond);2.49083333333;5.08333333333;140.76;0.0;;;GM0363;1109.0;;;GM0363;1109.0;;;GM0363;1109.0;;False;False;False;52.30316497962316;5.020058040753832;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Lentestraat (Driemond);12.1275;24.75;685.36;0.0;;;GM0363;1109.0;;;GM0363;1109.0;;;GM0363;1109.0;;False;False;False;52.307044088950505;5.019187296484118;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Leusdenhof;7.86041666668;16.0416666667;444.22;0.0;;;GM0363;1108.0;;;GM0363;1108.0;;;GM0363;1108.0;;False;False;False;52.30778790376627;4.9803787146693175;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Flierbosdreef riool;110.25;225.0;12715.56;6230.62;;;GM0363;1102.0;;;GM0363;1102.0;;;GM0363;1102.0;;False;False;False;52.312665340621365;4.960043047228718;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;De Loper (Arena);43.4875;88.75;5015.58;2457.63;;;GM0363;1114.0;;;GM0363;1114.0;;;GM0363;1114.0;;False;False;False;52.31485121246396;4.9382344307981265;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Berthold Brechtstraat;9.4325;19.25;533.06;0.0;;;GM0363;1102.0;;;GM0363;1102.0;;;GM0363;1102.0;;False;False;False;52.318270706197445;4.946288544869874;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Dostojevskisingel;14.9654166667;30.5416666667;845.74;0.0;;;GM0363;1102.0;;;GM0363;1102.0;;;GM0363;1102.0;;False;False;False;52.323192050369535;4.946505631131206;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Achter Drempt;1.55166666667;3.16666666667;87.69;0.0;;;GM1876;;;;GM1876;;;;GM1876;;;False;False;False;52.022017023098655;6.178786155124878;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Drempt;2.55208333333;5.20833333333;144.22;0.0;;;GM1876;;;;GM1876;;;;GM1876;;;False;False;False;52.00769960353077;6.173373641149483;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Hoog-Keppel;1.96;4.0;110.76;0.0;;;GM1876;;;;GM1876;;;;GM1876;;;False;False;False;52.00284892419053;6.205551183292753;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Hummelo;4.12416666667;8.41666666667;233.07;0.0;;;GM1876;;;;GM1876;;;;GM1876;;;False;False;False;52.001552239879786;6.234836594409459;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Keppel;7.4725;15.25;422.29;0.0;;;GM1876;;;;GM1876;;;;GM1876;;;False;False;False;51.998468374433195;6.210526341961261;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Laag-Keppel;1.44958333333;2.95833333333;81.92;0.0;;;GM1876;;;;GM1876;;;;GM1876;;;False;False;False;51.9979897415026;6.217784370695897;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Loil;3.94041666667;8.04166666667;222.68;0.0;;;GM1955;;;;GM1955;;;;GM1955;;;False;False;False;51.95194340639106;6.141185875886002;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Nieuw-Dijk;2.10291666667;4.29166666667;118.84;0.0;;;GM1955;;;;GM1955;;;;GM1955;;;False;False;False;51.93407286254685;6.152308515347741;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Didam;39.2816666667;80.1666666667;4530.5;2219.94;;;GM1955;;;;GM1955;;;;GM1955;;;False;False;False;51.9436251406041;6.11725989865872;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Kilder;5.53291666668;11.2916666667;312.68;0.0;;;GM1955;;;;GM1955;;;;GM1955;;;False;False;False;51.93575668629643;6.2325987806002905;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Rijn en IJssel;Achterhoek;Gemaal Loerbeek;8.06458333332;16.4583333333;455.75;0.0;;;GM1955;;;;GM1955;;;;GM1955;;;False;False;False;51.920332085717696;6.199243282563789;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Oud-Beijerland Pr. Irenestraat;53.8591666668;109.916666667;3105.89;1521.88;;;GM1963;3261.0;;;GM1963;3261.0;;;GM1963;3261.0;;False;False;False;51.822604823009605;4.419566880723459;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Oud-Beijerland De Bosschen;0.0;0.0;0.0;0.0;;;GM1963;3261.0;;;GM1963;3261.0;;;GM1963;3261.0;;False;False;False;51.82672568038544;4.428953888778084;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Oud-Beijerland  Oosterse Gorzen;31.4008333333;64.0833333333;1810.78;887.28;;;GM1963;3261.0;;;GM1963;3261.0;;;GM1963;3261.0;;False;False;False;51.82699379920294;4.426571883888083;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Rockanje;0.0;0.0;0.0;0.0;;;GM1992;3235.0;;;GM1992;;;;GM1992;;;False;False;False;51.875448130856064;4.0662192173449885;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Tinte;2.12333333333;4.33333333333;119.99;0.0;;;GM1992;3234.0;;;GM1992;;;;GM1992;;;False;False;False;51.88768677168717;4.137825890865885;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Oostvoorne Katteweg;0.816666666668;1.66666666667;46.15;0.0;;;GM1992;3233.0;;;GM1992;3233.0;;;GM1992;3233.0;;False;False;False;51.923139073518925;4.137369975360326;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;Oostvoorne;36.2395833333;73.9583333333;2089.82;1024.01;;;GM1992;3233.0;;;GM1992;3233.0;;;GM1992;3233.0;;False;False;False;51.92003247591367;4.110091351165926;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Zuid Beijerland;12.6175;25.75;713.06;0.0;;;GM1963;3284.0;;;GM1963;;;;GM1963;;;False;False;False;51.74810020286811;4.365517487201237;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Goudswaard;5.20625;10.625;294.22;0.0;;;GM1963;3267.0;;;GM1963;;;;GM1963;;;False;False;False;51.79355132745332;4.274076310764051;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Nieuw Beijerland;12.4745833333;25.4583333333;704.98;0.0;;;GM1963;3264.0;;;GM1963;;;;GM1963;;;False;False;False;51.80810855567165;4.347533266429242;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;Nieuwendijk;1.20458333333;2.45833333333;68.07;0.0;;;GM1963;3284.0;;;GM1963;;;;GM1963;;;False;False;False;51.75614909591662;4.320538766081167;WarmteAtlas:TEA_assets_zonder_wko;;;
