waterschap;res_gebied;naamgeving;min_uur;med_uur;gj_exwko;min_gj_ex;opmerking;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;RWZI Blaricum;165.55;385.0;54394.34;23389.56;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;;GM0376;1261.0;;;GM0376;1261.0;;;GM0376;1261.0;;False;False;False;52.264529644139955;5.2507385304888725;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;RWZI Loenen aan de Vecht;26.66;62.0;8759.6;3766.63;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.22464750491519;5.008551971531914;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;Voormalig RWZI Maarssen;47.3;110.0;6216.49;2673.09;RWZI die is overgegaan in een gemaal.;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.15184873733029;5.038339516129573;WarmteAtlas:TEA_assets_zonder_wko;;;
HH Amstel, Gooi en Vecht;U10/U16;RWZI De Ronde Venen;141.47;329.0;46482.43;19987.44;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;;GM0736;;;;GM0736;;;;GM0736;;;False;False;False;52.212161077429386;4.885240227974213;WarmteAtlas:TEA_assets_zonder_wko;;;
De Stichtse Rijnlanden;U10/U16;RWZI Woerden;270.9;630.0;89008.92;38273.83;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;;GM0632;;;;GM0632;;;;GM0632;;;False;False;False;52.0846677936941;4.850676540166728;WarmteAtlas:TEA_assets_zonder_wko;;;
De Stichtse Rijnlanden;U10/U16;RWZI Driebergen;238.65;555.0;78412.61;33717.42;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;;GM1581;;;;GM1581;;;;GM1581;;;False;False;False;52.04611514658908;5.2599606760118505;WarmteAtlas:TEA_assets_zonder_wko;;;
De Stichtse Rijnlanden;U10/U16;RWZI Breukelen;114.165;265.5;37510.9;16129.68;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;;GM1904;;;;GM1904;;;;GM1904;;;False;False;False;52.16440445645205;4.9940424573549045;WarmteAtlas:TEA_assets_zonder_wko;;;
De Stichtse Rijnlanden;U10/U16;RWZI Zeist;412.8;960.0;35632.64;58322.03;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;;GM0355;;;;GM0355;;;;GM0355;;;False;False;False;52.0871823230714;5.211506058803742;WarmteAtlas:TEA_assets_zonder_wko;;;
De Stichtse Rijnlanden;U10/U16;RWZI Nieuwegein;451.5;1050.0;148348.2;63789.72;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;;GM0353;;;;GM0353;;;;GM0353;;;False;False;False;52.00391842874025;5.070539000415452;WarmteAtlas:TEA_assets_zonder_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;RWZI Haastrecht;464.4;1080.0;52586.72;65612.28;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;;GM1931;2851.0;;;GM1931;2851.0;;;GM1931;2851.0;;False;False;False;52.00262965194176;4.784297020906285;WarmteAtlas:TEA_assets_zonder_wko;;;
HHS van Delfland;Rotterdam-Den Haag;RWZI Harnaschpolder;1446.52;3364.0;75279.32;4370.13;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;;GM1842;2635.0;;;GM1842;2635.0;;;GM1842;2635.0;;False;False;False;52.0154061352828;4.31887752452759;WarmteAtlas:TEA_assets_zonder_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Awzi Ammerstol;12.9;30.0;4.17;0.0;RWZI gegevens van oude studie gedaan door Tauw voor HHSK;;GM1931;2865.0;;;GM1931;2865.0;;;GM1931;2865.0;;False;False;False;51.93069238360864;4.805631299130185;WarmteAtlas:TEA_assets_zonder_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Awzi Stolwijk;38.7;90.0;12715.56;5467.69;RWZI gegevens van oude studie gedaan door Tauw voor HHSK;;GM1931;2821.0;;;GM1931;2821.0;;;GM1931;2821.0;;False;False;False;51.980248827318626;4.767155701649249;WarmteAtlas:TEA_assets_zonder_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Awzi De Groote Zaag;295.84;688.0;97203.39;41797.45;RWZI gegevens van oude studie gedaan door Tauw voor HHSK;;GM1931;2931.0;;;GM1931;2931.0;;;GM1931;2931.0;;False;False;False;51.89780648664727;4.59714744669549;WarmteAtlas:TEA_assets_zonder_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Awzi Bergambacht;33.97;79.0;11161.43;4799.41;RWZI gegevens van oude studie gedaan door Tauw voor HHSK;;GM1931;2861.0;;;GM1931;2861.0;;;GM1931;2861.0;;False;False;False;51.94045032179333;4.787970088779269;WarmteAtlas:TEA_assets_zonder_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Awzi Berkenwoude;5.59;13.0;1.8;0.0;RWZI gegevens van oude studie gedaan door Tauw voor HHSK;;GM1931;2825.0;;;GM1931;2825.0;;;GM1931;2825.0;;False;False;False;51.93584263970003;4.712299128930347;WarmteAtlas:TEA_assets_zonder_wko;;;
Schieland en de Krimpenerwaard;Midden-Holland;Awzi Kortenoord;623.5;1450.0;204861.8;88090.57;RWZI gegevens van oude studie gedaan door Tauw voor HHSK;;GM1892;2911.0;;;GM1892;2911.0;;;GM1892;2911.0;;False;False;False;51.972345173001685;4.628765904070388;WarmteAtlas:TEA_assets_zonder_wko;;;
Vallei en Veluwe;U10/U16;Veenendaal;322.5;750.0;105963.0;45564.09;Info van watersector.nl;;GM1581;;;;GM1581;;;;GM1581;;;False;False;False;52.03789212424647;5.5232381132560855;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;rwzi Oud-Beijerland;132.70875;308.625;43603.77;18749.62;RWZI gegevens van waterschap. DWA debieten is gemiddelde van 2012 tot en met 2014;;GM1963;3261.0;;;GM1963;3261.0;;;GM1963;3261.0;;False;False;False;51.82697072008048;4.428862797212639;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Hollandse Delta;Rotterdam-Den Haag;rwzi Oostvoorne;52.4958333332;122.083333333;17248.42;7416.82;RWZI gegevens van waterschap. DWA debieten is gemiddelde van 2012 tot en met 2014;;GM1992;3233.0;;;GM1992;3233.0;;;GM1992;3233.0;;False;False;False;51.916575097880234;4.117186914796763;WarmteAtlas:TEA_assets_zonder_wko;;;
Waterschap Hollandse Delta;Hoeksewaard;rwzi Piershil;14.9245833333;34.7083333333;4.82;0.0;RWZI gegevens van waterschap. DWA debieten is gemiddelde van 2012 tot en met 2014;;GM1963;3265.0;;;GM1963;;;;GM1963;;;False;False;False;51.7988432934846;4.345384957220395;WarmteAtlas:TEA_assets_zonder_wko;;;
