PK_UID;type_leid0;jaar;diameter;materiaal;soort_lei0;effluent_z;effluent_w;Shape_Leng;wp_gj_z;wp_gj_w;ws;tp_z_jaar;tp_w_jaar;gemeente;res_regio;tp_w_nb;tp_z_nb;tp_w_bb;tp_z_bb;provincie;waterschap;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;centroid_lat;centroid_lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
183;overig;1978;635;Gietijzer;Effluentleiding;2970;2970;98.997426;62.073;62.073;Waterschap Rivierenland;22656.6;17486.0;Hardinxveld-Giessendam;Drechtsteden;180;359;72;144;Zuid-Holland;Waterschap Rivierenland;BU05230202;GM0523;3371.0;3371EN;BU05230202;GM0523;3371.0;3371EN;BU05230202;GM0523;3371.0;3371EN;False;False;False;51.82185844354776;4.834916412939658;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
184;drukleiding (persleiding);1989;610;Staal;Effluentleiding;6750;6750;92.618312;141.075;141.075;Waterschap Rivierenland;51492.4;39740.8;Molenwaard;Alblasserwaard;408;816;163;327;Zuid-Holland;Waterschap Rivierenland;BU19780603;GM1978;2964.0;2964AD;BU19780603;GM1978;2964.0;2964AD;BU19780603;GM1978;2964.0;2964AD;False;False;False;51.94000170692474;4.8560573421946645;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
185;drukleiding (persleiding);1991;381;Staal;Effluentleiding;3348;3348;67.905525;69.9732;69.9732;Waterschap Rivierenland;25540.2;19711.4;Molenwaard;Alblasserwaard;202;405;81;162;Zuid-Holland;Waterschap Rivierenland;BU19781207;GM1978;2957.0;2957VC;BU19781207;GM1978;2957.0;2957VC;BU19781207;GM1978;2957.0;2957VC;False;False;False;51.88813819233795;4.65732366416251;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
186;drukleiding (persleiding);1989;630;PVC;Effluentleiding;6750;6750;357.417636;141.075;141.075;Waterschap Rivierenland;51492.4;39740.8;Molenwaard;Alblasserwaard;408;816;163;327;Zuid-Holland;Waterschap Rivierenland;BU19780602;GM1978;2964.0;2964AM;BU19780602;GM1978;2964.0;2964AM;BU19780602;GM1978;2964.0;2964AM;False;False;False;51.93705311674803;4.857100553716436;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
187;drukleiding (persleiding);1985;400;PVC;Effluentleiding;3348;3348;119.990523;69.9732;69.9732;Waterschap Rivierenland;25540.2;19711.4;Molenwaard;Alblasserwaard;202;405;81;162;Zuid-Holland;Waterschap Rivierenland;BU19781202;GM1978;2957.0;2957EN;BU19781202;GM1978;2957.0;2957EN;BU19781202;GM1978;2957.0;2957EN;False;False;False;51.88721050935945;4.657964066635656;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
188;drukleiding (persleiding);1985;381;Staal;Effluentleiding;3348;3348;30.687911;69.9732;69.9732;Waterschap Rivierenland;25540.2;19711.4;Molenwaard;Alblasserwaard;202;405;81;162;Zuid-Holland;Waterschap Rivierenland;BU19781207;GM1978;2957.0;2957VC;BU19781207;GM1978;2957.0;2957VC;BU19781207;GM1978;2957.0;2957VC;False;False;False;51.88770669850709;4.657336471536628;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
189;drukleiding (persleiding);1989;610;Staal;Effluentleiding;6750;6750;174.353522;141.075;141.075;Waterschap Rivierenland;51492.4;39740.8;Molenwaard;Alblasserwaard;408;816;163;327;Zuid-Holland;Waterschap Rivierenland;BU19780603;GM1978;2964.0;2964GG;BU19780603;GM1978;2964.0;2964GG;BU19780603;GM1978;2964.0;2964GG;False;False;False;51.93895428808672;4.855932900274014;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
190;drukleiding (persleiding);1981;423;Staal;Effluentleiding;8410;8410;182.457053;175.769;175.769;Waterschap Rivierenland;64155.7;49514.1;Alblasserdam;Drechtsteden;508;1017;203;407;Zuid-Holland;Waterschap Rivierenland;BU04820503;GM0482;2952.0;2952AR;BU04820503;GM0482;2952.0;2952AR;BU04820503;GM0482;2952.0;2952AR;False;False;False;51.84870806169907;4.665739106830943;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
191;drukleiding (persleiding);1981;373;Staal;Effluentleiding;8410;8410;308.714974;175.769;175.769;Waterschap Rivierenland;64155.7;49514.1;Alblasserdam;Drechtsteden;508;1017;203;407;Zuid-Holland;Waterschap Rivierenland;BU04820503;GM0482;2952.0;2952AE;BU04820503;GM0482;2952.0;2952AE;BU04820503;GM0482;2952.0;2952AE;False;False;False;51.84964172976851;4.668336850170538;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
192;drukleiding (persleiding);1981;425;Staal;Effluentleiding;8410;8410;43.450848;175.769;175.769;Waterschap Rivierenland;64155.7;49514.1;Alblasserdam;Drechtsteden;508;1017;203;407;Zuid-Holland;Waterschap Rivierenland;BU04820503;GM0482;2952.0;2952AE;BU04820503;GM0482;2952.0;2952AE;BU04820503;GM0482;2952.0;2952AE;False;False;False;51.84969909016212;4.67078057593673;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
193;drukleiding (persleiding);1981;390;Staal;Effluentleiding;8410;8410;44.673036;175.769;175.769;Waterschap Rivierenland;64155.7;49514.1;Alblasserdam;Drechtsteden;508;1017;203;407;Zuid-Holland;Waterschap Rivierenland;BU04820502;GM0482;2952.0;2952AT;BU04820502;GM0482;2952.0;2952AT;BU04820502;GM0482;2952.0;2952AT;False;False;False;51.850287004580814;4.6718158583605165;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
194;drukleiding (persleiding);1981;441;Staal;Effluentleiding;8410;8410;56.999959;175.769;175.769;Waterschap Rivierenland;64155.7;49514.1;Alblasserdam;Drechtsteden;508;1017;203;407;Zuid-Holland;Waterschap Rivierenland;BU04820502;GM0482;2952.0;2952AT;BU04820502;GM0482;2952.0;2952AT;BU04820502;GM0482;2952.0;2952AT;False;False;False;51.84995062492087;4.671318052222291;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
195;drukleiding (persleiding);1968;0;"Beton; gewapend";Effluentleiding;8340;8340;243.864256;174.306;174.306;Waterschap Rivierenland;63621.7;49102.0;Papendrecht;Drechtsteden;504;1009;202;404;Zuid-Holland;Waterschap Rivierenland;BU05900402;GM0590;3354.0;3354XX;BU05900402;GM0590;3354.0;3354XX;BU05900402;GM0590;3354.0;3354XX;False;False;False;51.82517082074684;4.703110086803486;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
196;drukleiding (persleiding);1970;99999;"Beton; plaatstalen kern";Effluentleiding;8420;8420;738.142846;175.978;175.978;Waterschap Rivierenland;64232.0;49573.0;Sliedrecht;Drechtsteden;509;1018;204;407;Zuid-Holland;Waterschap Rivierenland;BU06100406;GM0610;3364.0;3364DK;BU06100406;GM0610;3364.0;3364DK;BU06100406;GM0610;3364.0;3364DK;False;False;False;51.82679029171019;4.797919166482727;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
197;drukleiding (persleiding);1970;99999;"Beton; plaatstalen kern";Effluentleiding;8420;8420;393.148337;175.978;175.978;Waterschap Rivierenland;64232.0;49573.0;Sliedrecht;Drechtsteden;509;1018;204;407;Zuid-Holland;Waterschap Rivierenland;BU06100305;GM0610;3362.0;3362JD;BU06100305;GM0610;3362.0;3362JD;BU06100305;GM0610;3362.0;3362JD;False;False;False;51.82312243267955;4.795239298899401;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
198;114;1983;0;;Effluentleiding;15120;15120;158.743564;316.008;316.008;Hoogheemraadschap De Stichtse Rijnlanden;115343.0;89019.5;Woerden;U10/U16;914;1829;366;732;Utrecht;Hoogheemraadschap De Stichtse Rijnlanden;BU06320201;GM0632;3449.0;3449HJ;BU06320201;GM0632;3449.0;3449HJ;BU06320201;GM0632;3449.0;3449HJ;False;False;False;52.0854230620888;4.8496880716049935;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
199;121;1988;0;;Effluentleiding;13320;13320;599.45479;278.388;278.388;Hoogheemraadschap De Stichtse Rijnlanden;101612.0;78421.9;Utrechtse Heuvelrug;U10/U16;806;1611;322;644;Utrecht;Hoogheemraadschap De Stichtse Rijnlanden;BU15810102;GM1581;3972.0;3972EH;BU15810102;GM1581;3972.0;3972EH;BU15810102;GM1581;3972.0;3972EH;False;False;False;52.045068562508675;5.257757870463087;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
200;115;1999;1000;;Effluentleiding;15120;15120;158.773064;316.008;316.008;Hoogheemraadschap De Stichtse Rijnlanden;115343.0;89019.5;Utrecht;U10/U16;914;1829;366;732;Utrecht;Hoogheemraadschap De Stichtse Rijnlanden;BU03440133;GM0344;3542.0;3542DA;BU03440133;GM0344;3542.0;3542DA;BU03440133;GM0344;3542.0;3542DA;False;False;False;52.12541794927339;5.053402700185285;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
201;115;1999;1200;;Effluentleiding;15120;15120;1702.157947;316.008;316.008;Hoogheemraadschap De Stichtse Rijnlanden;115343.0;89019.5;Utrecht;U10/U16;914;1829;366;732;Utrecht;Hoogheemraadschap De Stichtse Rijnlanden;BU03440133;GM0344;3542.0;3542EC;BU03440133;GM0344;3542.0;3542EC;BU03440133;GM0344;3542.0;3542EC;False;False;False;52.11856806051742;5.043254053095358;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
202;116;1987;1500;;Effluentleiding;108000;108000;61.731804;2257.2;2257.2;Hoogheemraadschap De Stichtse Rijnlanden;823878.0;635853.0;Utrecht;U10/U16;6531;13062;2612;5225;Utrecht;Hoogheemraadschap De Stichtse Rijnlanden;BU03440321;GM0344;3552.0;3552TL;BU03440321;GM0344;3552.0;3552TL;BU03440321;GM0344;3552.0;3552TL;False;False;False;52.108107978892996;5.106678830278664;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
203;111;1984;0;;Effluentleiding;11880;11880;125.919779;248.292;248.292;Hoogheemraadschap De Stichtse Rijnlanden;90626.6;69943.9;Utrecht;U10/U16;718;1437;287;575;Utrecht;Hoogheemraadschap De Stichtse Rijnlanden;BU03441023;GM0344;3454.0;3454HE;BU03441023;GM0344;3454.0;3454HE;BU03441023;GM0344;3454.0;3454HE;False;False;False;52.08983552144537;5.000975600126651;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
204;115;1999;1000;;Effluentleiding;15120;15120;110.176277;316.008;316.008;Hoogheemraadschap De Stichtse Rijnlanden;115343.0;89019.5;Utrecht;U10/U16;914;1829;366;732;Utrecht;Hoogheemraadschap De Stichtse Rijnlanden;BU03440133;GM0344;3542.0;3542DB;BU03440133;GM0344;3542.0;3542DB;BU03440133;GM0344;3542.0;3542DB;False;False;False;52.124511068035126;5.052105656852913;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
205;113;1978;439;;Effluentleiding;0;0;43.779881;0.0;0.0;Hoogheemraadschap De Stichtse Rijnlanden;0.0;0.0;Oudewater;U10/U16;0;0;0;0;Utrecht;Hoogheemraadschap De Stichtse Rijnlanden;BU05890210;GM0589;3421.0;3421GK;BU05890210;GM0589;3421.0;3421GK;BU05890210;GM0589;3421.0;3421GK;False;False;False;52.01979102315168;4.854849926049328;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
206;124;1973;0;;Effluentleiding;9792;9792;38.400405;204.653;204.653;Hoogheemraadschap De Stichtse Rijnlanden;74698.3;57650.8;Wijk bij Duurstede;U10/U16;592;1184;237;474;Utrecht;Hoogheemraadschap De Stichtse Rijnlanden;BU03520100;GM0352;3961.0;3961MN;BU03520100;GM0352;3961.0;3961MN;BU03520100;GM0352;3961.0;3961MN;False;False;False;51.971698569076274;5.308184329256552;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
207;0;1981;0;;Effluentleiding;20520;20520;321.153444;428.868;428.868;Hoogheemraadschap De Stichtse Rijnlanden;156537.0;120812.0;Houten;U10/U16;1241;2482;496;993;Utrecht;Hoogheemraadschap De Stichtse Rijnlanden;BU03212054;GM0321;3992.0;3992LK;BU03212054;GM0321;3992.0;3992LK;BU03212054;GM0321;3992.0;3992LK;False;False;False;52.02775736072245;5.130158001587467;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
208;109;1998;500;;Effluentleiding;5616;5616;163.229957;117.374;117.374;Hoogheemraadschap De Stichtse Rijnlanden;42841.5;33064.3;Lopik;U10/U16;340;679;136;272;Utrecht;Hoogheemraadschap De Stichtse Rijnlanden;BU03310008;GM0331;4235.0;4235VK;BU03310008;GM0331;4235.0;4235VM;BU03310008;GM0331;4235.0;4235VM;False;False;False;51.963767710260456;4.954456537883428;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
209;109;1998;500;;Effluentleiding;5616;5616;772.187762;117.374;117.374;Hoogheemraadschap De Stichtse Rijnlanden;42841.5;33064.3;Lopik;U10/U16;340;679;136;272;Utrecht;Hoogheemraadschap De Stichtse Rijnlanden;BU03310009;GM0331;3411.0;3411MN;BU03310009;GM0331;3411.0;3411MN;BU03310009;GM0331;3411.0;3411MN;False;False;False;51.96739865018865;4.957704225507679;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
210;109;1998;0;;Effluentleiding;5616;5616;111.291032;117.374;117.374;Hoogheemraadschap De Stichtse Rijnlanden;42841.5;33064.3;Lopik;U10/U16;340;679;136;272;Utrecht;Hoogheemraadschap De Stichtse Rijnlanden;BU03310008;GM0331;3411.0;3411MP;BU03310008;GM0331;3411.0;3411MP;BU03310008;GM0331;3411.0;3411MP;False;False;False;51.96493354878144;4.954700502951241;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
211;119;1970;600;;Effluentleiding;6480;6480;428.93238;135.432;135.432;Hoogheemraadschap De Stichtse Rijnlanden;49432.7;38151.2;Bunnik;U10/U16;392;784;157;314;Utrecht;Hoogheemraadschap De Stichtse Rijnlanden;BU03120000;GM0312;3981.0;3981AK;BU03120000;GM0312;3981.0;3981AK;BU03120000;GM0312;3981.0;3981AK;False;False;False;52.06371320846177;5.2167662484126405;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
212;123;1978;0;;Effluentleiding;15120;15120;155.031924;316.008;316.008;Hoogheemraadschap De Stichtse Rijnlanden;115343.0;89019.5;Rhenen;FoodValley;914;1829;366;732;Utrecht;Hoogheemraadschap De Stichtse Rijnlanden;BU03400901;GM0340;3911.0;3911TZ;BU03400901;GM0340;3911.0;3911TZ;BU03400901;GM0340;3911.0;3911TZ;False;False;False;51.9744563508197;5.53219822845573;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
213;123;1979;0;;Effluentleiding;15120;15120;707.397887;316.008;316.008;Hoogheemraadschap De Stichtse Rijnlanden;115343.0;89019.5;Rhenen;FoodValley;914;1829;366;732;Utrecht;Hoogheemraadschap De Stichtse Rijnlanden;BU03400901;GM0340;3911.0;3911TZ;BU03400901;GM0340;3911.0;3911TZ;BU03400901;GM0340;3911.0;3911TZ;False;False;False;51.97235999520913;5.5347182230122876;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
214;118;1983;0;;Effluentleiding;2988;2988;88.742478;62.4492;62.4492;Hoogheemraadschap De Stichtse Rijnlanden;22794.0;17591.9;De Bilt;U10/U16;181;362;72;145;Utrecht;Hoogheemraadschap De Stichtse Rijnlanden;BU03100903;GM0310;3731.0;3731GA;BU03100903;GM0310;3731.0;3731GA;BU03100903;GM0310;3731.0;3731GA;False;False;False;52.10050612303353;5.165464415796924;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
215;118;1983;0;;Effluentleiding;2988;2988;701.33033;62.4492;62.4492;Hoogheemraadschap De Stichtse Rijnlanden;22794.0;17591.9;De Bilt;U10/U16;181;362;72;145;Utrecht;Hoogheemraadschap De Stichtse Rijnlanden;BU03100903;GM0310;3731.0;3731EP;BU03100903;GM0310;3731.0;3731EP;BU03100903;GM0310;3731.0;3731EP;False;False;False;52.1038241720975;5.166818147284096;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
216;118;1983;0;;Effluentleiding;2988;2988;200.607164;62.4492;62.4492;Hoogheemraadschap De Stichtse Rijnlanden;22794.0;17591.9;De Bilt;U10/U16;181;362;72;145;Utrecht;Hoogheemraadschap De Stichtse Rijnlanden;BU03100901;GM0310;3731.0;3731EB;BU03100901;GM0310;3731.0;3731EB;BU03100901;GM0310;3731.0;3731EB;False;False;False;52.10760576236941;5.169037088749354;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
217;118;1983;0;;Effluentleiding;2988;2988;947.871152;62.4492;62.4492;Hoogheemraadschap De Stichtse Rijnlanden;22794.0;17591.9;De Bilt;U10/U16;181;362;72;145;Utrecht;Hoogheemraadschap De Stichtse Rijnlanden;BU03100902;GM0310;3731.0;3731AL;BU03100902;GM0310;3731.0;3731AL;BU03100902;GM0310;3731.0;3731AL;False;False;False;52.11243206493451;5.171510322718591;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
218;118;0;0;;Effluentleiding;2988;2988;185.538499;62.4492;62.4492;Hoogheemraadschap De Stichtse Rijnlanden;22794.0;17591.9;De Bilt;U10/U16;181;362;72;145;Utrecht;Hoogheemraadschap De Stichtse Rijnlanden;BU03100402;GM0310;3737.0;3737AE;BU03100402;GM0310;3737.0;3737AE;BU03100402;GM0310;3737.0;3737AE;False;False;False;52.11778527615858;5.173739006969178;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
219;0;2007;0;;Effluentleiding;2988;2988;159.574411;62.4492;62.4492;Hoogheemraadschap De Stichtse Rijnlanden;22794.0;17591.9;De Bilt;U10/U16;181;362;72;145;Utrecht;Hoogheemraadschap De Stichtse Rijnlanden;BU03100402;GM0310;3737.0;3737AE;BU03100402;GM0310;3737.0;3737AE;BU03100402;GM0310;3737.0;3737AE;False;False;False;52.12013837215755;5.175376186079618;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
220;118;0;0;;Effluentleiding;2988;2988;104.325935;62.4492;62.4492;Hoogheemraadschap De Stichtse Rijnlanden;22794.0;17591.9;De Bilt;U10/U16;181;362;72;145;Utrecht;Hoogheemraadschap De Stichtse Rijnlanden;BU03100402;GM0310;3737.0;3737AL;BU03100402;GM0310;3737.0;3737AL;BU03100402;GM0310;3737.0;3737AL;False;False;False;52.11666527132423;5.173461329150546;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
221;110;1972;700;;Onbekend;25200;25200;566.454073;526.68;526.68;Hoogheemraadschap De Stichtse Rijnlanden;192238.0;148366.0;IJsselstein;U10/U16;1524;3048;610;1219;Utrecht;Hoogheemraadschap De Stichtse Rijnlanden;BU03530030;GM0353;3401.0;3401RZ;BU03530030;GM0353;3401.0;3401RZ;BU03530030;GM0353;3401.0;3401RZ;False;False;False;52.002908185682976;5.0679618203994234;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
222;110;1972;120;;Effluentleiding;25200;25200;577.518395;526.68;526.68;Hoogheemraadschap De Stichtse Rijnlanden;192238.0;148366.0;IJsselstein;U10/U16;1524;3048;610;1219;Utrecht;Hoogheemraadschap De Stichtse Rijnlanden;BU03530030;GM0353;4133.0;4133LB;BU03530030;GM0353;4133.0;4133LB;BU03530030;GM0353;4133.0;4133LB;False;False;False;52.000191926884334;5.071941213530038;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
223;drukleiding (persleiding);2006;1400;Beton;Effluentleiding;262800;262800;368.273858;5492.52;5492.52;Hoogheemraadschap van Delfland;2004770.0;1547240.0;Midden-Delfland;Rotterdam-Den Haag;15893;31786;6357;12714;Zuid-Holland;Hoogheemraadschap van Delfland;BU18420001;GM1842;2635.0;2635BX;BU18420001;GM1842;2635.0;2635GC;BU18420001;GM1842;2635.0;2635GC;False;False;False;52.0177796748035;4.317735157880052;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
224;drukleiding (persleiding);2006;1400;Staal;Effluentleiding;262800;262800;2.794307;5492.52;5492.52;Hoogheemraadschap van Delfland;2004770.0;1547240.0;Midden-Delfland;Rotterdam-Den Haag;15893;31786;6357;12714;Zuid-Holland;Hoogheemraadschap van Delfland;BU18420001;GM1842;2635.0;2635GC;BU18420001;GM1842;2635.0;2635GC;BU18420001;GM1842;2635.0;2635GC;False;False;False;52.019101381379066;4.318507042499404;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
225;drukleiding (persleiding);2006;1400;Gewapend beton;Effluentleiding;262800;262800;81.82817;5492.52;5492.52;Hoogheemraadschap van Delfland;2004770.0;1547240.0;Midden-Delfland;Rotterdam-Den Haag;15893;31786;6357;12714;Zuid-Holland;Hoogheemraadschap van Delfland;BU06031064;GM0603;2286.0;2286KS;BU06031064;GM0603;2286.0;2286WX;BU06031064;GM0603;2286.0;2286WX;False;False;False;52.01946885572716;4.31838517841843;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
226;drukleiding (persleiding);1970;1400;Gewapend beton;Effluentleiding;262800;262800;34.427369;5492.52;5492.52;Hoogheemraadschap van Delfland;2004770.0;1547240.0;'s-Gravenhage;Rotterdam-Den Haag;15893;31786;6357;12714;Zuid-Holland;Hoogheemraadschap van Delfland;BU05181309;GM0518;2566.0;2566HA;BU05181309;GM0518;2566.0;2566HA;BU05181309;GM0518;2566.0;2566HA;False;False;False;52.08856055959137;4.26834703883105;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
227;drukleiding (persleiding);1970;1400;Gewapend beton;Effluentleiding;262800;262800;503.806243;5492.52;5492.52;Hoogheemraadschap van Delfland;2004770.0;1547240.0;'s-Gravenhage;Rotterdam-Den Haag;15893;31786;6357;12714;Zuid-Holland;Hoogheemraadschap van Delfland;BU05181309;GM0518;2566.0;2566HE;BU05181309;GM0518;2566.0;2566HE;BU05181309;GM0518;2566.0;2566HE;False;False;False;52.08667200152991;4.2705001641360285;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
228;drukleiding (persleiding);1970;1400;Gewapend beton;Effluentleiding;262800;262800;924.003243;5492.52;5492.52;Hoogheemraadschap van Delfland;2004770.0;1547240.0;'s-Gravenhage;Rotterdam-Den Haag;15893;31786;6357;12714;Zuid-Holland;Hoogheemraadschap van Delfland;BU05181252;GM0518;2565.0;2565LJ;BU05181252;GM0518;2565.0;2565LJ;BU05181252;GM0518;2565.0;2565LJ;False;False;False;52.08130853265292;4.2737889999739815;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
229;drukleiding (persleiding);1971;1400;Gewapend beton;Effluentleiding;262800;262800;10.194901;5492.52;5492.52;Hoogheemraadschap van Delfland;2004770.0;1547240.0;'s-Gravenhage;Rotterdam-Den Haag;15893;31786;6357;12714;Zuid-Holland;Hoogheemraadschap van Delfland;BU05182144;GM0518;2562.0;2562BH;BU05182144;GM0518;2562.0;2562BH;BU05182144;GM0518;2562.0;2562BH;False;False;False;52.07840804246023;4.277543730064448;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
230;drukleiding (persleiding);1970;1400;Gewapend beton;Effluentleiding;262800;262800;2624.629107;5492.52;5492.52;Hoogheemraadschap van Delfland;2004770.0;1547240.0;'s-Gravenhage;Rotterdam-Den Haag;15893;31786;6357;12714;Zuid-Holland;Hoogheemraadschap van Delfland;BU05183131;GM0518;2573.0;2573PM;BU05183131;GM0518;2573.0;2573PM;BU05183131;GM0518;2573.0;2573PM;False;False;False;52.069440750407054;4.284052635115396;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
231;drukleiding (persleiding);1970;1400;Gewapend beton;Effluentleiding;262800;262800;34.000368;5492.52;5492.52;Hoogheemraadschap van Delfland;2004770.0;1547240.0;'s-Gravenhage;Rotterdam-Den Haag;15893;31786;6357;12714;Zuid-Holland;Hoogheemraadschap van Delfland;BU05183721;GM0518;2571.0;2571GA;BU05183721;GM0518;2571.0;2571GA;BU05183721;GM0518;2571.0;2571GA;False;False;False;52.05978513160629;4.2926909233542245;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
