PK_UID;ID;GRIDCODE;buurtcode_2023;gemeentecode_2023;buurtcode_2024;gemeentecode_2024;buurtcode_2025;gemeentecode_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;centroid_lat;centroid_lon;geom_wkt;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
1988;1988;4500;BU04796230;GM0479;BU04796230;GM0479;BU04796230;GM0479;False;False;52.5150380816331;4.767481404047584;MULTIPOLYGON (((4.769415 52.513879, 4.764914 52.514624, 4.768116 52.516611, 4.769415 52.513879)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
1989;1989;4500;BU08800002;GM0880;BU08800002;GM0880;BU08800002;GM0880;False;False;52.51522468914465;4.804308634834422;MULTIPOLYGON (((4.806241 52.514065, 4.801741 52.514812, 4.804944 52.516798, 4.806241 52.514065)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
1990;1990;4500;BU08800200;GM0880;BU08800200;GM0880;BU08800200;GM0880;False;False;52.51539986526344;4.841136212435379;MULTIPOLYGON (((4.843068 52.514239, 4.838568 52.514988, 4.841773 52.516973, 4.843068 52.514239)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
1991;1991;4000;BU09950631;GM0995;BU09950631;GM0995;BU09950631;GM0995;False;False;52.516597315728504;5.4412621371141405;MULTIPOLYGON (((5.439688 52.515475, 5.439691 52.517721, 5.444407 52.516596, 5.439688 52.515475)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
1992;1992;2000;BU01934100;GM0193;BU01934100;GM0193;BU01934100;GM0193;False;False;52.51189223866169;6.172728661105106;MULTIPOLYGON (((6.176196 52.510615, 6.167744 52.511581, 6.174246 52.513481, 6.176196 52.510615)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
1993;1993;1000;BU01601702;GM0160;BU01601702;GM0160;BU01601702;GM0160;False;False;52.51045646067282;6.700988709386475;MULTIPOLYGON (((6.702696 52.505943, 6.699014 52.505984, 6.699281 52.51497, 6.702963 52.514929, 6.702696 52.505943)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
1994;1994;3500;BU03960409;GM0396;BU03960409;GM0396;BU03960409;GM0396;False;False;52.50968402227655;4.620254415119731;MULTIPOLYGON (((4.622191 52.508527, 4.617689 52.509267, 4.620883 52.511258, 4.622191 52.508527)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
1995;1995;5000;BU04390303;GM0439;BU04390303;GM0439;BU04390303;GM0439;False;False;52.511467722429295;4.981125092726534;MULTIPOLYGON (((4.983053 52.510305, 4.978556 52.511059, 4.981767 52.51304, 4.983053 52.510305)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
1996;1996;500;BU01750801;GM0175;BU01750801;GM0175;BU01750801;GM0175;False;False;52.523414947563694;6.537974608016412;POLYGON ((6.594321 52.524093, 6.58892 52.516411, 6.568239 52.513121, 6.563493 52.509493, 6.54278 52.5134, 6.538959 52.513093, 6.529839 52.514476, 6.526583 52.504479, 6.515177 52.506967, 6.506015 52.513663, 6.497938 52.515953, 6.491567 52.525033, 6.485591 52.531806, 6.497949 52.540288, 6.506671 52.540633, 6.52243 52.533592, 6.577063 52.530376, 6.603978 52.531715, 6.594321 52.524093), (6.527458 52.519878, 6.520878 52.516132, 6.529839 52.514476, 6.527458 52.519878));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
1997;1997;1500;BU01600502;GM0160;BU01600502;GM0160;BU01600502;GM0160;False;False;52.506630792591906;6.626977436783185;MULTIPOLYGON (((6.629004 52.504491, 6.624255 52.50579, 6.627673 52.509611, 6.629004 52.504491)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
1998;1998;500;BU01601702;GM0160;BU01601702;GM0160;BU01601702;GM0160;False;False;52.513312183508226;6.6938775924811855;MULTIPOLYGON (((6.695266 52.503778, 6.684223 52.5039, 6.681073 52.508715, 6.689732 52.516518, 6.692116 52.52179, 6.695799 52.521749, 6.699482 52.521709, 6.699615 52.526201, 6.70414 52.524221, 6.705388 52.52051, 6.702963 52.514929, 6.699281 52.51497, 6.699014 52.505984, 6.695333 52.506025, 6.695266 52.503778)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
1999;1999;4000;BU03960409;GM0396;BU03960409;GM0396;BU03960409;GM0396;False;False;52.50736544652967;4.609247508564387;MULTIPOLYGON (((4.611185 52.506209, 4.606682 52.506948, 4.609876 52.50894, 4.611185 52.506209)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2000;2000;4500;BU04796220;GM0479;BU04796220;GM0479;BU04796220;GM0479;False;False;52.50937624812687;4.754589095031875;MULTIPOLYGON (((4.758463 52.50708, 4.749439 52.508603, 4.755866 52.512445, 4.758463 52.50708)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2001;2001;4500;BU08800200;GM0880;BU08800200;GM0880;BU08800200;GM0880;False;False;52.508837284970035;4.861738931712898;MULTIPOLYGON (((4.865243 52.507598, 4.856765 52.508471, 4.863209 52.510442, 4.865243 52.507598)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2002;2002;1500;BU01600502;GM0160;BU01600502;GM0160;BU01600502;GM0160;False;False;52.5033014594768;6.630887639898271;MULTIPOLYGON (((6.629004 52.504491, 6.633471 52.503675, 6.630188 52.501739, 6.629004 52.504491)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2003;2003;0;BU01601702;GM0160;BU01601702;GM0160;BU01601702;GM0160;False;False;52.504105400582745;6.69957229045912;MULTIPOLYGON (((6.698881 52.501491, 6.698948 52.503738, 6.695266 52.503778, 6.695333 52.506025, 6.699014 52.505984, 6.702696 52.505943, 6.702562 52.501451, 6.698881 52.501491)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2004;2004;4500;BU04500006;GM0450;BU04500006;GM0450;BU04500006;GM0450;False;False;52.505663666494144;4.734548676185128;MULTIPOLYGON (((4.736404 52.504715, 4.732722 52.504694, 4.73452 52.507582, 4.736404 52.504715)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2005;2005;4500;BU08800002;GM0880;BU08800002;GM0880;BU08800002;GM0880;False;False;52.50865186617693;4.794405926264281;MULTIPOLYGON (((4.795313 52.505023, 4.787415 52.512825, 4.800489 52.508107, 4.795313 52.505023)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2006;2006;4500;BU09950317;GM0995;BU09950317;GM0995;BU09950317;GM0995;False;False;52.50763042248353;5.482100718904854;MULTIPOLYGON (((5.480182 52.506462, 5.481448 52.509201, 5.484673 52.507228, 5.480182 52.506462)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2007;2007;4000;BU01660900;GM0166;BU01660900;GM0166;BU01660900;GM0166;False;False;52.54369824016278;5.996675002993856;MULTIPOLYGON (((6.006714 52.50488, 6.000598 52.505667, 5.980181 52.517402, 5.970222 52.529781, 5.970311 52.536521, 5.97043 52.545508, 5.971896 52.562721, 5.978131 52.570185, 5.987757 52.583083, 5.993097 52.585838, 6.000758 52.584354, 6.020082 52.556965, 6.023286 52.518515, 6.006714 52.50488)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2008;2008;3000;BU18960307;GM1896;BU18960307;GM1896;BU18960307;GM1896;False;False;52.564548734836585;6.080563217997974;MULTIPOLYGON (((6.080351 52.504473, 6.076306 52.512744, 6.063809 52.512362, 6.059964 52.515038, 6.060439 52.519243, 6.056593 52.523657, 6.060289 52.556356, 6.053531 52.564106, 6.049887 52.581954, 6.036384 52.602241, 6.032002 52.604668, 6.024358 52.61213, 6.019336 52.61491, 6.030301 52.626252, 6.034299 52.62831, 6.042474 52.622843, 6.045375 52.628249, 6.051042 52.629539, 6.054383 52.626952, 6.074683 52.617365, 6.080391 52.611323, 6.088847 52.598769, 6.11048 52.590589, 6.109002 52.5839, 6.112492 52.568193, 6.119806 52.564549, 6.115619 52.563437, 6.106018 52.564224, 6.104567 52.557648, 6.123627 52.548151, 6.126863 52.545635, 6.132555 52.542797, 6.138177 52.536825, 6.143364 52.528804, 6.13968 52.528827, 6.139641 52.526581, 6.086225 52.505356, 6.080351 52.504473)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2009;2009;500;BU01480115;GM0148;BU01480115;GM0148;BU01480115;GM0148;False;False;52.513542250447955;6.203038402872716;MULTIPOLYGON (((6.198165 52.503726, 6.185639 52.505018, 6.192535 52.516328, 6.204291 52.518083, 6.221339 52.524687, 6.22361 52.518154, 6.211378 52.515459, 6.198165 52.503726)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2010;2010;2000;BU01750108;GM0175;BU01750108;GM0175;BU01750108;GM0175;False;False;52.504404459435804;6.4405716552394745;MULTIPOLYGON (((6.441142 52.501815, 6.435916 52.504351, 6.444657 52.507047, 6.441142 52.501815)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2011;2011;500;BU01601702;GM0160;BU01601702;GM0160;BU01601702;GM0160;False;False;52.50169359921058;6.680475991058163;MULTIPOLYGON (((6.676729 52.499487, 6.676861 52.50398, 6.684223 52.5039, 6.684091 52.499407, 6.676729 52.499487)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2012;2012;4500;BU04500006;GM0450;BU04500006;GM0450;BU04500006;GM0450;False;False;52.50351432072566;4.730822854033293;MULTIPOLYGON (((4.732722 52.504694, 4.731502 52.501948, 4.728244 52.5039, 4.732722 52.504694)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2013;2013;4500;BU04796220;GM0479;BU04796220;GM0479;BU04796220;GM0479;False;False;52.503746298137806;4.75659369249878;MULTIPOLYGON (((4.758527 52.502587, 4.754027 52.503332, 4.757227 52.50532, 4.758527 52.502587)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2014;2014;4500;BU09950317;GM0995;BU09950317;GM0995;BU09950317;GM0995;False;False;52.505367561145306;5.500355059235953;MULTIPOLYGON (((5.502269 52.504196, 5.497781 52.50497, 5.501015 52.506937, 5.502269 52.504196)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2015;2015;1000;BU01750114;GM0175;BU01750114;GM0175;BU01750114;GM0175;False;False;52.50639060859792;6.415994419631277;MULTIPOLYGON (((6.422683 52.499731, 6.402721 52.501978, 6.406798 52.511765, 6.423819 52.51315, 6.428689 52.505261, 6.422683 52.499731)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2016;2016;500;BU01601701;GM0160;BU01601701;GM0160;BU01601701;GM0160;False;False;52.49825189949271;6.673221698326865;MULTIPOLYGON (((6.676729 52.499487, 6.674597 52.49659, 6.668339 52.498678, 6.676729 52.499487)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2017;2017;4500;BU04500006;GM0450;BU04500006;GM0450;BU04500006;GM0450;False;False;52.502096181193075;4.739920593024239;MULTIPOLYGON (((4.736404 52.504715, 4.745113 52.501863, 4.738245 52.499711, 4.736404 52.504715)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2018;2018;4500;BU08800000;GM0880;BU08800000;GM0880;BU08800000;GM0880;False;False;52.501815716967336;4.819212973994343;MULTIPOLYGON (((4.821144 52.500655, 4.816646 52.501403, 4.819849 52.503389, 4.821144 52.500655)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2019;2019;4000;BU04390503;GM0439;BU04390503;GM0439;BU04390503;GM0439;False;False;52.50445661190436;4.986142358880817;MULTIPOLYGON (((4.990498 52.501342, 4.981382 52.503027, 4.986547 52.509, 4.990498 52.501342)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2020;2020;3500;BU04390402;GM0439;BU04390402;GM0439;BU04390402;GM0439;False;False;52.50086970551923;4.965302576220294;MULTIPOLYGON (((4.968429 52.49902, 4.960255 52.499717, 4.967224 52.503872, 4.968429 52.49902)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2021;2021;2000;BU01935080;GM0193;BU01935080;GM0193;BU01935080;GM0193;False;False;52.49888825623551;6.07474051897714;MULTIPOLYGON (((6.072882 52.497776, 6.072917 52.500022, 6.076599 52.500001, 6.076564 52.497754, 6.072882 52.497776)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2022;2022;4500;BU08800000;GM0880;BU08800000;GM0880;BU08800000;GM0880;False;False;52.50012083821185;4.837599842329083;MULTIPOLYGON (((4.843289 52.496265, 4.83685 52.497776, 4.823394 52.496498, 4.834254 52.501696, 4.839488 52.505899, 4.846111 52.500744, 4.843289 52.496265)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2023;2023;4500;BU08800109;GM0880;BU08800109;GM0880;BU08800109;GM0880;False;False;52.49904082342623;4.88680217734513;MULTIPOLYGON (((4.887463 52.49646, 4.88215 52.498927, 4.890794 52.501736, 4.887463 52.49646)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2024;2024;4500;BU09951041;GM0995;BU09951041;GM0995;BU09951041;GM0995;False;False;52.498590620304384;5.53362244420889;MULTIPOLYGON (((5.531702 52.497423, 5.532972 52.500161, 5.536193 52.498187, 5.531702 52.497423)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2025;2025;1500;BU01600502;GM0160;BU01600502;GM0160;BU01600502;GM0160;False;False;52.51719502012266;6.668085854483818;MULTIPOLYGON (((6.647026 52.490818, 6.643346 52.490857, 6.639 52.497645, 6.645965 52.507497, 6.649815 52.515811, 6.664165 52.521156, 6.682287 52.523863, 6.678591 52.536447, 6.683238 52.54342, 6.685412 52.544334, 6.685346 52.542088, 6.68903 52.542047, 6.688964 52.539801, 6.690433 52.534043, 6.695799 52.521749, 6.692116 52.52179, 6.678928 52.5164, 6.675449 52.514024, 6.649467 52.500845, 6.647026 52.490818)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2026;2026;500;BU17000205;GM1700;BU17000205;GM1700;BU17000205;GM1700;False;False;52.49181129936826;6.66354501909342;MULTIPOLYGON (((6.665427 52.490621, 6.660962 52.491439, 6.664246 52.493374, 6.665427 52.490621)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2027;2027;4500;BU09950421;GM0995;BU09950421;GM0995;BU09950421;GM0995;False;False;52.49733289758151;5.496482873837623;MULTIPOLYGON (((5.498564 52.495212, 5.493783 52.496466, 5.497102 52.50032, 5.498564 52.495212)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2028;2028;4000;BU09951071;GM0995;BU09951071;GM0995;BU09951071;GM0995;False;False;52.496264901418385;5.522419626153034;MULTIPOLYGON (((5.524339 52.497432, 5.523071 52.494694, 5.519849 52.496668, 5.524339 52.497432)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2029;2029;2500;BU03030550;GM0303;BU03030550;GM0303;BU03030550;GM0303;False;False;52.495854163138205;5.7580214367550155;MULTIPOLYGON (((5.759928 52.494679, 5.755446 52.495462, 5.758691 52.497422, 5.759928 52.494679)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2030;2030;3500;BU18960500;GM0193;BU18960500;GM0193;BU18960500;GM0193;False;False;52.548510693508284;6.03511253431291;MULTIPOLYGON (((6.058089 52.493366, 6.026878 52.495484, 6.006683 52.502634, 6.006714 52.50488, 6.023286 52.518515, 6.020082 52.556965, 6.000758 52.584354, 5.993097 52.585838, 5.996209 52.592974, 6.014055 52.609115, 6.019336 52.61491, 6.024358 52.61213, 6.032002 52.604668, 6.036384 52.602241, 6.049887 52.581954, 6.053531 52.564106, 6.060289 52.556356, 6.056593 52.523657, 6.060439 52.519243, 6.059964 52.515038, 6.063809 52.512362, 6.076306 52.512744, 6.080351 52.504473, 6.076599 52.500001, 6.072917 52.500022, 6.072882 52.497776, 6.06552 52.497818, 6.065485 52.495571, 6.061804 52.495592, 6.058123 52.495613, 6.058089 52.493366)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2031;2031;1500;BU01935080;GM0193;BU01935080;GM0193;BU01935080;GM0193;False;False;52.49447931246683;6.059946769308834;MULTIPOLYGON (((6.06177 52.493346, 6.058089 52.493366, 6.058123 52.495613, 6.061804 52.495592, 6.06177 52.493346)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2032;2032;2000;BU01935080;GM0193;BU01935080;GM0193;BU01935080;GM0193;False;False;52.49445836983421;6.063627727226282;MULTIPOLYGON (((6.06177 52.493346, 6.061804 52.495592, 6.065485 52.495571, 6.065451 52.493325, 6.06177 52.493346)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2033;2033;1500;BU01750107;GM0175;BU01750107;GM0175;BU01750107;GM0175;False;False;52.48912243070016;6.483095031952746;MULTIPOLYGON (((6.484982 52.487935, 6.480514 52.488746, 6.48379 52.490686, 6.484982 52.487935)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2034;2034;3500;BU04797220;GM0479;BU04797221;GM0479;BU04797221;GM0479;True;False;52.49042013103755;4.769935169635493;MULTIPOLYGON (((4.773441 52.489184, 4.764964 52.49005, 4.771401 52.492026, 4.773441 52.489184)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2035;2035;4000;BU08800001;GM0880;BU08800001;GM0880;BU08800001;GM0880;False;False;52.49048290532044;4.808391393696587;MULTIPOLYGON (((4.810246 52.489368, 4.806566 52.489351, 4.806536 52.491597, 4.810217 52.491615, 4.810246 52.489368)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2036;2036;4500;BU04795130;GM0479;BU08800001;GM0479;BU08800001;GM0479;True;False;52.49659895313013;4.789925735042377;MULTIPOLYGON (((4.824969 52.489439, 4.813927 52.489386, 4.810246 52.489368, 4.810217 52.491615, 4.806536 52.491597, 4.791813 52.491524, 4.778581 52.492375, 4.769697 52.493658, 4.76844 52.495144, 4.76353 52.496628, 4.758527 52.502587, 4.779005 52.504635, 4.778343 52.499021, 4.795313 52.505023, 4.79916 52.496177, 4.809137 52.497594, 4.822746 52.49456, 4.824969 52.489439)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2037;2037;4500;BU08800000;GM0880;BU08800000;GM0880;BU08800000;GM0880;False;False;52.490719305397825;4.848803002328713;MULTIPOLYGON (((4.850733 52.489559, 4.846236 52.490307, 4.84944 52.492292, 4.850733 52.489559)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2038;2038;4500;BU08800109;GM0880;BU08800109;GM0880;BU08800109;GM0880;False;False;52.49273284535959;4.871938987707711;MULTIPOLYGON (((4.872817 52.489656, 4.869136 52.48964, 4.870597 52.497142, 4.875581 52.493112, 4.872817 52.489656)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2039;2039;4000;BU03850201;GM0385;BU03850201;GM0385;BU03850201;GM0385;False;False;52.49129599934674;5.066047415638713;MULTIPOLYGON (((5.067895 52.490342, 5.064214 52.490332, 5.066033 52.493214, 5.067895 52.490342)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2040;2040;3500;BU04795120;GM0479;BU04795120;GM0479;BU04795120;GM0479;False;False;52.48802420317241;4.775372666256733;MULTIPOLYGON (((4.773441 52.489184, 4.777939 52.488438, 4.774739 52.486451, 4.773441 52.489184)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2041;2041;4500;BU08800109;GM0880;BU08800109;GM0880;BU08800109;GM0880;False;False;52.488495136689814;4.874746286808019;MULTIPOLYGON (((4.872817 52.489656, 4.877313 52.488907, 4.874109 52.486922, 4.872817 52.489656)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2042;2042;4000;BU03850201;GM0385;BU03850201;GM0385;BU03850201;GM0385;False;False;52.48919398024889;5.058970167455783;MULTIPOLYGON (((5.06055 52.488075, 5.055827 52.489185, 5.060533 52.490322, 5.06055 52.488075)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2043;2043;2500;BU03030550;GM0303;BU03030550;GM0303;BU03030550;GM0303;False;False;52.494557683056094;5.778885697043441;MULTIPOLYGON (((5.785635 52.487854, 5.77319 52.489094, 5.767746 52.497125, 5.780842 52.502269, 5.788666 52.495212, 5.785635 52.487854)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2044;2044;2000;BU02690210;GM0269;BU02690210;GM0269;BU02690210;GM0269;False;False;52.48845355587738;5.908868582539471;MULTIPOLYGON (((5.910798 52.489615, 5.909506 52.486881, 5.906302 52.488865, 5.910798 52.489615)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2045;2045;2000;BU01660700;GM0166;BU01660700;GM0166;BU01660700;GM0166;False;False;52.49086628877839;5.9175638227649126;MULTIPOLYGON (((5.910798 52.489615, 5.913994 52.492396, 5.923393 52.493638, 5.920268 52.48815, 5.910798 52.489615)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2046;2046;2500;BU01480114;GM0148;BU01480114;GM0148;BU01480114;GM0148;False;False;52.49864186671843;6.2482788938469405;MULTIPOLYGON (((6.212556 52.485651, 6.214126 52.489216, 6.222365 52.499982, 6.227789 52.512507, 6.249256 52.511257, 6.261973 52.502029, 6.279309 52.502749, 6.288124 52.497998, 6.283569 52.491396, 6.27321 52.488667, 6.266849 52.48427, 6.257805 52.497055, 6.240016 52.492365, 6.22792 52.488358, 6.212556 52.485651)));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
2047;2047;1000;BU01750801;GM0160;BU01750801;GM0160;BU01750801;GM0160;False;False;52.53405747691098;6.570386248672008;POLYGON ((6.597057 52.483431, 6.587136 52.486766, 6.531679 52.500583, 6.500098 52.503524, 6.496417 52.503558, 6.494271 52.507298, 6.494978 52.5118, 6.487382 52.515917, 6.482314 52.519618, 6.462156 52.527551, 6.450161 52.530946, 6.451561 52.539921, 6.449836 52.55596, 6.484816 52.549813, 6.506161 52.544097, 6.510338 52.549574, 6.517718 52.55333, 6.518164 52.556157, 6.517766 52.559911, 6.525158 52.569595, 6.543119 52.571899, 6.57791 52.5847, 6.583129 52.588269, 6.587149 52.590309, 6.590751 52.587137, 6.594526 52.590234, 6.603446 52.591472, 6.61303 52.592291, 6.615923 52.580737, 6.620031 52.578737, 6.621475 52.57296, 6.637889 52.556783, 6.640287 52.545552, 6.634071 52.536731, 6.620589 52.523613, 6.618452 52.515725, 6.642734 52.526757, 6.650474 52.53774, 6.655806 52.54016, 6.657631 52.545065, 6.667849 52.54972, 6.676307 52.547293, 6.681859 52.548867, 6.685544 52.548827, 6.685412 52.544334, 6.683238 52.54342, 6.678591 52.536447, 6.682287 52.523863, 6.664165 52.521156, 6.649815 52.515811, 6.645965 52.507497, 6.639 52.497645, 6.643346 52.490857, 6.640444 52.487872, 6.630379 52.49031, 6.602617 52.482294, 6.597057 52.483431), (6.657444 52.532576, 6.671825 52.538357, 6.667577 52.543158, 6.655806 52.54016, 6.657444 52.532576));WarmteAtlas:WKOopenWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:40;
