BU_CODE;BU_NAAM;GM_NAAM;WONINGEN;P_STADVERW;JAAR;STATUS;buurtcode_2023;gemeentecode_2023;buurtcode_2024;gemeentecode_2024;buurtcode_2025;gemeentecode_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;centroid_lat;centroid_lon;geom_wkt;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
BU00140005;Hortusbuurt-Ebbingekwartier;Groningen;2653;14;2017;DEF;BU00140005;GM0014;BU00140005;GM0014;BU00140005;GM0014;False;False;53.223557977343674;6.561954020006838;MULTIPOLYGON (((6.571621 53.226613, 6.567533 53.22476, 6.569635 53.223699, 6.569714 53.223662, 6.569714 53.223662, 6.566278 53.222619, 6.566276 53.222241, 6.565319 53.222001, 6.564799 53.221851, 6.56275 53.221343, 6.560841 53.220788, 6.558815 53.220177, 6.557713 53.219754, 6.557103 53.219328, 6.556894 53.219303, 6.556732 53.219582, 6.556094 53.220652, 6.556031 53.220891, 6.556026 53.221755, 6.555964 53.222088, 6.555795 53.222624, 6.555768 53.222925, 6.556113 53.223661, 6.556662 53.224836, 6.557906 53.225267, 6.557538 53.225685, 6.558852 53.226035, 6.559996 53.226111, 6.561211 53.226127, 6.561868 53.226186, 6.564092 53.226479, 6.565089 53.226001, 6.566404 53.225328, 6.570873 53.227198, 6.571621 53.226613)));WarmteAtlas:WarmteNetten_reeks;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:45;
BU00340205;Verzetswijk;Almere;1374;100;2017;DEF;BU00342103;GM0034;BU00342103;GM0034;BU00342103;GM0034;False;False;52.38033981937866;5.240195872255163;MULTIPOLYGON (((5.242958 52.386859, 5.24352 52.386281, 5.244625 52.385146, 5.245217 52.384543, 5.245222 52.384538, 5.245245 52.384515, 5.245256 52.384503, 5.245305 52.384453, 5.245312 52.384446, 5.246708 52.383024, 5.247843 52.381858, 5.247848 52.381852, 5.247886 52.381814, 5.247889 52.38181, 5.247891 52.381808, 5.247897 52.381802, 5.247949 52.381748, 5.247957 52.381741, 5.249284 52.380377, 5.249713 52.379936, 5.249859 52.379786, 5.250851 52.378766, 5.250871 52.378773, 5.25088 52.378776, 5.250895 52.378781, 5.251363 52.378298, 5.251336 52.378287, 5.251323 52.378283, 5.251426 52.378123, 5.251537 52.377996, 5.251562 52.378002, 5.25158 52.378006, 5.251646 52.378022, 5.251713 52.378039, 5.251736 52.378044, 5.251747 52.378047, 5.251801 52.378061, 5.251812 52.378049, 5.251913 52.377946, 5.251858 52.377932, 5.251837 52.377927, 5.251811 52.377921, 5.251796 52.377917, 5.251754 52.377907, 5.251743 52.377904, 5.251707 52.377896, 5.251687 52.377891, 5.251672 52.377887, 5.251647 52.377881, 5.251564 52.377862, 5.251563 52.377861, 5.251562 52.377861, 5.251561 52.377861, 5.251561 52.377861, 5.25156 52.37786, 5.251559 52.37786, 5.251558 52.37786, 5.251524 52.377852, 5.251347 52.37781, 5.2511 52.377752, 5.25109 52.37775, 5.250985 52.377726, 5.250971 52.377723, 5.250971 52.377723, 5.250958 52.37772, 5.25092 52.377711, 5.250896 52.377706, 5.250871 52.3777, 5.250837 52.377692, 5.250807 52.377685, 5.250762 52.377675, 5.250707 52.377663, 5.250648 52.377651, 5.250615 52.377643, 5.250576 52.377628, 5.250542 52.37761, 5.250501 52.377594, 5.250486 52.377588, 5.250473 52.377583, 5.250456 52.377576, 5.250435 52.377566, 5.250392 52.377552, 5.250171 52.377493, 5.249849 52.377416, 5.249529 52.377345, 5.249312 52.377304, 5.249078 52.377261, 5.248236 52.377109, 5.24815 52.377093, 5.248088 52.377079, 5.247976 52.37705, 5.247822 52.377004, 5.247616 52.376956, 5.247475 52.376932, 5.247396 52.376919, 5.247382 52.376917, 5.247367 52.376918, 5.247363 52.376919, 5.247359 52.376921, 5.247356 52.376922, 5.247353 52.376924, 5.24735 52.376926, 5.247349 52.376926, 5.247342 52.376935, 5.247331 52.376934, 5.24729 52.376927, 5.24729 52.376918, 5.24729 52.376917, 5.247288 52.376914, 5.247287 52.376911, 5.247285 52.376909, 5.247282 52.376907, 5.247279 52.376904, 5.247276 52.376902, 5.247273 52.376901, 5.247269 52.376899, 5.247266 52.376898, 5.247252 52.376896, 5.247237 52.376893, 5.247137 52.376878, 5.247019 52.376859, 5.246699 52.376811, 5.24648 52.376781, 5.245936 52.376708, 5.245861 52.376697, 5.245808 52.376688, 5.245781 52.376681, 5.245742 52.376674, 5.245725 52.376671, 5.245629 52.376651, 5.245595 52.376645, 5.24556 52.376639, 5.245558 52.376639, 5.2455 52.37663, 5.245444 52.376674, 5.245407 52.376661, 5.245417 52.376651, 5.245393 52.376646, 5.245395 52.376644, 5.245396 52.376641, 5.245396 52.376639, 5.245395 52.376636, 5.245392 52.376634, 5.245389 52.376632, 5.245385 52.376631, 5.245381 52.37663, 5.24538 52.37663, 5.245326 52.376624, 5.245329 52.37661, 5.245331 52.376606, 5.245336 52.376582, 5.245234 52.376576, 5.245229 52.376599, 5.245225 52.376613, 5.244867 52.376573, 5.244866 52.376577, 5.244866 52.376579, 5.244837 52.376576, 5.244832 52.376576, 5.244697 52.376561, 5.244692 52.37656, 5.244664 52.376557, 5.244664 52.376554, 5.244624 52.376549, 5.244545 52.376566, 5.244408 52.376556, 5.243869 52.376497, 5.243059 52.376424, 5.243028 52.376421, 5.242963 52.376415, 5.242968 52.376395, 5.242925 52.376391, 5.242934 52.376365, 5.242933 52.376365, 5.24293 52.376365, 5.242929 52.376365, 5.242928 52.376365, 5.242926 52.376365, 5.242924 52.376364, 5.242923 52.376364, 5.242921 52.376364, 5.242918 52.376364, 5.242917 52.376363, 5.242916 52.376363, 5.242914 52.376363, 5.242912 52.376362, 5.24291 52.376362, 5.242909 52.376361, 5.242907 52.376361, 5.242906 52.37636, 5.242904 52.376359, 5.242903 52.376359, 5.242902 52.376359, 5.2429 52.376358, 5.242899 52.376357, 5.242897 52.376356, 5.242897 52.376356, 5.242896 52.376355, 5.242894 52.376354, 5.242893 52.376353, 5.242892 52.376352, 5.242891 52.376351, 5.24289 52.37635, 5.242889 52.37635, 5.242888 52.376349, 5.242887 52.376348, 5.242887 52.376347, 5.242886 52.376346, 5.242886 52.376345, 5.242885 52.376344, 5.242885 52.376343, 5.242885 52.376341, 5.242884 52.376341, 5.242884 52.376339, 5.242884 52.376338, 5.242884 52.376337, 5.242884 52.376336, 5.242885 52.376335, 5.242885 52.376334, 5.242885 52.376333, 5.242885 52.376332, 5.242886 52.37633, 5.242812 52.376325, 5.242811 52.37633, 5.242811 52.376332, 5.24281 52.376332, 5.24281 52.376333, 5.24281 52.376334, 5.242809 52.376335, 5.242808 52.376336, 5.242807 52.376337, 5.242807 52.376338, 5.242806 52.376339, 5.242804 52.37634, 5.242804 52.376341, 5.242802 52.376342, 5.242802 52.376343, 5.242801 52.376343, 5.2428 52.376344, 5.2428 52.376344, 5.242798 52.376345, 5.242797 52.376346, 5.242796 52.376346, 5.242794 52.376347, 5.242793 52.376348, 5.242792 52.376348, 5.24279 52.376349, 5.242789 52.376349, 5.242788 52.376349, 5.242786 52.37635, 5.242785 52.37635, 5.242783 52.376351, 5.24278 52.376351, 5.242779 52.376351, 5.242777 52.376352, 5.242776 52.376352, 5.242774 52.376352, 5.242772 52.376352, 5.242769 52.376352, 5.242767 52.376352, 5.242765 52.376352, 5.242764 52.376352, 5.242762 52.376352, 5.242756 52.376377, 5.242731 52.376376, 5.2427 52.376374, 5.242403 52.376354, 5.241629 52.376305, 5.24092 52.376266, 5.240405 52.376244, 5.24038 52.376243, 5.239603 52.376219, 5.23936 52.376213, 5.239349 52.376214, 5.239247 52.376215, 5.238196 52.376203, 5.236966 52.376208, 5.236933 52.376208, 5.236874 52.376208, 5.236872 52.376208, 5.23687 52.376208, 5.236867 52.376208, 5.236866 52.376208, 5.236864 52.376208, 5.236863 52.376208, 5.236862 52.376208, 5.236859 52.376208, 5.236858 52.376208, 5.236857 52.376208, 5.236855 52.376209, 5.236854 52.376209, 5.236851 52.376209, 5.23685 52.376209, 5.236849 52.37621, 5.236847 52.37621, 5.236845 52.376211, 5.236843 52.376212, 5.236842 52.376212, 5.236841 52.376212, 5.236839 52.376213, 5.236838 52.376214, 5.236837 52.376214, 5.236837 52.376214, 5.236836 52.376215, 5.236835 52.376215, 5.236834 52.376216, 5.236833 52.376217, 5.236832 52.376217, 5.23683 52.376219, 5.236829 52.37622, 5.236828 52.37622, 5.236828 52.376221, 5.236827 52.376222, 5.236826 52.376223, 5.236825 52.376224, 5.236825 52.376225, 5.236824 52.376226, 5.236823 52.376227, 5.236822 52.376229, 5.236822 52.376229, 5.236822 52.376231, 5.236821 52.376232, 5.236821 52.376233, 5.236821 52.376234, 5.236821 52.376235, 5.23678 52.376233, 5.23678 52.376232, 5.23678 52.376232, 5.23678 52.376231, 5.236779 52.37623, 5.236779 52.376229, 5.236779 52.376228, 5.236778 52.376227, 5.236778 52.376226, 5.236778 52.376226, 5.236777 52.376225, 5.236776 52.376224, 5.236776 52.376223, 5.236775 52.376222, 5.236773 52.376221, 5.236772 52.37622, 5.236772 52.376219, 5.23677 52.376218, 5.236769 52.376217, 5.236767 52.376216, 5.236766 52.376216, 5.236764 52.376215, 5.236763 52.376214, 5.236761 52.376214, 5.23676 52.376213, 5.236759 52.376213, 5.236758 52.376213, 5.236757 52.376212, 5.236756 52.376212, 5.236755 52.376212, 5.236754 52.376212, 5.236753 52.376212, 5.236751 52.376211, 5.23675 52.376211, 5.236749 52.376211, 5.236747 52.376211, 5.236745 52.376211, 5.236743 52.376211, 5.236741 52.376211, 5.23674 52.376211, 5.236739 52.376211, 5.236723 52.376212, 5.236503 52.376227, 5.236455 52.376231, 5.236394 52.376237, 5.236363 52.37624, 5.236332 52.376242, 5.236302 52.376245, 5.236271 52.376248, 5.23621 52.376254, 5.236198 52.376255, 5.236191 52.376256, 5.236184 52.376257, 5.236177 52.376257, 5.23617 52.376258, 5.236156 52.376259, 5.236149 52.37626, 5.236142 52.37626, 5.236135 52.376261, 5.236128 52.376262, 5.236114 52.376263, 5.236107 52.376263, 5.236093 52.376264, 5.236079 52.376265, 5.236065 52.376266, 5.23605 52.376267, 5.236036 52.376267, 5.236022 52.376268, 5.236008 52.376269, 5.235994 52.376269, 5.23598 52.376269, 5.235973 52.37627, 5.235959 52.37627, 5.235945 52.37627, 5.23593 52.37627, 5.235916 52.37627, 5.235902 52.37627, 5.235706 52.376274, 5.234729 52.376292, 5.234728 52.376288, 5.234698 52.376288, 5.234717 52.376243, 5.234749 52.376242, 5.234749 52.376238, 5.234738 52.376237, 5.234737 52.376235, 5.234685 52.376235, 5.234688 52.376225, 5.234626 52.376225, 5.234624 52.376235, 5.234622 52.37624, 5.234523 52.376241, 5.234434 52.376242, 5.234423 52.376242, 5.234332 52.376243, 5.234234 52.376245, 5.234135 52.376246, 5.234138 52.376233, 5.234073 52.376233, 5.234072 52.376247, 5.234006 52.376248, 5.234006 52.376251, 5.234006 52.376253, 5.234039 52.376253, 5.234032 52.37627, 5.234021 52.3763, 5.233985 52.3763, 5.232952 52.37631, 5.232707 52.376308, 5.232339 52.376289, 5.23223 52.376285, 5.232056 52.376285, 5.231631 52.376286, 5.231378 52.376286, 5.230858 52.37628, 5.230833 52.376281, 5.230818 52.376383, 5.230818 52.376387, 5.230818 52.376392, 5.230813 52.376493, 5.230813 52.376497, 5.230813 52.3765, 5.230813 52.376502, 5.230814 52.376596, 5.230819 52.376596, 5.230831 52.376714, 5.230834 52.376748, 5.230835 52.376752, 5.230835 52.376758, 5.230841 52.37682, 5.230842 52.376826, 5.230843 52.37683, 5.230845 52.37686, 5.230846 52.376865, 5.230846 52.37687, 5.230852 52.376933, 5.230852 52.376936, 5.230853 52.376938, 5.230853 52.376943, 5.230857 52.376981, 5.230868 52.377092, 5.230868 52.377094, 5.230863 52.377094, 5.230867 52.377156, 5.230867 52.377177, 5.230863 52.37724, 5.230849 52.377303, 5.230841 52.377326, 5.230831 52.37735, 5.230364 52.378511, 5.230367 52.378551, 5.23036 52.37855, 5.230358 52.378549, 5.230357 52.378549, 5.230354 52.378549, 5.230352 52.378548, 5.23035 52.378548, 5.230349 52.378548, 5.230347 52.378548, 5.230345 52.378548, 5.230344 52.378548, 5.230342 52.378548, 5.230339 52.378548, 5.230338 52.378548, 5.230336 52.378548, 5.230334 52.378548, 5.230332 52.378549, 5.230331 52.378549, 5.23033 52.378549, 5.230328 52.37855, 5.230327 52.37855, 5.230325 52.37855, 5.230324 52.37855, 5.230323 52.378551, 5.230321 52.378551, 5.23032 52.378552, 5.230319 52.378552, 5.230317 52.378553, 5.230316 52.378553, 5.230315 52.378554, 5.230314 52.378554, 5.230313 52.378554, 5.230312 52.378555, 5.23031 52.378556, 5.230309 52.378557, 5.230307 52.378558, 5.230307 52.378559, 5.230284 52.378582, 5.230299 52.378588, 5.230326 52.378598, 5.230338 52.378602, 5.229824 52.379874, 5.229813 52.379907, 5.229831 52.379967, 5.229865 52.380023, 5.229714 52.380372, 5.229529 52.380808, 5.229539 52.380819, 5.229528 52.380845, 5.229526 52.380847, 5.229523 52.380851, 5.229518 52.380855, 5.229513 52.380859, 5.22951 52.380861, 5.229506 52.380863, 5.229501 52.380865, 5.229496 52.380867, 5.229491 52.380869, 5.229485 52.38087, 5.22948 52.38087, 5.229474 52.380871, 5.229468 52.380871, 5.229463 52.38087, 5.229459 52.38087, 5.229451 52.38087, 5.229444 52.380869, 5.229436 52.380867, 5.229429 52.380865, 5.229423 52.380863, 5.229416 52.38086, 5.229626 52.38099, 5.229686 52.38102, 5.22983 52.381092, 5.230099 52.38116, 5.23023 52.381176, 5.230371 52.381193, 5.230437 52.381202, 5.230509 52.381218, 5.230573 52.381239, 5.230659 52.381275, 5.230739 52.381316, 5.230889 52.381399, 5.230926 52.381416, 5.230967 52.381431, 5.23101 52.381444, 5.231055 52.381454, 5.23127 52.38145, 5.231287 52.381449, 5.231313 52.381448, 5.231338 52.38145, 5.231363 52.381452, 5.231388 52.381457, 5.231433 52.381468, 5.231484 52.381483, 5.231532 52.381502, 5.231804 52.381628, 5.231809 52.38163, 5.231843 52.38165, 5.231858 52.381661, 5.231872 52.381672, 5.231883 52.381684, 5.231893 52.381696, 5.231953 52.381774, 5.231981 52.381827, 5.231944 52.382379, 5.231941 52.382447, 5.231948 52.382505, 5.231954 52.382517, 5.231962 52.382529, 5.231972 52.38254, 5.231984 52.38255, 5.231998 52.38256, 5.232013 52.382568, 5.23203 52.382576, 5.232048 52.382582, 5.232067 52.382587, 5.232086 52.382592, 5.232101 52.382594, 5.232125 52.382597, 5.23215 52.382599, 5.232175 52.3826, 5.2322 52.382599, 5.232224 52.382596, 5.232248 52.382591, 5.232271 52.382586, 5.232293 52.382578, 5.232313 52.38257, 5.23233 52.382561, 5.232602 52.38246, 5.23261 52.382457, 5.232639 52.382446, 5.23267 52.382437, 5.232759 52.382419, 5.232886 52.382401, 5.233249 52.382376, 5.233357 52.382372, 5.233482 52.382376, 5.233521 52.382381, 5.233563 52.382389, 5.233603 52.382399, 5.233642 52.382412, 5.233827 52.382469, 5.234068 52.38264, 5.234076 52.382648, 5.234086 52.382656, 5.234097 52.382663, 5.234109 52.38267, 5.234122 52.382675, 5.234136 52.38268, 5.234151 52.382683, 5.23429 52.382725, 5.234486 52.382777, 5.235234 52.382927, 5.235527 52.382974, 5.23584 52.383053, 5.237012 52.383436, 5.236991 52.383538, 5.236992 52.383543, 5.236998 52.383561, 5.237008 52.383579, 5.23702 52.383596, 5.237036 52.383612, 5.237054 52.383627, 5.237065 52.383631, 5.237082 52.383637, 5.237099 52.383641, 5.237117 52.383644, 5.237135 52.383646, 5.237246 52.38362, 5.237317 52.383715, 5.237236 52.383738, 5.237221 52.383742, 5.237207 52.383747, 5.237194 52.383753, 5.237191 52.383754, 5.237186 52.383758, 5.237181 52.383761, 5.237176 52.383765, 5.237173 52.383769, 5.23717 52.383774, 5.237168 52.383779, 5.237167 52.383783, 5.237166 52.383788, 5.237167 52.383793, 5.237168 52.383797, 5.237302 52.38396, 5.237323 52.384049, 5.237325 52.384079, 5.237333 52.384115, 5.237337 52.384136, 5.237346 52.384161, 5.237359 52.384185, 5.237375 52.384208, 5.237396 52.384229, 5.23742 52.384249, 5.237531 52.384362, 5.237562 52.38444, 5.237594 52.384568, 5.237591 52.38472, 5.237607 52.384793, 5.237611 52.384804, 5.237622 52.384833, 5.237639 52.38486, 5.23766 52.384887, 5.237686 52.384912, 5.237716 52.384935, 5.23777 52.384958, 5.238086 52.385073, 5.238459 52.385245, 5.238494 52.385262, 5.238522 52.38528, 5.238527 52.385285, 5.23853 52.385291, 5.238532 52.385298, 5.238533 52.385304, 5.238533 52.38531, 5.238532 52.385317, 5.23853 52.385323, 5.238528 52.385327, 5.238512 52.385346, 5.238474 52.385325, 5.238329 52.385278, 5.238324 52.385284, 5.238469 52.385331, 5.238506 52.385352, 5.23851 52.385354, 5.238559 52.385381, 5.238562 52.385383, 5.238573 52.385389, 5.238601 52.385405, 5.238604 52.385406, 5.238606 52.385405, 5.238608 52.385406, 5.238608 52.385407, 5.238631 52.385414, 5.238632 52.38541, 5.238636 52.385412, 5.238668 52.385423, 5.238669 52.385427, 5.238671 52.385428, 5.238672 52.385427, 5.238675 52.385428, 5.238674 52.385429, 5.238676 52.38543, 5.238706 52.385439, 5.2388 52.38547, 5.238801 52.385469, 5.238806 52.38547, 5.238805 52.385472, 5.238899 52.385502, 5.238929 52.385512, 5.238932 52.385513, 5.238933 52.385512, 5.238936 52.385513, 5.238935 52.385514, 5.238958 52.385522, 5.238959 52.385518, 5.238963 52.385519, 5.238995 52.38553, 5.238996 52.385534, 5.238999 52.385535, 5.238999 52.385534, 5.239002 52.385535, 5.239002 52.385536, 5.239004 52.385537, 5.239032 52.385541, 5.239177 52.385563, 5.239322 52.385612, 5.239328 52.385605, 5.239182 52.385558, 5.239073 52.385541, 5.239075 52.385538, 5.239078 52.385535, 5.239081 52.385532, 5.239085 52.385529, 5.239089 52.385526, 5.239094 52.385524, 5.239099 52.385522, 5.239104 52.385521, 5.23911 52.385519, 5.239116 52.385519, 5.239122 52.385518, 5.239127 52.385518, 5.239133 52.385518, 5.239139 52.385519, 5.239164 52.385522, 5.239189 52.385527, 5.239212 52.385534, 5.239234 52.385542, 5.239255 52.385551, 5.239274 52.385562, 5.239281 52.385566, 5.239496 52.38564, 5.239508 52.385665, 5.240552 52.386021, 5.24057 52.386026, 5.241776 52.38644, 5.241793 52.386447, 5.241855 52.38647, 5.241871 52.386476, 5.241875 52.386473, 5.241994 52.386509, 5.242011 52.386515, 5.242024 52.38652, 5.242042 52.386526, 5.242096 52.386542, 5.242152 52.386554, 5.242152 52.386554, 5.24217 52.386557, 5.242188 52.386558, 5.242206 52.386558, 5.242224 52.386558, 5.242242 52.386556, 5.242259 52.386553, 5.242276 52.386548, 5.242292 52.386543, 5.242303 52.386538, 5.242353 52.386514, 5.242382 52.386497, 5.242284 52.386601, 5.242958 52.386859)));WarmteAtlas:WarmteNetten_reeks;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:45;
