P50;buurtcode_2023;gemeentecode_2023;buurtcode_2024;gemeentecode_2024;buurtcode_2025;gemeentecode_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;centroid_lat;centroid_lon;geom_wkt;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
6.705138;BU19669998;GM1966;BU19669998;GM1966;BU19669998;GM1966;False;False;53.5568556693979;6.450999163230463;MULTIPOLYGON (((6.443345 53.55243, 6.443567 53.561414, 6.458655 53.561281, 6.45843 53.552297, 6.443345 53.55243)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
6.999332;BU19669998;GM1966;BU19669998;GM1966;BU19669998;GM1966;False;False;53.55672173307777;6.466085812540076;MULTIPOLYGON (((6.45843 53.552297, 6.458655 53.561281, 6.473743 53.561146, 6.473515 53.552162, 6.45843 53.552297)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
6.970554;BU19669998;GM1966;BU19669998;GM1966;BU19669998;GM1966;False;False;53.556585911293254;6.4811723530863015;MULTIPOLYGON (((6.473515 53.552162, 6.473743 53.561146, 6.488831 53.561009, 6.4886 53.552026, 6.473515 53.552162)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
7.746734;BU19669998;GM1966;BU19669998;GM1966;BU19669998;GM1966;False;False;53.55644820407232;6.4962587833499486;MULTIPOLYGON (((6.4886 53.552026, 6.488831 53.561009, 6.503919 53.56087, 6.503685 53.551887, 6.4886 53.552026)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
7.911803;BU19669998;GM1966;BU19669998;GM1966;BU19669998;GM1966;False;False;53.55630861144334;6.5113451018118935;MULTIPOLYGON (((6.503685 53.551887, 6.503919 53.56087, 6.519007 53.56073, 6.518769 53.551747, 6.503685 53.551887)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
8.047665;BU19669998;GM1966;BU19669998;GM1966;BU19669998;GM1966;False;False;53.556167133435075;6.5264313069530875;MULTIPOLYGON (((6.518769 53.551747, 6.519007 53.56073, 6.534095 53.560587, 6.533854 53.551604, 6.518769 53.551747)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
8.177936;BU19669998;GM1966;BU19669998;GM1966;BU19669998;GM1966;False;False;53.55602377007664;6.541517397254556;MULTIPOLYGON (((6.533854 53.551604, 6.534095 53.560587, 6.549182 53.560443, 6.548938 53.55146, 6.533854 53.551604)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
8.605724;BU19669998;GM1966;BU19669998;GM1966;BU19669998;GM1966;False;False;53.55587852139766;6.556603371197411;MULTIPOLYGON (((6.548938 53.55146, 6.549182 53.560443, 6.56427 53.560297, 6.564023 53.551314, 6.548938 53.55146)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
8.950384;BU19669998;GM1966;BU19669998;GM1966;BU19669998;GM1966;False;False;53.55573138742797;6.57168922726283;MULTIPOLYGON (((6.564023 53.551314, 6.56427 53.560297, 6.579357 53.560149, 6.579107 53.551166, 6.564023 53.551314)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
10.447988;BU19669998;GM1966;BU19669998;GM1966;BU19669998;GM1966;False;False;53.55558236819791;6.586774963932081;MULTIPOLYGON (((6.579107 53.551166, 6.579357 53.560149, 6.594445 53.559999, 6.594191 53.551016, 6.579107 53.551166)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
12.212383;BU19669998;GM1966;BU19669998;GM1966;BU19669998;GM1966;False;False;53.55543146373817;6.601860579686497;MULTIPOLYGON (((6.594191 53.551016, 6.594445 53.559999, 6.609532 53.559847, 6.609275 53.550864, 6.594191 53.551016)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
13.659836;BU19669998;GM1966;BU19669998;GM1966;BU19669998;GM1966;False;False;53.555278674079865;6.616946073007509;MULTIPOLYGON (((6.609275 53.550864, 6.609532 53.559847, 6.624619 53.559693, 6.624359 53.55071, 6.609275 53.550864)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
