X;Y;BronNaam;BronTemp;TypeBron;MWth;Status;CapFactor;VolFactor;ProdKost;UitMin;UitMax;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
153370;471161;Blycolin Laundry Bunschoten B V   BUNSCHOTEN;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU03130001;GM0313;3752.0;3752LJ;BU03130001;GM0313;3752.0;3752LJ;BU03130001;GM0313;3752.0;3752LJ;False;False;False;52.22851993274327;5.3633460521461425;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
259063;494825;Textielreiniging Het Springendal B V   OUD OOTMARSUM;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU17742199;GM1774;7637.0;7637PX;BU17742199;GM1774;7637.0;7637PX;BU17742199;GM1774;7637.0;7637PX;False;False;False;52.43132206000997;6.917390519056707;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
156775;387005;CleanLease  EINDHOVEN   De Schakel;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU07726280;GM0772;5651.0;5651GH;BU07726280;GM0772;5651.0;5651GH;BU07726280;GM0772;5651.0;5651GH;False;False;False;51.472100194724426;5.412748244980613;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
161521;387676;CleanLease  EINDHOVEN   Herentalseweg;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU07725320;GM0772;5628.0;5628RD;BU07725320;GM0772;5628.0;5628RD;BU07725320;GM0772;5628.0;5628RD;False;False;False;51.47809654035134;5.481068890163697;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
124209;399130;Newasco Neerlandia B V   RIJEN;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU07840108;GM0784;5121.0;5121DM;BU07840108;GM0784;5121.0;5121DM;BU07840108;GM0784;5121.0;5121DM;False;False;False;51.580246715730446;4.94297501815802;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
49992;390847;LipsPlus Goes B V   GOES;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU06640107;GM0664;4462.0;4462GE;BU06640107;GM0664;4462.0;4462GE;BU06640107;GM0664;4462.0;4462GE;False;False;False;51.49684630647263;3.874944742421232;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
240664;507513;Moderna Textielservice B V   Hardenberg;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU01602802;GM0160;7772.0;7772TJ;BU01602802;GM0160;7772.0;7772TJ;BU01602802;GM0160;7772.0;7772TJ;False;False;False;52.54851615485124;6.6501686414654495;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
103369;484531;Newasco Van Houten B V   HEEMSTEDE;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU03970001;GM0397;2102.0;2102LL;BU03970001;GM0397;2102.0;2102LL;BU03970001;GM0397;2102.0;2102LL;False;False;False;52.34626282450768;4.629485837379025;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
192537;553915;Wasserij de Blinde B V   HEERENVEEN;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU00740108;GM0074;8448.0;8448CG;BU00740108;GM0074;8448.0;8448CG;BU00740108;GM0074;8448.0;8448CG;False;False;False;52.97093238221488;5.945965763590794;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
193690;324801;Rentex AWE  HOENSBROEK;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU09171400;GM0917;6433.0;6433KG;BU09171400;GM0917;6433.0;6433KG;BU09171400;GM0917;6433.0;6433KG;False;False;False;50.91165837246589;5.937300804039546;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
175145;386424;Lavans B V   HELMOND;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU07942901;GM0794;5705.0;5705CT;BU07942901;GM0794;5705.0;5705CT;BU07942901;GM0794;5705.0;5705CT;False;False;False;51.46652013501557;5.677109003132325;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
132423;447034;Vendrig IJsselstein B V   IJSSELSTEIN;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU03530015;GM0353;3401.0;3401MG;BU03530015;GM0353;3401.0;3401MG;BU03530015;GM0353;3401.0;3401MG;False;False;False;52.011210412067236;5.058354261717411;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
161025;471089;CleanLease  NIJKERK;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU02670101;GM0267;3861.0;3861MA;BU02670101;GM0267;3861.0;3861MA;BU02670101;GM0267;3861.0;3861MA;False;False;False;52.227842139135724;5.475388221756355;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
201458;454844;Barth Slijkhuis B V  wasserij textielverzorging  LAAG SOEREN;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU02750007;GM0275;6957.0;6957DM;BU02750007;GM0275;6957.0;6957DM;BU02750007;GM0275;6957.0;6957DM;False;False;False;52.07991610794085;6.064938781845822;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
88265;438561;CleanLease  ROTTERDAM;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU05991853;GM0599;3044.0;3044CK;BU05991853;GM0599;3044.0;3044CK;BU05991853;GM0599;3044.0;3044CK;False;False;False;51.931508876103756;4.416871345227685;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
164404;565188;Rentex Floron B V   BOLSWARD;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU19000004;GM1900;8701.0;8701PR;BU19000004;GM1900;8701.0;8701PR;BU19000004;GM1900;8701.0;8701PR;False;False;False;53.073456998996896;5.527520192829785;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
146590;413801;CWS Nederland BV  DEN BOSCH;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU07961202;GM0796;5221.0;5221ED;BU07961202;GM0796;5221.0;5221ED;BU07961202;GM0796;5221.0;5221ED;False;False;False;51.71289774851636;5.265514174096321;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
182808;329408;Nedlin B V   ELSLOO;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU09710100;GM0971;6181.0;6181MC;BU09710100;GM0971;6181.0;6181MC;BU09710100;GM0971;6181.0;6181MC;False;False;False;50.95370108990173;5.782937091675568;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
182808;329408;Rentex AWE Stein  ELSLOO;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU09710100;GM0971;6181.0;6181MC;BU09710100;GM0971;6181.0;6181MC;BU09710100;GM0971;6181.0;6181MC;False;False;False;50.95370108990173;5.782937091675568;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
159498;434457;LipsPlus Wasverzorging B V   TIEL;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU02810009;GM0281;4005.0;4005EH;BU02810009;GM0281;4005.0;4005EH;BU02810009;GM0281;4005.0;4005EH;False;False;False;51.89860644068836;5.452554579154921;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
235175;496348;Textielreiniging Het Springendal B V   VROOMSHOOP;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU17000403;GM1700;7681.0;7681KG;BU17000403;GM1700;7681.0;7681KG;BU17000403;GM1700;7681.0;7681KG;False;False;False;52.44902352356241;6.566578130647947;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
157654;379698;Ergon Textieldiensten  VELDHOVEN;35.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU08610001;GM0861;5503.0;5503LP;BU08610001;GM0861;5503.0;5503LP;BU08610001;GM0861;5503.0;5503LP;False;False;False;51.406416476904376;5.425344260493897;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
131754;476173;Lamme Textielbeheer BV  NEDERHORST DEN BERG;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU16960601;GM1696;1394.0;1394JD;BU16960601;GM1696;1394.0;1394JD;BU16960601;GM1696;1394.0;1394JD;False;False;False;52.27307874533703;5.046618831648251;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
96107;453040;Cleanlease  ZOETERMEER;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU06370802;GM0637;2723.0;2723RN;BU06370802;GM0637;2723.0;2723RN;BU06371301;GM0637;2723.0;2723RN;True;False;False;52.06252222289195;4.528392897910743;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
119462;479397;British American Tobacco Western Europe Region BV;0.0;voedingsmiddelen_dranken_tabak;0.0;Optie B;0.0;0.0;;;;BU03620401;GM0362;1181.0;1181ZA;BU03620401;GM0362;1181.0;1181ZA;BU03620401;GM0362;1181.0;1181ZA;False;False;False;52.30139819363421;4.866191034561387;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
119727;479406;Nestl0 Nederland BV;0.0;Voedingsmiddelen_dranken_tabak;0.0;Optie B;0.0;0.0;;;;BU03620401;GM0362;1181.0;1181VX;BU03620401;GM0362;1181.0;1181VX;BU03620401;GM0362;1181.0;1181VX;False;False;False;52.30149613067819;4.8700750347595;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
119514;479363;Yakult Nederland BV;0.0;Voedingsmiddelen_dranken_tabak;0.0;Optie B;0.0;0.0;;;;BU03620401;GM0362;1181.0;1181ZA;BU03620401;GM0362;1181.0;1181ZA;BU03620401;GM0362;1181.0;1181ZA;False;False;False;52.30109597825599;4.866956938888182;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
104171;461427;Van der Bijl Mengvoeders BV;0.0;Voedingsmiddelen_dranken_tabak;0.06;Optie B;0.0;0.0;;;;BU04840402;GM0484;2404.0;2404HE;BU04840402;GM0484;2404.0;2404HE;BU04840402;GM0484;2404.0;2404HE;False;False;False;52.13869801255821;4.644725649194164;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
72473;419801;Banketbakkerij Maris BV;0.0;Voedingsmiddelen_dranken_tabak;0.02;Optie B;0.0;0.0;;;;BU19240305;GM1924;3241.0;3241MG;BU19240305;GM1924;3241.0;3241MG;BU19240305;GM1924;3241.0;3241MG;False;False;False;51.760798400799516;4.19178159697097;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
61821;426431;Cakebakkerij Van der Spoel BV;0.0;Voedingsmiddelen_dranken_tabak;0.02;Optie B;0.0;0.0;;;;BU19240204;GM1924;3251.0;3251LX;BU19240204;GM1924;3251.0;3251LX;BU19240204;GM1924;3251.0;3251LX;False;False;False;51.81870363544855;4.035739790187883;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
101124;480364;Melkverwerkingsbedrijf P F  Kamstra BV;0.0;Voedingsmiddelen_dranken_tabak;0.14;Optie B;0.0;0.0;;;;BU05340503;GM0534;2181.0;2181HK;BU05340503;GM0534;2181.0;2181HK;BU05340503;GM0534;2181.0;2181HK;False;False;False;52.308598684308365;4.597208407041054;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
102443;460845;CleanLease  KOUDEKERK A D RIJN;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU04849604;GM0484;2396.0;2396AR;BU04849604;GM0484;2396.0;2396AR;BU04849604;GM0484;2396.0;2396AR;False;False;False;52.13330582491779;4.619576162912485;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
113621;437106;D Z Six Diervoeders BV;0.0;Voedingsmiddelen_dranken_tabak;0.02;Optie B;0.0;0.0;;;;BU19310500;GM1931;2861.0;2861GA;BU19310500;GM1931;2861.0;2861GA;BU19310500;GM1931;2861.0;2861GA;False;False;False;51.92089620782523;4.785698985667395;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
104013;461214;Wasserij Gaverland B V   ALPHEN AAN DEN RIJN;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU04840402;GM0484;2404.0;2404BZ;BU04840402;GM0484;2404.0;2404BZ;BU04840402;GM0484;2404.0;2404BZ;False;False;False;52.13676916013256;4.6424497965901015;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
153146;464509;Newasco Textielreiniging de Hoop B V   AMERSFOORT;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU03070504;GM0307;3812.0;3812PK;BU03070504;GM0307;3812.0;3812PK;BU03070504;GM0307;3812.0;3812PK;False;False;False;52.16873199360149;5.360103599765364;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
193767;429921;CleanLease  OOIJ;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU19451001;GM1945;6576.0;6576JX;BU19451001;GM1945;6576.0;6576JX;BU19451001;GM1945;6576.0;6576JX;False;False;False;51.85650445612509;5.949930101368996;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
109104;450510;Gordijnenwasserij  De  REEUWIJK;0.0;Wasserij;2.0;Optie B;0.0;0.0;;;;BU19010505;GM1901;2811.0;2811EM;BU19010505;GM1901;2811.0;2811EM;BU19010505;GM1901;2811.0;2811EM;False;False;False;52.04101274267189;4.7182480553123005;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
98429;474630;Vleeswarenfabriek Persoon BV;0.0;Voedingsmiddelen_dranken_tabak;1.83;Optie B;0.0;0.0;;;;BU05530203;GM0553;2161.0;2161HM;BU05530203;GM0553;2161.0;2161HM;BU05530203;GM0553;2161.0;2161HM;False;False;False;52.25679692973901;4.558655629654989;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
94778;470011;J G  van der Mey Vleesbewerking BV;0.0;Voedingsmiddelen_dranken_tabak;1.83;Optie B;0.0;0.0;;;;BU15251303;GM1525;2171.0;2171AG;BU15251303;GM1525;2171.0;2171AG;BU15251303;GM1525;2171.0;2171AG;False;False;False;52.214899282405476;4.506010230625962;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
103929;421352;Pelican Rouge Coffee Roasters BV;0.0;Voedingsmiddelen_dranken_tabak;0.68;Optie B;0.0;0.0;;;;BU05051911;GM0505;3316.0;3316EC;BU05051911;GM0505;3316.0;3316EC;BU05051911;GM0505;3316.0;3316EC;False;False;False;51.778498370655676;4.647152301547151;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
73646;412894;Maitre Andre BV;0.0;Voedingsmiddelen_dranken_tabak;0.74;Optie B;0.0;0.0;;;;BU19240605;GM1924;3255.0;3255SC;BU19240605;GM1924;3255.0;3255SC;BU19240605;GM1924;3255.0;3255SC;False;False;False;51.69889774488907;4.210386984484301;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
110275;455894;Kaashandel Noordhoek VOF;0.0;Voedingsmiddelen_dranken_tabak;1.11;Optie B;0.0;0.0;;;;BU19010202;GM1901;2411.0;2411NM;BU19010202;GM1901;2411.0;2411NM;BU19010202;GM1901;2411.0;2411NM;False;False;False;52.08949761196392;4.734609639408022;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
95258;463240;Het Kaasmerk BV;0.0;Voedingsmiddelen_dranken_tabak;3.27;Optie B;0.0;0.0;;;;BU05460400;GM0546;2314.0;2314XM;BU05460400;GM0546;2314.0;2314XM;BU05460400;GM0546;2314.0;2314XM;False;False;False;52.1541002766782;4.514225027449722;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
95754;453008;J F  Luiten Vleeswaren BV;0.0;Voedingsmiddelen_dranken_tabak;1.45;Optie B;0.0;0.0;;;;BU06370802;GM0637;2723.0;2723RR;BU06370802;GM0637;2723.0;2723RR;BU06371301;GM0637;2723.0;2723RR;True;False;False;52.06219699601594;4.523251366390426;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
79001;433106;Gerkens Cacao BV;0.0;Voedingsmiddelen_dranken_tabak;1.48;Optie B;0.0;0.0;;;;BU05992306;GM0599;3197.0;3197KS;BU05992306;GM0599;3197.0;3197KS;BU05992306;GM0599;3197.0;3197KS;False;False;False;51.88129646419609;4.283398942621064;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
93360;434667;Quaker Oats BV;0.0;Voedingsmiddelen_dranken_tabak;1.72;Optie B;0.0;0.0;;;;BU05991571;GM0599;3081.0;3081AA;BU05991571;GM0599;3081.0;3081AA;BU05991571;GM0599;3081.0;3081AA;False;False;False;51.897100126747276;4.491641526595619;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
93647;451409;NV Nutricia;0.0;Voedingsmiddelen_dranken_tabak;1.72;Optie B;0.0;0.0;;;;BU06370800;GM0637;2712.0;2712HM;BU06370800;GM0637;2712.0;2712SN;BU06371304;GM0637;2712.0;2712SN;True;False;False;52.04759717189787;4.492816831046559;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
83727;448426;Unilever Nederland Foods Factories BV;0.0;Voedingsmiddelen_dranken_tabak;2.96;Optie B;0.0;0.0;;;;BU05031100;GM0503;2611.0;2611XT;BU05031100;GM0503;2611.0;2611XT;BU05031100;GM0503;2611.0;2611XT;False;False;False;52.01960242496639;4.348848742467861;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
70696;426685;Farm Frites BV;0.0;Voedingsmiddelen_dranken_tabak;3.73;Optie B;0.0;0.0;;;;BU19921003;GM1992;3227.0;3227CD;BU19921003;GM1992;3227.0;3227CD;BU19921003;GM1992;3227.0;3227CD;False;False;False;51.82239787336338;4.164370868264162;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
86963;435384;Naamloze Vennootschap Linde Gas Benelux;0.0;Voedingsmiddelen_dranken_tabak;4.29;Optie B;0.0;0.0;;;;BU06060202;GM0606;3115.0;3115HC;BU06060202;GM0606;3115.0;3115HC;BU06060202;GM0606;3115.0;3115HC;False;False;False;51.90279888428879;4.398571113284518;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
68016;441498;Archer Daniels Midland Europoort BV;0.0;Voedingsmiddelen_dranken_tabak;6.92;Optie B;0.0;0.0;;;;BU05992307;GM0599;3198.0;3198LC;BU05992307;GM0599;3198.0;3198LC;BU05992307;GM0599;3198.0;3198LC;False;False;False;51.955103680967774;4.121766559700007;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
103277;424496;Loders Croklaan BV;0.0;Voedingsmiddelen_dranken_tabak;6.92;Optie B;0.0;0.0;;;;BU06420701;GM0642;3336.0;3336LE;BU06420701;GM0642;3336.0;3336LE;BU06420701;GM0642;3336.0;3336LE;False;False;False;51.80669593028557;4.637235556869017;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
103277;424496;Sime Darby Unimills BV;0.0;Voedingsmiddelen_dranken_tabak;6.92;Optie B;0.0;0.0;;;;BU06420701;GM0642;3336.0;3336LE;BU06420701;GM0642;3336.0;3336LE;BU06420701;GM0642;3336.0;3336LE;False;False;False;51.80669593028557;4.637235556869017;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
125195;426844;Promelca BV;0.0;Voedingsmiddelen_dranken_tabak;11.09;Optie B;0.0;0.0;;;;BU05120800;GM0512;4202.0;4202MA;BU05120800;GM0512;4202.0;4202MA;BU05120800;GM0512;4202.0;4202MA;False;False;False;51.829400791274004;4.954825286026909;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
106381;448521;Steenland Chocolate BV;0.0;Voedingsmiddelen_dranken_tabak;0.09;Optie B;0.0;0.0;;;;BU05130304;GM0513;2803.0;2803PA;BU05130304;GM0513;2803.0;2803PA;BU05130304;GM0513;2803.0;2803PA;False;False;False;52.02290440268332;4.678844636438329;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
107911;445902;Compaxo Fijne Vleeswaren BV;0.0;Voedingsmiddelen_dranken_tabak;1.45;Optie B;0.0;0.0;;;;BU05130203;GM0513;2802.0;2802RC;BU05130203;GM0513;2802.0;2802RC;BU05130203;GM0513;2802.0;2802RC;False;False;False;51.99949784330972;4.701494713772971;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
166984;446407;Hertog Diervoeders Veenendaal BV;35.0;Voedingsmiddelen_dranken_tabak;0.61;Optie B;0.0;0.0;;;;BU03450228;GM0345;3903.0;3903LD;BU03450228;GM0345;3903.0;3903LD;BU03450228;GM0345;3903.0;3903LD;False;False;False;52.00590414306058;5.5617367663935715;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
166576;448764;IJssalon Antonio Wageningen;35.0;Voedingsmiddelen_dranken_tabak;0.57;Optie B;0.0;0.0;;;;BU03450099;GM0345;3901.0;3901AP;BU03450099;GM0345;3901.0;3901AP;BU03450099;GM0345;3901.0;3901AP;False;False;False;52.027097753795225;5.555874523206511;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
167214;447208;Sanorice Netherlands BV;35.0;Voedingsmiddelen_dranken_tabak;5.7;Optie B;0.0;0.0;;;;BU03450225;GM0345;3903.0;3903KB;BU03450225;GM0345;3903.0;3903KB;BU03450225;GM0345;3903.0;3903KB;False;False;False;52.013098591623525;5.565115052094165;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
165577;450119;Veldt Banket BV;35.0;Voedingsmiddelen_dranken_tabak;1.33;Optie B;0.0;0.0;;;;BU03450555;GM0345;3905.0;3905TC;BU03450555;GM0345;3905.0;3905TC;BU03450555;GM0345;3905.0;3905TC;False;False;False;52.03929657527634;5.541360313577932;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
167812;446575;Verkade Veenendaal BV;35.0;Voedingsmiddelen_dranken_tabak;1.43;Optie B;0.0;0.0;;;;BU03450225;GM0345;3903.0;3903LX;BU03450225;GM0345;3903.0;3903LX;BU03450225;GM0345;3903.0;3903LX;False;False;False;52.007395625120644;5.573801910169795;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
201497;503390;Abbott Laboratories BV;0.0;Voedingsmiddelen_dranken_tabak;0.0;Optie B;0.0;0.0;;;;BU01932000;GM0193;8041.0;8041AJ;BU01932000;GM0193;8041.0;8041AJ;BU01932000;GM0193;8041.0;8041AJ;False;False;False;52.51620384696458;6.0722016516842965;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
205469;501693;Algra Mocca D Or Zwolle BV;0.0;Voedingsmiddelen_dranken_tabak;0.0;Optie B;0.0;0.0;;;;BU01934110;GM0193;8013.0;8013RA;BU01934110;GM0193;8013.0;8013RA;BU01934110;GM0193;8013.0;8013RA;False;False;False;52.50060109118035;6.130456104828754;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
