PK_UID;Bedrijf;EU_ID;NL_ID;Straatnaam;Gemeente;Nr;PostCode;lat;lon;NUTSRegio;NACECode;NACENaam;Sector_Co0;Act_Code;Activiteit;Emissie;kton2010;kton2015;kton2016;kton2017;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
3;Clauscentrale;9295;4001;Voortstraat;Maasbracht;19;6051JP;51.154460003065076;5.907180002632553;Midden-Limburg;35.14;Trade of electricity;1;1.(c);Thermal power stations and other combustion installations;CO2 EXCL BIOMASS;568;0;0;0;;GM1641;;;;GM1641;;;;GM1641;;;False;False;False;WarmteAtlas:CO2emissieEcentrales;;;
