codering;categorie;scenario;jaar;ev_aantal;totaal
BU05900401;bestelauto;low;2050;70.87833640762807;38.0
BU05900402;bestelauto;low;2050;40.38017677712415;11.0
BU05900501;bestelauto;low;2050;81.68144406526297;1.0
BU05900502;bestelauto;low;2050;72.83159875698712;1.0
BU05900503;bestelauto;low;2050;64.09382680837278;1.0
BU05900504;bestelauto;low;2050;8.944507441908087;0.0
BU05900601;bestelauto;low;2050;83.92720979530054;0.0
BU05900602;bestelauto;low;2050;266.9575161022831;0.0
BU05900702;bestelauto;low;2050;69.01299417522117;0.0
BU05900703;bestelauto;low;2050;74.07857584140882;0.0
BU05900704;bestelauto;low;2050;28.619303204700984;0.0
BU05900705;bestelauto;low;2050;21.514966300503666;0.0
BU05900801;bestelauto;low;2050;0.6260964460916226;0.0
BU05900901;bestelauto;low;2050;44.64787046005581;3.0
BU05900902;bestelauto;low;2050;11.161967615013952;0.0
BU06420101;bestelauto;low;2050;42.49751686495432;0.0
BU06420102;bestelauto;low;2050;35.63516923022406;0.0
BU06420104;bestelauto;low;2050;29.124021454799248;0.0
BU06420106;bestelauto;low;2050;9.378169502494815;0.0
BU06420107;bestelauto;low;2050;41.248399338921374;0.0
BU06420108;bestelauto;low;2050;58.35980775070013;0.0
BU06420109;bestelauto;low;2050;45.52783490562759;0.0
BU06420110;bestelauto;low;2050;28.36598908626638;0.0
BU06420111;bestelauto;low;2050;27.188022023487065;0.0
BU06420112;bestelauto;low;2050;67.49798496522786;0.0
BU06420113;bestelauto;low;2050;13.503339523556104;0.0
BU06420114;bestelauto;low;2050;32.15668585866784;1.0
BU06420115;bestelauto;low;2050;24.059571842966637;0.0
BU06420201;bestelauto;low;2050;25.87901327715079;0.0
BU06420202;bestelauto;low;2050;8.34266270941587;0.0
BU06420203;bestelauto;low;2050;33.66045094310546;1.0
BU06420205;bestelauto;low;2050;17.111684368504527;0.0
BU06420206;bestelauto;low;2050;39.59638064630316;0.0
BU06420207;bestelauto;low;2050;38.270662760203166;0.0
BU06420208;bestelauto;low;2050;33.19017574527022;0.0
BU06420209;bestelauto;low;2050;98.10022736657316;0.0
BU06420301;bestelauto;low;2050;131.96735011729237;0.0
BU06420302;bestelauto;low;2050;59.75121307093007;0.0
BU06420303;bestelauto;low;2050;62.8028681462323;0.0
BU06420304;bestelauto;low;2050;30.363582789846237;0.0
BU06420305;bestelauto;low;2050;28.82909071840486;0.0
BU06420307;bestelauto;low;2050;27.61537461473981;0.0
BU06420308;bestelauto;low;2050;12.239891902759249;0.0
BU06420309;bestelauto;low;2050;13.952459518767435;0.0
BU06420310;bestelauto;low;2050;44.36767543387192;0.0
BU06420311;bestelauto;low;2050;20.306189711450813;0.0
BU06420312;bestelauto;low;2050;39.48298607976063;0.0
BU06420313;bestelauto;low;2050;55.69256008396613;0.0
BU06420402;bestelauto;low;2050;46.54510864839106;0.0
BU06420403;bestelauto;low;2050;53.93334424588633;0.0
BU06420404;bestelauto;low;2050;35.60121137055434;0.0
BU06420405;bestelauto;low;2050;21.02939383010573;0.0
BU06420406;bestelauto;low;2050;49.80971586734197;0.0
BU06420407;bestelauto;low;2050;13.93968478178776;0.0
BU06420408;bestelauto;low;2050;35.346991881444424;0.0
BU06420410;bestelauto;low;2050;100.0594899311688;0.0
BU06420503;bestelauto;low;2050;4.256076818586012;0.0
BU06420504;bestelauto;low;2050;27.190070846794896;0.0
BU06420505;bestelauto;low;2050;14.167908798723431;0.0
BU06420506;bestelauto;low;2050;27.641425525196468;0.0
BU06420507;bestelauto;low;2050;43.89854083235453;0.0
BU06420508;bestelauto;low;2050;62.16886330817559;0.0
BU06420509;bestelauto;low;2050;24.16368516778501;0.0
BU06420510;bestelauto;low;2050;41.70264833825898;0.0
BU06420511;bestelauto;low;2050;20.062031100322656;0.0
BU06420512;bestelauto;low;2050;37.23418132388071;0.0
BU06420513;bestelauto;low;2050;18.22731777547865;0.0
BU06420514;bestelauto;low;2050;41.08509001654248;1.0
BU06420515;bestelauto;low;2050;9.803087494950294;0.0
BU06420602;bestelauto;low;2050;35.8155710531824;17.0
BU06420604;bestelauto;low;2050;61.74554358280872;17.0
BU06420606;bestelauto;low;2050;29.60506587003349;17.0
BU06420607;bestelauto;low;2050;34.66821044638463;17.0
BU04820101;vrachtauto;low;2050;4.364315879273764;0.0
BU04820102;vrachtauto;low;2050;4.364315879273764;0.0
BU04820103;vrachtauto;low;2050;19.18038352546468;0.0
BU04820105;vrachtauto;low;2050;4.9936694679222215;3.0
BU04820201;vrachtauto;low;2050;4.9936694679222215;0.0
BU04820202;vrachtauto;low;2050;13.94496033279472;0.0
BU04820205;vrachtauto;low;2050;4.364315879273764;0.0
BU04820301;vrachtauto;low;2050;4.364315879273764;0.0
BU04820303;vrachtauto;low;2050;4.364315879273764;0.0
BU04820305;vrachtauto;low;2050;4.364315879273764;0.0
BU04820306;vrachtauto;low;2050;4.364315879273764;0.0
BU04820307;vrachtauto;low;2050;4.364315879273764;0.0
BU04820401;vrachtauto;low;2050;4.364315879273764;0.0
BU04820402;vrachtauto;low;2050;4.364315879273764;0.0
BU04820501;vrachtauto;low;2050;169.90933602339672;19.0
BU04820502;vrachtauto;low;2050;15.722263437665536;4.0
BU04820503;vrachtauto;low;2050;313.1341929918369;19.0
BU04820604;vrachtauto;low;2050;4.364315879273764;4.0
BU00340101;vrachtauto;low;2050;4.364315879273764;0.0
BU05050100;vrachtauto;low;2050;4.364315879273764;1.0
BU05050101;vrachtauto;low;2050;2.318042330602744;1.0
BU05050102;vrachtauto;low;2050;4.364315879273764;1.0
BU05050103;vrachtauto;low;2050;4.364315879273764;1.0
BU05050105;vrachtauto;low;2050;2.046273321721576;1.0
BU05050106;vrachtauto;low;2050;4.364315879273764;1.0
BU05050110;vrachtauto;low;2050;4.364315879273764;0.0
BU05050112;vrachtauto;low;2050;4.364315879273764;1.0
BU05050200;vrachtauto;low;2050;4.364315879273764;2.0
BU05050201;vrachtauto;low;2050;4.364315879273764;0.0
BU05050202;vrachtauto;low;2050;4.364315879273764;1.0
BU05050203;vrachtauto;low;2050;4.364315879273764;0.0
BU05050205;vrachtauto;low;2050;4.364315879273764;1.0
BU05050206;vrachtauto;low;2050;4.364315879273764;1.0
BU05050301;vrachtauto;low;2050;4.364315879273764;0.0
BU05050303;vrachtauto;low;2050;4.364315879273764;0.0
BU05050304;vrachtauto;low;2050;4.364315879273764;0.0
BU05050305;vrachtauto;low;2050;4.364315879273764;0.0
BU05050306;vrachtauto;low;2050;4.364315879273764;0.0
BU05050307;vrachtauto;low;2050;4.364315879273764;0.0
BU05050400;vrachtauto;low;2050;4.364315879273764;0.0
BU05050401;vrachtauto;low;2050;4.364315879273764;0.0
BU05050403;vrachtauto;low;2050;4.364315879273764;0.0
BU05050502;vrachtauto;low;2050;4.364315879273764;1.0
BU05050503;vrachtauto;low;2050;4.364315879273764;2.0
BU05050504;vrachtauto;low;2050;4.364315879273764;1.0
BU05050506;vrachtauto;low;2050;4.364315879273764;0.0
BU05050507;vrachtauto;low;2050;4.364315879273764;1.0
BU05050508;vrachtauto;low;2050;4.364315879273764;1.0
BU05050509;vrachtauto;low;2050;2.318042330602744;1.0
BU05050601;vrachtauto;low;2050;4.364315879273764;0.0
BU05050602;vrachtauto;low;2050;4.364315879273764;0.0
BU05050604;vrachtauto;low;2050;4.364315879273764;0.0
BU05050607;vrachtauto;low;2050;4.9936694679222215;0.0
BU05050608;vrachtauto;low;2050;94.68653923083498;0.0
BU05050700;vrachtauto;low;2050;4.364315879273764;0.0
BU05050707;vrachtauto;low;2050;4.364315879273764;0.0
BU05050708;vrachtauto;low;2050;4.364315879273764;0.0
BU05050800;vrachtauto;low;2050;4.364315879273764;0.0
BU05050901;vrachtauto;low;2050;4.364315879273764;1.0
BU05050904;vrachtauto;low;2050;4.364315879273764;0.0
BU05050908;vrachtauto;low;2050;4.364315879273764;0.0
BU05050909;vrachtauto;low;2050;4.364315879273764;0.0
BU05050910;vrachtauto;low;2050;4.364315879273764;0.0
BU05051001;vrachtauto;low;2050;4.9936694679222215;0.0
BU05051002;vrachtauto;low;2050;4.9936694679222215;0.0
BU05051003;vrachtauto;low;2050;24.43556168221044;0.0
BU05051006;vrachtauto;low;2050;4.9936694679222215;0.0
BU05051007;vrachtauto;low;2050;4.9936694679222215;0.0
BU05051010;vrachtauto;low;2050;4.364315879273764;0.0
BU05051011;vrachtauto;low;2050;4.364315879273764;0.0
BU05051013;vrachtauto;low;2050;4.364315879273764;0.0
BU05051100;vrachtauto;low;2050;4.9936694679222215;0.0
BU05051103;vrachtauto;low;2050;4.364315879273764;0.0
BU05051104;vrachtauto;low;2050;4.9936694679222215;0.0
BU05051105;vrachtauto;low;2050;4.364315879273764;0.0
BU05051106;vrachtauto;low;2050;4.364315879273764;0.0
BU05051108;vrachtauto;low;2050;4.364315879273764;0.0
BU05051109;vrachtauto;low;2050;4.364315879273764;0.0
BU05051900;vrachtauto;low;2050;4.9936694679222215;0.0
BU05051901;vrachtauto;low;2050;18.134210944732217;0.0
BU05051902;vrachtauto;low;2050;4.9936694679222215;0.0
BU05051903;vrachtauto;low;2050;4.9936694679222215;1.0
BU05051905;vrachtauto;low;2050;4.9936694679222215;0.0
BU05051906;vrachtauto;low;2050;2.6523142531123107;0.0
BU05051907;vrachtauto;low;2050;172.08766084420952;0.0
BU05051909;vrachtauto;low;2050;4.364315879273764;1.0
BU05051910;vrachtauto;low;2050;116.54037791348368;1.0
BU05051911;vrachtauto;low;2050;4.9936694679222215;1.0
BU05051914;vrachtauto;low;2050;4.9936694679222215;0.0
BU05051915;vrachtauto;low;2050;4.9936694679222215;0.0
BU05051916;vrachtauto;low;2050;16.811425848071924;1.0
BU05051917;vrachtauto;low;2050;56.09186413592905;4.0
BU05051919;vrachtauto;low;2050;4.9936694679222215;0.0
BU05059800;vrachtauto;low;2050;4.9936694679222215;0.0
BU05059804;vrachtauto;low;2050;4.9936694679222215;0.0
BU00140000;vrachtauto;low;2050;2.318042330602744;0.0
BU00140001;vrachtauto;low;2050;4.364315879273764;3.0
BU00140002;vrachtauto;low;2050;4.364315879273764;1.0
BU00140003;vrachtauto;low;2050;4.364315879273764;0.0
BU00140005;vrachtauto;low;2050;4.364315879273764;0.0
BU00140008;vrachtauto;low;2050;4.364315879273764;1.0
BU00140100;vrachtauto;low;2050;4.364315879273764;0.0
BU00140101;vrachtauto;low;2050;4.364315879273764;1.0
BU00140102;vrachtauto;low;2050;4.364315879273764;0.0
BU00140103;vrachtauto;low;2050;4.364315879273764;1.0
BU00140104;vrachtauto;low;2050;4.364315879273764;2.0
BU00140106;vrachtauto;low;2050;4.364315879273764;1.0
BU00140108;vrachtauto;low;2050;4.9936694679222215;1.0
BU00140200;vrachtauto;low;2050;4.364315879273764;0.0
BU00140201;vrachtauto;low;2050;4.364315879273764;0.0
BU00140202;vrachtauto;low;2050;4.9936694679222215;0.0
BU00140203;vrachtauto;low;2050;4.364315879273764;0.0
BU00140300;vrachtauto;low;2050;25.050735439346955;15.0
BU00140301;vrachtauto;low;2050;4.364315879273764;0.0
BU00140302;vrachtauto;low;2050;4.364315879273764;0.0
BU00140400;vrachtauto;low;2050;4.9936694679222215;2.0
BU00140401;vrachtauto;low;2050;4.364315879273764;2.0
BU00140402;vrachtauto;low;2050;4.364315879273764;1.0
BU00140403;vrachtauto;low;2050;4.9936694679222215;1.0
BU00140404;vrachtauto;low;2050;4.9936694679222215;0.0
BU00140500;vrachtauto;low;2050;4.364315879273764;0.0
BU00140502;vrachtauto;low;2050;47.923146057881134;0.0
BU00140503;vrachtauto;low;2050;4.9936694679222215;0.0
BU00140505;vrachtauto;low;2050;4.9936694679222215;0.0
BU00140506;vrachtauto;low;2050;45.74482123706836;0.0
BU00140507;vrachtauto;low;2050;95.84629211576228;0.0
BU00140508;vrachtauto;low;2050;59.90393257235142;0.0
BU00140510;vrachtauto;low;2050;4.9936694679222215;0.0
BU00140600;vrachtauto;low;2050;4.364315879273764;0.0
BU00140601;vrachtauto;low;2050;4.364315879273764;0.0
BU00140602;vrachtauto;low;2050;4.364315879273764;0.0
BU00140604;vrachtauto;low;2050;4.364315879273764;2.0
BU00140605;vrachtauto;low;2050;4.364315879273764;2.0
BU00140700;vrachtauto;low;2050;4.9936694679222215;2.0
BU00140701;vrachtauto;low;2050;4.9936694679222215;2.0
BU00140705;vrachtauto;low;2050;4.364315879273764;0.0
BU00140800;vrachtauto;low;2050;4.9936694679222215;4.0
BU00140802;vrachtauto;low;2050;94.21254850015268;3.0
BU00140806;vrachtauto;low;2050;4.364315879273764;2.0
BU00140809;vrachtauto;low;2050;4.9936694679222215;2.0
BU00140810;vrachtauto;low;2050;4.364315879273764;1.0
BU00140811;vrachtauto;low;2050;4.9936694679222215;3.0
BU00140812;vrachtauto;low;2050;4.9936694679222215;3.0
BU00140900;vrachtauto;low;2050;4.364315879273764;4.0
BU00140901;vrachtauto;low;2050;4.9936694679222215;3.0
BU00140904;vrachtauto;low;2050;4.364315879273764;1.0
BU00140905;vrachtauto;low;2050;4.9936694679222215;1.0
BU00140906;vrachtauto;low;2050;4.364315879273764;3.0
BU00140907;vrachtauto;low;2050;4.9936694679222215;2.0
BU00141000;vrachtauto;low;2050;4.364315879273764;0.0
BU00141001;vrachtauto;low;2050;4.364315879273764;1.0
BU00141002;vrachtauto;low;2050;4.9936694679222215;2.0
BU00141100;vrachtauto;low;2050;4.364315879273764;0.0
BU00141101;vrachtauto;low;2050;4.364315879273764;0.0
BU00141103;vrachtauto;low;2050;4.364315879273764;0.0
BU00141104;vrachtauto;low;2050;4.9936694679222215;0.0
BU00141105;vrachtauto;low;2050;4.9936694679222215;0.0
BU00141106;vrachtauto;low;2050;4.364315879273764;0.0
BU00141200;vrachtauto;low;2050;4.364315879273764;2.0
BU00141201;vrachtauto;low;2050;4.364315879273764;0.0
BU00141202;vrachtauto;low;2050;4.364315879273764;0.0
BU00141203;vrachtauto;low;2050;15.411303880010031;0.0
BU00141204;vrachtauto;low;2050;14.633101027259148;0.0
BU00141209;vrachtauto;low;2050;4.364315879273764;0.0
BU00141211;vrachtauto;low;2050;4.364315879273764;0.0
BU00141300;vrachtauto;low;2050;4.364315879273764;0.0
BU00141301;vrachtauto;low;2050;19.18038352546468;0.0
BU00141400;vrachtauto;low;2050;4.364315879273764;1.0
BU00141401;vrachtauto;low;2050;4.364315879273764;2.0
BU00141402;vrachtauto;low;2050;4.364315879273764;2.0
BU00141405;vrachtauto;low;2050;4.364315879273764;0.0
BU00141501;vrachtauto;low;2050;4.364315879273764;4.0
BU00141503;vrachtauto;low;2050;4.364315879273764;2.0
BU00141504;vrachtauto;low;2050;4.364315879273764;0.0
BU00141506;vrachtauto;low;2050;2.341354955133357;1.0
BU00141600;vrachtauto;low;2050;18.67879214993541;1.0
BU00141602;vrachtauto;low;2050;4.364315879273764;1.0
BU00141603;vrachtauto;low;2050;4.9936694679222215;0.0
BU00141604;vrachtauto;low;2050;4.364315879273764;3.0
BU00141605;vrachtauto;low;2050;4.364315879273764;2.0
BU00141700;vrachtauto;low;2050;4.364315879273764;0.0
BU00141701;vrachtauto;low;2050;4.9936694679222215;0.0
BU00141702;vrachtauto;low;2050;4.364315879273764;0.0
BU00141703;vrachtauto;low;2050;4.364315879273764;0.0
BU00141706;vrachtauto;low;2050;4.9936694679222215;0.0
BU00141708;vrachtauto;low;2050;4.364315879273764;0.0
BU00141800;vrachtauto;low;2050;4.364315879273764;0.0
BU00141801;vrachtauto;low;2050;4.364315879273764;0.0
BU00141802;vrachtauto;low;2050;4.364315879273764;0.0
BU00141900;vrachtauto;low;2050;4.364315879273764;0.0
BU00141901;vrachtauto;low;2050;4.364315879273764;0.0
BU00141902;vrachtauto;low;2050;4.364315879273764;0.0
BU00141903;vrachtauto;low;2050;4.364315879273764;0.0
BU05230101;vrachtauto;low;2050;4.364315879273764;0.0
BU05230102;vrachtauto;low;2050;4.9936694679222215;0.0
BU05230103;vrachtauto;low;2050;4.364315879273764;0.0
BU05230106;vrachtauto;low;2050;62.62683859836739;0.0
BU05230107;vrachtauto;low;2050;153.5718998673009;0.0
BU05230201;vrachtauto;low;2050;16.882017361299035;0.0
BU05230301;vrachtauto;low;2050;4.9936694679222215;0.0
BU05230302;vrachtauto;low;2050;4.9936694679222215;0.0
BU05230303;vrachtauto;low;2050;4.364315879273764;0.0
BU05230305;vrachtauto;low;2050;4.9936694679222215;0.0
BU05230306;vrachtauto;low;2050;4.9936694679222215;0.0
BU05230401;vrachtauto;low;2050;4.9936694679222215;0.0
BU05230402;vrachtauto;low;2050;4.9936694679222215;0.0
BU05230403;vrachtauto;low;2050;4.364315879273764;0.0
BU05230405;vrachtauto;low;2050;4.364315879273764;1.0
BU05310101;vrachtauto;low;2050;4.364315879273764;1.0
BU05310102;vrachtauto;low;2050;4.9936694679222215;0.0
BU05310103;vrachtauto;low;2050;4.9936694679222215;0.0
BU05310201;vrachtauto;low;2050;4.364315879273764;1.0
BU05310202;vrachtauto;low;2050;4.364315879273764;1.0
BU05310203;vrachtauto;low;2050;4.9936694679222215;1.0
BU05310204;vrachtauto;low;2050;4.9936694679222215;2.0
BU05310301;vrachtauto;low;2050;4.364315879273764;0.0
BU05310302;vrachtauto;low;2050;4.9936694679222215;0.0
BU05310400;vrachtauto;low;2050;4.364315879273764;2.0
BU05310501;vrachtauto;low;2050;55.547282930725856;0.0
BU05310502;vrachtauto;low;2050;4.9936694679222215;0.0
BU05900102;vrachtauto;low;2050;13.469012852351792;0.0
BU05900103;vrachtauto;low;2050;4.364315879273764;0.0
BU05900105;vrachtauto;low;2050;4.364315879273764;0.0
BU05900106;vrachtauto;low;2050;4.9936694679222215;0.0
BU05900107;vrachtauto;low;2050;4.9936694679222215;0.0
BU05900201;vrachtauto;low;2050;4.364315879273764;0.0
BU05900301;vrachtauto;low;2050;4.364315879273764;0.0
BU05900302;vrachtauto;low;2050;2.046273321721576;0.0
BU05900402;vrachtauto;low;2050;4.364315879273764;0.0
BU05900501;vrachtauto;low;2050;4.364315879273764;0.0
BU05900502;vrachtauto;low;2050;4.364315879273764;0.0
BU05900503;vrachtauto;low;2050;4.364315879273764;0.0
BU05900504;vrachtauto;low;2050;2.341354955133357;0.0
BU05900601;vrachtauto;low;2050;4.9936694679222215;0.0
BU05900602;vrachtauto;low;2050;123.075352375922;0.0
BU05900703;vrachtauto;low;2050;4.364315879273764;0.0
BU05900705;vrachtauto;low;2050;4.9936694679222215;0.0
BU05900801;vrachtauto;low;2050;4.364315879273764;0.0
BU05900902;vrachtauto;low;2050;4.9936694679222215;0.0
BU06420101;vrachtauto;low;2050;4.364315879273764;0.0
BU06420104;vrachtauto;low;2050;4.364315879273764;0.0
BU06420107;vrachtauto;low;2050;4.364315879273764;0.0
BU06420108;vrachtauto;low;2050;4.364315879273764;0.0
BU06420109;vrachtauto;low;2050;4.364315879273764;0.0
BU06420112;vrachtauto;low;2050;4.364315879273764;0.0
BU06420207;vrachtauto;low;2050;4.364315879273764;0.0
BU06420209;vrachtauto;low;2050;4.364315879273764;0.0
BU06420301;vrachtauto;low;2050;4.9936694679222215;0.0
BU06420302;vrachtauto;low;2050;4.9936694679222215;0.0
BU06420307;vrachtauto;low;2050;2.046273321721576;0.0
BU06420308;vrachtauto;low;2050;4.364315879273764;0.0
BU06420309;vrachtauto;low;2050;4.9936694679222215;0.0
BU06420310;vrachtauto;low;2050;4.364315879273764;0.0
BU06420312;vrachtauto;low;2050;4.364315879273764;0.0
BU06420313;vrachtauto;low;2050;4.364315879273764;0.0
BU06420401;vrachtauto;low;2050;4.364315879273764;0.0
BU06420402;vrachtauto;low;2050;4.364315879273764;0.0
BU06420403;vrachtauto;low;2050;4.364315879273764;0.0
BU06420404;vrachtauto;low;2050;4.364315879273764;0.0
BU06420405;vrachtauto;low;2050;4.364315879273764;0.0
BU06420406;vrachtauto;low;2050;4.364315879273764;0.0
BU06420408;vrachtauto;low;2050;4.364315879273764;0.0
BU06420410;vrachtauto;low;2050;4.9936694679222215;0.0
BU06420512;vrachtauto;low;2050;4.364315879273764;0.0
BU06420514;vrachtauto;low;2050;4.9936694679222215;0.0
BU06420515;vrachtauto;low;2050;4.364315879273764;0.0
BU06420604;vrachtauto;low;2050;4.364315879273764;2.0
BU04820204;auto;middle;2025;0.0874819493789232;0.0
BU05050606;auto;middle;2025;0.0172907547993619;0.0
BU05050706;auto;middle;2025;0.059139592865948803;0.0
BU05050709;auto;middle;2025;1.257611451169693;0.0
BU05050711;auto;middle;2025;0.05303185346515481;0.0
BU05051000;auto;middle;2025;0.0878001888809728;0.0
BU05051004;auto;middle;2025;55.32436875798122;25.0
BU05051912;auto;middle;2025;0.25893615458890207;0.0
BU00140007;auto;middle;2025;0.0348735292476696;0.0
BU00140510;auto;middle;2025;0.7502117287206513;0.0
BU00141107;auto;middle;2025;0.16741770781970441;0.0
BU00141207;auto;middle;2025;0.2276061960909248;0.0
BU00141705;auto;middle;2025;1.1144041540092886;0.0
BU00141803;auto;middle;2025;0.2489383123135085;0.0
BU00141907;auto;middle;2025;0.2473844053836415;0.0
BU05230304;auto;middle;2025;0.0254611421741913;0.0
BU05230310;auto;middle;2025;1.706376044055102;0.0
BU05230404;auto;middle;2025;0.1645181526659995;0.0
BU06420103;auto;middle;2025;0.0420419464746102;0.0
BU06420106;auto;middle;2025;0.0420419464746102;0.0
BU06420306;auto;middle;2025;0.0211304565797014;0.0
BU06420501;auto;middle;2025;0.0185575768898961;0.0
BU04820101;bestelauto;middle;2025;2.5864240601635378;0.0
BU04820102;bestelauto;middle;2025;1.1902925920098195;0.0
BU04820103;bestelauto;middle;2025;3.5398058448280736;0.0
BU04820201;bestelauto;middle;2025;4.640900696272228;0.0
BU04820202;bestelauto;middle;2025;1.7880051591386954;0.0
BU04820203;bestelauto;middle;2025;1.275812627151005;0.0
BU04820204;bestelauto;middle;2025;0.0243197556802735;0.0
BU04820205;bestelauto;middle;2025;2.015896994021605;0.0
BU04820206;bestelauto;middle;2025;1.8916831095170985;0.0
BU04820301;bestelauto;middle;2025;1.7266784729090872;0.0
BU04820302;bestelauto;middle;2025;1.055716249534691;0.0
BU04820303;bestelauto;middle;2025;1.5927898143540935;0.0
BU04820304;bestelauto;middle;2025;1.715831548750924;0.0
BU04820305;bestelauto;middle;2025;1.2212858571050966;0.0
BU04820306;bestelauto;middle;2025;2.326336083258813;0.0
BU04820307;bestelauto;middle;2025;3.330812133729477;0.0
BU04820401;bestelauto;middle;2025;1.927185107409345;0.0
BU04820402;bestelauto;middle;2025;4.322839368493458;0.0
BU04820404;bestelauto;middle;2025;0.6823759253779089;0.0
BU04820602;bestelauto;middle;2025;0.424650624631885;0.0
BU05050201;bestelauto;middle;2025;3.328685724057354;3.0
BU05050300;bestelauto;middle;2025;0.8514813827713794;0.0
BU05050301;bestelauto;middle;2025;3.7293335073428695;1.0
BU05050302;bestelauto;middle;2025;1.7246884898332635;0.0
BU05050303;bestelauto;middle;2025;1.803731708492569;1.0
BU05050304;bestelauto;middle;2025;2.365265371428334;1.0
BU05050305;bestelauto;middle;2025;3.0126612304190155;1.0
BU05050306;bestelauto;middle;2025;3.3156106086467543;1.0
BU05050307;bestelauto;middle;2025;2.264752984721667;1.0
BU05050400;bestelauto;middle;2025;1.887645212437;1.0
BU05050401;bestelauto;middle;2025;1.344428748819321;0.0
BU05050402;bestelauto;middle;2025;0.94052869624482;0.0
BU05050403;bestelauto;middle;2025;1.391211867827317;0.0
BU05050404;bestelauto;middle;2025;1.5371046251230265;0.0
BU05050600;bestelauto;middle;2025;0.4262726088255455;0.0
BU05050601;bestelauto;middle;2025;0.8560421634750466;0.0
BU05050602;bestelauto;middle;2025;0.6985468694940548;0.0
BU05050604;bestelauto;middle;2025;1.9889450454607291;0.0
BU05050605;bestelauto;middle;2025;2.3546857610032226;0.0
BU05050606;bestelauto;middle;2025;0.0010957014138441;0.0
BU05050607;bestelauto;middle;2025;5.137170781513234;0.0
BU05050608;bestelauto;middle;2025;5.1054170442981714;0.0
BU05050700;bestelauto;middle;2025;1.4027304148843154;0.0
BU05050701;bestelauto;middle;2025;2.389838489870272;0.0
BU05050702;bestelauto;middle;2025;1.0589214542120895;0.0
BU05050703;bestelauto;middle;2025;1.0587583034330998;0.0
BU05050704;bestelauto;middle;2025;1.351488215903331;0.0
BU05050705;bestelauto;middle;2025;1.4885255451954884;0.0
BU05050707;bestelauto;middle;2025;1.9344702957683104;0.0
BU05050708;bestelauto;middle;2025;4.142372033717211;0.0
BU05050800;bestelauto;middle;2025;6.424890844741124;0.0
BU05050801;bestelauto;middle;2025;3.1462225521849563;0.0
BU05050802;bestelauto;middle;2025;1.4872178053870364;0.0
BU05050902;bestelauto;middle;2025;2.855131739400228;1.0
BU05050903;bestelauto;middle;2025;2.3338994703154725;0.0
BU05050904;bestelauto;middle;2025;1.333431325283107;1.0
BU05050905;bestelauto;middle;2025;2.22051106872477;0.0
BU05050906;bestelauto;middle;2025;2.594966286944853;0.0
BU05050907;bestelauto;middle;2025;2.234675424124468;0.0
BU05050908;bestelauto;middle;2025;5.001005308642387;0.0
BU05050909;bestelauto;middle;2025;5.243983191169307;0.0
BU05050910;bestelauto;middle;2025;3.7916720523287752;0.0
BU05051001;bestelauto;middle;2025;5.353783881867219;0.0
BU05051002;bestelauto;middle;2025;1.7807654083606268;0.0
BU05051003;bestelauto;middle;2025;2.596532558317377;0.0
BU05051004;bestelauto;middle;2025;1.20953380884227;0.0
BU05051005;bestelauto;middle;2025;0.4193205210188032;0.0
BU05051006;bestelauto;middle;2025;12.102631377387052;0.0
BU05051007;bestelauto;middle;2025;12.564186931569855;3.0
BU05051011;bestelauto;middle;2025;3.703796072583138;0.0
BU05051013;bestelauto;middle;2025;1.8778083838902897;1.0
BU05051100;bestelauto;middle;2025;3.058229093526728;0.0
BU05051101;bestelauto;middle;2025;4.272091631001476;0.0
BU05051102;bestelauto;middle;2025;2.534182091415546;0.0
BU05051103;bestelauto;middle;2025;2.150533511253488;0.0
BU05051104;bestelauto;middle;2025;1.8941602402799576;0.0
BU05051105;bestelauto;middle;2025;3.5392899295622327;0.0
BU05051106;bestelauto;middle;2025;3.354609007407848;0.0
BU05051107;bestelauto;middle;2025;0.8032411820858862;0.0
BU05051108;bestelauto;middle;2025;1.3146073846469577;0.0
BU05051109;bestelauto;middle;2025;3.99987781323734;0.0
BU05051110;bestelauto;middle;2025;2.914146977134882;0.0
BU05051111;bestelauto;middle;2025;2.343897712533291;0.0
BU05051900;bestelauto;middle;2025;1.4244817039532638;1.0
BU05051901;bestelauto;middle;2025;9.903817786162108;6.0
BU05051905;bestelauto;middle;2025;5.192852874106689;3.0
BU05051914;bestelauto;middle;2025;3.068062512573566;0.0
BU05051915;bestelauto;middle;2025;2.194113469369664;1.0
BU05059800;bestelauto;middle;2025;0.010388600780624;0.0
BU05059804;bestelauto;middle;2025;4.147347552771812;0.0
BU00140000;bestelauto;middle;2025;19.07886262728364;1.0
BU00140005;bestelauto;middle;2025;8.902333705603795;8.0
BU00140100;bestelauto;middle;2025;5.152123225503179;0.0
BU00140200;bestelauto;middle;2025;1.296850710021166;0.0
BU00140201;bestelauto;middle;2025;2.327853538018293;0.0
BU00140202;bestelauto;middle;2025;3.157149282901143;3.0
BU00140203;bestelauto;middle;2025;3.098696739160663;1.0
BU00140500;bestelauto;middle;2025;1.603973457528132;0.0
BU00140501;bestelauto;middle;2025;1.8826551656498756;0.0
BU00140502;bestelauto;middle;2025;11.475079386547137;0.0
BU00140503;bestelauto;middle;2025;1.095899331496871;0.0
BU00140504;bestelauto;middle;2025;0.7287068995982747;0.0
BU00140505;bestelauto;middle;2025;8.281884537325455;0.0
BU00140506;bestelauto;middle;2025;14.075369008518656;0.0
