PK_UID;ID;GRIDCODE;buurtcode_2023;gemeentecode_2023;buurtcode_2024;gemeentecode_2024;buurtcode_2025;gemeentecode_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;centroid_lat;centroid_lon;geom_wkt;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
41;41;1650;BU00600008;GM0060;BU00600008;GM0060;BU00600008;GM0060;False;False;53.45867151682985;5.772509143151817;MULTIPOLYGON (((5.768292 53.460674, 5.779583 53.460637, 5.779562 53.458391, 5.777999 53.456775, 5.773911 53.45771, 5.764241 53.455569, 5.768292 53.460674)));WarmteAtlas:WKOgeslWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:37;
42;42;1600;BU00600001;GM0060;BU00600001;GM0060;BU00600001;GM0060;False;False;53.45682815887497;5.897062990736302;MULTIPOLYGON (((5.899965 53.455693, 5.891232 53.456853, 5.899992 53.457939, 5.899965 53.455693)));WarmteAtlas:WKOgeslWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:37;
43;43;1650;BU00600001;GM0060;BU00600001;GM0060;BU00600001;GM0060;False;False;53.45680775786493;5.901860359411899;MULTIPOLYGON (((5.899965 53.455693, 5.899992 53.457939, 5.903756 53.457923, 5.903728 53.455677, 5.899965 53.455693)));WarmteAtlas:WKOgeslWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:37;
44;44;1650;BU00880009;GM0088;BU00880009;GM0088;BU00880009;GM0088;False;False;53.48722568915439;6.217909337590853;MULTIPOLYGON (((6.133823 53.485918, 6.136133 53.482821, 6.139221 53.471602, 6.142986 53.483692, 6.150702 53.482057, 6.154652 53.482838, 6.163823 53.478811, 6.172825 53.482588, 6.183262 53.484567, 6.186584 53.487826, 6.186626 53.490072, 6.185155 53.493657, 6.175609 53.495859, 6.203117 53.49784, 6.173074 53.500064, 6.155057 53.495687, 6.149046 53.494808, 6.16152 53.502955, 6.206174 53.501072, 6.26952 53.506361, 6.322592 53.507064, 6.324413 53.504173, 6.326359 53.507035, 6.335592 53.501799, 6.328141 53.499116, 6.316651 53.497044, 6.297864 53.49261, 6.278798 53.488345, 6.252542 53.477848, 6.218284 53.4753, 6.199559 53.473096, 6.157967 53.471208, 6.154261 53.46665, 6.146751 53.466876, 6.146551 53.464499, 6.146977 53.455746, 6.128015 53.455415, 6.116601 53.465535, 6.127178 53.482321, 6.133823 53.485918)));WarmteAtlas:WKOgeslWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:37;
45;45;1500;BU00600009;GM0060;BU00600009;GM0060;BU00600009;GM0060;False;False;53.45556325528558;5.638411408690357;MULTIPOLYGON (((5.636535 53.456526, 5.640299 53.456518, 5.6384 53.453645, 5.636535 53.456526)));WarmteAtlas:WKOgeslWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:37;
46;46;1650;BU00600008;GM0060;BU00600008;GM0060;BU00600008;GM0060;False;False;53.45638618743473;5.75044011909987;MULTIPOLYGON (((5.753179 53.453982, 5.745653 53.454005, 5.745691 53.458497, 5.756981 53.458463, 5.753179 53.453982)));WarmteAtlas:WKOgeslWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:37;
47;47;1600;BU19661401;GM1966;BU19661401;GM1966;BU19661401;GM1966;False;False;53.447084015767274;6.82466996238233;MULTIPOLYGON (((6.821718 53.445996, 6.821793 53.448242, 6.830499 53.447014, 6.821718 53.445996)));WarmteAtlas:WKOgeslWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:37;
48;48;1600;BU19661401;GM1966;BU19661401;GM1966;BU19661401;GM1966;False;False;53.44697649435865;6.841192608683906;MULTIPOLYGON (((6.844287 53.445725, 6.835671 53.446772, 6.840601 53.448016, 6.844363 53.447971, 6.844287 53.445725)));WarmteAtlas:WKOgeslWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:37;
49;49;1650;BU00600008;GM0060;BU00600008;GM0060;BU00600008;GM0060;False;False;53.452942601307925;5.768419936399442;MULTIPOLYGON (((5.771975 53.451677, 5.763329 53.452615, 5.769956 53.454536, 5.771975 53.451677)));WarmteAtlas:WKOgeslWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:37;
5;5;1650;BU19660901;GM1966;BU19660901;GM1966;BU19660901;GM1966;False;False;53.54082443450511;6.469185737949953;MULTIPOLYGON (((6.507893 53.53244, 6.502056 53.533493, 6.494717 53.536155, 6.491099 53.533546, 6.472379 53.536259, 6.450202 53.538762, 6.436533 53.53787, 6.443093 53.550832, 6.464643 53.545065, 6.499394 53.541729, 6.507893 53.53244)));WarmteAtlas:WKOgeslWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:37;
50;50;1600;BU00600001;GM0060;BU00600001;GM0060;BU00600001;GM0060;False;False;53.4589384046839;5.8232007690623835;POLYGON ((5.794637 53.460587, 5.802165 53.460562, 5.802186 53.462808, 5.827005 53.463637, 5.836085 53.464933, 5.836061 53.462686, 5.839825 53.462672, 5.842255 53.450433, 5.830394 53.453301, 5.814204 53.459061, 5.80763 53.459572, 5.803516 53.456542, 5.792536 53.459347, 5.790874 53.4606, 5.794637 53.460587), (5.832297 53.4627, 5.832274 53.460454, 5.836038 53.46044, 5.836061 53.462686, 5.832297 53.4627), (5.827677 53.459702, 5.830957 53.457721, 5.832274 53.460454, 5.827677 53.459702));WarmteAtlas:WKOgeslWarmteOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:37;
