PK_UID;GM_CODE;GM_NAAM;BEV_DICHTH;STED;AANT_INW;AANTAL_HH;WONINGEN;WOZ;P_KOOPWON;P_HUURWON;P_WONT2000;P_WONV2000;P_LEEGSW;P_STADVERW;AUTO_TOT;AUTO_HH;HH_GAS_TJ;UTB_GAS_TJ;LB_GAS_TJ;IND_GAS_TJ;HH_EL_TJ;UTB_EL_TJ;LB_EL_TJ;IND_EL_TJ;GT_P50MW;GT_KRIJT;GT_TRIAS;GT_SLOCHT;BG_TOT_TJ;BG_AKK_TJ;BG_GRGV_TJ;BG_MSTV_TJ;BG_GFT_TJ;HT_TOT_TJ;HT_SN_TJ;HT_BOS_TJ;BG_TOT_OPP;HT_TOT_OPP;OPP_TOT;OPP_BOS;OPP_LAND;OPP_WATER;JAAR;geom28992;buurtcode_2023;gemeentecode_2023;buurtcode_2024;gemeentecode_2024;buurtcode_2025;gemeentecode_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;centroid_lat;centroid_lon;geom_wkt;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
1;GM0003;Appingedam;496;3;11801;5540;5925;138;49;51;85;15;5;;5440;1.0;268.162537;83.6193;3.4182;0.0;52.0452;51.2604;3.6288;1.5588;0.251828;Ongunstig;Ongunstig;>50%kans >5MWth;200.623082;53.830082;143.81828;0.034218;2.940502;7.10932;6.682316;0.427004;84.366309;2.989622;2458;42.700384;2378;80;2018;;BU19791469;GM1979;BU19791469;GM1979;BU19791469;GM1979;False;False;53.31714336309168;6.849566354829855;MULTIPOLYGON (((6.887377 53.297882, 6.88717 53.29833, 6.886631 53.298275, 6.885256 53.297832, 6.884707 53.297572, 6.884038 53.297622, 6.883707 53.297466, 6.882994 53.297722, 6.882342 53.297866, 6.880714 53.297654, 6.880096 53.297891, 6.879609 53.29785, 6.879513 53.296645, 6.878596 53.296689, 6.878375 53.296608, 6.877568 53.296489, 6.877102 53.296557, 6.875168 53.2959, 6.874597 53.295616, 6.873786 53.295617, 6.873615 53.295736, 6.873222 53.296494, 6.86795 53.295857, 6.863432 53.295305, 6.860723 53.294987, 6.860325 53.294998, 6.860254 53.296326, 6.856243 53.296788, 6.855288 53.296711, 6.853913 53.296687, 6.851987 53.296678, 6.851493 53.296787, 6.851158 53.297038, 6.849974 53.294936, 6.849422 53.294389, 6.848862 53.293692, 6.848531 53.29321, 6.847634 53.292361, 6.847156 53.291826, 6.845806 53.290126, 6.845617 53.290126, 6.838278 53.290348, 6.837921 53.290469, 6.832668 53.290815, 6.830413 53.290931, 6.828072 53.291092, 6.827623 53.29197, 6.826843 53.293734, 6.82599 53.295528, 6.825162 53.297622, 6.824686 53.297538, 6.821438 53.296735, 6.820544 53.296551, 6.819396 53.296204, 6.818299 53.296012, 6.817633 53.295557, 6.817132 53.2954, 6.816649 53.295182, 6.815513 53.296369, 6.814764 53.297117, 6.814345 53.297592, 6.807369 53.304792, 6.809361 53.305468, 6.809881 53.305473, 6.810242 53.305611, 6.810521 53.305909, 6.810841 53.306079, 6.811604 53.306219, 6.809515 53.308953, 6.808907 53.30978, 6.808353 53.310433, 6.807609 53.310127, 6.806529 53.311081, 6.808052 53.311678, 6.80691 53.31277, 6.806273 53.313352, 6.805494 53.313983, 6.803338 53.31592, 6.804051 53.316198, 6.804963 53.316743, 6.805627 53.316983, 6.806085 53.317082, 6.805887 53.317514, 6.80563 53.317824, 6.805128 53.318905, 6.804808 53.319315, 6.804295 53.32042, 6.806604 53.321459, 6.806252 53.321814, 6.805891 53.322297, 6.805264 53.322911, 6.804475 53.32377, 6.804483 53.323927, 6.805005 53.323858, 6.805818 53.323836, 6.806458 53.323872, 6.806826 53.324008, 6.807042 53.324206, 6.807276 53.324695, 6.807576 53.324866, 6.807628 53.325061, 6.807361 53.32595, 6.810477 53.326493, 6.810364 53.325999, 6.810435 53.325745, 6.810218 53.325581, 6.810833 53.32516, 6.811454 53.325234, 6.813044 53.325331, 6.813199 53.324831, 6.813343 53.324855, 6.813284 53.325408, 6.81521 53.325765, 6.815569 53.326029, 6.815323 53.326762, 6.815966 53.326816, 6.816432 53.326755, 6.817639 53.326732, 6.817968 53.326643, 6.81904 53.32677, 6.819462 53.327002, 6.819901 53.32697, 6.820585 53.327221, 6.821511 53.327342, 6.823464 53.327646, 6.823632 53.328122, 6.824266 53.328193, 6.824822 53.328191, 6.825435 53.328076, 6.826134 53.327803, 6.826495 53.327764, 6.828105 53.327703, 6.828032 53.32742, 6.831865 53.327387, 6.831844 53.327299, 6.834457 53.327115, 6.834259 53.327641, 6.834352 53.327923, 6.83469 53.328215, 6.835525 53.328821, 6.835857 53.329119, 6.837134 53.329385, 6.838148 53.329425, 6.838692 53.330321, 6.838903 53.330593, 6.837904 53.331524, 6.83754 53.331818, 6.83715 53.33193, 6.836841 53.331934, 6.836676 53.332109, 6.837019 53.332416, 6.837025 53.332547, 6.836772 53.333376, 6.836244 53.333701, 6.836161 53.333836, 6.836191 53.334227, 6.835437 53.334533, 6.834826 53.334547, 6.834587 53.33465, 6.834529 53.334845, 6.834611 53.335164, 6.834852 53.335474, 6.834494 53.335656, 6.834306 53.335888, 6.834344 53.336299, 6.834233 53.336525, 6.833766 53.336743, 6.833729 53.336944, 6.834298 53.33769, 6.833996 53.338822, 6.834004 53.338998, 6.834533 53.340056, 6.834012 53.340356, 6.833709 53.340796, 6.83345 53.341303, 6.833415 53.34181, 6.833159 53.341848, 6.833565 53.342216, 6.833736 53.342507, 6.834667 53.343164, 6.834299 53.343308, 6.835086 53.343663, 6.835472 53.343933, 6.836022 53.343929, 6.836228 53.344207, 6.836069 53.344576, 6.835725 53.344738, 6.835981 53.345017, 6.836264 53.345139, 6.837399 53.344934, 6.838301 53.344699, 6.838922 53.344984, 6.839086 53.345162, 6.839068 53.34563, 6.839239 53.345591, 6.840107 53.345076, 6.840415 53.34498, 6.840681 53.3453, 6.841195 53.345462, 6.841738 53.345541, 6.843784 53.344318, 6.844527 53.343508, 6.845509 53.343869, 6.84585 53.343892, 6.848345 53.344617, 6.848841 53.344619, 6.849045 53.344797, 6.8497 53.344721, 6.850298 53.344834, 6.85076 53.344527, 6.851366 53.344366, 6.85232 53.344359, 6.85318 53.344157, 6.853732 53.343981, 6.854554 53.343895, 6.855189 53.343911, 6.856023 53.344047, 6.856418 53.343997, 6.85668 53.343864, 6.859204 53.343437, 6.860913 53.343268, 6.861145 53.343773, 6.861214 53.344069, 6.863366 53.343557, 6.862747 53.342548, 6.866797 53.341806, 6.867169 53.343395, 6.869298 53.342826, 6.869509 53.34275, 6.871726 53.342681, 6.871786 53.342944, 6.873802 53.342949, 6.873872 53.343283, 6.874043 53.343515, 6.874391 53.343767, 6.874722 53.344166, 6.874947 53.34461, 6.87554 53.34544, 6.87477 53.345611, 6.874492 53.345781, 6.874376 53.346129, 6.874467 53.346335, 6.875132 53.346919, 6.875429 53.34735, 6.880242 53.346388, 6.880234 53.346363, 6.885405 53.345128, 6.885407 53.344087, 6.885337 53.343251, 6.885351 53.342933, 6.885539 53.342766, 6.88556 53.342563, 6.885417 53.342348, 6.885497 53.342026, 6.885523 53.341466, 6.885232 53.341244, 6.884733 53.341205, 6.884387 53.341067, 6.884062 53.340496, 6.883393 53.339764, 6.883558 53.339293, 6.883719 53.33905, 6.883139 53.338856, 6.882551 53.338041, 6.882772 53.337848, 6.883191 53.336907, 6.883528 53.336559, 6.883357 53.336195, 6.882988 53.335827, 6.882956 53.335622, 6.883027 53.335015, 6.882899 53.334315, 6.883043 53.333784, 6.882898 53.333539, 6.882785 53.332661, 6.882809 53.33228, 6.882566 53.330863, 6.882605 53.330353, 6.882429 53.329982, 6.882558 53.329545, 6.881898 53.328946, 6.881731 53.328542, 6.881856 53.328342, 6.882094 53.32754, 6.882072 53.326496, 6.881948 53.325682, 6.881952 53.324907, 6.882013 53.324774, 6.882962 53.324234, 6.883447 53.323744, 6.883006 53.31641, 6.884718 53.311424, 6.884921 53.311198, 6.885382 53.310069, 6.885623 53.309134, 6.888161 53.309655, 6.888044 53.308171, 6.887843 53.305, 6.887758 53.303359, 6.887603 53.301417, 6.887519 53.299787, 6.887377 53.297882)));WarmteAtlas:GemeenteEnergieCodes;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:50:58;
10;GM0025;Marum;163;5;10488;4309;4396;221;73;27;83;17;3;;6045;1.4;254.614122;36.3342;20.47755;0.0;49.85064;29.0844;17.3952;101.8548;0.251828;Ongunstig;Ongunstig;>50%kans >5MWth;454.21522;9.851095;444.26;0.104125;0.0;1.428735;0.0;1.428735;70.563185;0.221957;6489;142.87351;6437;52;2018;;BU19691108;GM1969;BU19691108;GM1969;BU19691108;GM1969;False;False;53.14942346190419;6.276445665349861;MULTIPOLYGON (((6.296427 53.098443, 6.293228 53.099195, 6.291916 53.099542, 6.290566 53.099829, 6.288751 53.102073, 6.288688 53.10208, 6.286851 53.103604, 6.28305 53.106863, 6.281222 53.107567, 6.279857 53.108333, 6.274139 53.111161, 6.272969 53.111528, 6.269788 53.11229, 6.264645 53.113454, 6.263631 53.113739, 6.263612 53.11379, 6.262726 53.11406, 6.262651 53.114123, 6.261685 53.114293, 6.261092 53.114341, 6.259152 53.114374, 6.258372 53.114371, 6.25696 53.114277, 6.254305 53.114127, 6.249856 53.113854, 6.249181 53.113801, 6.248014 53.113757, 6.243615 53.113506, 6.243597 53.11346, 6.241289 53.113405, 6.239891 53.113386, 6.236264 53.113387, 6.234547 53.113465, 6.228901 53.113977, 6.227485 53.114078, 6.226982 53.114139, 6.224939 53.114472, 6.222607 53.114914, 6.217082 53.115102, 6.215478 53.115143, 6.211779 53.115273, 6.205048 53.115484, 6.196657 53.120939, 6.195552 53.121662, 6.189568 53.125544, 6.189937 53.125751, 6.187803 53.127178, 6.187291 53.127766, 6.185717 53.129213, 6.183919 53.130866, 6.179798 53.133537, 6.178811 53.134142, 6.178286 53.13435, 6.177891 53.134433, 6.176801 53.134547, 6.17621 53.134734, 6.175678 53.135076, 6.179653 53.136175, 6.191184 53.139331, 6.194497 53.140675, 6.197316 53.141797, 6.199298 53.14257, 6.201706 53.143535, 6.206282 53.145349, 6.209837 53.146745, 6.214561 53.148618, 6.216702 53.149368, 6.223471 53.151772, 6.227086 53.153572, 6.227401 53.153779, 6.229366 53.154662, 6.23022 53.155184, 6.231158 53.155607, 6.231181 53.155736, 6.230317 53.157708, 6.230321 53.157946, 6.231124 53.158892, 6.231613 53.159548, 6.233254 53.159427, 6.233825 53.159469, 6.234247 53.159594, 6.2343 53.159775, 6.235082 53.161269, 6.235439 53.16222, 6.23541 53.162537, 6.235632 53.162804, 6.23592 53.163642, 6.236154 53.164, 6.236319 53.164493, 6.236252 53.164532, 6.236527 53.165576, 6.236748 53.166015, 6.236978 53.166241, 6.237301 53.166346, 6.236684 53.167356, 6.236246 53.168164, 6.235975 53.168423, 6.236224 53.168449, 6.236675 53.168639, 6.236907 53.168944, 6.237142 53.16888, 6.237475 53.169016, 6.237805 53.169336, 6.238112 53.169454, 6.238833 53.169607, 6.240096 53.169947, 6.241542 53.170281, 6.242301 53.170489, 6.243004 53.170583, 6.243644 53.170973, 6.244346 53.171298, 6.244836 53.171467, 6.244884 53.171767, 6.244318 53.172541, 6.243928 53.17323, 6.243992 53.173404, 6.244846 53.173625, 6.245203 53.173633, 6.248368 53.174272, 6.249903 53.174622, 6.250982 53.174939, 6.251555 53.175009, 6.251876 53.175161, 6.253377 53.175496, 6.253847 53.175622, 6.254274 53.175609, 6.258262 53.176543, 6.262033 53.177265, 6.264541 53.177929, 6.265572 53.178171, 6.267074 53.178472, 6.270959 53.179121, 6.271713 53.179219, 6.272566 53.179285, 6.273396 53.179495, 6.274028 53.179735, 6.274939 53.18023, 6.275822 53.180427, 6.279543 53.181028, 6.284209 53.181889, 6.284678 53.182027, 6.287121 53.183264, 6.286435 53.185129, 6.285943 53.185397, 6.285529 53.185415, 6.284921 53.185307, 6.284295 53.185297, 6.283897 53.185533, 6.282801 53.188546, 6.282292 53.189978, 6.282112 53.190585, 6.282146 53.190698, 6.282963 53.190913, 6.283996 53.191116, 6.290687 53.192001, 6.292271 53.192249, 6.29775 53.193219, 6.298236 53.193287, 6.300622 53.19371, 6.302923 53.194056, 6.304818 53.194309, 6.305808 53.194425, 6.310729 53.195083, 6.314807 53.195645, 6.315184 53.195727, 6.31462 53.198807, 6.318537 53.19906, 6.318336 53.201886, 6.318321 53.202811, 6.318178 53.203817, 6.319059 53.203978, 6.319813 53.204209, 6.320359 53.204113, 6.320831 53.203861, 6.321571 53.203791, 6.322496 53.202954, 6.322755 53.202785, 6.32336 53.202705, 6.32437 53.202699, 6.32436 53.20296, 6.324702 53.202928, 6.325588 53.202982, 6.326121 53.203082, 6.326557 53.203226, 6.329071 53.204185, 6.329171 53.201749, 6.329287 53.201748, 6.329457 53.196255, 6.329606 53.196184, 6.33059 53.195077, 6.330473 53.195048, 6.331522 53.193881, 6.335541 53.194636, 6.336129 53.194816, 6.336539 53.195026, 6.33734 53.195607, 6.340004 53.19761, 6.340668 53.196062, 6.341008 53.19532, 6.341878 53.193304, 6.340759 53.193162, 6.340819 53.193062, 6.341862 53.190531, 6.342756 53.187626, 6.342648 53.187474, 6.343314 53.185562, 6.344109 53.183221, 6.3441 53.182981, 6.342721 53.182659, 6.340383 53.18207, 6.341148 53.179734, 6.341195 53.179733, 6.341938 53.177486, 6.34195 53.177342, 6.342835 53.174676, 6.342874 53.174615, 6.343424 53.172904, 6.342343 53.172659, 6.341046 53.1723, 6.340156 53.17197, 6.33697 53.170668, 6.335951 53.170302, 6.333983 53.169842, 6.334025 53.169562, 6.333424 53.168484, 6.333974 53.166722, 6.333948 53.166601, 6.334111 53.166078, 6.334268 53.165827, 6.335139 53.166177, 6.336733 53.166735, 6.337 53.165803, 6.337641 53.163776, 6.337742 53.163392, 6.33845 53.161103, 6.338954 53.159431, 6.339766 53.156854, 6.34017 53.155502, 6.341203 53.152145, 6.342016 53.152193, 6.342566 53.15054, 6.343806 53.146727, 6.342896 53.146657, 6.343061 53.146215, 6.342891 53.146199, 6.34306 53.145103, 6.343207 53.144516, 6.343644 53.143234, 6.344235 53.141381, 6.34541 53.137443, 6.346063 53.135343, 6.346698 53.135408, 6.346958 53.134637, 6.344697 53.134373, 6.343508 53.13422, 6.339257 53.1337, 6.336692 53.133395, 6.330047 53.132582, 6.321115 53.131483, 6.316827 53.130937, 6.307008 53.129765, 6.30938 53.121429, 6.305649 53.121036, 6.305464 53.121024, 6.298403 53.120282, 6.288229 53.119243, 6.288801 53.11776, 6.289599 53.115779, 6.292395 53.108714, 6.29349 53.105911, 6.294428 53.103564, 6.294792 53.102608, 6.2956 53.100582, 6.296427 53.098443)));WarmteAtlas:GemeenteEnergieCodes;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:50:58;
11;GM0034;Almere;1579;2;203990;85489;82312;198;63;36;68;32;2;;254095;0.0;1172.32866;335.33175;456.393;192.02055;871.190208;1344.0348;92.1708;197.6472;0.251828;Ongunstig;Ongunstig;30-50%kans >5MWth;118.133603;32.571608;62.157193;0.013677;23.391125;178.616213;151.240226;27.375987;9.144176;13.825854;24877;2737.598662;12919;11958;2018;;BU00349615;GM0034;BU00349615;GM0034;BU00349615;GM0034;False;False;52.36720358732303;5.246683408045484;MULTIPOLYGON (((5.211064 52.331586, 5.211449 52.331627, 5.211989 52.331466, 5.212151 52.331353, 5.212133 52.331136, 5.21141 52.330885, 5.21105 52.330917, 5.209813 52.331446, 5.209533 52.331665, 5.209543 52.331859, 5.209725 52.332283, 5.210026 52.332348, 5.210386 52.332251, 5.210426 52.331853, 5.211064 52.331586)), ((5.350772 52.400209, 5.350497 52.400103, 5.349782 52.399583, 5.349423 52.399157, 5.348919 52.398383, 5.348168 52.397028, 5.347717 52.396723, 5.346371 52.396114, 5.345913 52.396454, 5.344829 52.396016, 5.344372 52.395884, 5.343899 52.395861, 5.342293 52.395976, 5.34108 52.395981, 5.340108 52.395941, 5.339353 52.395813, 5.33861 52.395581, 5.33237 52.393246, 5.332934 52.392773, 5.313517 52.385741, 5.313039 52.386253, 5.303827 52.383027, 5.302322 52.382444, 5.301244 52.381986, 5.316685 52.368432, 5.337719 52.350176, 5.376197 52.316742, 5.376389 52.316598, 5.37855 52.314702, 5.378993 52.314446, 5.379211 52.313995, 5.361509 52.310785, 5.355203 52.309612, 5.354006 52.309407, 5.35278 52.309296, 5.351501 52.309235, 5.349704 52.30925, 5.348963 52.309302, 5.348525 52.309173, 5.348148 52.309382, 5.346955 52.309523, 5.344923 52.309939, 5.343272 52.310486, 5.34151 52.311159, 5.337269 52.312812, 5.336352 52.313184, 5.33548 52.313503, 5.333505 52.314274, 5.327551 52.310279, 5.32308 52.307261, 5.320222 52.305359, 5.317172 52.303565, 5.315983 52.30415, 5.313903 52.303101, 5.313413 52.303373, 5.315454 52.304409, 5.314149 52.305044, 5.313236 52.305454, 5.311119 52.306474, 5.309098 52.30743, 5.307289 52.308252, 5.304471 52.309509, 5.302426 52.310402, 5.300276 52.311292, 5.297304 52.312507, 5.294352 52.313691, 5.291594 52.314761, 5.287924 52.316121, 5.28435 52.31738, 5.280849 52.318566, 5.276026 52.320129, 5.273371 52.32097, 5.270743 52.321738, 5.268797 52.322328, 5.266139 52.323093, 5.262779 52.324021, 5.257298 52.325427, 5.252888 52.326494, 5.249021 52.327382, 5.245132 52.328211, 5.241131 52.329016, 5.237759 52.329638, 5.235099 52.330151, 5.226338 52.331703, 5.223656 52.332171, 5.22339 52.331951, 5.223066 52.332007, 5.221265 52.331359, 5.220664 52.330982, 5.220919 52.331538, 5.220854 52.331814, 5.220205 52.332499, 5.221261 52.332347, 5.221588 52.33309, 5.220922 52.333814, 5.220141 52.33397, 5.219353 52.333704, 5.219033 52.333069, 5.219962 52.332115, 5.220144 52.331889, 5.22004 52.331728, 5.21929 52.331441, 5.219063 52.331057, 5.218883 52.331089, 5.218992 52.331446, 5.218887 52.331646, 5.218299 52.332234, 5.215724 52.331294, 5.216765 52.330157, 5.217791 52.330508, 5.218812 52.330339, 5.219606 52.330584, 5.219732 52.330499, 5.216789 52.329452, 5.216187 52.329399, 5.21273 52.33, 5.212636 52.330118, 5.21289 52.33147, 5.213347 52.331759, 5.21351 52.331979, 5.213088 52.332659, 5.212533 52.332991, 5.21207 52.333107, 5.211789 52.333008, 5.211311 52.333432, 5.211036 52.333597, 5.210629 52.333716, 5.210223 52.333757, 5.209536 52.333648, 5.209329 52.333269, 5.209496 52.332894, 5.208569 52.332557, 5.208285 52.332561, 5.206404 52.333257, 5.2062 52.333418, 5.205976 52.334593, 5.20477 52.33551, 5.202073 52.335949, 5.199622 52.336265, 5.197735 52.336421, 5.196511 52.336475, 5.194601 52.336501, 5.192665 52.336452, 5.191375 52.336382, 5.190134 52.336278, 5.1883 52.336059, 5.186427 52.335758, 5.183347 52.335144, 5.180302 52.334563, 5.179095 52.334319, 5.178954 52.33413, 5.178421 52.334025, 5.17825 52.334148, 5.171073 52.332719, 5.166557 52.331787, 5.164071 52.331079, 5.161947 52.330457, 5.15995 52.329895, 5.157778 52.329301, 5.156699 52.329082, 5.155772 52.329013, 5.15421 52.329041, 5.153226 52.329145, 5.152144 52.328918, 5.151617 52.32851, 5.151483 52.328773, 5.151005 52.329029, 5.150162 52.329177, 5.149486 52.32917, 5.148551 52.328939, 5.147381 52.328517, 5.147095 52.328381, 5.14685 52.328063, 5.146467 52.327752, 5.146038 52.327777, 5.145337 52.327413, 5.144804 52.327072, 5.144553 52.326728, 5.144396 52.326245, 5.14441 52.32562, 5.144934 52.325552, 5.145183 52.325408, 5.1443 52.324214, 5.144707 52.323952, 5.144432 52.3239, 5.143299 52.324475, 5.141907 52.32532, 5.14047 52.326357, 5.138823 52.325519, 5.138324 52.325902, 5.139964 52.32673, 5.138661 52.327713, 5.137836 52.328418, 5.137256 52.328986, 5.13696 52.329381, 5.137233 52.329443, 5.137622 52.329016, 5.138009 52.328966, 5.138323 52.32873, 5.138349 52.328525, 5.138537 52.328342, 5.139138 52.328064, 5.139635 52.328044, 5.140014 52.328097, 5.140295 52.328014, 5.141006 52.328288, 5.141322 52.328267, 5.142866 52.329127, 5.14361 52.329639, 5.143789 52.329826, 5.144336 52.330704, 5.144587 52.330945, 5.144922 52.331404, 5.144929 52.331724, 5.144598 52.331993, 5.144216 52.332118, 5.1441 52.332404, 5.143732 52.332925, 5.143453 52.333169, 5.143072 52.333323, 5.141937 52.333607, 5.141142 52.333928, 5.14069 52.333989, 5.140437 52.334126, 5.139891 52.33457, 5.139449 52.334788, 5.139075 52.335044, 5.138198 52.336024, 5.137765 52.336465, 5.136887 52.33704, 5.135461 52.337688, 5.134482 52.337974, 5.134866 52.338366, 5.135191 52.338581, 5.135885 52.338678, 5.136116 52.33887, 5.136032 52.339078, 5.135512 52.339254, 5.13472 52.338684, 5.134108 52.338402, 5.133024 52.338089, 5.132651 52.337933, 5.132687 52.33773, 5.132265 52.337632, 5.132114 52.337317, 5.132185 52.33709, 5.131363 52.337502, 5.130965 52.337649, 5.130892 52.337896, 5.130998 52.338247, 5.132155 52.33811, 5.133114 52.339242, 5.133249 52.33948, 5.133975 52.340252, 5.134623 52.341067, 5.134563 52.341384, 5.133803 52.341638, 5.133826 52.341696, 5.132774 52.342025, 5.132838 52.342109, 5.13175 52.342459, 5.131341 52.341968, 5.131423 52.341917, 5.129672 52.339822, 5.129355 52.338791, 5.129369 52.338673, 5.130103 52.33823, 5.130083 52.337825, 5.129911 52.337859, 5.12995 52.338143, 5.129246 52.338594, 5.129155 52.338708, 5.129503 52.339876, 5.130438 52.34097, 5.131205 52.34192, 5.130946 52.34348, 5.131402 52.343492, 5.131616 52.343584, 5.132022 52.343578, 5.132326 52.343686, 5.133087 52.343749, 5.133107 52.343844, 5.133648 52.343822, 5.133956 52.343974, 5.133606 52.344209, 5.134058 52.344544, 5.134114 52.3449, 5.133782 52.345253, 5.133426 52.345284, 5.133664 52.345539, 5.133621 52.345803, 5.133347 52.346005, 5.133742 52.346223, 5.133874 52.346509, 5.133764 52.346817, 5.133434 52.347002, 5.132936 52.347063, 5.13348 52.347427, 5.134239 52.347527, 5.133934 52.34928, 5.133111 52.354846, 5.132863 52.356747, 5.132624 52.358355, 5.132173 52.360981, 5.13175 52.363789, 5.131584 52.364566, 5.131411 52.365091, 5.131012 52.365839, 5.130499 52.366572, 5.129836 52.367346, 5.126477 52.370703, 5.12423 52.372995, 5.123232 52.374035, 5.122666 52.374801, 5.122366 52.375477, 5.122198 52.376133, 5.122161 52.376481, 5.122191 52.37724, 5.122351 52.377959, 5.12258 52.378509, 5.123212 52.37947, 5.123614 52.37992, 5.124299 52.380538, 5.125149 52.381067, 5.125647 52.381332, 5.12664 52.381785, 5.127748 52.382193, 5.128195 52.3824, 5.128563 52.382801, 5.127227 52.384257, 5.127314 52.384317, 5.128683 52.382876, 5.128942 52.382887, 5.132995 52.384364, 5.137591 52.386048, 5.141107 52.387352, 5.14108 52.387521, 5.139781 52.388846, 5.139905 52.388879, 5.141283 52.387479, 5.141387 52.387464, 5.142212 52.38775, 5.145811 52.389084, 5.150665 52.390852, 5.156543 52.393007, 5.156749 52.393128, 5.157333 52.393625, 5.158557 52.395117, 5.161065 52.398489, 5.161878 52.399513, 5.161818 52.399545, 5.1571 52.397819, 5.15477 52.396951, 5.15301 52.396316, 5.149264 52.394925, 5.143425 52.392788, 5.139267 52.391258, 5.136666 52.390288, 5.130661 52.388095, 5.129238 52.387567, 5.125446 52.386188, 5.121345 52.384718, 5.121328 52.384839, 5.126817 52.386842, 5.134159 52.389505, 5.135028 52.389831, 5.139744 52.391536, 5.14966 52.395174, 5.151405 52.395826, 5.156347 52.397636, 5.161452 52.399523, 5.161606 52.399803, 5.165967 52.401409, 5.168054 52.402188, 5.174988 52.404735, 5.177295 52.405565, 5.18114 52.406978, 5.182682 52.407532, 5.184987 52.408384, 5.187458 52.409272, 5.192677 52.411186, 5.19653 52.412594, 5.19885 52.41343, 5.200387 52.414004, 5.20193 52.414555, 5.205773 52.41597, 5.208096 52.416811, 5.20839 52.416936, 5.208245 52.417191, 5.208689 52.417313, 5.208912 52.417127, 5.210708 52.417773, 5.210835 52.418107, 5.211146 52.418222, 5.211431 52.418033, 5.214801 52.419253, 5.217042 52.420082, 5.226684 52.423595, 5.227176 52.423616, 5.227176 52.423339, 5.223634 52.422043, 5.219141 52.420413, 5.21764 52.419856, 5.213073 52.418188, 5.211547 52.41764, 5.210043 52.417072, 5.208259 52.416426, 5.208256 52.416368, 5.210023 52.416365, 5.213799 52.416405, 5.215322 52.416406, 5.216968 52.416433, 5.218351 52.4169, 5.220509 52.417718, 5.220037 52.418278, 5.220173 52.41837, 5.22054 52.418334, 5.221986 52.417852, 5.222116 52.417899, 5.222798 52.417212, 5.22292 52.417256, 5.222253 52.417946, 5.222423 52.41801, 5.222324 52.41831, 5.221768 52.418923, 5.222012 52.419011, 5.222686 52.418369, 5.223954 52.417796, 5.224595 52.418026, 5.224401 52.418849, 5.224501 52.41911, 5.224703 52.419247, 5.228474 52.420629, 5.228927 52.421096, 5.230444 52.422744, 5.232342 52.42491, 5.232748 52.42528, 5.232621 52.425327, 5.230223 52.424452, 5.229841 52.424533, 5.229976 52.4248, 5.232033 52.425553, 5.240177 52.428505, 5.248288 52.431463, 5.253723 52.433468, 5.25488 52.433902, 5.258424 52.435425, 5.265708 52.429128, 5.266984 52.428094, 5.268475 52.427031, 5.269491 52.426381, 5.270551 52.425759, 5.272219 52.424877, 5.273381 52.424327, 5.2752 52.423554, 5.277078 52.42286, 5.278374 52.422436, 5.279331 52.42215, 5.306686 52.414285, 5.310008 52.413324, 5.313323 52.412354, 5.316631 52.411376, 5.319932 52.41039, 5.323226 52.409395, 5.326514 52.408392, 5.331854 52.406739, 5.334205 52.405964, 5.33546 52.405496, 5.336679 52.404995, 5.33786 52.40446, 5.339001 52.403894, 5.340099 52.403297, 5.341153 52.40267, 5.342159 52.402016, 5.343357 52.401152, 5.344318 52.401334, 5.345724 52.401148, 5.347025 52.401042, 5.348092 52.401082, 5.348931 52.40124, 5.349514 52.401468, 5.350772 52.400209)));WarmteAtlas:GemeenteEnergieCodes;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:50:58;
