P50;buurtcode_2023;gemeentecode_2023;buurtcode_2024;gemeentecode_2024;buurtcode_2025;gemeentecode_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;centroid_lat;centroid_lon;geom_wkt;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
4.523334;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;53.56635587019343;6.390862249698715;MULTIPOLYGON (((6.383213 53.561927, 6.383422 53.57091, 6.398514 53.570785, 6.398301 53.561801, 6.383213 53.561927)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
5.20576;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;53.56622944227066;6.405952485748325;MULTIPOLYGON (((6.398301 53.561801, 6.398514 53.570785, 6.413605 53.570657, 6.41339 53.561674, 6.398301 53.561801)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
5.261177;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;53.59265409196314;6.466992764349919;MULTIPOLYGON (((6.45933 53.58823, 6.459556 53.597213, 6.474657 53.597078, 6.474428 53.588095, 6.45933 53.58823)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
5.110402;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;53.59251812509812;6.482091980042121;MULTIPOLYGON (((6.474428 53.588095, 6.474657 53.597078, 6.489757 53.596941, 6.489526 53.587958, 6.474428 53.588095)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
3.72563;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;53.58444700566918;6.3761873596387515;MULTIPOLYGON (((6.368536 53.580017, 6.368742 53.589, 6.38384 53.588877, 6.383631 53.579893, 6.368536 53.580017)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
3.808389;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;53.584322397347506;6.391284035392848;MULTIPOLYGON (((6.383631 53.579893, 6.38384 53.588877, 6.398939 53.588751, 6.398726 53.579768, 6.383631 53.579893)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
4.834191;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;53.58419590191761;6.406380609765181;MULTIPOLYGON (((6.398726 53.579768, 6.398939 53.588751, 6.414037 53.588624, 6.413821 53.57964, 6.398726 53.579768)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
1.481462;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;53.54056545533437;6.239417624725007;MULTIPOLYGON (((6.231788 53.536127, 6.231965 53.54511, 6.247049 53.545004, 6.246868 53.53602, 6.231788 53.536127)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
1.192317;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;53.54045797560282;6.254499306629077;MULTIPOLYGON (((6.246868 53.53602, 6.247049 53.545004, 6.262132 53.544895, 6.261948 53.535912, 6.246868 53.53602)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
1.023262;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;53.54034861106158;6.269580901169638;MULTIPOLYGON (((6.261948 53.535912, 6.262132 53.544895, 6.277215 53.544785, 6.277028 53.535801, 6.261948 53.535912)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
1.455401;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;53.54023736173319;6.284662406828723;MULTIPOLYGON (((6.277028 53.535801, 6.277215 53.544785, 6.292298 53.544673, 6.292108 53.535689, 6.277028 53.535801)));WarmteAtlas:AardwarmteP50Vermogen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:30;
