diam;ash;kw;x;y;land;lat;lon;buurtcode_2023;gemeentecode_2023;buurtcode_2024;gemeentecode_2024;buurtcode_2025;gemeentecode_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd
48.0;50.0;800.0;120838.095;521318.4678;NL;52.67823566849207;4.882077790312339;BU15980102;GM1598;BU15980102;GM1598;BU15980102;GM1598;False;False
48.0;50.0;800.0;121078.6018;521313.9336;NL;52.67820996397538;4.8856343259882005;BU15980102;GM1598;BU15980102;GM1598;BU15980102;GM1598;False;False
48.0;50.0;800.0;130874.5963;527795.5521;NL;52.73698089560533;5.0300039740944;BU04200502;GM0420;BU04200502;GM0420;BU04200502;GM0420;False;False
48.0;50.0;800.0;130926.2653;527986.987;NL;52.73870354838375;5.030754999945957;BU04200502;GM0420;BU04200502;GM0420;BU04200502;GM0420;False;False
48.0;50.0;800.0;130977.9712;528179.1664;NL;52.74043288791092;5.03150657678094;BU04200502;GM0420;BU04200502;GM0420;BU04200502;GM0420;False;False
48.0;50.0;800.0;131027.3055;528363.2738;NL;52.742089577050514;5.032223682075368;BU04200502;GM0420;BU04200502;GM0420;BU04200502;GM0420;False;False
48.0;50.0;800.0;131077.7225;528546.8447;NL;52.743741487544995;5.032956913010027;BU04200502;GM0420;BU04200502;GM0420;BU04200502;GM0420;False;False
48.0;50.0;800.0;131126.7756;528731.5667;NL;52.74540367746625;5.033669918228535;BU04200502;GM0420;BU04200502;GM0420;BU04200502;GM0420;False;False
48.0;60.0;750.0;38421.3547;384189.9207;NL;51.43475245546051;3.7105808576758346;BU06540903;GM0654;BU06540903;GM0654;BU06540903;GM0654;False;False
48.0;50.0;800.0;51736.6519;375016.6432;NL;51.35491353590443;3.9046959340734464;BU07152801;GM0715;BU07152801;GM0715;BU07152801;GM0715;False;False
48.0;50.0;800.0;51994.8332;375244.3124;NL;51.35700653106493;3.908335107595631;BU07152801;GM0715;BU07152801;GM0715;BU07152801;GM0715;False;False
48.2;60.0;750.0;37286.8563;385248.225;NL;51.444026268355074;3.6939179999984373;BU07180800;GM0718;BU07180800;GM0718;BU07180800;GM0718;False;False
48.2;60.0;750.0;37436.7561;385114.1244;NL;51.442852572910525;3.6961181185440983;BU07180800;GM0718;BU07180800;GM0718;BU07180800;GM0718;False;False
48.2;60.0;750.0;37585.7559;384972.1238;NL;51.441607662454594;3.6983078150440676;BU07180800;GM0718;BU07180800;GM0718;BU07180800;GM0718;False;False
48.2;60.0;750.0;37726.7557;384838.1233;NL;51.44043293211314;3.700379708609738;BU07180800;GM0718;BU07180800;GM0718;BU07180800;GM0718;False;False
48.2;60.0;750.0;37863.7555;384707.1228;NL;51.43928429036878;3.702392989000925;BU07180800;GM0718;BU07180800;GM0718;BU07180800;GM0718;False;False
48.2;60.0;750.0;38001.7553;384576.1222;NL;51.438135819857465;3.704420545037233;BU07180800;GM0718;BU07180800;GM0718;BU07180800;GM0718;False;False
48.2;60.0;750.0;38138.7551;384445.1217;NL;51.43698710730499;3.7064336221976357;BU07180800;GM0718;BU07180800;GM0718;BU07180800;GM0718;False;False
48.2;60.0;750.0;38283.7549;384307.1212;NL;51.43577711582132;3.7085639259329315;BU06540903;GM0654;BU06540903;GM0654;BU06540903;GM0654;False;False
50.0;70.0;800.0;100305.1282;414461.651;NL;51.71622662307977;4.595730702020485;BU19630799;GM1963;BU19630799;GM1963;BU19630799;GM1963;False;False
50.0;70.0;800.0;100536.8993;414506.5766;NL;51.716653008822746;4.599077242128937;BU19630799;GM1963;BU19630799;GM1963;BU19630799;GM1963;False;False
50.0;70.0;800.0;100772.6288;414552.1502;NL;51.717085506758394;4.6024810213947145;BU19630799;GM1963;BU19630799;GM1963;BU19630799;GM1963;False;False
50.0;70.0;800.0;101008.8969;414627.5112;NL;51.71778568078958;4.60588803283283;BU19630799;GM1963;BU19630799;GM1963;BU19630799;GM1963;False;False
50.0;70.0;800.0;101205.8297;414779.0494;NL;51.719166640894784;4.608714174007785;BU19630799;GM1963;BU19630799;GM1963;BU19630799;GM1963;False;False
50.0;70.0;800.0;101401.7302;414935.449;NL;51.72059112737384;4.611524800094164;BU19630799;GM1963;BU19630799;GM1963;BU19630799;GM1963;False;False
50.5;50.0;750.0;78676.2559;398700.5585;NL;51.5720469167987;4.286241917446786;BU08510008;GM0851;BU08510008;GM0851;BU08510008;GM0851;False;False
50.5;75.0;750.0;197935.4652;317736.3572;NL;50.84785605236025;5.996823679803538;BU09174200;GM0917;BU09174200;GM0917;BU09174200;GM0917;False;False
52.0;49.0;850.0;74145.4944;392213.0358;NL;51.51310920944206;4.222394587667734;BU07480306;GM0748;BU07480306;GM0748;BU07480306;GM0748;False;False
52.0;49.0;850.0;74324.1133;392191.3895;NL;51.512940300758295;4.224972276146506;BU07480306;GM0748;BU07480306;GM0748;BU07480306;GM0748;False;False
52.0;49.0;850.0;74503.4053;392170.5953;NL;51.51277908932163;4.227559445472135;BU07480306;GM0748;BU07480306;GM0748;BU07480306;GM0748;False;False
52.0;49.0;850.0;74681.8763;392150.124;NL;51.51262060531444;4.230134697987646;BU07480306;GM0748;BU07480306;GM0748;BU07480306;GM0748;False;False
52.0;49.0;850.0;74860.4054;392130.2668;NL;51.51246759174681;4.232710629695776;BU07480306;GM0748;BU07480306;GM0748;BU07480306;GM0748;False;False
52.0;49.0;850.0;75027.3955;392068.8464;NL;51.51193934683663;4.235129809978667;BU07480306;GM0748;BU07480306;GM0748;BU07480306;GM0748;False;False
52.0;49.0;850.0;75278.3256;391929.9157;NL;51.510726347654256;4.238775506199739;BU07480306;GM0748;BU07480306;GM0748;BU07480306;GM0748;False;False
52.0;44.0;850.0;86252.8063;411129.36;NL;51.68472819384845;4.393068971716478;BU17090909;GM1709;BU17090909;GM1709;BU17090909;GM1709;False;False
52.0;44.0;850.0;86405.1828;411257.5407;NL;51.68589888762064;4.395246873172764;BU17090909;GM1709;BU17090909;GM1709;BU17090909;GM1709;False;False
52.0;44.0;850.0;86582.5555;411351.7001;NL;51.686766831716646;4.397793003628115;BU17090909;GM1709;BU17090909;GM1709;BU17090909;GM1709;False;False
52.0;44.0;850.0;86749.1876;411465.0789;NL;51.68780614456916;4.400180159238354;BU17090909;GM1709;BU17090909;GM1709;BU17090909;GM1709;False;False
52.0;44.0;850.0;86862.2083;411702.8787;NL;51.68995711222309;4.401767849185211;BU17090909;GM1709;BU17090909;GM1709;BU17090909;GM1709;False;False
52.0;44.0;850.0;87404.8298;412124.2875;NL;51.693810252218206;4.40953250312675;BU17090909;GM1709;BU17090909;GM1709;BU17090909;GM1709;False;False
52.0;44.0;850.0;87636.8703;412218.6069;NL;51.694685904135525;4.412869922202744;BU17090909;GM1709;BU17090909;GM1709;BU17090909;GM1709;False;False
52.0;44.0;850.0;87822.5708;412373.1565;NL;51.696097218893534;4.415525666059512;BU17090909;GM1709;BU17090909;GM1709;BU17090909;GM1709;False;False
52.0;44.0;850.0;88006.9914;412528.1161;NL;51.69751200536082;4.418162985881889;BU17090909;GM1709;BU17090909;GM1709;BU17090909;GM1709;False;False
52.0;44.0;850.0;88190.9219;412682.5157;NL;51.698921641200606;4.4207934898994825;BU17090909;GM1709;BU17090909;GM1709;BU17090909;GM1709;False;False
52.0;44.0;850.0;88390.4124;412818.8953;NL;51.70017111572518;4.4236526638316125;BU17090909;GM1709;BU17090909;GM1709;BU17090909;GM1709;False;False
52.0;70.0;850.0;152629.3024;483855.6905;NL;52.342613512198405;5.3524159830688465;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;152835.7042;489937.2897;NL;52.39727313600616;5.355405809727253;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;152920.1019;483446.2905;NL;52.33893515275407;5.356685764830879;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;152918.7021;484059.0904;NL;52.34444275857963;5.356661456127264;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;153069.6024;485400.1902;NL;52.35649657755315;5.358868245197444;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;153207.0017;483650.9903;NL;52.34077592215022;5.360894372547478;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;153274.0022;485544.9901;NL;52.35779865590686;5.361867859801082;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;55.0;850.0;153299.5034;489279.8896;NL;52.39136636233912;5.362223419413492;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;153352.8019;484988.1901;NL;52.35279460423203;5.363027290959768;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;153629.0015;484571.9901;NL;52.349054717648066;5.367082926374344;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;153681.4033;490582.5893;NL;52.40307544099077;5.367828603986689;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;153830.7005;481796.6904;NL;52.32411182068469;5.3700526858704105;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;153833.5211;484715.0515;NL;52.35034096500795;5.370084043239079;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;55.0;850.0;153881.203;490325.4893;NL;52.40076519243213;5.370765364749531;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;153890.2031;490741.5892;NL;52.40450491133155;5.37089624523043;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;153913.6011;484160.3901;NL;52.345356048770256;5.371261134711662;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;55.0;850.0;154085.1028;490469.9892;NL;52.40206426046576;5.373760979330217;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;154118.2009;484304.19;NL;52.34664882857708;5.3742632976317;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;154213.1006;483752.1901;NL;52.34168780875859;5.375657278989359;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;154236.6001;482082.3902;NL;52.326680294902;5.376005839932745;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;55.0;850.0;154372.5023;490060.1892;NL;52.39838157633913;5.377984763378592;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;154414.4005;483898.39;NL;52.34300204479746;5.378610893767318;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;55.0;850.0;154453.702;489481.0893;NL;52.39317698958157;5.379178731115497;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;36.0;850.0;154462.9046;487631.2801;NL;52.376551763891946;5.379316823314825;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;154514.5002;483348.29;NL;52.338058050264614;5.380080570228185;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;55.0;850.0;154657.1018;489626.6892;NL;52.39448573279516;5.3821667325735065;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;154719.1;483491.79;NL;52.33934791276726;5.383082496639132;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;154734.9995;481504.3902;NL;52.3214858894005;5.383317290366147;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;154879.6993;481299.4902;NL;52.31964436645473;5.385439708099553;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;154893.602;491517.1889;NL;52.41147670353781;5.385640722134482;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;155014.5995;482630.89;NL;52.331610528029636;5.387418346301692;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;36.0;850.0;155032.0011;488641.8892;NL;52.38563491108227;5.387674411887659;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;155079.9995;482983.2899;NL;52.33477776224631;5.388377900203136;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;155219.5993;482775.5899;NL;52.33291099007425;5.390425919151765;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;36.0;850.0;155236.4009;488785.5892;NL;52.38692636606691;5.390676843263377;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;55.0;850.0;155243.9013;490674.3889;NL;52.403901989180994;5.390788452128481;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;55.0;850.0;155448.1011;490818.8888;NL;52.4052005495626;5.39378927435162;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;36.0;850.0;155530.3004;488381.1892;NL;52.383291593626204;5.394993258034153;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;55.0;850.0;155538.4009;490258.8889;NL;52.400167463353746;5.395115310703217;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;155583.4987;481820.39;NL;52.324325722370574;5.395763017368909;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;36.0;850.0;155638.5001;487821.2892;NL;52.37825934821785;5.396581381509326;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;155641.1987;482165.0899;NL;52.32742369774345;5.396610040863287;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;55.0;850.0;155741.3006;490401.2888;NL;52.40144704312371;5.398096898734908;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;155807.201;492164.4886;NL;52.41729369745739;5.399069525071443;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;36.0;850.0;155843.7999;487966.2891;NL;52.379562260790664;5.399596793934344;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;55.0;850.0;155884.2831;483565.5824;NL;52.34001046734555;5.400179628061314;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;36.0;850.0;155931.2997;487415.5892;NL;52.3746126722075;5.4008803129731096;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;156210.8982;482561.2897;NL;52.33098362758702;5.40496853380458;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;36.0;850.0;156355.0995;488937.5889;NL;52.38829082340583;5.407109938565036;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;36.0;850.0;156642.6991;488528.1889;NL;52.38461053433332;5.411332579859123;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;55.0;850.0;156745.8788;484183.4715;NL;52.3455617374583;5.412825386533416;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;55.0;850.0;156893.8778;483970.9894;NL;52.34365153740365;5.414996102515147;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;36.0;850.0;157478.8984;490361.3885;NL;52.40108330249617;5.423628403915405;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;36.0;850.0;157766.498;489963.2885;NL;52.397503992986806;5.427850985390083;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;70.0;850.0;157895.6966;482892.0894;NL;52.333950405192795;5.4296880691524185;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;36.0;850.0;158075.4975;489536.8885;NL;52.393670063503784;5.432387015513086;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;55.0;850.0;158073.3991;482016.461;NL;52.32607960634025;5.432287190119747;BU00500006;GM0050;BU00500006;GM0050;BU00500006;GM0050;False;False
52.0;55.0;850.0;161209.9937;489899.0882;NL;52.3968987473051;5.478443068778932;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;40.0;850.0;161382.0932;486363.3886;NL;52.36511953568809;5.48090428373591;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;55.0;850.0;162126.7144;487657.2181;NL;52.376738722529915;5.49186405861649;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;55.0;850.0;162641.2918;486852.2885;NL;52.3694974463197;5.499402564301653;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.0;55.0;850.0;165425.3886;485419.8888;NL;52.35657780999012;5.540237292308882;BU00500008;GM0050;BU00500008;GM0050;BU00500008;GM0050;False;False
52.0;55.0;850.0;165786.4881;486197.2887;NL;52.36355775570613;5.545562776631012;BU00500008;GM0050;BU00500008;GM0050;BU00500008;GM0050;False;False
52.0;55.0;850.0;168566.5568;501822.0229;NL;52.503921837604146;5.587010703170827;BU09951039;GM0995;BU09951039;GM0995;BU09951039;GM0995;False;False
52.0;54.0;850.0;172533.1422;523452.1878;NL;52.698199995899834;5.646572336377294;BU01710839;GM0171;BU01710839;GM0171;BU01710839;GM0171;False;False
52.0;54.0;850.0;194246.9259;518466.6483;NL;52.652262966424196;5.967179902417654;BU01710530;GM0171;BU01710530;GM0171;BU01710530;GM0171;False;False
52.0;45.0;850.0;155706.8148;542906.5792;NL;52.87331317159052;5.397703942355099;BU19000402;GM1900;BU19000402;GM1900;BU19000402;GM1900;False;False
52.0;45.0;850.0;155783.1145;542762.5792;NL;52.87201901159961;5.398836809790673;BU19000402;GM1900;BU19000402;GM1900;BU19000402;GM1900;False;False
52.0;45.0;850.0;155859.8143;542618.7793;NL;52.87072663794261;5.399975552652306;BU19000402;GM1900;BU19000402;GM1900;BU19000402;GM1900;False;False
52.0;40.0;850.0;156151.4399;543130.9942;NL;52.875329099030125;5.404308391347534;BU19000401;GM1900;BU19000401;GM1900;BU19000401;GM1900;False;False
52.0;40.0;850.0;156255.2133;543357.479;NL;52.877364165373194;5.405850600034443;BU19000401;GM1900;BU19000401;GM1900;BU19000401;GM1900;False;False
52.0;40.0;850.0;156276.2469;543058.2049;NL;52.87467469713152;5.406161846522969;BU19000401;GM1900;BU19000401;GM1900;BU19000401;GM1900;False;False
52.0;40.0;850.0;157236.9141;570057.2137;NL;53.11728893402573;5.420616925999696;BU19001307;GM1900;BU19001307;GM1900;BU19001307;GM1900;False;False
52.0;40.0;850.0;157336.2806;567101.2113;NL;53.0907262676887;5.422079571518937;BU19001501;GM1900;BU19001501;GM1900;BU19001501;GM1900;False;False
52.0;41.0;850.0;157496.2946;554369.2694;NL;52.97631555278514;5.424369663861358;BU19000208;GM1900;BU19000208;GM1900;BU19000208;GM1900;False;False
52.0;41.0;850.0;157534.3684;554517.8532;NL;52.97765057995832;5.424937641391624;BU19000208;GM1900;BU19000208;GM1900;BU19000208;GM1900;False;False
52.0;42.0;850.0;158115.7243;572081.5714;NL;53.13547501353363;5.433762131649454;BU19001308;GM1900;BU19001308;GM1900;BU19001308;GM1900;False;False
52.0;41.5;850.0;158120.7057;570642.226;NL;53.12254132299411;5.433822604724185;BU19001307;GM1900;BU19001307;GM1900;BU19001307;GM1900;False;False
52.0;40.0;850.0;158436.116;556450.1823;NL;52.99500983847357;5.438383101313859;BU19001808;GM1900;BU19001808;GM1900;BU19001808;GM1900;False;False
52.0;41.5;850.0;158556.1807;563172.0737;NL;53.055412520169284;5.440245153424378;BU19001709;GM1900;BU19001709;GM1900;BU19001709;GM1900;False;False
52.0;40.0;850.0;159417.6192;563622.913;NL;53.05945735788592;5.453099132699195;BU19001608;GM1900;BU19001608;GM1900;BU19001608;GM1900;False;False
52.0;40.0;850.0;160037.1535;569400.7781;NL;53.111371293997564;5.462430073500451;BU19001306;GM1900;BU19001306;GM1900;BU19001306;GM1900;False;False
52.0;44.0;850.0;160940.5308;549970.0318;NL;52.93675585631325;5.475564633736566;BU19000301;GM1900;BU19000301;GM1900;BU19000301;GM1900;False;False
52.0;40.0;850.0;161041.3793;572561.574;NL;53.13976318932251;5.477486016592809;BU19001309;GM1900;BU19001309;GM1900;BU19001309;GM1900;False;False
52.0;40.0;850.0;161899.0039;570233.1445;NL;53.11883006911105;5.490252008733077;BU19001309;GM1900;BU19001309;GM1900;BU19001309;GM1900;False;False
52.0;40.0;850.0;163351.6445;572520.7709;NL;53.13936551999877;5.512008126131275;BU19001309;GM1900;BU19001309;GM1900;BU19001309;GM1900;False;False
52.0;40.0;850.0;163697.7491;561886.0989;NL;53.043798099848765;5.516893827144076;BU19001607;GM1900;BU19001607;GM1900;BU19001607;GM1900;False;False
52.0;40.0;850.0;163822.7685;567940.0962;NL;53.09819691825761;5.518923009357529;BU19001408;GM1900;BU19001408;GM1900;BU19001408;GM1900;False;False
52.0;40.0;850.0;164029.9916;566875.8725;NL;53.08863048902018;5.521986916381931;BU19001403;GM1900;BU19001403;GM1900;BU19001403;GM1900;False;False
52.0;40.0;850.0;164471.8034;561887.431;NL;53.04379698984359;5.528435297774965;BU19001607;GM1900;BU19001607;GM1900;BU19001607;GM1900;False;False
52.0;40.0;850.0;166466.8078;565921.4916;NL;53.080008020062614;5.558324378594353;BU19001408;GM1900;BU19001408;GM1900;BU19001408;GM1900;False;False
52.0;44.0;850.0;187982.4853;593971.8743;NL;53.33115938824552;5.882269128678367;BU19701003;GM1970;BU19701003;GM1970;BU19701003;GM1970;False;False
52.0;40.0;850.0;211043.5194;593034.2804;NL;53.3208119504807;6.2282179915067895;BU19701208;GM1970;BU19701208;GM1970;BU19701208;GM1970;False;False
52.0;40.0;850.0;242276.9084;607410.1147;NL;53.445759178474724;6.700758460713331;BU19661201;GM1966;BU19661201;GM1966;BU19661201;GM1966;False;False
52.0;40.0;850.0;243692.9297;605267.2252;NL;53.42627564583459;6.72146632285266;BU19661301;GM1966;BU19661301;GM1966;BU19661301;GM1966;False;False
52.0;40.0;850.0;244560.9016;607278.4996;NL;53.44419721977562;6.735087196724119;BU19661301;GM1966;BU19661301;GM1966;BU19661301;GM1966;False;False
52.0;44.0;850.0;109958.1495;499278.8056;NL;52.479380939850046;4.724198577742567;BU04797130;GM0479;BU04797130;GM0479;BU04797130;GM0479;False;False
52.0;49.0;850.0;125446.1714;539383.3913;NL;52.8408465561671;4.948591315651821;BU19110990;GM1911;BU19110990;GM1911;BU19110990;GM1911;False;False
52.0;49.0;850.0;127674.6638;515386.7027;NL;52.625314135222816;4.983651806168393;BU15980507;GM1598;BU15980507;GM1598;BU15980507;GM1598;False;False
52.0;49.0;850.0;127868.2895;515452.5504;NL;52.625915571530676;4.986505908971228;BU15980507;GM1598;BU15980507;GM1598;BU15980507;GM1598;False;False
52.0;49.0;850.0;128089.8632;515529.6023;NL;52.6266190104395;4.9897719319699005;BU15980507;GM1598;BU15980507;GM1598;BU15980507;GM1598;False;False
52.0;49.0;850.0;128310.3628;515605.702;NL;52.62731374968534;4.993022273018861;BU15980507;GM1598;BU15980507;GM1598;BU15980507;GM1598;False;False
52.0;49.0;850.0;128547.3624;515687.1018;NL;52.62805683234462;4.996515983418604;BU15980507;GM1598;BU15980507;GM1598;BU15980507;GM1598;False;False
52.0;49.0;850.0;128784.162;515767.7015;NL;52.6287926122621;5.000006921409345;BU15980507;GM1598;BU15980507;GM1598;BU15980507;GM1598;False;False
52.0;49.0;850.0;129018.3616;515848.0012;NL;52.62952546963959;5.003459599001247;BU15980507;GM1598;BU15980507;GM1598;BU15980507;GM1598;False;False
52.0;49.0;850.0;129091.9316;531986.7387;NL;52.774563344652556;5.003280764297365;BU19111090;GM1911;BU19111090;GM1911;BU19111090;GM1911;False;False
52.0;49.0;850.0;131619.0458;537568.1957;NL;52.824835992708884;5.040331773211553;BU19110790;GM1911;BU19110790;GM1911;BU19110790;GM1911;False;False
52.0;49.0;850.0;132244.252;544904.218;NL;52.89078696735164;5.049097689579056;BU19110790;GM1911;BU19110790;GM1911;BU19110790;GM1911;False;False
52.0;49.0;850.0;132908.0455;532894.5377;NL;52.78289009259307;5.059768883770214;BU19111080;GM1911;BU19111080;GM1911;BU19111080;GM1911;False;False
52.0;55.0;850.0;137705.9532;526993.4914;NL;52.73003331595502;5.131190200067308;BU04201505;GM0420;BU04201505;GM0420;BU04201505;GM0420;False;False
52.0;60.0;850.0;141227.7445;526582.789;NL;52.72644304776459;5.183342433658995;BU04201610;GM0420;BU04201610;GM0420;BU04201610;GM0420;False;False
52.0;60.0;850.0;141446.544;526668.7889;NL;52.727221408243786;5.186577653670687;BU04201610;GM0420;BU04201610;GM0420;BU04201610;GM0420;False;False
52.0;60.0;850.0;141716.5435;526798.0887;NL;52.728390060821845;5.190569154470954;BU04201610;GM0420;BU04201610;GM0420;BU04201610;GM0420;False;False
52.0;60.0;850.0;143217.8404;527478.5876;NL;52.73454016161258;5.212768625627685;BU04201610;GM0420;BU04201610;GM0420;BU04201610;GM0420;False;False
52.2;60.0;900.0;78845.3191;382476.3858;NL;51.426258244040255;4.292195672529457;BU08730008;GM0873;BU08730008;GM0873;BU08730008;GM0873;False;False
52.2;55.0;900.0;156542.3;492167.0884;NL;52.41731547287899;5.409874752607291;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.2;55.0;900.0;156602.1998;491630.8885;NL;52.41249621196862;5.410752639289106;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.2;55.0;900.0;156804.7996;491776.5884;NL;52.41380505432363;5.4137311189500625;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.2;55.0;900.0;156894.3093;491203.2085;NL;52.40865150417942;5.415043459349236;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.2;35.0;900.0;157974.0019;490102.6124;NL;52.39875507844663;5.430900960530954;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.2;35.0;900.0;158279.6973;489681.7885;NL;52.39497116827502;5.435388367028573;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.2;40.0;900.0;160881.3053;487076.3635;NL;52.371533044693734;5.473564374157227;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.2;40.0;900.0;161025.278;486871.4803;NL;52.36969008086691;5.475674761210601;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.2;55.0;900.0;162059.5125;488657.1083;NL;52.385726140486796;5.490898214760992;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.2;55.0;900.0;163450.1908;487725.7884;NL;52.37733619412826;5.511301725634658;BU00500007;GM0050;BU00500007;GM0050;BU00500007;GM0050;False;False
52.2;55.0;900.0;163645.5306;490805.088;NL;52.4050083859587;5.514249844455583;BU09951068;GM0995;BU09951068;GM0995;BU09951068;GM0995;False;False
52.2;55.0;900.0;164271.0292;490360.4075;NL;52.40100159636365;5.52342916988299;BU09951068;GM0995;BU09951068;GM0995;BU09951068;GM0995;False;False
52.2;55.0;900.0;164812.0893;486028.2887;NL;52.362057154927676;5.531252548567705;BU00500008;GM0050;BU00500008;GM0050;BU00500008;GM0050;False;False
