diam;ash;kw;x;y;land;lat;lon;buurtcode_2023;gemeentecode_2023;buurtcode_2024;gemeentecode_2024;buurtcode_2025;gemeentecode_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd
115.0;122.0;3000.0;71641.7464;408658.4142;NL;51.660538176255855;4.182414633302665;BU16760501;GM1676;BU16760501;GM1676;BU16760501;GM1676;False;False
115.0;122.0;3000.0;71523.2128;409060.5817;NL;51.66413477533608;4.180605497216762;BU16769997;GM1676;BU16769997;GM1676;BU16769997;GM1676;False;False
115.0;122.0;3000.0;71171.8455;409151.5985;NL;51.664900286648376;4.175505926172541;BU16760501;GM1676;BU16760501;GM1676;BU16760501;GM1676;False;False
115.0;122.0;3000.0;70716.7612;409138.8985;NL;51.66471789685681;4.168932385144281;BU16760501;GM1676;BU16760501;GM1676;BU16760501;GM1676;False;False
115.0;122.0;3000.0;70314.5937;409016.1316;NL;51.66355398158236;4.163150359643781;BU16760501;GM1676;BU16760501;GM1676;BU16760501;GM1676;False;False
115.0;122.0;3000.0;70941.1283;409457.4575;NL;51.667614445472445;4.1720979559646;BU16760501;GM1676;BU16760501;GM1676;BU16760501;GM1676;False;False
115.0;122.0;3000.0;70392.9106;409415.1241;NL;51.667151498371915;4.164185248608749;BU16760501;GM1676;BU16760501;GM1676;BU16760501;GM1676;False;False
115.0;122.0;3000.0;70014.0265;409271.1904;NL;51.665800657055456;4.158744683805718;BU16760501;GM1676;BU16760501;GM1676;BU16760501;GM1676;False;False
115.0;122.0;3000.0;69767.0719;410437.2472;NL;51.67624230157161;4.154890518381652;BU16760501;GM1676;BU16760501;GM1676;BU16760501;GM1676;False;False
115.0;122.0;3000.0;69494.5942232;410704.63837;NL;51.67860377505024;4.150886219317243;BU16760501;GM1676;BU16760501;GM1676;BU16760501;GM1676;False;False
115.0;122.0;3000.0;69223.9199;410591.1649;NL;51.67754263219617;4.147001381801066;BU16760501;GM1676;BU16760501;GM1676;BU16760501;GM1676;False;False
101.0;99.0;3050.0;70341.4794;412122.7444;NL;51.69147668336249;4.162783748054647;BU19241103;GM1924;BU19241103;GM1924;BU19241103;GM1924;False;False
101.0;99.0;3050.0;70494.5936;411860.3384;NL;51.689141610257;4.165061471719368;BU19241103;GM1924;BU19241103;GM1924;BU19241103;GM1924;False;False
70.0;64.0;2300.0;37424.3458517;388980.664143;NL;51.47759275188919;3.6946487387714972;BU07180800;GM0718;BU07180800;GM0718;BU07180800;GM0718;False;False
70.0;64.0;2300.0;38139.9692515;389185.809754;NL;51.479584968316786;3.7048780698347494;BU07180800;GM0718;BU07180800;GM0718;BU07180800;GM0718;False;False
80.0;60.0;2000.0;74032.204;419417.3524;NL;51.75757866529094;4.214451991866234;BU19240307;GM1924;BU19240307;GM1924;BU19240307;GM1924;False;False
59.0;90.0;3600.0;74104.4683536;418352.622004;NL;51.748020491805384;4.215746727512391;BU19241202;GM1924;BU19241202;GM1924;BU19241202;GM1924;False;False
59.0;90.0;3600.0;73851.4119953;418532.842482;NL;51.74960344351621;4.212040785786851;BU19241202;GM1924;BU19241202;GM1924;BU19241202;GM1924;False;False
59.0;90.0;3600.0;73618.8979297;418712.234554;NL;51.75118182306424;4.208632214827225;BU19241202;GM1924;BU19241202;GM1924;BU19241202;GM1924;False;False
59.0;90.0;3600.0;73368.3139323;418965.771023;NL;51.75342379014645;4.204944314342314;BU19240307;GM1924;BU19240307;GM1924;BU19240307;GM1924;False;False
59.0;90.0;3600.0;73129.5730388;419208.987919;NL;51.755574634273856;4.201429978232752;BU19240307;GM1924;BU19240307;GM1924;BU19240307;GM1924;False;False
59.0;90.0;3600.0;72891.6299625;419452.25717;NL;51.75772595961217;4.197926849480849;BU19240307;GM1924;BU19240307;GM1924;BU19240307;GM1924;False;False
127.0;135.0;4200.0;80222.2769;424345.5467;NL;51.80273129655868;4.303030378843777;BU19631299;GM1963;BU19631299;GM1963;BU19631299;GM1963;False;False
127.0;135.0;4200.0;80642.6938;424526.8715;NL;51.80441704063854;4.309085838480139;BU19631299;GM1963;BU19631299;GM1963;BU19631299;GM1963;False;False
127.0;135.0;4200.0;81067.9246;424725.8475;NL;51.80626174389672;4.315207769459764;BU19631299;GM1963;BU19631299;GM1963;BU19631299;GM1963;False;False
127.0;135.0;4200.0;81510.0042;424925.6257;NL;51.808115556948415;4.321574305290212;BU19631299;GM1963;BU19631299;GM1963;BU19631299;GM1963;False;False
127.0;135.0;4200.0;81863.026;425081.2763;NL;51.809560781320855;4.326659488097508;BU19631299;GM1963;BU19631299;GM1963;BU19631299;GM1963;False;False
120.0;120.0;3400.0;92422.9593;414418.9495;NL;51.715016961435005;4.481690881530329;BU19630999;GM1963;BU19630999;GM1963;BU19630999;GM1963;False;False
120.0;120.0;3400.0;92800.785;414272.8992;NL;51.713746444425446;4.487183633901055;BU19630999;GM1963;BU19630999;GM1963;BU19630999;GM1963;False;False
120.0;120.0;3400.0;93169.0858;414137.9614;NL;51.71257449131966;4.492536297861883;BU19630999;GM1963;BU19630999;GM1963;BU19630999;GM1963;False;False
120.0;120.0;3400.0;93543.8516846;413985.995972;NL;51.71124996559363;4.497985229179964;BU19630999;GM1963;BU19630999;GM1963;BU19630999;GM1963;False;False
120.0;120.0;3400.0;93920.3982088;413837.086755;NL;51.709952847742045;4.503459065681517;BU19630999;GM1963;BU19630999;GM1963;BU19630999;GM1963;False;False
120.0;120.0;3400.0;94293.9536133;413694.920898;NL;51.708715755045176;4.508888140931202;BU19630999;GM1963;BU19630999;GM1963;BU19630999;GM1963;False;False
120.0;120.0;3400.0;94648.6387;413559.3165;NL;51.707535347998856;4.514042798101725;BU19630999;GM1963;BU19630999;GM1963;BU19630999;GM1963;False;False
120.0;120.0;3400.0;95094.9605713;413549.963989;NL;51.70749923476634;4.5205010549135745;BU19630999;GM1963;BU19630999;GM1963;BU19630999;GM1963;False;False
120.0;120.0;3400.0;95562.7125;413532.1914;NL;51.70738936441806;4.527270756287317;BU19630999;GM1963;BU19630999;GM1963;BU19630999;GM1963;False;False
71.0;85.0;2300.0;102757.0233;419297.0162;NL;51.759920249343686;4.630480723243738;BU05051919;GM0505;BU05051919;GM0505;BU05051919;GM0505;False;False
71.0;85.0;2300.0;102819.2005;419038.3855;NL;51.75760153818946;4.631420171210133;BU05051919;GM0505;BU05051919;GM0505;BU05051919;GM0505;False;False
71.0;85.0;2300.0;102896.5913;418785.9725;NL;51.75534012041962;4.632578911121494;BU05051919;GM0505;BU05051919;GM0505;BU05051919;GM0505;False;False
71.0;85.0;2300.0;102961.1497;418530.3845;NL;51.75304895973907;4.633552181304642;BU05051919;GM0505;BU05051919;GM0505;BU05051919;GM0505;False;False
90.0;110.0;3000.0;74636.1143799;435144.667114;NL;51.899004774790015;4.219540359554622;BU05992307;GM0599;BU05992307;GM0599;BU05992307;GM0599;False;False
110.0;94.0;3600.0;61118.7793;437942.1551;NL;51.92202797796946;4.022423935296854;BU19922108;GM1992;BU19922108;GM1992;BU19922108;GM1992;False;False
110.0;94.0;3600.0;60496.875;437778.2454;NL;51.92044975585678;4.013430637835991;BU19922108;GM1992;BU19922108;GM1992;BU19922108;GM1992;False;False
110.0;94.0;3600.0;60080.5523;437635.3701;NL;51.91909497942207;4.007419738873388;BU05992308;GM0599;BU05992308;GM0599;BU05992308;GM0599;False;False
110.0;94.0;3600.0;59659.467;437500.0355;NL;51.91780684210046;4.001337905697703;BU05992308;GM0599;BU05992308;GM0599;BU05992308;GM0599;False;False
110.0;94.0;3600.0;59247.1131;437566.7106;NL;51.918335173615404;3.995327079659027;BU05992308;GM0599;BU05992308;GM0599;BU05992308;GM0599;False;False
110.0;94.0;3600.0;60765.163;438132.4173;NL;51.92367791386062;4.017232583242266;BU05992308;GM0599;BU05992308;GM0599;BU05992308;GM0599;False;False
220.0;135.0;12000.0;60476.366709;442441.108373;NL;51.962347340815874;4.011849895674049;BU05992308;GM0599;BU05992308;GM0599;BU05992308;GM0599;False;False
90.0;80.0;3000.0;62769.9196;444641.5702;NL;51.98250654157301;4.044621481537076;BU05992308;GM0599;BU05992308;GM0599;BU05992308;GM0599;False;False
90.0;80.0;3000.0;63344.7447;444461.9645;NL;51.9809877445361;4.053034969410774;BU05992308;GM0599;BU05992308;GM0599;BU05992308;GM0599;False;False
90.0;80.0;3000.0;63623.5499;444365.3913;NL;51.9801658635248;4.057118048175636;BU05992308;GM0599;BU05992308;GM0599;BU05992308;GM0599;False;False
70.0;90.0;3000.0;72341.0869;439699.5092;NL;51.93960147245694;4.185106770743967;BU05992307;GM0599;BU05992307;GM0599;BU05992307;GM0599;False;False
70.0;90.0;3000.0;72616.8228;439471.9398;NL;51.93759731450876;4.189170470246176;BU05992705;GM0599;BU05992705;GM0599;BU05992705;GM0599;False;False
112.0;119.0;3450.0;71767.1600387;441093.710163;NL;51.95204496539178;4.176424221684427;BU05991703;GM0599;BU05991703;GM0599;BU05991703;GM0599;False;False
112.0;119.0;3450.0;72098.573004;440816.238696;NL;51.94960097261582;4.181311202553044;BU05991703;GM0599;BU05991703;GM0599;BU05991703;GM0599;False;False
112.0;119.0;3450.0;72441.8272733;440539.428629;NL;51.94716447678114;4.1863696920167;BU05991703;GM0599;BU05991703;GM0599;BU05991703;GM0599;False;False
112.0;119.0;3450.0;72803.3420142;440277.992691;NL;51.9448686233369;4.191689488025828;BU05991703;GM0599;BU05991703;GM0599;BU05991703;GM0599;False;False
112.0;119.0;3450.0;73541.2816;439823.7195;NL;51.94089484462865;4.20252798494014;BU05991703;GM0599;BU05991703;GM0599;BU05991703;GM0599;False;False
112.0;119.0;3450.0;73161.6038;440053.9075;NL;51.942907705577035;4.196952544820272;BU05991703;GM0599;BU05991703;GM0599;BU05991703;GM0599;False;False
100.0;99.0;3000.0;96763.2557;435957.6419;NL;51.90906616118375;4.54086346374435;BU05020996;GM0502;BU05020996;GM0502;BU05020996;GM0502;False;False
112.0;97.0;3300.0;86387.097;454115.9095;NL;52.07107290878919;4.386454883384007;BU05184316;GM0518;BU05184316;GM0518;BU05184316;GM0518;False;False
90.0;80.0;3000.0;94563.5157;449913.0139;NL;52.0342530903987;4.506440473598128;BU06370801;GM0637;BU06370801;GM0637;BU06371307;GM0637;True;False
90.0;80.0;3000.0;94812.5489;450209.2623;NL;52.03694263489145;4.510017175350808;BU06370801;GM0637;BU06370801;GM0637;BU06371307;GM0637;True;False
90.0;80.0;3000.0;95021.6772;450535.8927;NL;52.03990080543552;4.513007423057883;BU06370801;GM0637;BU06370801;GM0637;BU06371307;GM0637;True;False
82.0;85.0;3000.0;96358.0314;461098.4767;NL;52.13497197010945;4.530666778541818;BU06381011;GM0638;BU06381011;GM0638;BU06381011;GM0638;False;False
82.0;85.0;3000.0;96677.3554;460925.7462;NL;52.13345339215904;4.53536000536434;BU06381011;GM0638;BU06381011;GM0638;BU06381011;GM0638;False;False
82.0;85.0;3000.0;96991.4105658;460747.919326;NL;52.131888271424;4.5399768386996024;BU06381011;GM0638;BU06381011;GM0638;BU06381011;GM0638;False;False
82.0;85.0;3000.0;97307.9770348;460572.798901;NL;52.13034755462366;4.5446295617679136;BU06381011;GM0638;BU06381011;GM0638;BU06381011;GM0638;False;False
18.0;34.0;80.0;118240.6717;471021.1406;NL;52.22604050584291;4.849197136208653;BU07360108;GM0736;BU07360108;GM0736;BU07360108;GM0736;False;False
90.0;80.0;3000.0;110840.84;492836.7792;NL;52.42155871205366;4.7380406513798565;BU0363BA01;GM0363;BU0363BA01;GM0363;BU0363BA01;GM0363;False;False
71.0;98.0;2050.0;110086.5155;494275.8633;NL;52.434430455183566;4.7267594971607565;BU04797110;GM0479;BU04797110;GM0479;BU04797110;GM0479;False;False
90.0;80.0;3000.0;115045.3439;490848.6563;NL;52.40401373330104;4.800082728483957;BU0363BA02;GM0363;BU0363BA02;GM0363;BU0363BA02;GM0363;False;False
90.0;80.0;2350.0;100158.761067;499349.597567;NL;52.479123066027654;4.579954629437051;BU04530506;GM0453;BU04530506;GM0453;BU04530506;GM0453;False;False
90.0;80.0;2350.0;100290.644492;499649.848052;NL;52.48183450536981;4.581846584509694;BU04530506;GM0453;BU04530506;GM0453;BU04530506;GM0453;False;False
90.0;80.0;2350.0;100421.786822;499962.055406;NL;52.484653290828376;4.583725908717629;BU04530506;GM0453;BU04530506;GM0453;BU04530506;GM0453;False;False
167.0;116.0;8000.0;-7927.8641;407671.9719;NL_zee;51.634200349399066;3.03354492647925;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
167.0;116.0;8000.0;-8243.2136;406062.5326;NL_zee;51.61965206621812;3.0297454303953675;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
167.0;116.0;8000.0;-8334.248;404557.097;NL_zee;51.60610316488348;3.029135472613828;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-13126.5462;417641.7433;NL_zee;51.722214313235156;2.953695626414438;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-14209.1142;416371.1192;NL_zee;51.710475466891516;2.9386583619129647;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-15540.9391;414823.3573;NL_zee;51.69616968448295;2.92016195827435;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-17007.4983;412999.919;NL_zee;51.679343657458006;2.899866688347625;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-16901.6363;411494.9513;NL_zee;51.665859045499744;2.902138713402934;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-15582.4333;413258.7216;NL_zee;51.682103890396384;2.9203289666501493;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-14103.7918;414856.681;NL_zee;51.69690485385621;2.940917355391624;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-12840.8861;416276.322;NL_zee;51.71003596429555;2.958486064241303;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-11311.78;416816.271;NL_zee;51.715342247611574;2.980335782883342;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-12686.9032;415024.9138;NL_zee;51.698842029804936;2.9613156481191054;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-13933.3264;413484.6274;NL_zee;51.68463270152766;2.9440471155592465;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-15431.3487;411606.7697;NL_zee;51.66731242198212;2.923320154334015;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-15318.2492;409721.2861;NL_zee;51.65041176913871;2.925874872353315;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-13735.3597;411741.45;NL_zee;51.669035321820616;2.9477521303790764;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-12166.5507;413651.9012;NL_zee;51.686665222096714;2.969496545872567;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-10988.2778;415089.3233;NL_zee;51.699926711676525;2.985837849494149;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-9492.1348;414319.5127;NL_zee;51.69345367499496;3.007828696177426;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-7711.3684;415042.0115;NL_zee;51.70046366250661;3.0332287362685344;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-8061.7039;413687.2371;NL_zee;51.68819272332087;3.0287992588836254;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-8418.3546;412277.1765;NL_zee;51.675423177057326;3.0243068309291283;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-8683.4773;410739.9665;NL_zee;51.661538100640435;3.0211985608815906;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-9010.0087;409344.3956;NL_zee;51.64890722250311;3.0171388815153275;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-9256.917;408061.3351;NL_zee;51.6373101272694;3.0141778135030726;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-9633.5112;406652.227;NL_zee;51.62454272238704;3.009406074269617;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-9795.7002;405371.4973;NL_zee;51.61299124512134;3.0076696597642156;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-9882.5698;404098.3247;NL_zee;51.60152973959484;3.0070169068913324;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-11206.0768;405552.7228;NL_zee;51.614203185911045;2.987235576618203;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-12610.8894;406965.1847;NL_zee;51.62647224487513;2.9662899476902287;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-13871.4794;408357.7487;NL_zee;51.63860218577422;2.94742447808362;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-13349.3336;410092.254;NL_zee;51.654338425207264;2.954124683375337;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-11701.2744;411659.6981;NL_zee;51.66890980645768;2.977173584852863;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-10429.5367;413049.4175;NL_zee;51.68176935785072;2.9948839964933995;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-9916.7198;411462.7541;NL_zee;51.66766883660947;3.003044996894733;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-10731.7294;409936.2934;NL_zee;51.65371749708201;2.9919981152813095;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-12214.2671;417226.7536;NL_zee;51.71876026648544;2.9670885914597904;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-12405.9957;408945.4142;NL_zee;51.6443199464428;2.9682971268555454;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-11083.8026;407595.915;NL_zee;51.63259168237996;2.988028120476743;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-17479.737;422458.5143;NL_zee;51.76415131228444;2.888349572372421;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-16343.2661;422712.443;NL_zee;51.76678158800978;2.904674274615617;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-14972.6045;423152.5987;NL_zee;51.771153521745376;2.9242999054457486;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-13653.0085;423564.5524;NL_zee;51.77525347409088;2.9432037418795045;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-12467.948;423835.9902;NL_zee;51.7780479853546;2.960230871308677;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-11063.5177;424225.5275;NL_zee;51.78196606352573;2.980380195375987;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-9906.0244;424582.7359;NL_zee;51.78551746150686;2.996972173873707;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-11317.9636;423037.2229;NL_zee;51.77121704856365;2.9772658258108886;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-12275.7006;421907.8515;NL_zee;51.76078723726043;2.963944928870194;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-13334.0426;420611.3225;NL_zee;51.74882427452653;2.9492554235222945;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-16055.7256;421856.781;NL_zee;51.759184457147455;2.9092586799383615;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-14464.183;421864.7359;NL_zee;51.759740715615;2.9322898848705274;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-25416.9447;420252.6221;NL_zee;51.7418346006314;2.774615393785423;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-24091.5105;420539.1466;NL_zee;51.74483391419605;2.793642142587167;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-22672.1483;420937.9739;NL_zee;51.74886861121023;2.81397299744618;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-21382.2054;421356.1339;NL_zee;51.75303261628517;2.8324249431938253;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-19938.8143;421724.3118;NL_zee;51.756792877102214;2.8531262611694608;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-18982.5046;421127.1737;NL_zee;51.751728220221324;2.8672655170049524;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-17871.7225;420665.4159;NL_zee;51.74792553063167;2.883569251663592;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-16533.8334;420091.1869;NL_zee;51.7431800960021;2.903211718676706;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-15154.4818;419585.4545;NL_zee;51.7390591733851;2.9234163639568935;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-17704.4307;419053.3459;NL_zee;51.7334984108899;2.886791780306808;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-19856.6405;418588.4708;NL_zee;51.7286545627444;2.855894971162959;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-24342.4827;419141.299;NL_zee;51.732199454280504;2.790733163025063;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-22671.8062;419727.0006;NL_zee;51.73799284876142;2.8145977411416094;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-23148.5498;417865.6173;NL_zee;51.72112396695681;2.808655937207735;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-20947.6785;420110.8282;NL_zee;51.74198516087637;2.8393441441953895;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-21504.1653;418257.3344;NL_zee;51.725163182427636;2.8322353536615217;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-22151.02;416841.6787;NL_zee;51.71224449300345;2.823602318169128;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-20157.381;417202.1447;NL_zee;51.71610942595209;2.8522441216488064;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-18050.2796;417663.7122;NL_zee;51.72091052917966;2.882481312881351;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-15998.9534;418096.4708;NL_zee;51.72542806937183;2.9119325751231453;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-13951.7712;418559.6718;NL_zee;51.73021041681656;2.9413150936416197;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-15808.3153;416438.8379;NL_zee;51.710597961148224;2.9155042571590175;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-17100.8415;414869.3735;NL_zee;51.69610572677414;2.897593910988205;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-18542.4514;413190.2573;NL_zee;51.680579804863726;2.877595667304571;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-19728.2193;414420.0269;NL_zee;51.691256292576014;2.859846884025984;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-21058.6254;415660.2855;NL_zee;51.70197876158046;2.8399937687780863;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-18966.6938;415666.6236;NL_zee;51.70268962839783;2.870228568141546;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-17354.8388;416434.4237;NL_zee;51.710084233767496;2.8931474515364903;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-9293.4289;415794.5515;NL_zee;51.706761127566715;3.0100040376157917;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
164.0;116.0;9500.0;-10139.5757;416247.3409;NL_zee;51.710579165464736;2.9975560555359038;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
167.0;116.0;8000.0;-6068.6798;416700.0759;NL_zee;51.71583213763595;3.0562069988191825;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
167.0;116.0;8000.0;-7374.7194;417307.8073;NL_zee;51.72091357009502;3.0370371065900765;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
167.0;116.0;8000.0;-8714.7055;418053.3027;NL_zee;51.727219330834835;3.017307041235084;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
167.0;116.0;8000.0;-9175.7287;419610.8686;NL_zee;51.74107457286919;3.009902549735832;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
167.0;116.0;8000.0;-10281.1163;418840.277;NL_zee;51.73382743692896;2.994276359119487;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
167.0;116.0;8000.0;-11598.0077;419457.8867;NL_zee;51.7389841250384;2.9749302663852784;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
167.0;116.0;8000.0;-10643.0559;420541.7902;NL_zee;51.749003467563384;2.988228769267643;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
167.0;116.0;8000.0;-9863.0399;421562.809;NL_zee;51.75840491862717;2.999031033478408;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
167.0;116.0;8000.0;-7391.9566;418571.7337;NL_zee;51.732261570990836;3.036197051045586;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
167.0;116.0;8000.0;-7368.9531;419755.2414;NL_zee;51.74289889040946;3.0359764000882903;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
167.0;116.0;8000.0;-8581.1089;420896.6687;NL_zee;51.752798155424976;3.0178997173493523;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
167.0;116.0;8000.0;-7587.7503;421971.8871;NL_zee;51.76274585200641;3.031771883202431;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False
