buurtcode;bestelautos_totaal;vrachtautos_totaal;bestelautos_ondergrens;bestelautos_bovengrens;vrachtautos_ondergrens;vrachtautos_bovengrens;bedrijfswagens_gewicht_methode;bedrijfswagens_pc4_gelijk_verdeeld;bedrijfswagens_pc4_dekkingsklasse;bedrijfswagens_rdw_peildatum;bedrijfswagens_cbs_split_periode
BU03770300;36;1;4;36;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03770309;9;0;9;27;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03770400;8;0;8;31;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03770401;8;0;8;13;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03770402;4;0;4;8;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03770403;41;1;4;41;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU03770404;4;0;4;17;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03770409;16;0;10;16;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU03922001;4;0;4;85;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940101;32;1;20;32;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940102;575;24;166;575;7;24;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940103;269;11;97;269;4;11;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940104;440;18;223;440;9;18;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940105;275;10;62;275;2;10;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940106;81;3;25;81;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940107;97;4;26;97;1;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940108;93;4;43;93;2;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940109;81;3;49;81;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940111;7;0;7;56;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940112;4;0;4;70;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940113;114;2;103;114;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940114;142;2;101;142;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940115;32;1;18;32;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940116;2;0;2;135;0;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940117;19;1;19;105;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940118;107;3;107;149;3;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940119;80;3;80;612;3;25;bedrijfsvestigingen_hj;False;5.0;2026-07-08;2023JJ00
BU03940122;23;1;23;1192;1;47;bedrijfsvestigingen_hj;False;4.0;2026-07-08;2023JJ00
BU03940123;305;13;187;305;8;13;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940124;372;15;100;372;4;15;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940125;503;23;313;503;14;23;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940126;135;6;135;205;6;9;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940127;989;57;53;989;1;57;oppervlakte;False;6.0;2026-07-08;2023JJ00
BU03940230;498;86;96;498;17;86;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940231;26;1;23;26;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940232;43;1;32;43;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940233;58;2;31;58;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940234;277;48;58;277;10;48;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940235;72;3;32;72;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940236;190;4;54;190;1;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940237;244;9;62;244;2;9;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940239;554;96;60;554;10;96;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940240;37;6;37;1689;6;218;bedrijfsvestigingen_hj;False;6.0;2026-07-08;2023JJ00
BU03940241;55;10;34;55;6;10;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940429;375;29;375;439;29;33;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940466;33;2;33;60;2;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940551;34;2;34;267;2;19;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940552;83;6;27;83;2;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940553;50;3;13;50;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940554;183;12;60;183;4;12;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940556;17;1;14;17;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940557;67;5;23;67;2;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940558;67;5;15;67;1;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940559;33;2;29;33;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940560;33;2;22;33;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940561;17;1;17;40;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940562;26;2;18;26;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940564;47;3;47;115;3;8;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940674;78;17;70;78;15;17;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940675;273;95;253;273;92;95;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940676;51;1;51;51;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940677;44;12;41;44;11;12;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940678;154;42;154;165;42;45;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940779;178;20;22;178;2;20;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940780;222;25;36;222;4;25;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940781;36;3;28;36;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940782;133;15;133;484;15;54;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940883;58;0;44;58;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU03940884;16;0;16;16;0;0;bedrijfsvestigingen_totaal;False;2.0;2026-07-08;2023JJ00
BU03940885;49;3;49;49;3;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940986;27;1;5;27;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940987;27;1;27;148;1;7;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940988;39;3;39;40;3;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03940989;107;5;7;107;0;5;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU03941090;78;5;73;78;5;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03941091;156;11;156;161;11;11;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU03941192;84;8;84;151;8;15;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03941193;84;8;18;84;2;8;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03941294;70;7;63;70;6;7;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03941295;36;4;36;499;4;49;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03941397;347;25;250;347;18;25;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03941398;90;7;90;254;7;19;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03941399;181;13;120;181;9;13;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03941570;3;0;3;514;0;37;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03941663;1570;352;1570;1779;352;386;bedrijfsvestigingen_hj;False;4.0;2026-07-08;2023JJ00
BU03970001;107;4;103;107;4;5;bedrijfsvestigingen_hj;False;4.0;2026-07-08;2023JJ00
BU03970004;21;0;21;66;0;1;bedrijfsvestigingen_hj;False;6.0;2026-07-08;2023JJ00
BU03970006;14;0;14;27;0;0;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU03970100;26;0;26;26;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03970101;17;0;5;17;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03970102;39;0;20;39;0;0;bedrijfsvestigingen_totaal;False;5.0;2026-07-08;2023JJ00
BU03970200;22;0;20;22;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04370000;252;34;37;252;5;34;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04370006;13;2;13;204;2;27;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04511500;39;1;37;39;1;1;bedrijfsvestigingen_hj;False;3.0;2026-07-08;2023JJ00
BU04512500;78;2;74;78;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04513500;288;7;269;288;6;7;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04514500;388;11;312;388;8;11;bedrijfsvestigingen_hj;False;3.0;2026-07-08;2023JJ00
BU04515000;32;4;32;114;4;14;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU04515500;66;8;66;85;8;8;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU04516500;89;5;56;89;2;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04517500;145;4;145;206;4;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04518500;243;32;90;243;12;32;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04519000;35;5;35;200;5;26;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04519500;233;30;190;233;24;30;bedrijfsvestigingen_totaal;False;2.0;2026-07-08;2023JJ00
BU04730402;0;0;0;8;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04730403;3;0;3;250;0;3;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04840101;22;1;22;244;1;14;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840102;56;3;49;56;2;3;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04840103;22;1;11;22;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840104;22;1;15;22;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840105;66;4;8;66;0;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840106;42;2;14;42;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840107;44;2;19;44;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840108;66;4;19;66;1;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840109;22;1;6;22;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840110;23;1;13;23;1;1;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU04840111;16;1;7;16;0;1;bedrijfsvestigingen_hj;False;3.0;2026-07-08;2023JJ00
BU04840201;60;1;60;153;1;3;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04840202;29;1;12;29;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840203;20;0;15;20;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840204;20;0;12;20;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840205;10;0;10;12;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840206;20;0;10;20;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840207;29;1;10;29;0;1;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU04840208;29;1;12;29;0;1;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU04840209;10;0;7;10;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840210;20;0;13;20;0;0;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU04840211;20;0;10;20;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840301;12;0;11;12;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840302;37;0;17;37;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840303;12;0;8;12;0;0;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU04840304;12;0;6;12;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840305;37;0;11;37;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840306;50;0;13;50;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840307;25;0;25;102;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04840401;58;3;58;116;3;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840402;261;14;227;261;12;14;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840403;87;5;60;87;3;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840404;55;3;36;55;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840405;29;2;29;48;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840501;60;4;60;66;4;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840502;80;5;55;80;4;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840503;41;3;41;45;3;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840601;23;0;23;25;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840602;46;1;21;46;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840603;57;1;31;57;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840802;0;0;0;59;0;7;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04844501;8;1;8;27;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04844502;49;4;39;49;3;4;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04844503;90;7;4;90;0;7;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04849401;91;4;91;109;4;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04849402;46;2;20;46;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04849403;140;6;25;140;1;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04849601;77;37;77;309;37;150;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04849602;77;37;17;77;8;37;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04849603;153;74;11;153;5;74;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04849604;77;37;45;77;22;37;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05340101;44;5;30;44;3;5;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU05340102;50;5;39;50;4;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05340103;50;5;25;50;3;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05340104;25;3;18;25;2;3;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU05340105;1;0;1;15;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05340201;25;3;13;25;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05340202;99;11;47;99;5;11;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05340203;50;5;23;50;3;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05340204;25;3;24;25;3;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05340205;74;8;17;74;2;8;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05340206;74;8;30;74;3;8;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU05340301;0;0;0;17;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05340302;0;0;0;9;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05340303;0;0;0;14;0;1;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU05340304;0;0;0;15;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05340305;0;0;0;13;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05340306;50;5;16;50;2;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05340401;0;0;0;45;0;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05340402;0;0;0;19;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05340501;653;56;22;653;2;56;oppervlakte;False;1.0;2026-07-08;2023JJ00
BU05340502;0;0;0;18;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05340503;12;1;12;761;1;72;bedrijfsvestigingen_hj;False;3.0;2026-07-08;2023JJ00
BU05460000;58;6;39;58;4;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460001;33;3;33;35;3;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460002;16;2;16;18;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460003;58;6;37;58;4;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460100;11;0;11;14;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460101;26;0;24;26;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460102;21;0;15;21;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460103;21;0;20;21;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460104;10;0;10;14;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460105;48;1;30;48;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460106;10;0;10;12;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460107;21;0;21;29;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460108;5;0;5;10;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460109;115;8;115;117;8;9;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460200;91;1;65;91;1;1;bedrijfsvestigingen_hj;False;4.0;2026-07-08;2023JJ00
BU05460300;89;1;83;89;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460301;120;2;120;144;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460302;214;16;212;214;16;16;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460400;57;1;32;57;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460401;24;0;23;24;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460402;12;0;12;27;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460403;18;0;18;25;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460404;36;0;26;36;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460405;42;0;31;42;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460406;197;3;170;197;3;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460407;0;0;0;1;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU05460408;85;4;85;97;3;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460409;19;0;19;21;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460500;26;2;26;67;2;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460501;101;2;72;101;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460502;102;2;102;172;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460503;42;1;38;42;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460506;168;3;149;168;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460507;25;1;25;45;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460600;52;3;30;52;1;3;bedrijfsvestigingen_hj;False;5.0;2026-07-08;2023JJ00
BU05460700;114;0;50;114;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460701;23;1;23;24;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460702;15;1;15;16;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460703;21;0;21;31;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460800;87;1;73;87;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460801;51;0;45;51;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460802;33;0;33;49;0;0;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU05460803;21;0;21;25;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460804;10;0;10;13;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460805;69;1;69;70;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05470000;27;1;19;27;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05470001;123;6;92;123;4;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05470002;28;1;23;28;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05470003;42;2;33;42;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05470004;56;3;55;56;3;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05470005;54;3;24;54;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05470006;8;0;7;8;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05470007;30;0;12;30;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05470008;30;0;26;30;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05470009;8;0;8;16;0;0;bedrijfsvestigingen_hj;False;3.0;2026-07-08;2023JJ00
BU05470010;15;0;15;37;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU05470100;18;1;9;18;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05470101;9;0;4;9;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05470102;141;4;5;141;0;4;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU05470103;17;1;17;200;1;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05470200;22;1;22;119;1;5;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU05470201;22;0;14;22;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05470202;37;1;22;37;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05470203;52;1;25;52;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05470204;9;0;9;9;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05530101;46;2;46;77;2;3;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU05530102;113;3;62;113;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05530103;54;2;54;59;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05530104;50;4;14;50;1;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05530105;50;4;16;50;1;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05530201;50;4;22;50;2;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05530202;25;2;11;25;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05530203;75;5;16;75;1;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05530204;50;4;15;50;1;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05530205;99;7;20;99;1;7;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05530301;75;5;22;75;2;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05530302;26;0;26;35;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05530303;26;0;26;41;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05530304;26;0;26;26;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05530305;39;0;15;39;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
