waterschap;res_gebied;min_uur;min_gj_ex;type;opmerking;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;centroid_lat;centroid_lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;1623.6;91755;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363ED01;GM0363;1061.0;1061GZ;BU0363ED01;GM0363;1061.0;1061GZ;BU0363ED01;GM0363;1061.0;1061GZ;False;False;False;52.38161977198108;4.842720706927496;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;224.1;12665;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FB04;GM0363;1067.0;1067BL;BU0363FB04;GM0363;1067.0;1067BL;BU0363FB04;GM0363;1067.0;1067BL;False;False;False;52.380861547508395;4.810166612255973;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;1004.85;56788;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363EA01;GM0363;1014.0;1014BA;BU0363EA01;GM0363;1014.0;1014BA;BU0363EA01;GM0363;1014.0;1014BA;False;False;False;52.39189721323895;4.845580395417549;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;201.6;11393;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FB04;GM0363;1067.0;1067BL;BU0363FB04;GM0363;1067.0;1067BL;BU0363FB04;GM0363;1067.0;1067BL;False;False;False;52.38083773430419;4.810121391718808;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;153.45;8672;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU04020304;GM0402;1216.0;1216SK;BU04020304;GM0402;1216.0;1216SK;BU04020304;GM0402;1216.0;1216SK;False;False;False;52.213774776284545;5.1413343229459825;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;94.5;5341;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19420101;GM1942;1401.0;1401GL;BU19420101;GM1942;1401.0;1401GL;BU19420101;GM1942;1401.0;1401GL;False;False;False;52.28394813988164;5.163579541444591;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;30.15;1704;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FA04;GM0363;1043.0;1043AG;BU0363FA04;GM0363;1043.0;1043AG;BU0363FA04;GM0363;1043.0;1043AG;False;False;False;52.39166532726031;4.823459335889429;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;55.35;3128;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FA04;GM0363;1043.0;1043AG;BU0363FA04;GM0363;1043.0;1043AG;BU0363FA04;GM0363;1043.0;1043AG;False;False;False;52.39177074915384;4.827846809332961;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;0.0;0;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FA03;GM0363;1043.0;1043BM;BU0363FA03;GM0363;1043.0;1043BM;BU0363FA03;GM0363;1043.0;1043BM;False;False;False;52.39370323528816;4.810307382224714;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;106.0;5990;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363EA03;GM0363;1014.0;1014AH;BU0363EA03;GM0363;1014.0;1014AH;BU0363EA03;GM0363;1014.0;1014AH;False;False;False;52.38624363459918;4.8453652289072755;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;55.35;3128;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FA04;GM0363;1043.0;1043AG;BU0363FA04;GM0363;1043.0;1043AG;BU0363FA04;GM0363;1043.0;1043AG;False;False;False;52.39177145026617;4.828528528660268;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;0.0;0;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FA03;GM0363;1043.0;1043BM;BU0363FA03;GM0363;1043.0;1043BM;BU0363FA03;GM0363;1043.0;1043BM;False;False;False;52.39393172067571;4.80996047887173;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;106.0;5990;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363EA03;GM0363;1014.0;1014AH;BU0363EA03;GM0363;1014.0;1014AH;BU0363EA03;GM0363;1014.0;1014AH;False;False;False;52.38626737071008;4.845868257121175;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;1004.85;56788;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363EA01;GM0363;1014.0;1014BA;BU0363EA01;GM0363;1014.0;1014BA;BU0363EA01;GM0363;1014.0;1014BA;False;False;False;52.39189709900967;4.845869953609191;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;1623.6;91755;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363ED01;GM0363;1061.0;1061GZ;BU0363ED01;GM0363;1061.0;1061GZ;BU0363ED01;GM0363;1061.0;1061GZ;False;False;False;52.381559227016844;4.842776601662634;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;153.45;8672;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU04020304;GM0402;1216.0;1216SK;BU04020304;GM0402;1216.0;1216SK;BU04020304;GM0402;1216.0;1216SK;False;False;False;52.21406284083273;5.142134709921825;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;94.5;5341;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19420101;GM1942;1401.0;1401GL;BU19420101;GM1942;1401.0;1401GL;BU19420101;GM1942;1401.0;1401GL;False;False;False;52.28384902166998;5.163873797163922;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;0.0;0;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FA03;GM0363;1043.0;1043BM;BU0363FA03;GM0363;1043.0;1043BM;BU0363FA03;GM0363;1043.0;1043BM;False;False;False;52.39381675305473;4.810132691654431;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;30.15;1704;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FA04;GM0363;1043.0;1043AG;BU0363FA04;GM0363;1043.0;1043AG;BU0363FA04;GM0363;1043.0;1043AG;False;False;False;52.39166653164038;4.824780758408308;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;224.1;12665;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FB04;GM0363;1067.0;1067BL;BU0363FB04;GM0363;1067.0;1067BL;BU0363FB04;GM0363;1067.0;1067BL;False;False;False;52.38086224662816;4.810679187794846;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;201.6;11393;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FB04;GM0363;1067.0;1067BL;BU0363FB04;GM0363;1067.0;1067BL;BU0363FB04;GM0363;1067.0;1067BL;False;False;False;52.380804934686175;4.8101225529314116;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;106.0;5990;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363EA03;GM0363;1014.0;1014AE;BU0363EA03;GM0363;1014.0;1014AE;BU0363EA03;GM0363;1014.0;1014AE;False;False;False;52.38632831504771;4.846568399177028;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;1623.6;91755;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363ED01;GM0363;1061.0;1061GZ;BU0363ED01;GM0363;1061.0;1061GZ;BU0363ED01;GM0363;1061.0;1061GZ;False;False;False;52.381550135003344;4.842793016338802;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;153.45;8672;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU04020304;GM0402;1216.0;1216SK;BU04020304;GM0402;1216.0;1216SK;BU04020304;GM0402;1216.0;1216SK;False;False;False;52.21350295156826;5.142932885703955;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;1004.85;56788;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363EA01;GM0363;1014.0;1014BA;BU0363EA01;GM0363;1014.0;1014BA;BU0363EA01;GM0363;1014.0;1014BA;False;False;False;52.39190344300251;4.847121757648046;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;55.35;3128;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FA04;GM0363;1043.0;1043AG;BU0363FA04;GM0363;1043.0;1043AG;BU0363FA04;GM0363;1043.0;1043AG;False;False;False;52.39177561833978;4.8289073527729425;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;30.15;1704;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FA04;GM0363;1043.0;1043AG;BU0363FA04;GM0363;1043.0;1043AG;BU0363FA04;GM0363;1043.0;1043AG;False;False;False;52.391667526697255;4.826260330003572;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;201.6;11393;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FB04;GM0363;1067.0;1067BL;BU0363FB04;GM0363;1067.0;1067BL;BU0363FB04;GM0363;1067.0;1067BL;False;False;False;52.3807861303721;4.810118464920475;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;224.1;12665;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FB04;GM0363;1067.0;1067BL;BU0363FB04;GM0363;1067.0;1067BL;BU0363FB04;GM0363;1067.0;1067BL;False;False;False;52.380781498780976;4.811493468517505;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;1623.6;91755;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363ED01;GM0363;1061.0;1061GW;BU0363ED01;GM0363;1061.0;1061GW;BU0363ED01;GM0363;1061.0;1061GW;False;False;False;52.380874704369866;4.842811883352038;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;224.1;12665;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FB04;GM0363;1067.0;1067BL;BU0363FB04;GM0363;1067.0;1067BL;BU0363FB04;GM0363;1067.0;1067BL;False;False;False;52.380680577681446;4.811893388758743;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;153.45;8672;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU04020304;GM0402;1216.0;1216SK;BU04020304;GM0402;1216.0;1216SK;BU04020304;GM0402;1216.0;1216SK;False;False;False;52.21376012124135;5.14501424649468;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;1004.85;56788;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363EA01;GM0363;1014.0;1014AK;BU0363EA01;GM0363;1014.0;1014AK;BU0363EA01;GM0363;1014.0;1014AK;False;False;False;52.39190884223734;4.848218217588367;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;55.35;3128;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363BA06;GM0363;1043.0;1043AP;BU0363BA06;GM0363;1043.0;1043AP;BU0363BA06;GM0363;1043.0;1043AP;False;False;False;52.39191775829125;4.828916727696161;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;30.15;1704;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FA04;GM0363;1043.0;1043AG;BU0363FA04;GM0363;1043.0;1043AG;BU0363FA04;GM0363;1043.0;1043AG;False;False;False;52.39166595548962;4.82748600340873;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;106.0;5990;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363EA03;GM0363;1014.0;1014AE;BU0363EA03;GM0363;1014.0;1014AE;BU0363EA03;GM0363;1014.0;1014AE;False;False;False;52.38638573951704;4.847216954050872;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;1623.6;91755;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363ED01;GM0363;1061.0;1061GT;BU0363ED01;GM0363;1061.0;1061GT;BU0363ED01;GM0363;1061.0;1061GT;False;False;False;52.38012290856628;4.842847181935433;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;201.6;11393;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FB04;GM0363;1067.0;1067BL;BU0363FB04;GM0363;1067.0;1067BL;BU0363FB04;GM0363;1067.0;1067BL;False;False;False;52.380777071621736;4.810103895599817;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;30.15;1704;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FA04;GM0363;1043.0;1043AG;BU0363FA04;GM0363;1043.0;1043AG;BU0363FA04;GM0363;1043.0;1043AG;False;False;False;52.39166586140987;4.828608308234446;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;106.0;5990;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363EA03;GM0363;1014.0;1014AE;BU0363EA03;GM0363;1014.0;1014AE;BU0363EA03;GM0363;1014.0;1014AE;False;False;False;52.386437145163015;4.847797867291804;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;224.1;12665;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FB04;GM0363;1067.0;1067BL;BU0363FB04;GM0363;1067.0;1067BL;BU0363FB04;GM0363;1067.0;1067BL;False;False;False;52.38061321286102;4.812161348646903;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;153.45;8672;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU04020304;GM0402;1216.0;1216SG;BU04020304;GM0402;1216.0;1216SG;BU04020304;GM0402;1216.0;1216SG;False;False;False;52.21361810451929;5.146544401810292;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;1004.85;56788;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363EA01;GM0363;1014.0;1014AK;BU0363EA01;GM0363;1014.0;1014AK;BU0363EA01;GM0363;1014.0;1014AK;False;False;False;52.39190605285106;4.848306396648171;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;55.35;3128;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363BA06;GM0363;1043.0;1043AL;BU0363BA06;GM0363;1043.0;1043AL;BU0363BA06;GM0363;1043.0;1043AL;False;False;False;52.39205994144264;4.828925734860445;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;1623.6;91755;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363ED01;GM0363;1061.0;1061GT;BU0363ED01;GM0363;1061.0;1061GT;BU0363ED01;GM0363;1061.0;1061GT;False;False;False;52.37997034043029;4.842837084936136;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;201.6;11393;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FB04;GM0363;1067.0;1067BL;BU0363FB04;GM0363;1067.0;1067BL;BU0363FB04;GM0363;1067.0;1067BL;False;False;False;52.38077007374849;4.809682463776015;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;224.1;12665;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FC01;GM0363;1064.0;1064MT;BU0363FC01;GM0363;1064.0;1064MT;BU0363FC01;GM0363;1064.0;1064MT;False;False;False;52.38056378524116;4.812356741063573;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;153.45;8672;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU04020304;GM0402;1216.0;1216SL;BU04020304;GM0402;1216.0;1216SL;BU04020304;GM0402;1216.0;1216SL;False;False;False;52.21318850627129;5.147107406115213;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;1004.85;56788;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363EA01;GM0363;1014.0;1014AK;BU0363EA01;GM0363;1014.0;1014AK;BU0363EA01;GM0363;1014.0;1014AK;False;False;False;52.39190330800104;4.848394501700716;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;55.35;3128;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363BA06;GM0363;1043.0;1043AL;BU0363BA06;GM0363;1043.0;1043AL;BU0363BA06;GM0363;1043.0;1043AL;False;False;False;52.392062570287614;4.829035369546368;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;30.15;1704;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FA04;GM0363;1043.0;1043AG;BU0363FA04;GM0363;1043.0;1043AG;BU0363FA04;GM0363;1043.0;1043AG;False;False;False;52.391668354213564;4.829633253888796;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;106.0;5990;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363EA03;GM0363;1014.0;1014BG;BU0363EA03;GM0363;1014.0;1014BG;BU0363EA03;GM0363;1014.0;1014BG;False;False;False;52.38646356479499;4.8481423714101215;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;1623.6;91755;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363ED01;GM0363;1061.0;1061GT;BU0363ED01;GM0363;1061.0;1061GT;BU0363ED01;GM0363;1061.0;1061GT;False;False;False;52.37982919082277;4.84281810915079;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;201.6;11393;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FB04;GM0363;1067.0;1067BL;BU0363FB04;GM0363;1067.0;1067BL;BU0363FB04;GM0363;1067.0;1067BL;False;False;False;52.38070591636244;4.808967298917689;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;106.0;5990;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363EA03;GM0363;1014.0;1014BG;BU0363EA03;GM0363;1014.0;1014BG;BU0363EA03;GM0363;1014.0;1014BG;False;False;False;52.38645905015084;4.848335293554479;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;1623.6;91755;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363ED01;GM0363;1061.0;1061GC;BU0363ED01;GM0363;1061.0;1061GC;BU0363ED01;GM0363;1061.0;1061GC;False;False;False;52.37969897009559;4.842810822206224;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;224.1;12665;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FC01;GM0363;1064.0;1064MT;BU0363FC01;GM0363;1064.0;1064MT;BU0363FC01;GM0363;1064.0;1064MT;False;False;False;52.380548215297146;4.812361642785335;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;201.6;11393;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FB04;GM0363;1067.0;1067BL;BU0363FB04;GM0363;1067.0;1067BL;BU0363FB04;GM0363;1067.0;1067BL;False;False;False;52.38055688034397;4.80866896375986;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;153.45;8672;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU04020304;GM0402;1216.0;1216SL;BU04020304;GM0402;1216.0;1216SL;BU04020304;GM0402;1216.0;1216SL;False;False;False;52.21295542331554;5.147615295253679;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;1004.85;56788;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363EA01;GM0363;1014.0;1014AK;BU0363EA01;GM0363;1014.0;1014AK;BU0363EA01;GM0363;1014.0;1014AK;False;False;False;52.39190056275132;4.84848253329237;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;55.35;3128;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363BA06;GM0363;1043.0;1043AL;BU0363BA06;GM0363;1043.0;1043AL;BU0363BA06;GM0363;1043.0;1043AL;False;False;False;52.392064756593705;4.829146478908566;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;30.15;1704;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FA04;GM0363;1043.0;1043AG;BU0363FA04;GM0363;1043.0;1043AG;BU0363FA04;GM0363;1043.0;1043AG;False;False;False;52.39167050762677;4.830760011073243;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;106.0;5990;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363EA03;GM0363;1014.0;1014BG;BU0363EA03;GM0363;1014.0;1014BG;BU0363EA03;GM0363;1014.0;1014BG;False;False;False;52.386443306984305;4.84875691364121;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;224.1;12665;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FC01;GM0363;1064.0;1064MT;BU0363FC01;GM0363;1064.0;1064MT;BU0363FC01;GM0363;1064.0;1064MT;False;False;False;52.38020091422692;4.812377160169679;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;201.6;11393;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363FB07;GM0363;1067.0;1067CH;BU0363FB07;GM0363;1067.0;1067CH;BU0363FB07;GM0363;1067.0;1067CH;False;False;False;52.38035193236859;4.808681771696803;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;153.45;8672;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU04020304;GM0402;1216.0;1216SL;BU04020304;GM0402;1216.0;1216SL;BU04020304;GM0402;1216.0;1216SL;False;False;False;52.213059409289144;5.148044817590662;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;1004.85;56788;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363EA01;GM0363;1014.0;1014AK;BU0363EA01;GM0363;1014.0;1014AK;BU0363EA01;GM0363;1014.0;1014AK;False;False;False;52.39189840227251;4.848570704675824;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;55.35;3128;Influent;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU0363BA06;GM0363;1043.0;1043AL;BU0363BA06;GM0363;1043.0;1043AL;BU0363BA06;GM0363;1043.0;1043AL;False;False;False;52.392080911424095;4.829151123545452;WarmteAtlas:TEA_leidingen_minimale_potentie;;;
