PK_UID;ID;GRIDCODE;buurtcode_2023;gemeentecode_2023;buurtcode_2024;gemeentecode_2024;buurtcode_2025;gemeentecode_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;centroid_lat;centroid_lon;geom_wkt;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
49;49;480;BU00939998;GM0093;BU00939998;GM0093;BU00939998;GM0093;False;False;53.44881509946647;5.548066538235801;MULTIPOLYGON (((5.542427 53.449946, 5.553715 53.449931, 5.553706 53.447684, 5.542418 53.447699, 5.542427 53.449946)));WarmteAtlas:WKOgeslKoudeOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:34;
5;5;440;BU00880009;GM0088;BU00880009;GM0088;BU00880009;GM0088;False;False;53.496055351219766;6.161628662720222;MULTIPOLYGON (((6.156579 53.49476, 6.159301 53.497764, 6.169006 53.495642, 6.156579 53.49476)));WarmteAtlas:WKOgeslKoudeOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:34;
50;50;440;BU00600009;GM0060;BU00600009;GM0060;BU00600009;GM0060;False;False;53.45039741610023;5.620810090903994;MULTIPOLYGON (((5.625208 53.44981, 5.620241 53.446514, 5.617077 53.455009, 5.623226 53.450874, 5.625208 53.44981)));WarmteAtlas:WKOgeslKoudeOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:34;
6;6;440;BU00880009;GM0088;BU00880009;GM0088;BU00880009;GM0088;False;False;53.49364903647769;6.154675175637662;MULTIPOLYGON (((6.152772 53.492538, 6.152812 53.494784, 6.156579 53.49476, 6.156538 53.492514, 6.152772 53.492538)));WarmteAtlas:WKOgeslKoudeOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:34;
7;7;440;BU00880009;GM0088;BU00880009;GM0088;BU00880009;GM0088;False;False;53.493574254758485;6.173430491128992;MULTIPOLYGON (((6.175369 53.492392, 6.170792 53.493191, 6.17413 53.495139, 6.175369 53.492392)));WarmteAtlas:WKOgeslKoudeOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:34;
8;8;440;BU00880009;GM0088;BU00880009;GM0088;BU00880009;GM0088;False;False;53.490303948823275;6.1508487876398;MULTIPOLYGON (((6.148926 53.48807, 6.149006 53.492562, 6.152772 53.492538, 6.152692 53.488046, 6.148926 53.48807)));WarmteAtlas:WKOgeslKoudeOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:34;
9;9;440;BU00880009;GM0088;BU00880009;GM0088;BU00880009;GM0088;False;False;53.486913139354265;6.1469448756415686;MULTIPOLYGON (((6.148926 53.48807, 6.147588 53.48534, 6.144321 53.48733, 6.148926 53.48807)));WarmteAtlas:WKOgeslKoudeOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:34;
100;100;440;BU00930523;GM0093;BU00930523;GM0093;BU00930523;GM0093;False;False;53.41248210637445;5.389243062814938;MULTIPOLYGON (((5.380632 53.409614, 5.382404 53.414861, 5.400692 53.413109, 5.393911 53.410153, 5.388128 53.41184, 5.380632 53.409614)));WarmteAtlas:WKOgeslKoudeOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:34;
101;101;440;BU19661201;GM1966;BU19661201;GM1966;BU19661201;GM1966;False;False;53.412343977375905;6.676415664708682;MULTIPOLYGON (((6.688699 53.402577, 6.667519 53.404962, 6.657724 53.409647, 6.66481 53.412798, 6.668228 53.417543, 6.672529 53.419455, 6.676123 53.424443, 6.680432 53.420982, 6.698458 53.422375, 6.691326 53.419253, 6.679965 53.416617, 6.68312 53.412602, 6.687367 53.410569, 6.686703 53.408183, 6.688699 53.402577)));WarmteAtlas:WKOgeslKoudeOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:34;
102;102;460;BU00930112;GM0093;BU00930112;GM0093;BU00930112;GM0093;False;False;53.40845195481212;5.290411458668587;MULTIPOLYGON (((5.290414 53.407329, 5.286655 53.407326, 5.28665 53.409572, 5.294168 53.409578, 5.294173 53.407332, 5.290414 53.407329)));WarmteAtlas:WKOgeslKoudeOpslag;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:34;
