codering;jaar;wtp_actiedoelen;wtp_energiedragers;wtp_energiebronnen_z_omz;wtp_wng_check;wtp_wng_type_wnet;wtp_util_check
BU02090131;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090141;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090142;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090143;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090144;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090145;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090146;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090147;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090151;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090152;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090153;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090154;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090161;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090202;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090203;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090204;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090271;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090272;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090273;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090274;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090275;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090276;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090306;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090407;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090408;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090409;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090491;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02140201;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02140202;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02140207;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02140208;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02250001;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02250101;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02250102;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02250103;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02250104;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02250105;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02250106;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02250107;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02250108;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02250109;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02250110;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02250201;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02250202;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02250203;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02250204;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02250205;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02250301;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02250302;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02250303;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02250401;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02250402;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02250501;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02250502;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02250601;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02250602;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02250603;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02520100;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02520101;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02520103;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02520104;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02520105;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02520106;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02520107;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02520108;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02520109;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02630300;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02630301;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680731;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680732;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680733;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680739;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680840;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680841;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680842;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680843;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680848;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680849;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810000;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810001;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810002;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810003;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810004;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810005;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810006;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810007;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810009;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810010;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810011;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810100;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810101;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810102;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810103;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810104;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810107;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810108;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810109;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810200;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810201;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810208;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810300;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810301;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810302;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810303;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810304;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810305;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02810306;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960000;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960001;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960002;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960100;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960101;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960102;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960103;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960104;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960105;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960106;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960107;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960108;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960109;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960110;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960111;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960112;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960113;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960114;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960115;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960116;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960117;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960118;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960119;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960120;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960121;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960122;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960123;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960124;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960125;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960126;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960127;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960128;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960129;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960130;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960131;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960132;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960133;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960134;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960135;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960136;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960137;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960138;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960200;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960201;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960300;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960301;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960400;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960401;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960402;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960500;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960501;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960600;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960601;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960700;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960701;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960702;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960800;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960801;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960802;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02960803;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU06680100;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU06680101;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU06680200;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU06680201;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU06680300;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU06680301;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU06680400;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU06680401;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU06680500;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU06680501;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU06680600;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU06680601;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU06680700;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU06680701;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU06680800;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU06680801;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07960501;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07960502;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07960503;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07960504;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07960505;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07960506;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07960602;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07960603;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07960604;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07960605;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07960606;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07960609;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07960703;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07960704;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07960705;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07960708;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07961301;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07961302;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07961303;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07961304;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07961399;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07961401;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07961402;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07961499;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280000;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280001;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280002;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280100;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280101;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280102;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280103;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280104;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280105;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280106;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280200;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280201;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280202;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280300;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280301;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280302;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280303;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280304;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280305;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280306;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280307;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280400;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280401;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280402;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280403;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280404;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280500;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280501;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280502;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280503;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280600;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280601;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280602;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280603;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280604;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280605;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280606;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280607;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280608;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280700;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280701;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280702;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280703;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280704;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280705;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280706;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280707;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280708;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280709;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280806;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280807;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280808;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280809;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280905;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280906;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280907;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280908;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08280909;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281000;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281001;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281007;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281008;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281009;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281100;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281108;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281109;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281200;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281208;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281209;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281300;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281308;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281309;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281400;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281401;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281403;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281404;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281409;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281500;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281508;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281509;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281600;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281601;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281609;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281700;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281701;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281702;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281703;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281709;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281800;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281808;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281809;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281900;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281901;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281908;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08281909;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08282000;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08282009;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08282100;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08282101;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08282102;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08282103;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08282109;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08282200;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08282201;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08282208;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08282209;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210101;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210102;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210103;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210104;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210105;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210106;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210107;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210108;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210109;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210110;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210111;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210112;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210113;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210114;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210115;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210116;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210117;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210118;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210119;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210120;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210301;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210302;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210303;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210304;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210305;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210306;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210307;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210308;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210309;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210310;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210402;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17210403;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17340801;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17340802;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17340803;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17340804;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17340901;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17340903;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17340905;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17341001;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17341003;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17341005;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17341006;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17341701;2024;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
