codering;jaar;wtp_actiedoelen;wtp_energiedragers;wtp_energiebronnen_z_omz;wtp_wng_check;wtp_wng_type_wnet;wtp_util_check
BU01970103;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU01970104;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU01970105;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU01970400;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU01970401;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU01970402;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU01970403;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU01970408;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU01970409;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090305;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090381;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090382;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02090383;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02520000;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02520001;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02520002;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02520003;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02520004;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02520005;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02520006;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02520007;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02520008;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02520009;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680100;2023;CO2-neutraal,Isoleren,Anders;DE,KNG;n.a.;Ja;n.a.;Ja
BU02680101;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680202;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680203;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680204;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680205;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680206;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680207;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680208;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680209;2023;CO2-neutraal,Isoleren,Anders;DE,KNG;n.a.;Ja;n.a.;Ja
BU02680320;2023;CO2-neutraal,Isoleren,Anders;DE,KNG;n.a.;Ja;n.a.;Ja
BU02680321;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680422;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680423;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680424;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680425;2023;CO2-neutraal,Isoleren,Anders;DE,KNG;n.a.;Ja;n.a.;Ja
BU02680510;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680511;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680512;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680513;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680517;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680614;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680615;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680616;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680618;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680734;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680735;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680736;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680737;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680738;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680847;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680950;2023;CO2-neutraal,Isoleren,Anders;DE,KNG;n.a.;Ja;n.a.;Ja
BU02680960;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02680970;2023;CO2-neutraal,Isoleren,Anders;DE,KNG;n.a.;Ja;n.a.;Ja
BU02990100;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02990101;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02990102;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02990500;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02990600;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02990601;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02990700;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02990701;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02990800;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02990801;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02990900;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02991000;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02991001;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02991100;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02991101;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU07620003;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08930110;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08930111;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08930220;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08930221;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08930330;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08930331;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08930332;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08930440;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08930441;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08930550;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08930551;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08930660;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08930661;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08930662;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08930770;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU08930771;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09070000;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09070001;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09070009;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09070100;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09070108;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09070109;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09070200;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09070209;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09070300;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09070301;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09070302;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09070303;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09070309;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09070400;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09070408;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09070409;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09440000;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09440001;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09440009;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09440100;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09440101;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09834401;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09834402;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09834403;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09840101;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09840301;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09840401;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09840501;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09840601;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09840701;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09840801;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09841001;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09841101;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09841201;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09841202;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09841203;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09841301;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09841302;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09841303;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09841401;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09841501;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09841502;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09841601;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09841602;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09841701;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09841702;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09841703;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09841704;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09841801;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09841901;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09842001;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09842101;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09842201;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU09842301;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15070600;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15070609;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15070900;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15070909;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15071300;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15071309;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15071400;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15071409;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15071500;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15071509;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15090000;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15090001;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15090002;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15090004;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15090007;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15090008;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15090009;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15090100;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15090101;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15090102;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15090103;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15090104;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15090105;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15090106;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15090107;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15090108;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15090109;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15090203;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15090208;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU15090309;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU16520800;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17050000;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17050001;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17050002;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17050003;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17050004;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17050005;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17050006;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17050007;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17050008;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17050009;2023;CO2-neutraal,Isoleren,Anders;DE,KNG;n.a.;Ja;n.a.;Ja
BU17050010;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17050012;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17050100;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17050101;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17050102;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17050103;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17050104;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17050105;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17050106;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17050401;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17050500;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17050501;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17050600;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17050601;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17050700;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17340101;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17340104;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17340401;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17340603;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17340701;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17340702;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17340703;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17340704;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17340705;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17340706;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450000;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450001;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450002;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450003;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450100;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450101;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450102;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450200;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450201;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450300;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450301;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450400;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450500;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450501;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450502;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450503;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450504;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450505;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450506;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450507;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450508;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450509;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450510;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450511;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450600;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450601;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450700;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450701;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450800;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450801;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450802;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450900;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450901;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450902;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450903;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19450904;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19451000;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19451001;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19451002;2023;CO2-neutraal,Isoleren,Anders;DE,KNG;n.a.;Ja;n.a.;Ja
BU19451100;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19451200;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19550000;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19550001;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19550002;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19550003;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19550005;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19550006;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19550007;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19550008;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19550009;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19550010;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19550108;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19550109;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19820501;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19820601;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19820603;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19820605;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19820701;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19820801;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19820803;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19820805;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19820807;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19820809;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19820811;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19820813;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19821101;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19821103;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19821201;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19821203;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19821301;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19821303;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19821305;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19821401;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19821403;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19821501;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19821701;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19821703;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19821801;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19821803;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19821901;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19821903;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19822101;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19822103;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19822201;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19822203;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19822205;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19822207;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19822209;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19822211;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19822213;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19822215;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19822217;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19822219;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19822221;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19822301;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19822303;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19822401;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19822403;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19822501;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19822601;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19822603;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19822701;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19822703;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19822801;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19822803;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19822901;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19822903;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19823001;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19823003;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19823101;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19823103;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19823201;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19823203;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19823301;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19823303;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU02940121;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05999998;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05992308;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU19922108;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05189998;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU17839998;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05031100;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05031101;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05031102;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05031103;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05031104;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05031105;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05031106;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05031107;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05031108;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05031109;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05031200;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05031201;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05031202;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05031203;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05031204;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05031205;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05031206;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05031207;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05031208;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05031300;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05031301;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05031302;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05031303;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
BU05031304;2023;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
