OBJECTID;Potentieel;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
1195;0.0;BU19923209;GM1992;3238.0;3238LJ;BU19923209;GM1992;3238.0;3238LJ;BU19923209;GM1992;3238.0;3238LJ;False;False;False;51.85060963343521;4.184732252831751;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1196;0.0;BU06130312;GM0613;3172.0;3172AB;BU06130312;GM0613;3172.0;3172AB;BU06130312;GM0613;3172.0;3172AB;False;False;False;51.851578777730644;4.3835633810911725;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1197;0.0;BU19600902;GM1960;4211.0;4211BA;BU19600902;GM1960;4211.0;4211BA;BU19600902;GM1960;4211.0;4211BA;False;False;False;51.85537449632778;5.046843371568128;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1198;0.0;BU04891735;GM0489;2993.0;2993VG;BU04891735;GM0489;2993.0;2993VG;BU04891735;GM0489;2993.0;2993VG;False;False;False;51.85065015219467;4.490991444793551;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1199;0.0;BU06130313;GM0613;3172.0;3172VA;BU06130313;GM0613;3172.0;3172VA;BU06130313;GM0613;3172.0;3172VA;False;False;False;51.84726920492589;4.405429670473362;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1200;0.0;BU04890816;GM0489;2992.0;2992TJ;BU04890816;GM0489;2992.0;2992TJ;BU04890816;GM0489;2992.0;2992TJ;False;False;False;51.84825702298415;4.531677171047709;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1201;0.0;BU19780402;GM1978;3381.0;3381CD;BU19780402;GM1978;3381.0;3381CD;BU19780402;GM1978;3381.0;3381CD;False;False;False;51.850339937564954;4.894487396655027;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1202;0.0;BU04890511;GM0489;2991.0;2991PN;BU04890511;GM0489;2991.0;2991PN;BU04890511;GM0489;2991.0;2991PN;False;False;False;51.84650166884329;4.537515716601212;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1203;3.0;BU02680209;GM0268;6522.0;6522KS;BU02680209;GM0268;6522.0;6522KS;BU02680209;GM0268;6522.0;6522KS;False;False;False;51.84675529395817;5.8770208226542;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1204;0.0;BU19301707;GM1930;3207.0;3207LD;BU19301707;GM1930;3207.0;3207LD;BU19301707;GM1930;3207.0;3207LD;False;False;False;51.84239083571057;4.360548969677449;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1205;0.0;BU04893160;GM0489;2993.0;2993AZ;BU04893160;GM0489;2993.0;2993AZ;BU04893160;GM0489;2993.0;2993AZ;False;False;False;51.84361348688827;4.511448439491982;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1206;0.0;BU04890513;GM0489;2991.0;2991DK;BU04890513;GM0489;2991.0;2991DK;BU04890513;GM0489;2991.0;2991DK;False;False;False;51.84389918970482;4.550625746010244;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1207;0.0;BU04893160;GM0489;2993.0;2993AL;BU04893160;GM0489;2993.0;2993AL;BU04893160;GM0489;2993.0;2993AL;False;False;False;51.84168482028106;4.494072132082972;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1208;0.0;BU05230405;GM0523;3373.0;3373AV;BU05230405;GM0523;3373.0;3373AV;BU05230405;GM0523;3373.0;3373AV;False;False;False;51.84110759276242;4.839447208713485;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1209;0.0;BU02250403;GM0225;6631.0;6631KS;BU02250601;GM0225;6631.0;6631KS;BU02250601;GM0225;6631.0;6631KS;True;False;False;51.84213583324457;5.628831827208361;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1210;0.0;BU05121000;GM0512;4204.0;4204TZ;BU05121000;GM0512;4204.0;4204TZ;BU05121000;GM0512;4204.0;4204TZ;False;False;False;51.84060527407836;4.9323214852869635;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1211;0.0;BU19630050;GM1963;3261.0;3261ME;BU19630050;GM1963;3261.0;3261MG;BU19630050;GM1963;3261.0;3261MG;False;False;False;51.82965043234119;4.449336865517244;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1212;0.0;BU05230105;GM0523;3381.0;3381JR;BU05230105;GM0523;3381.0;3381JR;BU05230105;GM0523;3381.0;3381JR;False;False;False;51.832276832649846;4.874373743950642;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1213;0.0;BU06680301;GM0668;6629.0;6629AA;BU06680301;GM0668;6629.0;6629AA;BU06680301;GM0668;6629.0;6629AA;False;False;False;51.83142152530373;5.591054818124516;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1214;0.0;BU19920300;GM1992;3224.0;3224AE;BU19920300;GM1992;3224.0;3224AE;BU19920300;GM1992;3224.0;3224AE;False;False;False;51.82401730692901;4.134669155106751;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1215;0.0;BU19630100;GM1963;3274.0;3274BC;BU19630100;GM1963;3274.0;3274BC;BU19630100;GM1963;3274.0;3274BC;False;False;False;51.826238612514224;4.472618434733404;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1216;2.0;BU06420107;GM0642;3332.0;3332HC;BU06420107;GM0642;3332.0;3332HC;BU06420107;GM0642;3332.0;3332HC;False;False;False;51.827556443895915;4.661180764656533;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1217;0.0;BU19630199;GM1963;3274.0;3274KH;BU19630199;GM1963;3274.0;3274KH;BU19630199;GM1963;3274.0;3274KH;False;False;False;51.82324840189196;4.5539101923778125;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1218;0.0;BU19590291;GM1959;4254.0;4254LB;BU19590291;GM1959;4254.0;4254LB;BU19590291;GM1959;4254.0;4254LB;False;False;False;51.8244153829566;4.9295837921792085;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1219;0.0;BU19240003;GM1924;3252.0;3252BB;BU19240003;GM1924;3252.0;3252BB;BU19240003;GM1924;3252.0;3252BB;False;False;False;51.81489476496823;3.965227775602026;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1220;0.0;BU19921002;GM1992;3227.0;3227CK;BU19921002;GM1992;3227.0;3227CK;BU19921002;GM1992;3227.0;3227CK;False;False;False;51.81628053286427;4.168243434059323;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1221;0.0;BU19305001;GM1930;3209.0;3209LG;BU19305001;GM1930;3209.0;3209LG;BU19305001;GM1930;3209.0;3209LG;False;False;False;51.817933224384035;4.339349897356044;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1222;0.0;BU06420905;GM0642;2995.0;2995XL;BU06420905;GM0642;2995.0;2995XL;BU06420905;GM0642;2995.0;2995XL;False;False;False;51.819725000508264;4.564128369655659;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
