Referentie;Aanvrager;SDE_ronde;Categorie;Cat_Soort;Cat_SubSrt;Cat_narrat;Status;Realisatie;Instal_Jr;Ingebruikn;E_drager_s;E_bron;Glas;V_MW;E_MWhpa;Eenh_verm;Vollast;Budget;Looptijd;Plaats;Gemeente;Provincie;RES_regio;Zon_PV;SBI_2dig;Klim_tafel;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
SDE2314690;Aardwarmtebron Zwolle B.V.;2023;Geothermie warmte;ProductieDuurzameEnergie;aardWarmte;Geothermische energie;Nog te realiseren;Nee;2026;;warmte;aardwarmte;nog bepalen;15.33;53655.0;MWh;3500;81045878.0;15;ZWOLLE;ZWOLLE;OVERIJSSEL;WEST-OVERIJSSEL;Nvt;43.0;IND;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;False;n.a.;n.a.;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:55:21;
SDE2312948;SFP Groningen B.V.;2023;Groen gas;ProductieDuurzameEnergie;bioGas;Biomassa gas;Nog te realiseren;Nee;2026;;gasvormige energiedragers;allesvergisting;;26.0;179593.97;MWh;6907;126937017.0;12;FARMSUM;EEMSDELTA;GRONINGEN;GRONINGEN;Nvt;71.0;GO;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;False;False;False;n.a.;n.a.;WarmteAtlas:SDE_warmte;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:55:21;
