waterschap;res_gebied;naamgeving;min_uur;min_gj_ex;opmerking;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
Waterschap Noorderzijlvest;Groningen;Zandeweer;2.61333333333;0.0;Minimale waarde < 20 m3/uur;BU19661003;GM1966;9997;9997PD;BU19661003;GM1966;9997;9997PD;BU19661003;GM1966;9997;9997PD;False;False;False;53.38896063948841;6.67845293763922;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Uithuizen;23.1933333333;655.36;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19661201;GM1966;9997;9997NH;BU19661201;GM1966;9997;9997NH;BU19661201;GM1966;9997;9997NH;False;False;False;53.39765204647105;6.675307108838625;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Uithuizermeeden;11.82125;0.0;Minimale waarde < 20 m3/uur;BU19661301;GM1966;9982;9982EM;BU19661301;GM1966;9982;9982EM;BU19661301;GM1966;9982;9982EM;False;False;False;53.41222398000093;6.730434579940915;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Appingedam;42.4870833333;2401.09;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19791254;GM1979;9902;9902AK;BU19791254;GM1979;9902;9902AK;BU19791254;GM1979;9902;9902AK;False;False;False;53.31752977292427;6.859221967858647;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Adorp;1.8375;0.0;Minimale waarde < 20 m3/uur;BU19660502;GM1966;9774;9774PR;BU19660502;GM1966;9774;9774PR;BU19660502;GM1966;9774;9774PR;False;False;False;53.275678600331986;6.534649660218947;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Baflo;29.2366666667;1652.26;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19660702;GM1966;9953;9953TD;BU19660702;GM1966;9953;9953TD;BU19660702;GM1966;9953;9953TD;False;False;False;53.364223491051185;6.506953234872676;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Den Andel;7.02333333332;0.0;Minimale waarde < 20 m3/uur;BU19660704;GM1966;9956;9956PN;BU19660704;GM1966;9956;9956PN;BU19660704;GM1966;9956;9956PN;False;False;False;53.39063426614408;6.509332195718564;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Sauwerd;6.81916666668;0.0;Minimale waarde < 20 m3/uur;BU19660503;GM1966;9771;9771TA;BU19660503;GM1966;9771;9771TA;BU19660503;GM1966;9771;9771TA;False;False;False;53.29633786078435;6.534051080507308;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Ezinge;10.3104166667;0.0;Minimale waarde < 20 m3/uur;BU19691309;GM1969;9891;9891AR;BU19691309;GM1969;9891;9891AR;BU19691309;GM1969;9891;9891AR;False;False;False;53.31226612463567;6.442897154316381;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Feerwerd;1.1025;0.0;Minimale waarde < 20 m3/uur;BU19691309;GM1969;9892;9892PK;BU19691309;GM1969;9892;9892PK;BU19691309;GM1969;9892;9892PK;False;False;False;53.30836736313678;6.464362160792526;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Garnwerd;1.30666666667;0.0;Minimale waarde < 20 m3/uur;BU19691309;GM1969;9893;9893PA;BU19691309;GM1969;9893;9893PA;BU19691309;GM1969;9893;9893PA;False;False;False;53.30501122778198;6.488564404725524;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Winsum;16.96625;0.0;Minimale waarde < 20 m3/uur;BU19660602;GM1966;9951;9951CG;BU19660602;GM1966;9951;9951CG;BU19660602;GM1966;9951;9951CG;False;False;False;53.330816903999846;6.51152055250574;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Obergum;7.88083333332;0.0;Minimale waarde < 20 m3/uur;BU19660606;GM1966;9951;9951TG;BU19660606;GM1966;9951;9951TG;BU19660606;GM1966;9951;9951TG;False;False;False;53.3331698628813;6.51061981757637;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Damsterdiep;721.8;40791.51;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU00140400;GM0014;9713;9713EM;BU00140400;GM0014;9713;9713EM;BU00140400;GM0014;9713;9713EM;False;False;False;53.22059936961994;6.582374960948618;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Lewenborg;100.470416667;5677.94;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU00141201;GM0014;9732;9732AX;BU00141201;GM0014;9732;9732AX;BU00141201;GM0014;9732;9732AX;False;False;False;53.23427485113455;6.632824299989786;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Hoogkerk;64.3;3633.82;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU00140800;GM0014;9744;9744AP;BU00140800;GM0014;9744;9744AP;BU00140800;GM0014;9744;9744AP;False;False;False;53.21236184230621;6.510744879318608;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Niehove;0.959583333332;0.0;Minimale waarde < 20 m3/uur;BU19691601;GM1969;9884;9884PB;BU19691601;GM1969;9884;9884PB;BU19691601;GM1969;9884;9884PB;False;False;False;53.291338685847975;6.3702441807491175;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Oldehove;6.71708333332;0.0;Minimale waarde < 20 m3/uur;BU19691600;GM1969;9883;9883PD;BU19691600;GM1969;9883;9883PD;BU19691600;GM1969;9883;9883PD;False;False;False;53.30351997544861;6.402207388968828;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Saaksum;0.3675;0.0;Minimale waarde < 20 m3/uur;BU19691603;GM1969;9886;9886PA;BU19691603;GM1969;9886;9886PA;BU19691603;GM1969;9886;9886PA;False;False;False;53.3120079163189;6.421220307981632;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Grijpskerk;14.1895833333;0.0;Minimale waarde < 20 m3/uur;BU19691500;GM1969;9843;9843BM;BU19691500;GM1969;9843;9843BM;BU19691500;GM1969;9843;9843BM;False;False;False;53.25934847302635;6.311815779316028;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Kommerzijl;1.49041666667;0.0;Minimale waarde < 20 m3/uur;BU19691503;GM1969;9881;9881TD;BU19691503;GM1969;9881;9881TD;BU19691503;GM1969;9881;9881TD;False;False;False;53.28430916752496;6.3251441035042175;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Niezijl;1.42916666667;0.0;Minimale waarde < 20 m3/uur;BU19691402;GM1969;9842;9842PK;BU19691402;GM1969;9842;9842PK;BU19691402;GM1969;9842;9842PK;False;False;False;53.26586131103233;6.339501787479328;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Aduard;7.67666666668;0.0;Minimale waarde < 20 m3/uur;BU19691700;GM1969;9831;9831SG;BU19691700;GM1969;9831;9831SG;BU19691700;GM1969;9831;9831SG;False;False;False;53.25837425236107;6.462037034693487;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Den Horn;1.04125;0.0;Minimale waarde < 20 m3/uur;BU19691701;GM1969;9832;9832PB;BU19691701;GM1969;9832;9832PB;BU19691701;GM1969;9832;9832PB;False;False;False;53.227246220837934;6.446052265912929;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Tolbert;13.5770833333;0.0;Minimale waarde < 20 m3/uur;BU19690600;GM1969;9356;9356VD;BU19690600;GM1969;9356;9356VD;BU19690600;GM1969;9356;9356VD;False;False;False;53.17038450463874;6.354922388228194;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Zevenhuizen;9.39166666668;0.0;Minimale waarde < 20 m3/uur;BU19690500;GM1969;9354;9354BE;BU19690500;GM1969;9354;9354BE;BU19690500;GM1969;9354;9354BE;False;False;False;53.12716112169306;6.346840955760026;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Enumatil;5.92083333332;0.0;Minimale waarde < 20 m3/uur;BU19691009;GM1969;9811;9811TB;BU19691009;GM1969;9811;9811TB;BU19691009;GM1969;9811;9811TB;False;False;False;53.21672008617713;6.412020620697728;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Oostwold;3.53208333333;0.0;Minimale waarde < 20 m3/uur;BU19690900;GM1969;9828;9828PG;BU19690900;GM1969;9828;9828PG;BU19690900;GM1969;9828;9828PG;False;False;False;53.20167450855635;6.446136767501465;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Pierkensveld;41.3029166667;1167.08;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19690403;GM1969;9351;9351DV;BU19690403;GM1969;9351;9351DV;BU19690403;GM1969;9351;9351DV;False;False;False;53.15815657952378;6.377246716682274;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Sintmaheerdt;8.14625;0.0;Minimale waarde < 20 m3/uur;BU19690601;GM1969;9356;9356DN;BU19690601;GM1969;9356;9356DN;BU19690601;GM1969;9356;9356DN;False;False;False;53.15984024939681;6.363858897101229;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Bedum;33.4629166667;1891.1;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19660808;GM1966;9781;9781HN;BU19660808;GM1966;9781;9781HN;BU19660808;GM1966;9781;9781HN;False;False;False;53.303330379840986;6.604204599754891;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Noordwolde;8.085;0.0;Minimale waarde < 20 m3/uur;BU19660801;GM1966;9784;9784PA;BU19660801;GM1966;9784;9784PA;BU19660801;GM1966;9784;9784PA;False;False;False;53.27429902318659;6.5890701230875;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Zuidwolde;3.65458333333;0.0;Minimale waarde < 20 m3/uur;BU19660803;GM1966;9785;9785BG;BU19660803;GM1966;9785;9785BG;BU19660803;GM1966;9785;9785BG;False;False;False;53.26491946961563;6.5910785001784165;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Onderdendam;2.0825;0.0;Minimale waarde < 20 m3/uur;BU19660810;GM1966;9959;9959PS;BU19660810;GM1966;9959;9959PS;BU19660810;GM1966;9959;9959PS;False;False;False;53.331502917977474;6.588644841560812;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Garmerwolde;3.51166666667;0.0;Minimale waarde < 20 m3/uur;BU00141502;GM0014;9798;9798PE;BU00141502;GM0014;9798;9798PE;BU00141502;GM0014;9798;9798PE;False;False;False;53.244743376090554;6.652956665296514;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Ten Boer;21.37625;1208.04;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU00141500;GM0014;9791;9791MD;BU00141500;GM0014;9791;9791MD;BU00141500;GM0014;9791;9791MD;False;False;False;53.276208644217405;6.696323052512989;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Dijkshorn;62.0870833332;3508.76;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU00141500;GM0014;9791;9791TD;BU00141500;GM0014;9791;9791TD;BU00141500;GM0014;9791;9791TD;False;False;False;53.28398779679213;6.708134381195095;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Ten Post;5.2675;0.0;Minimale waarde < 20 m3/uur;BU00141600;GM0014;9792;9792PT;BU00141600;GM0014;9792;9792PT;BU00141600;GM0014;9792;9792PT;False;False;False;53.29618868719359;6.7260873358215365;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Thesinge;1.42916666667;0.0;Minimale waarde < 20 m3/uur;BU00141503;GM0014;9797;9797PH;BU00141503;GM0014;9797;9797PH;BU00141503;GM0014;9797;9797PH;False;False;False;53.26733530837465;6.64869939542327;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Woltersum;2.71541666667;0.0;Minimale waarde < 20 m3/uur;BU00141602;GM0014;9795;9795TB;BU00141602;GM0014;9795;9795TB;BU00141602;GM0014;9795;9795TB;False;False;False;53.2693114926131;6.73186183190392;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;'t Zandt;4.24666666667;0.0;Minimale waarde < 20 m3/uur;BU19791992;GM1979;9915;9915TD;BU19791992;GM1979;9915;9915TD;BU19791992;GM1979;9915;9915TD;False;False;False;53.370857441369694;6.775819131064625;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Zeerijp;1.225;0.0;Minimale waarde < 20 m3/uur;BU19791987;GM1979;9914;9914PM;BU19791987;GM1979;9914;9914PM;BU19791987;GM1979;9914;9914PM;False;False;False;53.35052848598872;6.760396560457619;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Zijldijk;0.653333333332;0.0;Minimale waarde < 20 m3/uur;BU19791992;GM1979;9987;9987SM;BU19791992;GM1979;9987;9987SM;BU19791992;GM1979;9987;9987SM;False;False;False;53.39252441944109;6.7562247261113955;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Winneweer;0.8575;0.0;Minimale waarde < 20 m3/uur;BU19791676;GM1979;9919;9919TJ;BU19791676;GM1979;9919;9919TJ;BU19791676;GM1979;9919;9919TJ;False;False;False;53.31153133006353;6.74179175934582;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Garsthuizen;1.3475;0.0;Minimale waarde < 20 m3/uur;BU19791779;GM1979;9923;9923PJ;BU19791779;GM1979;9923;9923PJ;BU19791779;GM1979;9923;9923PJ;False;False;False;53.367351722660366;6.716775324820591;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Oosterwijtwerd;1.51083333333;0.0;Minimale waarde < 20 m3/uur;BU19791992;GM1979;9911;9911PA;BU19791992;GM1979;9911;9911PA;BU19791992;GM1979;9911;9911PA;False;False;False;53.337128270940504;6.811078996742468;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Reddeloos;22.8054166667;1288.81;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19791676;GM1979;9919;9919TC;BU19791676;GM1979;9919;9919TC;BU19791676;GM1979;9919;9919TC;False;False;False;53.32646129043361;6.736245312373103;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Loppersum;19.17125;0.0;Minimale waarde < 20 m3/uur;BU19791673;GM1979;9919;9919BM;BU19791673;GM1979;9919;9919BM;BU19791673;GM1979;9919;9919BM;False;False;False;53.32708105655444;6.750125158722998;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Leermens;2.0825;0.0;Minimale waarde < 20 m3/uur;BU19791989;GM1979;9912;9912TA;BU19791989;GM1979;9912;9912TA;BU19791989;GM1979;9912;9912TA;False;False;False;53.34339675714698;6.799591985962717;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Stedum;6.125;0.0;Minimale waarde < 20 m3/uur;BU19791777;GM1979;9921;9921PG;BU19791777;GM1979;9921;9921PG;BU19791777;GM1979;9921;9921PG;False;False;False;53.319524713660634;6.694368425083876;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Westeremden;3.63416666667;0.0;Minimale waarde < 20 m3/uur;BU19791778;GM1979;9922;9922PR;BU19791778;GM1979;9922;9922PR;BU19791778;GM1979;9922;9922PR;False;False;False;53.34516687813345;6.711886800799792;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Garrelsweer;2.83791666667;0.0;Minimale waarde < 20 m3/uur;BU19791674;GM1979;9918;9918PC;BU19791674;GM1979;9918;9918PC;BU19791674;GM1979;9918;9918PC;False;False;False;53.311194856599656;6.762057036519012;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Wirdum;2.89916666667;0.0;Minimale waarde < 20 m3/uur;BU19791676;GM1979;9918;9918PH;BU19791676;GM1979;9918;9918PA;BU19791676;GM1979;9918;9918PA;False;False;False;53.31986167419763;6.783774290189923;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Middelstum;11.5966666667;0.0;Minimale waarde < 20 m3/uur;BU19791881;GM1979;9991;9991BZ;BU19791881;GM1979;9991;9991BZ;BU19791881;GM1979;9991;9991BZ;False;False;False;53.34497179041507;6.636243607900388;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Lutjegast;2.67458333333;0.0;Minimale waarde < 20 m3/uur;BU19690100;GM1969;9866;9866AS;BU19690100;GM1969;9866;9866AS;BU19690100;GM1969;9866;9866AS;False;False;False;53.233101741547664;6.25950588662528;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Niekerk;0.1225;0.0;Minimale waarde < 20 m3/uur;BU19690300;GM1969;9822;9822AJ;BU19690300;GM1969;9822;9822AJ;BU19690300;GM1969;9822;9822AJ;False;False;False;53.227709355705834;6.353192904372611;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Oldekerk;3.12375;0.0;Minimale waarde < 20 m3/uur;BU19690300;GM1969;9821;9821PA;BU19690300;GM1969;9821;9821PA;BU19690300;GM1969;9821;9821PA;False;False;False;53.22091294253897;6.343553690720335;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Sebaldeburen;1.53125;0.0;Minimale waarde < 20 m3/uur;BU19690002;GM1969;9862;9862PC;BU19690002;GM1969;9862;9862PC;BU19690002;GM1969;9862;9862PC;False;False;False;53.22101074207018;6.309493072964879;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Noordwijk;6.30875;0.0;Minimale waarde < 20 m3/uur;BU19691106;GM1969;9824;9824PB;BU19691106;GM1969;9824;9824PB;BU19691106;GM1969;9824;9824PB;False;False;False;53.16802288410652;6.258313765932577;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;De Wilp;5.79833333332;0.0;Minimale waarde < 20 m3/uur;BU19691200;GM1969;9367;9367PP;BU19691200;GM1969;9367;9367PP;BU19691200;GM1969;9367;9367PP;False;False;False;53.12129928175895;6.256024742884366;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Boerakker;2.77666666667;0.0;Minimale waarde < 20 m3/uur;BU19691109;GM1969;9361;9361TD;BU19691109;GM1969;9361;9361TD;BU19691109;GM1969;9361;9361TD;False;False;False;53.18710578777463;6.333250467639821;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Marum;18.13;0.0;Minimale waarde < 20 m3/uur;BU19691100;GM1969;9363;9363TC;BU19691100;GM1969;9363;9363TC;BU19691100;GM1969;9363;9363TC;False;False;False;53.14914965406005;6.2645072048075505;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Houwerzijl;0.408333333333;0.0;Minimale waarde < 20 m3/uur;BU19660101;GM1966;9973;9973PN;BU19660101;GM1966;9973;9973PN;BU19660101;GM1966;9973;9973PN;False;False;False;53.33776668778169;6.341147841794176;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Lauwersoog;0.347083333333;0.0;Minimale waarde < 20 m3/uur;BU19660102;GM1966;9976;9976VW;BU19660102;GM1966;9976;9976VW;BU19660102;GM1966;9976;9976VW;False;False;False;53.4050586232923;6.216479748447379;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Marneweg;8.96291666668;0.0;Minimale waarde < 20 m3/uur;BU19660102;GM1966;9976;9976VW;BU19660102;GM1966;9976;9976VW;BU19660102;GM1966;9976;9976VW;False;False;False;53.408077955070574;6.216865473051307;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Noorderzijlvest;Groningen;Leens;3.63416666667;0.0;Minimale waarde < 20 m3/uur;BU19660202;GM1966;9965;9965RS;BU19660202;GM1966;9965;9965RS;BU19660202;GM1966;9965;9965RS;False;False;False;53.355180041828724;6.374195959025558;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
