waterschap;res_gebied;naamgeving;min_uur;min_gj_ex;opmerking;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
Aa en Maas;Noord-oost Brabant;Maashees;3.185;0.0;Minimale waarde < 20 m3/uur;BU19823301;GM1982;5823;5823CD;BU19823301;GM1982;5823;5823CD;BU19823301;GM1982;5823;5823CD;False;False;False;51.57306458435114;6.035785998342823;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Groeningen;1.16375;0.0;Minimale waarde < 20 m3/uur;BU19822803;GM1982;5826;5826AM;BU19822803;GM1982;5826;5826AM;BU19822803;GM1982;5826;5826AM;False;False;False;51.61073587633663;6.001329232527167;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Het Snepke;176.195833333;9957.46;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19822219;GM1982;5831;5831TG;BU19822219;GM1982;5831;5831TG;BU19822219;GM1982;5831;5831TG;False;False;False;51.65781328441622;5.9194743011459625;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Holthees;2.5725;0.0;Minimale waarde < 20 m3/uur;BU19823203;GM1982;5824;5824AN;BU19823203;GM1982;5824;5824AN;BU19823203;GM1982;5824;5824AN;False;False;False;51.577303527800055;6.007196351155523;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Vierlingsbeek;12.1479166667;0.0;Minimale waarde < 20 m3/uur;BU19823101;GM1982;5821;5821AN;BU19823101;GM1982;5821;5821AN;BU19823101;GM1982;5821;5821AN;False;False;False;51.59602115303615;6.019500445299524;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Boxmeer;61.6175;3482.22;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19822203;GM1982;5831;5831JR;BU19822203;GM1982;5831;5831LR;BU19822203;GM1982;5831;5831LR;False;False;False;51.654483036053215;5.94443233447008;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Erp;62.53625;3534.14;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19480108;GM1948;5469;5469ST;BU19480108;GM1948;5469;5469ST;BU19480108;GM1948;5469;5469ST;False;False;False;51.604088300474615;5.613078769503841;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Keldonk;2.40916666667;0.0;Minimale waarde < 20 m3/uur;BU19480107;GM1948;5469;5469ER;BU19480107;GM1948;5469;5469ER;BU19480107;GM1948;5469;5469ER;False;False;False;51.58902357331576;5.595101094927554;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Schijndel;80.115;4527.58;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19480208;GM1948;5482;5482WN;BU19480208;GM1948;5482;5482WN;BU19480208;GM1948;5482;5482WN;False;False;False;51.62774639025436;5.441023128380749;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Boerdonk;1.98041666667;0.0;Minimale waarde < 20 m3/uur;BU19480101;GM1948;5469;5469ND;BU19480101;GM1948;5469;5469ND;BU19480101;GM1948;5469;5469ND;False;False;False;51.55768386305185;5.627238847748497;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;St Anthonis;40.425;2284.56;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19822103;GM1982;5846;5846AM;BU19822103;GM1982;5846;5846AM;BU19822103;GM1982;5846;5846AM;False;False;False;51.63457164020374;5.8833067559898025;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Westerbeek;1.38833333333;0.0;Minimale waarde < 20 m3/uur;BU19822901;GM1982;5843;5843AK;BU19822901;GM1982;5843;5843AK;BU19822901;GM1982;5843;5843AK;False;False;False;51.58455850192063;5.86432966253914;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Wanroij;20.02875;1131.89;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19821701;GM1982;5446;5446PP;BU19821701;GM1982;5446;5446PP;BU19821701;GM1982;5446;5446PP;False;False;False;51.661796121381286;5.821591750413053;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Ledeacker;1.73541666667;0.0;Minimale waarde < 20 m3/uur;BU19822101;GM1982;5846;5846AP;BU19822101;GM1982;5846;5846AP;BU19822101;GM1982;5846;5846AP;False;False;False;51.63632859214568;5.871929888115691;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Stevensbeek;19.0079166667;0.0;Minimale waarde < 20 m3/uur;BU19822601;GM1982;5844;5844AE;BU19822601;GM1982;5844;5844AE;BU19822601;GM1982;5844;5844AE;False;False;False;51.60718861505152;5.912662403992248;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Oploo;5.41041666668;0.0;Minimale waarde < 20 m3/uur;BU19822503;GM1982;5841;5841AG;BU19822503;GM1982;5841;5841AG;BU19822503;GM1982;5841;5841AG;False;False;False;51.60922901362823;5.879571981416896;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Landhorst;2.38875;0.0;Minimale waarde < 20 m3/uur;BU19822001;GM1982;5445;5445AK;BU19822001;GM1982;5445;5445AK;BU19822001;GM1982;5445;5445AK;False;False;False;51.61868700375437;5.788671058930875;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Fortunaweg;6.79875;0.0;Minimale waarde < 20 m3/uur;BU19821705;GM1982;5446;5446PW;BU19821705;GM1982;5446;5446PW;BU19821705;GM1982;5446;5446PW;False;False;False;51.64056542835716;5.815612656602258;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Berlicum;86.7504166668;4902.57;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU08450302;GM0845;5258;5258BK;BU08450302;GM0845;5258;5258BK;BU08450302;GM0845;5258;5258BK;False;False;False;51.67659667080807;5.395987571502678;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Metropoolregio Eindhoven;Vlierden;3.57291666667;0.0;Minimale waarde < 20 m3/uur;BU07620100;GM0762;5756;5756BA;BU07620500;GM0762;5756;5756BA;BU07620500;GM0762;5756;5756BA;True;False;False;51.44542533062217;5.754479029751771;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Metropoolregio Eindhoven;Deurne;118.600416667;6702.53;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU07620006;GM0762;5751;5751CE;BU07620114;GM0762;5751;5751CE;BU07620114;GM0762;5751;5751CE;True;False;False;51.4659332791129;5.778996345745056;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Metropoolregio Eindhoven;Liessel;15.8025;0.0;Minimale waarde < 20 m3/uur;BU07620200;GM0762;5757;5757RM;BU07620601;GM0762;5757;5757RM;BU07620601;GM0762;5757;5757RM;True;False;False;51.40795751929388;5.823205283401434;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Metropoolregio Eindhoven;Helenaveen;2.40916666667;0.0;Minimale waarde < 20 m3/uur;BU07620400;GM0762;5759;5759PC;BU07620801;GM0762;5759;5759PC;BU07620801;GM0762;5759;5759PC;True;False;False;51.38823123581528;5.9118522349968226;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Metropoolregio Eindhoven;Neerkant;7.37041666668;0.0;Minimale waarde < 20 m3/uur;BU07620300;GM0762;5758;5758CA;BU07620700;GM0762;5758;5758CA;BU07620700;GM0762;5758;5758CA;True;False;False;51.372382435513046;5.8623001500886005;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Coudewater;2.8175;0.0;Minimale waarde < 20 m3/uur;BU07960501;GM0796;5248;5248NT;BU07960501;GM0796;5248;5248NT;BU07960501;GM0796;5248;5248NT;False;False;False;51.698410327239756;5.370228140857983;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Nuland;14.1079166667;0.0;Minimale waarde < 20 m3/uur;BU07961301;GM0796;5391;5391KD;BU07961301;GM0796;5391;5391KD;BU07961301;GM0796;5391;5391KD;False;False;False;51.73381576093762;5.4335832225917535;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Maaijegatweg;115.70125;6538.69;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU07960704;GM0796;5247;5247KB;BU07960704;GM0796;5247;5247KB;BU07960704;GM0796;5247;5247KB;False;False;False;51.7331175809226;5.371364498284313;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Bokhoven;0.653333333332;0.0;Minimale waarde < 20 m3/uur;BU07961205;GM0796;5221;5221CB;BU07961205;GM0796;5221;5221CB;BU07961205;GM0796;5221;5221CB;False;False;False;51.735035766566575;5.229316901557412;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Donkenweg;144.019166667;8139.04;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU07961399;GM0796;5391;5391KZ;BU07961399;GM0796;5391;5391KZ;BU07961399;GM0796;5391;5391KZ;False;False;False;51.750257069442846;5.4329592368204835;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Heesch;45.0;2543.11;Specifieke berekening minimaal potentieel;BU17210120;GM1721;5384;5384NX;BU17210120;GM1721;5384;5384NX;BU17210120;GM1721;5384;5384NX;False;False;False;51.72640170575553;5.510379642871621;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Vorstenbosch;4.18541666667;0.0;Minimale waarde < 20 m3/uur;BU17210602;GM1721;5476;5476KD;BU17210602;GM1721;5476;5476KD;BU17210602;GM1721;5476;5476KD;False;False;False;51.649803886349844;5.550984913043464;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Loosbroek;3.92;0.0;Minimale waarde < 20 m3/uur;BU17210506;GM1721;5472;5472PJ;BU17210506;GM1721;5472;5472PJ;BU17210506;GM1721;5472;5472PJ;False;False;False;51.68058172297197;5.506546290279687;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Heeswijk Dinther;23.4383333333;1324.58;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU17210201;GM1721;5473;5473HX;BU17210201;GM1721;5473;5473HX;BU17210201;GM1721;5473;5473HX;False;False;False;51.647405586750416;5.476980667231124;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Munnekens-Vinkel;17.5379166667;0.0;Minimale waarde < 20 m3/uur;BU17210401;GM1721;5383;5383KT;BU17210401;GM1721;5383;5383KT;BU17210401;GM1721;5383;5383KT;False;False;False;51.70360106573562;5.487682488050919;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Metropoolregio Eindhoven;Aarle-Rixtel;13.1279166667;0.0;Minimale waarde < 20 m3/uur;BU16590100;GM1659;5735;5735EK;BU16590100;GM1659;5735;5735EK;BU16590100;GM1659;5735;5735EK;False;False;False;51.5091023757916;5.64737717811158;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Metropoolregio Eindhoven;Lieshout;10.78;0.0;Minimale waarde < 20 m3/uur;BU16590200;GM1659;5737;5737AN;BU16590200;GM1659;5737;5737AN;BU16590200;GM1659;5737;5737AN;False;False;False;51.521530633337306;5.598836210070667;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Metropoolregio Eindhoven;'t Broek;145.0;8194.47;Specifieke berekening minimaal potentieel;BU16590109;GM1659;5735;5735SK;BU16590109;GM1659;5735;5735SK;BU16590109;GM1659;5735;5735SK;False;False;False;51.52841250371707;5.6573194231655;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Metropoolregio Eindhoven;Mariahout;5.53291666668;0.0;Minimale waarde < 20 m3/uur;BU16590300;GM1659;5738;5738AK;BU16590300;GM1659;5738;5738AK;BU16590300;GM1659;5738;5738AK;False;False;False;51.542414458788755;5.568240551758544;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Reek;6.06375;0.0;Minimale waarde < 20 m3/uur;BU19910501;GM1991;5375;5375BN;BU19910501;GM1991;5375;5375BN;BU19910501;GM1991;5375;5375BN;False;False;False;51.7465771882754;5.677803545209604;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Zeeland;23.45875;1325.73;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19910601;GM1991;5411;5411RA;BU19910601;GM1991;5411;5411RA;BU19910601;GM1991;5411;5411RA;False;False;False;51.70519655319463;5.679932296444449;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Wachthuis;44.1408333333;2494.55;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19910502;GM1991;5375;5375KJ;BU19910502;GM1991;5375;5375KJ;BU19910502;GM1991;5375;5375KJ;False;False;False;51.75953852425749;5.68135990843234;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Schaijk;33.4629166667;1891.1;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19910404;GM1991;5374;5374HX;BU19910404;GM1991;5374;5374HX;BU19910404;GM1991;5374;5374HX;False;False;False;51.75187290912148;5.638120001537887;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;De Peel;40.73125;2301.86;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19910607;GM1991;5411;5411VD;BU19910607;GM1991;5411;5411VD;BU19910607;GM1991;5411;5411VD;False;False;False;51.660716668663355;5.7374841460941575;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Wilbertoord;3.32791666667;0.0;Minimale waarde < 20 m3/uur;BU19821601;GM1982;5455;5455GL;BU19821601;GM1982;5455;5455GL;BU19821601;GM1982;5455;5455GL;False;False;False;51.65838700138337;5.771569084887069;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Achterdijk;122.663333333;6932.14;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19821503;GM1982;5454;5454NT;BU19821503;GM1982;5454;5454NS;BU19821503;GM1982;5454;5454NS;False;False;False;51.684654545237464;5.817819347171476;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;St. Hubert;5.81875;0.0;Minimale waarde < 20 m3/uur;BU19821503;GM1982;5454;5454GE;BU19821503;GM1982;5454;5454GE;BU19821503;GM1982;5454;5454GE;False;False;False;51.67952702374719;5.807189132273204;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Mill;52.7158333332;2979.16;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19821017;GM1982;5451;5451NJ;BU19821017;GM1982;5451;5451NJ;BU19821017;GM1982;5451;5451NJ;False;False;False;51.69657716626979;5.779549716991809;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Langenboom;7.37041666668;0.0;Minimale waarde < 20 m3/uur;BU19820903;GM1982;5453;5453KG;BU19820903;GM1982;5453;5453KG;BU19820903;GM1982;5453;5453KG;False;False;False;51.707343470064636;5.728689763113354;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Metropoolregio Eindhoven;Ommel;3.96083333333;0.0;Minimale waarde < 20 m3/uur;BU07431001;GM0743;5724;5724AB;BU07431001;GM0743;5724;5724AB;BU07431001;GM0743;5724;5724AB;False;False;False;51.42045274915167;5.749337147152971;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Metropoolregio Eindhoven;Heusden;6.2475;0.0;Minimale waarde < 20 m3/uur;BU07430802;GM0743;5725;5725TD;BU07430802;GM0743;5725;5725TD;BU07430802;GM0743;5725;5725TD;False;False;False;51.386988798711876;5.7567124705169785;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Metropoolregio Eindhoven;De Hutten;23.1729166667;1309.58;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU07430202;GM0743;5721;5721SL;BU07430202;GM0743;5721;5721SL;BU07430202;GM0743;5721;5721SL;False;False;False;51.40074311308071;5.817672565783476;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Gassel;2.87875;0.0;Minimale waarde < 20 m3/uur;BU19820403;GM1982;5438;5438NZ;BU19820403;GM1982;5438;5438NZ;BU19820403;GM1982;5438;5438NZ;False;False;False;51.740465711308254;5.787025567830604;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Grave;38.0566666667;2150.71;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19820203;GM1982;5361;5361BN;BU19820203;GM1982;5361;5361BN;BU19820203;GM1982;5361;5361BN;False;False;False;51.76023712404756;5.732937406723376;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Lithoijen;22.5808333333;1276.12;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU08281900;GM0828;5396;5396NL;BU08281900;GM0828;5396;5396NL;BU08281900;GM0828;5396;5396NL;False;False;False;51.79977448170798;5.459943314638542;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Haren;2.02125;0.0;Minimale waarde < 20 m3/uur;BU08281100;GM0828;5368;5368AT;BU08281100;GM0828;5368;5368AT;BU08281100;GM0828;5368;5368AT;False;False;False;51.80134801159442;5.578923750940196;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Geffen;14.21;0.0;Minimale waarde < 20 m3/uur;BU08282200;GM0828;5386;5386JA;BU08282200;GM0828;5386;5386JA;BU08282200;GM0828;5386;5386JA;False;False;False;51.740535190268865;5.452575920055168;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Lith;18.9466666667;0.0;Minimale waarde < 20 m3/uur;BU08281800;GM0828;5397;5397BS;BU08281800;GM0828;5397;5397BS;BU08281800;GM0828;5397;5397BS;False;False;False;51.8080043731325;5.434054312506745;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Herpen;8.33;0.0;Minimale waarde < 20 m3/uur;BU08281500;GM0828;5373;5373EB;BU08281500;GM0828;5373;5373EB;BU08281500;GM0828;5373;5373EB;False;False;False;51.77668978386021;5.635270780926114;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Megen;4.10375;0.0;Minimale waarde < 20 m3/uur;BU08281300;GM0828;5366;5366AA;BU08281300;GM0828;5366;5366AA;BU08281300;GM0828;5366;5366AA;False;False;False;51.825096524662015;5.56030315566491;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Pomona;89.2208333332;5042.19;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU08281409;GM0828;5358;5358NZ;BU08281409;GM0828;5358;5358NZ;BU08281409;GM0828;5358;5358NZ;False;False;False;51.778789630113735;5.637013320795135;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Macharen;1.87833333333;0.0;Minimale waarde < 20 m3/uur;BU08281200;GM0828;5367;5367AG;BU08281200;GM0828;5367;5367AG;BU08281200;GM0828;5367;5367AG;False;False;False;51.805769124048055;5.5466135949023485;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Maren-Kessel;5.18583333332;0.0;Minimale waarde < 20 m3/uur;BU08282101;GM0828;5398;5398JJ;BU08282101;GM0828;5398;5398JJ;BU08282101;GM0828;5398;5398JJ;False;False;False;51.79525795581273;5.387100297454892;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Demen;0.939166666668;0.0;Minimale waarde < 20 m3/uur;BU08281702;GM0828;5354;5354KC;BU08281702;GM0828;5354;5354KC;BU08281702;GM0828;5354;5354KC;False;False;False;51.812319552365814;5.626341157810746;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Huisseling;1.02083333333;0.0;Minimale waarde < 20 m3/uur;BU08281403;GM0828;5358;5358NB;BU08281403;GM0828;5358;5358NB;BU08281403;GM0828;5358;5358NB;False;False;False;51.7882244278091;5.638869928775014;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Aa en Maas;Noord-oost Brabant;Overlangel;3.26666666667;0.0;Minimale waarde < 20 m3/uur;BU08281600;GM0828;5357;5357NC;BU08281600;GM0828;5357;5357NC;BU08281600;GM0828;5357;5357NC;False;False;False;51.77729547344691;5.667667764467888;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
