X;Y;BronNaam;BronTemp;TypeBron;MWth;Status;CapFactor;VolFactor;ProdKost;UitMin;UitMax;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
99017;475747;Metapol customparts;0.0;voedingsmiddelen_dranken_tabak;0.0;Optie B;0.0;0.0;;;;;GM0553;;;;GM0553;;;;GM0553;;;False;False;False;52.266895512521465;4.567086111789551;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
90012;468869;Pottery Nieuwkoop B V;0.0;voedingsmiddelen_dranken_tabak;0.0;Optie B;0.0;0.0;;;;;GM0537;;;;GM0537;;;;GM0537;;;False;False;False;52.204095383434115;4.436499965865976;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
102283;468994;Dhr  N  Trapman;0.0;voedingsmiddelen_dranken_tabak;0.0;Optie B;0.0;0.0;;;;;GM1884;;;;GM1884;;;;GM1884;;;False;False;False;52.20652764684719;4.615974525362104;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
113480;464458;Grofsmederij Nieuwkoop BV;0.0;voedingsmiddelen_dranken_tabak;0.0;Optie B;0.0;0.0;;;;;GM0569;;;;GM0569;;;;GM0569;;;False;False;False;52.16671670408918;4.780327293399419;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
113480;464458;Omefa BV;0.0;voedingsmiddelen_dranken_tabak;0.0;Optie B;0.0;0.0;;;;;GM0569;;;;GM0569;;;;GM0569;;;False;False;False;52.16671670408918;4.780327293399419;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
108972;465673;TN Plastics B V;0.0;voedingsmiddelen_dranken_tabak;0.0;Optie B;0.0;0.0;;;;;GM0569;;;;GM0569;;;;GM0569;;;False;False;False;52.177279166597565;4.714275653046846;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
113654;463631;TuGeo BV;0.0;voedingsmiddelen_dranken_tabak;0.0;Optie B;0.0;0.0;;;;;GM0569;;;;GM0569;;;;GM0569;;;False;False;False;52.15929708449396;4.782971066675196;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
109910;465818;Desch Epla b v   Emperor Plastics BV;0.0;voedingsmiddelen_dranken_tabak;0.0;Optie B;0.0;0.0;;;;;GM0569;;;;GM0569;;;;GM0569;;;False;False;False;52.17865972659123;4.727969047514451;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
96483;477767;Muovitech Benelux B V;0.0;voedingsmiddelen_dranken_tabak;0.0;Optie B;0.0;0.0;;;;;GM0575;;;;GM0575;;;;GM0575;;;False;False;False;52.284785727306705;4.529624099934679;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
93927;473743;Mata Kunststoffen;0.0;voedingsmiddelen_dranken_tabak;0.0;Optie B;0.0;0.0;;;;;GM0575;;;;GM0575;;;;GM0575;;;False;False;False;52.24834489257449;4.4928861969415435;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
96369;478188;NP Plastics;0.0;voedingsmiddelen_dranken_tabak;0.0;Optie B;0.0;0.0;;;;;GM0575;;;;GM0575;;;;GM0575;;;False;False;False;52.28855700467185;4.5278701834526425;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
94923;469505;Cosine;0.0;voedingsmiddelen_dranken_tabak;0.0;Optie B;0.0;0.0;;;;;GM1525;;;;GM1525;;;;GM1525;;;False;False;False;52.21036774858799;4.508230179546867;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
94223;467246;Tenderworks BV;0.0;voedingsmiddelen_dranken_tabak;0.0;Optie B;0.0;0.0;;;;;GM1525;;;;GM1525;;;;GM1525;;;False;False;False;52.18998943542119;4.498387297781444;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
94223;467246;Batelaan Kunststoffen B V;0.0;voedingsmiddelen_dranken_tabak;0.0;Optie B;0.0;0.0;;;;;GM1525;;;;GM1525;;;;GM1525;;;False;False;False;52.18998943542119;4.498387297781444;WarmteAtlas:LT_WarmteBronnen_ECW;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
