PK_UID;jaar;naamgeving;effluent_z;effluent_w;temp_z;temp_w;waterschap;wp_gj_z;wp_gj_w;opmerking;ws;tp_z_jaar;tp_w_jaar;gemeente;res_regio;tp_w_nb;tp_z_nb;tp_w_bb;tp_z_bb;provincie;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
104.0;0.0;RWZI Zeist;23040.0;23040.0;0.0;0.0;De Stichtse Rijnlanden;481.536;481.536;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;De Stichtse Rijnlanden;175761.0;135649.0;Zeist;U10/U16;1393.0;2787.0;557.0;1115.0;Utrecht;BU03550304;GM0355;3704;3704GS;BU03550304;GM0355;3704;3704GS;BU03550304;GM0355;3704;3704GS;False;False;False;52.0871823230714;5.211506058803742;WarmteAtlas:AquathermieRWZI;;;
105.0;0.0;RWZI De Bilt;2988.0;2988.0;0.0;0.0;De Stichtse Rijnlanden;62.4492;62.4492;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;De Stichtse Rijnlanden;22794.0;17592.0;De Bilt;U10/U16;181.0;362.0;72.0;145.0;Utrecht;BU03100402;GM0310;3737;3737AE;BU03100402;GM0310;3737;3737AE;BU03100402;GM0310;3737;3737AE;False;False;False;52.11936118851528;5.17435174977998;WarmteAtlas:AquathermieRWZI;;;
106.0;0.0;RWZI Nieuwegein;25200.0;25200.0;0.0;0.0;De Stichtse Rijnlanden;526.68;526.68;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;De Stichtse Rijnlanden;192238.0;148366.0;IJsselstein;U10/U16;1524.0;3048.0;610.0;1219.0;Utrecht;BU03530030;GM0353;3401;3401RZ;BU03530030;GM0353;3401;3401RZ;BU03530030;GM0353;3401;3401RZ;False;False;False;52.00391842874025;5.070539000415452;WarmteAtlas:AquathermieRWZI;;;
107.0;0.0;Awzi Haastrecht;2880.0;2880.0;0.0;0.0;De Stichtse Rijnlanden;60.192;60.192;RWZI gegevens van oude studie gedaan door Tauw voor HHSK;De Stichtse Rijnlanden;21970.0;16956.0;Krimpenerwaard;Midden-Holland;174.0;348.0;70.0;139.0;Zuid-Holland;BU19310800;GM1931;2851;2851AX;BU19310800;GM1931;2851;2851AX;BU19310800;GM1931;2851;2851AX;False;False;False;52.00226175496009;4.783824503246473;WarmteAtlas:AquathermieRWZI;;;
108.0;0.0;RWZI Haastrecht;25920.0;25920.0;0.0;0.0;De Stichtse Rijnlanden;541.728;541.728;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;De Stichtse Rijnlanden;197731.0;152605.0;Krimpenerwaard;Midden-Holland;1568.0;3135.0;627.0;1254.0;Zuid-Holland;BU19310800;GM1931;2851;2851AW;BU19310800;GM1931;2851;2851AW;BU19310800;GM1931;2851;2851AW;False;False;False;52.00262965194176;4.784297020906285;WarmteAtlas:AquathermieRWZI;;;
109.0;0.0;RWZI Harnaschpolder;262800.0;262800.0;0.0;0.0;HHS van Delfland;5492.52;5492.52;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;HHS van Delfland;2004770.0;1547243.0;Midden-Delfland;Rotterdam-Den Haag;15893.0;31786.0;6357.0;12714.0;Zuid-Holland;BU18420001;GM1842;2635;2635BX;BU18420001;GM1842;2635;2635BX;BU18420001;GM1842;2635;2635BX;False;False;False;52.0154061352828;4.31887752452759;WarmteAtlas:AquathermieRWZI;;;
110.0;0.0;Delfluent Services BV;86400.0;86400.0;0.0;0.0;HHS van Delfland;1805.76;1805.76;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;HHS van Delfland;659102.0;508683.0;'s-Gravenhage;Rotterdam-Den Haag;5225.0;10450.0;2090.0;4180.0;Zuid-Holland;BU05181309;GM0518;2566;2566GJ;BU05181309;GM0518;2566;2566GJ;BU05181309;GM0518;2566;2566GJ;False;False;False;52.08857403583939;4.266554197443477;WarmteAtlas:AquathermieRWZI;;;
111.0;0.0;AWZI De Groote Lucht;86400.0;86400.0;0.0;0.0;HHS van Delfland;1805.76;1805.76;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;HHS van Delfland;659102.0;508683.0;Vlaardingen;Rotterdam-Den Haag;5225.0;10450.0;2090.0;4180.0;Zuid-Holland;BU06220303;GM0622;3133;3133LA;BU06220303;GM0622;3133;3133LA;BU06220303;GM0622;3133;3133LA;False;False;False;51.89998819875721;4.303094224660595;WarmteAtlas:AquathermieRWZI;;;
112.0;0.0;RWZI Nieuwe Waterweg;21500.0;21500.0;0.0;0.0;HHS van Delfland;449.35;449.35;RWZI gegevens van watersector.nl, DWA dagdebiet is 24x uurdebiet. Indien geen DWA bekent, dan DWA = 0,3 x RWA;HHS van Delfland;164013.0;126582.0;Rotterdam;Rotterdam-Den Haag;1300.0;2600.0;520.0;1040.0;Zuid-Holland;BU05991703;GM0599;3151;3151ZK;BU05991703;GM0599;3151;3151ZK;BU05991703;GM0599;3151;3151ZK;False;False;False;51.966243008758866;4.153235152303337;WarmteAtlas:AquathermieRWZI;;;
113.0;0.0;Awzi Ammerstol;720.0;720.0;0.0;0.0;Schieland en de Krimpenerwaard;15.048;15.048;RWZI gegevens van oude studie gedaan door Tauw voor HHSK;Schieland en de Krimpenerwaard;5493.0;4239.0;Krimpenerwaard;Midden-Holland;44.0;87.0;17.0;35.0;Zuid-Holland;BU19310600;GM1931;2865;2865AG;BU19310600;GM1931;2865;2865AG;BU19310600;GM1931;2865;2865AG;False;False;False;51.93069238360864;4.805631299130185;WarmteAtlas:AquathermieRWZI;;;
114.0;0.0;Awzi Stolwijk;2160.0;2160.0;0.0;0.0;Schieland en de Krimpenerwaard;45.144;45.144;RWZI gegevens van oude studie gedaan door Tauw voor HHSK;Schieland en de Krimpenerwaard;16478.0;12717.0;Krimpenerwaard;Midden-Holland;130.0;261.0;52.0;104.0;Zuid-Holland;BU19311008;GM1931;2821;2821SH;BU19311008;GM1931;2821;2821SH;BU19311008;GM1931;2821;2821SH;False;False;False;51.980248827318626;4.767155701649249;WarmteAtlas:AquathermieRWZI;;;
115.0;0.0;Awzi De Groote Zaag;16512.0;16512.0;0.0;0.0;Schieland en de Krimpenerwaard;345.1008;345.1008;RWZI gegevens van oude studie gedaan door Tauw voor HHSK;Schieland en de Krimpenerwaard;125962.0;97215.0;Krimpenerwaard;Midden-Holland;998.0;1997.0;399.0;799.0;Zuid-Holland;BU19310104;GM1931;2931;2931LD;BU19310104;GM1931;2931;2931LD;BU19310104;GM1931;2931;2931LD;False;False;False;51.89780648664727;4.59714744669549;WarmteAtlas:AquathermieRWZI;;;
116.0;0.0;Awzi Bergambacht;3840.0;3840.0;0.0;0.0;Schieland en de Krimpenerwaard;80.256;80.256;RWZI gegevens van oude studie gedaan door Tauw voor HHSK;Schieland en de Krimpenerwaard;29293.0;22608.0;Krimpenerwaard;Midden-Holland;232.0;464.0;93.0;186.0;Zuid-Holland;BU19310404;GM1931;2861;2861CD;BU19310404;GM1931;2861;2861CD;BU19310404;GM1931;2861;2861CD;False;False;False;51.94045032179333;4.787970088779269;WarmteAtlas:AquathermieRWZI;;;
117.0;0.0;Awzi Berkenwoude;312.0;312.0;0.0;0.0;Schieland en de Krimpenerwaard;6.5208;6.5208;RWZI gegevens van oude studie gedaan door Tauw voor HHSK;Schieland en de Krimpenerwaard;2380.0;1837.0;Krimpenerwaard;Midden-Holland;19.0;38.0;8.0;15.0;Zuid-Holland;BU19310700;GM1931;2825;2825AB;BU19310700;GM1931;2825;2825AB;BU19310700;GM1931;2825;2825AB;False;False;False;51.93584263970003;4.712299128930347;WarmteAtlas:AquathermieRWZI;;;
118.0;0.0;AWZI Gouda;18780.0;18780.0;0.0;0.0;Schieland en de Krimpenerwaard;392.502;392.502;Aangeleverd door Waterschap;Schieland en de Krimpenerwaard;143263.0;110568.0;Gouda;Midden-Holland;1136.0;2272.0;454.0;909.0;Zuid-Holland;BU05130809;GM0513;2808;2808ND;BU05130809;GM0513;2808;2808ND;BU05130809;GM0513;2808;2808ND;False;False;False;52.00246885249446;4.712875521771351;WarmteAtlas:AquathermieRWZI;;;
119.0;0.0;Awzi Groenedijk;22800.0;22800.0;0.0;0.0;Schieland en de Krimpenerwaard;476.52;476.52;RWZI gegevens van oude studie gedaan door Tauw voor HHSK;Schieland en de Krimpenerwaard;173930.0;134236.0;Capelle aan den IJssel;Rotterdam-Den Haag;1379.0;2758.0;552.0;1103.0;Zuid-Holland;BU05020447;GM0502;2904;2904LB;BU05020447;GM0502;2904;2904LB;BU05020447;GM0502;2904;2904LB;False;False;False;51.92893298030048;4.602681853718341;WarmteAtlas:AquathermieRWZI;;;
120.0;0.0;Awzi Kralingseveer;84000.0;84000.0;0.0;0.0;Schieland en de Krimpenerwaard;1755.6;1755.6;RWZI gegevens van oude studie gedaan door Tauw voor HHSK;Schieland en de Krimpenerwaard;640794.0;494553.0;Capelle aan den IJssel;Rotterdam-Den Haag;5080.0;10160.0;2032.0;4064.0;Zuid-Holland;BU05020996;GM0502;2909;2909LM;BU05020996;GM0502;2909;2909LM;BU05020996;GM0502;2909;2909LM;False;False;False;51.90961787785844;4.542206210679891;WarmteAtlas:AquathermieRWZI;;;
121.0;0.0;Awzi Kortenoord;34800.0;34800.0;0.0;0.0;Schieland en de Krimpenerwaard;727.32;727.32;RWZI gegevens van oude studie gedaan door Tauw voor HHSK;Schieland en de Krimpenerwaard;265472.0;204886.0;Zuidplas;Midden-Holland;2104.0;4209.0;842.0;1684.0;Zuid-Holland;BU18920406;GM1892;2911;2911BS;BU18920406;GM1892;2911;2911BS;BU18920406;GM1892;2911;2911BS;False;False;False;51.972345173001685;4.628765904070388;WarmteAtlas:AquathermieRWZI;;;
122.0;0.0;Hattem;9300.0;9300.0;0.0;0.0;Vallei & Veluwe;194.37;194.37;Aangeleverd door Waterschap;Vallei & Veluwe;70945.0;54754.0;Hattem;Noord Veluwe;562.0;1125.0;225.0;450.0;Gelderland;BU02440109;GM0244;8051;8051KE;BU02440109;GM0244;8051;8051KE;BU02440109;GM0244;8051;8051KE;False;False;False;52.48512450733406;6.040070336671016;WarmteAtlas:AquathermieRWZI;;;
123.0;0.0;Renkum;12300.0;12300.0;0.0;0.0;Vallei & Veluwe;257.07;257.07;Aangeleverd door Waterschap;Vallei & Veluwe;93831.0;72417.0;Renkum;Arnhem/Nijmegen;744.0;1488.0;298.0;595.0;Gelderland;BU02740101;GM0274;6871;6871CJ;BU02740101;GM0274;6871;6871CJ;BU02740101;GM0274;6871;6871CJ;False;False;False;51.96628806972566;5.723538166650081;WarmteAtlas:AquathermieRWZI;;;
124.0;0.0;Elburg;14800.0;14800.0;20.0;11.0;Vallei & Veluwe;309.32;309.32;Aangeleverd door Waterschap;Vallei & Veluwe;112902.0;87135.0;Elburg;Noord Veluwe;895.0;1790.0;358.0;716.0;Gelderland;BU02300101;GM0230;8081;8081HH;BU02300101;GM0230;8081;8081HJ;BU02300101;GM0230;8081;8081HJ;False;False;False;52.458453872876845;5.834046751396091;WarmteAtlas:AquathermieRWZI;;;
125.0;0.0;Brummen;3700.0;3700.0;0.0;0.0;Vallei & Veluwe;77.33;77.33;Aangeleverd door Waterschap;Vallei & Veluwe;28225.0;21784.0;Brummen;Stedendriehoek/cleantechregio;224.0;448.0;90.0;179.0;Gelderland;BU02130317;GM0213;6971;6971JH;BU02130317;GM0213;6971;6971JH;BU02130317;GM0213;6971;6971JH;False;False;False;52.092955300666674;6.185719377698766;WarmteAtlas:AquathermieRWZI;;;
126.0;0.0;Ede;31800.0;31800.0;0.0;0.0;Vallei & Veluwe;664.62;664.62;Aangeleverd door Waterschap;Vallei & Veluwe;242586.0;187223.0;Ede;FoodValley;1923.0;3846.0;769.0;1538.0;Gelderland;BU02280306;GM0228;6715;6715AT;BU02280306;GM0228;6715;6715AT;BU02280306;GM0228;6715;6715AT;False;False;False;52.03940112073708;5.621514810269112;WarmteAtlas:AquathermieRWZI;;;
127.0;0.0;Bennekom;2200.0;2200.0;0.0;0.0;Vallei & Veluwe;45.98;45.98;Aangeleverd door Waterschap;Vallei & Veluwe;16783.0;12953.0;Ede;FoodValley;133.0;266.0;53.0;106.0;Gelderland;BU02283031;GM0228;6721;6721NB;BU02283031;GM0228;6721;6721NB;BU02283031;GM0228;6721;6721NB;False;False;False;51.997496823335304;5.65849519463841;WarmteAtlas:AquathermieRWZI;;;
128.0;0.0;Heerde;2900.0;2900.0;0.0;0.0;Vallei & Veluwe;60.61;60.61;Aangeleverd door Waterschap;Vallei & Veluwe;22123.0;17074.0;Heerde;Stedendriehoek/cleantechregio;176.0;351.0;70.0;140.0;Gelderland;BU02460000;GM0246;8181;8181VK;BU02460000;GM0246;8181;8181VK;BU02460000;GM0246;8181;8181VK;False;False;False;52.39158440428179;6.053609702103404;WarmteAtlas:AquathermieRWZI;;;
129.0;0.0;Harderwijk;29600.0;29600.0;0.0;0.0;Vallei & Veluwe;618.64;618.64;Aangeleverd door Waterschap;Vallei & Veluwe;225804.0;174271.0;Harderwijk;Noord Veluwe;1790.0;3580.0;716.0;1432.0;Gelderland;BU02431301;GM0243;3846;3846AV;BU02431301;GM0243;3846;3846AV;BU02431301;GM0243;3846;3846AV;False;False;False;52.35748789398644;5.6325484609432905;WarmteAtlas:AquathermieRWZI;;;
130.0;0.0;Epe;3800.0;3800.0;0.0;0.0;Vallei & Veluwe;79.42;79.42;Aangeleverd door Waterschap;Vallei & Veluwe;28988.0;22373.0;Epe;Stedendriehoek/cleantechregio;230.0;460.0;92.0;184.0;Gelderland;BU02320007;GM0232;8161;8161PH;BU02320007;GM0232;8161;8161PH;BU02320007;GM0232;8161;8161PH;False;False;False;52.34377522741732;5.999373518780866;WarmteAtlas:AquathermieRWZI;;;
131.0;0.0;Nijkerk;13000.0;13000.0;0.0;0.0;Vallei & Veluwe;271.7;271.7;Aangeleverd door Waterschap;Vallei & Veluwe;99170.0;76538.0;Nijkerk;FoodValley;786.0;1572.0;314.0;629.0;Gelderland;BU02670101;GM0267;3861;3861RH;BU02670101;GM0267;3861;3861RH;BU02670101;GM0267;3861;3861RH;False;False;False;52.231736609329616;5.473914978912893;WarmteAtlas:AquathermieRWZI;;;
132.0;0.0;Apeldoorn;48900.0;48900.0;19.2;9.8;Vallei & Veluwe;1022.01;1022.01;Aangeleverd door Waterschap;Vallei & Veluwe;373034.0;287900.0;Apeldoorn;Stedendriehoek/cleantechregio;2957.0;5914.0;1183.0;2366.0;Gelderland;BU02000808;GM0200;7317;7317AX;BU02000808;GM0200;7317;7317AX;BU02000808;GM0200;7317;7317AX;False;False;False;52.23893951346033;5.972869413437861;WarmteAtlas:AquathermieRWZI;;;
133.0;0.0;Terwolde;6000.0;6000.0;0.0;0.0;Vallei & Veluwe;125.4;125.4;Aangeleverd door Waterschap;Vallei & Veluwe;45771.0;35325.0;Voorst;Stedendriehoek/cleantechregio;363.0;726.0;145.0;290.0;Gelderland;BU02850109;GM0285;7396;7396NB;BU02850109;GM0285;7396;7396BW;BU02850202;GM0285;7396;7396BW;True;False;False;52.26154000960039;6.120816713788874;WarmteAtlas:AquathermieRWZI;;;
134.0;0.0;Amersfoort;33000.0;33000.0;20.0;11.4;Vallei & Veluwe;689.7;689.7;Aangeleverd door Waterschap;Vallei & Veluwe;251741.0;194288.0;Amersfoort;Amersfoort;1996.0;3991.0;798.0;1596.0;Utrecht;BU03070505;GM0307;3812;3812RH;BU03070505;GM0307;3812;3812RH;BU03070505;GM0307;3812;3812RH;False;False;False;52.17400052595251;5.350726276816121;WarmteAtlas:AquathermieRWZI;;;
135.0;0.0;Veenendaal;18000.0;18000.0;0.0;0.0;Vallei & Veluwe;376.2;376.2;Info van watersector.nl;Vallei & Veluwe;137313.0;105976.0;Utrechtse Heuvelrug;U10/U16;1088.0;2177.0;435.0;871.0;Utrecht;BU15810302;GM1581;3959;3959AL;BU15810302;GM1581;3959;3959AL;BU15810302;GM1581;3959;3959AL;False;False;False;52.03789212424647;5.5232381132560855;WarmteAtlas:AquathermieRWZI;;;
136.0;0.0;Soest;13200.0;13200.0;0.0;0.0;Vallei & Veluwe;275.88;275.88;Aangeleverd door Waterschap;Vallei & Veluwe;100696.0;77715.0;Soest;Amersfoort;798.0;1596.0;319.0;639.0;Utrecht;BU03420103;GM0342;3761;3761EH;BU03420103;GM0342;3761;3761EH;BU03420103;GM0342;3761;3761EH;False;False;False;52.193941393939525;5.29786832955532;WarmteAtlas:AquathermieRWZI;;;
137.0;0.0;Woudenberg;6700.0;6700.0;19.6;9.2;Vallei & Veluwe;140.03;140.03;Aangeleverd door Waterschap;Vallei & Veluwe;51111.0;39446.0;Woudenberg;Amersfoort;405.0;810.0;162.0;324.0;Utrecht;BU03510008;GM0351;3931;3931MR;BU03510008;GM0351;3931;3931MR;BU03510008;GM0351;3931;3931MR;False;False;False;52.08821845590792;5.44748613862379;WarmteAtlas:AquathermieRWZI;;;
138.0;0.0;AWZI Heemstede;5500.0;5500.0;0.0;0.0;HH van Rijnland;114.95;114.95;Aangeleverd door Waterschap;HH van Rijnland;41957.0;32381.0;Heemstede;Noord-Holland Zuid;332.0;665.0;133.0;266.0;Noord-Holland;BU03970001;GM0397;2102;2102LS;BU03970001;GM0397;2102;2102LS;BU03970001;GM0397;2102;2102LS;False;False;False;52.343953362581146;4.637941429968423;WarmteAtlas:AquathermieRWZI;;;
139.0;0.0;AWZI Aalsmeer;2500.0;2500.0;0.0;0.0;HH van Rijnland;52.25;52.25;Aangeleverd door Waterschap;HH van Rijnland;19071.0;14719.0;Aalsmeer;Noord-Holland Zuid;151.0;302.0;60.0;121.0;Noord-Holland;BU03580201;GM0358;1432;1432GW;BU03580201;GM0358;1432;1432GW;BU03580201;GM0358;1432;1432GW;False;False;False;52.26804624999982;4.776160119611244;WarmteAtlas:AquathermieRWZI;;;
140.0;0.0;AWZI Haarlem-Waarderpolder;25000.0;25000.0;0.0;0.0;HH van Rijnland;522.5;522.5;Aangeleverd door Waterschap;HH van Rijnland;190712.0;147188.0;Haarlem;Noord-Holland Zuid;1512.0;3024.0;605.0;1210.0;Noord-Holland;BU03920602;GM0392;2031;2031BH;BU03920602;GM0392;2031;2031BH;BU03920602;GM0392;2031;2031BH;False;False;False;52.397558942101604;4.667912559531948;WarmteAtlas:AquathermieRWZI;;;
141.0;0.0;AWZI Haarlem-Schalkwijk;8000.0;8000.0;0.0;0.0;HH van Rijnland;167.2;167.2;Aangeleverd door Waterschap;HH van Rijnland;61028.0;47100.0;Haarlem;Noord-Holland Zuid;484.0;968.0;194.0;387.0;Noord-Holland;BU03921902;GM0392;2035;2035RB;BU03921902;GM0392;2035;2035RB;BU03921902;GM0392;2035;2035RB;False;False;False;52.36903824689287;4.668897004284066;WarmteAtlas:AquathermieRWZI;;;
142.0;0.0;AWZI Velsen;26640.0;26640.0;0.0;0.0;HH van Rijnland;556.776;556.776;Aangeleverd door Waterschap;HH van Rijnland;203223.0;156844.0;Velsen;Noord-Holland Zuid;1611.0;3222.0;644.0;1289.0;Noord-Holland;BU04530900;GM0453;1981;1981LE;BU04530900;GM0453;1981;1981LE;BU04530900;GM0453;1981;1981LE;False;False;False;52.45941522434577;4.659975297949506;WarmteAtlas:AquathermieRWZI;;;
143.0;0.0;AWZI Zwaanshoek;12000.0;12000.0;0.0;0.0;HH van Rijnland;250.8;250.8;Aangeleverd door Waterschap;HH van Rijnland;91542.0;70650.0;Haarlemmermeer;Holland Rijnland;726.0;1452.0;290.0;581.0;Noord-Holland;BU03941295;GM0394;2136;2136LR;BU03941295;GM0394;2136;2136LR;BU03941295;GM0394;2136;2136LR;False;False;False;52.30381390332737;4.606333669399683;WarmteAtlas:AquathermieRWZI;;;
144.0;0.0;AWZI Rijsenhout;5250.0;5250.0;0.0;0.0;HH van Rijnland;109.725;109.725;Aangeleverd door Waterschap;HH van Rijnland;40050.0;30910.0;Haarlemmermeer;Noord-Holland Zuid;318.0;635.0;127.0;254.0;Noord-Holland;BU03940782;GM0394;1435;1435CA;BU03940782;GM0394;1435;1435CA;BU03940782;GM0394;1435;1435CA;False;False;False;52.27230215987151;4.724941705113942;WarmteAtlas:AquathermieRWZI;;;
145.0;0.0;AWZI Zwanenburg;41400.0;41400.0;0.0;0.0;HH van Rijnland;865.26;865.26;Aangeleverd door Waterschap;HH van Rijnland;315820.0;243744.0;Haarlemmermeer;Noord-Holland Zuid;2504.0;5007.0;1002.0;2003.0;Noord-Holland;BU03940350;GM0394;1161;1161GG;BU03940350;GM0394;1161;1161GG;BU03940350;GM0394;1161;1161GG;False;False;False;52.36168551527918;4.73999854717375;WarmteAtlas:AquathermieRWZI;;;
146.0;0.0;AWZI Schiphol(derden);0.0;0.0;0.0;0.0;HH van Rijnland;0.0;0.0;Aangeleverd door Waterschap;HH van Rijnland;0.0;0.0;Haarlemmermeer;Noord-Holland Zuid;0.0;0.0;0.0;0.0;Noord-Holland;BU03940675;GM0394;1438;1438AG;BU03940675;GM0394;1438;1438AG;BU03940675;GM0394;1438;1438AG;False;False;False;52.29150565482946;4.787498276074959;WarmteAtlas:AquathermieRWZI;;;
147.0;0.0;AWZI Bodegraven;4500.0;4500.0;0.0;0.0;HH van Rijnland;94.05;94.05;Aangeleverd door Waterschap;HH van Rijnland;34328.0;26494.0;Bodegraven-Reeuwijk;Midden-Holland;272.0;544.0;109.0;218.0;Zuid-Holland;BU19010203;GM1901;2411;2411NB;BU19010203;GM1901;2411;2411NB;BU19010203;GM1901;2411;2411NB;False;False;False;52.08217825987715;4.73460398317279;WarmteAtlas:AquathermieRWZI;;;
148.0;0.0;AWZI Katwijk;29924.0;29924.0;0.0;0.0;HH van Rijnland;625.4116;625.4116;Aangeleverd door Waterschap;HH van Rijnland;228275.0;176178.0;Katwijk;Holland Rijnland;1810.0;3619.0;724.0;1448.0;Zuid-Holland;BU05370202;GM0537;2222;2222AP;BU05370202;GM0537;2222;2222AP;BU05370202;GM0537;2222;2222AP;False;False;False;52.20251278624473;4.440154482329565;WarmteAtlas:AquathermieRWZI;;;
149.0;0.0;AWZI Noordwijk;10080.0;10080.0;0.0;0.0;HH van Rijnland;210.672;210.672;Aangeleverd door Waterschap;HH van Rijnland;76895.0;59346.0;Noordwijk;Holland Rijnland;610.0;1219.0;244.0;488.0;Zuid-Holland;BU05750203;GM0575;2201;2201AH;BU05750203;GM0575;2201;2201AH;BU05750203;GM0575;2201;2201AH;False;False;False;52.22108572348078;4.447070796981517;WarmteAtlas:AquathermieRWZI;;;
150.0;0.0;AWZI Waddinxveen-Randenburg;13000.0;13000.0;0.0;0.0;HH van Rijnland;271.7;271.7;Aangeleverd door Waterschap;HH van Rijnland;99170.0;76538.0;Waddinxveen;Midden-Holland;786.0;1572.0;314.0;629.0;Zuid-Holland;BU06270407;GM0627;2741;2741KR;BU06270407;GM0627;2741;2741KR;BU06270407;GM0627;2741;2741KR;False;False;False;52.05696963575252;4.6661407249887015;WarmteAtlas:AquathermieRWZI;;;
51.0;0.0;RWZI Overasselt;910.0;910.0;19.2587;7.66444;Waterschap Rivierenland;19.019;19.019;;Waterschap Rivierenland;6942.0;5358.0;Heumen;Arnhem/Nijmegen;55.0;110.0;22.0;44.0;Gelderland;BU02520104;GM0252;6611;6611KW;BU02520104;GM0252;6611;6611KW;BU02520104;GM0252;6611;6611KW;False;False;False;51.75773683036502;5.800717278707815;WarmteAtlas:AquathermieRWZI;;;
52.0;0.0;RWZI Bergharen;990.0;990.0;19.0587;7.73864;Waterschap Rivierenland;20.691;20.691;;Waterschap Rivierenland;7552.0;5829.0;Wijchen;Arnhem/Nijmegen;60.0;120.0;24.0;48.0;Gelderland;BU02960402;GM0296;6617;6617KE;BU02960402;GM0296;6617;6617KE;BU02960402;GM0296;6617;6617KE;False;False;False;51.84600199752096;5.6431839296193935;WarmteAtlas:AquathermieRWZI;;;
53.0;0.0;RWZI Druten;5100.0;5100.0;20.3435;10.4656;Waterschap Rivierenland;106.59;106.59;;Waterschap Rivierenland;38905.0;30026.0;Druten;Arnhem/Nijmegen;308.0;617.0;123.0;247.0;Gelderland;BU02250004;GM0225;6651;6651BP;BU02250109;GM0225;6651;6651BP;BU02250109;GM0225;6651;6651BP;True;False;False;51.892523592290175;5.591453894954719;WarmteAtlas:AquathermieRWZI;;;
54.0;0.0;RWZI Arnhem;24500.0;24500.0;21.4641;12.4542;Waterschap Rivierenland;512.05;512.05;;Waterschap Rivierenland;186898.0;144244.0;Arnhem;Arnhem/Nijmegen;1482.0;2963.0;593.0;1185.0;Gelderland;BU02022194;GM0202;6841;6841HJ;BU02022194;GM0202;6841;6841HJ;BU02022194;GM0202;6841;6841HJ;False;False;False;51.966328384804704;5.855916881413093;WarmteAtlas:AquathermieRWZI;;;
55.0;0.0;RWZI Asperen;1100.0;1100.0;21.3163;9.45;Waterschap Rivierenland;22.99;22.99;;Waterschap Rivierenland;8391.0;6476.0;Lingewaal;Rivierenland (Fruitdelta);66.0;133.0;27.0;53.0;Gelderland;BU19600802;GM1960;4147;4147CV;BU19600802;GM1960;4147;4147CV;BU19600802;GM1960;4147;4147CV;False;False;False;51.88411826880908;5.110685141910247;WarmteAtlas:AquathermieRWZI;;;
56.0;0.0;RWZI Beesd;1310.0;1310.0;20.4859;7.30778;Waterschap Rivierenland;27.379;27.379;;Waterschap Rivierenland;9993.0;7713.0;Geldermalsen;Rivierenland (Fruitdelta);79.0;158.0;32.0;63.0;Gelderland;BU19600209;GM1960;4153;4153XB;BU19600209;GM1960;4153;4153XB;BU19600209;GM1960;4153;4153XB;False;False;False;51.89722737570678;5.169531209333422;WarmteAtlas:AquathermieRWZI;;;
57.0;0.0;RWZI Geldermalsen;5490.0;5490.0;20.1065;10.625;Waterschap Rivierenland;114.741;114.741;;Waterschap Rivierenland;41880.0;32323.0;Geldermalsen;Rivierenland (Fruitdelta);332.0;664.0;133.0;266.0;Gelderland;BU19600006;GM1960;4191;4191LA;BU19600006;GM1960;4191;4191LA;BU19600006;GM1960;4191;4191LA;False;False;False;51.88734449500729;5.275325299557291;WarmteAtlas:AquathermieRWZI;;;
58.0;0.0;RWZI Zetten;1070.0;1070.0;20.9348;9.43864;Waterschap Rivierenland;22.363;22.363;;Waterschap Rivierenland;8162.0;6300.0;Overbetuwe;Arnhem/Nijmegen;65.0;130.0;26.0;52.0;Gelderland;BU17341402;GM1734;6668;6668AV;BU17341402;GM1734;6668;6668AV;BU17341402;GM1734;6668;6668AV;False;False;False;51.93825801583184;5.711807651399275;WarmteAtlas:AquathermieRWZI;;;
59.0;0.0;RWZI Valburg;1370.0;1370.0;19.0109;9.79667;Waterschap Rivierenland;28.633;28.633;;Waterschap Rivierenland;10451.0;8066.0;Overbetuwe;Arnhem/Nijmegen;83.0;166.0;33.0;66.0;Gelderland;BU17341701;GM1734;6675;6675AC;BU17341701;GM1734;6675;6675AC;BU17341701;GM1734;6675;6675AC;False;False;False;51.90911812153376;5.781398919202133;WarmteAtlas:AquathermieRWZI;;;
