WiO_id;Referentie;Projectnaa;gemeente;wijkdorp;RES_regio;K_n_woning;K_n_utilit;K_Nieuwbou;K_Bew_init;Tn_onbeken;Tn_HT_HT-b;Tn_MT_MT-b;Tn_MT_LT-b;Tn_MT_ZLT-;Tn_LT_LT-b;Tn_LT_ZLT-;Tn_ZLT;Tn_ind_all;Tn_groen_g;Tn_waterst;Tn_hybride;Tn_kan_koe;Tn_beoogd;Br_onbeken;Br_restw_i;Br_aftapw_;Br_biomass;Br_geother;Br_bodemlu;Br_zonth_M;Br_zonth_Z;Br_TEO_e;Br_TEA_e;Br_TED;Br_lucht;Br_uitwiss;Br_groen_g;Br_waterst;Br_WKO;Br_beoogd;Datum_stat;V_planfase;P_ini_grp;P_lev_bedr;V_verw_ger;Lees_meer;buurtcode_2023;gemeentecode_2023;buurtcode_2024;gemeentecode_2024;buurtcode_2025;gemeentecode_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;centroid_lat;centroid_lon;geom_wkt;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
19;;Brunssum-Noord - Brunssum;Brunssum;Brunssum-Noord;Zuid-Limburg;525;0;Nee;Nee;-;-;-;-;-;-;-;-;1;-;-;1;-;indiv. all-e warmtepomp, hybride warmtepomp;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;bron onbekend;20251101;uitvoeringsfase;;Mijnwater;;https://www.nplw.nl/strategieuitvoering/proeftuinen/proeftuinenkaart/brunssum-noord+brunssum/default.aspx;BU08990207;GM0899;BU08990207;GM0899;BU08990207;GM0899;False;False;50.94885580310701;5.957547113746553;MULTIPOLYGON (((5.955788 50.94641, 5.955591 50.946479, 5.954772 50.947147, 5.954689 50.94767, 5.954852 50.948149, 5.954866 50.948135, 5.954955 50.948745, 5.957192 50.951788, 5.957215 50.951778, 5.957492 50.951977, 5.95974 50.951189, 5.9616 50.949957, 5.96185 50.949853, 5.958193 50.948022, 5.956885 50.946767, 5.956525 50.946216, 5.956504 50.94615, 5.957126 50.94585, 5.957712 50.945339, 5.957832 50.945098, 5.956217 50.944669, 5.955749 50.944784, 5.955231 50.94533, 5.956154 50.945848, 5.955802 50.946351, 5.955788 50.94641)));WarmteAtlas:WarmtenettenInOntwikkeling;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:45;
81;;Heechterterp;Leeuwarden;Heechterp;Friesland;964;NB;Deels;Nee;1;-;-;-;-;-;-;-;-;-;-;-;-;techniek onbekend;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;bron onbekend;ju-24;planuitwerkingsfase;;BGDD;2026;https://www.heechterpvernieuwt.nl/duurzame-warmtevoorziening-voor-heechterp/;BU00805001;GM0080;BU00805001;GM0080;BU00805001;GM0080;False;False;53.211014819368096;5.818944766628237;MULTIPOLYGON (((5.818617 53.213956, 5.821706 53.211236, 5.822298 53.211452, 5.823024 53.211395, 5.82265 53.211233, 5.822397 53.211365, 5.821831 53.211198, 5.823601 53.209597, 5.822709 53.209247, 5.822375 53.209521, 5.819071 53.208203, 5.818725 53.208508, 5.818324 53.208855, 5.817419 53.209633, 5.816316 53.210585, 5.815748 53.211053, 5.815559 53.211194, 5.815238 53.211397, 5.814678 53.211707, 5.814391 53.211864, 5.814032 53.212049, 5.8146 53.212139, 5.815375 53.212452, 5.817192 53.213193, 5.818155 53.213588, 5.817917 53.213794, 5.818193 53.213854, 5.818617 53.213956)));WarmteAtlas:WarmtenettenInOntwikkeling;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:45;
94;;Nagele - Noordoostpolder;Noordoostpolder;Nagele;Flevoland;497;1;Nee;Ja;-;-;1;-;-;-;-;-;-;-;-;-;-;MT-net met MT-bron;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;zonthermie MT;20250101;uitvoeringsfase;Coöperatieve Vereniging Energiek Nagele U.A.;Energiek Nagele (coop.);2025;https://www.nplw.nl/strategieuitvoering/proeftuinen/proeftuinenkaart/nagele+noordoostpolder/default.aspx;BU01710734;GM0171;BU01710734;GM0171;BU01710734;GM0171;False;False;52.643975089106796;5.725708771177802;MULTIPOLYGON (((5.722398 52.64095, 5.721761 52.641655, 5.72174 52.643839, 5.721797 52.645066, 5.721728 52.645066, 5.721708 52.64709, 5.721723 52.647092, 5.721734 52.647748, 5.722064 52.647747, 5.722225 52.648832, 5.729176 52.648831, 5.729168 52.64123, 5.730315 52.641231, 5.730291 52.639183, 5.723049 52.639207, 5.722733 52.639564, 5.722689 52.640977, 5.722398 52.64096, 5.722398 52.64095)));WarmteAtlas:WarmtenettenInOntwikkeling;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:45;
53;;Gorinchem West;Gorinchem;Gorinchem West;Alblasserwaard;3300;3;Deels;Nee;-;-;-;1;-;-;-;-;-;-;-;-;-;MT-net met LT-bron;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;TEA (+elektriciteit);20250101;planuitwerkingsfase;;HVC;2030;Warmtenet Gorinchem - Nieuwe Warmte Nu (nwn.nu);BU05120600;GM0512;BU05120600;GM0512;BU05120600;GM0512;False;False;51.83531703907195;4.956971801197564;MULTIPOLYGON (((4.962804 51.830525, 4.962688 51.83051, 4.962695 51.831831, 4.960999 51.831835, 4.960782 51.83203, 4.960768 51.832147, 4.960529 51.832186, 4.960466 51.832472, 4.961146 51.83249, 4.961121 51.833321, 4.96041 51.833312, 4.96034 51.83407, 4.959513 51.834066, 4.958784 51.834183, 4.958588 51.833498, 4.955111 51.834239, 4.95542 51.834845, 4.955322 51.83488, 4.955903 51.836036, 4.953299 51.836596, 4.95311 51.83627, 4.954343 51.836028, 4.954242 51.835833, 4.953143 51.836032, 4.953076 51.835917, 4.952975 51.835938, 4.953038 51.836057, 4.951481 51.836357, 4.950731 51.836634, 4.951361 51.837349, 4.951929 51.837128, 4.953044 51.836755, 4.953338 51.837323, 4.953282 51.837396, 4.95345 51.837981, 4.955689 51.837518, 4.955924 51.838009, 4.956201 51.837962, 4.956123 51.837785, 4.956527 51.837708, 4.956373 51.837431, 4.956871 51.837314, 4.956829 51.837236, 4.957055 51.837196, 4.956911 51.836888, 4.957877 51.836693, 4.958162 51.83723, 4.958419 51.837189, 4.958054 51.8364, 4.956392 51.836756, 4.955989 51.835991, 4.958138 51.835547, 4.957549 51.834517, 4.959089 51.834219, 4.959089 51.834969, 4.960749 51.834999, 4.960894 51.834156, 4.961168 51.833426, 4.961201 51.831906, 4.962785 51.831978, 4.963189 51.832074, 4.963479 51.832199, 4.963784 51.832349, 4.963582 51.832509, 4.963779 51.832666, 4.964054 51.832621, 4.964064 51.832666, 4.964147 51.832708, 4.964292 51.832714, 4.964396 51.832669, 4.964473 51.832599, 4.96463 51.833036, 4.965804 51.832445, 4.965587 51.832276, 4.965017 51.832548, 4.964447 51.832112, 4.963981 51.832349, 4.963412 51.832036, 4.962826 51.831911, 4.962867 51.83178, 4.964328 51.831507, 4.964233 51.83127, 4.962867 51.831528, 4.962804 51.830525)));WarmteAtlas:WarmtenettenInOntwikkeling;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:45;
140;;Palenstein - Zoetermeer;Zoetermeer;Palenstein;Rotterdam-Den Haag;1006;2;Nee;Nee;-;-;-;-;-;-;-;1;-;-;-;-;-;ZLT-net/bronnet;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;zonthermie (Z)LT + WP;20250101;planuitwerkingsfase;;VvE De Verdwenen Brug (Stedin netbeheerder);2027/2028;https://www.nplw.nl/strategieuitvoering/proeftuinen/proeftuinenkaart/palenstein+zoetermeer/default.aspx;BU06370003;GM0637;BU06370003;GM0637;BU06370306;GM0637;True;False;52.057456254414184;4.5050018774085485;MULTIPOLYGON (((4.50864 52.05977, 4.514641 52.056838, 4.508654 52.051627, 4.506554 52.051563, 4.503457 52.053177, 4.502621 52.05384, 4.501758 52.055057, 4.501085 52.055488, 4.499598 52.055824, 4.498609 52.056292, 4.496715 52.057585, 4.496909 52.058444, 4.496716 52.058455, 4.500769 52.064294, 4.50864 52.05977)));WarmteAtlas:WarmtenettenInOntwikkeling;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:45;
12;;Watergraafsmeer;Amsterdam;Watergraafsmeer;Noord-Holland Zuid;5000;NB;NB;Ja;-;-;1;-;-;-;-;-;-;-;-;-;-;MT-net met MT-bron;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;restwarmte industrie/datacenter;20250101;ontwikkelfase;Coöperatie MeerEnergie U.A.;Firan, Meerenergie;2035;"https://www.nplw.nl/praktijkvoorbeelden/bewoners-watergraafsmeer-bouwen-aan-duurzame-buurtwarmte ; https://warmtenetwerk.nl/warmteproject/watergraafsmeer-amsterdam/ ; https://meerenergie.amsterdam/";BU0363MN03;GM0363;BU0363MN03;GM0363;BU0363MN03;GM0363;False;False;52.353020023943515;4.938589967414197;MULTIPOLYGON (((4.928543 52.35518, 4.930074 52.355842, 4.937097 52.357296, 4.948399 52.352587, 4.940199 52.347791, 4.928543 52.35518)));WarmteAtlas:WarmtenettenInOntwikkeling;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:45;
129;;Panoramabuurt - Vlissingen;Vlissingen;Panoramabuurt;Zeeland;654;0;Deels;Ja;-;-;-;-;1;-;1;-;-;-;-;-;1;MT-net met ZLT-bron, LT-net met ZLT-bron, systeem kan koelen;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;restwarmte industrie/datacenter, TEO (+elektriciteit), uitwisseling /koeling;20250101;planuitwerkingsfase;Zeeuwind, Coöperatieve duurzame energievereniging Zeeuwind U.A.;Stedin (netbeheerder);2030;https://www.nplw.nl/strategieuitvoering/proeftuinen/proeftuinenkaart/panoramabuurt+vlissingen/default.aspx;BU07180202;GM0718;BU07180202;GM0718;BU07180202;GM0718;False;False;51.455395033318275;3.576179510015716;MULTIPOLYGON (((3.574356 51.45681, 3.5769 51.456225, 3.577693 51.457638, 3.579879 51.457084, 3.579305 51.455423, 3.578494 51.455247, 3.577777 51.453403, 3.576024 51.453669, 3.576023 51.453659, 3.572882 51.453794, 3.573219 51.456859, 3.574356 51.45681)));WarmteAtlas:WarmtenettenInOntwikkeling;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:45;
4;;Schothorst-Zuid;Amersfoort;Schothorst-Zuid;Amersfoort;1170;NB;NB;Nee;1;-;-;-;-;-;-;-;-;-;-;-;-;techniek onbekend;-;-;-;1;1;-;-;-;?;?;-;-;-;-;-;-;biomassa, geothermie (MT);20241101;ontwikkelfase;;Warmtebedrijf Amersfoort;2030; https://projecten.rvo.nl/projecten/72645;BU03070800;GM0307;BU03070800;GM0307;BU03070800;GM0307;False;False;52.16941593235306;5.38583576562679;MULTIPOLYGON (((5.374037 52.169791, 5.378423 52.170875, 5.378811 52.170373, 5.389218 52.172885, 5.389476 52.172647, 5.390509 52.172753, 5.398336 52.172409, 5.398379 52.171589, 5.398766 52.171431, 5.393863 52.167782, 5.392787 52.168178, 5.390981 52.168231, 5.389089 52.168046, 5.379757 52.165481, 5.377607 52.165216, 5.375844 52.165428, 5.374597 52.165957, 5.375672 52.16638, 5.375758 52.167358, 5.375586 52.168363, 5.374725 52.169315, 5.374467 52.169579, 5.374037 52.169791)));WarmteAtlas:WarmtenettenInOntwikkeling;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:45;
21;;Westerkwartier;Culemborg;Westerkwartier;Fruitdelta Rivierenland;500;NB;NB;Ja;-;-;-;1;-;-;-;-;-;-;-;-;-;MT-net met LT-bron;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;TEA (+elektriciteit);20250101;ontwikkelfase;Coöperatie Vrijstad Energie B.A., Coöperatief Warm Westerkwartier U.A.;Warm Westerkwartier;;"https://warmtenetwerk.nl/warmteproject/warmtenet-warmwestkwartier-culemborg/ ; https://www.warmwesterkwartier.nl/wie/";BU02160008;GM0216;BU02160008;GM0216;BU02160008;GM0216;False;False;51.954247291079504;5.2220995862246795;MULTIPOLYGON (((5.217925 51.956764, 5.218803 51.956729, 5.219621 51.956838, 5.22038 51.957309, 5.221051 51.957563, 5.222693 51.956427, 5.223427 51.955669, 5.223193 51.955488, 5.223839 51.955001, 5.222205 51.953843, 5.226399 51.95047, 5.225115 51.949638, 5.217925 51.956764)));WarmteAtlas:WarmtenettenInOntwikkeling;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:45;
104;;Ommoord Middengebied;Rotterdam;Ommoord Middengebied;Rotterdam-Den Haag;1282;NB;NB;Nee;-;-;1;-;-;-;-;-;-;-;-;-;-;MT-net met MT-bron;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;restwarmte industrie/datacenter, aftapwarmte AVI of STEG;20241101;ontwikkelfase;;Eneco;2029;https://projecten.rvo.nl/nl/projecten/72638;BU05991463;GM0599;BU05991463;GM0599;BU05991463;GM0599;False;False;51.96013878700652;4.545507446440845;MULTIPOLYGON (((4.52983 51.962906, 4.553584 51.966719, 4.556733 51.960671, 4.548717 51.9594, 4.551027 51.953676, 4.56279 51.955194, 4.564088 51.952591, 4.55083 51.951467, 4.547472 51.95906, 4.532154 51.956558, 4.52983 51.962906)));WarmteAtlas:WarmtenettenInOntwikkeling;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:45;
63;;Waterfront;Harderwijk;Waterfront;Noord-Veluwe;1100;NB;Deels;Nee;-;-;-;-;-;-;1;-;-;-;-;-;1;LT-net met ZLT-bron, systeem kan koelen;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;TEO (+elektriciteit), TEA (+elektriciteit), WKO;20251101;planuitwerkingsfase;Coöperatie Vrijstad Energie B.A.;Firan, DENG;2029;https://www.firan.nl/nieuws/warmtenetwerk-harderwijk-opent-aquathermie-warmtenet/  & https://warmtenetwerk.nl/warmteproject/waterfront-harderwijk/;BU02430202;GM0243;BU02430202;GM0243;BU02430202;GM0243;False;False;52.35440896845668;5.625596555483411;MULTIPOLYGON (((5.623814 52.357555, 5.624595 52.3571, 5.625249 52.356889, 5.625789 52.35684, 5.626651 52.356118, 5.628098 52.355269, 5.629729 52.354476, 5.625502 52.351923, 5.623894 52.352428, 5.62363 52.352343, 5.623056 52.352442, 5.621907 52.353185, 5.622148 52.353255, 5.623125 52.353894, 5.624354 52.354869, 5.623745 52.355227, 5.623653 52.35724, 5.623814 52.357555)));WarmteAtlas:WarmtenettenInOntwikkeling;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:45;
84;;Zilverkamp - Lingewaard;Lingewaard;Zilverkamp;Arnhem Nijmegen;576;24;Nee;Ja;-;-;-;-;1;-;-;-;-;-;-;-;-;MT-net met ZLT-bron;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;zonthermie MT, TEO (+elektriciteit);20251101;planuitwerkingsfase;;Firan, Lingezegen Energy en de gemeente Lingewaard;2030;https://www.nplw.nl/strategieuitvoering/proeftuinen/proeftuinenkaart/zilverkamp+lingewaard/default.aspx;BU17050204;GM1705;BU17050204;GM1705;BU17050204;GM1705;False;False;51.94804694326886;5.930453998147959;MULTIPOLYGON (((5.93272 51.951299, 5.933503 51.949348, 5.934192 51.94838, 5.935473 51.946934, 5.935711 51.946672, 5.935108 51.94643, 5.934387 51.946082, 5.933866 51.945591, 5.933216 51.945227, 5.932809 51.944979, 5.932285 51.945133, 5.931126 51.945587, 5.930276 51.945779, 5.92939 51.945462, 5.929616 51.945067, 5.929701 51.944811, 5.929498 51.944529, 5.929115 51.94428, 5.928677 51.944253, 5.928186 51.944229, 5.927688 51.944261, 5.927018 51.94436, 5.926866 51.944346, 5.926644 51.943994, 5.924641 51.944627, 5.925108 51.945581, 5.926031 51.946377, 5.926939 51.947107, 5.927833 51.947426, 5.92797 51.947784, 5.927975 51.948521, 5.928154 51.949623, 5.928384 51.950803, 5.929044 51.950668, 5.929446 51.950593, 5.929522 51.950746, 5.929566 51.951248, 5.929919 51.951663, 5.930039 51.951996, 5.930171 51.952272, 5.930328 51.952435, 5.930494 51.952638, 5.930671 51.952838, 5.930717 51.952869, 5.930872 51.952888, 5.931233 51.953421, 5.931045 51.953568, 5.930957 51.953665, 5.930916 51.953765, 5.930907 51.953868, 5.93097 51.954055, 5.93106 51.954239, 5.931298 51.954593, 5.931365 51.95469, 5.931444 51.954784, 5.931462 51.954817, 5.931464 51.954842, 5.93144 51.954862, 5.931381 51.954875, 5.931305 51.954881, 5.931272 51.954891, 5.931234 51.954913, 5.931209 51.954942, 5.931208 51.954969, 5.931246 51.955029, 5.931297 51.955075, 5.931366 51.955111, 5.931929 51.95375, 5.93272 51.951299)));WarmteAtlas:WarmtenettenInOntwikkeling;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:45;
137;;Nederhorst den Berg;Wijdemeren;Nederhorst den Berg;Noord-Holland Zuid;530;NB;NB;Ja;-;-;-;1;1;1;1;1;-;-;-;-;1;MT-net met LT-bron, MT-net met ZLT-bron, LT-net met LT-bron, LT-net met ZLT-bron, ZLT-net/bronnet, systeem kan koelen;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;TEO (+elektriciteit), TEA (+elektriciteit);20250101;ontwikkelfase;Energie Coöperatie Wijdemeren (ECW) U.A., BlijkvanWarmte-Nederhorst  (in oprichting);gemeente Wijdemeren, waterschap AGV, Energiecooperatie Wijdemeren;;"https://warmtenetwerk.nl/warmteproject/nederhorst-den-berg-en-kortenhoef-wijdemeren/ ; https://www.wijdemeren.nl/4/Nieuws/166937-2024/Huizen-Wijdemeren-verwarmen-met-warmte-uit-rioolwater.html";BU16960602;GM1696;BU16960602;GM1696;BU16960602;GM1696;False;False;52.25838367656832;5.046791348150834;MULTIPOLYGON (((5.04524 52.26194, 5.048114 52.262061, 5.048391 52.261176, 5.048411 52.260072, 5.048114 52.258386, 5.048372 52.25716, 5.048946 52.256226, 5.049323 52.255947, 5.048966 52.253217, 5.04851 52.253278, 5.04859 52.254042, 5.047757 52.255037, 5.046469 52.255996, 5.044071 52.256893, 5.04524 52.26194)));WarmteAtlas:WarmtenettenInOntwikkeling;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:45;
49;;Gommerwijk West - Enkhuizen;Enkhuizen;Gommerwijk West;Noord-Holland Noord;326;3;Nee;Ja;-;-;-;-;-;-;-;1;-;-;-;-;1;ZLT-net/bronnet, systeem kan koelen;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;restwarmte industrie/datacenter, TEO (+elektriciteit);20251101;ontwikkelfase;Coöperatie Buurtwarmte Enkhuizen U.A.;Buurtwarmte Enkhuizen;2028 / 2029;https://www.nplw.nl/strategieuitvoering/proeftuinen/proeftuinenkaart/gommerwijk+west+enkhuizen/default.aspx;BU03880104;GM0388;BU03880104;GM0388;BU03880104;GM0388;False;False;52.71256637223935;5.265092165173115;MULTIPOLYGON (((5.26786 52.716266, 5.267912 52.715195, 5.267998 52.713746, 5.268041 52.712872, 5.268043 52.712049, 5.267976 52.711207, 5.268078 52.710104, 5.267798 52.709137, 5.26558 52.709055, 5.263729 52.709005, 5.262699 52.709015, 5.262456 52.709067, 5.26227 52.709318, 5.26225 52.709382, 5.262215 52.709627, 5.262181 52.709944, 5.262149 52.710398, 5.262119 52.710924, 5.262078 52.711205, 5.262017 52.7118, 5.261997 52.712093, 5.261973 52.712617, 5.261927 52.713059, 5.261904 52.713358, 5.261913 52.713487, 5.261999 52.713612, 5.262131 52.713704, 5.262296 52.713804, 5.262363 52.713864, 5.262402 52.71397, 5.262387 52.714359, 5.26235 52.714773, 5.262323 52.715149, 5.262317 52.715398, 5.26229 52.715789, 5.262253 52.716019, 5.263213 52.715975, 5.264662 52.715915, 5.264997 52.715942, 5.265208 52.715997, 5.265287 52.71608, 5.265367 52.716262, 5.265459 52.71634, 5.265606 52.716375, 5.265867 52.716367, 5.266579 52.716312, 5.267469 52.716245, 5.267766 52.716255, 5.26786 52.716266)));WarmteAtlas:WarmtenettenInOntwikkeling;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:45;
91;;Langeraar;Nieuwkoop;Langeraar;Holland Rijnland;384;1+ mo;Deels;Nee;-;-;-;-;-;-;-;1;-;-;-;-;1;ZLT-net/bronnet, systeem kan koelen;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;TEO (+elektriciteit), uitwisseling /koeling, WKO;20250101;planuitwerkingsfase;;Langeraar BV;2032;"https://warmtenetwerk.nl/nieuws/item/langeraar-krijgt-lage-temperatuur-warmtenet/ ; https://www.nplw.nl/praktijkvoorbeelden/nieuwkoop-werkt-samen-met-bewoners-aan-kleine-warmtenetten";BU05690306;GM0569;BU05691235;GM0569;BU05691235;GM0569;True;False;52.19432245174344;4.712195656020905;MULTIPOLYGON (((4.71568 52.195053, 4.71597 52.195332, 4.717293 52.194905, 4.716724 52.194544, 4.715951 52.194355, 4.716144 52.194076, 4.716356 52.194088, 4.717564 52.193603, 4.717747 52.193265, 4.717467 52.193229, 4.716897 52.193437, 4.716376 52.193111, 4.715883 52.193111, 4.715477 52.193123, 4.715043 52.193366, 4.714985 52.193549, 4.712657 52.192922, 4.713516 52.19227, 4.712666 52.191974, 4.711227 52.19275, 4.711015 52.192702, 4.710763 52.192862, 4.709913 52.193425, 4.708551 52.192673, 4.707479 52.193366, 4.709198 52.194301, 4.709343 52.194224, 4.709488 52.194289, 4.707943 52.195142, 4.709923 52.196356, 4.710406 52.196042, 4.711459 52.196693, 4.712135 52.196267, 4.712541 52.195669, 4.71399 52.195343, 4.714347 52.19542, 4.715217 52.195065, 4.71568 52.195053)));WarmteAtlas:WarmtenettenInOntwikkeling;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:45;
52;;Muiderberg;Gooise Meren;Muiderberg;Noord-Holland Zuid;1200;NB;NB;Ja;1;-;-;-;-;-;-;-;-;-;-;-;-;techniek onbekend;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;TEO (+elektriciteit);20250101;ontwikkelfase;;Warmtebedrijf Muiderberg;;"https://warmtenetwerk.nl/warmteproject/warmtenet-muiderberg/ ; https://warmtenetmuiderberg.nl/";BU19420402;GM1942;BU19420402;GM1942;BU19420402;GM1942;False;False;52.325133885519996;5.119839716145692;MULTIPOLYGON (((5.123945 52.327263, 5.125172 52.327216, 5.12607 52.326531, 5.127626 52.324606, 5.124014 52.322352, 5.122729 52.322919, 5.122115 52.323152, 5.120841 52.323184, 5.118027 52.321396, 5.116126 52.320284, 5.114993 52.320379, 5.114194 52.320979, 5.11334 52.321042, 5.114407 52.321787, 5.114193 52.32216, 5.114833 52.3227, 5.115351 52.322439, 5.116357 52.322216, 5.116967 52.322551, 5.113066 52.325401, 5.111969 52.325829, 5.112578 52.326052, 5.11331 52.325754, 5.114224 52.326015, 5.114833 52.32622, 5.115473 52.325903, 5.115869 52.326276, 5.115382 52.326481, 5.114407 52.327002, 5.114742 52.327151, 5.115656 52.327635, 5.116601 52.328194, 5.117698 52.329163, 5.119557 52.329144, 5.120258 52.329051, 5.121416 52.328678, 5.122604 52.32825, 5.123549 52.327971, 5.123945 52.327598, 5.123945 52.327263)));WarmteAtlas:WarmtenettenInOntwikkeling;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:45;
38;;Terheijden - Drimmelen;Drimmelen;Terheijden;West-Brabant;503;34;Deels;Ja;-;-;-;-;1;-;-;-;-;-;-;-;-;MT-net met ZLT-bron;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;geothermie (MT), TEO (+elektriciteit);20250101;uitvoeringsfase;Coöperatieve Vereniging Traais Energie Collectief U.A.;Traaise Energie Maatschappij;2030;;BU17190307;GM1719;BU17190307;GM1719;BU17190307;GM1719;False;False;51.6435922749049;4.749812528685687;MULTIPOLYGON (((4.74681 51.642182, 4.746512 51.642725, 4.746502 51.642742, 4.747021 51.643302, 4.747352 51.644253, 4.747318 51.644942, 4.746529 51.645045, 4.745123 51.645252, 4.744464 51.64658, 4.744719 51.647669, 4.746044 51.647967, 4.745846 51.646343, 4.746344 51.645901, 4.747207 51.645845, 4.748938 51.645257, 4.750711 51.645267, 4.752052 51.644416, 4.75352 51.643245, 4.754317 51.642621, 4.755244 51.641432, 4.755841 51.641022, 4.754812 51.640633, 4.7541 51.640522, 4.753874 51.640827, 4.75392 51.641057, 4.753393 51.641789, 4.752485 51.641585, 4.751498 51.641764, 4.751601 51.641428, 4.752094 51.641384, 4.752148 51.641032, 4.751632 51.641014, 4.751539 51.640631, 4.750677 51.640672, 4.750449 51.641115, 4.751184 51.641318, 4.75088 51.64199, 4.750143 51.641864, 4.749966 51.64223, 4.748296 51.641915, 4.747387 51.641772, 4.746992 51.641892, 4.746815 51.642182, 4.74681 51.642182)));WarmteAtlas:WarmtenettenInOntwikkeling;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:45;
80;;Oranjewijk-Tulpenburg - Leeuwarden;Leeuwarden;Oranjewijk;Friesland;542;18;Nee;Ja;;-;-;-;1;-;-;-;-;-;-;1;-;MT-net met ZLT-bron, hybride warmtepomp;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;TEO (+elektriciteit);20250101;uitvoeringsfase;;Liander (netbeheerder);2040;https://www.nplw.nl/strategieuitvoering/proeftuinen/proeftuinenkaart/oranjewijk+leeuwarden/default.aspx;BU00801102;GM0080;BU00801102;GM0080;BU00801102;GM0080;False;False;53.19871740285559;5.805769178950487;MULTIPOLYGON (((5.796854 53.19687, 5.796558 53.197414, 5.796765 53.198078, 5.797348 53.198559, 5.798233 53.199114, 5.816797 53.200212, 5.817089 53.19923, 5.796854 53.19687)));WarmteAtlas:WarmtenettenInOntwikkeling;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:45;
68;;Bedum - Het Hogeland;Het Hogeland;Zuidwolde;Groningen;422;15;Nee;Ja;-;-;-;-;-;-;1;-;-;-;-;-;-;LT-net met ZLT-bron;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;zonthermie MT, TEO (+elektriciteit);20251101;planuitwerkingsfase;Warmtecoöperatie Warmwolde U.A.;De warmtecoöperatie Warmwolde U.A.;2028;https://www.nplw.nl/strategieuitvoering/proeftuinen/proeftuinenkaart/zuidwolde+het+hogeland/default.aspx;BU19660803;GM1966;BU19660803;GM1966;BU19660803;GM1966;False;False;53.26112584846289;6.591901492429967;MULTIPOLYGON (((6.589979 53.263905, 6.591283 53.265548, 6.594734 53.26565, 6.597346 53.265727, 6.59449 53.262375, 6.595534 53.26225, 6.59554 53.26177, 6.596663 53.261736, 6.596613 53.260651, 6.597772 53.260537, 6.597671 53.259647, 6.596326 53.259215, 6.592554 53.259207, 6.592079 53.257236, 6.590414 53.256955, 6.589182 53.257173, 6.587714 53.25576, 6.586611 53.255817, 6.586937 53.257276, 6.58735 53.259099, 6.58772 53.260775, 6.587964 53.261321, 6.588719 53.262421, 6.589979 53.263905)));WarmteAtlas:WarmtenettenInOntwikkeling;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:54:45;
