buurtcode;bestelautos_totaal;vrachtautos_totaal;bestelautos_ondergrens;bestelautos_bovengrens;vrachtautos_ondergrens;vrachtautos_bovengrens;bedrijfswagens_gewicht_methode;bedrijfswagens_pc4_gelijk_verdeeld;bedrijfswagens_pc4_dekkingsklasse;bedrijfswagens_rdw_peildatum;bedrijfswagens_cbs_split_periode
BU19260231;17;0;17;340;0;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19260232;132;2;90;132;2;2;bedrijfsvestigingen_hj;False;3.0;2026-07-08;2023JJ00
BU19260341;42;3;15;42;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19260342;25;2;9;25;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19260343;42;3;17;42;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19260344;42;3;15;42;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19260351;25;2;25;27;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19260352;142;10;142;205;10;14;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19260353;100;7;100;129;7;9;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19922101;0;0;0;6;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19922102;0;0;0;25;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19922104;0;0;0;3;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19922105;0;0;0;7;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19922106;0;0;0;1;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19923004;15;1;15;18;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03310005;65;5;30;65;2;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03310006;65;5;32;65;2;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03310007;65;5;18;65;1;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03310008;48;4;48;137;4;12;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03310009;193;14;193;1021;14;76;bedrijfsvestigingen_hj;False;5.0;2026-07-08;2023JJ00
BU03310019;138;22;138;406;22;64;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03310020;153;10;4;153;0;10;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU03310029;20;1;20;169;1;11;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03350100;92;8;16;92;1;8;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03350101;13;1;2;13;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU03350108;14;1;14;162;1;14;bedrijfsvestigingen_hj;False;4.0;2026-07-08;2023JJ00
BU03350200;383;32;105;383;9;32;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04840504;53;3;38;53;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840505;72;5;49;72;3;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840506;54;3;29;54;2;3;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04840604;48;1;35;48;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840605;38;1;38;107;1;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04840701;56;5;56;75;5;7;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840702;166;15;164;166;15;15;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04840801;1;0;1;270;0;30;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840803;0;0;0;63;0;7;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840804;0;0;0;42;0;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840805;0;0;0;47;0;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840806;0;0;0;52;0;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840807;0;0;0;66;0;7;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840808;0;0;0;21;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840809;0;0;0;187;0;21;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840810;0;0;0;57;0;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840811;0;0;0;37;0;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840812;0;0;0;97;0;11;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04840813;1047;117;48;1047;5;117;oppervlakte;False;1.0;2026-07-08;2023JJ00
BU04840901;6;0;6;76;0;5;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04843101;38;3;38;132;3;10;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04843102;114;9;6;114;0;9;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04843103;114;9;8;114;1;9;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04843104;76;6;76;200;6;16;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04844504;65;5;65;90;5;7;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04847001;14;1;14;137;1;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04847002;234;9;139;234;5;9;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04847003;317;12;154;317;6;12;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04847004;14;1;14;127;1;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04847005;69;3;62;69;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04847006;55;2;55;126;2;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04847007;14;1;14;62;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04847008;221;8;30;221;1;8;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04847009;55;2;26;55;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04847010;41;2;15;41;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04847011;41;2;27;41;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04847012;28;1;18;28;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04847013;41;2;39;41;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04847014;28;1;28;148;1;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04847015;138;5;138;199;5;7;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04847101;16;1;16;34;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04847102;8;1;8;25;1;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04847103;57;5;21;57;2;5;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU04849101;201;29;201;368;29;53;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04849102;133;19;133;251;19;36;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04849103;133;19;131;133;19;19;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04849104;134;19;40;134;6;19;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04849105;334;48;162;334;23;48;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU04849404;103;4;103;203;4;8;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020110;25;1;25;35;1;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU05020111;12;0;12;36;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020112;25;1;25;41;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020113;25;1;25;45;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020114;35;1;34;35;1;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU05020115;49;2;31;49;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020116;37;1;33;37;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020117;49;2;37;49;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020118;25;1;22;25;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020119;86;3;62;86;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020223;14;0;14;15;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020224;33;1;25;33;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020225;20;1;17;20;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020226;20;1;8;20;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020227;20;1;20;20;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020228;7;0;7;8;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020229;20;1;10;20;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020332;16;0;16;39;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020333;16;0;16;27;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020334;5;0;5;24;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020335;70;2;20;70;1;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU05020336;11;0;11;26;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020337;5;0;5;26;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020338;16;0;16;33;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020441;0;0;0;8;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020442;0;0;0;12;0;0;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU05020443;0;0;0;20;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020444;0;0;0;16;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020445;0;0;0;14;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020446;0;0;0;16;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020447;262;7;14;262;0;7;oppervlakte;False;2.0;2026-07-08;2023JJ00
BU05020448;0;0;0;17;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020449;0;0;0;31;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020551;3;0;3;6;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020552;3;0;3;4;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020553;15;0;4;15;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU05020554;21;0;8;21;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU05020555;1;0;1;5;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020556;8;0;7;8;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020557;9;0;7;9;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU05020621;7;0;7;33;0;1;bedrijfsvestigingen_hj;False;3.0;2026-07-08;2023JJ00
BU05020622;7;0;7;14;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020631;11;0;11;59;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020658;3;0;3;9;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU05020659;5;0;5;15;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU05020661;10;0;10;27;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020662;10;0;10;13;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020663;7;0;7;18;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020664;52;1;8;52;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU05020665;3;0;3;12;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020666;8;1;8;24;1;2;bedrijfsvestigingen_totaal;False;2.0;2026-07-08;2023JJ00
BU05020770;37;4;16;37;2;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020771;18;2;13;18;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020772;18;2;11;18;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020773;45;5;22;45;2;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020774;18;2;18;113;2;12;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020775;27;3;11;27;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020776;18;2;14;18;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020777;36;4;15;36;1;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020778;18;2;12;18;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020779;19;2;14;19;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020880;18;1;18;39;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020881;53;2;53;101;2;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020882;146;6;31;146;1;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020883;55;2;46;55;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020884;36;2;36;56;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020885;37;2;37;42;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020886;36;2;33;36;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020887;18;1;18;43;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020888;36;2;36;45;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020889;17;1;17;18;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020991;0;0;0;45;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020992;1;0;1;39;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020993;24;1;19;24;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU05020994;24;1;18;24;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020995;0;0;0;23;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020996;189;2;21;189;0;2;oppervlakte;False;2.0;2026-07-08;2023JJ00
BU05020997;0;0;0;21;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05020998;0;0;0;17;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130100;50;3;32;50;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130101;49;3;38;49;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130102;37;2;28;37;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130103;87;6;38;87;3;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130104;74;5;74;110;5;7;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130105;37;2;37;83;2;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130200;152;13;95;152;8;13;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130201;83;7;83;84;7;7;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130202;28;2;28;85;2;7;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130203;83;7;51;83;4;7;bedrijfsvestigingen_totaal;False;2.0;2026-07-08;2023JJ00
BU05130204;20;1;20;29;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130300;47;3;47;51;3;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130301;82;4;56;82;3;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130302;30;2;30;31;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130303;49;1;16;49;0;1;bedrijfsvestigingen_totaal;False;5.0;2026-07-08;2023JJ00
BU05130304;126;7;125;126;7;7;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130305;12;1;12;16;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130400;12;0;12;35;0;0;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU05130401;12;0;12;23;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130402;25;0;25;30;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130403;49;1;41;49;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130404;25;0;25;27;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130405;7;0;6;7;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130406;32;1;32;33;1;1;bedrijfsvestigingen_hj;False;3.0;2026-07-08;2023JJ00
BU05130407;25;0;18;25;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130500;76;1;68;76;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130501;76;1;4;76;0;1;bedrijfsvestigingen_totaal;False;2.0;2026-07-08;2023JJ00
BU05130502;7;0;7;10;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130503;7;0;7;11;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130504;28;1;27;28;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130505;21;0;21;24;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130509;14;0;14;81;0;2;bedrijfsvestigingen_totaal;False;2.0;2026-07-08;2023JJ00
BU05130600;55;1;52;55;1;1;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU05130601;14;0;14;46;0;1;bedrijfsvestigingen_hj;False;3.0;2026-07-08;2023JJ00
BU05130602;14;0;14;30;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130603;70;1;47;70;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130604;110;1;85;110;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130700;25;0;25;27;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130701;62;1;50;62;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130702;62;1;62;72;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130703;11;0;11;21;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130704;50;1;33;50;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130705;13;0;13;20;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130800;17;0;17;23;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130809;60;1;55;60;1;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU05130900;28;1;28;28;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130901;28;1;14;28;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU05130902;56;2;56;93;2;3;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU05130903;41;1;41;44;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130904;97;3;36;97;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05130909;14;1;14;53;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05420000;445;49;445;453;49;50;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05420001;291;38;284;291;37;38;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05420002;126;1;125;126;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05420003;54;2;54;63;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05420004;107;0;107;111;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05420005;41;1;38;41;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05460505;16;0;16;22;0;0;bedrijfsvestigingen_hj;False;4.0;2026-07-08;2023JJ00
BU05690102;0;0;0;265;0;13;bedrijfsvestigingen_totaal;False;2.0;2026-07-08;2023JJ00
BU05690207;2;0;2;103;0;5;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU05890101;5;0;1;5;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05890102;74;4;74;78;4;4;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU05890201;76;14;21;76;4;14;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05890202;57;10;10;57;2;10;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05890203;38;7;8;38;2;7;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05890204;57;10;10;57;2;10;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05890205;19;3;3;19;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05890206;19;3;5;19;1;3;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU05890207;53;5;7;53;1;5;bedrijfsvestigingen_totaal;False;2.0;2026-07-08;2023JJ00
BU05890208;38;7;13;38;2;7;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05890209;19;3;19;32;3;6;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU05890210;113;21;83;113;15;21;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU05890211;245;45;245;261;45;48;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU05890212;19;3;19;158;3;29;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05890213;94;17;94;193;17;36;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU05890301;85;17;3;85;1;17;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU05890302;14;3;14;97;3;19;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05890401;96;7;96;138;7;9;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05990110;368;32;357;368;31;32;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05990112;241;1;237;241;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05990515;63;1;63;71;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05990534;91;0;91;93;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05990535;265;3;263;265;3;3;bedrijfsvestigingen_hj;False;6.0;2026-07-08;2023JJ00
BU05990662;114;3;114;125;3;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05990664;83;1;83;95;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05990665;86;3;85;86;3;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05990814;92;2;92;92;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05990836;121;3;121;187;3;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05990837;162;4;83;162;2;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05990841;188;8;183;188;8;8;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05990842;56;3;38;56;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05990843;50;3;50;74;3;4;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU05990847;90;2;35;90;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05991017;129;12;101;129;9;12;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU05991087;126;1;126;171;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05991088;120;1;114;120;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05991444;121;7;121;162;7;9;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05991446;49;3;49;66;3;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05991448;200;1;200;212;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05991449;286;12;286;316;12;13;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05991463;451;18;451;490;18;19;bedrijfsvestigingen_hj;False;5.0;2026-07-08;2023JJ00
BU05991466;269;11;234;269;9;11;bedrijfsvestigingen_hj;False;5.0;2026-07-08;2023JJ00
BU05991467;275;10;233;275;9;10;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05991468;17;1;17;329;1;14;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU05992540;41;2;9;41;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
