Provincie;Gemeente;GMcode;RESregio;REScode;BronNaam;TypeBron;bron_temp;MWth;corrfactor;status;Source;X;Y;wkt;MWth_max;bron_vol;bron_cap;T_bron;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
Gelderland;Barneveld;GM0203;Foodvalley;ES09;Givaudan Nederland BV Barneveld;;n.a.;0.0;;Optie B;MT;168000;464350;POINT(168000 464350);n.a.;n.a.;n.a.;n.a.;BU02035425;GM0203;3771.0;3771MB;BU02035425;GM0203;3771.0;3771MB;BU02035425;GM0203;3771.0;3771MB;False;False;False;52.167152712939384;5.577218260770093;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Utrecht;Utrecht;GM0344;U16;ES14;Asfaltcentrale Lage Weide;BMC;n.a.;21.0;;Optie C;MT;133085;458365;POINT(133085 458365);n.a.;n.a.;n.a.;n.a.;BU03440133;GM0344;3542.0;3542AS;BU03440133;GM0344;3542.0;3542AS;BU03440133;GM0344;3542.0;3542AS;False;False;False;52.113079406211156;5.0672696550390395;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Zeeland;Borsele;GM0654;Zeeland;ES24;EPZ NV Conventional Operations;Kern;n.a.;349.8;;Optie C;MT;38794;384007;POINT(38794 384007);n.a.;n.a.;n.a.;n.a.;BU06540203;GM0654;4454.0;4454PM;BU06540203;GM0654;4454.0;4454PM;BU06540203;GM0654;4454.0;4454PM;False;False;False;51.43318568922227;3.7159983069692673;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Zuid-Holla;Rotterdam;GM0599;Rotterdam/;ES23;EOn Benelux NV Maasvlakte;Kolen;80.0;320.88;;Optie C;MT;61481;442057;POINT(61481 442057);n.a.;n.a.;n.a.;n.a.;BU05992308;GM0599;3199.0;3199LA;BU05992308;GM0599;3199.0;3199LD;BU05992308;GM0599;3199.0;3199LD;False;False;False;51.95906568843189;4.026568357245158;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Gelderland;Lingewaard;GM1705;Arnhem/Nij;ES08;Steenfabriek Huissenswaard;Industrie;0.0;0.0;;Optie B;MT;196100;436150;POINT(196100 436150);n.a.;n.a.;n.a.;n.a.;BU17050401;GM1705;6687.0;6687LP;BU17050401;GM1705;6687.0;6687LP;BU17050401;GM1705;6687.0;6687LP;False;False;False;51.91232282515996;5.984536588154081;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Gelderland;Lingewaard;GM1705;Arnhem/Nij;ES08;Energiecooperatie Greenhouse Energy;Industrie;0.0;0.0;;Optie B;MT;191490;436460;POINT(191490 436460);n.a.;n.a.;n.a.;n.a.;BU17050213;GM1705;6851.0;6851TH;BU17050213;GM1705;6851.0;6851TH;BU17050213;GM1705;6851.0;6851TH;False;False;False;51.91543064973681;5.917572160642105;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Gelderland;Lingewaard;GM1705;Arnhem/Nij;ES08;Rodruza Steenfabriek de Zandberg;Industrie;0.0;0.0;;Optie B;MT;195162;430027;POINT(195162 430027);n.a.;n.a.;n.a.;n.a.;BU17050105;GM1705;6691.0;6691ME;BU17050105;GM1705;6691.0;6691ME;BU17050105;GM1705;6691.0;6691ME;False;False;False;51.8573583542483;5.970190772178765;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Gelderland;Lingewaard;GM1705;Arnhem/Nij;ES08;Wienerberger Steenfabriek Bemmel;Industrie;0.0;0.0;;Optie B;MT;191377;432158;POINT(191377 432158);n.a.;n.a.;n.a.;n.a.;BU17050601;GM1705;6685.0;6685MA;BU17050601;GM1705;6685.0;6685MA;BU17050601;GM1705;6685.0;6685MA;False;False;False;51.87677181381026;5.915475213971467;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Drenthe;Coevorden;GM0109;Drenthe;ES03;Smurfit Kappa Solid Board Coevorden;Industrie;n.a.;0.0;;Optie B;MT;246400;519750;POINT(246400 519750);3.0;n.a.;n.a.;n.a.;BU01091012;GM0109;7741.0;7741KX;BU01091012;GM0109;7741.0;7741KX;BU01091012;GM0109;7741.0;7741KX;False;False;False;52.657536672654075;6.73808315307517;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Drenthe;Coevorden;GM0109;Drenthe;ES03;EVI Abfallverwertung Laar;AVI;n.a.;47.09;;Optie B;MT;246562;518354;POINT(246562 518354);47.09;n.a.;n.a.;n.a.;BU01091013;GM0109;7742.0;7742PB;BU01091013;GM0109;7742.0;7742PB;BU01091013;GM0109;7742.0;7742PB;False;False;False;52.644966443236434;6.740090834524917;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Drenthe;Coevorden;GM0109;Drenthe;ES03;Katshaar Zuivel BV;;n.a.;0.0;;Optie B;MT;253097;520062;POINT(253097 520062);3.0;n.a.;n.a.;n.a.;BU01091421;GM0109;7742.0;7742PR;BU01091421;GM0109;7742.0;7742PR;BU01091421;GM0109;7742.0;7742PR;False;False;False;52.65917428975188;6.8371267963155145;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Gelderland;Barneveld;GM0203;Foodvalley;ES09;PFW Aroma Chemicals;;n.a.;0.0;;Optie B;MT;168109;464271;POINT(168109 464271);n.a.;n.a.;n.a.;n.a.;BU02035425;GM0203;3771.0;3771ME;BU02035425;GM0203;3771.0;3771ME;BU02035425;GM0203;3771.0;3771ME;False;False;False;52.16644009243844;5.578808400292555;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Drenthe;Emmen;GM0114;Drenthe;ES03;DSM Resins BV Schoonebeek;Industrie;n.a.;15.85;;Optie B;MT;255180;523500;POINT(255180 523500);15.85;n.a.;n.a.;n.a.;BU01141004;GM0114;7764.0;7764AN;BU01141004;GM0114;7764.0;7764AN;BU01141004;GM0114;7764.0;7764AN;False;False;False;52.68968366153184;6.868946123029218;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Drenthe;Emmen;GM0114;Drenthe;ES03;Cumapol Emmen BV;Industrie;n.a.;0.0;;Optie B;MT;257552;533045;POINT(257552 533045);82.3;n.a.;n.a.;n.a.;BU01145300;GM0114;7821.0;7821AT;BU01145300;GM0114;7821.0;7821AT;BU01145300;GM0114;7821.0;7821AT;False;False;False;52.77499622537848;6.906986728251183;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Drenthe;Emmen;GM0114;Drenthe;ES03;DSM Advanced Polyesters Emmen BV;Industrie;n.a.;0.38;;Optie B;MT;257552;533045;POINT(257552 533045);82.3;n.a.;n.a.;n.a.;BU01145300;GM0114;7821.0;7821AT;BU01145300;GM0114;7821.0;7821AT;BU01145300;GM0114;7821.0;7821AT;False;False;False;52.77499622537848;6.906986728251183;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Drenthe;Emmen;GM0114;Drenthe;ES03;DSM Engineering Plastics Emmen BV;Industrie;n.a.;0.92;;Optie B;MT;257552;533045;POINT(257552 533045);82.3;n.a.;n.a.;n.a.;BU01145300;GM0114;7821.0;7821AT;BU01145300;GM0114;7821.0;7821AT;BU01145300;GM0114;7821.0;7821AT;False;False;False;52.77499622537848;6.906986728251183;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Drenthe;Emmen;GM0114;Drenthe;ES03;Emmtec Services BV;Gasturbine;n.a.;75.0;;Optie B;MT;257552;533045;POINT(257552 533045);82.3;n.a.;n.a.;n.a.;BU01145300;GM0114;7821.0;7821AT;BU01145300;GM0114;7821.0;7821AT;BU01145300;GM0114;7821.0;7821AT;False;False;False;52.77499622537848;6.906986728251183;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Drenthe;Emmen;GM0114;Drenthe;ES03;Teijin Aramid BV Emmen;Industrie;n.a.;0.0;;Optie B;MT;257552;533045;POINT(257552 533045);82.3;n.a.;n.a.;n.a.;BU01145300;GM0114;7821.0;7821AT;BU01145300;GM0114;7821.0;7821AT;BU01145300;GM0114;7821.0;7821AT;False;False;False;52.77499622537848;6.906986728251183;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Drenthe;Emmen;GM0114;Drenthe;ES03;Rademakers Gieterij BV;Industrie;n.a.;0.0;;Optie B;MT;261750;526950;POINT(261750 526950);3.0;n.a.;n.a.;n.a.;BU01140809;GM0114;7891.0;7891GA;BU01140809;GM0114;7891.0;7891GA;BU01140809;GM0114;7891.0;7891GA;False;False;False;52.71942898285756;6.967202404836509;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Drenthe;Emmen;GM0114;Drenthe;ES03;Cabot Norit Activated Carbon Klazienaveen;Industrie;n.a.;0.0;;Optie B;MT;263800;528000;POINT(263800 528000);3.0;n.a.;n.a.;n.a.;BU01140800;GM0114;7891.0;7891EV;BU01140800;GM0114;7891.0;7891EV;BU01140800;GM0114;7891.0;7891EV;False;False;False;52.728455548581245;6.997879137194958;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Drenthe;Hoogeveen;GM0118;Drenthe;ES03;Vliegveld Hoogeveen;Industrie;n.a.;0.0;;Optie B;MT;231250;527750;POINT(231250 527750);3.0;n.a.;n.a.;n.a.;BU01186203;GM0118;7903.0;7903BG;BU01186203;GM0118;7903.0;7903BG;BU01186203;GM0118;7903.0;7903BG;False;False;False;52.731753538240966;6.5160608508572055;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Drenthe;Hoogeveen;GM0118;Drenthe;ES03;DOC Kaas Zuivelpark;;n.a.;0.0;;Optie B;MT;231671;525745;POINT(231671 525745);3.0;n.a.;n.a.;n.a.;BU01186204;GM0118;7905.0;7905TC;BU01186204;GM0118;7905.0;7905TC;BU01186204;GM0118;7905.0;7905TC;False;False;False;52.71367853814219;6.521826439602712;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Gelderland;Barneveld;GM0203;Foodvalley;ES09;Pluimveeverwerkingsbedrijf Jan van Ee BV;Slachthuis;n.a.;0.0;;Optie B;MT;176126;465468;POINT(176126 465468);n.a.;n.a.;n.a.;n.a.;BU02035960;GM0203;3776.0;3776LP;BU02035960;GM0203;3776.0;3776LP;BU02035960;GM0203;3776.0;3776LP;False;False;False;52.176949830263915;5.696060341232653;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Drenthe;Meppel;GM0119;Drenthe;ES03;FrieslandCampina Kievit Meppel;Industrie;n.a.;0.0;;Optie B;MT;208200;523000;POINT(208200 523000);3.0;n.a.;n.a.;n.a.;BU01191001;GM0119;7944.0;7944HS;BU01191001;GM0119;7944.0;7944HS;BU01191001;GM0119;7944.0;7944HS;False;False;False;52.6918161140607;6.174085526751048;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Drenthe;Aa en Hunze;GM1680;Drenthe;ES03;Avebe ua Gasselternijveen;Industrie;n.a.;18.25;;Optie B;MT;254450;556800;POINT(254450 556800);18.25;n.a.;n.a.;n.a.;BU16801500;GM1680;9514.0;9514JA;BU16801500;GM1680;9514.0;9514JA;BU16801500;GM1680;9514.0;9514JA;False;False;False;52.98898910235598;6.868252384649174;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Drenthe;Tynaarlo;GM1730;Drenthe;ES03;Vliegveld Luchthaven Eelde;Industrie;n.a.;0.0;;Optie B;MT;235230;571295;POINT(235230 571295);3.0;n.a.;n.a.;n.a.;BU17300709;GM1730;9761.0;9761TK;BU17300709;GM1730;9761.0;9761TK;BU17300709;GM1730;9761.0;9761TK;False;False;False;53.12242104211822;6.585676137731576;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Drenthe;Midden-Drenthe;GM1731;Drenthe;ES03;Noblesse Proteins BV;;n.a.;0.0;;Optie B;MT;230460;533980;POINT(230460 533980);3.0;n.a.;n.a.;n.a.;BU17310309;GM1731;9418.0;9418TW;BU17310309;GM1731;9418.0;9418TW;BU17310309;GM1731;9418.0;9418TW;False;False;False;52.787842662871185;6.5057951980303175;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Drenthe;Midden-Drenthe;GM1731;Drenthe;ES03;Attero Noord BV;AVI;n.a.;120.12;;Optie B;MT;231073;534370;POINT(231073 534370);120.12;n.a.;n.a.;n.a.;BU17310309;GM1731;9418.0;9418TM;BU17310309;GM1731;9418.0;9418TM;BU17310309;GM1731;9418.0;9418TM;False;False;False;52.79126126861764;6.514970632435053;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Drenthe;Midden-Drenthe;GM1731;Drenthe;ES03;FrieslandCampina Domo Beilen;Industrie;n.a.;0.0;;Optie B;MT;231300;541530;POINT(231300 541530);3.0;n.a.;n.a.;n.a.;BU17310000;GM1731;9411.0;9411PZ;BU17310000;GM1731;9411.0;9411PZ;BU17310000;GM1731;9411.0;9411PZ;False;False;False;52.85556321337376;6.520000050855545;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Flevoland;Almere;GM0034;Flevoland;ES06;Nuon HWC Almere;STEG;n.a.;0.0;;Optie B;MT;143251;488915;POINT(143251 488915);10.0;n.a.;n.a.;n.a.;BU00343501;GM0034;1314.0;1314AK;BU00343501;GM0034;1314.0;1314AK;BU00343501;GM0034;1314.0;1314AK;False;False;False;52.387963961920875;5.214620065953331;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Flevoland;Almere;GM0034;Flevoland;ES06;WKC Almere;STEG;n.a.;50.16;;Optie B;MT;143323;488954;POINT(143323 488954);50.16;n.a.;n.a.;n.a.;BU00343501;GM0034;1314.0;1314AK;BU00343501;GM0034;1314.0;1314AK;BU00343501;GM0034;1314.0;1314AK;False;False;False;52.38831600994468;5.215676334111433;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Flevoland;Almere;GM0034;Flevoland;ES06;Nuon Biomassaketel De Vaart;;n.a.;15.0;;Optie B;MT;144976;491384;POINT(144976 491384);15.0;n.a.;n.a.;n.a.;BU00345702;GM0034;1332.0;1332EB;BU00345702;GM0034;1332.0;1332EB;BU00345702;GM0034;1332.0;1332EB;False;False;False;52.41018826318617;5.239885301931218;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Flevoland;Almere;GM0034;Flevoland;ES06;Yakult Nederland BV;Industrie;n.a.;0.0;;Optie B;MT;145197;491088;POINT(145197 491088);3.0;n.a.;n.a.;n.a.;BU00345702;GM0034;1332.0;1332EN;BU00345702;GM0034;1332.0;1332EN;BU00345702;GM0034;1332.0;1332EN;False;False;False;52.407531962110276;5.243141892675974;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Gelderland;Barneveld;GM0203;Foodvalley;ES09;Stichting Mestverwerking Gelderland SMG KGBI Stroe;;n.a.;0.0;;Optie B;MT;176502;465210;POINT(176502 465210);n.a.;n.a.;n.a.;n.a.;BU02035960;GM0203;3776.0;3776LW;BU02035960;GM0203;3776.0;3776LW;BU02035960;GM0203;3776.0;3776LW;False;False;False;52.17461645799073;5.701540935066983;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Flevoland;Almere;GM0034;Flevoland;ES06;Vetsmelterij CM Bosland BV;Industrie;n.a.;0.0;;Optie B;MT;146061;491635;POINT(146061 491635);3.0;n.a.;n.a.;n.a.;BU00345701;GM0034;1332.0;1332AW;BU00345701;GM0034;1332.0;1332AW;BU00345701;GM0034;1332.0;1332AW;False;False;False;52.41246285687703;5.255824434678629;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Flevoland;Almere;GM0034;Flevoland;ES06;Groenheijden;;n.a.;0.5;;Optie B;MT;146291;493235;POINT(146291 493235);0.5;n.a.;n.a.;n.a.;BU00345801;GM0034;1331.0;1331GC;BU00345801;GM0034;1331.0;1331GC;BU00345801;GM0034;1331.0;1331GC;False;False;False;52.42684648504696;5.259163307742942;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Flevoland;Almere;GM0034;Flevoland;ES06;StortStroom BV Afvalzorg Deponie BV;;n.a.;0.0;;Optie B;MT;147370;483029;POINT(147370 483029);3.0;n.a.;n.a.;n.a.;BU00348502;GM0034;1358.0;1358AB;BU00348502;GM0034;1358.0;1358AB;BU00348502;GM0034;1358.0;1358AB;False;False;False;52.33513578422216;5.2752584448399;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Flevoland;Almere;GM0034;Flevoland;ES06;NV Afvalzorg Almere;AVI;n.a.;0.0;;Optie B;MT;148080;483155;POINT(148080 483155);3.0;n.a.;n.a.;n.a.;BU00348502;GM0034;1358.0;1358AB;BU00348502;GM0034;1358.0;1358AB;BU00348502;GM0034;1358.0;1358AB;False;False;False;52.33627760846706;5.285672810929278;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Flevoland;Zeewolde;GM0050;Flevoland;ES06;A  v d  Knijff B V;;n.a.;0.0;;Optie B;MT;154585;487561;POINT(154585 487561);3.0;n.a.;n.a.;n.a.;BU00500007;GM0050;3897.0;3897LP;BU00500007;GM0050;3897.0;3897LP;BU00500007;GM0050;3897.0;3897LP;False;False;False;52.37592022093855;5.381109937998697;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Flevoland;Zeewolde;GM0050;Flevoland;ES06;De Jong B V;;n.a.;0.23;;Optie B;MT;155926;479450;POINT(155926 479450);0.23;n.a.;n.a.;n.a.;BU00500006;GM0050;3896.0;3896LH;BU00500006;GM0050;3896.0;3896LH;BU00500006;GM0050;3896.0;3896LH;False;False;False;52.30302096750059;5.400780306353979;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Flevoland;Zeewolde;GM0050;Flevoland;ES06;Mts Timmer;;n.a.;0.0;;Optie B;MT;160932;490168;POINT(160932 490168);3.0;n.a.;n.a.;n.a.;BU00500007;GM0050;3897.0;3897LB;BU00500007;GM0050;3897.0;3897LB;BU00500007;GM0050;3897.0;3897LB;False;False;False;52.39931867633508;5.474363488718983;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Flevoland;Zeewolde;GM0050;Flevoland;ES06;Maatschap van Beek Kalsbeek III;;n.a.;0.0;;Optie B;MT;160997;490199;POINT(160997 490199);3.0;n.a.;n.a.;n.a.;BU00500007;GM0050;3897.0;3897LB;BU00500007;GM0050;3897.0;3897LB;BU00500007;GM0050;3897.0;3897LB;False;False;False;52.39959658085968;5.475319089922485;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Flevoland;Zeewolde;GM0050;Flevoland;ES06;Erk Energy;;n.a.;0.0;;Optie B;MT;161373;476106;POINT(161373 476106);3.0;n.a.;n.a.;n.a.;BU00500006;GM0050;3896.0;3896LX;BU00500006;GM0050;3896.0;3896LX;BU00500006;GM0050;3896.0;3896LX;False;False;False;52.27292983981889;5.480576417973333;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Flevoland;Zeewolde;GM0050;Flevoland;ES06;Claushuis Metaalmaatschappij BV;;n.a.;0.0;;Optie B;MT;163026;485508;POINT(163026 485508);3.0;n.a.;n.a.;n.a.;BU00500009;GM0050;3899.0;3899AH;BU00500009;GM0050;3899.0;3899AH;BU00500009;GM0050;3899.0;3899AH;False;False;False;52.35741007029378;5.505019141293567;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Groningen;Het Hogeland;GM1966;Groningen;ES01;RWE Eemshaven Holding BV;Kolen;n.a.;1332.54;;Optie C;MT;252979;607213;POINT(252979 607213);n.a.;n.a.;n.a.;n.a.;BU19661401;GM1966;9979.0;9979XD;BU19661401;GM1966;9979.0;9979XD;BU19661401;GM1966;9979.0;9979XD;False;False;False;53.44212488805535;6.861719289155492;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Flevoland;Zeewolde;GM0050;Flevoland;ES06;Maatschap van Beek Kalsbeek II;;n.a.;0.72;;Optie B;MT;163604;488001;POINT(163604 488001);0.72;n.a.;n.a.;n.a.;BU00500007;GM0050;3897.0;3897LA;BU00500007;GM0050;3897.0;3897LA;BU00500007;GM0050;3897.0;3897LA;False;False;False;52.379807275110686;5.51356758285333;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Noord-Brab;Geertruidenberg;GM0779;West-Braba;ES28;Essent Power BV Amer;Gasturbine;n.a.;1039.5;;Optie C;MT;117446;413372;POINT(117446 413372);n.a.;n.a.;n.a.;n.a.;BU07790203;GM0779;4931.0;4931NC;BU07790203;GM0779;4931.0;4931NC;BU07790203;GM0779;4931.0;4931NC;False;False;False;51.70784543236836;4.843875154359163;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Overijssel;Zwolle;GM0193;West-Overi;ES05;Centrale Harculo;Gasturbine;n.a.;361.35;;Optie D;MT;203938;498156;POINT(203938 498156);n.a.;n.a.;n.a.;n.a.;BU01935210;GM0193;8014.0;8014BK;BU01935210;GM0193;8014.0;8014BK;BU01935210;GM0193;8014.0;8014BK;False;False;False;52.46895404887165;6.107392684521378;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Fryslân;Tytsjerksteradiel;GM0737;Friesland;ES02;SCA Hygiene Products Suameer BV;;n.a.;0.0;;Optie B;MT;196106;577690;POINT(196106 577690);3.0;n.a.;n.a.;n.a.;BU07370600;GM0737;9262.0;9262ND;BU07370600;GM0737;9262.0;9262ND;BU07370600;GM0737;9262.0;9262ND;False;False;False;53.18430285075463;6.002108317693588;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Fryslân;Tytsjerksteradiel;GM0737;Friesland;ES02;Centrale Bergum;STEG;n.a.;508.2;;Optie B;MT;197930;580516;POINT(197930 580516);508.2;n.a.;n.a.;n.a.;BU07370009;GM0737;9251.0;9251ML;BU07370009;GM0737;9251.0;9251LS;BU07370009;GM0737;9251.0;9251LS;False;False;False;53.20955184385046;6.029768861397399;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Fryslân;SÃºdwest-FryslÃ¢n;GM1900;Friesland;ES02;FrieslandCampina Workum;Industrie;n.a.;0.0;;Optie B;MT;159600;554080;POINT(159600 554080);3.0;n.a.;n.a.;n.a.;BU19000200;GM1900;8711.0;8711CK;BU19000200;GM1900;8711.0;8711CK;BU19000200;GM1900;8711.0;8711CK;False;False;False;52.973702233009135;5.455684028953414;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Fryslân;SÃºdwest-FryslÃ¢n;GM1900;Friesland;ES02;Hochwald Nederland BV;;n.a.;0.0;;Optie B;MT;163330;563820;POINT(163330 563820);3.0;n.a.;n.a.;n.a.;BU19000003;GM1900;8701.0;8701WR;BU19000003;GM1900;8701.0;8701WR;BU19000003;GM1900;8701.0;8701WR;False;False;False;53.06118194612465;5.511460299756755;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Fryslân;De Fryske Marren;GM1940;Friesland;ES02;Vreugdenhil Dairy Foods;;n.a.;0.0;;Optie B;MT;181400;551120;POINT(181400 551120);3.0;n.a.;n.a.;n.a.;BU19404001;GM1940;8517.0;8517HC;BU19404001;GM1940;8517.0;8517HC;BU19404001;GM1940;8517.0;8517HC;False;False;False;52.94647651762149;5.779963319775962;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
Fryslân;De Fryske Marren;GM1940;Friesland;ES02;Jacobs Douwe Egberts;;n.a.;0.0;;Optie B;MT;182306;554412;POINT(182306 554412);3.0;n.a.;n.a.;n.a.;BU19401903;GM1940;8501.0;8501ZD;BU19401903;GM1940;8501.0;8501ZD;BU19401903;GM1940;8501.0;8501ZD;False;False;False;52.97601357459647;5.793717707520255;WarmteAtlas:MT_WarmteBronnen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:53:17;
