gemeentecode;gemeentenaam;latitude;longitude;pv_potentie_dak_tj;pv_potentie_veld_lbg4_tj;pv_potentie_veld_lbg10_tj;pv_potentie_veld_lbg100_tj;pv_potentie_water_tj;pv_potentie_totaal_tj;pv_potentie_totaal_gwh;pv_kans2030;wind_potentie_land_aantal;wind_potentie_land_tj;wind_potentie_water_aantal;wind_potentie_water_tj;wind_potentie_totaal_tj;wind_potentie_totaal_gwh;wind_vermogen_per_turbine_kw;province;provinciecode;res_regio;res_regiocode;elec_verbruik_a_kwh;elec_verbruik_bf_kwh;elec_verbruik_gi_kwh;elec_verbruik_hj_kwh;elec_verbruik_kl_kwh;elec_verbruik_mn_kwh;elec_verbruik_oq_kwh;elec_verbruik_ru_kwh;gas_verbruik_a_m3;gas_verbruik_bf_m3;gas_verbruik_gi_m3;gas_verbruik_hj_m3;gas_verbruik_kl_m3;gas_verbruik_mn_m3;gas_verbruik_oq_m3;gas_verbruik_ru_m3;elec_verbruik_totaal_kwh;gas_verbruik_totaal_m3;elec_eenheid;gas_eenheid;energie_bron;energie_bron_url;elec_bijgeschat_kwh;gas_bijgeschat_m3;bijschatting_niveaus;elec_bijgeschat_aandeel;gas_bijgeschat_aandeel;pv_potentie_bron;pv_potentie_bron_url;wind_potentie_bron;wind_potentie_bron_url;bestelautos_totaal;vrachtautos_totaal;bestelautos_ondergrens;bestelautos_bovengrens;vrachtautos_ondergrens;vrachtautos_bovengrens;bestelauto_cbs2023;vrachtauto_cbs2023;bestelauto_afwijking_pct;vrachtauto_afwijking_pct
GM0189;Wierden;52.344439007880624;6.560631847227023;1098.33;962.13;2405.32;24053.21;0.0;2060.46;572.4;Kansrijk;40.0;2136.96;0.0;0.0;2136.96;593.6;5600.0;Overijssel;PV23;Twente;ES04;9801069.010416666;18103056.490384616;14826040.475425635;1860062.1650589495;2023059.8870056497;1075911.8268017366;5225000.0;1985000.0;451000.0;5341184.713078153;1142000.0;84000.0;314333.8345864662;87000.0;421036.1896838602;759000.0;54899199.85509325;8599554.73734848;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;333199.8550932525;317554.7373484796;res+thema;0.0061;0.0369;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;2750;79;2064;5006;53;130;4018;97;-31.557989049278248;-18.556701030927837
GM0193;Zwolle;52.518685650331;6.118363608161196;2857.16;905.63;2264.08;22640.85;9.33;3772.12;1047.89;Kansrijk;51.0;3227.31;0.0;0.0;3227.31;896.48;5600.0;Overijssel;PV23;West-Overijssel;ES05;4773000.0;160214031.46184522;93143233.75050464;71705339.3258427;14694408.602150537;66828015.544041455;99699326.35106829;9729000.0;504000.0;18389777.596519846;5673000.0;1388000.0;1214000.0;1559438.5741565882;8557326.351068286;1358299.5867768596;520786355.03545284;38643842.10852158;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;200421355.0354528;446842.108521582;res+thema;0.3848;0.0116;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;6575;167;4734;8413;116;217;6023;213;9.164868005977088;-21.5962441314554
GM0197;Aalten;51.92174151159472;6.560588234456443;1287.2;1132.37;2830.92;28309.21;0.0;2419.57;672.16;Kansrijk;32.0;2013.08;0.0;0.0;2013.08;559.19;5600.0;Gelderland;PV25;Achterhoek;ES07;7807000.0;25617938.396624472;12253076.335877862;2080067.6056338027;2076000.0;490000.0;4337000.0;1599083.1265508686;595000.0;1425601.0260146314;1109000.0;82885.71428571429;125000.0;146000.0;771000.0;470166.253101737;56260165.464687005;4724652.993402083;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;1053165.4646870063;162652.99340208256;res+thema;0.0187;0.0344;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1876;99;1223;2531;63;135;1754;91;6.955530216647663;8.791208791208792
GM0200;Apeldoorn;52.18985812369226;5.921909118647368;4277.77;962.36;2405.9;24058.98;0.0;5240.13;1455.71;Kansrijk;223.0;11913.55;0.0;0.0;11913.55;3309.32;5600.0;Gelderland;PV25;Cleantech;ES12;5978000.0;233010394.36882138;106874000.0;50461000.0;21779909.09090909;14050482.142857142;101376000.0;23330000.0;682000.0;33358405.10948905;9877000.0;1379889.5184135977;1731000.0;2000000.0;13889485.698569857;3745000.0;556859785.6025876;66662780.326472506;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;35327785.60258761;498780.3264725058;res+thema;0.0634;0.0075;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;9555;1017;5910;12613;681;1318;8563;962;11.584724979563237;5.717255717255718
GM0202;Arnhem;52.00113721051147;5.892592491832686;2682.44;185.73;464.33;4643.29;0.0;2868.17;796.78;Kansrijk;5.0;240.41;0.0;0.0;240.41;66.78;5600.0;Gelderland;PV25;Arnhem/Nijmegen;ES08;841000.0;93430000.0;91786234.06940064;71765000.0;29660199.551569507;24722000.0;93710000.0;31285000.0;486000.0;6443474.8858447485;6461000.0;4757000.0;408000.0;2116000.0;12590000.0;2940000.0;437199433.62097013;36201474.88584475;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;433.6209701376413;609474.8858447488;res+thema;0.0;0.0168;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;4891;275;3979;5852;241;311;4558;623;7.305835892935498;-55.858747993579456
GM0203;Barneveld;52.16829943395436;5.641854275593805;2983.81;1205.2;3013.01;30130.1;0.0;4189.01;1163.71;Kansrijk;85.0;4514.33;0.0;0.0;4514.33;1253.98;5600.0;Gelderland;PV25;Foodvalley;ES09;16115000.0;73772974.4586341;45480000.0;39322159.61800818;5980000.0;7921577.276375085;22585000.0;4917150.490730643;1000000.0;11737524.70849528;4623184.58075408;581000.0;429197.36842105264;863170.0598802395;2945275.1842751843;758150.4907306434;216093861.843748;22937502.392556477;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;2486861.843748006;3206502.39255648;res+thema;0.0115;0.1398;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;7448;436;3268;11639;204;671;5982;365;24.506853895018388;19.45205479452055
GM0209;Beuningen;51.86281538381483;5.740275561159261;758.46;403.99;1009.98;10099.76;0.0;1162.45;322.93;Kansrijk;20.0;1161.22;0.0;0.0;1161.22;322.56;5600.0;Gelderland;PV25;Arnhem/Nijmegen;ES08;2841000.0;35791855.27462947;12033037.85488959;6778460.0;719039.2376681614;1233000.0;4448000.0;1336000.0;220000.0;3345568.86594365;855476.1904761905;68221.7741935484;80000.0;107000.0;535000.0;286000.0;65180392.367187224;5497266.830613389;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;6727392.36718722;826266.8306133887;res+thema;0.1032;0.1503;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1721;112;365;2764;14;208;1209;92;42.349048800661706;21.73913043478261
GM0213;Brummen;52.108973136839886;6.118504277168785;807.11;745.99;1864.96;18649.63;0.0;1553.1;431.45;Kansrijk;40.0;2110.25;0.0;0.0;2110.25;586.18;5600.0;Gelderland;PV25;Cleantech;ES12;2051000.0;109116695.211635;9138000.0;7947000.0;810118.5770750989;587057.5892857143;3710000.0;815000.0;102000.0;39368972.55425464;1455000.0;50000.0;152000.0;108000.0;606055.00550055;460727.8106508876;134174871.3779958;42302755.37040608;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;4945871.377995806;422755.37040607934;res+thema;0.0369;0.01;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1346;64;651;2022;27;101;1182;60;13.874788494077833;6.666666666666667
GM0214;Buren;51.93833634757681;5.403627391695437;1306.74;1614.92;4037.3;40373.01;0.0;2921.66;811.64;Kansrijk;72.0;4180.38;0.0;0.0;4180.38;1161.22;5600.0;Gelderland;PV25;FruitdeltaRivierenland;ES11;13208180.527383367;13593815.028901735;14508000.0;2504000.0;2179000.0;1996000.0;4164000.0;1971264.748201439;452000.0;2476080.924855491;765114.1552511416;90000.0;137000.0;122000.0;528110.2514506769;256000.0;54124260.304486535;4826305.331557309;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;2296260.30448654;107305.33155730987;res+thema;0.0424;0.0222;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;2950;286;1598;4324;122;454;2488;255;18.569131832797428;12.156862745098039
GM0216;Culemborg;51.94577786491253;5.2103803371419675;737.09;245.76;614.41;6144.1;0.0;982.85;273.04;Kansrijk;13.0;830.79;0.0;0.0;830.79;230.78;5600.0;Gelderland;PV25;FruitdeltaRivierenland;ES11;1078024.340770791;12783884.393063584;25329000.0;27553000.0;1645000.0;1194000.0;6033000.0;1522296.4028776977;22000.0;673925.578034682;1183097.412480974;448779.3103448276;69000.0;159000.0;693159.5744680851;201000.0;77138205.13671207;3449961.8753285687;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;1435205.1367120726;75961.8753285689;res+thema;0.0186;0.022;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1316;163;920;1706;148;175;1232;146;6.818181818181818;11.643835616438356
GM0221;Doesburg;52.01867191595153;6.14690008675167;237.89;111.5;278.74;2787.41;0.0;349.39;97.06;Kansrijk;4.0;213.7;0.0;0.0;213.7;59.36;5600.0;Gelderland;PV25;Arnhem/Nijmegen;ES08;377000.0;24025670.434289943;5160014.826498423;1210000.0;854011.2107623318;209377.70897832816;1268000.0;992000.0;21000.0;564227.484312469;578000.0;69028.2258064516;86000.0;44922.29729729729;196000.0;138000.0;34096074.18052903;1697178.007416218;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;885074.180529025;138178.00741621794;res+thema;0.026;0.0814;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;625;39;112;925;5;61;403;27;55.08684863523573;44.44444444444444
GM0222;Doetinchem;51.96078705111727;6.28670209270344;1891.39;665.1;1662.75;16627.51;0.0;2556.49;710.19;Kansrijk;12.0;641.09;0.0;0.0;641.09;178.08;5600.0;Gelderland;PV25;Achterhoek;ES07;4524000.0;114610644.72573839;56838219.29215822;11378233.802816901;4689000.0;3707000.0;29186000.0;4726197.270471464;462000.0;18958694.514767934;3034000.0;220000.0;476000.0;471000.0;4357000.0;757394.540942928;229659295.09118497;28736089.055710863;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;2017295.0911849856;286089.0557108605;res+thema;0.0088;0.01;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;3385;187;2077;4665;122;248;3295;167;2.731411229135053;11.976047904191617
GM0225;Druten;51.87501197322171;5.6121477244957685;667.49;372.17;930.42;9304.16;0.0;1039.66;288.82;Kansrijk;22.0;1248.31;0.0;0.0;1248.31;346.75;5600.0;Gelderland;PV25;Arnhem/Nijmegen;ES08;5434000.0;27091051.34905343;6785027.444794953;1678000.0;1252031.3901345292;788000.0;4632000.0;1606000.0;139000.0;6979114.207643666;432000.0;367925.0;71000.0;118000.0;771000.0;130000.0;49266110.18398291;9008039.207643665;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;3085110.1839829143;679039.2076436663;res+thema;0.0626;0.0754;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1367;105;648;2087;52;161;1267;98;7.892659826361484;7.142857142857143
GM0226;Duiven;51.946548474301764;6.018171440793554;813.14;301.2;753.01;7530.12;0.0;1114.34;309.56;Kansrijk;9.0;522.55;0.0;0.0;522.55;145.15;5600.0;Gelderland;PV25;Arnhem/Nijmegen;ES08;1679000.0;26386591.97907585;21437037.539432175;16831000.0;2424345.8159599295;1596000.0;8336000.0;1439000.0;1800000.0;463273.2914999174;700000.0;569690.3225806452;97000.0;85108.1081081081;202172.97297297296;164000.0;80128975.33446795;4081244.6951616434;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;1916975.3344679563;977244.6951616437;res+thema;0.0239;0.2394;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1360;118;951;1802;81;165;1114;142;22.082585278276483;-16.901408450704224
GM0228;Ede;52.07643019888814;5.7279992107867335;4164.1;1294.39;3235.97;32359.68;0.0;5458.49;1516.37;Kansrijk;139.0;7399.22;0.0;0.0;7399.22;2055.34;5600.0;Gelderland;PV25;Foodvalley;ES09;27757000.0;111815688.85632643;71529000.0;40864326.05729877;17417000.0;15163315.369261477;42094000.0;10634327.153762268;1661000.0;10562106.607440311;5367312.886888014;1029000.0;686302.6315789474;1476315.3692614771;6152697.7886977885;1661327.1537622684;337274657.436649;28596062.43762881;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;5437657.436648948;2972062.4376288056;res+thema;0.0161;0.1039;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;10291;1185;5522;14956;768;1599;8683;860;18.518945065069676;37.7906976744186
GM0230;Elburg;52.41198800875557;5.849977464736462;709.37;372.22;930.55;9305.53;0.0;1081.59;300.47;Kansrijk;42.0;2243.81;5.0;425.38;2669.19;741.44;5600.0;Gelderland;PV25;Noord-Veluwe;ES10;2586000.0;24303075.88828808;10548226.373626374;2224113.01369863;692076.433121019;616000.0;12428097.622027535;942000.0;150000.0;2071541.3450937155;1032000.0;46000.0;118000.0;88000.0;2135000.0;262000.0;54339589.33076164;5902541.345093716;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;101589.3307616398;7541.345093715546;res+thema;0.0019;0.0013;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;2628;115;842;3616;40;162;1573;77;67.06929434202162;49.35064935064935
GM0232;Epe;52.32551003591045;5.954967950463171;1350.18;828.86;2072.15;20721.53;0.0;2179.04;605.34;Kansrijk;103.0;5475.96;0.0;0.0;5475.96;1521.1;5600.0;Gelderland;PV25;Cleantech;ES12;8343000.0;62515945.8034677;20579000.0;3183000.0;7825229.249011857;1290084.375;6735000.0;1474000.0;402000.0;6420694.238965365;2495000.0;97000.0;178000.0;323561.717352415;1032074.807480748;1057000.0;111945259.42747955;12005330.76379853;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;8761259.42747956;222330.76379852832;res+thema;0.0783;0.0185;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1387;94;535;3130;29;199;2350;138;-40.97872340425532;-31.884057971014492
GM0233;Ermelo;52.28770181646192;5.6682449664028;980.0;255.57;638.92;6389.2;0.0;1235.57;343.24;Kansrijk;59.0;3152.02;2.0;170.15;3322.17;922.83;5600.0;Gelderland;PV25;Noord-Veluwe;ES10;3596000.0;45329624.79958886;19189307.692307692;2078143.8356164384;4468159.23566879;786000.0;14652187.734668337;3711000.0;812000.0;12238607.49724366;3145000.0;53000.0;500000.0;123000.0;3715000.0;657000.0;93810423.29785013;21243607.497243658;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;6423.297850111056;7607.4972436604185;res+thema;0.0001;0.0004;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;2283;260;1160;3442;140;379;1576;176;44.86040609137056;47.72727272727273
GM0243;Harderwijk;52.339496373034024;5.655201312402607;1157.19;83.97;209.93;2099.3;0.0;1241.16;344.79;Kansrijk;23.0;1202.04;19.0;1616.43;2818.47;782.91;5600.0;Gelderland;PV25;Noord-Veluwe;ES10;1623000.0;46001901.85674062;32003507.692307692;19879304.79452055;5655810.922387356;2984000.0;15333311.639549438;4303000.0;471000.0;5849039.691289967;2235000.0;386000.0;511000.0;341000.0;4559000.0;2240000.0;127783836.90550566;16592039.691289967;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;3248836.9055056553;12039.691289966924;res+thema;0.0254;0.0007;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;2730;150;1019;4442;24;281;2608;125;4.677914110429448;20.0
GM0244;Hattem;52.47477963686035;6.05326317521771;327.36;167.67;419.18;4191.76;0.0;495.03;137.52;Kansrijk;6.0;348.36;0.0;0.0;348.36;96.77;5600.0;Gelderland;PV25;Noord-Veluwe;ES10;665000.0;8491782.674994366;7490109.89010989;3272221.1811837684;1239533.0266572305;589000.0;2075078.848560701;899000.0;42000.0;1251263.8716716843;680496.644295302;9785.714285714286;55000.0;65280.0;344000.0;162000.0;24721725.621505957;2609826.230252701;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;3988725.6215059552;1601826.2302527006;res+thema;0.1613;0.6138;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;692;37;367;1008;19;55;579;29;19.516407599309154;27.586206896551722
GM0246;Heerde;52.40605829773307;6.050329674715001;692.75;517.14;1292.86;12928.58;0.0;1209.89;336.11;Kansrijk;51.0;2697.91;0.0;0.0;2697.91;749.42;5600.0;Gelderland;PV25;Cleantech;ES12;1869000.0;26359736.845422067;7492000.0;1941000.0;2897098.814229249;498044.64285714284;4249000.0;823000.0;197000.0;2100988.016215157;678000.0;59110.48158640227;92000.0;183064.4007155635;584039.603960396;440923.07692307694;46128880.30250846;4335125.579400596;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;4733880.302508457;540125.5794005957;res+thema;0.1026;0.1246;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;1294;81;715;1952;42;127;1182;72;9.475465313028765;12.5
GM0252;Heumen;51.7778892201235;5.818482385555961;575.5;305.78;764.44;7644.38;0.0;881.28;244.82;Kansrijk;19.0;988.34;0.0;0.0;988.34;274.54;5600.0;Gelderland;PV25;Arnhem/Nijmegen;ES08;2036000.0;6123406.781721896;7784022.397476341;1466000.0;743024.66367713;413000.0;3628000.0;789000.0;118000.0;392409.47176244424;521000.0;34850.8064516129;46000.0;65000.0;481000.0;113000.0;22982453.842875365;1771260.2782140572;kWh;m3;Regionale Klimaatmonitor (Open Data Service) — sectoraal elektriciteit-/aardgasverbruik per gemeente;https://klimaatmonitor.databank.nl/content/handleiding-open-data-service;1421453.8428753668;242260.27821405715;res+thema;0.0618;0.1368;RVO / Kadaster / NP RES — Dataset zon op gebouw (technische potentie zon-op-dak en zon-op-veld), niet publiek downloadbaar, per RES-regio/gemeente op aanvraag;https://www.regionale-energiestrategie.nl/werkwijze/data+monitoring/data+overzicht/2661076.aspx;Over Morgen / Nationale Energie Atlas — Potentie windenergie op land;https://data.overheid.nl/dataset/6064-ruimtelijke-belemmeringen-en-potentie-voor-windenergie-op-land;604;35;378;961;22;57;713;43;-15.287517531556801;-18.6046511627907
